u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,junction,access,bridge,width,ref,tunnel,service,area
361109,3263830250,0,542064424,True,Rue de la Chaussée d'Antin,secondary,30,6.022,"LINESTRING (2.3327119 48.8742988, 2.3327354 48.8742469)",,,,,,,,,
368014,2587862380,0,166031130,False,Boulevard Diderot,secondary,50,12.366,"LINESTRING (2.3867729 48.8473461, 2.3869392 48.8473659)",,,,,,,,,
368061,4691027103,0,752044044,False,Avenue de Saint-Mandé,tertiary,,12.46,"LINESTRING (2.3982497 48.8453024, 2.3980812 48.8453185)",,,,,,,,,
368061,648217941,0,752044043,False,Avenue de Saint-Mandé,tertiary,,37.559,"LINESTRING (2.3982497 48.8453024, 2.3987593 48.8452621)",,,,,,,,,
390027,1784416577,0,19725534,True,Rue de Montreuil,unclassified,30,22.352,"LINESTRING (2.3964579 48.8509679, 2.3961621 48.8509177)",,,,,,,,,
390030,6282793831,0,173315999,True,Rue de Montreuil,unclassified,30,9.909,"LINESTRING (2.3925211 48.8504119, 2.3923876 48.8503969)",,,,,,,,,
442197,6137779458,0,49428942,True,Rue de Vaugirard,secondary,50,8.764,"LINESTRING (2.2883551 48.832695, 2.2884433 48.8327483)",,,,,,,,,
704782,6432839265,0,55497688,False,Avenue Daumesnil,secondary,30,10.598,"LINESTRING (2.4034875 48.8366973, 2.4036139 48.8366508)",,,,,,,,,
704782,6432840068,0,55497688,False,Avenue Daumesnil,secondary,30,12.788,"LINESTRING (2.4034875 48.8366973, 2.4033334 48.8367515)",,,,,,,,,
14803151,305217243,0,232312980,False,Route de Suresnes,primary,50,23.742,"LINESTRING (2.232039 48.8661629, 2.2317487 48.8662584)",6,,,,,,,,
14803151,2266470979,0,232312980,False,Route de Suresnes,primary,50,21.155,"LINESTRING (2.232039 48.8661629, 2.2322924 48.8660712)",6,,,,,,,,
14803152,7597691378,0,232312980,False,Route de Suresnes,primary,50,38.828,"LINESTRING (2.2332373 48.8656723, 2.2328042 48.8658742)",6,,,,,,,,
14803152,2266470999,0,83077512,True,Route de Suresnes,primary,50,25.59,"LINESTRING (2.2332373 48.8656723, 2.2334985 48.8655192)",,,,,,,,,
15378825,4687297181,0,55497688,False,Avenue Daumesnil,secondary,30,44.038,"LINESTRING (2.4021719 48.8371542, 2.4027063 48.8369722)",,,,,,,,,
15378825,6524826114,0,438204230,False,Avenue Daumesnil,secondary,30,18.736,"LINESTRING (2.4021719 48.8371542, 2.4019499 48.8372381)",,,,,,,,,
15378847,2334246045,0,631850954,True,Rue de Wattignies,residential,30,7.764,"LINESTRING (2.3977785 48.8354342, 2.3976803 48.8354606)",1,,,,,,,,
17809179,5982868513,0,48965339,True,Quai de Jemmapes,cycleway,,10.947,"LINESTRING (2.3658688 48.8773655, 2.3659699 48.8774381)",,,,,,,,,
19722936,5085687220,0,4039373,True,Place de Clichy,primary,50,9.484,"LINESTRING (2.3275098 48.8833741, 2.3276253 48.8834129)",,circular,,,,,,,
21292407,3375723102,0,56640608,False,Boulevard Arago,secondary,50,9.837,"LINESTRING (2.3449903 48.8349543, 2.3448562 48.8349484)",,,,,,,,,
21292409,3375721589,0,56640608,False,Boulevard Arago,secondary,50,8.95,"LINESTRING (2.3416015 48.8348131, 2.3417235 48.8348186)",,,,,,,,,
21292409,3375723096,0,299741417,False,Boulevard Arago,secondary,50,11.345,"LINESTRING (2.3416015 48.8348131, 2.3414467 48.8348079)",,,,,,,,,
21292412,3375721568,0,548078039,False,Boulevard Arago,secondary,50,12.733,"LINESTRING (2.3511666 48.8365716, 2.3510098 48.836522)",,,,,,,,,
21292412,5295211208,0,548078038,True,Boulevard Arago,cycleway,,13.762,"LINESTRING (2.3511666 48.8365716, 2.3512713 48.8364688)",,,,,,,,,
21346796,2386532733,0,695578271,False,Quai Branly,primary,50,18.008,"LINESTRING (2.2888812 48.854607, 2.2890223 48.8547397)",,,,,,,,,
21649682,6139453138,0,299741410,False,Boulevard Arago,secondary,50,24.124,"LINESTRING (2.3485739 48.8357339, 2.3488668 48.8358334)",,,,,,,,,
21649685,5689798807,0,548078039,False,Boulevard Arago,secondary,50,23.301,"LINESTRING (2.3501813 48.836261, 2.3504703 48.8363489)",,,,,,,,,
21658441,6992443076,0,744515450,False,Rue Bobillot,tertiary,30,15.126,"LINESTRING (2.3514725 48.8268898, 2.3515873 48.8270029)",,,,,,,,,
21658441,6341453889,0,85735933,False,Rue Bobillot,tertiary,30,14.662,"LINESTRING (2.3514725 48.8268898, 2.3513607 48.8267804)",,,,,,,,,
21658442,4760803654,0,85735937,False,Rue Bobillot,tertiary,30,46.316,"LINESTRING (2.3520793 48.8274854, 2.3524293 48.8278324)",,,,,,,,,
21658442,6341462383,0,744515450,False,Rue Bobillot,tertiary,30,14.75,"LINESTRING (2.3520793 48.8274854, 2.3519658 48.8273758)",,,,,,,,,
21658442,6341466638,0,56123540,True,Place Paul Verlaine,living_street,20,7.498,"LINESTRING (2.3520793 48.8274854, 2.352006 48.8275325)",,,,,,,,,
21658443,6992443076,0,744515450,False,Rue Bobillot,tertiary,30,24.462,"LINESTRING (2.351773 48.8271858, 2.3515873 48.8270029)",,,,,,,,,
21658443,6341462383,0,744515450,False,Rue Bobillot,tertiary,30,25.408,"LINESTRING (2.351773 48.8271858, 2.3519658 48.8273758)",,,,,,,,,
21658445,3758224825,0,85735937,False,Rue Bobillot,tertiary,30,13.427,"LINESTRING (2.3526934 48.8280926, 2.3525915 48.8279922)",,,,,,,,,
21658877,3758225075,0,372269139,True,Rue Bobillot,tertiary,30,10.276,"LINESTRING (2.354319 48.8300562, 2.3543863 48.8301373)",3,,,,,,,,
21658878,3758224995,0,372269138,True,Rue Bobillot,tertiary,30,46.422,"LINESTRING (2.3545654 48.8303532, 2.3548746 48.8307177)",3,,,,,,,,
24911707,5536051697,0,83537401,True,Rue Damrémont,tertiary,30,7.905,"LINESTRING (2.3343112 48.8905574, 2.3343536 48.8906228)",,,,,,,,,
24911716,6368057214,0,696960651,True,Rue Marcadet,residential,,11.927,"LINESTRING (2.3335208 48.8918534, 2.333364 48.891883)",,,,,,,,,
24912995,6151864396,0,24663753,True,Rue du Couédic,residential,30,6.295,"LINESTRING (2.332901 48.8302089, 2.3329869 48.8302116)",,,,,,,,,
24912996,6758993734,0,23142152,False,,path,,3.928,"LINESTRING (2.3337937 48.8302394, 2.3338465 48.8302457)",,,,,,,,,
24912996,2521663543,0,169127631,True,Avenue René Coty,tertiary,30,40.84,"LINESTRING (2.3337937 48.8302394, 2.3339254 48.8298825)",,,,,,,,,
24913010,6178864538,0,4261998,True,Rue du Père Corentin,residential,30,12.58,"LINESTRING (2.3307382 48.8261281, 2.3308588 48.8262087)",,,,,,,,,
24913010,6178864540,0,635796658,True,Rue du Père Corentin,residential,30,7.363,"LINESTRING (2.3307382 48.8261281, 2.3306694 48.8260798)",,,,,,,,,
25001240,2587862364,0,173315999,True,Rue de Montreuil,unclassified,30,88.799,"LINESTRING (2.3919177 48.8503942, 2.390709 48.850466)",,,,,,,,,
25001562,1784416573,0,19725534,True,Rue de Montreuil,unclassified,30,40.745,"LINESTRING (2.3951794 48.8507624, 2.3946342 48.8506878)",,,,,,,,,
25002663,1784413026,0,5494311,True,Rue Dugommier,unclassified,30,2.935,"LINESTRING (2.3917669 48.8400216, 2.3918007 48.8400358)",,,,,,,,,
25008900,2587862366,0,670941682,True,Rue de Montreuil,unclassified,30,6.71,"LINESTRING (2.3865523 48.8504472, 2.3864606 48.850448)",,,,,,,,,
25033163,406713396,0,745016985,True,Rue Saint-Jacques,living_street,30,34.07,"LINESTRING (2.3423509 48.8449097, 2.342198 48.8446203)",1,,,,,,,,
25273423,3027464981,0,54054009,True,Rue de Montpensier,residential,30,26.657,"LINESTRING (2.3362593 48.8637913, 2.3363855 48.8640162)",,,,,,,,,
25554694,7559552839,0,4039366,True,Place du Châtelet,primary,50,3.423,"LINESTRING (2.3472935 48.8571857, 2.3473357 48.857199)",5,,,,,,,,
25574315,25574314,0,23171003,True,Rue de l'Aude,residential,30,15.34,"LINESTRING (2.3319192 48.8269371, 2.3321003 48.8268677)",,,,,,,,,
25625650,1977695277,0,742319539,True,Rue François-Ier,residential,30,17.383,"LINESTRING (2.3063219 48.8670159, 2.3061495 48.8671235)",,,,,,,,,
25625651,830630571,0,742319539,True,Rue François-Ier,residential,30,20.046,"LINESTRING (2.3059804 48.8672312, 2.3057838 48.8673568)",,,,,,,,,
25625653,2162802171,0,69325369,True,Rue François-Ier,residential,30,9.173,"LINESTRING (2.3047143 48.8680204, 2.3046235 48.8680773)",,,,,,,,,
25625927,2162802186,0,69325369,True,Rue François-Ier,residential,30,23.856,"LINESTRING (2.303111 48.869021, 2.302879 48.8691718)",,,,,,,,,
25625929,2162802189,0,69325369,True,Rue François-Ier,residential,30,9.796,"LINESTRING (2.3027694 48.8692431, 2.3026732 48.8693044)",,,,,,,,,
25625930,2162802184,0,69325369,True,Rue François-Ier,residential,30,6.245,"LINESTRING (2.3037039 48.8686556, 2.3036402 48.868693)",,,,,,,,,
25625939,25625960,0,69325369,True,Rue François-Ier,residential,30,78.874,"LINESTRING (2.302209 48.8696008, 2.3014258 48.8700884)",,,,,,,,,
25625960,6252069909,0,24930618,True,Rue François 1er,residential,30,5.314,"LINESTRING (2.3014258 48.8700884, 2.3013536 48.8700831)",,,,,,,,,
25934313,830668014,0,565522607,True,Avenue Franklin Delano Roosevelt,tertiary,,11.668,"LINESTRING (2.3101026 48.8696731, 2.3101066 48.8695682)",,,,,,,,,
26401696,2388255517,0,4574348,True,Rue de Sévigné,residential,30,8.808,"LINESTRING (2.3616693 48.8550871, 2.3617233 48.8551579)",,,,,,,,,
26401696,5528716485,0,171879421,True,Rue de Rivoli,cycleway,50,9.429,"LINESTRING (2.3616693 48.8550871, 2.3615432 48.8551046)",2,,,,,,,,
26401696,5760792405,0,607979640,False,Rue de Sévigné,cycleway,,3.786,"LINESTRING (2.3616693 48.8550871, 2.3616451 48.855057)",,,,,,,,,
26401696,5361166098,0,390298286,True,Rue de Rivoli,service,,9.37,"LINESTRING (2.3616693 48.8550871, 2.3615617 48.8551328)",,,,,,,,,
27180828,5548885857,0,4430609,True,Carrefour des Tribunes,unclassified,,32.488,"LINESTRING (2.2290868 48.8616454, 2.2295 48.8615383)",,,,,,,,,
27180835,7653135878,0,819539232,False,Carrefour des Tribunes,cycleway,,21.325,"LINESTRING (2.2300683 48.8614147, 2.2300945 48.8616057)",,,,,,,,,
27234851,27234859,0,748659381,False,Boulevard de Courcelles,primary,,16.135,"LINESTRING (2.3155495 48.8812167, 2.3153333 48.8811877)",4,,,,,,,,
27234859,6124985564,0,138276755,False,Boulevard de Courcelles,primary,50,9.934,"LINESTRING (2.3153333 48.8811877, 2.3152002 48.8811698)",4,,,,,,,,
27234859,27234851,0,748659381,False,Boulevard de Courcelles,primary,,16.135,"LINESTRING (2.3153333 48.8811877, 2.3155495 48.8812167)",4,,,,,,,,
27323225,5087798660,0,614904272,False,Rue de Courcelles,unclassified,,26.596,"LINESTRING (2.2954143 48.8868341, 2.2952212 48.8870368)",,,,,,,,,
27323500,2419022064,0,27638420,True,Place du Docteur Félix Lobligeois,residential,30,2.731,"LINESTRING (2.3183046 48.886374, 2.3182677 48.8863778)",,,,,,,,,
27323501,2419022069,0,27638420,True,Place du Docteur Félix Lobligeois,residential,30,2.981,"LINESTRING (2.318484 48.886413, 2.3184521 48.8863963)",,,,,,,,,
27323728,6121940144,0,819897361,True,Avenue de Saint-Ouen,primary,30,19.997,"LINESTRING (2.3255897 48.8874983, 2.3256459 48.8876743)",,,,,,,,,
27323728,6121938697,0,196820521,False,Avenue de Clichy,primary,50,13.781,"LINESTRING (2.3255897 48.8874983, 2.3256439 48.8873796)",3,,,,,,,,
32463560,5536051682,0,83647823,True,Rue Damrémont,tertiary,30,6.876,"LINESTRING (2.3327427 48.8879391, 2.3327769 48.8879967)",,,,,,,,,
32463561,5536051684,0,83647823,True,Rue Damrémont,tertiary,30,11.852,"LINESTRING (2.3330599 48.8884729, 2.3331233 48.888571)",,,,,,,,,
32560725,6898056659,0,68907549,True,Avenue Franklin Delano Roosevelt,tertiary,,6.227,"LINESTRING (2.3100895 48.8705292, 2.3100904 48.8704732)",,,,,,,,,
32560746,4943067529,0,17242996,True,Avenue Franklin Delano Roosevelt,tertiary,,11.852,"LINESTRING (2.3100236 48.8730914, 2.3100406 48.8729854)",,,,,,,,,
32561279,5495864107,0,68907549,True,Avenue Franklin Delano Roosevelt,tertiary,,8.81,"LINESTRING (2.3100745 48.872596, 2.3100814 48.8725169)",,,,,,,,,
32561341,6042220286,0,68907549,True,Avenue Franklin Delano Roosevelt,tertiary,,8.206,"LINESTRING (2.3100809 48.871388, 2.3100806 48.8713142)",,,,,,,,,
34816181,932339874,0,5096827,True,Avenue Georges Mandel,secondary,50,16.499,"LINESTRING (2.286485 48.8631099, 2.2862624 48.8631338)",,,,,,,,,
34816387,947213942,0,647514314,True,Avenue Henri Martin,secondary,50,32.735,"LINESTRING (2.2739247 48.8643868, 2.2734808 48.8643495)",,,,,,,,,
34816424,957634567,0,647514313,True,Avenue Henri Martin,secondary,50,9.659,"LINESTRING (2.2691588 48.8629558, 2.2692908 48.862958)",,,,,,,,,
34816425,34816426,0,647514313,True,Avenue Henri Martin,secondary,50,30.263,"LINESTRING (2.2698223 48.8630533, 2.2701986 48.8631664)",,,,,,,,,
34816426,957634077,0,647514313,True,Avenue Henri Martin,secondary,50,37.385,"LINESTRING (2.2701986 48.8631664, 2.2706317 48.8633449)",,,,,,,,,
34816427,1524863454,0,647514313,True,Avenue Henri Martin,secondary,50,30.73,"LINESTRING (2.2714761 48.8636938, 2.271851 48.8638185)",,,,,,,,,
34816431,947214002,0,494395983,True,Avenue Henri Martin,secondary,50,30.134,"LINESTRING (2.2739496 48.8642016, 2.2743608 48.864218)",,,,,,,,,
34816432,1524863492,0,494395983,True,Avenue Henri Martin,secondary,50,9.63,"LINESTRING (2.2749366 48.8642144, 2.2750681 48.8642102)",,,,,,,,,
34816433,1449497788,0,24666050,True,Avenue Georges Mandel,secondary,50,9.938,"LINESTRING (2.2773634 48.8639585, 2.2774969 48.8639419)",,,,,,,,,
34816434,1524863422,0,24666050,True,Avenue Georges Mandel,secondary,50,7.763,"LINESTRING (2.2815517 48.86349, 2.2816563 48.8634782)",,,,,,,,,
34816999,1449497798,0,647514314,True,Avenue Henri Martin,secondary,50,9.519,"LINESTRING (2.2775566 48.8641183, 2.2774283 48.8641326)",,,,,,,,,
34817257,257938597,0,647514314,True,Avenue Henri Martin,secondary,50,30.774,"LINESTRING (2.2750589 48.8643867, 2.2746389 48.8644027)",,,,,,,,,
34817757,1524863428,0,5096827,True,Avenue Georges Mandel,secondary,50,258.429,"LINESTRING (2.2852883 48.8632521, 2.2818054 48.8636415)",,,,,,,,,
34817771,1524863430,0,5096827,True,Avenue Georges Mandel,secondary,50,6.181,"LINESTRING (2.2816971 48.8636537, 2.2816139 48.8636634)",,,,,,,,,
34817839,1524863446,0,24666050,True,Avenue Georges Mandel,secondary,50,7.36,"LINESTRING (2.2787143 48.8638122, 2.2788128 48.8637987)",,,,,,,,,
34818040,5593943389,0,581638915,True,Avenue Henri Martin,secondary,50,17.183,"LINESTRING (2.2691375 48.8631118, 2.2689027 48.8631073)",2,,,,,,,,
34818041,5593943388,0,24666062,True,Avenue Henri Martin,secondary,50,11.226,"LINESTRING (2.2694071 48.8631483, 2.2692591 48.8631216)",,,,,,,,,
34818167,1524863435,0,24666050,True,Avenue Georges Mandel,secondary,50,5.354,"LINESTRING (2.2796146 48.8637062, 2.2796871 48.8636996)",,,,,,,,,
35514153,2493546486,0,32008107,True,Rue Jean-Pierre Timbaud,residential,30,7.212,"LINESTRING (2.3759095 48.867293, 2.3758179 48.867269)",,,,,,,,,
54781286,1871796085,0,729130045,True,Rue Marcadet,residential,,11.088,"LINESTRING (2.3484592 48.8904353, 2.3486102 48.8904446)",,,,,,,,,
57336029,1871796212,0,729130045,True,Rue Marcadet,residential,,60.829,"LINESTRING (2.3475022 48.8903348, 2.3483233 48.8904231)",,,,,,,,,
63164022,6915691432,0,58489997,True,Rue Didot,tertiary,50,63.271,"LINESTRING (2.3130444 48.8263443, 2.3136456 48.8267531)",,,,,,,,,
64621469,930283226,0,181918333,True,Rue Didot,tertiary,50,11.951,"LINESTRING (2.3160628 48.8283807, 2.3161767 48.8284577)",,,,,,,,,
64621533,930283192,0,181918333,True,Rue Didot,tertiary,50,21.393,"LINESTRING (2.3163735 48.8285906, 2.3165776 48.8287283)",,,,,,,,,
64621852,7103352700,0,181918333,True,Rue Didot,tertiary,50,7.892,"LINESTRING (2.3154935 48.8279964, 2.3155688 48.8280472)",,,,,,,,,
64622173,6915636884,0,58489997,True,Rue Didot,tertiary,50,7.613,"LINESTRING (2.3138134 48.8268672, 2.3138865 48.8269159)",,,,,,,,,
82409093,6178864542,0,23172694,True,Rue de la Tombe Issoire,residential,30,28.937,"LINESTRING (2.3318364 48.8262834, 2.3317261 48.8260335)",,,,,,,,,
82409093,5829089195,0,616558131,True,Rue de la Tombe Issoire,cycleway,,6.635,"LINESTRING (2.3318364 48.8262834, 2.3319162 48.8263117)",,,,,,,,,
88195532,7103352695,0,181918333,True,Rue Didot,tertiary,50,9.02,"LINESTRING (2.3166149 48.8287536, 2.3167009 48.8288117)",,,,,,,,,
88195901,2149899614,0,181918333,True,Rue Didot,tertiary,50,3.243,"LINESTRING (2.3156286 48.8280875, 2.3156595 48.8281084)",,,,,,,,,
94110200,760289280,0,4039805,True,Pont Eugène Varlin,unclassified,,14.061,"LINESTRING (2.3653881 48.8776836, 2.3655129 48.8775874)",,,,,,,,,
94121562,6210751797,0,261945574,True,Rue du Général Brunet,residential,,24.865,"LINESTRING (2.3903015 48.8801233, 2.390524 48.8802924)",,,,,,,,,
94143078,430693106,0,24037088,True,Rue du Château d'Eau,living_street,20,7.936,"LINESTRING (2.3544476 48.872856, 2.3545402 48.8728188)",,,,,,,,,
94151144,2250943363,0,49429434,True,Rue Jean-Pierre Timbaud,residential,30,9.727,"LINESTRING (2.373501 48.8666653, 2.3733767 48.8666342)",,,,,,,,,
94161165,2194257085,0,32445669,True,Rue des Petites-Écuries,residential,30,9.155,"LINESTRING (2.3526565 48.8733866, 2.3525453 48.8734244)",,,,,,,,,
94161167,94161168,0,32445669,True,Rue des Petites-Écuries,residential,30,19.582,"LINESTRING (2.3519402 48.8736176, 2.3516855 48.8736719)",,,,,,,,,
94161168,1271556344,0,32445669,True,Rue des Petites-Écuries,residential,30,80.893,"LINESTRING (2.3516855 48.8736719, 2.3505969 48.8738007)",,,,,,,,,
94173692,2323405584,0,542064424,True,Rue de la Chaussée d'Antin,secondary,30,6.61,"LINESTRING (2.3322934 48.8752609, 2.3323169 48.8752035)",,,,,,,,,
94199676,277534405,0,429684254,True,Rue des Récollets,residential,30,10.402,"LINESTRING (2.3594308 48.875227, 2.3595186 48.8751534)",,,,,,,,,
94199771,2400275562,0,10661846,True,Rue des Récollets,residential,30,20.252,"LINESTRING (2.3611237 48.8746037, 2.3613865 48.8745463)",,,,,,,,,
94225413,94225414,0,77483303,True,Rue Lepic,residential,30,5.541,"LINESTRING (2.3345108 48.8877041, 2.3345855 48.8877125)",,,,,,,,,
94225414,5297909605,0,77483303,True,Rue Lepic,residential,30,5.534,"LINESTRING (2.3345855 48.8877125, 2.3346611 48.8877101)",,,,,,,,,
94247453,94249286,0,62148080,False,Rue Marx Dormoy,primary,50,12.756,"LINESTRING (2.3593476 48.8848962, 2.3593445 48.8847815)",,,,,,,,,
94249286,94247453,0,62148080,False,Rue Marx Dormoy,primary,50,12.756,"LINESTRING (2.3593445 48.8847815, 2.3593476 48.8848962)",,,,,,,,,
94249286,6222542083,0,224883158,False,Rue Marx Dormoy,primary,50,17.342,"LINESTRING (2.3593445 48.8847815, 2.3593337 48.8846257)",,,,,,,,,
123256917,2194257029,0,25469131,True,Rue du Château d'Eau,residential,,7.309,"LINESTRING (2.3571452 48.8717748, 2.3570543 48.8718021)",,,,,,,,,
123497818,6812871430,0,15414570,True,Rue Alexandre Dumas,primary,,9.827,"LINESTRING (2.3959136 48.8543083, 2.3960382 48.8543413)",,,,,,,,,
123497818,687891894,0,62120168,True,Boulevard de Charonne,cycleway,,5.696,"LINESTRING (2.3959136 48.8543083, 2.3959048 48.8542574)",,,,,,,,,
128065399,4908482858,0,181918333,True,Rue Didot,tertiary,50,14.996,"LINESTRING (2.3152029 48.8278033, 2.3153483 48.8278983)",,,,,,,,,
141606902,5045078766,0,731735694,False,Avenue de la Porte de Châtillon,primary,50,8.569,"LINESTRING (2.318635 48.824282, 2.3185657 48.8242199)",,,,,,,,,
152976640,6912789764,0,110801688,True,Rue Didot,tertiary,50,5.659,"LINESTRING (2.3179875 48.8296807, 2.318042 48.8297168)",1,,yes,,,,,,
158587492,6915662457,0,181918333,True,Rue Didot,tertiary,50,5.921,"LINESTRING (2.3148219 48.8275428, 2.3148784 48.8275809)",,,,,,,,,
159658785,6432839265,0,55497688,False,Avenue Daumesnil,secondary,30,38.772,"LINESTRING (2.4040676 48.8364708, 2.4036139 48.8366508)",,,,,,,,,
159658785,6433955763,0,516982831,False,Avenue Daumesnil,secondary,30,125.432,"LINESTRING (2.4040676 48.8364708, 2.4055654 48.8359226)",,,,,,,,,
169314963,5918995994,0,626990034,True,Rue des Récollets,residential,30,10.504,"LINESTRING (2.3608203 48.8747071, 2.3609474 48.8746631)",,,,,,,,,
169322499,4751468223,0,542064424,True,Rue de la Chaussée d'Antin,secondary,30,18.198,"LINESTRING (2.332582 48.874598, 2.3326507 48.8744407)",,,,,,,,,
169326630,2698157929,0,17242996,True,Avenue Franklin Delano Roosevelt,tertiary,,13.104,"LINESTRING (2.3100572 48.8728282, 2.3100688 48.8727106)",,,,,,,,,
175044577,778289757,0,55129129,True,Rue Beaubourg,secondary,50,5.955,"LINESTRING (2.3556814 48.8652734, 2.355672 48.8652202)",,,,,,,,,
175077220,3865046315,0,242311749,True,Rue de Vaugirard,secondary,50,12.099,"LINESTRING (2.2898917 48.833712, 2.29001 48.833788)",,,,,,,,,
175078338,2449605680,0,242311749,True,Rue de Vaugirard,secondary,50,37.576,"LINESTRING (2.289441 48.8334051, 2.2898001 48.8336466)",,,,,,,,,
178878314,5536051694,0,24037733,True,Rue Damrémont,tertiary,30,11.777,"LINESTRING (2.3335621 48.8892951, 2.3336209 48.8893937)",,,,,,,,,
178881507,1387269071,0,365275216,True,Rue Jacques Kellner,residential,30,29.93,"LINESTRING (2.3246002 48.8969955, 2.324411 48.8972342)",,,,,,,,,
178882037,178881507,0,365275216,True,Rue Jacques Kellner,residential,30,44.122,"LINESTRING (2.3249047 48.8966529, 2.3246002 48.8969955)",,,,,,,,,
206155604,1784416568,0,50551782,True,Rue de Montreuil,unclassified,,16.743,"LINESTRING (2.3929316 48.8504647, 2.3927083 48.8504318)",,,,,,,,,
208906482,1025467933,0,263358706,True,Boulevard Murat,secondary,50,17.903,"LINESTRING (2.2582683 48.8374113, 2.2584969 48.837354)",2,,,,,,,,
209148460,2829387423,0,765636906,True,Rue Charles Hermite,residential,30,50.65,"LINESTRING (2.3666919 48.8997718, 2.3673845 48.8997856)",,,,,,,,,
209148461,6313797519,0,765636906,True,Rue Charles Hermite,residential,30,44.125,"LINESTRING (2.3643457 48.8987811, 2.3648575 48.8989915)",,,,,,,,,
209148461,6447918866,0,197645000,False,,cycleway,,12.516,"LINESTRING (2.3643457 48.8987811, 2.3642024 48.8987195)",,,,,,,,,
209148691,209148460,0,765636906,True,Rue Charles Hermite,residential,30,74.281,"LINESTRING (2.365844 48.8994036, 2.3666919 48.8997718)",,,,,,,,,
209157796,6253692274,0,582210723,True,Boulevard Bessières,primary,50,14.942,"LINESTRING (2.3242343 48.8974487, 2.3244387 48.8974479)",2,,,,,,,,
235086801,243352440,0,218735648,True,Rue de Crimée,residential,,21.129,"LINESTRING (2.3811884 48.8868119, 2.3813656 48.8866618)",,,,,,,,,
243352045,243352113,0,218735648,True,Rue de Crimée,residential,,56.794,"LINESTRING (2.3803109 48.8875649, 2.380783 48.8871593)",,,,,,,,,
243352113,235086801,0,218735648,True,Rue de Crimée,residential,,48.691,"LINESTRING (2.380783 48.8871593, 2.3811884 48.8868119)",,,,,,,,,
243352440,5083255395,0,336784988,True,Rue de Crimée,residential,,89.324,"LINESTRING (2.3813656 48.8866618, 2.3820987 48.8860192)",,,,,,,,,
244455593,2587862380,0,166031130,False,Boulevard Diderot,secondary,50,6.003,"LINESTRING (2.3870199 48.8473756, 2.3869392 48.8473659)",,,,,,,,,
244455593,5679638266,0,166031130,False,Boulevard Diderot,secondary,50,8.763,"LINESTRING (2.3870199 48.8473756, 2.3871377 48.8473898)",,,,,,,,,
245277325,4359343926,0,516982831,False,Avenue Daumesnil,secondary,30,30.474,"LINESTRING (2.4057058 48.8358721, 2.4060649 48.8357334)",,,,,,,,,
245277325,1440476485,0,516982831,False,Avenue Daumesnil,secondary,30,5.702,"LINESTRING (2.4057058 48.8358721, 2.4056372 48.8358964)",,,,,,,,,
245401812,2597463114,0,172857784,True,Rue Corvisart,residential,30,11.606,"LINESTRING (2.3469587 48.8327385, 2.3470066 48.832639)",,,,,,,,,
245924632,3375721570,0,299741410,False,Boulevard Arago,secondary,50,6.819,"LINESTRING (2.3495518 48.8360543, 2.3494683 48.8360271)",,,,,,,,,
246144547,2503987484,0,294799032,False,Boulevard Arago,secondary,30,12.208,"LINESTRING (2.3483187 48.8356578, 2.3481676 48.8356113)",,,,,,,,,
248578575,7040511562,0,29705165,False,Rue des Frères Flavien,tertiary,,22.828,"LINESTRING (2.4119691 48.8768057, 2.4118341 48.8769908)",,,,,,,,,
248578575,6360373568,0,24719927,False,Rue des Frères Flavien,cycleway,,17.539,"LINESTRING (2.4119691 48.8768057, 2.4121575 48.8767081)",,,,,,,,,
249581622,7103352703,0,181918333,True,Rue Didot,tertiary,50,7.598,"LINESTRING (2.3173183 48.8292285, 2.3173908 48.8292774)",,,,,,,,,
249662614,929178573,0,32082859,True,Rue de la Tombe Issoire,residential,30,26.014,"LINESTRING (2.3351811 48.8317885, 2.3353169 48.8320047)",,,,,,,,,
253057773,94225415,0,77483303,True,Rue Lepic,residential,30,40.411,"LINESTRING (2.3347681 48.8876912, 2.3352648 48.8875318)",,,,,,,,,
256586412,1776141196,0,32008107,True,Rue Jean-Pierre Timbaud,residential,30,24.196,"LINESTRING (2.3739412 48.8667802, 2.3736337 48.8667)",,,,,,,,,
256586525,256586412,0,32008107,True,Rue Jean-Pierre Timbaud,residential,30,46.803,"LINESTRING (2.3745361 48.8669352, 2.3739412 48.8667802)",,,,,,,,,
256588304,6314872177,0,32008107,True,Rue Jean-Pierre Timbaud,residential,30,4.455,"LINESTRING (2.3772759 48.867649, 2.3772193 48.8676342)",,,,,,,,,
257686887,683061165,0,530060026,True,Rue Fernand Widal,residential,30,6.166,"LINESTRING (2.3610142 48.8190724, 2.3609858 48.8190202)",,,,,,,,,
257712586,1784413090,0,752044044,False,Avenue de Saint-Mandé,tertiary,,9.827,"LINESTRING (2.3953815 48.8455474, 2.3955149 48.8455372)",,,,,,,,,
257938597,1524863499,0,647514314,True,Avenue Henri Martin,secondary,50,8.727,"LINESTRING (2.2746389 48.8644027, 2.2745196 48.864403)",,,,,,,,,
257938598,34816432,0,494395983,True,Avenue Henri Martin,secondary,50,13.283,"LINESTRING (2.2747553 48.8642212, 2.2749366 48.8642144)",,,,,,,,,
257940602,1524863474,0,5096827,True,Avenue Georges Mandel,secondary,50,25.106,"LINESTRING (2.279454 48.8639065, 2.2791155 48.8639438)",,,,,,,,,
