length,length_lcc,coverage,directness,directness_lcc,poi_coverage,components
3757.6887393216243,3735.930428737115,395.1934684044315,0.8239881814275776,0.8233518990559103,129,50
3731.324419608314,3706.8171893430053,395.1934684357028,0.8085379110998637,0.8136382696427834,129,61
3703.8164129501456,3677.6291100312264,395.1934684190156,0.8081138552989714,0.8003877025649165,129,71
3680.3451103950124,3637.0446895803416,395.1932358133384,0.7970590650381105,0.7997385199020105,129,88
3655.548938914625,3605.6381854083124,395.1932357245384,0.7888132797458277,0.7886658692260762,129,98
3634.129959070716,3573.1584071920934,395.19246922787653,0.7897495642961927,0.7854576356153175,129,112
3603.2355567638733,3507.3816765690362,395.14463889268444,0.7875026277003943,0.7866063058244472,129,127
3577.486617716973,3481.206432954294,392.74730338494675,0.7849229964918292,0.7794364036215541,129,152
3561.9190899209693,3463.3033576168864,392.5273587937877,0.7848095962765725,0.7782500989882171,129,158
3539.172495772972,3396.4903718238756,392.5267140289668,0.7669898026326605,0.7731785167502038,129,179
3516.30932759974,3366.7978889465235,392.5134651142134,0.7716945292535055,0.7668054919870653,129,195
3488.778549077705,3328.115400009463,392.1189807976614,0.7563089417441401,0.7617454743780715,128,217
3462.036954431645,3298.4567319347807,391.802120643523,0.7615471568311014,0.7636452109805754,128,232
3430.0361162767667,3243.5065718328565,388.93748257206386,0.7441342990418791,0.7652074435638209,127,260
3404.2689726350477,3202.367062992577,388.9272531798874,0.7595563796976574,0.7538644700152857,127,280
3382.254585093312,3163.691463606743,388.6812713686482,0.7426827434018622,0.7393914678046402,127,298
3359.6220866755257,3125.661027826046,388.44472267484844,0.7500193030751756,0.7453574052800336,127,316
3337.884921373,3094.6419875330434,388.34773109337874,0.7365338145252204,0.7204568250185566,127,327
3319.610515844182,3037.509346871733,388.058394621514,0.738409605159816,0.7256871092797005,127,349
3297.0433663876825,2994.7196121166116,388.0039574355503,0.7021087425187449,0.7077963969817059,127,367
3279.950952483403,2974.4120037234234,386.80593603842544,0.7034909352817765,0.7069790852986355,126,374
3266.4986152860124,2956.8868575258125,386.8034042554004,0.7013773631425402,0.6899435606386487,126,385
3245.7415869726865,2907.376453316253,386.41493233372904,0.6889431384394429,0.6821661880814579,126,404
3233.024381451108,2891.514558774756,386.3201878018353,0.6851608603678275,0.6900142292109211,126,426
3215.5507917261907,2872.2325533216604,386.3201877647343,0.678880987132964,0.6844090728769824,126,437
3196.6831971152906,2831.06685252065,386.3069665844577,0.6897854385815053,0.6762526554570155,126,452
3183.968413529943,2774.5416553464165,386.12522429473165,0.6847058561392401,0.6980349340229721,126,465
3161.606458589747,2687.060640372089,385.1993024012712,0.687880083435752,0.6944388066664365,126,485
3141.630519844381,2635.9231726896687,385.19069546932906,0.641285199281119,0.63885234685243,126,513
3128.67146967143,2590.034346891868,385.1735092682653,0.6511060717046995,0.6379803637884454,126,524
3112.548149691002,2534.5510042067813,385.13240948886215,0.6380500405371173,0.6479671725785604,126,545
3100.3795009358264,2504.0501054885185,384.5152098806641,0.6358865831157483,0.6485456293029686,125,551
3064.988787565577,2399.3967562877847,384.51305517204185,0.6518362917556149,0.6355101521869153,125,595
3052.059826786351,2371.0571455409413,384.48865017182254,0.6424800588766347,0.6413622124877558,125,607
3040.0137851933323,2320.4128671550015,384.4784532532355,0.6373716056242286,0.6572937806639845,125,620
3026.275866691702,2312.693162096588,382.9985850397272,0.652250978300968,0.6518449189778276,125,629
3006.463437453025,2257.542383987761,382.9971845037573,0.6497890838152269,0.6651744040796512,125,651
3006.463437453025,2257.542383987761,382.9971845037573,0.6574002777299448,0.6493602791897659,125,651
2996.8125202743213,2245.427479269041,381.90420670107136,0.6498321056207434,0.6481075151405332,125,661
2996.8125202743213,2245.427479269041,381.90420670107136,0.6375684228957647,0.6436639710679104,125,661
