directness,directness_lcc
0.8341604161487299,0.8243143527912724
0.8299506545530897,0.8282299439182664
0.8295402617015378,0.8324660625237286
0.829820397448986,0.8318091297396677
0.8393246362869373,0.832218365614771
0.8300256147120268,0.8314547393616086
0.8362317201177877,0.8343595029315182
0.8220461605547246,0.830025663246655
0.8332051960710423,0.8359315274967555
0.8344560628888743,0.8294838360644545
0.8330941330373662,0.8320709541926311
0.8299641872455268,0.8301990434667795
0.8287597796103903,0.836476812912606
0.8286240085667617,0.8341821094818609
0.8299007232859678,0.8224505554990115
0.835967061773371,0.8258498996559721
0.8266308625368464,0.8209021723014004
0.8309419811031244,0.831839138277501
0.8322360945308289,0.8261510955825261
0.8383175138760128,0.830586641716063
0.8272617280745899,0.8384079910350705
0.8347919903134011,0.8278905543307521
0.8233326909572742,0.827154394523408
0.8314815094481244,0.8242840763376236
0.8278894332623329,0.8338813257909308
0.8325150923548045,0.8323805740551644
0.8253850562578664,0.8312406346504675
0.8343014861670243,0.8306348248948329
0.8288338400438591,0.8335014296432073
0.825595050565857,0.8315898925481878
0.8249951375020693,0.8272758289285607
0.8314933442366894,0.8338232666706464
0.8247211428274085,0.8301572603760091
0.8286094145948087,0.8318498162273545
0.8324476855816981,0.8232675609142881
0.8313951374141653,0.8320266982952716
0.8339992688994566,0.8262621189209176
0.8372207877764223,0.8244623568855783
0.8299758620354815,0.8349496956381528
0.8298255652133548,0.8320024390706056
