network,length,length_lcc,coverage,directness,directness_lcc,poi_coverage,components,efficiency_global,efficiency_local
bikeable,3068.762686416587,2498.509753713748,370.0429737944725,0.6462860157953272,0.6545064109760649,169,412,0.45288799255323503,0.08257810618139465
biketrack,725.2802756265753,407.3467394461154,280.8779371593146,0.5519478695465772,0.5823675356163295,169,475,0.31848952476944864,0.08727511606690583
biketrackcarall,4471.616635606305,4439.03659040676,399.2503488574265,0.8336371145324467,0.833746862287236,169,93,0.8088819032837307,0.0857593119326725
carall,3784.1430983823466,3764.275921304551,395.19346835678647,0.8383156185305287,0.8273012392461789,169,53,0.7906896396569302,0.08704495201250662
