directness,directness_lcc
0.8298661710870923,0.8252246696173622
0.8331130789212262,0.8267455550819116
0.8267479677361854,0.8256388813563037
0.8297866397383292,0.8304621637870588
0.828651967627797,0.833210068443784
0.8296268743249021,0.8301934722625028
0.8270361061440237,0.8308765086078548
0.8267194536790455,0.830664251968309
0.8322014882590297,0.8306583287396849
0.823527670590727,0.8219193075074358
0.8379959483992903,0.8355685882200141
0.8373597392314635,0.8283242744417241
0.8368945062103914,0.829810655842639
0.8289760835211418,0.8335534285868276
0.8276731725826616,0.8299292982555889
0.8278874616970262,0.8342162571945172
0.8233182591905794,0.8296370210454251
0.8333495218427933,0.8290543588955863
0.8313597738464573,0.8354751272489415
0.8325057750174544,0.8372159383448292
0.8233772986671242,0.8302436321539838
0.8262002471956967,0.8304299636877731
0.8303613015674799,0.8275834972765472
0.8180069480429956,0.8322522408214199
0.8314482897721138,0.8326204065158819
0.8288364440956686,0.8301373569482599
0.8327545465674735,0.8354564548608192
0.8361491525496162,0.8297654328070178
0.83412822208152,0.8225145093122135
0.8277435873549639,0.832016526379661
0.8324591515840143,0.8348753988174288
0.8290917516598146,0.8223165065112166
0.8327893967838987,0.8229843683593012
0.8272397060342951,0.8277543216937991
0.8316478662654225,0.8222650985973314
0.8317608071934876,0.8255128547531854
0.8301079647796042,0.8343066800898544
0.8290137509125461,0.8282627499780015
0.8333444093422323,0.8211970484133483
0.8314130344314198,0.8336623591097173
