directness,directness_lcc
0.7166905874694192,0.7206194607873632
0.727093718854127,0.7203995682068647
0.719928947847939,0.7184732204819437
0.7182455103017021,0.7194488773262767
0.7228749103321123,0.7195008480828745
0.7252571649451195,0.7254081078293927
0.7208657503792645,0.7282651033253702
0.7223335779043492,0.7153705756451189
0.7177969581822794,0.7232004162730753
0.723865176973392,0.7236187690655617
0.7179483486502929,0.7095155937763735
0.7240494556011037,0.7168016243375963
0.7159751349731488,0.7197362379641195
0.7215191086904482,0.7182735656082813
0.723825516330311,0.7189557724362173
0.7212808182681784,0.7327721232373923
0.7288466575439543,0.7238074490243431
0.7218266187681643,0.7180147170594288
0.7266397412664084,0.7250132739514765
0.728999171656541,0.7235781561620859
0.7196496007570554,0.7165843211057535
0.7293211493950686,0.72018344627745
0.7229816347417016,0.7136464903852624
0.7262831305736906,0.7241928286786508
0.7227964346169159,0.7295581313597526
0.7220333785142227,0.7198819971360796
0.7191019456335591,0.7246920416962929
0.7212001171129212,0.7232463354602562
0.7204759430301748,0.7322009022484759
0.7212921399655137,0.7186500646179995
0.7188225997908803,0.7177021917702654
0.7299989696184827,0.7176232592106019
0.7152646198817924,0.724910742783411
0.720660873994749,0.7233189067596977
0.7200264698020099,0.7175756046760221
0.7240784742753466,0.723704313738102
0.7334439203655214,0.7264755588067113
0.7310852185102735,0.7308148610585472
0.7274292836819449,0.7260219084738564
0.7198214405678692,0.7302303717893747
