length,coverage,directness,poi_coverage,components,efficiency_global,efficiency_local
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
2.4665216304937045,2.5921654882848766,0.6892275718511897,2,1,0.6567578334243586,0
2.4665216304937045,2.5921654882848766,0.6892275718511914,2,1,0.6567578334243586,0
2.4665216304937045,2.5921654882848766,0.6892275718511915,2,1,0.6567578334243586,0
2.4665216304937045,2.5921654882848766,0.6892275718511937,2,1,0.6567578334243586,0
8.441481641824451,5.100463226514047,0.6238611614932176,3,1,0.7668311436712764,0.7927531778548556
8.441481641824451,5.100463226514047,0.6238611614932255,3,1,0.7668311436712764,0.7927531778548556
8.441481641824451,5.100463226514047,0.6238611614932226,3,1,0.7668311436712764,0.7927531778548556
8.441481641824451,5.100463226514047,0.623861161493219,3,1,0.7668311436712764,0.7927531778548556
8.441481641824451,5.100463226514047,0.6238611614932219,3,1,0.7668311436712764,0.7927531778548556
11.750011560318967,7.07263153814421,0.5383976475348423,4,1,0.6539694537921988,0.624067332314817
11.750011560318967,7.07263153814421,0.5383976475348503,4,1,0.6539694537921988,0.624067332314817
11.750011560318967,7.07263153814421,0.5383976475348495,4,1,0.6539694537921988,0.624067332314817
11.750011560318967,7.07263153814421,0.5383976475348388,4,1,0.6539694537921988,0.624067332314817
15.56727587010652,8.778494124735786,0.5976316244910684,5,1,0.6917277140590119,0.6502053692648376
15.56727587010652,8.778494124735786,0.5953654345595811,5,1,0.6917277140590119,0.6502053692648376
15.56727587010652,8.778494124735786,0.5983567748950629,5,1,0.6917277140590119,0.6502053692648376
15.56727587010652,8.778494124735786,0.5934154539521398,5,1,0.6917277140590119,0.6502053692648376
15.56727587010652,8.778494124735786,0.5960166640342197,5,1,0.6917277140590119,0.6502053692648376
23.495009704934237,11.493496344214295,0.6411137741178419,6,1,0.6999376876481546,0.7207791479821651
23.495009704934237,11.493496344214295,0.6376082222125474,6,1,0.6999376876481546,0.7207791479821651
23.495009704934237,11.493496344214295,0.631035328303366,6,1,0.6999376876481546,0.7207791479821651
23.495009704934237,11.493496344214295,0.6348346819162435,6,1,0.6999376876481546,0.7207791479821651
32.11594228623498,15.399320022994289,0.6395983502308642,7,1,0.7068226959332641,0.7222055928501845
32.11594228623498,15.399320022994289,0.6352078493127117,7,1,0.7068226959332641,0.7222055928501845
32.11594228623498,15.399320022994289,0.6466539441899299,7,1,0.7068226959332641,0.7222055928501845
32.11594228623498,15.399320022994289,0.639687071772326,7,1,0.7068226959332641,0.7222055928501845
32.11594228623498,15.399320022994289,0.6274173305546471,7,1,0.7068226959332641,0.7222055928501845
36.36755635683537,16.992139442196688,0.6490466931385634,8,1,0.6534094270866622,0.7085653393691212
36.36755635683537,16.992139442196688,0.6527602794510015,8,1,0.6534094270866622,0.7085653393691212
36.36755635683537,16.992139442196688,0.6444555125829314,8,1,0.6534094270866622,0.7085653393691212
36.36755635683537,16.992139442196688,0.6513202831605504,8,1,0.6534094270866622,0.7085653393691212
44.869405300406875,20.32491613168812,0.6801209795163419,9,1,0.6804611156440719,0.6854555281681776
44.869405300406875,20.32491613168812,0.6806297187704583,9,1,0.6804611156440719,0.6854555281681776
44.869405300406875,20.32491613168812,0.6748735703405079,9,1,0.6804611156440719,0.6854555281681776
44.869405300406875,20.32491613168812,0.67826395978482,9,1,0.6804611156440719,0.6854555281681776
50.974348760723515,21.996188776832184,0.6902928628814664,10,1,0.6545663119442161,0.6546866774883082
