length,coverage,directness,poi_coverage,components,efficiency_global,efficiency_local
363.7454929799928,39.525909486470155,0.7272099436086895,10,7,0,0
363.7454929799928,39.525909486470155,0.7208872030612405,10,7,0,0
363.7454929799928,39.525909486470155,0.7262517221919006,10,7,0,0
363.7454929799928,39.525909486470155,0.7234461271735207,10,7,0,0
361.2789713494993,39.52590948675298,0.7034480297453692,10,10,0,0
361.2789713494993,39.52590948675298,0.6930115120149928,10,10,0,0
361.2789713494993,39.52590948675298,0.6939851789534714,10,10,0,0
361.2789713494993,39.52590948675298,0.6999565237229269,10,10,0,0
355.3040113381688,39.525909486437726,0.6857385990634748,10,24,0,0
355.3040113381688,39.525909486437726,0.6819220008395556,10,24,0,0
355.3040113381688,39.525909486437726,0.6854018185068795,10,24,0,0
355.3040113381688,39.525909486437726,0.6691091998693255,10,24,0,0
355.3040113381688,39.525909486437726,0.67011634618249,10,24,0,0
351.99548141967404,39.525909486695674,0.4908266590525525,10,33,0,0
351.99548141967404,39.525909486695674,0.5053145444067515,10,33,0,0
351.99548141967404,39.525909486695674,0.489635483372669,10,33,0,0
351.99548141967404,39.525909486695674,0.5076640544893951,10,33,0,0
348.1782171098867,39.52590948764074,0.5535514489030425,10,42,0,0
348.1782171098867,39.52590948764074,0.5342686028820739,10,42,0,0
348.1782171098867,39.52590948764074,0.5393990140972921,10,42,0,0
348.1782171098867,39.52590948764074,0.555427941734755,10,42,0,0
348.1782171098867,39.52590948764074,0.5477236520276778,10,42,0,0
340.2504832750589,39.52590948579509,0.5181917090995244,10,64,0,0
340.2504832750589,39.52590948579509,0.5152981605878099,10,64,0,0
340.2504832750589,39.52590948579509,0.5280101948561224,10,64,0,0
340.2504832750589,39.52590948579509,0.5175099566785796,10,64,0,0
331.6295506937583,39.52590948721601,0.5460475918713421,10,89,0,0
331.6295506937583,39.52590948721601,0.544847290748407,10,89,0,0
331.6295506937583,39.52590948721601,0.5727923005250626,10,89,0,0
331.6295506937583,39.52590948721601,0.5636248959250437,10,89,0,0
331.6295506937583,39.52590948721601,0.5717670570349429,10,89,0,0
327.37793662315784,39.525909488908475,0.5295443539717628,10,95,0,0
327.37793662315784,39.525909488908475,0.5357461028009377,10,95,0,0
327.37793662315784,39.525909488908475,0.545735706203453,10,95,0,0
327.37793662315784,39.525909488908475,0.5400534697700142,10,95,0,0
318.8760876795864,39.278590053054,0.4972314810812986,10,111,0,0
318.8760876795864,39.278590053054,0.5440732744305262,10,111,0,0
318.8760876795864,39.278590053054,0.5176780184488872,10,111,0,0
318.8760876795864,39.278590053054,0.5237016950733915,10,111,0,0
312.7711442192699,39.27859005220507,0.5186457605389204,10,129,0,0
