directness,directness_lcc
0.8234039783431212,0.8229926050962085
0.8251125441454683,0.8201591241520987
0.8209696941034045,0.8256293235217899
0.8200850064067651,0.8215977582822684
0.810448505992694,0.8246227925387523
0.8217595928537789,0.819020401410638
0.8140896874788195,0.8134525059338532
0.8293793812474705,0.8203686542224378
0.8171775203576334,0.8306074439366776
0.820971377581323,0.8189572716093052
0.8161624103854466,0.8122639308233867
0.8220071311234064,0.822943041753236
0.8231432187424246,0.8128609962307933
0.8257996095357398,0.8132507024468355
0.8166166874818872,0.8235083287677449
0.8216600750942498,0.816421843403558
0.8178685130853669,0.8186362900126998
0.8168400911948284,0.8193117779239716
0.8196676269451205,0.8257983161479241
0.818619952637804,0.8195976586484683
0.8202744837507654,0.8189770900414367
0.8258520135374521,0.81897531349774
0.8147006569426978,0.8261951664922398
0.816230376787426,0.8157654150121919
0.8209133061700616,0.8244016060214465
0.815747917230682,0.8181858785041907
0.8174764366496092,0.8206375280203662
0.8218817223302927,0.8172686651651963
0.8235764121807242,0.8176208170119705
0.815689188942542,0.8234988291374237
0.8198423669481837,0.8191966496562462
0.8217805601631049,0.8214726382168859
0.8244735869790158,0.8107582479997976
0.8125369442322737,0.8177440695561246
0.8222763080692868,0.8117607603269181
0.8295959040415612,0.8168942936609505
0.8281802830856538,0.8231564890436717
0.823963043976923,0.8106557493702675
0.8251268627344538,0.8209769848401737
0.8212296787417687,0.8245084795393726
