directness,directness_lcc
0.819257386359074,0.8313925075514013
0.8228380725392962,0.8259022763162782
0.8107091508441929,0.817737822352916
0.8314042118378651,0.829358081600567
0.8275335511670483,0.8287061452951696
0.8142874052125103,0.8183413227795744
0.8224378151660733,0.823909099797261
0.8201155431861386,0.819068759271024
0.8180867632648192,0.8225730690305116
0.8197401883142663,0.8132425033217316
0.8206089337556751,0.8201696283995569
0.8155473782152429,0.820238686775188
0.82531202344208,0.8230740710917588
0.8308692112933708,0.8213249508721746
0.8180316481877896,0.8253359019106442
0.8230768131681844,0.8135563396312557
0.8280163259420984,0.8251479926355677
0.8161123101373523,0.8266276765673017
0.8095611410918404,0.81685896723964
0.8211748934926231,0.8241592172569491
0.8063966231776818,0.8237588518750432
0.8285904682304327,0.807256607947094
0.8164084881584553,0.8220618387042119
0.8225815828396494,0.8198960686863108
0.8181409180588209,0.8158601487490482
0.8203500198561565,0.8223299661413922
0.8231439114495285,0.8247836603754685
0.8263497219498311,0.8157266682350375
0.8270841608451844,0.8237657033260715
0.8149328316576618,0.8190816095146102
0.8263960042607308,0.8203851999782958
0.8198504353292494,0.8149439273478589
0.8203951059436625,0.8204021749724616
0.8197495121308338,0.8265438338654335
0.8237329821181831,0.8134432471724712
0.8228403481861509,0.8258403571102201
0.8180905153951631,0.817822995674118
0.8232429118835312,0.8188614388437049
0.8204985343311155,0.8165259029254085
0.8104602279139861,0.8259721125969225
