u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,ref,access,tunnel,bridge,junction,service
2416508602,2416508623,0,233270146,,Rue Jules Ferry,residential,,True,11.429,"LINESTRING (2.4166856 48.8610356, 2.416674 48.8609331)",,,,,,
2416508603,6784685873,0,233270146,,Rue Jules Ferry,residential,,True,23.012,"LINESTRING (2.4168944 48.8597016, 2.4169303 48.859496)",,,,,,
2416508605,2416508603,0,233270146,,Rue Jules Ferry,residential,,True,13.752,"LINESTRING (2.4169043 48.8598251, 2.4168944 48.8597016)",,,,,,
2416508610,2416508619,0,233270146,,Rue Jules Ferry,residential,,True,17.226,"LINESTRING (2.4167709 48.8604057, 2.4168315 48.860256)",,,,,,
2416508619,2416508605,0,233270146,,Rue Jules Ferry,residential,,True,48.209,"LINESTRING (2.4168315 48.860256, 2.4169043 48.8598251)",,,,,,
2416508623,2416508610,0,233270146,,Rue Jules Ferry,residential,,True,59.071,"LINESTRING (2.416674 48.8609331, 2.4167709 48.8604057)",,,,,,
2416508634,2416508636,0,233270146,,Rue Jules Ferry,residential,,True,9.757,"LINESTRING (2.4165425 48.8616107, 2.4165795 48.8615264)",,,,,,
2416508636,2416508602,0,233270146,,Rue Jules Ferry,residential,,True,55.124,"LINESTRING (2.4165795 48.8615264, 2.4166856 48.8610356)",,,,,,
2422606329,4230211939,0,35359757,2,Avenue Pablo Picasso,tertiary,50,False,60.458,"LINESTRING (2.2286912 48.8884501, 2.2291836 48.8888869)",,,,,,
2422606329,4230211851,0,35359757,2,Avenue Pablo Picasso,tertiary,50,False,2.076,"LINESTRING (2.2286912 48.8884501, 2.2286741 48.8884352)",,,,,,
2455234359,2268057898,0,241210783,,Avenue de France,tertiary,30,False,32.236,"LINESTRING (2.3756097 48.8318678, 2.3753784 48.8321145)",,,,,,
2455234359,5728444664,0,241210783,,Avenue de France,tertiary,30,False,42.458,"LINESTRING (2.3756097 48.8318678, 2.3759122 48.831542)",,,,,,
2469764171,6637622864,0,614215441,,Avenue Gallieni,secondary,50,False,2.66,"LINESTRING (2.3533656 48.8173916, 2.353367 48.8174155)",D 127,,,,,
2495649448,254437791,0,110390793,2,Avenue du Président Salvador Allende,primary,,True,84.103,"LINESTRING (2.44218 48.900896, 2.4431885 48.9012601)",D 40,,,,,
2496113388,24983651,0,4216831,,Carrefour de l'Odéon,tertiary,50,False,8.647,"LINESTRING (2.3387315 48.8523646, 2.3387161 48.8522875)",,,,,,
2496113388,2496157433,0,4216831,,Carrefour de l'Odéon,tertiary,50,False,3.103,"LINESTRING (2.3387315 48.8523646, 2.3387378 48.8523922)",,,,,,
2496157433,2496113388,0,4216831,,Carrefour de l'Odéon,tertiary,50,False,3.103,"LINESTRING (2.3387378 48.8523922, 2.3387315 48.8523646)",,,,,,
2496157433,5904976363,0,4216831,,Carrefour de l'Odéon,tertiary,50,False,3.109,"LINESTRING (2.3387378 48.8523922, 2.3387436 48.8524199)",,,,,,
2528308891,6501977355,0,45270412,,Rue Eugène Varlin,residential,,True,5.362,"LINESTRING (2.449932 48.8625955, 2.4498891 48.8625564)",,yes,,,,
2536543158,5754289296,0,284141586,,Avenue du Maréchal Foch,residential,30,False,12.356,"LINESTRING (2.4405398 48.8156324, 2.4403718 48.8156429)",,,,,,
2536550646,344505634,0,62230121,,Quai Fernand Saguet,residential,30,False,12.165,"LINESTRING (2.4257071 48.8157012, 2.4258713 48.8156845)",,,,,,
2536550646,848726334,0,62230121,,Quai Fernand Saguet,residential,30,False,44.899,"LINESTRING (2.4257071 48.8157012, 2.4250948 48.8157232)",,,,,,
2562903387,4414786841,0,25739766,,Rue Victor Hugo,secondary,,False,126.647,"LINESTRING (2.2560826 48.8934502, 2.2546774 48.8927841)",D 106,,,,,
2562903387,2562903390,0,249718753,,Rue Victor Hugo,secondary,,False,25.759,"LINESTRING (2.2560826 48.8934502, 2.256394 48.8935586)",D 106,,,,,
2562903390,2562903397,0,249718753,,Rue Victor Hugo,secondary,,False,16.638,"LINESTRING (2.256394 48.8935586, 2.2565712 48.8936525)",D 106,,,,,
2562903390,2562903387,0,249718753,,Rue Victor Hugo,secondary,,False,25.759,"LINESTRING (2.256394 48.8935586, 2.2560826 48.8934502)",D 106,,,,,
2562903396,2562903387,0,249718754,,Rue Victor Hugo,secondary,,True,29.035,"LINESTRING (2.2563598 48.8936372, 2.2560826 48.8934502)",D 106,,,,,
2562903397,2562903390,0,249718753,,Rue Victor Hugo,secondary,,False,16.638,"LINESTRING (2.2565712 48.8936525, 2.256394 48.8935586)",D 106,,,,,
2562903408,2562903396,0,249718754,,Rue Victor Hugo,secondary,,True,14.321,"LINESTRING (2.2565083 48.8937212, 2.2563598 48.8936372)",D 106,,,,,
2562903441,2562903445,0,249718759,,Rue de l'Hôtel de Ville,secondary,,True,13.249,"LINESTRING (2.2566536 48.8940098, 2.2566419 48.8941287)",D 106,,,,,
2562903445,582274670,0,249718759,,Rue de l'Hôtel de Ville,secondary,,True,9.703,"LINESTRING (2.2566419 48.8941287, 2.2566283 48.8942155)",D 106,,,,,
2562903452,130071568,0,45681886,2,Rue de l'Hôtel de Ville,secondary,,True,12.918,"LINESTRING (2.2566943 48.8948196, 2.2567039 48.8947036)",D 106,,,,,
2562903453,1358669852,0,45681887,2,Rue de l'Hôtel de Ville,secondary,,True,8.265,"LINESTRING (2.2567453 48.8949134, 2.2567387 48.8949876)",D 106,,,,,
2562903461,271434888,0,45681886,2,Rue de l'Hôtel de Ville,secondary,,True,7.723,"LINESTRING (2.2563498 48.8956168, 2.2563631 48.8955479)",D 106,,,,,
2562903462,1514321076,0,45681887,2,Rue de l'Hôtel de Ville,secondary,,True,8.391,"LINESTRING (2.2564655 48.8956392, 2.2564607 48.8957146)",D 106,,,,,
2573376017,3020202351,0,35359757,2,Avenue Pablo Picasso,tertiary,50,False,83.296,"LINESTRING (2.2292183 48.8889177, 2.2298785 48.8895282)",,,,,,
2573376017,4230211939,0,35359757,2,Avenue Pablo Picasso,tertiary,50,False,4.262,"LINESTRING (2.2292183 48.8889177, 2.2291836 48.8888869)",,,,,,
2573401464,536523641,0,305029860,,,tertiary,,True,6.827,"LINESTRING (2.229838 48.8896968, 2.2298742 48.8896402)",,,,,roundabout,
2574759531,6230645993,0,673559990,,Rue de Rennes,secondary,50,False,3.214,"LINESTRING (2.3242287 48.8442433, 2.3242064 48.8442184)",,,,,,
2574759531,2878370338,0,673559991,,Rue de Rennes,secondary,50,False,29.146,"LINESTRING (2.3242287 48.8442433, 2.3244457 48.8444631)",,,,,,
2578100872,76461981,0,203064005,,Rue de Meudon,residential,30,True,29.903,"LINESTRING (2.2495028 48.8201388, 2.2498418 48.8202888)",,,,,,
2589554876,6291071045,0,27701599,4,Rue Linois,tertiary,50,False,99.266,"LINESTRING (2.283 48.8484378, 2.2839543 48.8478033)",,,,,,
2589554876,160641767,0,27701599,4,Rue Linois,tertiary,50,False,12.193,"LINESTRING (2.283 48.8484378, 2.2828835 48.8485162)",,,,,,
2589554879,94268747,0,27701599,4,Rue Linois,tertiary,50,False,13.438,"LINESTRING (2.2840046 48.8477698, 2.2841359 48.8476853)",,,,,,
2589554879,6291071045,0,27701599,4,Rue Linois,tertiary,50,False,5.237,"LINESTRING (2.2840046 48.8477698, 2.2839543 48.8478033)",,,,,,
2607162923,231933280,0,40857216,,Rue du Capitaine Ferber,residential,30,False,20.273,"LINESTRING (2.2649985 48.8267921, 2.2648211 48.8269321)",,,,,,
2607162923,3884503957,0,40857216,,Rue du Capitaine Ferber,residential,30,False,103.884,"LINESTRING (2.2649985 48.8267921, 2.2658675 48.8260535)",,,,,,
2608557167,2608557170,0,188516266,,Rue d'Aguesseau,residential,30,True,3.822,"LINESTRING (2.2374713 48.8397819, 2.2374661 48.8398161)",,,,,,
2608557170,112402503,0,188516266,,Rue d'Aguesseau,residential,30,True,8.451,"LINESTRING (2.2374661 48.8398161, 2.2374504 48.8398914)",,,,,,
2622216436,4474852055,0,25844029,,Rue Jean-Jacques Rousseau,tertiary,30,True,2.734,"LINESTRING (2.2531946 48.8217067, 2.2531601 48.8216973)",,,,,,
2638039455,6102997556,0,37101590,2,Rue des Réservoirs,unclassified,30,False,8.038,"LINESTRING (2.4637461 48.8168106, 2.4636368 48.8168038)",,,,,,
2638039455,431464043,0,650606308,2,Rue des Réservoirs,unclassified,30,False,24.654,"LINESTRING (2.4637461 48.8168106, 2.4640803 48.8168377)",,,,yes,,
2642661560,203464057,0,305029860,,,tertiary,,True,1.959,"LINESTRING (2.2298296 48.8897315, 2.2298327 48.889714)",,,,,roundabout,
2675790668,442345942,0,171961407,1,Avenue Antoine Quinson,residential,30,True,28.599,"LINESTRING (2.4287402 48.8471812, 2.4291292 48.8472061)",,,,,,
2682405688,2682471286,0,41486595,4,Avenue d'Italie,primary,50,False,23.635,"LINESTRING (2.358772 48.8213675, 2.3588355 48.8211591)",,,,,,
2682405688,3781727617,0,41486595,4,Avenue d'Italie,primary,50,False,2.528,"LINESTRING (2.358772 48.8213675, 2.3587653 48.8213898)",,,,,,
2682405690,2399868617,0,41486595,4,Avenue d'Italie,primary,50,False,7.329,"LINESTRING (2.3587363 48.8214817, 2.3587569 48.8214172)",,,,,,
2682405690,3781727618,0,41486595,4,Avenue d'Italie,primary,50,False,5.385,"LINESTRING (2.3587363 48.8214817, 2.3587212 48.8215291)",,,,,,
2682405692,3781727618,0,41486595,4,Avenue d'Italie,primary,50,False,10.442,"LINESTRING (2.3586919 48.821621, 2.3587212 48.8215291)",,,,,,
2682405692,7178906542,0,41486595,4,Avenue d'Italie,primary,50,False,24.812,"LINESTRING (2.3586919 48.821621, 2.3586277 48.8218401)",,,,,,
2682446137,6291071046,0,41486595,4,Avenue d'Italie,primary,50,False,21.173,"LINESTRING (2.3589666 48.8207533, 2.3590234 48.8205666)",,,,,,
2682446137,7178779476,0,41486595,4,Avenue d'Italie,primary,50,False,1.012,"LINESTRING (2.3589666 48.8207533, 2.3589637 48.8207622)",,,,,,
2682471286,7178779476,0,41486595,4,Avenue d'Italie,primary,50,False,45.12,"LINESTRING (2.3588355 48.8211591, 2.3589637 48.8207622)",,,,,,
2682471286,2682405688,0,41486595,4,Avenue d'Italie,primary,50,False,23.635,"LINESTRING (2.3588355 48.8211591, 2.358772 48.8213675)",,,,,,
2689489616,89163134,0,86424728,2,Pont Mirabeau,secondary,50,False,9.175,"LINESTRING (2.2745283 48.8470976, 2.274423 48.8471424)",,,,,,
2689489616,1016342046,0,733068095,2,Pont Mirabeau,secondary,50,False,6.315,"LINESTRING (2.2745283 48.8470976, 2.2746009 48.8470669)",,,,yes,,
2700086433,5310584931,0,676116938,,Boulevard Malesherbes,secondary,50,False,2.922,"LINESTRING (2.3113843 48.8818086, 2.3113593 48.8818291)",,,,,,
2700086433,176943871,0,676116938,,Boulevard Malesherbes,secondary,50,False,89.033,"LINESTRING (2.3113843 48.8818086, 2.3121465 48.8811842)",,,,,,
2700086436,5163804578,0,676116938,,Boulevard Malesherbes,secondary,50,False,7.726,"LINESTRING (2.3111838 48.8819725, 2.3111175 48.8820266)",,,,,,
2700086436,27252239,0,676116938,,Boulevard Malesherbes,secondary,50,False,10.684,"LINESTRING (2.3111838 48.8819725, 2.3112755 48.8818977)",,,,,,
2700086447,1978198745,0,676116938,,Boulevard Malesherbes,secondary,50,False,37.899,"LINESTRING (2.3107271 48.8823504, 2.3103978 48.8826136)",,,,,,
2700086447,5163804578,0,676116938,,Boulevard Malesherbes,secondary,50,False,45.949,"LINESTRING (2.3107271 48.8823504, 2.3111175 48.8820266)",,,,,,
2700086455,1978198745,0,264313540,,Avenue de Villiers,secondary,50,False,39.838,"LINESTRING (2.3098794 48.8827238, 2.3103978 48.8826136)",,,,,,
2700086455,2700086461,0,264313540,,Avenue de Villiers,secondary,50,False,51.97,"LINESTRING (2.3098794 48.8827238, 2.3092028 48.8828669)",,,,,,
2700086461,2700086455,0,264313540,,Avenue de Villiers,secondary,50,False,51.97,"LINESTRING (2.3092028 48.8828669, 2.3098794 48.8827238)",,,,,,
2700086461,27234208,0,264313540,,Avenue de Villiers,secondary,50,False,11.657,"LINESTRING (2.3092028 48.8828669, 2.3090506 48.8828981)",,,,,,
2700086464,6058395408,0,519905875,,Boulevard Malesherbes,secondary,50,False,51.642,"LINESTRING (2.3100521 48.8828977, 2.3096108 48.8832603)",,,,,,
2700086464,1978198745,0,519905875,,Boulevard Malesherbes,secondary,50,False,40.459,"LINESTRING (2.3100521 48.8828977, 2.3103978 48.8826136)",,,,,,
2700086468,27234208,0,264313540,,Avenue de Villiers,secondary,50,False,14.064,"LINESTRING (2.3088686 48.882939, 2.3090506 48.8828981)",,,,,,
2700086468,27234203,0,264313540,,Avenue de Villiers,secondary,50,False,41.765,"LINESTRING (2.3088686 48.882939, 2.3083266 48.8830575)",,,,,,
2700086480,27234203,0,264313540,,Avenue de Villiers,secondary,50,False,70.863,"LINESTRING (2.3074062 48.883257, 2.3083266 48.8830575)",,,,,,
2700086480,27234213,0,264313540,,Avenue de Villiers,secondary,50,False,10.871,"LINESTRING (2.3074062 48.883257, 2.307265 48.8832876)",,,,,,
2700086484,27234213,0,164286214,,Avenue de Villiers,secondary,50,False,17.743,"LINESTRING (2.3070327 48.8833337, 2.307265 48.8832876)",,,,,,
2700086484,27234052,0,164286214,,Avenue de Villiers,secondary,50,False,77.662,"LINESTRING (2.3070327 48.8833337, 2.3060159 48.8835355)",,,,,,
2700086495,27234045,0,164286214,,Avenue de Villiers,secondary,50,False,2.345,"LINESTRING (2.3057707 48.8835885, 2.305801 48.8835816)",,,,,,
2700086495,2700086513,0,164286214,,Avenue de Villiers,secondary,50,False,63.115,"LINESTRING (2.3057707 48.8835885, 2.3049587 48.883781)",,,,,,
2700086513,2700086495,0,164286214,,Avenue de Villiers,secondary,50,False,63.115,"LINESTRING (2.3049587 48.883781, 2.3057707 48.8835885)",,,,,,
2700086513,27233905,0,164286214,,Avenue de Villiers,secondary,50,False,14.102,"LINESTRING (2.3049587 48.883781, 2.3047736 48.8838166)",,,,,,
2700086516,27233905,0,648289151,,Avenue de Villiers,secondary,50,False,21.027,"LINESTRING (2.3044995 48.8838738, 2.3047736 48.8838166)",,,,,,
2700086516,2700086543,0,648289151,,Avenue de Villiers,secondary,50,False,117.304,"LINESTRING (2.3044995 48.8838738, 2.3029759 48.8842041)",,,,,,
2700086543,2700086516,0,648289151,,Avenue de Villiers,secondary,50,False,117.304,"LINESTRING (2.3029759 48.8842041, 2.3044995 48.8838738)",,,,,,
2700086543,27233893,0,648289151,,Avenue de Villiers,secondary,50,False,23.801,"LINESTRING (2.3029759 48.8842041, 2.3026608 48.8842578)",,,,,,
2700086546,27233893,0,4447087,,Avenue de Villiers,secondary,50,False,24.019,"LINESTRING (2.3023382 48.8842985, 2.3026608 48.8842578)",,,,,,
2700086546,27234093,0,4447087,,Avenue de Villiers,secondary,50,False,81.168,"LINESTRING (2.3023382 48.8842985, 2.301248 48.884436)",,,,,,
2700086553,27234093,0,4447087,,Avenue de Villiers,secondary,50,False,20.007,"LINESTRING (2.3009792 48.8844696, 2.301248 48.884436)",,,,,,
2700086553,2190217321,0,4447087,,Avenue de Villiers,secondary,50,False,126.547,"LINESTRING (2.3009792 48.8844696, 2.299279 48.8846823)",,,,,,
2712549957,370316272,0,34684074,,Rue Royale,secondary,50,False,57.535,"LINESTRING (2.323358 48.8685073, 2.3236935 48.8689753)",,,,,,
2712549957,25273482,0,34684074,,Rue Royale,secondary,50,False,15.357,"LINESTRING (2.323358 48.8685073, 2.3232684 48.8683824)",,,,,,
2712549960,398795,0,34684074,,Rue Royale,secondary,50,False,12.096,"LINESTRING (2.3238242 48.8691575, 2.3238947 48.8692559)",,,,,,
2712549960,370316272,0,34684074,,Rue Royale,secondary,50,False,22.402,"LINESTRING (2.3238242 48.8691575, 2.3236935 48.8689753)",,,,,,
2712550005,2712550023,0,374057844,,Boulevard Malesherbes,secondary,50,False,56.153,"LINESTRING (2.3224924 48.8711569, 2.3221654 48.8716138)",,,,,,
2712550005,34909043,0,374057844,,Boulevard Malesherbes,secondary,50,False,27.258,"LINESTRING (2.3224924 48.8711569, 2.3226649 48.8709396)",,,,,,
2712550023,178763582,0,374057844,,Boulevard Malesherbes,secondary,50,False,12.7,"LINESTRING (2.3221654 48.8716138, 2.3220943 48.871718)",,,,,,
2712550023,2712550005,0,374057844,,Boulevard Malesherbes,secondary,50,False,56.153,"LINESTRING (2.3221654 48.8716138, 2.3224924 48.8711569)",,,,,,
2712550037,5879376452,0,84068305,,Boulevard Malesherbes,secondary,50,False,7.492,"LINESTRING (2.3217254 48.8722356, 2.32168 48.872296)",,,,,,
2712550037,34909027,0,84068305,,Boulevard Malesherbes,secondary,50,False,11.165,"LINESTRING (2.3217254 48.8722356, 2.3217869 48.8721437)",,,,,,
2712550059,29604243,0,84068305,,Boulevard Malesherbes,secondary,50,False,12.508,"LINESTRING (2.320899 48.8734042, 2.3208299 48.8735071)",,,,,,
2712550059,813457967,0,84068305,,Boulevard Malesherbes,secondary,50,False,9.72,"LINESTRING (2.320899 48.8734042, 2.3209536 48.8733245)",,,,,,
2721076780,268670084,0,156857316,,Rue Sigmund Freud,residential,,False,12.122,"LINESTRING (2.3980185 48.8857738, 2.3980154 48.8856648)",,,,,,
2721076780,2721076781,0,156857316,,Rue Sigmund Freud,residential,,False,7.808,"LINESTRING (2.3980185 48.8857738, 2.3980375 48.8858429)",,,,,,
2721076781,2721076780,0,156857316,,Rue Sigmund Freud,residential,,False,7.808,"LINESTRING (2.3980375 48.8858429, 2.3980185 48.8857738)",,,,,,
2721076781,7151311254,0,156857316,,Rue Sigmund Freud,residential,,False,6.469,"LINESTRING (2.3980375 48.8858429, 2.398062 48.8858988)",,,,,,
2721076837,320898414,0,23556785,,Rue des Sept Arpents,residential,30,False,12.577,"LINESTRING (2.3975392 48.8898242, 2.3974817 48.8899308)",,,,,,
2721076837,5005371966,0,655895853,,Rue des Sept Arpents,residential,30,False,1.177,"LINESTRING (2.3975392 48.8898242, 2.3975449 48.8898143)",,,,,,
2722937377,27234218,0,27619127,,Boulevard Malesherbes,secondary,50,False,10.202,"LINESTRING (2.3080602 48.8845281, 2.3079711 48.8845987)",,,,,,
2722937377,6123781054,0,27619127,,Boulevard Malesherbes,secondary,50,False,64.962,"LINESTRING (2.3080602 48.8845281, 2.3086214 48.8840752)",,,,,,
2722937413,5468979996,0,27619127,,Boulevard Malesherbes,secondary,50,False,13.101,"LINESTRING (2.3050833 48.8869659, 2.3049771 48.8870608)",,,,,,
2722937413,5537311494,0,27619127,,Boulevard Malesherbes,secondary,50,False,27.741,"LINESTRING (2.3050833 48.8869659, 2.3053192 48.8867705)",,,,,,
2725582696,5038816124,0,27255330,,Rue du Val d'Osne,unclassified,30,True,5.617,"LINESTRING (2.4229079 48.8240068, 2.4229177 48.8239567)",,,,,,
2725582701,5038816128,0,30782370,,Rue du Docteur Decorse,residential,30,True,5.696,"LINESTRING (2.4235073 48.8240757, 2.4235379 48.8240286)",,,,,,
2725582707,262993947,0,44741374,4,Rue de Paris,primary,30,False,101.419,"LINESTRING (2.4089187 48.8246014, 2.4099114 48.8239652)",D 6,,,,,
2725582707,264482308,0,44741374,4,Rue de Paris,primary,30,False,11.4,"LINESTRING (2.4089187 48.8246014, 2.4088083 48.8246737)",D 6,,,,,
2725582710,264482308,0,44741374,4,Rue de Paris,primary,30,False,7.771,"LINESTRING (2.4087313 48.8247218, 2.4088083 48.8246737)",D 6,,,,,
2725582710,270315135,0,44741374,4,Rue de Paris,primary,30,False,82.918,"LINESTRING (2.4087313 48.8247218, 2.4079205 48.8252425)",D 6,,,,,
2725582723,1544866132,0,44741374,4,Rue de Paris,primary,30,False,33.938,"LINESTRING (2.4070112 48.8258215, 2.4073401 48.8256064)",D 6,,,,,
2725582723,264482303,0,44741374,4,Rue de Paris,primary,30,False,10.53,"LINESTRING (2.4070112 48.8258215, 2.4069091 48.8258882)",D 6,,,,,
2725582726,264482303,0,345616169,4,Rue de Paris,primary,30,False,9.241,"LINESTRING (2.4068184 48.825946, 2.4069091 48.8258882)",D 6,,,,,
2725582726,4318448027,0,345616169,4,Rue de Paris,primary,30,False,44.762,"LINESTRING (2.4068184 48.825946, 2.4063901 48.8262333)",D 6,,,,,
2725582740,267260348,0,162280839,4,Rue de Paris,primary,30,False,37.52,"LINESTRING (2.40414 48.8276654, 2.4045084 48.8274308)",D 6,,,,,
2725582740,340401670,0,162280839,4,Rue de Paris,primary,30,False,12.154,"LINESTRING (2.40414 48.8276654, 2.404024 48.8277436)",D 6,,,,,
2725582748,340401670,0,162280839,4,Rue de Paris,primary,30,False,13.975,"LINESTRING (2.4038871 48.8278312, 2.404024 48.8277436)",D 6,,,,,
2725582748,2725582754,0,162280839,4,Rue de Paris,primary,30,False,122.917,"LINESTRING (2.4038871 48.8278312, 2.4026835 48.828602)",D 6,,,,,
2725582754,2725582748,0,162280839,4,Rue de Paris,primary,30,False,122.917,"LINESTRING (2.4026835 48.828602, 2.4038871 48.8278312)",D 6,,,,,
2725582754,265789188,0,162280839,4,Rue de Paris,primary,30,False,9.61,"LINESTRING (2.4026835 48.828602, 2.4025899 48.8286626)",D 6,,,,,
2725582755,265789188,0,162280839,4,Rue de Paris,primary,30,False,7.718,"LINESTRING (2.4025136 48.8287105, 2.4025899 48.8286626)",D 6,,,,,
2725582755,249742337,0,162280839,4,Rue de Paris,primary,30,False,104.471,"LINESTRING (2.4025136 48.8287105, 2.4014891 48.8293646)",D 6,,,,,
2802200436,6652848812,0,196929556,,Rue Séverine,residential,30,True,5.407,"LINESTRING (2.2794674 48.8294659, 2.2794126 48.8294985)",,,,,,
2825143883,5894405759,0,24677639,2,Boulevard Macdonald,primary,50,False,15.629,"LINESTRING (2.3881459 48.8976217, 2.3879322 48.897626)",,,,,,
2825143883,5894405757,0,333513250,2,Boulevard Macdonald,primary,50,False,10.601,"LINESTRING (2.3881459 48.8976217, 2.3882909 48.8976204)",,,,,,
2825143884,130053838,0,24677639,2,Boulevard Macdonald,primary,50,False,79.605,"LINESTRING (2.3867635 48.8976385, 2.3878524 48.8976295)",,,,,,
2825143884,5894405760,0,583999369,3,Boulevard Macdonald,primary,50,False,56.999,"LINESTRING (2.3867635 48.8976385, 2.3859842 48.8976214)",,,,,,
2829605653,331502795,0,110390793,2,Avenue du Président Salvador Allende,primary,,True,7.791,"LINESTRING (2.4451299 48.9019752, 2.4452074 48.9020233)",D 40,,,,,
2841312747,473053095,0,39490612,,Rue Pasteur,residential,30,True,5.792,"LINESTRING (2.4425286 48.8789682, 2.4424524 48.878954)",,,,,,
2841312748,2841312751,0,23651444,,Rue des Mares,residential,30,True,19.696,"LINESTRING (2.4423784 48.8789764, 2.4422259 48.8791224)",,,,,,
2841312751,473053646,0,23651444,,Rue des Mares,residential,30,True,21.542,"LINESTRING (2.4422259 48.8791224, 2.4420502 48.8792779)",,,,,,
2841312765,473052997,0,39490612,,Rue Pasteur,residential,30,True,44.141,"LINESTRING (2.4437919 48.8795738, 2.4433196 48.8793266)",,,,,,
2841476306,5917362865,0,44774301,3,Avenue Gambetta,secondary,,False,13.369,"LINESTRING (2.4156182 48.8691201, 2.4155156 48.8690206)",D 20b,,,,,
2841476306,2841627136,0,44774301,3,Avenue Gambetta,secondary,,False,54.005,"LINESTRING (2.4156182 48.8691201, 2.4160461 48.8695159)",D 20b,,,,,
2841627133,84791181,0,44774301,3,Avenue Gambetta,secondary,,False,7.939,"LINESTRING (2.4152943 48.868806, 2.4152334 48.8687469)",D 20b,,,,,
2841627133,5917362865,0,44774301,3,Avenue Gambetta,secondary,,False,28.834,"LINESTRING (2.4152943 48.868806, 2.4155156 48.8690206)",D 20b,,,,,
2841627136,2841476306,0,44774301,3,Avenue Gambetta,secondary,,False,54.005,"LINESTRING (2.4160461 48.8695159, 2.4156182 48.8691201)",D 20b,,,,,
2841627136,212620394,0,44774301,3,Avenue Gambetta,secondary,,False,13.785,"LINESTRING (2.4160461 48.8695159, 2.4161554 48.8696169)",D 20b,,,,,
2841627140,212620394,0,565913605,,Avenue Gambetta,secondary,,False,10.989,"LINESTRING (2.4162527 48.8696922, 2.4161554 48.8696169)",D 20b,,,,,
2841627140,288332338,0,565913605,,Avenue Gambetta,secondary,,False,31.547,"LINESTRING (2.4162527 48.8696922, 2.4164979 48.8699256)",D 20b,,,,,
2848899698,2848947868,0,109656514,,Rue Delizy,secondary,50,False,40.234,"LINESTRING (2.4097562 48.8956841, 2.4097412 48.8953224)",D 20,,,,,
2848899698,249904556,0,109656514,,Rue Delizy,secondary,50,False,15.046,"LINESTRING (2.4097562 48.8956841, 2.4097722 48.895819)",D 20,,,,,
2848947868,330836919,0,30041808,,Rue Delizy,secondary,50,False,38.622,"LINESTRING (2.4097412 48.8953224, 2.4097266 48.8949752)",D 20,,,yes,,
2848947868,2848899698,0,109656514,,Rue Delizy,secondary,50,False,40.234,"LINESTRING (2.4097412 48.8953224, 2.4097562 48.8956841)",D 20,,,,,
2849311507,248583562,0,30041809,,Rue Delizy,secondary,,False,77.997,"LINESTRING (2.4096537 48.8935711, 2.4096159 48.8928701)",D 20,,,,,
2849311507,248583561,0,30041809,,Rue Delizy,secondary,,False,11.62,"LINESTRING (2.4096537 48.8935711, 2.409655 48.8936756)",D 20,,,,,
2849311508,7158558824,0,30041809,,Rue Delizy,secondary,,False,4.039,"LINESTRING (2.4096595 48.8938421, 2.4096576 48.8938058)",D 20,,,,,
2849311508,249904553,0,30041809,,Rue Delizy,secondary,,False,68.056,"LINESTRING (2.4096595 48.8938421, 2.4096907 48.8944538)",D 20,,,,,
2849317221,7167846101,0,30041809,,Rue Delizy,secondary,,False,10.555,"LINESTRING (2.4096369 48.8927167, 2.4096742 48.892625)",D 20,,,,,
2849317221,2849317222,0,30041809,,Rue Delizy,secondary,,False,6.832,"LINESTRING (2.4096369 48.8927167, 2.4096168 48.8927767)",D 20,,,,,
2849317222,2849317221,0,30041809,,Rue Delizy,secondary,,False,6.832,"LINESTRING (2.4096168 48.8927767, 2.4096369 48.8927167)",D 20,,,,,
2849317222,248583562,0,30041809,,Rue Delizy,secondary,,False,10.386,"LINESTRING (2.4096168 48.8927767, 2.4096159 48.8928701)",D 20,,,,,
2876905480,6153413203,0,83279330,,Rue de Rennes,secondary,50,False,22.809,"LINESTRING (2.3247741 48.8448008, 2.3246071 48.8446276)",,,,,,
2876905480,6288229376,0,83279330,,Rue de Rennes,secondary,50,False,96.576,"LINESTRING (2.3247741 48.8448008, 2.3254882 48.8455312)",,,,,,
2877972880,5326882001,0,387178544,4,Rue Linois,tertiary,50,False,30.069,"LINESTRING (2.2821353 48.8490092, 2.2824262 48.8488182)",,,,,,
2877972880,6291069647,0,387178544,4,Rue Linois,tertiary,50,False,6.749,"LINESTRING (2.2821353 48.8490092, 2.2820696 48.8490518)",,,,,,
2878370338,2574759531,0,673559991,,Rue de Rennes,secondary,50,False,29.146,"LINESTRING (2.3244457 48.8444631, 2.3242287 48.8442433)",,,,,,
2878370338,25256261,0,673559991,,Rue de Rennes,secondary,50,False,12.478,"LINESTRING (2.3244457 48.8444631, 2.3245386 48.8445572)",,,,,,
2878370339,6153413204,0,673142311,,Rue de Rennes,secondary,50,False,17.35,"LINESTRING (2.3262677 48.8463308, 2.3261396 48.8461995)",,,,,,
2878370339,4624214409,0,673142311,,Rue de Rennes,secondary,50,False,51.557,"LINESTRING (2.3262677 48.8463308, 2.326649 48.8467207)",,,,,,
2882951561,1458850772,0,27255302,1,Rue des Épinettes,residential,30,True,6.178,"LINESTRING (2.4199217 48.8206521, 2.4198619 48.8206913)",,,,,,
