u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,ref,access,tunnel,bridge,junction,service
251490760,6543245175,0,123389297,,Avenue Lucien Descaves,tertiary,30,False,103.992,"LINESTRING (2.3326773 48.8181253, 2.3322578 48.8172318)",,,,,,
251517741,5101296823,0,41486595,4,Avenue d'Italie,primary,50,False,8.952,"LINESTRING (2.3590687 48.8204187, 2.359093 48.8203398)",,,,,,
251517741,168357320,0,41486595,4,Avenue d'Italie,primary,50,False,8.482,"LINESTRING (2.3590687 48.8204187, 2.359046 48.8204935)",,,,,,
252659093,6288229356,0,309765258,5,Avenue d'Italie,primary,50,False,23.789,"LINESTRING (2.3573914 48.8257932, 2.3573227 48.8260023)",,,,,,
252947693,4024604307,0,23361373,,Rue Nungesser,residential,30,True,11.421,"LINESTRING (2.4679356 48.8685312, 2.4677987 48.8685806)",,,,,,
252947695,3556998060,0,89572151,,Rue Coli,residential,30,True,16.318,"LINESTRING (2.4685793 48.8683785, 2.4683689 48.8684273)",,,,,,
252947696,4024604306,0,89572151,,Rue Coli,residential,30,True,24.929,"LINESTRING (2.4691858 48.8682941, 2.4688522 48.86834)",,,,,,
252947851,6504569293,0,23361373,,Rue Nungesser,residential,30,True,121.176,"LINESTRING (2.4680116 48.869581, 2.4683805 48.8706434)",,,,,,
252947853,6384652761,0,23361373,,Rue Nungesser,residential,30,True,29.973,"LINESTRING (2.467724 48.868655, 2.467806 48.8689191)",,,,,,
252948257,5496123439,0,752058258,1,Avenue du Président Wilson,residential,30,True,8.923,"LINESTRING (2.4404001 48.8585642, 2.4404239 48.8586429)",,,,,,
253037884,1503116403,0,23369517,,Rue Colmet Lépinay,residential,,True,125.326,"LINESTRING (2.4396723 48.8556249, 2.4413421 48.8553734)",,,,,,
253078293,1955252826,0,23373671,,Rue de Vincennes,residential,30,True,16.537,"LINESTRING (2.4346293 48.8515692, 2.4346664 48.8517159)",,,,,,
253082466,1086015013,0,559550104,1,Avenue du Président Wilson,residential,20,True,20.513,"LINESTRING (2.4407393 48.8596934, 2.4407759 48.8598763)",,,,,,
253086755,7030182124,0,288988174,,Boulevard Chanzy,secondary,50,False,168.793,"LINESTRING (2.4267397 48.8588583, 2.4245783 48.8593895)",D 37,,,,,
253086755,5909925812,0,288988174,,Boulevard Chanzy,secondary,50,False,24.408,"LINESTRING (2.4267397 48.8588583, 2.4270508 48.858779)",D 37,,,,,
253086756,5909925814,0,752067186,,Boulevard Chanzy,secondary,50,False,46.196,"LINESTRING (2.4242429 48.8594719, 2.4236528 48.8596198)",D 37,,,,,
253086756,7030182124,0,752067186,,Boulevard Chanzy,secondary,50,False,26.192,"LINESTRING (2.4242429 48.8594719, 2.4245783 48.8593895)",D 37,,,,,
253460755,558319538,0,498108386,2,Avenue Pierre Mendès France,tertiary,30,False,6.792,"LINESTRING (2.3677573 48.8416774, 2.3677333 48.8417364)",,,,,,
253460755,4895972288,0,498108386,2,Avenue Pierre Mendès France,tertiary,30,False,11.891,"LINESTRING (2.3677573 48.8416774, 2.3678301 48.8415818)",,,,,,
254291934,5442390736,0,23142364,,Avenue du Général Leclerc,tertiary,,False,4.659,"LINESTRING (2.4674173 48.8919769, 2.46746 48.8919458)",,,,,,
254292249,6987838700,0,23481352,,Rue Chanzy,residential,,True,4.98,"LINESTRING (2.4647901 48.89168, 2.4648479 48.8916563)",,,,,,
254292417,286358752,0,148107401,,Boulevard Michelet,tertiary,,True,4.454,"LINESTRING (2.4592658 48.8904997, 2.459298 48.8905337)",,,,,,
254292546,6482354937,0,148107401,,Boulevard Michelet,tertiary,,True,9.502,"LINESTRING (2.4580833 48.8893005, 2.458154 48.8893722)",,,,,,
254292547,1911336295,0,148107401,,Boulevard Michelet,tertiary,,True,9.432,"LINESTRING (2.4571248 48.8883498, 2.4571842 48.8884251)",,,,,,
254437790,2495649448,0,110390793,2,Avenue du Président Salvador Allende,primary,,True,8.389,"LINESTRING (2.4420781 48.9008613, 2.44218 48.900896)",D 40,,,,,
254437791,254437792,0,110390793,2,Avenue du Président Salvador Allende,primary,,True,61.872,"LINESTRING (2.4431885 48.9012601, 2.4439359 48.9015213)",D 40,,,,,
254437792,5879035383,0,110390793,2,Avenue du Président Salvador Allende,primary,,True,19.593,"LINESTRING (2.4439359 48.9015213, 2.4441707 48.9016063)",D 40,,,,,
254437793,5879035596,0,110390793,2,Avenue du Président Salvador Allende,primary,,True,7.214,"LINESTRING (2.4445667 48.9017476, 2.4446529 48.9017792)",D 40,,,,,
254437794,5879035595,0,110390793,2,Avenue du Président Salvador Allende,primary,,True,11.578,"LINESTRING (2.4447942 48.9018289, 2.4449309 48.9018815)",D 40,,,,,
254437795,2829605653,0,110390793,2,Avenue du Président Salvador Allende,primary,,True,7.033,"LINESTRING (2.4450569 48.901934, 2.4451299 48.9019752)",D 40,,,,,
254437796,5879035601,0,110390793,2,Avenue du Président Salvador Allende,primary,,True,6.562,"LINESTRING (2.4453144 48.9021, 2.4453689 48.9021469)",D 40,,,,,
254990045,417236133,0,4039431,2,Avenue de Madrid,tertiary,30,False,6.611,"LINESTRING (2.260043 48.8837536, 2.2600231 48.8836956)",,,,,,
254990045,4944459141,0,4039431,2,Avenue de Madrid,tertiary,30,False,57.644,"LINESTRING (2.260043 48.8837536, 2.2602677 48.8842505)",,,,,,
255153109,6500106897,0,45270412,,Rue Eugène Varlin,residential,,True,7.794,"LINESTRING (2.4484172 48.8612214, 2.4483552 48.8611644)",,yes,,,,
255162065,1911344415,0,635536011,,Boulevard Chanzy,secondary,,False,3.862,"LINESTRING (2.4356082 48.8581651, 2.4356377 48.8581363)",D 37,,,,,
255162065,1911344418,0,635536011,,Boulevard Chanzy,secondary,,False,3.783,"LINESTRING (2.4356082 48.8581651, 2.4355653 48.8581841)",D 37,,,,,
255162066,1911344398,0,635536011,,Boulevard Chanzy,secondary,,False,5.22,"LINESTRING (2.4356648 48.8580973, 2.4356783 48.8580512)",D 37,,,,,
255162066,1911344415,0,635536011,,Boulevard Chanzy,secondary,,False,4.768,"LINESTRING (2.4356648 48.8580973, 2.4356377 48.8581363)",D 37,,,,,
255687508,30684902,0,136098265,,Rue de l'Égalité,secondary,50,False,4.85,"LINESTRING (2.2662493 48.8195808, 2.2663136 48.8195913)",D 72,,,,,
255687508,4473193896,0,136098265,,Rue de l'Égalité,secondary,50,False,120.837,"LINESTRING (2.2662493 48.8195808, 2.2646457 48.8193237)",D 72,,,,,
256233688,476501520,0,39745510,,Rue de Benfleet,residential,,True,111.581,"LINESTRING (2.4404024 48.8779463, 2.4413358 48.8771525)",,,,,,
256234599,476281166,0,26146852,,Rue Saint-Germain,unclassified,,True,89.489,"LINESTRING (2.4307261 48.8806574, 2.4315988 48.8812216)",,,,,,
256235020,256234960,0,23651444,,Rue des Mares,residential,30,True,6.717,"LINESTRING (2.4412979 48.8797846, 2.4412136 48.8797606)",,,,,,
256235021,6266691902,0,23651444,,Rue des Mares,residential,30,True,3.753,"LINESTRING (2.4413829 48.8797731, 2.441336 48.8797868)",,,,,,
256235023,256235021,0,23651444,,Rue des Mares,residential,30,True,33.164,"LINESTRING (2.4416988 48.8795591, 2.4413829 48.8797731)",,,,,,
256236682,256236766,0,26400130,,Boulevard Roger Salengro,unclassified,,False,9.397,"LINESTRING (2.4486297 48.8795786, 2.4487405 48.8796214)",,,,,,
256236766,256236767,0,26400130,,Boulevard Roger Salengro,unclassified,,False,56.626,"LINESTRING (2.4487405 48.8796214, 2.4494292 48.8798542)",,,,,,
256236766,256236682,0,26400130,,Boulevard Roger Salengro,unclassified,,False,9.397,"LINESTRING (2.4487405 48.8796214, 2.4486297 48.8795786)",,,,,,
256236767,289216834,0,26400130,,Boulevard Roger Salengro,unclassified,,False,11.963,"LINESTRING (2.4494292 48.8798542, 2.449563 48.8799161)",,,,,,
256236767,256236766,0,26400130,,Boulevard Roger Salengro,unclassified,,False,56.626,"LINESTRING (2.4494292 48.8798542, 2.4487405 48.8796214)",,,,,,
256236777,256236963,0,420794579,,Boulevard Roger Salengro,unclassified,,False,17.312,"LINESTRING (2.4519402 48.8812288, 2.4521519 48.8812985)",,,,,,
256236777,288536077,0,420794579,,Boulevard Roger Salengro,unclassified,,False,12.466,"LINESTRING (2.4519402 48.8812288, 2.451792 48.8811734)",,,,,,
256236963,256236777,0,420794579,,Boulevard Roger Salengro,unclassified,,False,17.312,"LINESTRING (2.4521519 48.8812985, 2.4519402 48.8812288)",,,,,,
257742127,257742128,0,23787456,,Rue Vaudétard,secondary,,True,18.447,"LINESTRING (2.2787279 48.8256037, 2.2789729 48.8255649)",,,,,,
257742128,2076233885,0,23787456,,Rue Vaudétard,secondary,,True,17.106,"LINESTRING (2.2789729 48.8255649, 2.2792063 48.8255723)",,,,,,
259473471,5456919281,0,23942997,,Rue Paul Éluard,residential,30,True,4.765,"LINESTRING (2.4092573 48.8201569, 2.4093151 48.8201372)",,,,,,
259528956,2109872065,0,23942997,,Rue Paul Éluard,residential,30,True,7.482,"LINESTRING (2.4101714 48.8198489, 2.4102617 48.8198174)",,,,,,
260568406,6230645993,0,673559990,,Rue de Rennes,secondary,50,False,5.892,"LINESTRING (2.3241659 48.8441726, 2.3242064 48.8442184)",,,,,,
262219783,2109872074,0,23942997,,Rue Paul Éluard,residential,30,True,4.284,"LINESTRING (2.4081681 48.8203695, 2.4082266 48.8203703)",,,,,,
262409885,3014217640,0,559550104,1,Avenue du Président Wilson,residential,20,True,28.068,"LINESTRING (2.4408546 48.8601388, 2.4409202 48.8603875)",,,,,,
262993947,2343441051,0,44741374,4,Rue de Paris,primary,30,False,11.118,"LINESTRING (2.4099114 48.8239652, 2.4100191 48.8238947)",D 6,,,,,
262993947,2725582707,0,44741374,4,Rue de Paris,primary,30,False,101.419,"LINESTRING (2.4099114 48.8239652, 2.4089187 48.8246014)",D 6,,,,,
264064137,49778475,0,24341855,1,Rue Étienne Marcel,residential,30,True,259.415,"LINESTRING (2.4316629 48.8583469, 2.4282657 48.8576783)",,,,,,
264482303,2725582723,0,44741374,4,Rue de Paris,primary,30,False,10.53,"LINESTRING (2.4069091 48.8258882, 2.4070112 48.8258215)",D 6,,,,,
264482303,2725582726,0,345616169,4,Rue de Paris,primary,30,False,9.241,"LINESTRING (2.4069091 48.8258882, 2.4068184 48.825946)",D 6,,,,,
264482308,2725582707,0,44741374,4,Rue de Paris,primary,30,False,11.4,"LINESTRING (2.4088083 48.8246737, 2.4089187 48.8246014)",D 6,,,,,
264482308,2725582710,0,44741374,4,Rue de Paris,primary,30,False,7.771,"LINESTRING (2.4088083 48.8246737, 2.4087313 48.8247218)",D 6,,,,,
264771373,458374327,0,43328673,4,Rue de Paris,primary,30,False,26.299,"LINESTRING (2.4126052 48.8222299, 2.4128636 48.8220656)",D 6,,,,,
264771373,2343441024,0,44741374,4,Rue de Paris,primary,30,False,23.33,"LINESTRING (2.4126052 48.8222299, 2.4123756 48.8223754)",D 6,,,,,
264774655,1507151620,0,43328674,4,Rue de Paris,primary,30,False,9.273,"LINESTRING (2.4138833 48.8214002, 2.4137966 48.821461)",D 6,,,,,
265532666,1507148646,0,24455330,,Rue du Parc,residential,30,True,2.117,"LINESTRING (2.4171424 48.8214512, 2.417137 48.8214699)",,,,,,
265786882,1458850792,0,24455330,,Rue du Parc,residential,30,True,16.815,"LINESTRING (2.4171979 48.8216954, 2.4173555 48.8218054)",,,,,,
265786884,6832635439,0,24455330,,Rue du Parc,residential,30,True,11.09,"LINESTRING (2.4179676 48.8220561, 2.4180991 48.8221056)",,,,,,
265786886,1226726053,0,24455330,,Rue du Parc,residential,30,True,66.193,"LINESTRING (2.4188399 48.8223567, 2.4197279 48.8224687)",,,,,,
265789188,2725582754,0,162280839,4,Rue de Paris,primary,30,False,9.61,"LINESTRING (2.4025899 48.8286626, 2.4026835 48.828602)",D 6,,,,,
265789188,2725582755,0,162280839,4,Rue de Paris,primary,30,False,7.718,"LINESTRING (2.4025899 48.8286626, 2.4025136 48.8287105)",D 6,,,,,
267104802,247277420,0,137000080,2,Avenue Joffre,secondary,30,False,32.447,"LINESTRING (2.4176257 48.8471286, 2.4176142 48.8468369)",D 158,,,,,
267104802,5584723176,0,137000080,2,Avenue Joffre,secondary,30,False,7.229,"LINESTRING (2.4176257 48.8471286, 2.4176277 48.8471936)",D 158,,,,,
267260348,2725582740,0,162280839,4,Rue de Paris,primary,30,False,37.52,"LINESTRING (2.4045084 48.8274308, 2.40414 48.8276654)",D 6,,,,,
267260348,5202977207,0,537250704,4,Rue de Paris,primary,30,False,77.782,"LINESTRING (2.4045084 48.8274308, 2.4052664 48.8269406)",D 6,,,,,
267380273,305964759,0,24595974,,Rue Marcel Bourdarias,residential,,True,93.525,"LINESTRING (2.3504779 48.9020215, 2.3491986 48.9020059)",,,,,,
268207457,2932541321,0,30410514,,Rue de Patay,tertiary,50,False,12.308,"LINESTRING (2.3768109 48.8241572, 2.3766867 48.8242318)",,,,,,
268227638,5584723175,0,137000080,2,Avenue Joffre,secondary,30,False,6.684,"LINESTRING (2.4176398 48.8476063, 2.417638 48.8475462)",D 158,,,,,
268227638,1502899159,0,137000080,2,Avenue Joffre,secondary,30,False,36.699,"LINESTRING (2.4176398 48.8476063, 2.4176543 48.8479362)",D 158,,,,,
268398946,4837587636,0,102154914,3,Boulevard de la République,primary,50,True,33.76,"LINESTRING (2.2572359 48.8310586, 2.2576743 48.8309643)",D 50,,,,,
268398947,268398940,0,102154914,3,Boulevard de la République,primary,50,True,12.167,"LINESTRING (2.2579089 48.8309131, 2.2580549 48.8308608)",D 50,,,,,
268467688,4813903020,0,41486595,4,Avenue d'Italie,primary,50,False,19.214,"LINESTRING (2.3592648 48.8197702, 2.3593173 48.8196009)",,,,,,
268467688,4500491423,0,41486595,4,Avenue d'Italie,primary,50,False,36.733,"LINESTRING (2.3592648 48.8197702, 2.3591716 48.8200948)",,,,,,
268670084,5583956875,0,156857316,,Rue Sigmund Freud,residential,,False,18.562,"LINESTRING (2.3980154 48.8856648, 2.3980913 48.8855055)",,,,,,
268670084,2721076780,0,156857316,,Rue Sigmund Freud,residential,,False,12.122,"LINESTRING (2.3980154 48.8856648, 2.3980185 48.8857738)",,,,,,
268670086,320905106,0,156857316,,Rue Sigmund Freud,residential,,False,72.482,"LINESTRING (2.3989964 48.8845235, 2.3996267 48.8840204)",,,,,,
268670086,320907529,0,156857316,,Rue Sigmund Freud,residential,,False,22.881,"LINESTRING (2.3989964 48.8845235, 2.398808 48.8846878)",,,,,,
268670087,5512456664,0,156857316,,Rue Sigmund Freud,residential,,False,78.467,"LINESTRING (2.401501 48.8825107, 2.4023551 48.8820835)",,,,,,
268670087,671476236,0,156857316,,Rue Sigmund Freud,residential,,False,187.659,"LINESTRING (2.401501 48.8825107, 2.3998772 48.8838176)",,,,,,
269000012,1675166692,0,556356924,,Quai des Carrières,residential,30,True,5.459,"LINESTRING (2.4142192 48.8180997, 2.4141666 48.8181345)",,,,,,
270315135,2725582710,0,44741374,4,Rue de Paris,primary,30,False,82.918,"LINESTRING (2.4079205 48.8252425, 2.4087313 48.8247218)",D 6,,,,,
270315135,1544866120,0,44741374,4,Rue de Paris,primary,30,False,16.528,"LINESTRING (2.4079205 48.8252425, 2.4077595 48.8253467)",D 6,,,,,
271434888,1514321068,0,45681886,2,Rue de l'Hôtel de Ville,secondary,,True,9.399,"LINESTRING (2.2563631 48.8955479, 2.2563955 48.8954661)",D 106,,,,,
271454531,947307575,0,4039431,2,Avenue de Madrid,tertiary,30,False,5.918,"LINESTRING (2.2589983 48.8815249, 2.2589757 48.8814738)",,,,,,
271454531,5420374509,0,4039431,2,Avenue de Madrid,tertiary,30,False,75.941,"LINESTRING (2.2589983 48.8815249, 2.2593069 48.882177)",,,,,,
272629468,278188744,0,102905807,,Rue de Bezons,secondary,,True,13.023,"LINESTRING (2.2500784 48.8951067, 2.2499466 48.8951855)",D 6,,,,,
272629470,1188299400,0,284963850,,Rue Baudin,secondary,50,True,33.963,"LINESTRING (2.2507472 48.8956686, 2.2510884 48.8958759)",D 9,,,,,
272629471,272629472,0,284963850,,Rue Baudin,secondary,50,True,16.177,"LINESTRING (2.2513084 48.8959872, 2.2514852 48.8960747)",D 9,,,,,
272629472,272629473,0,284963850,,Rue Baudin,secondary,50,True,36.51,"LINESTRING (2.2514852 48.8960747, 2.251891 48.8962661)",D 9,,,,,
272629473,1188300008,0,284963850,,Rue Baudin,secondary,50,True,12.059,"LINESTRING (2.251891 48.8962661, 2.252028 48.8963265)",D 9,,,,,
272629475,5077855632,0,284963850,,Rue Baudin,secondary,50,True,5.254,"LINESTRING (2.252301 48.8964368, 2.2523659 48.8964571)",D 9,,,,,
272629476,1188299519,0,35031085,,Rue de l'Alma,secondary,50,True,59.235,"LINESTRING (2.2530325 48.8966022, 2.2538363 48.8966696)",,,,,,
272629562,5077855631,0,25525887,,Rue Baudin,secondary,50,True,14.768,"LINESTRING (2.2525259 48.8965518, 2.2523382 48.8965027)",D 9,,,,,
272629563,1188299427,0,25525887,,Rue Baudin,secondary,50,True,21.685,"LINESTRING (2.2522381 48.8964716, 2.2519892 48.8963655)",D 9,,,,,
272629568,272629571,0,25525887,,Rue Baudin,secondary,50,True,33.427,"LINESTRING (2.251529 48.8961553, 2.2511572 48.8959803)",D 9,,,,,
272629571,272629574,0,25525887,,Rue Baudin,secondary,50,True,32.69,"LINESTRING (2.2511572 48.8959803, 2.2508208 48.8957866)",D 9,,,,,
272629574,2886671385,0,25525887,,Rue Baudin,secondary,50,True,42.54,"LINESTRING (2.2508208 48.8957866, 2.2504264 48.8955053)",D 9,,,,,
276683738,250730199,0,25385516,,Rue Rochebrune,residential,,True,124.795,"LINESTRING (2.452813 48.8660793, 2.4544235 48.8657089)",,,,,,
277518683,6125027310,0,37775878,,Boulevard Malesherbes,secondary,50,False,20.469,"LINESTRING (2.3125429 48.8808474, 2.3127188 48.8807042)",,,,,,
277518683,176943871,0,676116938,,Boulevard Malesherbes,secondary,50,False,47.358,"LINESTRING (2.3125429 48.8808474, 2.3121465 48.8811842)",,,,,,
277576907,5110242505,0,4006556,4,Boulevard Suchet,primary,50,False,17.235,"LINESTRING (2.2647696 48.8575199, 2.2648575 48.8576637)",,,,,,
277614014,2282801719,0,24614988,,,residential,,False,3.226,"LINESTRING (2.3890644 48.897392, 2.3890633 48.897421)",,,,,,
278185798,582260969,0,35031084,,Rue de l'Alma,secondary,,True,16.237,"LINESTRING (2.2554359 48.8968542, 2.2552168 48.8968302)",,,,,,
279265154,7011053524,0,457696403,3,Rue Rouget de Lisle,primary,50,True,4.587,"LINESTRING (2.2608072 48.8297031, 2.2608638 48.8296854)",D 50,,,,,
280142690,5667610792,0,25694383,1,Rue Michelet,residential,30,True,115.206,"LINESTRING (2.4283177 48.8531171, 2.4298714 48.8529489)",,,,,,
280142697,247275614,0,259893041,,Rue Gambetta,residential,,True,58.675,"LINESTRING (2.4300323 48.8533161, 2.4301506 48.853838)",,,,,,
280949091,3802254111,0,99192303,,Rue Pierre Valette,residential,30,False,7.837,"LINESTRING (2.3019161 48.8167402, 2.3019923 48.8166907)",,destination,,,,
280949093,6286105086,0,99192303,,Rue Pierre Valette,residential,30,False,48.625,"LINESTRING (2.3026564 48.8164332, 2.3031458 48.8161376)",,destination,,,,
280949093,6286105087,0,99192303,,Rue Pierre Valette,residential,30,False,17.092,"LINESTRING (2.3026564 48.8164332, 2.302431 48.8164732)",,destination,,,,
280950238,2925986487,0,99192311,,Rue Paul Bert,tertiary,30,False,24.383,"LINESTRING (2.2975253 48.8189755, 2.2977349 48.8191459)",,,,,,
282954330,247274283,0,22949826,,Rue de Vincennes,residential,,True,71.822,"LINESTRING (2.4359813 48.8547367, 2.4363815 48.8553265)",,,,,,
286337804,248577291,0,26146852,,Rue Saint-Germain,unclassified,,True,51.203,"LINESTRING (2.4320603 48.8815407, 2.4324029 48.8819423)",,,,,,
286358752,5422391242,0,148107401,,Boulevard Michelet,tertiary,,True,10.426,"LINESTRING (2.459298 48.8905337, 2.4593534 48.8906201)",,,,,,
286359011,254292417,0,148107401,,Boulevard Michelet,tertiary,,True,8.715,"LINESTRING (2.4592008 48.890434, 2.4592658 48.8904997)",,,,,,
288332338,2841627140,0,565913605,,Avenue Gambetta,secondary,,False,31.547,"LINESTRING (2.4164979 48.8699256, 2.4162527 48.8696922)",D 20b,,,,,
288332338,5919049816,0,565913605,,Avenue Gambetta,secondary,,False,53.243,"LINESTRING (2.4164979 48.8699256, 2.4169118 48.8703195)",D 20b,,,,,
288335165,7040363183,0,10231244,,Avenue Gambetta,secondary,,False,270.606,"LINESTRING (2.419906 48.8731586, 2.4220128 48.8751592)",D 20b,,,,,
288335165,212620391,0,515469465,,Avenue Gambetta,secondary,,False,133.286,"LINESTRING (2.419906 48.8731586, 2.4188752 48.8721701)",D 20b,,,,,
288536077,288536126,0,26336103,,Boulevard Roger Salengro,unclassified,,True,3.899,"LINESTRING (2.451792 48.8811734, 2.4517469 48.8811921)",,,,,,
288536077,256236777,0,420794579,,Boulevard Roger Salengro,unclassified,,False,12.466,"LINESTRING (2.451792 48.8811734, 2.4519402 48.8812288)",,,,,,
288536078,288536088,0,26400134,,Boulevard Roger Salengro,unclassified,,True,16.503,"LINESTRING (2.4499742 48.8805308, 2.4500942 48.8806565)",,,,,,
288536080,288536077,0,26400134,,Boulevard Roger Salengro,unclassified,,True,3.613,"LINESTRING (2.4517497 48.8811566, 2.451792 48.8811734)",,,,,,
288536081,288536080,0,26400134,,Boulevard Roger Salengro,unclassified,,True,99.854,"LINESTRING (2.4504849 48.8808181, 2.4517497 48.8811566)",,,,,,
288536083,288536078,0,26400134,,Boulevard Roger Salengro,unclassified,,True,17.255,"LINESTRING (2.4498926 48.8803852, 2.4499742 48.8805308)",,,,,,
288536085,288536081,0,26400134,,Boulevard Roger Salengro,unclassified,,True,17.572,"LINESTRING (2.4502682 48.8807498, 2.4504849 48.8808181)",,,,,,
288536088,288536085,0,26400134,,Boulevard Roger Salengro,unclassified,,True,16.417,"LINESTRING (2.4500942 48.8806565, 2.4502682 48.8807498)",,,,,,
288536126,288536132,0,26336103,,Boulevard Roger Salengro,unclassified,,True,103.666,"LINESTRING (2.4517469 48.8811921, 2.4504361 48.880837)",,,,,,
288536127,288536128,0,26336103,,Boulevard Roger Salengro,unclassified,,True,17.562,"LINESTRING (2.4500638 48.8806788, 2.4499246 48.8805501)",,,,,,
288536128,288536129,0,26336103,,Boulevard Roger Salengro,unclassified,,True,20.778,"LINESTRING (2.4499246 48.8805501, 2.4498262 48.8803748)",,,,,,
288536129,288536131,0,26336103,,Boulevard Roger Salengro,unclassified,,True,14.833,"LINESTRING (2.4498262 48.8803748, 2.4498257 48.8802414)",,,,,,
288536131,288537085,0,26400130,,Boulevard Roger Salengro,unclassified,,False,6.734,"LINESTRING (2.4498257 48.8802414, 2.4498043 48.8801825)",,,,,,
288536131,288536083,0,26400134,,Boulevard Roger Salengro,unclassified,,True,16.721,"LINESTRING (2.4498257 48.8802414, 2.4498926 48.8803852)",,,,,,
288536132,288536135,0,26336103,,Boulevard Roger Salengro,unclassified,,True,15.461,"LINESTRING (2.4504361 48.880837, 2.4502467 48.8807752)",,,,,,
288536135,288536127,0,26336103,,Boulevard Roger Salengro,unclassified,,True,17.14,"LINESTRING (2.4502467 48.8807752, 2.4500638 48.8806788)",,,,,,
288537085,288536131,0,26400130,,Boulevard Roger Salengro,unclassified,,False,6.734,"LINESTRING (2.4498043 48.8801825, 2.4498257 48.8802414)",,,,,,
288537085,289216826,0,26400130,,Boulevard Roger Salengro,unclassified,,False,10.965,"LINESTRING (2.4498043 48.8801825, 2.4497553 48.8800893)",,,,,,
289216826,288537085,0,26400130,,Boulevard Roger Salengro,unclassified,,False,10.965,"LINESTRING (2.4497553 48.8800893, 2.4498043 48.8801825)",,,,,,
289216826,289216831,0,26400130,,Boulevard Roger Salengro,unclassified,,False,11.655,"LINESTRING (2.4497553 48.8800893, 2.4496655 48.8800027)",,,,,,
289216831,289216826,0,26400130,,Boulevard Roger Salengro,unclassified,,False,11.655,"LINESTRING (2.4496655 48.8800027, 2.4497553 48.8800893)",,,,,,
289216831,289216834,0,26400130,,Boulevard Roger Salengro,unclassified,,False,12.203,"LINESTRING (2.4496655 48.8800027, 2.449563 48.8799161)",,,,,,
289216834,289216831,0,26400130,,Boulevard Roger Salengro,unclassified,,False,12.203,"LINESTRING (2.449563 48.8799161, 2.4496655 48.8800027)",,,,,,
289216834,256236767,0,26400130,,Boulevard Roger Salengro,unclassified,,False,11.963,"LINESTRING (2.449563 48.8799161, 2.4494292 48.8798542)",,,,,,
291593829,291594858,0,366984749,,Avenue Foch,secondary,50,False,153.192,"LINESTRING (2.2829296 48.8725006, 2.2808637 48.8722734)",,,,,,
291593829,939657117,0,366984752,4,Avenue Foch,secondary,50,False,7.031,"LINESTRING (2.2829296 48.8725006, 2.2830244 48.8725111)",,,,,,
291594194,176932548,0,366984752,4,Avenue Foch,secondary,50,False,128.697,"LINESTRING (2.2907887 48.8733655, 2.2925244 48.873556)",,,,,,
291594194,4192463327,0,366984752,4,Avenue Foch,secondary,50,False,235.792,"LINESTRING (2.2907887 48.8733655, 2.2876089 48.8730155)",,,,,,
291594450,4192463327,0,366984752,4,Avenue Foch,secondary,50,False,69.257,"LINESTRING (2.2866749 48.8729128, 2.2876089 48.8730155)",,,,,,
291594450,6900603410,0,366984752,4,Avenue Foch,secondary,50,False,142.613,"LINESTRING (2.2866749 48.8729128, 2.2847517 48.8727011)",,,,,,
291594858,291593829,0,366984749,,Avenue Foch,secondary,50,False,153.192,"LINESTRING (2.2808637 48.8722734, 2.2829296 48.8725006)",,,,,,
291594858,34817321,0,366984749,,Avenue Foch,secondary,50,False,88.403,"LINESTRING (2.2808637 48.8722734, 2.2796714 48.8721428)",,,,,,
291594905,34817321,0,366984749,,Avenue Foch,secondary,50,False,117.109,"LINESTRING (2.2780923 48.8719684, 2.2796714 48.8721428)",,,,,,
291594905,4302298590,0,581643975,4,Avenue Foch,secondary,50,False,101.675,"LINESTRING (2.2780923 48.8719684, 2.2767206 48.8718198)",,,,,,
291982299,5917362868,0,233270144,4,Avenue de la République,secondary,50,False,19.291,"LINESTRING (2.4153869 48.8627589, 2.4155834 48.8626432)",D 37,,,,,
296970902,3756424975,0,187443148,4,Boulevard Suchet,primary,50,False,37.178,"LINESTRING (2.2672606 48.8613926, 2.2670614 48.861085)",,,,,,
298339063,2802200436,0,53792432,,Rue Séverine,residential,30,True,98.143,"LINESTRING (2.2804708 48.8288805, 2.2794674 48.8294659)",,,,,,
299136999,6442374608,0,27255330,,Rue du Val d'Osne,unclassified,30,True,9.8,"LINESTRING (2.4230773 48.8231313, 2.4230945 48.8230439)",,,,,,
299137003,6442363273,0,27255256,,Rue Eugène Delacroix,residential,30,True,10.958,"LINESTRING (2.4199241 48.8234233, 2.4200721 48.8234086)",,,,,,
299137122,7115233224,0,27255333,1,Rue Edmond Nocard,residential,30,True,3.988,"LINESTRING (2.4197926 48.8213159, 2.4198467 48.8213201)",,,,,,
299137134,6442363277,0,27255256,,Rue Eugène Delacroix,residential,30,True,5.265,"LINESTRING (2.421864 48.8232423, 2.4219351 48.8232352)",,,,,,
299137134,6442363274,0,27255328,1,Rue Adrien Damalix,residential,30,True,5.764,"LINESTRING (2.421864 48.8232423, 2.4218612 48.8232941)",,,,,,
299137368,6442374611,0,71056918,1,Rue du Val d'Osne,unclassified,30,True,10.965,"LINESTRING (2.4232804 48.8221036, 2.4232984 48.8220057)",,,,,,
299137370,6442363280,0,27255328,1,Rue Adrien Damalix,residential,30,True,7.719,"LINESTRING (2.421911 48.8221928, 2.4219088 48.8222622)",,,,,,
