u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,ref,tunnel
6167981428,6088222350,0,648493110,,Avenue de la Porte des Ternes,tertiary,50,False,3.175,"LINESTRING (2.2814306 48.8815838, 2.2814716 48.8815744)",,
6167981428,6088222351,0,648493110,,Avenue de la Porte des Ternes,tertiary,50,False,28.495,"LINESTRING (2.2814306 48.8815838, 2.2810625 48.8816679)",,
6167994511,6088298411,0,83821149,,Avenue du Roule,residential,,False,4.87,"LINESTRING (2.2774835 48.8824951, 2.2775464 48.8824807)",,
6167994511,6088254820,0,83821149,,Avenue du Roule,residential,,False,2.991,"LINESTRING (2.2774835 48.8824951, 2.2774449 48.882504)",,
6170727403,27286670,0,630455864,8,Avenue de la Grande Armée,primary,50,False,15.143,"LINESTRING (2.2870355 48.8763236, 2.2872219 48.8762643)",,
6170727403,299018985,0,630455864,8,Avenue de la Grande Armée,primary,50,False,30.758,"LINESTRING (2.2870355 48.8763236, 2.286657 48.8764442)",,
6170745455,6773759433,0,630455864,8,Avenue de la Grande Armée,primary,50,False,38.961,"LINESTRING (2.2874379 48.8761955, 2.2879174 48.8760428)",,
6170745455,27286670,0,630455864,8,Avenue de la Grande Armée,primary,50,False,17.551,"LINESTRING (2.2874379 48.8761955, 2.2872219 48.8762643)",,
6170765615,4865803222,0,630455864,8,Avenue de la Grande Armée,primary,50,False,22.842,"LINESTRING (2.2886775 48.8757994, 2.2889593 48.8757108)",,
6170765615,2883697215,0,630455864,8,Avenue de la Grande Armée,primary,50,False,9.476,"LINESTRING (2.2886775 48.8757994, 2.2885616 48.8758375)",,
6170776900,27415728,0,470987535,8,Avenue de la Grande Armée,primary,50,False,12.703,"LINESTRING (2.2892207 48.8756275, 2.2893771 48.8755778)",,
6170776900,27286674,0,470987535,8,Avenue de la Grande Armée,primary,50,False,18.471,"LINESTRING (2.2892207 48.8756275, 2.288992 48.875698)",,
6199569823,15378859,0,123487806,,Avenue de Saint-Mandé,tertiary,,False,10.835,"LINESTRING (2.4018113 48.8450017, 2.4019578 48.8449876)",,
6199569823,648217892,0,123487806,,Avenue de Saint-Mandé,tertiary,,False,10.833,"LINESTRING (2.4018113 48.8450017, 2.4016648 48.8450157)",,
6199595272,225937067,0,55490386,,Boulevard de Reuilly,primary,50,False,3.744,"LINESTRING (2.3897766 48.8390302, 2.3898273 48.8390347)",,
6199595272,3700078775,0,55490386,,Boulevard de Reuilly,primary,50,False,27.094,"LINESTRING (2.3897766 48.8390302, 2.3894096 48.8389982)",,
6213111427,6213111428,0,663788447,,Rue Vaudétard,secondary,,True,48.424,"LINESTRING (2.276657 48.8270451, 2.2770561 48.8266978)",Déviation D 50,
6238057451,4845091723,0,733321547,4,Avenue d'Italie,primary,50,False,37.584,"LINESTRING (2.3559299 48.8305625, 2.3560309 48.8302311)",,
6238057451,2499743233,0,733321547,4,Avenue d'Italie,primary,50,False,12.065,"LINESTRING (2.3559299 48.8305625, 2.3558954 48.8306686)",,
6288229358,2301475347,0,309765259,4,Avenue d'Italie,primary,50,False,6.243,"LINESTRING (2.357218 48.8263451, 2.3572351 48.8262901)",,
6288229358,4813903016,0,309765259,4,Avenue d'Italie,primary,50,False,27.148,"LINESTRING (2.357218 48.8263451, 2.3571437 48.8265843)",,
6291071027,4848176485,0,685719842,4,Avenue d'Italie,primary,50,False,11.211,"LINESTRING (2.3574357 48.825642, 2.3574647 48.825543)",,
6291071027,4848176484,0,685719842,4,Avenue d'Italie,primary,50,False,3.556,"LINESTRING (2.3574357 48.825642, 2.3574265 48.8256734)",,
6293943365,507690041,0,309765261,4,Avenue d'Italie,primary,50,False,5.997,"LINESTRING (2.3582149 48.8231443, 2.3582316 48.8230915)",,
6293943365,1836911172,0,309765261,4,Avenue d'Italie,primary,50,False,134.572,"LINESTRING (2.3582149 48.8231443, 2.3578393 48.824329)",,
6327932803,547068684,0,756358941,2,Rue Parmentier,tertiary,30,True,6.91,"LINESTRING (2.2408466 48.8772816, 2.2409176 48.8772406)",,
6400990781,4848176484,0,685719842,4,Avenue d'Italie,primary,50,False,4.801,"LINESTRING (2.3574141 48.8257158, 2.3574265 48.8256734)",,
6400990781,252659093,0,685719842,4,Avenue d'Italie,primary,50,False,8.765,"LINESTRING (2.3574141 48.8257158, 2.3573914 48.8257932)",,
6434094684,368059,0,22766325,,Avenue de Saint-Mandé,secondary,50,False,14.955,"LINESTRING (2.4059297 48.8446503, 2.4057273 48.8446689)",,
6434094684,244420732,0,22766325,,Avenue de Saint-Mandé,secondary,50,False,7.329,"LINESTRING (2.4059297 48.8446503, 2.4060289 48.8446412)",,
6434095550,2784211975,0,22766325,,Avenue de Saint-Mandé,secondary,50,False,1.335,"LINESTRING (2.4054661 48.8446907, 2.405448 48.8446922)",,
6434095550,368059,0,22766325,,Avenue de Saint-Mandé,secondary,50,False,19.267,"LINESTRING (2.4054661 48.8446907, 2.4057273 48.8446689)",,
6524826114,15378825,0,438204230,,Avenue Daumesnil,secondary,30,False,18.736,"LINESTRING (2.4019499 48.8372381, 2.4021719 48.8371542)",,
6524826114,6539279026,0,438204230,,Avenue Daumesnil,secondary,30,False,12.206,"LINESTRING (2.4019499 48.8372381, 2.4018053 48.8372928)",,
6528646894,411901186,0,39473445,,Avenue Paul Langevin,primary,,True,14.799,"LINESTRING (2.4369954 48.8578735, 2.4371794 48.8579288)",,
6539279026,6524826114,0,438204230,,Avenue Daumesnil,secondary,30,False,12.206,"LINESTRING (2.4018053 48.8372928, 2.4019499 48.8372381)",,
6539279026,1448372505,0,438204230,,Avenue Daumesnil,secondary,30,False,84.29,"LINESTRING (2.4018053 48.8372928, 2.4008065 48.8376702)",,
6539279030,390202,0,438204230,,Avenue Daumesnil,secondary,30,False,27.697,"LINESTRING (2.3971197 48.8390182, 2.3974499 48.8388965)",,
6587222221,5790624346,0,100995819,2,Rue Henri Farman,residential,30,False,8.247,"LINESTRING (2.2690583 48.8326204, 2.2689692 48.832575)",,
6652900777,30677810,0,4786972,,Rue Hoche,residential,30,True,6.449,"LINESTRING (2.2706744 48.8244113, 2.2707396 48.8244503)",,
6652912500,654056313,0,4786972,,Rue Hoche,residential,30,True,94.984,"LINESTRING (2.2708187 48.824485, 2.2718991 48.824958)",,
6659856274,2705349286,0,386720789,,Avenue de Lowendal,tertiary,50,False,24.169,"LINESTRING (2.3021504 48.848305, 2.3023777 48.8484627)",,
6659856274,431487272,0,386720789,,Avenue de Lowendal,tertiary,50,False,23.324,"LINESTRING (2.3021504 48.848305, 2.301929 48.8481541)",,
6702784837,417200619,0,35596786,,Boulevard Paul-Émile Victor,residential,,True,55.411,"LINESTRING (2.2653752 48.8950488, 2.2647621 48.8947558)",,
6773759432,27286674,0,630455864,8,Avenue de la Grande Armée,primary,50,False,1.388,"LINESTRING (2.2889757 48.8757044, 2.288992 48.875698)",,
6773759432,4865803222,0,630455864,8,Avenue de la Grande Armée,primary,50,False,1.395,"LINESTRING (2.2889757 48.8757044, 2.2889593 48.8757108)",,
6773759433,2883697215,0,630455864,8,Avenue de la Grande Armée,primary,50,False,52.351,"LINESTRING (2.2879174 48.8760428, 2.2885616 48.8758375)",,
6773759433,6170745455,0,630455864,8,Avenue de la Grande Armée,primary,50,False,38.961,"LINESTRING (2.2879174 48.8760428, 2.2874379 48.8761955)",,
6818187157,21658061,0,733321547,4,Avenue d'Italie,primary,50,False,11.439,"LINESTRING (2.3568514 48.8275324, 2.3568841 48.8274318)",,
6818187157,1920074452,0,733321547,4,Avenue d'Italie,primary,50,False,4.561,"LINESTRING (2.3568514 48.8275324, 2.3568383 48.8275725)",,
6832636042,2625149464,0,95954025,,Rue de l'Embarcadère,residential,30,True,13.228,"LINESTRING (2.4128262 48.8185546, 2.4127293 48.8184542)",,
6832636323,366990154,0,95954025,,Rue de l'Embarcadère,residential,30,True,5.485,"LINESTRING (2.4126253 48.8183289, 2.4125894 48.8182856)",,
7040365377,94135255,0,40036535,,Avenue Pasteur,secondary,,True,17.192,"LINESTRING (2.4234438 48.8762248, 2.4232126 48.8761968)",D 20a,
7040365588,7040365377,0,40036535,,Avenue Pasteur,secondary,,True,37.114,"LINESTRING (2.4239507 48.8762409, 2.4234438 48.8762248)",D 20a,
7058300239,2609789068,0,555779889,,Voie de la Résistance,tertiary,,False,3.152,"LINESTRING (2.4206612 48.887577, 2.4206748 48.8876039)",D 35ter,
7058300239,332340565,0,555779889,,Voie de la Résistance,tertiary,,False,96.561,"LINESTRING (2.4206612 48.887577, 2.420243 48.8867533)",D 35ter,
7058300294,2609789092,0,755667251,,Voie de la Résistance,tertiary,,False,12.333,"LINESTRING (2.4212842 48.8888272, 2.4213367 48.8889326)",D 35ter,
7058300294,2609789068,0,755667251,,Voie de la Résistance,tertiary,,False,143.136,"LINESTRING (2.4212842 48.8888272, 2.4206748 48.8876039)",D 35ter,
7064513618,4475042493,0,756358941,2,Rue Parmentier,tertiary,30,True,3.25,"LINESTRING (2.2407145 48.8773575, 2.240748 48.8773383)",,
7127121978,7040365588,0,40036535,,Avenue Pasteur,secondary,,True,19.586,"LINESTRING (2.4242181 48.8762508, 2.4239507 48.8762409)",D 20a,
7140210040,141600013,0,678851248,,Avenue de la Porte de la Plaine,tertiary,,False,96.415,"LINESTRING (2.2923115 48.8296166, 2.2922936 48.8304836)",,
7140210040,597719321,0,678851248,,Avenue de la Porte de la Plaine,tertiary,,False,44.805,"LINESTRING (2.2923115 48.8296166, 2.2923201 48.8292137)",,
