u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,ref,bridge,access,junction,tunnel,service,width
118725,298795891,0,140412993,True,2,Vesterbrogade,tertiary,50,30.958,"LINESTRING (12.5629057 55.6739848, 12.5633457 55.6741111)",,,,,,,
118751,6651812218,0,742670363,False,,Otto Busses Vej,residential,50,8.372,"LINESTRING (12.5577177 55.6614344, 12.5575946 55.6614635)",,,,,,,
118763,118764,0,422789551,True,1,Sydhavns Plads,primary,50,11.727,"LINESTRING (12.5422312 55.6540026, 12.5423887 55.6539458)",O2,,,,,,
118779,1050213948,0,161633350,True,2,Scandiagade,tertiary,60,17.7,"LINESTRING (12.539914 55.6512826, 12.5398946 55.6511238)",,,,,,,
118781,118782,0,502436882,False,3,Bådehavnsgade,tertiary,50,13.959,"LINESTRING (12.5424854 55.6460132, 12.5422863 55.6459572)",,,,,,,
118781,118787,0,742696144,False,3,Bådehavnsgade,tertiary,50,17.003,"LINESTRING (12.5424854 55.6460132, 12.5427315 55.6460772)",,,,,,,
118782,118781,0,502436882,False,3,Bådehavnsgade,tertiary,50,13.959,"LINESTRING (12.5422863 55.6459572, 12.5424854 55.6460132)",,,,,,,
118782,1555492641,0,502436882,False,3,Bådehavnsgade,tertiary,50,10.652,"LINESTRING (12.5422863 55.6459572, 12.54215 55.6459001)",,,,,,,
118783,1555492647,0,24418179,False,2,Bådehavnsgade,tertiary,50,9.566,"LINESTRING (12.5419362 55.6456929, 12.5418561 55.6456197)",,,,,,,
118783,1555492641,0,502436882,False,3,Bådehavnsgade,tertiary,50,26.661,"LINESTRING (12.5419362 55.6456929, 12.54215 55.6459001)",,,,,,,
118786,1555693141,0,24418179,False,2,Bådehavnsgade,tertiary,50,23.578,"LINESTRING (12.5416231 55.6453975, 12.5418144 55.64558)",,,,,,,
118786,5930921296,0,24418179,False,2,Bådehavnsgade,tertiary,50,5.327,"LINESTRING (12.5416231 55.6453975, 12.5415789 55.6453566)",,,,,,,
118787,118781,0,742696144,False,3,Bådehavnsgade,tertiary,50,17.003,"LINESTRING (12.5427315 55.6460772, 12.5424854 55.6460132)",,,,,,,
118792,118806,0,496210860,False,,Sluseholmen,tertiary,50,14.053,"LINESTRING (12.5453691 55.6436206, 12.5455234 55.6437122)",,,,,,,
118806,1052708417,0,83871381,False,,Sluseholmen,tertiary,40,16.928,"LINESTRING (12.5455234 55.6437122, 12.5457065 55.643824)",,,,,,,
118806,118792,0,496210860,False,,Sluseholmen,tertiary,50,14.053,"LINESTRING (12.5455234 55.6437122, 12.5453691 55.6436206)",,,,,,,
118807,4225167427,0,3542463,True,3,Sjællandsbroen,tertiary,70,18.299,"LINESTRING (12.5467438 55.6430552, 12.5465168 55.6431585)",,,,,,,
118808,6952905796,0,3542463,True,3,Sjællandsbroen,tertiary,70,13.007,"LINESTRING (12.5480581 55.6424838, 12.5478927 55.6425543)",,,,,,,
118811,1052708455,0,46244971,True,2,Vejlands Allé,tertiary,70,34.406,"LINESTRING (12.5530781 55.6410961, 12.5525465 55.6411718)",,,,,,,
118840,3084514220,0,155776515,True,,Vejlands Allé,service,,36.496,"LINESTRING (12.5751535 55.6420804, 12.5745748 55.642113)",,,,,,,
118866,2942580093,0,330921305,False,,Ørestads Boulevard,tertiary,50,21.719,"LINESTRING (12.5832697 55.6396224, 12.5831917 55.6394321)",,,,,,,
118868,318308896,0,47256244,False,,C.F. Møllers Allé,residential,,121.804,"LINESTRING (12.5813305 55.6347648, 12.579439 55.6350097)",,,,,,,
118868,247737948,0,237099603,False,,Ørestads Boulevard,tertiary,50,193.599,"LINESTRING (12.5813305 55.6347648, 12.580644 55.6330674)",,,,,,,
118868,5347212858,0,237099603,False,,Ørestads Boulevard,tertiary,50,185.109,"LINESTRING (12.5813305 55.6347648, 12.5819812 55.6363885)",,,,,,,
118869,4524327180,0,129369623,False,,Ørestads Boulevard,tertiary,50,11.68,"LINESTRING (12.5798675 55.6310571, 12.5798238 55.630955)",,,,,,,
118869,1801254752,0,713738512,False,,Ørestads Boulevard,tertiary,50,12.924,"LINESTRING (12.5798675 55.6310571, 12.5799085 55.631171)",,,,,,,
118869,619171595,0,752865741,True,,Arne Jacobsens Allé,tertiary,50,30.381,"LINESTRING (12.5798675 55.6310571, 12.5803052 55.6309405)",,,,,,,
118872,1619530781,0,148894329,False,,Ørestads Boulevard,tertiary,50,117.455,"LINESTRING (12.5758979 55.6211118, 12.5754878 55.6200812)",,,,,,,
125402,5779156666,0,62833105,False,2,Christians Brygge,primary,50,10.456,"LINESTRING (12.5854426 55.6743964, 12.5855759 55.6744529)",O2,,,,,,
125402,278784566,0,62833105,False,2,Christians Brygge,primary,50,8.026,"LINESTRING (12.5854426 55.6743964, 12.5853364 55.6743561)",O2,,,,,,
125420,2283813952,0,237214018,True,,Kalkbrænderihavnsgade,primary,60,16.978,"LINESTRING (12.5914004 55.7073798, 12.591444 55.7072291)",O2,,,,,,
125422,4929108074,0,1518484,True,,Kalkbrænderihavnsgade,primary,60,97.814,"LINESTRING (12.5892471 55.7099265, 12.5896829 55.7090818)",O2,,,,,,
125424,20927556,0,2415209,False,,Strandpromenaden,tertiary,40,36.386,"LINESTRING (12.5830783 55.7189842, 12.5831777 55.7186618)",,,,,,,
125424,2119637683,0,2415209,False,,Strandpromenaden,tertiary,40,23.264,"LINESTRING (12.5830783 55.7189842, 12.582974 55.719185)",,,,,,,
125425,4646072542,0,1715110,False,,Strandøre,tertiary,40,25.897,"LINESTRING (12.5816065 55.7203775, 12.5812865 55.720525)",,,,,,,
125425,31058994,0,1715110,False,,Strandøre,tertiary,40,26.779,"LINESTRING (12.5816065 55.7203775, 12.5819099 55.7202078)",,,,,,,
125426,3627939691,0,1715110,False,,Strandøre,tertiary,40,5.725,"LINESTRING (12.5787949 55.7211325, 12.5787145 55.721157)",,,,,,,
125426,1856346353,0,1715110,False,,Strandøre,tertiary,40,17.158,"LINESTRING (12.5787949 55.7211325, 12.579049 55.7210748)",,,,,,,
125427,1856346390,0,1715110,False,,Strandøre,tertiary,40,14.482,"LINESTRING (12.5773485 55.7216643, 12.5775721 55.7216311)",,,,,,,
125427,2119637703,0,201965314,True,,Strandvejen,tertiary,50,18.82,"LINESTRING (12.5773485 55.7216643, 12.577204 55.7215159)",,,,,,,
125427,1578270263,0,298775710,False,5,Strandvejen,tertiary,50,11.323,"LINESTRING (12.5773485 55.7216643, 12.5773651 55.7217657)",,,,,,,
125428,318773838,0,57775968,False,4,Strandvejen,tertiary,50,16.663,"LINESTRING (12.5776738 55.7230511, 12.5776967 55.7229018)",,,,,,,
125428,4418028788,0,57775968,False,4,Strandvejen,tertiary,50,31.002,"LINESTRING (12.5776738 55.7230511, 12.5775955 55.7233264)",,,,,,,
125429,716767714,0,2862,False,,Tuborgvej,tertiary,50,15.267,"LINESTRING (12.5763341 55.7267142, 12.5760959 55.7266849)",,,,,,,
125429,716767702,0,25658254,True,,Tuborg Boulevard,tertiary,50,12.667,"LINESTRING (12.5763341 55.7267142, 12.5765343 55.7266979)",,,,,,,
125429,2206919807,0,57775959,True,,Strandvejen,secondary,50,13.886,"LINESTRING (12.5763341 55.7267142, 12.5762721 55.7268341)",152,,,,,,
125431,20929976,0,294603770,False,4,Tuborgvej,tertiary,50,36.898,"LINESTRING (12.5621832 55.728079, 12.5615943 55.7280909)",,,,,,,
125431,5324647873,0,294603770,False,4,Tuborgvej,tertiary,50,9.268,"LINESTRING (12.5621832 55.728079, 12.5623299 55.7280679)",,,,,,,
125432,6699038716,0,237376070,False,5,Bernstorffsvej,tertiary,60,16.264,"LINESTRING (12.5550913 55.7277833, 12.5551038 55.7279294)",,,,,,,
125432,6699038715,0,237376072,False,5,Tuborgvej,tertiary,60,20.692,"LINESTRING (12.5550913 55.7277833, 12.5547619 55.7277684)",,,,,,,
125432,6699038714,0,497443130,False,5,Tuborgvej,tertiary,60,17.739,"LINESTRING (12.5550913 55.7277833, 12.5553736 55.7277967)",,,,,,,
125436,4519617503,0,449270648,True,2,Tuborgvej,primary,60,19.63,"LINESTRING (12.5437336 55.720733, 12.5435736 55.7205812)",O2,,,,,,
125437,4519617499,0,455570577,True,2,Tuborgvej,primary,50,21.883,"LINESTRING (12.5426878 55.719964, 12.5424162 55.7198402)",O2,,,,,,
125437,4519617500,0,741986463,False,,Lersø Parkallé,tertiary,60,9.828,"LINESTRING (12.5426878 55.719964, 12.542767 55.7198877)",,,,,,,
125439,86739338,0,161868037,False,4,Tuborgvej,primary,50,21.141,"LINESTRING (12.5404786 55.7190442, 12.540657 55.7192056)",O2,,,,,,
125439,3634600838,0,161868037,False,4,Tuborgvej,primary,50,49.594,"LINESTRING (12.5404786 55.7190442, 12.5401334 55.7186428)",O2,,,,,,
125442,4519617481,0,742654119,False,4,Tagensvej,tertiary,50,16.903,"LINESTRING (12.5351605 55.7133872, 12.5352789 55.7132506)",,,,,,,
125442,3835639402,0,743336518,False,4,Tagensvej,tertiary,50,17.55,"LINESTRING (12.5351605 55.7133872, 12.5350268 55.7135259)",,,,,,,
125444,4519617474,0,743336519,False,,Frederiksborgvej,tertiary,50,11.687,"LINESTRING (12.5320924 55.7119129, 12.532091 55.7118078)",,,,,,,
125450,4519617379,0,455570542,False,5,Hulgårdsvej,primary,50,25.469,"LINESTRING (12.5154076 55.6981394, 12.5151492 55.6979626)",O2,,,,,,
125450,4519617381,0,455570542,False,5,Hulgårdsvej,primary,50,23.275,"LINESTRING (12.5154076 55.6981394, 12.5156384 55.6983034)",O2,,,,,,
125457,3910340727,0,387801270,True,2,Slotsherrensvej,tertiary,50,21.24,"LINESTRING (12.494409 55.6939581, 12.4941094 55.6940474)",,,,,,,
125457,3910340724,0,387804858,False,4,Jyllingevej,tertiary,50,19.542,"LINESTRING (12.494409 55.6939581, 12.4941236 55.6938873)",,,,,,,
125457,4924992927,0,496964515,False,4,Bellahøjvej,tertiary,50,7.756,"LINESTRING (12.494409 55.6939581, 12.4945203 55.6939886)",,,,,,,
125464,6817275673,0,134283802,True,2,Tårnvej,tertiary,60,6.174,"LINESTRING (12.4491585 55.6917908, 12.4491673 55.6917355)",,,,,,,
375468,4185038699,0,237111848,True,3,Åboulevard,tertiary,50,17.367,"LINESTRING (12.5539412 55.6848242, 12.5536931 55.6848937)",,,,,,,
375471,298530862,0,8120296,False,,H.C. Ørsteds Vej,tertiary,50,12.28,"LINESTRING (12.5518117 55.6850602, 12.5517494 55.6849555)",,,,,,,
375473,277055380,0,237353949,False,2,Bülowsvej,residential,,13.504,"LINESTRING (12.5472859 55.6853401, 12.5472528 55.6852201)",,,,,,,
576709,18011399,0,539777408,False,2,Carl Jacobsens Vej,tertiary,50,78.186,"LINESTRING (12.5204607 55.6529209, 12.5217028 55.6529783)",,,,,,,
576713,4929060460,0,35085344,False,4,Gammel Køge Landevej,tertiary,60,16.744,"LINESTRING (12.5121679 55.6558588, 12.5120575 55.6557217)",,,,,,,
576713,6882059136,0,428851684,False,4,Gammel Køge Landevej,tertiary,50,39.81,"LINESTRING (12.5121679 55.6558588, 12.5124255 55.656186)",,,,,,,
576717,4279693684,0,87576559,False,4,Gammel Køge Landevej,tertiary,60,16.856,"LINESTRING (12.5101312 55.6534136, 12.510022 55.6532751)",,,,,,,
576717,4279693685,0,428851686,False,4,Gammel Køge Landevej,tertiary,60,14.316,"LINESTRING (12.5101312 55.6534136, 12.5102302 55.6535296)",,,,,,,
576718,2602121817,0,35205527,False,4,Gammel Køge Landevej,tertiary,60,23.53,"LINESTRING (12.5112002 55.6546585, 12.5113609 55.6548497)",,yes,,,,,
576718,6882059137,0,428851686,False,4,Gammel Køge Landevej,tertiary,60,36.49,"LINESTRING (12.5112002 55.6546585, 12.5109465 55.6543632)",,,,,,,
576722,4279694301,0,108233932,True,3,Gammel Køge Landevej,tertiary,50,19.813,"LINESTRING (12.5158158 55.6604027, 12.516026 55.6605357)",,,,,,,
576722,4279694300,0,428851674,False,3,Gammel Køge Landevej,tertiary,50,18.141,"LINESTRING (12.5158158 55.6604027, 12.5156926 55.6602551)",,,,,,,
576724,295133661,0,161632579,False,2,Toftegårds Allé,tertiary,50,13.715,"LINESTRING (12.5165077 55.6625175, 12.5165519 55.6623967)",,,,,,,
576724,8121560,0,161632579,False,2,Toftegårds Allé,tertiary,50,18.906,"LINESTRING (12.5165077 55.6625175, 12.5164674 55.662686)",,,,,,,
576725,282678754,0,25912893,False,2,Toftegårds Allé,tertiary,50,4.551,"LINESTRING (12.516265 55.6634739, 12.5162505 55.663514)",,,,,,,
576725,8121560,0,161632579,False,2,Toftegårds Allé,tertiary,50,88.526,"LINESTRING (12.516265 55.6634739, 12.5164674 55.662686)",,,,,,,
576726,1043107495,0,78412354,False,2,Toftegårds Allé,tertiary,50,22.939,"LINESTRING (12.5161823 55.6643803, 12.5163147 55.6645726)",,,,,,,
576726,1042960568,0,115678974,True,2,Toftegårds Allé,tertiary,50,15.809,"LINESTRING (12.5161823 55.6643803, 12.5160697 55.6642531)",,,,,,,
576730,1043162182,0,162089324,False,,Søndre Fasanvej,tertiary,50,10.666,"LINESTRING (12.5171084 55.6696087, 12.5171047 55.6695128)",,,,,,,
576730,1043162227,0,162089324,False,,Søndre Fasanvej,tertiary,50,9.797,"LINESTRING (12.5171084 55.6696087, 12.5171372 55.6696953)",,,,,,,
576731,1785133657,0,87341542,False,2,Søndre Fasanvej,tertiary,50,3.616,"LINESTRING (12.51815 55.6718945, 12.5181326 55.6718635)",,,,,,,
576731,20974557,0,87341542,False,2,Søndre Fasanvej,tertiary,50,10.993,"LINESTRING (12.51815 55.6718945, 12.5182032 55.6719887)",,,,,,,
576734,5964782500,0,1700501,False,,Nordre Fasanvej,tertiary,50,15.792,"LINESTRING (12.5213657 55.6793572, 12.521434 55.6794939)",,,,,,,
576734,2977162880,0,1701842,False,,Smallegade,tertiary,50,3.635,"LINESTRING (12.5213657 55.6793572, 12.5214223 55.6793643)",,,,,,,
576734,5964782499,0,26176314,False,,Peter Bangs Vej,tertiary,50,12.551,"LINESTRING (12.5213657 55.6793572, 12.5211673 55.6793421)",,,,,,,
576735,6344605948,0,113540480,False,,Nordre Fasanvej,tertiary,50,25.563,"LINESTRING (12.5219909 55.6806701, 12.5218604 55.6804523)",,,,,,,
576736,454563714,0,78456676,False,,Stæhr Johansens Vej,residential,,51.305,"LINESTRING (12.5230054 55.6821453, 12.5222511 55.6823243)",,,,,,,
576751,1668958507,0,237355959,True,,Dalgas Boulevard,tertiary,50,6.219,"LINESTRING (12.5109068 55.6818381, 12.5108726 55.6817856)",,,,,,,
576752,1271519394,0,419937145,False,,Peter Bangs Vej,tertiary,50,10.72,"LINESTRING (12.5087987 55.6788062, 12.5089696 55.6788092)",,,,,,,
576753,6945602401,0,419937145,False,,Peter Bangs Vej,tertiary,50,64.199,"LINESTRING (12.5105872 55.678845, 12.5095641 55.6788209)",,,,,,,
576753,8088738,0,419937145,False,,Peter Bangs Vej,tertiary,50,76.145,"LINESTRING (12.5105872 55.678845, 12.5117983 55.6788964)",,,,,,,
576754,20908225,0,419937145,False,,Peter Bangs Vej,tertiary,50,29.007,"LINESTRING (12.5132963 55.6789368, 12.5128346 55.67892)",,,,,,,
576754,20908226,0,419937145,False,,Peter Bangs Vej,tertiary,50,80.965,"LINESTRING (12.5132963 55.6789368, 12.5145856 55.6789784)",,,,,,,
576755,1599736582,0,419937145,False,,Peter Bangs Vej,tertiary,50,22.872,"LINESTRING (12.515753 55.6790169, 12.5153888 55.6790049)",,,,,,,
576755,1612877067,0,419937145,False,,Peter Bangs Vej,tertiary,50,3.563,"LINESTRING (12.515753 55.6790169, 12.5158097 55.6790191)",,,,,,,
576756,271437678,0,631645363,False,,Peter Bangs Vej,tertiary,50,44.021,"LINESTRING (12.5183167 55.679117, 12.5176176 55.6790802)",,,,,,,
576756,6945602398,0,631645363,False,,Peter Bangs Vej,tertiary,50,126.932,"LINESTRING (12.5183167 55.679117, 12.5203213 55.6792771)",,,,,,,
576911,4225167458,0,422789479,True,4,Folehaven,primary,50,13.959,"LINESTRING (12.4884223 55.6527839, 12.4882 55.6527893)",O2,,,,,,
576915,1064928835,0,422789500,True,2,Folehaven,primary,60,45.74,"LINESTRING (12.4973995 55.6518982, 12.4967039 55.6520214)",O2,,,,,,
654737,4868490711,0,454885238,True,2,Peter Bangs Vej,tertiary,50,6.972,"LINESTRING (12.4869402 55.6770795, 12.486834 55.6770609)",,,,,,,
654738,578983064,0,751162426,False,2,Ålekistevej,tertiary,50,6.047,"LINESTRING (12.4855549 55.6778439, 12.4855174 55.677894)",,,,,,,
654739,2207169751,0,454885276,False,3,Ålekistevej,tertiary,50,10.181,"LINESTRING (12.4839018 55.6826838, 12.4839297 55.6825936)",,,,,,,
654739,2207169752,0,496958942,False,2,Ålekistevej,tertiary,50,8.898,"LINESTRING (12.4839018 55.6826838, 12.4838761 55.6827625)",,,,,,,
662891,2584912756,0,511203835,False,2,Ålekistevej,tertiary,50,8.482,"LINESTRING (12.4835853 55.6836518, 12.4835597 55.6837267)",,,,,,,
662891,2584912750,0,511203835,False,2,Ålekistevej,tertiary,50,34.283,"LINESTRING (12.4835853 55.6836518, 12.4836845 55.6833486)",,,,,,,
662902,527803315,0,156150290,False,6,Ålholmvej,primary,50,19.426,"LINESTRING (12.4886625 55.6725109, 12.4886624 55.6723362)",O2,,,,,,
662902,20974549,0,454885279,False,4,Ålholmvej,primary,50,12.092,"LINESTRING (12.4886625 55.6725109, 12.4886682 55.6726196)",O2,,,,,,
662904,293886031,0,237355244,False,,Skellet,residential,DK:urban,11.09,"LINESTRING (12.495411 55.6723676, 12.4954156 55.6724673)",,,,,,,
662904,2013540103,0,445541216,False,,Skellet,residential,50,12.319,"LINESTRING (12.495411 55.6723676, 12.4954223 55.672257)",,,,,,,
662905,578983178,0,155446582,False,2,Grøndals Parkvej,primary,50,22.2,"LINESTRING (12.4877344 55.6782063, 12.4875277 55.6780442)",O2,,,,,,
662905,578983181,0,155446582,False,2,Grøndals Parkvej,primary,50,116.293,"LINESTRING (12.4877344 55.6782063, 12.4889807 55.6789809)",O2,,,,,,
662908,3268078394,0,2414685,False,,Vanløse Allé,tertiary,50,13.647,"LINESTRING (12.4898487 55.6878089, 12.49006 55.6878385)",,,,,,,
662908,3268078397,0,42211594,False,2,Jernbane Allé,tertiary,50,11.322,"LINESTRING (12.4898487 55.6878089, 12.489778 55.6879026)",,,,,,,
662908,1421311820,0,168146931,False,,Jernbane Allé,tertiary,50,3.121,"LINESTRING (12.4898487 55.6878089, 12.4898683 55.6877831)",,,,,,,
662912,297822246,0,42211593,False,,Jernbane Allé,tertiary,50,89.906,"LINESTRING (12.4919452 55.6855933, 12.4912652 55.6863052)",,,,,,,
662912,4014446426,0,155446587,False,,Jernbane Allé,tertiary,50,72.524,"LINESTRING (12.4919452 55.6855933, 12.4924916 55.6850184)",,,,,,,
662914,523636125,0,8122609,False,,Jernbane Allé,tertiary,50,16.221,"LINESTRING (12.4935894 55.6838634, 12.4937132 55.6837353)",,,,,,,
662914,1213545838,0,155446585,False,4,Grøndals Parkvej,primary,50,21.127,"LINESTRING (12.4935894 55.6838634, 12.493397 55.6837074)",O2,,,,,,
662914,523636116,0,454885228,False,3,Grøndals Parkvej,primary,50,23.987,"LINESTRING (12.4935894 55.6838634, 12.4938292 55.6840315)",O2,,,,,,
662914,7022561200,0,751162420,False,,Jernbane Allé,tertiary,50,124.096,"LINESTRING (12.4935894 55.6838634, 12.4926544 55.6848471)",,,,,,,
662915,3910621237,0,2414685,False,,Vanløse Allé,tertiary,50,59.572,"LINESTRING (12.4910444 55.6879814, 12.4919611 55.6881228)",,,,,,,
662915,6945129853,0,2414685,False,,Vanløse Allé,tertiary,50,22.188,"LINESTRING (12.4910444 55.6879814, 12.4907017 55.6879314)",,,,,,,
662916,1213545950,0,155446585,False,4,Grøndals Parkvej,primary,50,20.917,"LINESTRING (12.4930069 55.6833853, 12.4931915 55.683542)",O2,,,,,,
662916,283204363,0,454885219,False,3,Grøndals Parkvej,primary,50,76.855,"LINESTRING (12.4930069 55.6833853, 12.4923431 55.6828042)",O2,,,,,,
662918,18220162,0,155446582,False,2,Grøndals Parkvej,primary,50,41.021,"LINESTRING (12.4916523 55.6820966, 12.4913802 55.6817611)",O2,,,,,,
662918,1213546028,0,155446582,False,2,Grøndals Parkvej,primary,50,44.455,"LINESTRING (12.4916523 55.6820966, 12.4919736 55.682453)",O2,,,,,,
662919,589026664,0,155446582,False,2,Grøndals Parkvej,primary,50,48.967,"LINESTRING (12.4911318 55.6814179, 12.4908414 55.6810091)",O2,,,,,,
662919,1142637730,0,155446582,False,2,Grøndals Parkvej,primary,50,2.265,"LINESTRING (12.4911318 55.6814179, 12.4911457 55.6814367)",O2,,,,,,
662920,578847502,0,155446582,False,2,Grøndals Parkvej,primary,50,34.394,"LINESTRING (12.490838 55.6810043, 12.4906467 55.6807144)",O2,,,,,,
662920,589026664,0,155446582,False,2,Grøndals Parkvej,primary,50,0.575,"LINESTRING (12.490838 55.6810043, 12.4908414 55.6810091)",O2,,,,,,
662921,662922,0,155446582,False,2,Grøndals Parkvej,primary,50,43.658,"LINESTRING (12.4903627 55.6802995, 12.4901021 55.6799354)",O2,,,,,,
662921,18220161,0,155446582,False,2,Grøndals Parkvej,primary,50,42.506,"LINESTRING (12.4903627 55.6802995, 12.4906074 55.680656)",O2,,,,,,
662922,1142637733,0,155446582,False,2,Grøndals Parkvej,primary,50,22.184,"LINESTRING (12.4901021 55.6799354, 12.4899462 55.6797563)",O2,,,,,,
662922,662921,0,155446582,False,2,Grøndals Parkvej,primary,50,43.658,"LINESTRING (12.4901021 55.6799354, 12.4903627 55.6802995)",O2,,,,,,
662926,583011436,0,323709663,False,2,Ålholmvej,primary,50,52.519,"LINESTRING (12.4879633 55.6757338, 12.4876917 55.6761806)",O2,,,,,,
662926,1036140934,0,323709663,False,2,Ålholmvej,primary,50,39.754,"LINESTRING (12.4879633 55.6757338, 12.4881397 55.6753904)",O2,,,,,,
662927,1036140934,0,323709663,False,2,Ålholmvej,primary,50,39.928,"LINESTRING (12.4882917 55.6750417, 12.4881397 55.6753904)",O2,,,,,,
662927,1036140896,0,323709663,False,2,Ålholmvej,primary,50,31.608,"LINESTRING (12.4882917 55.6750417, 12.4883969 55.6747637)",O2,,,,,,
662928,1036140896,0,323709663,False,2,Ålholmvej,primary,50,29.332,"LINESTRING (12.4884779 55.6745039, 12.4883969 55.6747637)",O2,,,,,,
662928,1142637736,0,323709663,False,2,Ålholmvej,primary,50,12.263,"LINESTRING (12.4884779 55.6745039, 12.4885065 55.6743948)",O2,,,,,,
662931,578847340,0,105577056,False,2,Peter Bangs Vej,tertiary,50,14.601,"LINESTRING (12.4899377 55.6776986, 12.4897208 55.6776508)",,,,,,,
662931,578847326,0,105577056,False,2,Peter Bangs Vej,tertiary,50,15.042,"LINESTRING (12.4899377 55.6776986, 12.490163 55.6777451)",,,,,,,
662932,578847403,0,105577056,False,2,Peter Bangs Vej,tertiary,50,11.591,"LINESTRING (12.4921923 55.6781985, 12.4920224 55.6781574)",,,,,,,
662932,1038601172,0,105577057,False,2,Peter Bangs Vej,tertiary,50,19.851,"LINESTRING (12.4921923 55.6781985, 12.4924962 55.6782486)",,yes,,,,,
662935,1607311360,0,154348719,False,,Peter Bangs Vej,tertiary,50,97.346,"LINESTRING (12.5022584 55.6786101, 12.5007084 55.6785587)",,,,,,,
662935,20942943,0,154348719,False,,Peter Bangs Vej,tertiary,50,11.091,"LINESTRING (12.5022584 55.6786101, 12.5024353 55.6786092)",,,,,,,
681588,280296440,0,516854785,False,4,Jægersborgvej,tertiary,,1.837,"LINESTRING (12.5223662 55.7643313, 12.5223918 55.7643232)",,,,,,,
681598,6753248123,0,4742435,False,,Søndersøvej,tertiary,,8.371,"LINESTRING (12.5327384 55.7578085, 12.5328476 55.757852)",,,,,,,
681612,6754000541,0,2907043,False,3,L.E. Bruuns Vej,tertiary,50,9.544,"LINESTRING (12.5575321 55.750109, 12.5576835 55.7500987)",,,,,,,
681612,6754054522,0,497445469,False,5,Bernstorffsvej,tertiary,60,15.2,"LINESTRING (12.5575321 55.750109, 12.5575482 55.7502454)",,,,,,,
681612,6754054498,0,497445474,False,5,Bernstorffsvej,tertiary,60,17.206,"LINESTRING (12.5575321 55.750109, 12.5575139 55.7499546)",,,,,,,
681626,1573276237,0,143770107,False,,Jægersborg Alle,tertiary,50,170.496,"LINESTRING (12.5759855 55.7519287, 12.5782907 55.7511114)",,,,,,,
681626,25950661,0,143770107,False,,Jægersborg Alle,tertiary,50,142.883,"LINESTRING (12.5759855 55.7519287, 12.5740426 55.7526037)",,,,,,,
681626,2093980078,0,502192988,False,,Bregnegårdsvej,tertiary,50,51.048,"LINESTRING (12.5759855 55.7519287, 12.5756311 55.7515152)",,,,,,,
681633,2455908083,0,143770107,False,,Jægersborg Alle,tertiary,50,128.869,"LINESTRING (12.5814564 55.7510452, 12.5829864 55.7502695)",,,,,,,
681633,2093980022,0,143770107,False,,Jægersborg Alle,tertiary,50,8.492,"LINESTRING (12.5814564 55.7510452, 12.5813336 55.7510777)",,,,,,,
681633,2093980096,0,595805693,False,,Ordrup Jagtvej,tertiary,50,105.205,"LINESTRING (12.5814564 55.7510452, 12.582375 55.7518376)",,,,,,,
681635,5677575899,0,118988015,False,2,Ordrup Jagtvej,tertiary,50,1.901,"LINESTRING (12.5844381 55.7536357, 12.5844242 55.7536205)",,,,,,,
681635,2090734724,0,118988015,False,2,Ordrup Jagtvej,tertiary,50,10.2,"LINESTRING (12.5844381 55.7536357, 12.5844586 55.7537267)",,,,,,,
681640,25255692,0,118988015,False,2,Ordrup Jagtvej,tertiary,50,85.365,"LINESTRING (12.5848712 55.756309, 12.5847466 55.7555445)",,,,,,,
681640,681641,0,118988015,False,2,Ordrup Jagtvej,tertiary,50,37.668,"LINESTRING (12.5848712 55.756309, 12.5849288 55.7566462)",,,,,,,
681641,681640,0,118988015,False,2,Ordrup Jagtvej,tertiary,50,37.668,"LINESTRING (12.5849288 55.7566462, 12.5848712 55.756309)",,,,,,,
681641,25255693,0,118988015,False,2,Ordrup Jagtvej,tertiary,50,52.291,"LINESTRING (12.5849288 55.7566462, 12.5850424 55.7571121)",,,,,,,
681920,6754033691,0,502450997,False,2,Vilvordevej,tertiary,50,6.216,"LINESTRING (12.5583636 55.7583686, 12.5583633 55.7584245)",,,,,,,
687876,687883,0,237099582,False,,Haraldsgade,tertiary,50,124.166,"LINESTRING (12.5494528 55.7039042, 12.5508631 55.7046887)",,,,,,,
687878,12728023,0,8122417,False,,Haraldsgade,tertiary,50,13.399,"LINESTRING (12.5564678 55.7078207, 12.5563136 55.7077372)",,,,,,,
687878,1158055392,0,167986350,True,,Lersø Parkallé,tertiary,60,18.635,"LINESTRING (12.5564678 55.7078207, 12.5564128 55.7079854)",,,,,,,
687878,6477350859,0,496717294,False,4,Haraldsgade,tertiary,50,14.029,"LINESTRING (12.5564678 55.7078207, 12.5566298 55.7079078)",,,,,,,
687879,3100662731,0,357115252,False,,Haraldsgade,tertiary,50,44.586,"LINESTRING (12.5551863 55.7071099, 12.5546816 55.7068272)",,,,,,,
687879,294211789,0,357115252,False,,Haraldsgade,tertiary,50,75.481,"LINESTRING (12.5551863 55.7071099, 12.5560407 55.7075885)",,,,,,,
687883,687876,0,237099582,False,,Haraldsgade,tertiary,50,124.166,"LINESTRING (12.5508631 55.7046887, 12.5494528 55.7039042)",,,,,,,
687883,298464615,0,237099582,False,,Haraldsgade,tertiary,50,191.139,"LINESTRING (12.5508631 55.7046887, 12.5530307 55.7058983)",,,,,,,
