u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,ref,bridge,access,junction,tunnel,service,width
376957572,4558336555,0,237205509,False,,Hellerupvej,tertiary,50,75.99,"LINESTRING (12.5729677 55.731736, 12.5717777 55.7318704)",,,,,,,
376957572,25260925,0,237205509,False,,Hellerupvej,tertiary,50,44.887,"LINESTRING (12.5729677 55.731736, 12.5736644 55.7316408)",,,,,,,
377837854,2093233916,0,125514713,False,,Hellerupvej,tertiary,50,28.723,"LINESTRING (12.5620236 55.7337233, 12.5616164 55.7338423)",,,,,,,
377837854,24960712,0,125514713,False,,Hellerupvej,tertiary,50,62.891,"LINESTRING (12.5620236 55.7337233, 12.5629374 55.7334884)",,,,,,,
377892697,7004124344,0,4327564,False,,Fredensvej,tertiary,50,13.208,"LINESTRING (12.5745963 55.7603721, 12.5746247 55.7604898)",,,,,,,
377892697,7004124332,0,4327564,False,,Fredensvej,tertiary,50,3.92,"LINESTRING (12.5745963 55.7603721, 12.5745875 55.7603372)",,,,,,,
377897251,2090735262,0,502450999,False,2,Klampenborgvej,tertiary,60,9.993,"LINESTRING (12.5762843 55.7702112, 12.5764438 55.7702164)",,,,,,,
377897251,5709650136,0,502450999,False,2,Klampenborgvej,tertiary,60,18.948,"LINESTRING (12.5762843 55.7702112, 12.5759817 55.7702192)",,,,,,,
378051328,3760844180,0,3995352,False,2,Øverødvej,tertiary,,3.132,"LINESTRING (12.4827231 55.8156829, 12.4826861 55.8156639)",,,,,,,
378051328,20946288,0,3995352,False,2,Øverødvej,tertiary,,18.589,"LINESTRING (12.4827231 55.8156829, 12.482972 55.8157745)",,,,,,,
380547587,2545031966,0,33441845,False,,Lundebjerggårdsvej,residential,50,56.817,"LINESTRING (12.4127798 55.7209659, 12.4119112 55.7211134)",,,,,,,
380733116,621020734,0,156163477,False,,Sorgenfrigårdsvej,tertiary,50,17.759,"LINESTRING (12.5029056 55.7793797, 12.5026924 55.7794852)",,,,,,,
380733116,2025530,0,156163477,False,,Sorgenfrigårdsvej,tertiary,50,19.833,"LINESTRING (12.5029056 55.7793797, 12.5031851 55.7792954)",,,,,,,
380744948,271805214,0,237093076,True,,Frederikssundsvej,secondary,50,24.365,"LINESTRING (12.4984055 55.7046111, 12.4980384 55.7046834)",211,,,,,,
380755080,8140229,0,237344064,False,,Frederikssundsvej,tertiary,50,8.355,"LINESTRING (12.5302877 55.7030209, 12.5303968 55.7029777)",,,,,,,
380755080,6905437554,0,660196229,False,,Frederikssundsvej,tertiary,50,26.741,"LINESTRING (12.5302877 55.7030209, 12.5299403 55.7031606)",,,,,,,
381939780,381939943,0,215614884,False,2,Skovbrynet,tertiary,50,22.528,"LINESTRING (12.4916584 55.7839567, 12.4920083 55.784005)",,,,,,,
381939780,6684300199,0,215614884,False,2,Skovbrynet,tertiary,50,53.244,"LINESTRING (12.4916584 55.7839567, 12.4908502 55.7838059)",,,,,,,
381939943,381939944,0,215614884,False,2,Skovbrynet,tertiary,50,45.593,"LINESTRING (12.4920083 55.784005, 12.4927295 55.7840655)",,,,,,,
381939943,381939780,0,215614884,False,2,Skovbrynet,tertiary,50,22.528,"LINESTRING (12.4920083 55.784005, 12.4916584 55.7839567)",,,,,,,
381939944,3217321773,0,215614884,False,2,Skovbrynet,tertiary,50,121.493,"LINESTRING (12.4927295 55.7840655, 12.4946551 55.7842117)",,,,,,,
381939944,381939943,0,215614884,False,2,Skovbrynet,tertiary,50,45.593,"LINESTRING (12.4927295 55.7840655, 12.4920083 55.784005)",,,,,,,
381939945,2025551,0,215614884,False,2,Skovbrynet,tertiary,50,28.138,"LINESTRING (12.494897 55.7842301, 12.4953443 55.7842579)",,,,,,,
381939945,3217321773,0,215614884,False,2,Skovbrynet,tertiary,50,15.263,"LINESTRING (12.494897 55.7842301, 12.4946551 55.7842117)",,,,,,,
385058391,6745468847,0,42595439,True,,Landlystvej,tertiary,,21.857,"LINESTRING (12.4747924 55.6600985, 12.4751314 55.660144)",,,,,,,
385552925,385552931,0,158182227,True,2,Hareskovvej,primary,60,19.272,"LINESTRING (12.5079141 55.7097977, 12.5080925 55.7096565)",16,,,,,,
385552931,2351134359,0,158182227,True,2,Hareskovvej,primary,60,19.196,"LINESTRING (12.5080925 55.7096565, 12.5082848 55.7095221)",16,,,,,,
387214438,1730363119,0,156001805,False,,Virumvej,tertiary,50,187.939,"LINESTRING (12.4578379 55.7888271, 12.4548802 55.788525)",,,,,,,
387214438,26593052,0,156001805,False,,Virumvej,tertiary,50,25.583,"LINESTRING (12.4578379 55.7888271, 12.4582445 55.788853)",,,,,,,
387214485,27522333,0,156001805,False,,Virumvej,tertiary,50,26.83,"LINESTRING (12.4618322 55.7888578, 12.4614061 55.7888865)",,,,,,,
387214485,11429942,0,156001805,False,,Virumvej,tertiary,50,26.934,"LINESTRING (12.4618322 55.7888578, 12.4622527 55.7888051)",,,,,,,
387216274,6684196181,0,347094683,False,,Parcelvej,tertiary,,5.114,"LINESTRING (12.4574322 55.7918357, 12.4574942 55.7918057)",,,,,,,
387216274,26593047,0,347094683,False,,Parcelvej,tertiary,,7.598,"LINESTRING (12.4574322 55.7918357, 12.4573486 55.7918853)",,,,,,,
387219088,2324554878,0,223574390,True,,Vejlesøvej,tertiary,50,30.688,"LINESTRING (12.4671702 55.8053736, 12.467085 55.8051018)",,,,,,,
387219088,278954594,0,607561914,False,2,Vejlesøvej,tertiary,50,76.81,"LINESTRING (12.4671702 55.8053736, 12.4673528 55.8060567)",,,,,,,
387219972,6376965245,0,26331556,False,2,Vasevej,tertiary,50,21.69,"LINESTRING (12.4459653 55.8288811, 12.4457322 55.8287365)",,,,,,,
387220173,20947566,0,26331556,False,2,Vasevej,tertiary,50,42.434,"LINESTRING (12.4378749 55.8280421, 12.4372479 55.8278951)",,,,,,,
387220173,20947565,0,26331556,False,2,Vasevej,tertiary,50,22.718,"LINESTRING (12.4378749 55.8280421, 12.4382143 55.8281156)",,,,,,,
387220275,3635958427,0,26331556,False,2,Vasevej,tertiary,50,17.185,"LINESTRING (12.4308953 55.8274203, 12.4306206 55.8274114)",,,,,,,
387220275,1973512174,0,26331556,False,2,Vasevej,tertiary,50,33.222,"LINESTRING (12.4308953 55.8274203, 12.4314271 55.8274268)",,,,,,,
387541554,261032346,0,209683077,False,2,Klausdalsbrovej,tertiary,,31.635,"LINESTRING (12.4587247 55.7459082, 12.4592251 55.7458681)",,,,,,,
387541554,4360702455,0,209683077,False,2,Klausdalsbrovej,tertiary,,21.112,"LINESTRING (12.4587247 55.7459082, 12.4583889 55.7459262)",,,,,,,
387547418,5659928530,0,623834009,False,,Gladsaxevej,tertiary,,11.863,"LINESTRING (12.4864273 55.7398871, 12.4864351 55.7397805)",,,,,,,
387547418,2725030379,0,623834009,False,,Gladsaxevej,tertiary,,9.697,"LINESTRING (12.4864273 55.7398871, 12.486387 55.7399713)",,,,,,,
387547593,2725030367,0,502443899,False,3,Gladsaxevej,tertiary,,6.635,"LINESTRING (12.4866385 55.7362915, 12.4866435 55.7362319)",,,,,,,
387547593,2725025831,0,502443899,False,3,Gladsaxevej,tertiary,,41.026,"LINESTRING (12.4866385 55.7362915, 12.486594 55.7366596)",,,,,,,
387547753,26489344,0,163788523,False,,Frederiksborgvej,tertiary,50,37.106,"LINESTRING (12.5315933 55.7194997, 12.5315937 55.7198334)",,,,,,,
387547753,17345267,0,163788523,False,,Frederiksborgvej,tertiary,50,62.194,"LINESTRING (12.5315933 55.7194997, 12.5315655 55.7189406)",,,,,,,
387625140,387625221,0,43255862,False,,Nybrovej,primary,50,71.045,"LINESTRING (12.4988847 55.7607609, 12.4997709 55.7603614)",O4,,,,,,
387625140,2027703,0,43255862,False,,Nybrovej,primary,50,24.948,"LINESTRING (12.4988847 55.7607609, 12.4985795 55.7609053)",O4,,,,,,
387625221,2103370214,0,43255862,False,,Nybrovej,primary,50,11.207,"LINESTRING (12.4997709 55.7603614, 12.499916 55.7603023)",O4,,,,,,
387625221,387625140,0,43255862,False,,Nybrovej,primary,50,71.045,"LINESTRING (12.4997709 55.7603614, 12.4988847 55.7607609)",O4,,,,,,
387625287,3921096070,0,298214336,False,,Buddingevej,tertiary,60,17.496,"LINESTRING (12.4953408 55.7601086, 12.4953344 55.7599513)",,,,,,,
387625287,4861989325,0,298214336,False,,Buddingevej,tertiary,60,16.447,"LINESTRING (12.4953408 55.7601086, 12.4953603 55.7602561)",,,,,,,
387970507,26845574,0,33860351,True,,Søborg Hovedgade,tertiary,50,8.684,"LINESTRING (12.4990724 55.7418054, 12.4991957 55.7417696)",,,,,,,
388004382,388004401,0,237236391,False,2,Gladsaxe Møllevej,tertiary,50,11.276,"LINESTRING (12.4724118 55.7433381, 12.4724143 55.7432367)",,,,,,,
388004382,2055248229,0,237236391,False,2,Gladsaxe Møllevej,tertiary,50,136.067,"LINESTRING (12.4724118 55.7433381, 12.472298 55.7445601)",,,,,,,
388004401,284157503,0,237236391,False,2,Gladsaxe Møllevej,tertiary,50,5.393,"LINESTRING (12.4724143 55.7432367, 12.4724154 55.7431882)",,,,,,,
388004401,388004382,0,237236391,False,2,Gladsaxe Møllevej,tertiary,50,11.276,"LINESTRING (12.4724143 55.7432367, 12.4724118 55.7433381)",,,,,,,
388386318,1650111747,0,496949041,False,2,Godthåbsvej,tertiary,50,77.639,"LINESTRING (12.5173165 55.6901827, 12.5184695 55.6899275)",,,,,,,
388386318,7804644,0,496949041,False,2,Godthåbsvej,tertiary,50,27.606,"LINESTRING (12.5173165 55.6901827, 12.5169164 55.6902865)",,,,,,,
388447788,268690825,0,289858843,True,2,Kongens Nytorv,primary,50,7.105,"LINESTRING (12.5863873 55.6799664, 12.5864751 55.6800068)",O2,,,,,,
388478749,1064268235,0,448963782,False,2,Vigerslev Allé,tertiary,50,16.842,"LINESTRING (12.4915809 55.6595379, 12.491357 55.6594543)",,,,,,,
388478749,1064268194,0,448963782,False,2,Vigerslev Allé,tertiary,50,11.389,"LINESTRING (12.4915809 55.6595379, 12.4917479 55.6595781)",,,,,,,
388603976,5665847400,0,450305273,False,,Bredager,residential,50,50.963,"LINESTRING (12.4432922 55.6627487, 12.4441042 55.662732)",,,,,,,
388603976,5665847399,0,450305273,False,,Bredager,residential,50,9.35,"LINESTRING (12.4432922 55.6627487, 12.4431432 55.6627514)",,,,,,,
388604156,2531413744,0,450305273,False,,Bredager,residential,50,4.58,"LINESTRING (12.4442518 55.6627296, 12.4443247 55.6627272)",,,,,,,
388604156,5665847400,0,450305273,False,,Bredager,residential,50,9.261,"LINESTRING (12.4442518 55.6627296, 12.4441042 55.662732)",,,,,,,
388605146,2531413717,0,450305273,False,,Bredager,residential,50,13.253,"LINESTRING (12.4452411 55.6627208, 12.4454524 55.6627208)",,,,,,,
388605146,5665847401,0,450305273,False,,Bredager,residential,50,8.888,"LINESTRING (12.4452411 55.6627208, 12.4450994 55.6627204)",,,,,,,
388605248,2531413715,0,450305273,False,,Bredager,residential,50,36.126,"LINESTRING (12.4462014 55.6627053, 12.4467771 55.6626951)",,,,,,,
388605248,5665847402,0,450305273,False,,Bredager,residential,50,9.299,"LINESTRING (12.4462014 55.6627053, 12.4460533 55.6627092)",,,,,,,
388605496,1333737139,0,450305273,False,,Bredager,residential,50,14.784,"LINESTRING (12.447166 55.6626887, 12.4474017 55.6626878)",,,,,,,
388605496,2531413715,0,450305273,False,,Bredager,residential,50,24.403,"LINESTRING (12.447166 55.6626887, 12.4467771 55.6626951)",,,,,,,
390083072,5768753813,0,156927858,False,4,Jyllingevej,tertiary,50,48.875,"LINESTRING (12.4831782 55.6916609, 12.4824552 55.6914962)",,,,,,,
390083072,271653109,0,156927858,False,4,Jyllingevej,tertiary,50,6.714,"LINESTRING (12.4831782 55.6916609, 12.4832781 55.6916827)",,,,,,,
390083939,273102205,0,1814472,False,,Slotsherrensvej,tertiary,50,18.839,"LINESTRING (12.4856415 55.6970365, 12.4853915 55.6971306)",,,,,,,
390083939,2342638263,0,1814472,False,,Slotsherrensvej,tertiary,50,18.308,"LINESTRING (12.4856415 55.6970365, 12.4858859 55.6969463)",,,,,,,
390115579,1357036726,0,226984945,False,2,Brostykkevej,tertiary,50,13.843,"LINESTRING (12.4989515 55.6406271, 12.4991587 55.6405844)",,,,,,,
390115579,2983016218,0,226984945,False,2,Brostykkevej,tertiary,50,7.528,"LINESTRING (12.4989515 55.6406271, 12.498833 55.6406376)",,,,,,,
390124873,2147165013,0,217807536,False,,Gammelmosevej,tertiary,50,23.009,"LINESTRING (12.4826925 55.7555053, 12.4830602 55.7555031)",,,,,,,
390124873,1296168868,0,217807536,False,,Gammelmosevej,tertiary,50,58.549,"LINESTRING (12.4826925 55.7555053, 12.4817665 55.7555809)",,,,,,,
390165867,2669861141,0,372189142,False,,Rolighedsvej,tertiary,50,103.013,"LINESTRING (12.4254802 55.8422408, 12.4259174 55.8431341)",,,,,,,
390165867,1971295630,0,372189142,False,,Rolighedsvej,tertiary,50,24.565,"LINESTRING (12.4254802 55.8422408, 12.4253642 55.8420297)",,,,,,,
390173534,2425134917,0,608367055,True,2,Ballerup Boulevard,tertiary,70,37.699,"LINESTRING (12.4137301 55.7165417, 12.413245 55.7167424)",,,,,,,
390174044,2426538517,0,608367055,True,2,Ballerup Boulevard,tertiary,70,35.468,"LINESTRING (12.4160846 55.7149919, 12.41579 55.7152643)",,,,,,,
390174049,2426538521,0,608367055,True,2,Ballerup Boulevard,tertiary,70,33.267,"LINESTRING (12.4146028 55.7160944, 12.4142219 55.7163029)",,,,,,,
390174199,2426538519,0,608367055,True,2,Ballerup Boulevard,tertiary,70,41.779,"LINESTRING (12.4154681 55.7155229, 12.4150521 55.7158166)",,,,,,,
390174658,2426538511,0,608367055,True,2,Ballerup Boulevard,tertiary,70,15.492,"LINESTRING (12.417295 55.7133872, 12.4172079 55.7135176)",,,,,,,
390174665,2426538515,0,608367055,True,2,Ballerup Boulevard,tertiary,70,44.219,"LINESTRING (12.416668 55.7143131, 12.4163825 55.7146768)",,,,,,,
390175120,2426538498,0,608367055,True,2,Ballerup Boulevard,tertiary,70,28.026,"LINESTRING (12.4194667 55.7104975, 12.4192231 55.7107089)",,,,,,,
390175251,2426538504,0,608367055,True,2,Ballerup Boulevard,tertiary,70,59.105,"LINESTRING (12.4186157 55.7113656, 12.4182356 55.7118521)",,,,,,,
390175542,2426538496,0,608367055,True,2,Ballerup Boulevard,tertiary,70,53.746,"LINESTRING (12.4204529 55.7097467, 12.4199149 55.7101232)",,,,,,,
390175624,1414620920,0,608367055,True,2,Ballerup Boulevard,tertiary,70,123.269,"LINESTRING (12.4224001 55.7085794, 12.4210437 55.7093825)",,,,,,,
390176070,2426538493,0,608367055,True,2,Ballerup Boulevard,tertiary,70,76.167,"LINESTRING (12.4239847 55.7076284, 12.4231575 55.7081304)",,,,,,,
390176738,390176070,0,608367055,True,2,Ballerup Boulevard,tertiary,70,143.47,"LINESTRING (12.4255794 55.7067024, 12.4239847 55.7076284)",,,,,,,
390176738,6669476814,0,709574137,False,,Ejby Mosevej,tertiary,50,13.816,"LINESTRING (12.4255794 55.7067024, 12.4254283 55.7066119)",,,,,,,
390177201,1170269492,0,30780234,True,,Slotsherrensvej,tertiary,60,16.156,"LINESTRING (12.4643101 55.700869, 12.4640795 55.700934)",,,,,,,
390177201,2426810203,0,687246699,False,2,Slotsherrensvej,tertiary,60,23.617,"LINESTRING (12.4643101 55.700869, 12.4646657 55.7007986)",,,,,,,
390179777,2426538460,0,4158593,False,2,Islevdalvej,tertiary,50,14.177,"LINESTRING (12.4318672 55.7043688, 12.4318472 55.7042418)",,,,,,,
390183276,2426810230,0,237111842,True,,Slotsherrensvej,tertiary,60,18.322,"LINESTRING (12.4463337 55.7022649, 12.4466104 55.7022116)",,,,,,,
390183621,3368576182,0,474883796,True,,Slotsherrensvej,tertiary,60,171.854,"LINESTRING (12.4492859 55.7018599, 12.4466813 55.7023442)",,,,,,,
390183672,390183946,0,237111842,True,,Slotsherrensvej,tertiary,60,35.108,"LINESTRING (12.4492662 55.7017272, 12.4498041 55.7016388)",,,,,,,
390183692,390183621,0,474883796,True,,Slotsherrensvej,tertiary,60,41.9,"LINESTRING (12.4499178 55.7017366, 12.4492859 55.7018599)",,,,,,,
390183946,1613993992,0,237111842,True,,Slotsherrensvej,tertiary,60,24.032,"LINESTRING (12.4498041 55.7016388, 12.4501744 55.7015825)",,,,,,,
390184554,4929316742,0,474883793,True,4,Tårnvej,tertiary,60,6.104,"LINESTRING (12.4518979 55.7014883, 12.451845 55.7014422)",,,,,,,
390184554,1170269460,0,474883796,True,,Slotsherrensvej,tertiary,60,16.364,"LINESTRING (12.4518979 55.7014883, 12.4516381 55.7015033)",,,,,,,
390184874,4929316727,0,474883794,True,,Slotsherrensvej,tertiary,60,13.821,"LINESTRING (12.4517766 55.7013829, 12.4519962 55.7013712)",,,,,,,
390184874,4929316415,0,502460963,True,4,Tårnvej,tertiary,60,11.423,"LINESTRING (12.4517766 55.7013829, 12.4516805 55.7012956)",,,,,,,
390186122,390184874,0,474883798,True,,Slotsherrensvej,tertiary,60,14.068,"LINESTRING (12.4515556 55.7014052, 12.4517766 55.7013829)",,,,,,,
390186270,3643136692,0,474883795,True,,Slotsherrensvej,tertiary,60,16.139,"LINESTRING (12.4547908 55.7013406, 12.4545341 55.7013525)",,,,,,,
390186270,390186524,0,474883797,False,,Rødovrevej,tertiary,50,12.185,"LINESTRING (12.4547908 55.7013406, 12.4548562 55.7012374)",,,,,,,
390186524,3643136688,0,332223735,True,,Slotsherrensvej,tertiary,60,18.83,"LINESTRING (12.4548562 55.7012374, 12.455156 55.7012258)",,,,,,,
390186524,390186270,0,474883797,False,,Rødovrevej,tertiary,50,12.185,"LINESTRING (12.4548562 55.7012374, 12.4547908 55.7013406)",,,,,,,
390186524,2426810207,0,475690434,False,,Rødovrevej,tertiary,50,13.485,"LINESTRING (12.4548562 55.7012374, 12.4549585 55.7011307)",,,,,,,
390187882,3196187134,0,30780234,True,,Slotsherrensvej,tertiary,60,45.629,"LINESTRING (12.4577097 55.7012207, 12.4569833 55.7012496)",,,,,,,
390188126,6946497339,0,30780234,True,,Slotsherrensvej,tertiary,60,15.324,"LINESTRING (12.4595108 55.7011581, 12.4592667 55.7011666)",,,,,,,
390188460,6946497338,0,332223735,True,,Slotsherrensvej,tertiary,60,19.651,"LINESTRING (12.45958 55.7010541, 12.4598934 55.7010476)",,,,,,,
390189322,390190843,0,332223735,True,,Slotsherrensvej,tertiary,60,42.875,"LINESTRING (12.4605231 55.7010344, 12.4612046 55.7009999)",,,,,,,
390190388,3196187131,0,30780234,True,,Slotsherrensvej,tertiary,60,46.924,"LINESTRING (12.4609132 55.7011052, 12.460166 55.7011334)",,,,,,,
390190843,4214518099,0,332223735,True,,Slotsherrensvej,tertiary,60,54.275,"LINESTRING (12.4612046 55.7009999, 12.4620695 55.7009733)",,,,,,,
390191127,390190388,0,30780234,True,,Slotsherrensvej,tertiary,60,73.626,"LINESTRING (12.4620861 55.7010655, 12.4609132 55.7011052)",,,,,,,
390192052,5335039187,0,332223735,True,,Slotsherrensvej,tertiary,60,63.889,"LINESTRING (12.4621821 55.7009646, 12.4631998 55.7009294)",,,,,,,
390193107,1170166879,0,332223735,True,,Slotsherrensvej,tertiary,60,27.632,"LINESTRING (12.4637552 55.7009082, 12.4641894 55.7008648)",,,,,,,
390194526,430994284,0,30780234,True,,Slotsherrensvej,tertiary,60,28.336,"LINESTRING (12.4637754 55.7009708, 12.4633291 55.7010119)",,,,,,,
391665641,20927649,0,3101256,False,2,Stengårds Alle,tertiary,,19.543,"LINESTRING (12.4837313 55.7560403, 12.4837114 55.7562157)",,,,,,,
391665641,2842804028,0,3101256,False,2,Stengårds Alle,tertiary,,17.548,"LINESTRING (12.4837313 55.7560403, 12.483791 55.7558861)",,,,,,,
391922434,23287514,0,2857233,False,,Hjortespringvej,tertiary,50,18.604,"LINESTRING (12.4265371 55.7437311, 12.4266328 55.7435727)",,,,,,,
391922434,23287518,0,2857233,False,,Hjortespringvej,tertiary,50,41.993,"LINESTRING (12.4265371 55.7437311, 12.4264205 55.744103)",,,,,,,
391922435,3411389610,0,2857233,False,,Hjortespringvej,tertiary,50,74.914,"LINESTRING (12.4267517 55.7433735, 12.4272862 55.7427707)",,,,,,,
391922435,1684051095,0,2857233,False,,Hjortespringvej,tertiary,50,5.245,"LINESTRING (12.4267517 55.7433735, 12.4267206 55.7434173)",,,,,,,
391963727,281069765,0,244820678,False,,Frederiksborgvej,tertiary,80,12.556,"LINESTRING (12.4138986 55.774616, 12.4140881 55.7745787)",,,,,,,
391963727,281069764,0,244820678,False,,Frederiksborgvej,tertiary,80,77.072,"LINESTRING (12.4138986 55.774616, 12.412752 55.77487)",,,,,,,
392076480,3772001941,0,1880962,False,,Åkandevej,tertiary,,8.003,"LINESTRING (12.4858312 55.7084325, 12.4858657 55.7085018)",,,,,,,
392076480,8085015,0,1880962,False,,Åkandevej,tertiary,,14.241,"LINESTRING (12.4858312 55.7084325, 12.4857416 55.7083148)",,,,,,,
392086292,4888210443,0,230297069,True,2,Stationsalleen,tertiary,50,7.217,"LINESTRING (12.4467734 55.7186724, 12.4468852 55.7186881)",,,,,,,
392086302,4919526328,0,230297069,True,2,Stationsalleen,tertiary,50,11.575,"LINESTRING (12.4470758 55.7187595, 12.4471934 55.7188398)",,,,,,,
392112968,5108329892,0,2857233,False,,Hjortespringvej,tertiary,50,28.103,"LINESTRING (12.4315412 55.7379355, 12.4317296 55.7377061)",,,,,,,
392112968,1783002771,0,2857233,False,,Hjortespringvej,tertiary,50,34.803,"LINESTRING (12.4315412 55.7379355, 12.4312949 55.7382161)",,,,,,,
392645486,1406314467,0,445220912,False,3,Lagergårdsvej,tertiary,50,60.544,"LINESTRING (12.5168176 55.7585443, 12.5159771 55.7582745)",,,,,,,
392657082,5714423771,0,7703238,False,,Søbredden,tertiary,50,26.976,"LINESTRING (12.524862 55.7532626, 12.5245276 55.7531095)",,,,,,,
392657082,6260863736,0,7703238,False,,Søbredden,tertiary,50,4.657,"LINESTRING (12.524862 55.7532626, 12.5249143 55.7532924)",,,,,,,
393138361,279074451,0,26639162,False,,Ørholmvej,tertiary,,8.936,"LINESTRING (12.504779 55.800499, 12.5047066 55.8005683)",,,,,,,
393138361,3379333600,0,339889597,False,,Ørholmvej,tertiary,,67.265,"LINESTRING (12.504779 55.800499, 12.5052903 55.7999667)",,,,,,,
393144288,277287160,0,156001808,False,2,Bredevej,tertiary,50,16.293,"LINESTRING (12.4939829 55.800174, 12.4940834 55.8000388)",,,,,,,
393144288,6544948683,0,156001808,False,2,Bredevej,tertiary,50,32.46,"LINESTRING (12.4939829 55.800174, 12.4937416 55.8004325)",,,,,,,
393190127,8324095,0,36244295,False,,Nørrebrogade,tertiary,40,53.33,"LINESTRING (12.5617321 55.6874944, 12.5610252 55.6877613)",,,,,,,
393190127,298466819,0,36244295,False,,Nørrebrogade,tertiary,40,53.734,"LINESTRING (12.5617321 55.6874944, 12.5624539 55.6872337)",,,,,,,
393195215,3861555177,0,11551215,False,,Ørholmvej,tertiary,,13.376,"LINESTRING (12.5009776 55.8015172, 12.501139 55.8014382)",,,,,,,
393195215,2027877,0,11551215,False,,Ørholmvej,tertiary,,24.825,"LINESTRING (12.5009776 55.8015172, 12.5007156 55.801685)",,,,,,,
393217166,279074451,0,11551215,False,,Ørholmvej,tertiary,,28.827,"LINESTRING (12.5044424 55.8007808, 12.5047066 55.8005683)",,,,,,,
393217166,2027873,0,11551215,False,,Ørholmvej,tertiary,,16.986,"LINESTRING (12.5044424 55.8007808, 12.504231 55.8008768)",,,,,,,
393671778,2104841173,0,502468886,False,2,Park Allé,tertiary,60,35.168,"LINESTRING (12.4196379 55.6528922, 12.4201757 55.6529814)",,,,,,,
393671778,1705618739,0,502468886,False,2,Park Allé,tertiary,60,43.381,"LINESTRING (12.4196379 55.6528922, 12.4189645 55.6528036)",,,,,,,
393786775,31822836,0,4892122,False,,,footway,,4.713,"LINESTRING (12.5855013 55.6150436, 12.5855759 55.615039)",,,,,,,
393786827,5525201640,0,481008006,False,,Kongelundsvej,tertiary,60,21.604,"LINESTRING (12.5854623 55.6157713, 12.5854277 55.615578)",,,,,,,
393786827,6888775751,0,481008006,False,,Kongelundsvej,tertiary,60,7.628,"LINESTRING (12.5854623 55.6157713, 12.5854737 55.6158396)",,,,,,,
393789013,8312019,0,481008006,False,,Kongelundsvej,tertiary,60,30.445,"LINESTRING (12.5855677 55.6163726, 12.5855171 55.6161003)",,,,,,,
393789013,4046652530,0,481008006,False,,Kongelundsvej,tertiary,60,10.629,"LINESTRING (12.5855677 55.6163726, 12.5855864 55.6164676)",,,,,,,
394235852,1099346202,0,713653154,False,,Nøragersmindevej,tertiary,50,83.107,"LINESTRING (12.5870067 55.5918566, 12.5882889 55.59204)",,,,,,,
394235852,1878443859,0,713653154,False,,Nøragersmindevej,tertiary,50,74.767,"LINESTRING (12.5870067 55.5918566, 12.585855 55.5916876)",,,,,,,
394237937,4717569132,0,237225116,False,,Kongelundsvej,tertiary,60,72.556,"LINESTRING (12.581512 55.5923092, 12.5813842 55.5916607)",,,,,,,
394237937,281722672,0,237225116,False,,Kongelundsvej,tertiary,60,99.581,"LINESTRING (12.581512 55.5923092, 12.5816663 55.5932005)",,,,,,,
394279943,5590202796,0,42718823,False,2,Løjtegårdsvej,tertiary,,12.46,"LINESTRING (12.5899835 55.6220462, 12.5897972 55.6220076)",,,,,,,
394279943,5590202813,0,42718823,False,2,Løjtegårdsvej,tertiary,,14.7,"LINESTRING (12.5899835 55.6220462, 12.5902058 55.6220877)",,,,,,,
394312899,394313731,0,237355240,False,2,Pile Alle,tertiary,50,33.073,"LINESTRING (12.5304637 55.6684426, 12.5303772 55.6681492)",,,,,,,
394312899,1630078155,0,237355240,False,2,Pile Alle,tertiary,50,54.422,"LINESTRING (12.5304637 55.6684426, 12.5305961 55.6689263)",,,,,,,
394313731,1043954424,0,237355240,False,2,Pile Alle,tertiary,50,22.713,"LINESTRING (12.5303772 55.6681492, 12.5303137 55.6679481)",,,,,,,
394313731,394312899,0,237355240,False,2,Pile Alle,tertiary,50,33.073,"LINESTRING (12.5303772 55.6681492, 12.5304637 55.6684426)",,,,,,,
394318287,1330763143,0,237355240,False,2,Pile Alle,tertiary,50,6.425,"LINESTRING (12.530255 55.6678621, 12.5302096 55.6678103)",,,,,,,
394318287,1043954424,0,237355240,False,2,Pile Alle,tertiary,50,10.247,"LINESTRING (12.530255 55.6678621, 12.5303137 55.6679481)",,,,,,,
394344304,3635434006,0,24776737,False,,Ørnegårdsvej,residential,,54.434,"LINESTRING (12.5201116 55.7613641, 12.5208542 55.761109)",,,,,,,
394344304,27490756,0,24776737,False,,Ørnegårdsvej,residential,,15.669,"LINESTRING (12.5201116 55.7613641, 12.5198835 55.7614223)",,,,,,,
394370637,394372711,0,131391830,False,,Brogårdsvej,tertiary,50,16.934,"LINESTRING (12.5402887 55.7533943, 12.5405502 55.7533551)",,,,,,,
394370637,28323781,0,131391830,False,,Brogårdsvej,tertiary,50,48.218,"LINESTRING (12.5402887 55.7533943, 12.5395355 55.7534858)",,,,,,,
394372711,4169262770,0,131391830,False,,Brogårdsvej,tertiary,50,12.919,"LINESTRING (12.5405502 55.7533551, 12.540742 55.7533121)",,,,,,,
394372711,394370637,0,131391830,False,,Brogårdsvej,tertiary,50,16.934,"LINESTRING (12.5405502 55.7533551, 12.5402887 55.7533943)",,,,,,,
394378308,6260863706,0,360152767,False,,Ved Stadion,tertiary,50,5.293,"LINESTRING (12.5288186 55.754888, 12.528832 55.754841)",,,,,,,
