u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,bridge,ref,service,junction,width,access,tunnel
2057911908,1756138307,0,554301856,False,Hørkær,unclassified,40,22.894,"LINESTRING (12.4377537 55.7187613, 12.4378044 55.7189652)",,,,,,,,
2057911908,3466466192,0,554301856,False,Hørkær,unclassified,40,19.214,"LINESTRING (12.4377537 55.7187613, 12.4376941 55.7185918)",,,,,,,,
2057911910,5630293820,0,554301856,False,Hørkær,unclassified,40,1.82,"LINESTRING (12.4376233 55.7184281, 12.4376302 55.718444)",,,,,,,,
2057911910,252722657,0,554301856,False,Hørkær,unclassified,40,15.364,"LINESTRING (12.4376233 55.7184281, 12.4375664 55.7182937)",,,,,,,,
2057911918,252722660,0,554301856,False,Hørkær,unclassified,40,45.907,"LINESTRING (12.4376305 55.7196537, 12.4369085 55.7197249)",,,,,,,,
2057911918,252712247,0,554301856,False,Hørkær,unclassified,40,7.902,"LINESTRING (12.4376305 55.7196537, 12.4377324 55.7196118)",,,,,,,,
2060768025,1777435172,0,23167901,False,Horsedammen,unclassified,50,31.149,"LINESTRING (12.428127 55.6631342, 12.4286236 55.6631307)",,,,,,,,
2060768025,250430904,0,23167901,False,Horsedammen,unclassified,50,86.68,"LINESTRING (12.428127 55.6631342, 12.4267451 55.663144)",,,,,,,,
2066245919,17396225,0,196276852,False,Englandsvej,tertiary,50,11.752,"LINESTRING (12.5997862 55.6385843, 12.5997458 55.6386875)",,,,,,,,
2081560670,289309183,0,271707482,False,Vangeboled,residential,50,11.638,"LINESTRING (12.5104806 55.808641, 12.5104939 55.8085366)",,,,,,,,
2081560670,2081560677,0,271707482,False,Vangeboled,residential,50,11.862,"LINESTRING (12.5104806 55.808641, 12.5105019 55.808747)",,,,,,,,
2081560677,2481122859,0,26406830,False,Vangeboled,residential,50,10.436,"LINESTRING (12.5105019 55.808747, 12.5105375 55.8088387)",2,,,,,,,
2081560677,2081560670,0,271707482,False,Vangeboled,residential,50,11.862,"LINESTRING (12.5105019 55.808747, 12.5104806 55.808641)",,,,,,,,
2081560696,289309179,0,26406830,False,Vangeboled,residential,50,7.744,"LINESTRING (12.5107601 55.8093627, 12.5107756 55.8092936)",2,,,,,,,
2081560696,2081560697,0,26406830,False,Vangeboled,residential,50,7.382,"LINESTRING (12.5107601 55.8093627, 12.5107245 55.809426)",2,,,,,,,
2081560697,2081560696,0,26406830,False,Vangeboled,residential,50,7.382,"LINESTRING (12.5107245 55.809426, 12.5107601 55.8093627)",2,,,,,,,
2081560697,393103482,0,26406830,False,Vangeboled,residential,50,7.089,"LINESTRING (12.5107245 55.809426, 12.5106737 55.809483)",2,,,,,,,
2081560707,279915140,0,25502325,False,Attemosevej,tertiary,50,14.997,"LINESTRING (12.5092558 55.8104886, 12.509198 55.8106195)",,,,,,,,
2081560707,277890499,0,25502325,False,Attemosevej,tertiary,50,12.603,"LINESTRING (12.5092558 55.8104886, 12.5093368 55.8103848)",,,,,,,,
2085155224,3787560161,0,25717347,False,Skolebakken,residential,,4.106,"LINESTRING (12.4606168 55.7895488, 12.4606014 55.7895847)",,,,,,,,
2085155224,6684199616,0,25717347,False,Skolebakken,residential,,69.039,"LINESTRING (12.4606168 55.7895488, 12.4608755 55.7889452)",,,,,,,,
2085155286,27564987,0,4496463,False,Furesø Parkvej,tertiary,,6.666,"LINESTRING (12.4477998 55.7908618, 12.4477046 55.7908888)",,,,,,,,
2085155286,27564990,0,4496463,False,Furesø Parkvej,tertiary,,6.427,"LINESTRING (12.4477998 55.7908618, 12.4479026 55.7908618)",,,,,,,,
2085155295,27564942,0,4496463,False,Furesø Parkvej,tertiary,,15.9,"LINESTRING (12.4516177 55.7914097, 12.4513651 55.791393)",,,,,,,,
2085155295,27564936,0,4496463,False,Furesø Parkvej,tertiary,,28.657,"LINESTRING (12.4516177 55.7914097, 12.452076 55.7914152)",,,,,,,,
2085155297,2085155299,0,25717347,False,Skolebakken,residential,,11.475,"LINESTRING (12.4597847 55.7915088, 12.4598169 55.7916104)",,,,,,,,
2085155297,280410348,0,25717347,False,Skolebakken,residential,,12.954,"LINESTRING (12.4597847 55.7915088, 12.4598057 55.7913929)",,,,,,,,
2085155299,280410349,0,25717347,False,Skolebakken,residential,,12.324,"LINESTRING (12.4598169 55.7916104, 12.4598936 55.7917125)",,,,,,,,
2085155299,2085155297,0,25717347,False,Skolebakken,residential,,11.475,"LINESTRING (12.4598169 55.7916104, 12.4597847 55.7915088)",,,,,,,,
2085155314,280409880,0,25717347,False,Skolebakken,residential,,23.294,"LINESTRING (12.4615046 55.7929064, 12.4618019 55.7930327)",,,,,,,,
2085155314,280410351,0,25717347,False,Skolebakken,residential,,20.065,"LINESTRING (12.4615046 55.7929064, 12.4612833 55.7927757)",,,,,,,,
2085155321,280409883,0,25717347,False,Skolebakken,residential,,23.507,"LINESTRING (12.4624744 55.7932479, 12.4628286 55.7933189)",,,,,,,,
2085155321,280410352,0,25717347,False,Skolebakken,residential,,22.367,"LINESTRING (12.4624744 55.7932479, 12.4621524 55.7931602)",,,,,,,,
2085504892,1275530463,0,25590301,False,Lavendelhaven,residential,,17.628,"LINESTRING (12.482331 55.7867782, 12.4822004 55.7866377)",,,,,,,,
2085504892,2085504902,0,25590301,False,Lavendelhaven,residential,,34.222,"LINESTRING (12.482331 55.7867782, 12.4825806 55.7870521)",,,,,,,,
2085504902,2085504892,0,25590301,False,Lavendelhaven,residential,,34.222,"LINESTRING (12.4825806 55.7870521, 12.482331 55.7867782)",,,,,,,,
2085504902,278953264,0,25590301,False,Lavendelhaven,residential,,12.351,"LINESTRING (12.4825806 55.7870521, 12.4826666 55.7871521)",,,,,,,,
2085504924,3328238638,0,25590301,False,Lavendelhaven,residential,,69.052,"LINESTRING (12.4827213 55.7885496, 12.4826421 55.7879302)",,,,,,,,
2085504924,3324159143,0,25590301,False,Lavendelhaven,residential,,2.293,"LINESTRING (12.4827213 55.7885496, 12.482723 55.7885702)",,,,,,,,
2090465383,4892312330,0,497270687,False,Ordrupvej,tertiary,50,214.633,"LINESTRING (12.5849466 55.7680907, 12.5838713 55.7662577)",2,,,,,,,
2090465385,7036155463,0,595806874,False,Hvidørevej,tertiary,50,81.05,"LINESTRING (12.5879889 55.7683926, 12.5892846 55.7683882)",2,,,,,,,
2090465385,25322280,0,595806874,False,Hvidørevej,tertiary,50,39.65,"LINESTRING (12.5879889 55.7683926, 12.5873551 55.7683868)",2,,,,,,,
2090465577,278564786,0,4327750,False,Dyrehavevej,tertiary,,22.703,"LINESTRING (12.5880065 55.7802352, 12.588364 55.7802708)",,,,,,,,
2090465577,26327138,0,4327750,False,Dyrehavevej,tertiary,,38.912,"LINESTRING (12.5880065 55.7802352, 12.5874097 55.7801361)",,,,,,,,
2090465578,7305510,0,225942485,False,Dyrehavevej,tertiary,,39.289,"LINESTRING (12.5886872 55.7802727, 12.5893123 55.7802371)",,,,,,,,
2090465578,278564786,0,225942485,False,Dyrehavevej,tertiary,,20.212,"LINESTRING (12.5886872 55.7802727, 12.588364 55.7802708)",,,,,,,,
2090735154,26321598,0,497270687,False,Ordrupvej,tertiary,50,31.485,"LINESTRING (12.5815921 55.7648596, 12.5819809 55.7650394)",2,,,,,,,
2090735154,26321597,0,497270687,False,Ordrupvej,tertiary,50,62.171,"LINESTRING (12.5815921 55.7648596, 12.5808243 55.7645046)",2,,,,,,,
2090735172,5049170474,0,497270687,False,Ordrupvej,tertiary,50,1.691,"LINESTRING (12.583307 55.7656906, 12.5833224 55.7657031)",2,,,,,,,
2090735172,4246034710,0,497270687,False,Ordrupvej,tertiary,50,3.226,"LINESTRING (12.583307 55.7656906, 12.5832705 55.7656701)",2,,,,,,,
2090735193,26321604,0,497270687,False,Ordrupvej,tertiary,50,22.807,"LINESTRING (12.5837132 55.7660442, 12.5838565 55.7662328)",2,,,,,,,
2090735193,5049170477,0,497270687,False,Ordrupvej,tertiary,50,15.364,"LINESTRING (12.5837132 55.7660442, 12.583589 55.765925)",2,,,,,,,
2119882519,286715779,0,745263234,False,Borgervænget,residential,50,4.658,"LINESTRING (12.5649155 55.7147122, 12.5649544 55.7147479)",,,,,,,,
2119882519,268100819,0,745263234,False,Borgervænget,residential,50,24.133,"LINESTRING (12.5649155 55.7147122, 12.5645801 55.7146054)",,,,,,,,
2119882523,6190862048,0,679005630,False,Borgervænget,residential,,2.064,"LINESTRING (12.5644478 55.7156036, 12.5644279 55.7156184)",,,,,,,,
2119882523,6190862043,0,679005630,False,Borgervænget,residential,,12.987,"LINESTRING (12.5644478 55.7156036, 12.5645325 55.715497)",,,,,,,,
2160794873,1801697736,0,744356309,False,Backersvej,tertiary,50,38.52,"LINESTRING (12.62207 55.6556771, 12.6217869 55.6559845)",2,,,,,,,
2160794873,20849638,0,744356309,False,Backersvej,tertiary,50,78.427,"LINESTRING (12.62207 55.6556771, 12.6226463 55.6550512)",2,,,,,,,
2206848520,17207400,0,497234208,False,Øresundsvej,tertiary,50,16.706,"LINESTRING (12.6314952 55.6621963, 12.6317563 55.662226)",3,,,,,,,
2206848520,1579405469,0,497234208,False,Øresundsvej,tertiary,50,6.95,"LINESTRING (12.6314952 55.6621963, 12.6313867 55.6621836)",3,,,,,,,
2207188977,1064928887,0,87576620,False,Retortvej,tertiary,50,7.643,"LINESTRING (12.5030682 55.6512067, 12.503053 55.6512749)",,,,,,,,
2207188977,18165892,0,87576620,False,Retortvej,tertiary,50,11.133,"LINESTRING (12.5030682 55.6512067, 12.5030374 55.6511081)",,,,,,,,
2223222187,4530224778,0,251434114,False,Borgmester Ib Juuls Vej,service,,82.565,"LINESTRING (12.4416495 55.7333347, 12.4403308 55.7333419)",,,,,,,,
2223222187,2223222219,0,251434114,False,Borgmester Ib Juuls Vej,service,,18.138,"LINESTRING (12.4416495 55.7333347, 12.4419392 55.7333332)",,,,,,,,
2223222198,2223222213,0,251434114,False,Borgmester Ib Juuls Vej,service,,18.646,"LINESTRING (12.442532 55.7333299, 12.4422342 55.7333316)",,,,,,,,
2223222198,2223222262,0,251434114,False,Borgmester Ib Juuls Vej,service,,17.8,"LINESTRING (12.442532 55.7333299, 12.4428163 55.7333284)",,,,,,,,
2223222213,2223222219,0,251434114,False,Borgmester Ib Juuls Vej,service,,18.47,"LINESTRING (12.4422342 55.7333316, 12.4419392 55.7333332)",,,,,,,,
2223222213,2223222198,0,251434114,False,Borgmester Ib Juuls Vej,service,,18.646,"LINESTRING (12.4422342 55.7333316, 12.442532 55.7333299)",,,,,,,,
2223222219,2223222187,0,251434114,False,Borgmester Ib Juuls Vej,service,,18.138,"LINESTRING (12.4419392 55.7333332, 12.4416495 55.7333347)",,,,,,,,
2223222219,2223222213,0,251434114,False,Borgmester Ib Juuls Vej,service,,18.47,"LINESTRING (12.4419392 55.7333332, 12.4422342 55.7333316)",,,,,,,,
2223222262,2223222198,0,251434114,False,Borgmester Ib Juuls Vej,service,,17.8,"LINESTRING (12.4428163 55.7333284, 12.442532 55.7333299)",,,,,,,,
2223222262,4218891070,0,251434114,False,Borgmester Ib Juuls Vej,service,,2.93,"LINESTRING (12.4428163 55.7333284, 12.4428631 55.7333281)",,,,,,,,
2223222271,4218891070,0,251434114,False,Borgmester Ib Juuls Vej,service,,52.994,"LINESTRING (12.4437095 55.7333236, 12.4428631 55.7333281)",,,,,,,,
2223222271,1585980733,0,251434114,False,Borgmester Ib Juuls Vej,service,,18.896,"LINESTRING (12.4437095 55.7333236, 12.4440113 55.7333219)",,,,,,,,
2223222297,1585980733,0,251434114,False,Borgmester Ib Juuls Vej,service,,14.689,"LINESTRING (12.4442459 55.7333206, 12.4440113 55.7333219)",,,,,,,,
2223222297,2223222327,0,251434114,False,Borgmester Ib Juuls Vej,service,,19.998,"LINESTRING (12.4442459 55.7333206, 12.4445653 55.7333189)",,,,,,,,
2223222304,2223222327,0,251434114,False,Borgmester Ib Juuls Vej,service,,19.641,"LINESTRING (12.444879 55.7333172, 12.4445653 55.7333189)",,,,,,,,
2223222304,2830764986,0,251434114,False,Borgmester Ib Juuls Vej,service,,12.034,"LINESTRING (12.444879 55.7333172, 12.4450712 55.7333162)",,,,,,,,
2223222327,2223222297,0,251434114,False,Borgmester Ib Juuls Vej,service,,19.998,"LINESTRING (12.4445653 55.7333189, 12.4442459 55.7333206)",,,,,,,,
2223222327,2223222304,0,251434114,False,Borgmester Ib Juuls Vej,service,,19.641,"LINESTRING (12.4445653 55.7333189, 12.444879 55.7333172)",,,,,,,,
2226196753,24490822,0,4187280,False,Rebæk Søpark,residential,40,16.303,"LINESTRING (12.4569206 55.6641818, 12.4569309 55.6643283)",2,,,,,,,
2226196753,3711181264,0,4187280,False,Rebæk Søpark,residential,40,46.75,"LINESTRING (12.4569206 55.6641818, 12.456891 55.6637617)",2,,,,,,,
2246052840,4527842174,0,251434114,False,Borgmester Ib Juuls Vej,service,,18.67,"LINESTRING (12.4401003 55.7333435, 12.4398021 55.7333447)",,,,,,,,
2246052840,4530224778,0,251434114,False,Borgmester Ib Juuls Vej,service,,14.432,"LINESTRING (12.4401003 55.7333435, 12.4403308 55.7333419)",,,,,,,,
2283747717,296206813,0,532535375,False,Nordre Frihavnsgade,tertiary,50,9.944,"LINESTRING (12.5876096 55.7033972, 12.5877663 55.7034114)",,,,,,,,
2283747717,4404424561,0,532535375,False,Nordre Frihavnsgade,tertiary,50,116.485,"LINESTRING (12.5876096 55.7033972, 12.5857742 55.7032304)",,,,,,,,
2292875763,6013712904,0,3993236,False,Nordsøvej,unclassified,50,237.157,"LINESTRING (12.618597 55.717861, 12.6150512 55.7186093)",,,,,,,,
2292875763,1041202721,0,3993236,False,Nordsøvej,unclassified,50,41.492,"LINESTRING (12.618597 55.717861, 12.6192105 55.7177202)",,,,,,,,
2300215252,4888246709,0,641461866,False,Øresundsvej,tertiary,50,42.637,"LINESTRING (12.630427 55.6620771, 12.631094 55.6621511)",2,,,,,,,
2300215252,790120751,0,641461866,False,Øresundsvej,tertiary,50,32.437,"LINESTRING (12.630427 55.6620771, 12.6299209 55.6620171)",2,,,,,,,
2305619283,252733119,0,230545640,False,Rytmevej,residential,50,5.025,"LINESTRING (12.4571926 55.7167715, 12.4571363 55.7167393)",2,,,,,,,
2305619283,401022558,0,230545640,False,Rytmevej,residential,50,8.44,"LINESTRING (12.4571926 55.7167715, 12.4572756 55.7168313)",2,,,,,,,
2314556726,5534115963,0,83845461,False,Guldbergsgade,residential,50,8.541,"LINESTRING (12.5533302 55.6972611, 12.5532924 55.6971873)",,,,,,,,
2314556726,8233764,0,83845461,False,Guldbergsgade,residential,50,12.318,"LINESTRING (12.5533302 55.6972611, 12.5534295 55.6973567)",,,,,,,,
2318241614,31465042,0,4873223,False,Vilhelm Lauritzens Allé,residential,,25.929,"LINESTRING (12.6284306 55.6206019, 12.6288378 55.6206407)",2,,,,,,,
2318241614,5593848212,0,4873223,False,Vilhelm Lauritzens Allé,residential,,69.026,"LINESTRING (12.6284306 55.6206019, 12.6273484 55.6204927)",2,,,,,,,
2324554820,199223924,0,223574388,True,Grønnevej,tertiary,50,36.809,"LINESTRING (12.4686598 55.802358, 12.4684112 55.8026581)",,,,,,,,
2324554820,199223923,0,682318175,False,Grønnevej,tertiary,50,9.924,"LINESTRING (12.4686598 55.802358, 12.4687208 55.8022756)",2,,,,,,,
2324554823,2324554820,0,223574389,True,Grønnevej,tertiary,50,23.161,"LINESTRING (12.4684513 55.8025302, 12.4686598 55.802358)",,,,,,,,
2324554824,2324554823,0,223574389,True,Grønnevej,tertiary,50,21.124,"LINESTRING (12.4682768 55.8026929, 12.4684513 55.8025302)",,,,,,,,
2324554828,2324554824,0,223574389,True,Grønnevej,tertiary,50,21.539,"LINESTRING (12.4680895 55.8028555, 12.4682768 55.8026929)",,,,,,,,
2324554829,2324554828,0,223574389,True,Grønnevej,tertiary,50,10.141,"LINESTRING (12.4680066 55.8029339, 12.4680895 55.8028555)",,,,,,,,
2324554831,2324554829,0,223574389,True,Grønnevej,tertiary,50,14.756,"LINESTRING (12.4679405 55.8030613, 12.4680066 55.8029339)",,,,,,,,
2324554832,2324554831,0,223574389,True,Grønnevej,tertiary,50,30.322,"LINESTRING (12.4678298 55.8033268, 12.4679405 55.8030613)",,,,,,,,
2324554858,199223929,0,223574386,True,Grønnevej,tertiary,50,22.95,"LINESTRING (12.4672531 55.8045636, 12.4671786 55.8047657)",,,,,,,,
2327433451,2327433452,0,87325152,True,Borgergade,residential,50,2.957,"LINESTRING (12.5889331 55.6880686, 12.5889534 55.6880926)",,,,,,,,
2327433452,8084561,0,87325152,True,Borgergade,residential,50,35.517,"LINESTRING (12.5889534 55.6880926, 12.5891966 55.6883811)",,,,,,,,
2343711871,1327885548,0,133488220,False,Horsedammen,unclassified,40,5.012,"LINESTRING (12.4322936 55.6631279, 12.4323735 55.6631273)",,,,,,,,
2343711871,1777435168,0,133488220,False,Horsedammen,unclassified,40,9.309,"LINESTRING (12.4322936 55.6631279, 12.4321452 55.6631291)",,,,,,,,
2343711874,286911547,0,133488207,False,Horsedammen,unclassified,40,36.186,"LINESTRING (12.4333193 55.6626369, 12.4336035 55.6623537)",,,,,,,,
2343711874,1777435167,0,133488207,False,Horsedammen,unclassified,40,10.618,"LINESTRING (12.4333193 55.6626369, 12.4332359 55.66272)",,,,,,,,
2343907608,4527842174,0,251434114,False,Borgmester Ib Juuls Vej,service,,4.189,"LINESTRING (12.4397352 55.7333451, 12.4398021 55.7333447)",,,,,,,,
2352201257,278387483,0,158185848,False,Islevhusvej,tertiary,50,55.192,"LINESTRING (12.4715705 55.7115251, 12.4707868 55.7112983)",4,,,,,,,
2352201257,2352201260,0,237211375,False,Islevhusvej,tertiary,50,58.267,"LINESTRING (12.4715705 55.7115251, 12.4724142 55.7117457)",4,,,,,,,
2352201260,30891694,0,237211375,False,Islevhusvej,tertiary,50,20.184,"LINESTRING (12.4724142 55.7117457, 12.4727029 55.7118263)",4,,,,,,,
2352201260,2352201257,0,237211375,False,Islevhusvej,tertiary,50,58.267,"LINESTRING (12.4724142 55.7117457, 12.4715705 55.7115251)",4,,,,,,,
2352628922,1787100924,0,4119358,False,Brøndby Nord Vej,tertiary,50,13.956,"LINESTRING (12.4307412 55.6678418, 12.4305203 55.6678266)",,,,,,,,
2352628922,1789609010,0,4119358,False,Brøndby Nord Vej,tertiary,50,31.609,"LINESTRING (12.4307412 55.6678418, 12.4312415 55.6678763)",,,,,,,,
2352628925,1789916148,0,4119358,False,Brøndby Nord Vej,tertiary,50,16.169,"LINESTRING (12.4353044 55.6682065, 12.4350531 55.668174)",,,,,,,,
2352628925,2352628936,0,4119358,False,Brøndby Nord Vej,tertiary,50,39.547,"LINESTRING (12.4353044 55.6682065, 12.4359092 55.6683072)",,,,,,,,
2352628928,286910698,0,4119358,False,Brøndby Nord Vej,tertiary,50,64.879,"LINESTRING (12.433167 55.6680091, 12.4321401 55.6679383)",,,,,,,,
2352628928,286910828,0,4119358,False,Brøndby Nord Vej,tertiary,50,33.604,"LINESTRING (12.433167 55.6680091, 12.4336989 55.6680457)",,,,,,,,
2352628930,286910637,0,4119358,False,Brøndby Nord Vej,tertiary,50,13.022,"LINESTRING (12.4281865 55.6676821, 12.4279793 55.6676745)",,,,,,,,
2352628930,1789609017,0,4119358,False,Brøndby Nord Vej,tertiary,50,11.909,"LINESTRING (12.4281865 55.6676821, 12.4283762 55.667687)",,,,,,,,
2352628931,278503217,0,4119358,False,Brøndby Nord Vej,tertiary,50,17.462,"LINESTRING (12.4318986 55.6679216, 12.4316222 55.6679026)",,,,,,,,
2352628931,286910698,0,4119358,False,Brøndby Nord Vej,tertiary,50,15.259,"LINESTRING (12.4318986 55.6679216, 12.4321401 55.6679383)",,,,,,,,
2352628934,1789609017,0,4119358,False,Brøndby Nord Vej,tertiary,50,64.961,"LINESTRING (12.4294062 55.667749, 12.4283762 55.667687)",,,,,,,,
2352628934,5713666889,0,4119358,False,Brøndby Nord Vej,tertiary,50,8.647,"LINESTRING (12.4294062 55.667749, 12.429543 55.6677587)",,,,,,,,
2352628935,393676058,0,4119358,False,Brøndby Nord Vej,tertiary,50,10.574,"LINESTRING (12.4343984 55.668102, 12.4342336 55.6680819)",,,,,,,,
2352628935,1789608950,0,4119358,False,Brøndby Nord Vej,tertiary,50,13.769,"LINESTRING (12.4343984 55.668102, 12.4346159 55.6681189)",,,,,,,,
2352628936,2352628925,0,4119358,False,Brøndby Nord Vej,tertiary,50,39.547,"LINESTRING (12.4359092 55.6683072, 12.4353044 55.6682065)",,,,,,,,
2352628936,22527674,0,4119358,False,Brøndby Nord Vej,tertiary,50,14.961,"LINESTRING (12.4359092 55.6683072, 12.436142 55.6683366)",,,,,,,,
2353702525,25902648,0,4290651,True,Stokhusgade,residential,,119.134,"LINESTRING (12.5821018 55.6891617, 12.5838268 55.6887118)",1,,,,,,,
2356235450,107208102,0,228614595,False,Hartkornsvej,tertiary,50,6.649,"LINESTRING (12.6349337 55.5908026, 12.6348287 55.5907952)",2,,,,,,,
2356235450,280174758,0,228614595,False,Hartkornsvej,tertiary,50,214.322,"LINESTRING (12.6349337 55.5908026, 12.6382486 55.5903488)",2,,,,,,,
2356359267,2372774909,0,228614591,True,Hartkornsvej,tertiary,50,11.952,"LINESTRING (12.658056 55.5947998, 12.6580774 55.5949066)",,,,,,,,
2356377829,30562411,0,228614594,True,Hartkornsvej,tertiary,50,10.603,"LINESTRING (12.6579717 55.5950078, 12.6579444 55.5949137)",,,,,,,,
2362353051,1501015831,0,133488220,False,Horsedammen,unclassified,40,2.509,"LINESTRING (12.4299798 55.6631336, 12.4300198 55.663134)",,,,,,,,
2362353051,1469215171,0,133488220,False,Horsedammen,unclassified,40,8.299,"LINESTRING (12.4299798 55.6631336, 12.4298475 55.6631324)",,,,,,,,
2372774904,2356359267,0,228614591,True,Hartkornsvej,tertiary,50,1.91,"LINESTRING (12.6580482 55.5947832, 12.658056 55.5947998)",,,,,,,,
2372774907,2372774915,0,235696797,True,Hartkornsvej,tertiary,50,39.013,"LINESTRING (12.658096 55.5950102, 12.6580682 55.5953607)",,,,,,,,
2372774908,2372774904,0,228614591,True,Hartkornsvej,tertiary,50,21.201,"LINESTRING (12.6579624 55.5945988, 12.6580482 55.5947832)",,,,,,,,
2372774908,456198266,0,228614595,False,Hartkornsvej,tertiary,50,77.139,"LINESTRING (12.6579624 55.5945988, 12.6578758 55.5939068)",2,,,,,,,
2372774909,2372774907,0,235696797,True,Hartkornsvej,tertiary,50,11.579,"LINESTRING (12.6580774 55.5949066, 12.658096 55.5950102)",,,,,,,,
2372774910,2372774908,0,235696800,True,Hartkornsvej,tertiary,50,22.196,"LINESTRING (12.6579136 55.5947965, 12.6579624 55.5945988)",,,,,,,,
2372774915,30562424,0,11917653,False,Hartkornsvej,tertiary,50,44.991,"LINESTRING (12.6580682 55.5953607, 12.658132 55.5957637)",,,,,,,,
2372774915,3700718619,0,228614594,True,Hartkornsvej,tertiary,50,35.362,"LINESTRING (12.6580682 55.5953607, 12.6579758 55.595047)",,,,,,,,
2372774917,2356377829,0,228614594,True,Hartkornsvej,tertiary,50,2.215,"LINESTRING (12.6579701 55.5950277, 12.6579717 55.5950078)",,,,,,,,
2378150438,2378150442,0,229190453,True,Øster Voldgade,tertiary,50,16.335,"LINESTRING (12.5881325 55.6913432, 12.5882931 55.6914589)",2,,,,,,,
2378150445,2378150441,0,229190451,True,Folke Bernadottes Allé,primary,50,16.381,"LINESTRING (12.5881917 55.6915512, 12.5880238 55.6914383)",2,,O2,,,,,
2384186585,26689976,0,150071464,False,Randrupvej,tertiary,50,15.776,"LINESTRING (12.4686643 55.6720791, 12.4685085 55.6721905)",,,,,,,,
2384186585,2021945289,0,150071464,False,Randrupvej,tertiary,50,96.227,"LINESTRING (12.4686643 55.6720791, 12.4696148 55.6713997)",,,,,,,,
2384186590,3641478273,0,4810536,False,Veronikavej,tertiary,50,26.277,"LINESTRING (12.468229 55.6723794, 12.4679617 55.6725614)",,,,,,,,
2384186590,30889839,0,4810536,False,Veronikavej,tertiary,50,16.132,"LINESTRING (12.468229 55.6723794, 12.4683959 55.672269)",,,,,,,,
2411743253,7235677,0,161862400,False,Englandsvej,tertiary,50,35.448,"LINESTRING (12.5979633 55.6481119, 12.597932 55.6477936)",,,,,,,,
2411743253,6888720763,0,161862400,False,Englandsvej,tertiary,50,12.542,"LINESTRING (12.5979633 55.6481119, 12.5979998 55.6482228)",,,,,,,,
2411743261,7235679,0,161101709,False,Englandsvej,tertiary,50,19.197,"LINESTRING (12.6024109 55.6530316, 12.6022964 55.6528715)",,,,,,,,
2411743261,8321022,0,161101709,False,Englandsvej,tertiary,50,24.256,"LINESTRING (12.6024109 55.6530316, 12.602461 55.6532479)",,,,,,,,
2411743262,8321022,0,161101709,False,Englandsvej,tertiary,50,53.318,"LINESTRING (12.6026015 55.6537208, 12.602461 55.6532479)",,,,,,,,
2411743262,5275812487,0,161101709,False,Englandsvej,tertiary,50,7.573,"LINESTRING (12.6026015 55.6537208, 12.6026291 55.6537871)",,,,,,,,
2450774399,280410351,0,25717347,False,Skolebakken,residential,,14.674,"LINESTRING (12.4611348 55.7926735, 12.4612833 55.7927757)",,,,,,,,
2450774399,280410349,0,25717347,False,Skolebakken,residential,,132.058,"LINESTRING (12.4611348 55.7926735, 12.4598936 55.7917125)",,,,,,,,
2463217809,104688092,0,11699295,True,,tertiary,40,2.447,"LINESTRING (12.4650984 55.6286253, 12.4651037 55.6286035)",1,,,,roundabout,,,
2463217814,2463217809,0,11699295,True,,tertiary,40,2.455,"LINESTRING (12.4651033 55.6286472, 12.4650984 55.6286253)",1,,,,roundabout,,,
2463217815,2463217821,0,11699295,True,,tertiary,40,2.452,"LINESTRING (12.4651718 55.6286991, 12.4651412 55.6286854)",1,,,,roundabout,,,
2463217816,104688114,0,11699295,True,,tertiary,40,3.345,"LINESTRING (12.4653583 55.6285662, 12.4653882 55.6285911)",1,,,,roundabout,,,
2463217818,104688125,0,11699295,True,,tertiary,40,3.687,"LINESTRING (12.4652662 55.6287108, 12.4652077 55.6287079)",1,,,,roundabout,,,
2463217819,104688120,0,11699295,True,,tertiary,40,3.358,"LINESTRING (12.465401 55.6286204, 12.4653949 55.6286504)",1,,,,roundabout,,,
2463217820,2463217828,0,11699295,True,,tertiary,40,3.303,"LINESTRING (12.4651262 55.6285765, 12.4651636 55.6285556)",1,,,,roundabout,,,
2463217821,104688129,0,11699295,True,,tertiary,40,2.456,"LINESTRING (12.4651412 55.6286854, 12.4651178 55.6286677)",1,,,,roundabout,,,
2463217822,104688124,0,11699295,True,,tertiary,40,3.684,"LINESTRING (12.4653674 55.6286797, 12.4653223 55.6287009)",1,,,,roundabout,,,
2463217823,104688108,0,11699295,True,,tertiary,40,3.308,"LINESTRING (12.4652641 55.6285407, 12.4653149 55.6285486)",1,,,,roundabout,,,
2463217828,104688102,0,11699295,True,,tertiary,40,3.313,"LINESTRING (12.4651636 55.6285556, 12.4652115 55.6285431)",1,,,,roundabout,,,
2481122859,2081560677,0,26406830,False,Vangeboled,residential,50,10.436,"LINESTRING (12.5105375 55.8088387, 12.5105019 55.808747)",2,,,,,,,
2481122859,2481122886,0,26406830,False,Vangeboled,residential,50,23.852,"LINESTRING (12.5105375 55.8088387, 12.5106713 55.8090396)",2,,,,,,,
2481122886,2481122859,0,26406830,False,Vangeboled,residential,50,23.852,"LINESTRING (12.5106713 55.8090396, 12.5105375 55.8088387)",2,,,,,,,
2481122886,289309180,0,26406830,False,Vangeboled,residential,50,19.07,"LINESTRING (12.5106713 55.8090396, 12.510764 55.809203)",2,,,,,,,
2512504197,2512504227,0,27226011,True,Banegårdspladsen,tertiary,30,88.294,"LINESTRING (12.5630034 55.6738583, 12.5635709 55.6731316)",,,,,,,,
