u,v,key,osmid,name,highway,maxspeed,oneway,length,geometry,bridge,width,access,lanes,ref,junction
45994537,45995499,0,7391665,Oosteinderweg,tertiary,50,False,55.722,"LINESTRING (4.78171 52.27855, 4.7824 52.27882)",,,,,,
45994849,45995471,0,7361150,Amsteldijk Zuid,tertiary,60,False,15.667,"LINESTRING (4.878293 52.2786689, 4.8782757 52.2788094)",,,,,,
45994849,567009055,0,7361150,Amsteldijk Zuid,tertiary,60,False,23.612,"LINESTRING (4.878293 52.2786689, 4.8783445 52.2784589)",,,,,,
45995471,45996008,0,7361150,Amsteldijk Zuid,tertiary,60,False,20.15,"LINESTRING (4.8782757 52.2788094, 4.8783 52.27899)",,,,,,
45995471,45994849,0,7361150,Amsteldijk Zuid,tertiary,60,False,15.667,"LINESTRING (4.8782757 52.2788094, 4.878293 52.2786689)",,,,,,
45995499,45997760,0,7391665,Oosteinderweg,tertiary,50,False,142.218,"LINESTRING (4.7824 52.27882, 4.7842179 52.2794515)",,,,,,
45995499,45994537,0,7391665,Oosteinderweg,tertiary,50,False,55.722,"LINESTRING (4.7824 52.27882, 4.78171 52.27855)",,,,,,
45995953,1830087181,0,172064316,Aalsmeerderdijk,unclassified,,False,24.167,"LINESTRING (4.7691702 52.2790146, 4.7694539 52.2791454)",,,,,,
45995953,1830087179,0,172064316,Aalsmeerderdijk,unclassified,,False,28.137,"LINESTRING (4.7691702 52.2790146, 4.7688317 52.2788692)",,,,,,
45996008,3901309409,0,7361150,Amsteldijk Zuid,tertiary,60,False,9.217,"LINESTRING (4.8783 52.27899, 4.8783247 52.2790715)",,,,,,
45996008,45995471,0,7361150,Amsteldijk Zuid,tertiary,60,False,20.15,"LINESTRING (4.8783 52.27899, 4.8782757 52.2788094)",,,,,,
45996648,752976800,0,7361150,Amsteldijk Zuid,tertiary,60,False,27.655,"LINESTRING (4.87837 52.27916, 4.8785135 52.2793927)",,,,,,
45996648,3901309409,0,7361150,Amsteldijk Zuid,tertiary,60,False,10.312,"LINESTRING (4.87837 52.27916, 4.8783247 52.2790715)",,,,,,
45997760,4019720314,0,7391665,Oosteinderweg,tertiary,50,False,88.212,"LINESTRING (4.7842179 52.2794515, 4.785339 52.2798501)",,,,,,
45997760,45995499,0,7391665,Oosteinderweg,tertiary,50,False,142.218,"LINESTRING (4.7842179 52.2794515, 4.7824 52.27882)",,,,,,
45999141,1390269806,0,7361150,Amsteldijk Zuid,tertiary,60,False,39.084,"LINESTRING (4.8786067 52.2795188, 4.8788652 52.2798327)",,,,,,
45999141,752976800,0,7361150,Amsteldijk Zuid,tertiary,60,False,15.389,"LINESTRING (4.8786067 52.2795188, 4.8785135 52.2793927)",,,,,,
45999790,46001218,0,7391596,Machineweg,tertiary,50,False,57.227,"LINESTRING (4.7874942 52.2800192, 4.7870733 52.2804648)",,,,,,
45999790,3155928447,0,230586532,Machineweg,tertiary,50,False,69.78,"LINESTRING (4.7874942 52.2800192, 4.7879748 52.2794648)",,,,,,
45999994,4019720309,0,7391665,Oosteinderweg,tertiary,50,False,8.121,"LINESTRING (4.78607 52.28011, 4.7859668 52.2800733)",,,,,,
45999994,46000816,0,7391667,Oosteinderweg,tertiary,50,False,50.163,"LINESTRING (4.78607 52.28011, 4.7867078 52.2803364)",,,,,,
46000816,4860623292,0,7391597,Oosteinderweg,tertiary,50,False,14.651,"LINESTRING (4.7867078 52.2803364, 4.7868965 52.2803999)",yes,,,,,
46000816,45999994,0,7391667,Oosteinderweg,tertiary,50,False,50.163,"LINESTRING (4.7867078 52.2803364, 4.78607 52.28011)",,,,,,
46001173,46001218,0,494279246,Oosteinderweg,tertiary,50,False,6.807,"LINESTRING (4.7869875 52.2804333, 4.7870733 52.2804648)",,,,,,
46001173,4860623292,0,494279246,Oosteinderweg,tertiary,50,False,7.219,"LINESTRING (4.7869875 52.2804333, 4.7868965 52.2803999)",,,,,,
46001218,4860623289,0,7391568,Oosteinderweg,unclassified,50,False,114.788,"LINESTRING (4.7870733 52.2804648, 4.7885369 52.2809785)",,,,,,
46001218,45999790,0,7391596,Machineweg,tertiary,50,False,57.227,"LINESTRING (4.7870733 52.2804648, 4.7874942 52.2800192)",,,,,,
46001218,46001173,0,494279246,Oosteinderweg,tertiary,50,False,6.807,"LINESTRING (4.7870733 52.2804648, 4.7869875 52.2804333)",,,,,,
46001251,3901309410,0,7361150,Amsteldijk Zuid,tertiary,60,False,56.321,"LINESTRING (4.8793975 52.2803706, 4.8798519 52.280794)",,,,,,
46001251,567009057,0,7361150,Amsteldijk Zuid,tertiary,60,False,58.001,"LINESTRING (4.8793975 52.2803706, 4.8789503 52.2799265)",,,,,,
46003949,46006626,0,7391565,Oosteinderweg,unclassified,50,False,161.577,"LINESTRING (4.7891313 52.2811907, 4.791183 52.2819228)",,,,,,
46003949,4860623289,0,7391568,Oosteinderweg,unclassified,50,False,46.817,"LINESTRING (4.7891313 52.2811907, 4.7885369 52.2809785)",,,,,,
46004958,3901309413,0,7361150,Amsteldijk Zuid,tertiary,60,False,107.911,"LINESTRING (4.8807361 52.281485, 4.8817368 52.282238)",,,,,,
46004958,3901309411,0,7361150,Amsteldijk Zuid,tertiary,60,False,53.846,"LINESTRING (4.8807361 52.281485, 4.8802361 52.2811096)",,,,,,
46006626,6205320980,0,7391542,Oosteinderweg,unclassified,50,False,138.142,"LINESTRING (4.791183 52.2819228, 4.7929437 52.2825418)",,,,,,
46006626,46003949,0,7391565,Oosteinderweg,unclassified,50,False,161.577,"LINESTRING (4.791183 52.2819228, 4.7891313 52.2811907)",,,,,,
46010027,46011447,0,7361150,Amsteldijk Zuid,tertiary,60,False,45.997,"LINESTRING (4.8825682 52.2828336, 4.8829975 52.2831532)",,,,,,
46010027,3901309412,0,7361150,Amsteldijk Zuid,tertiary,60,False,27.211,"LINESTRING (4.8825682 52.2828336, 4.8822988 52.2826527)",,,,,,
46011447,3901309415,0,7361150,Amsteldijk Zuid,tertiary,60,False,49.798,"LINESTRING (4.8829975 52.2831532, 4.8834267 52.283516)",,,,,,
46011447,46010027,0,7361150,Amsteldijk Zuid,tertiary,60,False,45.997,"LINESTRING (4.8829975 52.2831532, 4.8825682 52.2828336)",,,,,,
46013760,1830087192,0,172064307,Aalsmeerderdijk,unclassified,,False,25.57,"LINESTRING (4.7801107 52.2837662, 4.7798467 52.2836025)",,,,,,
46013906,3901309416,0,7361150,Amsteldijk Zuid,tertiary,60,False,33.629,"LINESTRING (4.8836866 52.2837907, 4.8839266 52.2840551)",,,,,,
46013906,3901309415,0,7361150,Amsteldijk Zuid,tertiary,60,False,35.293,"LINESTRING (4.8836866 52.2837907, 4.8834267 52.283516)",,,,,,
46016410,300604087,0,7361150,Amsteldijk Zuid,tertiary,60,False,19.177,"LINESTRING (4.8841582 52.2843695, 4.8842273 52.2845367)",,,,,,
46016410,3901309417,0,7361150,Amsteldijk Zuid,tertiary,60,False,16.048,"LINESTRING (4.8841582 52.2843695, 4.8840735 52.2842348)",,,,,,
46016905,46017761,0,7391542,Oosteinderweg,unclassified,50,False,52.658,"LINESTRING (4.7984662 52.2845027, 4.7991417 52.284734)",,,,,,
46016905,2287424267,0,7391542,Oosteinderweg,unclassified,50,False,284.555,"LINESTRING (4.7984662 52.2845027, 4.7948406 52.2832262)",,,,,,
46017761,46020237,0,7391542,Oosteinderweg,unclassified,50,False,148.509,"LINESTRING (4.7991417 52.284734, 4.8010416 52.285392)",,,,,,
46017761,46016905,0,7391542,Oosteinderweg,unclassified,50,False,52.658,"LINESTRING (4.7991417 52.284734, 4.7984662 52.2845027)",,,,,,
46019890,1830087199,0,172064310,Aalsmeerderdijk,unclassified,,False,50.353,"LINESTRING (4.7825559 52.2853378, 4.7820411 52.2850124)",,,,,,
46020237,46017761,0,7391542,Oosteinderweg,unclassified,50,False,148.509,"LINESTRING (4.8010416 52.285392, 4.7991417 52.284734)",,,,,,
46020237,46020492,0,7391652,Oosteinderweg,unclassified,,False,20.742,"LINESTRING (4.8010416 52.285392, 4.8013142 52.2854756)",,,,,,
46020492,46020237,0,7391652,Oosteinderweg,unclassified,,False,20.742,"LINESTRING (4.8013142 52.2854756, 4.8010416 52.285392)",,,,,,
46020492,46022508,0,7391688,Oosteinderweg,unclassified,,False,132.553,"LINESTRING (4.8013142 52.2854756, 4.8030187 52.2860534)",,,,,,
46020951,3901309420,0,7361150,Amsteldijk Zuid,tertiary,60,False,23.435,"LINESTRING (4.8845394 52.2855702, 4.8846326 52.2857731)",,,,,,
46020951,567010558,0,7361150,Amsteldijk Zuid,tertiary,60,False,42.277,"LINESTRING (4.8845394 52.2855702, 4.8844285 52.2851961)",,,,,,
46021928,3901309421,0,7361150,Amsteldijk Zuid,tertiary,60,False,21.809,"LINESTRING (4.884705 52.2859191, 4.8848124 52.2861039)",,,,,,
46021928,3901309420,0,7361150,Amsteldijk Zuid,tertiary,60,False,16.965,"LINESTRING (4.884705 52.2859191, 4.8846326 52.2857731)",,,,,,
46022508,2287424264,0,7391688,Oosteinderweg,unclassified,,False,177.282,"LINESTRING (4.8030187 52.2860534, 4.8052794 52.2868468)",,,,,,
46022508,46020492,0,7391688,Oosteinderweg,unclassified,,False,132.553,"LINESTRING (4.8030187 52.2860534, 4.8013142 52.2854756)",,,,,,
46022861,3901309423,0,7361150,Amsteldijk Zuid,tertiary,60,False,21.518,"LINESTRING (4.8849115 52.286226, 4.8850749 52.2863917)",,,,,,
46022861,3901309421,0,7361150,Amsteldijk Zuid,tertiary,60,False,15.158,"LINESTRING (4.8849115 52.286226, 4.8848124 52.2861039)",,,,,,
46024734,5726467724,0,7363504,Groenelaan,tertiary,50,False,32.394,"LINESTRING (4.8681714 52.2867469, 4.8683856 52.2870071)",,,,,,
46025065,3901309425,0,7361150,Amsteldijk Zuid,tertiary,60,False,14.117,"LINESTRING (4.8854654 52.2867223, 4.8855619 52.2868347)",,,,,,
46025065,3901309424,0,7361150,Amsteldijk Zuid,tertiary,60,False,10.273,"LINESTRING (4.8854654 52.2867223, 4.8853822 52.2866452)",,,,,,
46025787,4240171360,0,7361150,Amsteldijk Zuid,tertiary,60,False,75.721,"LINESTRING (4.885747 52.2871374, 4.8861182 52.2877794)",,,,,,
46025787,3901309426,0,7361150,Amsteldijk Zuid,tertiary,60,False,15.268,"LINESTRING (4.885747 52.2871374, 4.8856692 52.2870086)",,,,,,
46025915,46028204,0,7391688,Oosteinderweg,unclassified,,False,126.428,"LINESTRING (4.8058546 52.2870447, 4.8074763 52.2876003)",,,,,,
46025915,2287424264,0,7391688,Oosteinderweg,unclassified,,False,44.888,"LINESTRING (4.8058546 52.2870447, 4.8052794 52.2868468)",,,,,,
46028204,46029335,0,7391688,Oosteinderweg,unclassified,,False,65.714,"LINESTRING (4.8074763 52.2876003, 4.8083157 52.2878929)",,,,,,
46028204,46025915,0,7391688,Oosteinderweg,unclassified,,False,126.428,"LINESTRING (4.8074763 52.2876003, 4.8058546 52.2870447)",,,,,,
46029059,46029779,0,7363504,Groenelaan,tertiary,50,False,16.148,"LINESTRING (4.869039 52.2878832, 4.8690347 52.2880284)",,,,,,
46029059,3207391545,0,7363504,Groenelaan,tertiary,50,False,30.054,"LINESTRING (4.869039 52.2878832, 4.8688963 52.2876274)",,,,,,
46029335,2289437739,0,7391688,Oosteinderweg,unclassified,,False,115.074,"LINESTRING (4.8083157 52.2878929, 4.8097843 52.2884067)",,,,,,
46029335,46028204,0,7391688,Oosteinderweg,unclassified,,False,65.714,"LINESTRING (4.8083157 52.2878929, 4.8074763 52.2876003)",,,,,,
46029779,4316688041,0,7363504,Groenelaan,tertiary,50,False,2.976,"LINESTRING (4.8690347 52.2880284, 4.8690214 52.2880539)",,,,,,
46029779,46029059,0,7363504,Groenelaan,tertiary,50,False,16.148,"LINESTRING (4.8690347 52.2880284, 4.869039 52.2878832)",,,,,,
46030349,4316688041,0,7363504,Groenelaan,tertiary,50,False,13.839,"LINESTRING (4.8689597 52.2881725, 4.8690214 52.2880539)",,,,,,
46030349,46030646,0,669363221,Groenelaan,tertiary,50,False,11.431,"LINESTRING (4.8689597 52.2881725, 4.8688731 52.2882606)",,,,,,
46030646,6142670043,0,669363221,Groenelaan,tertiary,50,False,33.886,"LINESTRING (4.8688731 52.2882606, 4.8685168 52.2884736)",,,,,,
46030646,46030349,0,669363221,Groenelaan,tertiary,50,False,11.431,"LINESTRING (4.8688731 52.2882606, 4.8689597 52.2881725)",,,,,,
46032084,2289647848,0,7391643,Noordpolderweg,tertiary,,False,5.958,"LINESTRING (4.8099611 52.2885481, 4.8099563 52.2886016)",,,,,,
46032084,2289437743,0,7391688,Oosteinderweg,unclassified,,False,6.495,"LINESTRING (4.8099611 52.2885481, 4.8099388 52.2884913)",,,,,,
46032546,3901309428,0,7361150,Amsteldijk Zuid,tertiary,60,False,12.677,"LINESTRING (4.8866528 52.288704, 4.8867024 52.2888139)",,,,,,
46032546,4240171360,0,7361150,Amsteldijk Zuid,tertiary,60,False,109.052,"LINESTRING (4.8866528 52.288704, 4.8861182 52.2877794)",,,,,,
46033063,46033490,0,7361150,Amsteldijk Zuid,tertiary,60,False,10.697,"LINESTRING (4.8867287 52.2889023, 4.8867293 52.2889985)",,,,,,
46033063,3901309428,0,7361150,Amsteldijk Zuid,tertiary,60,False,9.991,"LINESTRING (4.8867287 52.2889023, 4.8867024 52.2888139)",,,,,,
46033490,3901309427,0,7361150,Amsteldijk Zuid,tertiary,60,False,10.996,"LINESTRING (4.8867293 52.2889985, 4.8867132 52.2890969)",,,,,,
46033490,46033063,0,7361150,Amsteldijk Zuid,tertiary,60,False,10.697,"LINESTRING (4.8867293 52.2889985, 4.8867287 52.2889023)",,,,,,
46034837,46035594,0,7361150,Amsteldijk Zuid,tertiary,60,False,28.264,"LINESTRING (4.8866615 52.2892963, 4.886597 52.2895474)",,,,,,
46034837,3901309427,0,7361150,Amsteldijk Zuid,tertiary,60,False,22.449,"LINESTRING (4.8866615 52.2892963, 4.8867132 52.2890969)",,,,,,
46035594,1504556537,0,7361150,Amsteldijk Zuid,tertiary,60,False,15.031,"LINESTRING (4.886597 52.2895474, 4.8866044 52.2896825)",,,,,,
46035594,46034837,0,7361150,Amsteldijk Zuid,tertiary,60,False,28.264,"LINESTRING (4.886597 52.2895474, 4.8866615 52.2892963)",,,,,,
46036874,1504556541,0,7361156,Amsteldijk Zuid,tertiary,60,False,6.218,"LINESTRING (4.8866416 52.2898559, 4.8866682 52.2899094)",,,,,,
46036874,1504556540,0,184359914,Amsteldijk Zuid,tertiary,60,False,8.038,"LINESTRING (4.8866416 52.2898559, 4.8866155 52.2897854)",,,,,,
46037190,46037561,0,591219249,Groenelaan,tertiary,50,False,15.928,"LINESTRING (4.86858 52.28995, 4.86873 52.29006)",,,,,,
46037190,5613880762,0,591219249,Groenelaan,tertiary,50,False,27.146,"LINESTRING (4.86858 52.28995, 4.8683472 52.2897517)",,,,,,
46037561,46038299,0,7363503,Groenelaan,tertiary,50,False,28.924,"LINESTRING (4.86873 52.29006, 4.8689431 52.2902851)",,,,,,
46037561,46037190,0,591219249,Groenelaan,tertiary,50,False,15.928,"LINESTRING (4.86873 52.29006, 4.86858 52.28995)",,,,,,
46038248,5486487372,0,137167539,Amsteldijk Zuid,tertiary,30,False,20.19,"LINESTRING (4.8870191 52.2902462, 4.8872141 52.2903831)",,,,,,
46038248,1504556543,0,137167539,Amsteldijk Zuid,tertiary,30,False,22.123,"LINESTRING (4.8870191 52.2902462, 4.886828 52.2900852)",,,,,,
46038299,46039225,0,7363503,Groenelaan,tertiary,50,False,28.751,"LINESTRING (4.8689431 52.2902851, 4.8691284 52.2905175)",,,,,,
46038299,46037561,0,7363503,Groenelaan,tertiary,50,False,28.924,"LINESTRING (4.8689431 52.2902851, 4.86873 52.29006)",,,,,,
46038959,3901309429,0,137167539,Amsteldijk Zuid,tertiary,30,False,24.738,"LINESTRING (4.8873893 52.2904964, 4.8876725 52.290636)",,,,,,
46038959,5486487372,0,137167539,Amsteldijk Zuid,tertiary,30,False,17.341,"LINESTRING (4.8873893 52.2904964, 4.8872141 52.2903831)",,,,,,
46039225,5726420329,0,7363503,Groenelaan,tertiary,50,False,111.568,"LINESTRING (4.8691284 52.2905175, 4.8697281 52.2914514)",,,,,,
46039225,46038299,0,7363503,Groenelaan,tertiary,50,False,28.751,"LINESTRING (4.8691284 52.2905175, 4.8689431 52.2902851)",,,,,,
46040103,3901309430,0,137167539,Amsteldijk Zuid,tertiary,30,False,29.277,"LINESTRING (4.8878882 52.2907305, 4.8882599 52.2908633)",,,,,,
46040103,3901309429,0,137167539,Amsteldijk Zuid,tertiary,30,False,18.045,"LINESTRING (4.8878882 52.2907305, 4.8876725 52.290636)",,,,,,
46041000,46041917,0,137167539,Amsteldijk Zuid,tertiary,30,False,37.79,"LINESTRING (4.8885893 52.2909508, 4.8890878 52.2911009)",,,,,,
46041000,3901309430,0,137167539,Amsteldijk Zuid,tertiary,30,False,24.425,"LINESTRING (4.8885893 52.2909508, 4.8882599 52.2908633)",,,,,,
46041917,5486487362,0,137167539,Amsteldijk Zuid,tertiary,30,False,24.62,"LINESTRING (4.8890878 52.2911009, 4.8894189 52.2911904)",,,,,,
46041917,46041000,0,137167539,Amsteldijk Zuid,tertiary,30,False,37.79,"LINESTRING (4.8890878 52.2911009, 4.8885893 52.2909508)",,,,,,
46042447,3901309431,0,137167539,Amsteldijk Zuid,tertiary,30,False,11.32,"LINESTRING (4.8896949 52.2912757, 4.8898364 52.2913293)",,,,,,
46042447,5486487362,0,137167539,Amsteldijk Zuid,tertiary,30,False,21.032,"LINESTRING (4.8896949 52.2912757, 4.8894189 52.2911904)",,,,,,
46043189,3901309432,0,137167539,Amsteldijk Zuid,tertiary,30,False,11.725,"LINESTRING (4.8900395 52.2914196, 4.8901693 52.291489)",,,,,,
46043189,3901309431,0,137167539,Amsteldijk Zuid,tertiary,30,False,17.077,"LINESTRING (4.8900395 52.2914196, 4.8898364 52.2913293)",,,,,,
46043765,3901309433,0,137167539,Amsteldijk Zuid,tertiary,30,False,9.033,"LINESTRING (4.8903021 52.2915802, 4.8903755 52.2916479)",,,,,,
46043765,3901309432,0,137167539,Amsteldijk Zuid,tertiary,30,False,13.58,"LINESTRING (4.8903021 52.2915802, 4.8901693 52.291489)",,,,,,
46044272,3901309434,0,137167539,Amsteldijk Zuid,tertiary,30,False,10.607,"LINESTRING (4.8904185 52.2916982, 4.8904532 52.2917912)",,,,,,
46044272,3901309433,0,137167539,Amsteldijk Zuid,tertiary,30,False,6.312,"LINESTRING (4.8904185 52.2916982, 4.8903755 52.2916479)",,,,,,
46044312,46044668,0,7364751,Noorddammerlaan,tertiary,50,False,30.373,"LINESTRING (4.8427075 52.2916952, 4.84227 52.29175)",,,,,,
46044312,292818589,0,7364751,Noorddammerlaan,tertiary,50,False,26.059,"LINESTRING (4.8427075 52.2916952, 4.8430827 52.2916477)",,,,,,
46044668,46045137,0,7364751,Noorddammerlaan,tertiary,50,False,27.511,"LINESTRING (4.84227 52.29175, 4.8419 52.29185)",,,,,,
46044668,46044312,0,7364751,Noorddammerlaan,tertiary,50,False,30.373,"LINESTRING (4.84227 52.29175, 4.8427075 52.2916952)",,,,,,
46044730,5726420329,0,7363503,Groenelaan,tertiary,50,False,35.182,"LINESTRING (4.8699172 52.2917459, 4.8697281 52.2914514)",,,,,,
46044730,46045257,0,7363511,Groenelaan,tertiary,50,False,17.446,"LINESTRING (4.8699172 52.2917459, 4.8700107 52.291892)",,,,,,
46044752,46046971,0,137167539,Amsteldijk Zuid,tertiary,30,False,46.343,"LINESTRING (4.8904704 52.2918478, 4.8905415 52.2922623)",,,,,,
46044752,3901309434,0,137167539,Amsteldijk Zuid,tertiary,30,False,6.401,"LINESTRING (4.8904704 52.2918478, 4.8904532 52.2917912)",,,,,,
46045137,5715909735,0,7364751,Noorddammerlaan,tertiary,50,False,11.212,"LINESTRING (4.8419 52.29185, 4.8417448 52.291884)",,,,,,
46045137,46044668,0,7364751,Noorddammerlaan,tertiary,50,False,27.511,"LINESTRING (4.8419 52.29185, 4.84227 52.29175)",,,,,,
46045257,5726475122,0,7363511,Groenelaan,tertiary,50,False,16.389,"LINESTRING (4.8700107 52.291892, 4.8701024 52.2920283)",,,,,,
46045257,46044730,0,7363511,Groenelaan,tertiary,50,False,17.446,"LINESTRING (4.8700107 52.291892, 4.8699172 52.2917459)",,,,,,
46045802,46046113,0,7361445,Polderweg,unclassified,60,False,15.253,"LINESTRING (4.8986178 52.2919886, 4.8984007 52.292023)",,,,,,
46045953,601724961,0,7364751,Noorddammerlaan,tertiary,50,False,70.148,"LINESTRING (4.84117 52.29201, 4.8402048 52.2922324)",,,,,,
46045953,5715909734,0,7364751,Noorddammerlaan,tertiary,50,False,36.823,"LINESTRING (4.84117 52.29201, 4.8416797 52.2918983)",,,,,,
46046113,46046554,0,7361445,Polderweg,unclassified,60,False,16.969,"LINESTRING (4.8984007 52.292023, 4.8982332 52.2921361)",,,,,,
46046113,46045802,0,7361445,Polderweg,unclassified,60,False,15.253,"LINESTRING (4.8984007 52.292023, 4.8986178 52.2919886)",,,,,,
46046554,569104210,0,7361445,Polderweg,unclassified,60,False,154.963,"LINESTRING (4.8982332 52.2921361, 4.8962042 52.2927702)",,,,,,
46046554,46046113,0,7361445,Polderweg,unclassified,60,False,16.969,"LINESTRING (4.8982332 52.2921361, 4.8984007 52.292023)",,,,,,
46046971,3901309435,0,137167539,Amsteldijk Zuid,tertiary,30,False,23.766,"LINESTRING (4.8905415 52.2922623, 4.8905477 52.292476)",,,,,,
46046971,46044752,0,137167539,Amsteldijk Zuid,tertiary,30,False,46.343,"LINESTRING (4.8905415 52.2922623, 4.8904704 52.2918478)",,,,,,
46047071,762711842,0,27758319,Noorddammerlaan,tertiary,50,False,38.552,"LINESTRING (4.8399663 52.2923017, 4.8394324 52.2924182)",,,,,,
46047071,263000100,0,27758319,Noorddammerlaan,tertiary,50,False,11.945,"LINESTRING (4.8399663 52.2923017, 4.8401289 52.2922611)",,,,,,
46048019,46050375,0,27758319,Noorddammerlaan,tertiary,50,False,142.003,"LINESTRING (4.8389937 52.2925237, 4.8370287 52.2929555)",,,,,,
46048019,762711842,0,27758319,Noorddammerlaan,tertiary,50,False,32.06,"LINESTRING (4.8389937 52.2925237, 4.8394324 52.2924182)",,,,,,
46049199,866538153,0,82137601,Tafelbergweg,unclassified,30,False,11.663,"LINESTRING (4.9485062 52.2925916, 4.9483544 52.2925428)",,,,,,
46049368,3901309436,0,137167539,Amsteldijk Zuid,tertiary,30,False,22.447,"LINESTRING (4.8905248 52.2927386, 4.8904713 52.2929378)",,,,,,
46049368,3901309437,0,137167539,Amsteldijk Zuid,tertiary,30,False,17.853,"LINESTRING (4.8905248 52.2927386, 4.8905422 52.2925784)",,,,,,
46050375,5721174948,0,27758319,Noorddammerlaan,tertiary,50,False,16.57,"LINESTRING (4.8370287 52.2929555, 4.8367993 52.2930057)",,,,,,
46050375,46048019,0,27758319,Noorddammerlaan,tertiary,50,False,142.003,"LINESTRING (4.8370287 52.2929555, 4.8389937 52.2925237)",,,,,,
46051064,3730417876,0,7363511,Groenelaan,tertiary,50,False,38.616,"LINESTRING (4.8708348 52.2931311, 4.8711024 52.2934374)",,,,,,
46051064,300074192,0,7363511,Groenelaan,tertiary,50,False,57.441,"LINESTRING (4.8708348 52.2931311, 4.8705218 52.2926513)",,,,,,
46051235,46052489,0,7361445,Polderweg,unclassified,60,False,65.211,"LINESTRING (4.8952126 52.2930952, 4.8943564 52.2933592)",,,,,,
46051235,569104210,0,7361445,Polderweg,unclassified,60,False,76.511,"LINESTRING (4.8952126 52.2930952, 4.8962042 52.2927702)",,,,,,
46051695,46052676,0,7361522,Amsteldijk Zuid,tertiary,30,False,23.652,"LINESTRING (4.8904094 52.2931949, 4.8904204 52.2934075)",,,,,,
46051695,3901309436,0,137167539,Amsteldijk Zuid,tertiary,30,False,28.897,"LINESTRING (4.8904094 52.2931949, 4.8904713 52.2929378)",,,,,,
46052489,46053062,0,7361445,Polderweg,unclassified,60,False,49.718,"LINESTRING (4.8943564 52.2933592, 4.8936604 52.293496)",,,,,,
46052489,46051235,0,7361445,Polderweg,unclassified,60,False,65.211,"LINESTRING (4.8943564 52.2933592, 4.8952126 52.2930952)",,,,,,
46052597,46053733,0,27758319,Noorddammerlaan,tertiary,50,False,91.015,"LINESTRING (4.8350897 52.2933803, 4.8338159 52.2936313)",,,,,,
46052597,3212912386,0,27758319,Noorddammerlaan,tertiary,50,False,70.428,"LINESTRING (4.8350897 52.2933803, 4.8360646 52.2931667)",,,,,,
46052676,3901309438,0,7361522,Amsteldijk Zuid,tertiary,30,False,11.899,"LINESTRING (4.8904204 52.2934075, 4.8904338 52.2935142)",,,,,,
46052676,46051695,0,7361522,Amsteldijk Zuid,tertiary,30,False,23.652,"LINESTRING (4.8904204 52.2934075, 4.8904094 52.2931949)",,,,,,
46053062,46054417,0,7361445,Polderweg,unclassified,60,False,56.358,"LINESTRING (4.8936604 52.293496, 4.8929185 52.2937218)",,,,,,
46053062,46052489,0,7361445,Polderweg,unclassified,60,False,49.718,"LINESTRING (4.8936604 52.293496, 4.8943564 52.2933592)",,,,,,
46053733,3731466661,0,27758319,Noorddammerlaan,tertiary,50,False,29.718,"LINESTRING (4.8338159 52.2936313, 4.8334029 52.2937186)",,,,,,
46053733,46052597,0,27758319,Noorddammerlaan,tertiary,50,False,91.015,"LINESTRING (4.8338159 52.2936313, 4.8350897 52.2933803)",,,,,,
46054089,3972289354,0,7361522,Amsteldijk Zuid,tertiary,30,False,65.751,"LINESTRING (4.8905242 52.2938167, 4.8908094 52.2943817)",,,,,,
46054089,3901309439,0,7361522,Amsteldijk Zuid,tertiary,30,False,15.59,"LINESTRING (4.8905242 52.2938167, 4.890474 52.2936799)",,,,,,
46054220,3731466661,0,27758319,Noorddammerlaan,tertiary,50,False,12.431,"LINESTRING (4.8332206 52.2937268, 4.8334029 52.2937186)",,,,,,
46054417,46054935,0,7361445,Polderweg,unclassified,60,False,34.971,"LINESTRING (4.8929185 52.2937218, 4.8924894 52.2938951)",,,,,,
46054417,46053062,0,7361445,Polderweg,unclassified,60,False,56.358,"LINESTRING (4.8929185 52.2937218, 4.8936604 52.293496)",,,,,,
46054935,46055449,0,7361445,Polderweg,unclassified,60,False,28.747,"LINESTRING (4.8924894 52.2938951, 4.8921203 52.2940211)",,,,,,
46054935,46054417,0,7361445,Polderweg,unclassified,60,False,34.971,"LINESTRING (4.8924894 52.2938951, 4.8929185 52.2937218)",,,,,,
46055449,2298591079,0,7361445,Polderweg,unclassified,60,False,12.097,"LINESTRING (4.8921203 52.2940211, 4.8919441 52.294036)",,,,,,
46055449,46054935,0,7361445,Polderweg,unclassified,60,False,28.747,"LINESTRING (4.8921203 52.2940211, 4.8924894 52.2938951)",,,,,,
46057688,3972289354,0,7361522,Amsteldijk Zuid,tertiary,30,False,9.346,"LINESTRING (4.89085 52.294462, 4.8908094 52.2943817)",,,,,,
46057688,46058899,0,740151552,Amsteldijk Zuid,tertiary,30,False,28.51,"LINESTRING (4.89085 52.294462, 4.8910131 52.2946982)",,,,,,
46058899,46059929,0,740151552,Amsteldijk Zuid,tertiary,30,False,40.341,"LINESTRING (4.8910131 52.2946982, 4.8913867 52.29498)",,,,,,
46058899,46057688,0,740151552,Amsteldijk Zuid,tertiary,30,False,28.51,"LINESTRING (4.8910131 52.2946982, 4.89085 52.294462)",,,,,,
46059929,46060745,0,134160215,Amsteldijk Zuid,tertiary,30,False,26.85,"LINESTRING (4.8913867 52.29498, 4.8916998 52.2951271)",,,,,,
46059929,46058899,0,740151552,Amsteldijk Zuid,tertiary,30,False,40.341,"LINESTRING (4.8913867 52.29498, 4.8910131 52.2946982)",,,,,,
