u,v,key,osmid,name,highway,maxspeed,oneway,length,geometry,bridge,lanes,access
94591714,94591723,0,10679748,Drie Burgpad,footway,,False,104.798,"LINESTRING (4.9353939 52.3384817, 4.9341845 52.3390667)",,,
94591723,94591714,0,10679748,Drie Burgpad,footway,,False,104.798,"LINESTRING (4.9341845 52.3390667, 4.9353939 52.3384817)",,,
122691462,122691981,0,108389208,,footway,,False,21.341,"LINESTRING (4.97263 52.3254256, 4.9723275 52.3254771)",,,
122691981,1243846754,0,108389208,,footway,,False,49.099,"LINESTRING (4.9723275 52.3254771, 4.9716909 52.3252683)",,,
122691981,122691462,0,108389208,,footway,,False,21.341,"LINESTRING (4.9723275 52.3254771, 4.97263 52.3254256)",,,
122691983,2314265124,0,108389208,,footway,,False,13.591,"LINESTRING (4.9711142 52.3250483, 4.9712876 52.3251092)",,,
122691983,122691985,0,108389212,,footway,,False,24.796,"LINESTRING (4.9711142 52.3250483, 4.9707912 52.3249446)",,,yes
122691985,122691983,0,108389212,,footway,,False,24.796,"LINESTRING (4.9707912 52.3249446, 4.9711142 52.3250483)",,,yes
130524221,1693896069,0,7049242,Harriet Freezerstraat,unclassified,30,False,48.045,"LINESTRING (4.9684713 52.321882, 4.969088 52.3220932)",,,
130524221,4335168589,0,7049242,Harriet Freezerstraat,unclassified,30,False,39.561,"LINESTRING (4.9684713 52.321882, 4.9679635 52.3217081)",,,
130524222,1693896069,0,7049242,Harriet Freezerstraat,unclassified,30,False,26.921,"LINESTRING (4.9694336 52.3222115, 4.969088 52.3220932)",,,
139857711,4416679332,0,14376096,Gabriël Metsustraat,residential,30,True,60.22,"LINESTRING (4.8813615 52.3560077, 4.8822088 52.355848)",,,
152788757,5351440014,0,14376096,Gabriël Metsustraat,residential,30,True,38.466,"LINESTRING (4.8826278 52.3557671, 4.883167 52.3556612)",,,
152788772,46321106,0,7372170,Johannes Vermeerstraat,residential,30,True,13.72,"LINESTRING (4.883905 52.3568699, 4.8838771 52.3567477)",,1,
241937068,241937073,0,7047807,De Heusweg,unclassified,50,False,133.706,"LINESTRING (4.9202859 52.3327374, 4.9185308 52.3321937)",,,
241937073,241937068,0,7047807,De Heusweg,unclassified,50,False,133.706,"LINESTRING (4.9185308 52.3321937, 4.9202859 52.3327374)",,,
241937073,2284860983,0,7047807,De Heusweg,unclassified,50,False,30.437,"LINESTRING (4.9185308 52.3321937, 4.9181278 52.3320742)",,,
241983747,46306636,0,7370459,Gijsbrecht van Aemstelstraat,residential,,True,10.77,"LINESTRING (4.9123248 52.3535191, 4.9124693 52.353559)",,,
263164012,1790738162,0,167699574,Burgemeester A. Colijnweg,unclassified,,False,12.475,"LINESTRING (4.8389441 52.3043223, 4.8390904 52.30439)",,,
286518777,286519145,0,26165550,,service,,True,68.572,"LINESTRING (4.8407784 52.3070815, 4.8404394 52.3065007)",,,
286518781,286519143,0,26165550,,service,,True,7.99,"LINESTRING (4.8410224 52.3071972, 4.8409139 52.3071696)",,,
286518784,286518781,0,26165550,,service,,True,6.757,"LINESTRING (4.8411199 52.3071854, 4.8410224 52.3071972)",,,
286518786,286518784,0,26165550,,service,,True,6.46,"LINESTRING (4.8411981 52.3071524, 4.8411199 52.3071854)",,,
286519143,286518777,0,26165550,,service,,True,13.447,"LINESTRING (4.8409139 52.3071696, 4.8407784 52.3070815)",,,
286519145,4536339131,0,26165550,,service,,True,11.373,"LINESTRING (4.8404394 52.3065007, 4.8403993 52.3064014)",,,
286519361,286518001,0,26165550,,service,,True,17.437,"LINESTRING (4.840394 52.306345, 4.8405211 52.3062088)",,,
296020295,1713450911,0,14376096,Gabriël Metsustraat,residential,30,True,10.985,"LINESTRING (4.8801606 52.3560874, 4.8802907 52.3561461)",,,
297095267,1425894526,0,28770377,Admiraal de Ruijterweg,secondary,30,True,6.289,"LINESTRING (4.864837 52.3702599, 4.8647549 52.3702861)",,,
297095268,6054695744,0,27080337,De Clercqstraat,secondary,30,True,5.066,"LINESTRING (4.8653396 52.3700852, 4.8652749 52.3701079)",,,
300171877,452388586,0,27344293,,unclassified,30,True,9.112,"LINESTRING (4.8957722 52.3670487, 4.8957946 52.3671295)",,,
300532286,5434231387,0,220731092,Spoorslag,footway,,False,104.038,"LINESTRING (4.8747154 52.3383449, 4.8762467 52.3383494)",,,
300532287,3564346137,0,220731092,Spoorslag,footway,,False,7.943,"LINESTRING (4.8763606 52.3383498, 4.8764759 52.338338)",,,
300532287,1920874190,0,220731092,Spoorslag,footway,,False,3.995,"LINESTRING (4.8763606 52.3383498, 4.8763018 52.3383496)",,,
304072922,3168516163,0,30114014,,footway,,False,5.121,"LINESTRING (4.9230763 52.373806, 4.9230177 52.373835)",,,
330740082,152788772,0,7372170,Johannes Vermeerstraat,residential,30,True,67.409,"LINESTRING (4.8841135 52.3574626, 4.883905 52.3568699)",,1,
331856223,331858095,0,184359923,Lindenlaan,unclassified,50,False,24.033,"LINESTRING (4.8627758 52.2978017, 4.8626536 52.2975989)",,,
331856223,602103645,0,184359923,Lindenlaan,unclassified,50,False,15.061,"LINESTRING (4.8627758 52.2978017, 4.8628487 52.2979296)",,,
331858095,588087267,0,146459095,Lindenlaan,unclassified,50,False,21.554,"LINESTRING (4.8626536 52.2975989, 4.8625441 52.297417)",,,
331858095,331856223,0,184359923,Lindenlaan,unclassified,50,False,24.033,"LINESTRING (4.8626536 52.2975989, 4.8627758 52.2978017)",,,
452388586,4835274330,0,27344293,,unclassified,30,True,8.101,"LINESTRING (4.8957946 52.3671295, 4.8958199 52.3672007)",,,
588087267,46069077,0,146459095,Lindenlaan,unclassified,50,False,58.689,"LINESTRING (4.8625441 52.297417, 4.8622536 52.29692)",,,
588087267,331858095,0,146459095,Lindenlaan,unclassified,50,False,21.554,"LINESTRING (4.8625441 52.297417, 4.8626536 52.2975989)",,,
602103645,46073987,0,7364123,Ouderkerkerlaan,unclassified,50,False,2.787,"LINESTRING (4.8628487 52.2979296, 4.8628827 52.2979436)",,,
602103645,331856223,0,184359923,Lindenlaan,unclassified,50,False,15.061,"LINESTRING (4.8628487 52.2979296, 4.8627758 52.2978017)",,,
602103647,46073987,0,7364123,Ouderkerkerlaan,unclassified,50,False,4.714,"LINESTRING (4.8629509 52.297936, 4.8628827 52.2979436)",,,
602103647,602103655,0,7364123,Ouderkerkerlaan,unclassified,50,False,41.475,"LINESTRING (4.8629509 52.297936, 4.8635264 52.2978125)",,,
602103655,602103647,0,7364123,Ouderkerkerlaan,unclassified,50,False,41.475,"LINESTRING (4.8635264 52.2978125, 4.8629509 52.297936)",,,
861498831,75615307,0,72582416,Fritz Dietrich Kahlenbergstraat,residential,30,False,100.61,"LINESTRING (5.0061417 52.3466228, 5.0051598 52.3459454)",yes,,
1057884989,1365177931,0,91145198,Johan Jongkindstraat,tertiary,50,False,5.91,"LINESTRING (4.8347498 52.3592734, 4.8348368 52.3592748)",,,
1243846754,1243846786,0,108389208,,footway,,False,15.212,"LINESTRING (4.9716909 52.3252683, 4.9715104 52.3251874)",,,
1243846754,122691981,0,108389208,,footway,,False,49.099,"LINESTRING (4.9716909 52.3252683, 4.9723275 52.3254771)",,,
1243846786,2314265124,0,108389208,,footway,,False,17.461,"LINESTRING (4.9715104 52.3251874, 4.9712876 52.3251092)",,,
1243846786,1243846754,0,108389208,,footway,,False,15.212,"LINESTRING (4.9715104 52.3251874, 4.9716909 52.3252683)",,,
1307641930,70770295,0,115842842,Jodenbreestraat,unclassified,,True,0.711,"LINESTRING (4.9012132 52.3695441, 4.9012037 52.3695468)",,,
1344244574,46293812,0,7369487,Lutmastraat,unclassified,,True,55.011,"LINESTRING (4.8946466 52.3504911, 4.895441 52.3505875)",,,
1365177931,1057884989,0,91145198,Johan Jongkindstraat,tertiary,50,False,5.91,"LINESTRING (4.8348368 52.3592748, 4.8347498 52.3592734)",,,
1542622378,46306409,0,7370459,Gijsbrecht van Aemstelstraat,residential,,True,3.787,"LINESTRING (4.912218 52.3534863, 4.9122665 52.3535031)",,,
1587582169,46392758,0,7046092,Kattenburgerkruisstraat,unclassified,,False,5.28,"LINESTRING (4.9189757 52.3728552, 4.9189165 52.372886)",,,
1587582169,3168515056,0,7046092,Kattenburgerkruisstraat,unclassified,,False,40.508,"LINESTRING (4.9189757 52.3728552, 4.9193986 52.3725982)",,,
1587591517,3168516163,0,30114014,,footway,,False,7.114,"LINESTRING (4.9229134 52.3738412, 4.9230177 52.373835)",,,
1693896069,130524222,0,7049242,Harriet Freezerstraat,unclassified,30,False,26.921,"LINESTRING (4.969088 52.3220932, 4.9694336 52.3222115)",,,
1693896069,130524221,0,7049242,Harriet Freezerstraat,unclassified,30,False,48.045,"LINESTRING (4.969088 52.3220932, 4.9684713 52.321882)",,,
1713450911,46318363,0,14376096,Gabriël Metsustraat,residential,30,True,7.216,"LINESTRING (4.8802907 52.3561461, 4.8803935 52.3561625)",,,
1782385409,1782385415,0,166805487,,footway,,False,10.158,"LINESTRING (4.8645422 52.3562189, 4.864393 52.3562124)",yes,,
1782385415,1782385409,0,166805487,,footway,,False,10.158,"LINESTRING (4.864393 52.3562124, 4.8645422 52.3562189)",yes,,
1782423618,1782423619,0,166809825,,footway,,False,10.194,"LINESTRING (4.8645559 52.3561256, 4.8644063 52.3561181)",yes,,
1782423619,1782423618,0,166809825,,footway,,False,10.194,"LINESTRING (4.8644063 52.3561181, 4.8645559 52.3561256)",yes,,
1790738162,1790738164,0,167699574,Burgemeester A. Colijnweg,unclassified,,False,9.952,"LINESTRING (4.8390904 52.30439, 4.8391793 52.3044611)",,,
1790738162,263164012,0,167699574,Burgemeester A. Colijnweg,unclassified,,False,12.475,"LINESTRING (4.8390904 52.30439, 4.8389441 52.3043223)",,,
1790738164,46102459,0,167699574,Burgemeester A. Colijnweg,unclassified,,False,15.475,"LINESTRING (4.8391793 52.3044611, 4.8392749 52.3045874)",,,
1790738164,1790738162,0,167699574,Burgemeester A. Colijnweg,unclassified,,False,9.952,"LINESTRING (4.8391793 52.3044611, 4.8390904 52.30439)",,,
1920874190,300532287,0,220731092,Spoorslag,footway,,False,3.995,"LINESTRING (4.8763018 52.3383496, 4.8763606 52.3383498)",,,
1920874190,5434231387,0,220731092,Spoorslag,footway,,False,3.744,"LINESTRING (4.8763018 52.3383496, 4.8762467 52.3383494)",,,
1989704942,46483961,0,7041547,Beemsterstraat,tertiary,,False,52.446,"LINESTRING (4.9478222 52.3926335, 4.9481584 52.3930582)",,,
1989704942,46481825,0,7041547,Beemsterstraat,tertiary,,False,9.422,"LINESTRING (4.9478222 52.3926335, 4.9477618 52.3925572)",,,
2218460933,46322645,0,26312532,,residential,,False,17.405,"LINESTRING (4.9367881 52.3572591, 4.9367983 52.3571027)",,,
2284860983,241937073,0,7047807,De Heusweg,unclassified,50,False,30.437,"LINESTRING (4.9181278 52.3320742, 4.9185308 52.3321937)",,,
2284860983,46207770,0,7047807,De Heusweg,unclassified,50,False,15.99,"LINESTRING (4.9181278 52.3320742, 4.9179161 52.3320114)",,,
2314265124,122691983,0,108389208,,footway,,False,13.591,"LINESTRING (4.9712876 52.3251092, 4.9711142 52.3250483)",,,
2314265124,1243846786,0,108389208,,footway,,False,17.461,"LINESTRING (4.9712876 52.3251092, 4.9715104 52.3251874)",,,
2733624551,46298533,0,7040418,Oude Waelweg,residential,30,False,1.855,"LINESTRING (4.9731701 52.3516051, 4.9731438 52.3516006)",,,
2733624551,5548296255,0,267982999,Oude Waelweg,residential,30,False,4.284,"LINESTRING (4.9731701 52.3516051, 4.9732306 52.351616)",yes,,
2733624554,5548296255,0,267982999,Oude Waelweg,residential,30,False,14.374,"LINESTRING (4.9733705 52.351713, 4.9732306 52.351616)",yes,,
2733624554,46298948,0,267983000,Oude Waelweg,residential,30,False,2.243,"LINESTRING (4.9733705 52.351713, 4.9733906 52.351729)",,,
3168515056,1587582169,0,7046092,Kattenburgerkruisstraat,unclassified,,False,40.508,"LINESTRING (4.9193986 52.3725982, 4.9189757 52.3728552)",,,
3168515056,46389848,0,7046092,Kattenburgerkruisstraat,unclassified,,False,35.182,"LINESTRING (4.9193986 52.3725982, 4.9197776 52.3723824)",,,
