u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,bridge,tunnel,service,access,width,ref,junction,area
4225167397,1989728418,0,"[188344473, 52880932, 52880934]",,,path,,False,316.251,"LINESTRING (12.4802432 41.8373224, 12.4804035 41.8372395, 12.4805107 41.8371898, 12.4805135 41.837134, 12.4804506 41.8371112, 12.4803434 41.8371402, 12.4802259 41.8372015, 12.480449 41.8376152, 12.4804845 41.8377895, 12.481111 41.8378629, 12.4811765 41.8378631, 12.4812611 41.8376114, 12.4815983 41.8375726, 12.4816507 41.8375681, 12.4817002 41.8375464, 12.4816989 41.837507, 12.4816599 41.8374841, 12.4813738 41.837463, 12.4810934 41.8374736, 12.481005 41.8374743)",yes,,,,,,,
4322909727,915061749,0,"[433801706, 745586899, 745586900, 433801722, 744716731]",,,path,,False,1390.2639999999997,"LINESTRING (12.5714396 41.856015, 12.5718243 41.8560989, 12.5721267 41.8561649, 12.5723603 41.8562035, 12.5725965 41.8562168, 12.5728603 41.8561999, 12.5731973 41.856138, 12.5735601 41.8560599, 12.5739868 41.8559681, 12.5741853 41.8559302, 12.5742608 41.8559193, 12.5743215 41.8559106, 12.5744546 41.8559027, 12.574587 41.855907, 12.5748654 41.8559434, 12.5752546 41.8560222, 12.5753116 41.8560186, 12.5753282 41.8560122, 12.5754569 41.8560395, 12.5755719 41.8560632, 12.5756027 41.8560918, 12.5756583 41.8561088, 12.5759339 41.8561682, 12.5762397 41.8562351, 12.5769448 41.8563831, 12.5776197 41.8565248, 12.5777015 41.8565418, 12.5778403 41.8565408, 12.5779697 41.8565308, 12.5781005 41.8565003, 12.5782306 41.8564629, 12.5782869 41.8564394, 12.5783727 41.8563954, 12.5784378 41.8563535, 12.5784881 41.856304, 12.5785343 41.8562571, 12.5786242 41.8561542, 12.5790674 41.8556268, 12.5795576 41.8550255, 12.5798191 41.8547058, 12.5801182 41.8543492, 12.5805071 41.8538867, 12.5809456 41.8533563, 12.581749 41.8523743, 12.5818093 41.8522844, 12.5818241 41.8522285, 12.5818617 41.852231, 12.5819153 41.8522265, 12.5819474 41.8522075, 12.5819729 41.8521206, 12.5819662 41.8520257, 12.5819367 41.8519378, 12.5818938 41.8518818, 12.5818026 41.8517959, 12.5816712 41.8517, 12.5814995 41.8515801, 12.5815379 41.8515369, 12.581576 41.8514922, 12.5819917 41.8516651, 12.5821526 41.851736, 12.5822988 41.851762, 12.5824463 41.851755, 12.5825509 41.851718, 12.5826448 41.851676, 12.582673 41.8516361, 12.582719 41.8516494, 12.5829024 41.851659, 12.5831316 41.8516572)",,,,,,,,
4377240627,4377240631,0,440023646,,,path,,False,64.801,"LINESTRING (12.4627431 41.934823, 12.4630221 41.9349317, 12.4631288 41.9349645, 12.4631931 41.9349843, 12.4634394 41.9350886)",,,,,,,,
4377240631,4377240627,0,440023646,,,path,,False,64.801,"LINESTRING (12.4634394 41.9350886, 12.4631931 41.9349843, 12.4631288 41.9349645, 12.4630221 41.9349317, 12.4627431 41.934823)",,,,,,,,
4915271890,4915271904,0,"[27384481, 27384477]",,,footway,,False,288.13899999999995,"LINESTRING (12.5619242 41.9050526, 12.5620047 41.9051079, 12.5621531 41.9051611, 12.5622801 41.9052555, 12.5624092 41.9054015, 12.5625453 41.9054551, 12.562657 41.9054901, 12.5627683 41.9055449, 12.5628582 41.9056028, 12.5628953 41.9056158, 12.5630317 41.9056434, 12.5632012 41.9056494, 12.5632963 41.9056528, 12.5635329 41.9057019, 12.5636377 41.9057597, 12.5637996 41.9058025, 12.5643505 41.9058791, 12.5643575 41.9059362, 12.5644043 41.905977, 12.5645252 41.9059901, 12.5646691 41.9060535, 12.5648482 41.9062054)",,,,,,,,
4915271890,300613220,0,27384477,,,footway,,False,182.24699999999999,"LINESTRING (12.5619242 41.9050526, 12.5619009 41.9050435, 12.5617703 41.9049866, 12.5616473 41.9049465, 12.5613119 41.9048537, 12.560122 41.9045435, 12.5599651 41.9044649, 12.5598831 41.9044582)",,,,,,,,
4915271890,300613260,0,181021874,,,footway,,False,607.3149999999999,"LINESTRING (12.5619242 41.9050526, 12.5618604 41.904975, 12.5617577 41.904929, 12.5616498 41.9049251, 12.5615332 41.9048822, 12.5614393 41.9048602, 12.5613374 41.9048178, 12.561203 41.9047046, 12.5611923 41.9045648, 12.5612888 41.9044131, 12.5614605 41.9043373, 12.5618736 41.9043213, 12.5622598 41.9043213, 12.5627909 41.9044491, 12.5632093 41.9045129, 12.5632825 41.9045333, 12.5633622 41.9045792, 12.5635473 41.9046447, 12.5638718 41.904691, 12.5640301 41.9047764, 12.5642475 41.9048213, 12.5644377 41.9048403, 12.5647167 41.9049236, 12.5650359 41.9050863, 12.5652976 41.9051836, 12.5656018 41.9052715, 12.5657174 41.9053004, 12.5657761 41.9053444, 12.5656233 41.9057546, 12.5655035 41.9061118, 12.5654507 41.9062052)",,,,,,,,
4915271904,4915271890,0,"[27384481, 27384477]",,,footway,,False,288.139,"LINESTRING (12.5648482 41.9062054, 12.5646691 41.9060535, 12.5645252 41.9059901, 12.5644043 41.905977, 12.5643575 41.9059362, 12.5643505 41.9058791, 12.5637996 41.9058025, 12.5636377 41.9057597, 12.5635329 41.9057019, 12.5632963 41.9056528, 12.5632012 41.9056494, 12.5630317 41.9056434, 12.5628953 41.9056158, 12.5628582 41.9056028, 12.5627683 41.9055449, 12.562657 41.9054901, 12.5625453 41.9054551, 12.5624092 41.9054015, 12.5622801 41.9052555, 12.5621531 41.9051611, 12.5620047 41.9051079, 12.5619242 41.9050526)",,,,,,,,
5144904593,2408831407,0,"[529665048, 529665049, 529665050, 529665047]",,,"['cycleway', 'path']",,True,256.435,"LINESTRING (12.5110976 41.8968328, 12.5110567 41.8968109, 12.5110218 41.8967919, 12.5110426 41.8967709, 12.5110399 41.896759, 12.5110251 41.8967485, 12.510985 41.8967306, 12.510945 41.896715, 12.5109246 41.8967153, 12.5109011 41.8967258, 12.5107911 41.8968258, 12.5107058 41.8967788, 12.5106154 41.89673, 12.5106943 41.896654, 12.5107522 41.8966212, 12.5107469 41.8965853, 12.5107227 41.8965019, 12.5106812 41.896421, 12.5105095 41.8962658, 12.509737 41.8955441, 12.5094752 41.8953086)",,yes,,,,,,
5255218610,7644016611,0,"[818516806, 543626156, 543626157, 543626158, 543626646, 543626647]",2,,"['path', 'footway']",,False,242.49599999999995,"LINESTRING (12.4754894 41.8779685, 12.4751807 41.878411, 12.4751501 41.878455, 12.4751121 41.8785093, 12.4747941 41.8789641, 12.4747588 41.8790093, 12.4747288 41.8790516, 12.4745055 41.8793534, 12.4744012 41.8794854, 12.4743785 41.8795135, 12.4742917 41.8796208, 12.4742449 41.8796786, 12.4741917 41.879737, 12.4741385 41.8797977, 12.4740709 41.879875)",,,,,,,,
6179192637,1203427467,0,104294726,,Ciclabile Anagnina-Tor Vergata-Tor Bella Monaca,path,,False,2710.8709999999996,"LINESTRING (12.6318524 41.8558787, 12.6318556 41.8558716, 12.6318585 41.8558652, 12.6318541 41.855856, 12.6318451 41.8558493, 12.6318288 41.855846, 12.6318134 41.8558485, 12.6317966 41.855857, 12.6310845 41.8556784, 12.630961 41.8556457, 12.6309018 41.8556268, 12.630846 41.8555953, 12.6307952 41.8555562, 12.6307513 41.8555096, 12.630714 41.8554479, 12.6306971 41.8553861, 12.6306943 41.8553405, 12.6306921 41.8553055, 12.6307056 41.855245, 12.6307377 41.8551846, 12.63078 41.8551329, 12.6309965 41.8549351, 12.6311007 41.8548381, 12.6313348 41.854634, 12.6321519 41.8538906, 12.6324919 41.8535832, 12.6325494 41.8535504, 12.6326137 41.8535328, 12.6327118 41.8535265, 12.6327778 41.8535202, 12.6328488 41.8535038, 12.6329198 41.8534698, 12.6329672 41.8534345, 12.6331685 41.8532505, 12.633204 41.8532014, 12.633226 41.8531396, 12.6332277 41.8530817, 12.6332193 41.8530262, 12.6332193 41.8529821, 12.6332294 41.8529343, 12.6332666 41.8528813, 12.6333952 41.8527654, 12.6338096 41.8523912, 12.6342054 41.8520686, 12.6344879 41.851867, 12.6347078 41.8517234, 12.6348685 41.8516314, 12.6350783 41.8515294, 12.6353929 41.8514071, 12.635601 41.8513416, 12.6358463 41.8512837, 12.6360712 41.8512446, 12.6362827 41.8512257, 12.6365432 41.8512194, 12.6368003 41.8512169, 12.6368524 41.8512132, 12.6370118 41.8511992, 12.6372063 41.851174, 12.6374279 41.8511274, 12.6376295 41.8510695, 12.6378609 41.8509838, 12.6380385 41.8509057, 12.6382043 41.8508149, 12.6384039 41.8506889, 12.638612 41.8505428, 12.6387693 41.8504142, 12.6389046 41.8502908, 12.6390704 41.8501081, 12.6391888 41.8499657, 12.6393062 41.8497947, 12.6393959 41.8496415, 12.63949 41.8494492, 12.6396169 41.8491298, 12.6398413 41.8485597, 12.6399691 41.848235, 12.6403389 41.8473191, 12.640713 41.8463787, 12.6410478 41.8455263, 12.641365 41.8447342, 12.641613 41.8440843, 12.6419479 41.8432197, 12.6420175 41.8430954, 12.6420965 41.8429842, 12.642159 41.8429165, 12.6422231 41.8428591, 12.6423935 41.8427384, 12.6424653 41.842696, 12.6425477 41.8426581, 12.6427112 41.8425953, 12.6428532 41.8425561, 12.6429447 41.8425399, 12.643041 41.8425241, 12.643143 41.8425186, 12.6433085 41.8425211, 12.6434839 41.8425319, 12.6437988 41.8426045, 12.644089 41.8426688, 12.6444632 41.8427502, 12.6454301 41.8429836, 12.6458633 41.8430798, 12.6466969 41.8432624, 12.6468172 41.843295, 12.6469332 41.8433471, 12.6470294 41.8434058, 12.6471126 41.8434791, 12.6471892 41.8435574, 12.6472592 41.8436095, 12.6473401 41.8436438, 12.6474036 41.8436633, 12.6475132 41.8436756, 12.6475839 41.8436723, 12.6476715 41.8436544, 12.647801 41.843629, 12.6479032 41.8435972, 12.6480292 41.8435868, 12.6481146 41.8435878, 12.6482028 41.8435972, 12.6483639 41.8436337, 12.6489492 41.8437641, 12.6493792 41.8438586, 12.6499835 41.8439924, 12.6509118 41.8441967, 12.6509294 41.8441187)",,,,,,8,,
6521675299,2440701314,0,346995408,,Via Mariano Romiti,path,,False,232.655,"LINESTRING (12.5511073 41.8939601, 12.5511139 41.893985, 12.5511593 41.8940302, 12.5511857 41.894205, 12.551377 41.8958235, 12.5513974 41.8960328)",,,,,,,,
7264023540,1198115046,0,778306409,,,footway,,False,30.058000000000003,"LINESTRING (12.4880052 41.8837892, 12.4879746 41.8837645, 12.487942 41.8837382, 12.4878195 41.8836392, 12.487759 41.8835905)",,,,,,,,
7644016611,5255218610,0,"[818516806, 543626156, 543626157, 543626158, 543626646, 543626647]",2,,"['path', 'footway']",,False,242.496,"LINESTRING (12.4740709 41.879875, 12.4741385 41.8797977, 12.4741917 41.879737, 12.4742449 41.8796786, 12.4742917 41.8796208, 12.4743785 41.8795135, 12.4744012 41.8794854, 12.4745055 41.8793534, 12.4747288 41.8790516, 12.4747588 41.8790093, 12.4747941 41.8789641, 12.4751121 41.8785093, 12.4751501 41.878455, 12.4751807 41.878411, 12.4754894 41.8779685)",,,,,,,,
251888378,251888369,0,"[347756696, 443690067]",2,Via Portuense,"['tertiary', 'secondary']",50,False,746.324,"LINESTRING (12.473819 41.8837318, 12.4728049 41.8828818, 12.4711415 41.8815887, 12.4706142 41.8811621, 12.4704719 41.8810452, 12.4702439 41.8808563, 12.4700534 41.8806675, 12.4698978 41.8804781, 12.4690944 41.8793789, 12.4689401 41.8791631, 12.4688219 41.8789815, 12.4687058 41.8787842, 12.4684946 41.8783929)",,,,,,,,
260200256,301680969,0,"[202710213, 202710214, 102342350, 124066224, 228097267, 165613076, 143571798]","['4', '1', '2']","['Via Tuscolana', 'Piazza di Santa Maria Ausiliatrice']","['primary', 'secondary']",50,True,1340.6690000000003,"LINESTRING (12.5421147 41.8665978, 12.5420551 41.8666179, 12.5419965 41.8666358, 12.5419323 41.8666536, 12.5416985 41.866788, 12.541564 41.8668641, 12.5413481 41.8670186, 12.5408939 41.8673233, 12.5407967 41.8673899, 12.5398892 41.868012, 12.5398128 41.8680644, 12.5397349 41.8681109, 12.5393841 41.8683415, 12.5392154 41.8684525, 12.5384444 41.8689396, 12.5382435 41.8690666, 12.5381171 41.8691464, 12.5378843 41.8692941, 12.5372134 41.8697091, 12.5362526 41.8703163, 12.5361496 41.8703837, 12.5360911 41.8704185, 12.5353437 41.8708933, 12.5353128 41.8709132, 12.5351823 41.8710014, 12.5339036 41.8717954, 12.5336426 41.8719698, 12.5334076 41.8721211, 12.5333611 41.8721502, 12.5330951 41.8723166, 12.5330024 41.8723725, 12.5328695 41.8724521, 12.5327792 41.8725021, 12.5326856 41.8725536, 12.5315132 41.8731729, 12.5313742 41.8732435, 12.5307187 41.8735919, 12.5305968 41.8736559, 12.5305224 41.8736999, 12.5303262 41.8738159, 12.529897 41.8740671, 12.5298608 41.8740883, 12.5298377 41.8741004, 12.5298056 41.8741152, 12.5297695 41.87413, 12.5297401 41.8741395, 12.5297068 41.8741489, 12.5296904 41.8741528, 12.5296414 41.8741632, 12.5295714 41.874178)",,,,,,,,
260200256,261629476,0,"[469517222, 469517223, 115507626, 99310134, 99310139]",1,Via del Mandrione,tertiary,30,True,535.982,"LINESTRING (12.5421147 41.8665978, 12.5420983 41.8667765, 12.5420724 41.8669367, 12.542067 41.8669607, 12.5420637 41.8669801, 12.5419498 41.8672089, 12.5414507 41.8682255, 12.5413991 41.8683032, 12.5411193 41.8687249, 12.5408781 41.8691153, 12.5406231 41.869677, 12.5402907 41.8703064, 12.5399513 41.8708419, 12.5398605 41.870985, 12.5398057 41.8710795)",yes,,,,,,,
4203045806,260200256,0,"[817603168, 23996930, 202710213, 28873044, 123979509]","['1', '2']",Via Tuscolana,primary,50,True,669.96,"LINESTRING (12.548218 41.8638751, 12.5481205 41.863903, 12.547901 41.8639661, 12.5470304 41.8641908, 12.54554 41.8645657, 12.5454343 41.8645952, 12.545372 41.8646112, 12.5453054 41.8646271, 12.5452628 41.8646362, 12.5452159 41.8646454, 12.545123 41.8646604, 12.5450207 41.8646739, 12.5449183 41.8646854, 12.5448738 41.8646885, 12.5448275 41.8646917, 12.5447847 41.8646919, 12.5447401 41.864692, 12.5446596 41.8646888, 12.5446194 41.8646863, 12.5445758 41.8646824, 12.5445209 41.8646768, 12.5443812 41.8646603, 12.5441454 41.8646395, 12.5436762 41.864632, 12.5436303 41.8646344, 12.5435841 41.8646383, 12.5435394 41.8646439, 12.5434952 41.8646507, 12.5434519 41.8646595, 12.5434088 41.864669, 12.5433554 41.8646836, 12.5433048 41.8647025, 12.5432568 41.8647244, 12.5432203 41.8647428, 12.5431837 41.8647641, 12.5430663 41.8648501, 12.5430414 41.8648704, 12.542983 41.8649214, 12.5429339 41.8649692, 12.5428992 41.8650099, 12.5428725 41.8650516, 12.5428618 41.8650721, 12.5428538 41.8650935, 12.5428459 41.8651374, 12.5428413 41.8652445, 12.5428434 41.8654873, 12.5428198 41.8657866, 12.5428096 41.8658431, 12.542794 41.8658996, 12.5427717 41.8659542, 12.542744 41.8660087, 12.5426911 41.866094, 12.5426341 41.8661807, 12.5425955 41.8662301, 12.5425528 41.866281, 12.5425128 41.8663319, 12.5424661 41.8663778, 12.5424171 41.8664236, 12.542364 41.8664645, 12.5423276 41.8664896, 12.54229 41.8665127, 12.542244 41.8665364, 12.5421794 41.8665697, 12.5421465 41.8665849, 12.5421147 41.8665978)",yes,,,,,,,
21638011,255019811,0,"[124449038, 124449040, 185967604, 185967605, 127417654, 5190200]",2,Lungomare Duca degli Abruzzi,tertiary,30,False,1026.9070000000002,"LINESTRING (12.264032 41.7337426, 12.2625256 41.7342412, 12.261496 41.7345621, 12.2606221 41.7348415, 12.2591108 41.7353281, 12.2576695 41.7357869, 12.256433 41.7361921, 12.2554128 41.7365179, 12.254416 41.7368347, 12.2532797 41.737204, 12.2526674 41.7373985)",,,,,,,,
25388406,366569122,0,"[4245352, 102290908]",4,Via dei Fori Imperiali,service,30,False,73.853,"LINESTRING (12.4867867 41.8934422, 12.4871474 41.8932421, 12.4872859 41.8931534, 12.4873686 41.8931103, 12.4874917 41.8930357)",,,,,,,,
25388406,366569122,1,102290910,2,Via dei Fori Imperiali,service,30,True,80.265,"LINESTRING (12.4867867 41.8934422, 12.4867931 41.8933551, 12.4868591 41.8932722, 12.4870449 41.8931536, 12.4872485 41.8930747, 12.4874917 41.8930357)",,,,,,,,
25388406,32630949,0,"[203150441, 102290915, 243722805]",6,Via dei Fori Imperiali,service,30,False,354.1749999999999,"LINESTRING (12.4867867 41.8934422, 12.4862721 41.8937312, 12.4857857 41.8940019, 12.4847345 41.8945814, 12.4843323 41.8948246, 12.484127 41.8949372, 12.4840385 41.8949915, 12.483978 41.8950334, 12.4838895 41.8951473, 12.4837173 41.8953082, 12.4836053 41.8953991, 12.4835075 41.8954624)",,,,,,,,
25418922,2141800773,0,23328037,2,Via di Santa Maria Maggiore,tertiary,30,False,21.472,"LINESTRING (12.4960073 41.8973743, 12.4957563 41.8973255)",,,,,,,,
25419073,304572700,0,"[108565606, 366692686, 366692687, 128665329, 204390269, 22979103]",2,Via del Corso,unclassified,30,False,536.872,"LINESTRING (12.4822238 41.8966841, 12.4821556 41.8967573, 12.4821202 41.896842, 12.4819172 41.8973132, 12.4819046 41.8973419, 12.4819007 41.897356, 12.481546 41.8982215, 12.4814433 41.8984775, 12.4813313 41.8987522, 12.4812642 41.898929, 12.4812471 41.8989704, 12.4811137 41.8993244, 12.4810908 41.8993849, 12.4809526 41.8997362, 12.4809316 41.8997899, 12.4808159 41.900079, 12.4808036 41.900112, 12.4806177 41.9005312, 12.4805364 41.9007219, 12.4805258 41.9007504, 12.4804365 41.9009581, 12.4803307 41.9012162, 12.4803018 41.9012906)",,,,,,,,
32630949,25388406,0,"[203150441, 102290915, 243722805]",6,Via dei Fori Imperiali,service,30,False,354.17499999999995,"LINESTRING (12.4835075 41.8954624, 12.4836053 41.8953991, 12.4837173 41.8953082, 12.4838895 41.8951473, 12.483978 41.8950334, 12.4840385 41.8949915, 12.484127 41.8949372, 12.4843323 41.8948246, 12.4847345 41.8945814, 12.4857857 41.8940019, 12.4862721 41.8937312, 12.4867867 41.8934422)",,,,,,,,
32641664,1191808033,0,25694088,,Piazzale del Fiocco,service,30,False,19.404,"LINESTRING (12.4803127 41.9137646, 12.4802988 41.9139388)",,,,,,,,
32641664,280135512,0,25694084,2,Viale Fiorello la Guardia,service,30,False,32.079,"LINESTRING (12.4803127 41.9137646, 12.4804775 41.9137727, 12.480697 41.9137999)",,,,,,,,
32641664,1396502529,0,"[122681315, 192085431]",2,Viale Giorgio Washington,service,30,False,328.427,"LINESTRING (12.4803127 41.9137646, 12.4801816 41.9137366, 12.4800446 41.9136688, 12.4795229 41.9134302, 12.4789642 41.9131379, 12.4788483 41.9130773, 12.4785731 41.9129471, 12.4780689 41.9127087, 12.4778452 41.9126029, 12.4773165 41.9123459, 12.4769772 41.9121731)",,,,,,,,
32641667,1396502529,0,4951467,2,Viale Giorgio Washington,service,30,False,21.125,"LINESTRING (12.4767555 41.9120789, 12.4769772 41.9121731)",,,,,,,,
32649902,32649904,0,22951592,1,Via della Scala,residential,30,True,119.895,"LINESTRING (12.4677471 41.8919983, 12.4680897 41.8913173, 12.4681395 41.8912284, 12.4682913 41.8910001)",,,,,,,,
32649902,305291736,0,27350842,2,Via Garibaldi,residential,30,False,123.709,"LINESTRING (12.4677471 41.8919983, 12.4675024 41.8918875, 12.4668464 41.8911323)",,,,,,,,
32649902,247289566,0,"[204897976, 204149302, 204149303]",1,"['Via di Porta Settimiana', 'Via della Lungara']",residential,30,True,90.43799999999999,"LINESTRING (12.4677471 41.8919983, 12.4676289 41.8921993, 12.4676074 41.8922358, 12.467322 41.8927475)",,,,,,,,
32649904,305291994,0,33654269,1,Via della Scala,residential,30,True,77.628,"LINESTRING (12.4682913 41.8910001, 12.4687216 41.8903798)",,,,,,,,
32649904,305293409,0,297113979,1,Vicolo della Scala,residential,30,False,64.714,"LINESTRING (12.4682913 41.8910001, 12.4681695 41.8909374, 12.4679839 41.8908437, 12.467652 41.8906652)",,,,,,,,
32649905,32649906,0,4951284,2,Piazza di Sant'Egidio,residential,30,False,52.244,"LINESTRING (12.4689986 41.8901893, 12.4691963 41.8897431)",,,,,,,,
32649905,385011801,0,33654268,2,Piazza di Sant'Egidio,residential,30,False,11.719,"LINESTRING (12.4689986 41.8901893, 12.4690343 41.890213, 12.4690613 41.8902407, 12.4690639 41.8902762)",,,,,,,,
32649905,1762130264,0,164595130,2,Piazza di Sant'Egidio,residential,30,False,17.963,"LINESTRING (12.4689986 41.8901893, 12.4688188 41.8902148, 12.4688033 41.8902373)",,,,,,,,
32649906,32649905,0,4951284,2,Piazza di Sant'Egidio,residential,30,False,52.244,"LINESTRING (12.4691963 41.8897431, 12.4689986 41.8901893)",,,,,,,,
32649906,300251128,0,33654265,1,Via della Paglia,residential,30,True,71.528,"LINESTRING (12.4691963 41.8897431, 12.4691249 41.8897177, 12.4688892 41.8896294, 12.4684841 41.8894493, 12.4684552 41.8894196)",,,,,,,,
32649914,305309535,0,"[22951419, 33684676]",2,"['Via degli Stefaneschi', ""Via dell'Olmetto""]",residential,30,False,76.68900000000001,"LINESTRING (12.4746604 41.8894163, 12.4746631 41.8894362, 12.4747052 41.8898338, 12.4750629 41.8897843)",,,,,,,,
32649915,305300324,0,"[27806144, 27806169, 33684471]",1,"['Via della Gensola', 'Via della Lungaretta', 'Vicolo della Luce']",residential,30,True,161.534,"LINESTRING (12.4759117 41.8893139, 12.4757151 41.8893503, 12.4755556 41.8893696, 12.4755599 41.8894712, 12.4756501 41.8896747, 12.4756939 41.8897736, 12.47576 41.8898236, 12.4758949 41.8897967, 12.4763457 41.8894806, 12.4765002 41.8894282)",,,,,,,,
32650014,247289226,0,23751830,1,Via Luciano Manara,residential,30,True,78.151,"LINESTRING (12.4703803 41.8879394, 12.4713238 41.8879146)",,,,,,,,
32650014,247289227,0,190598715,1,Via Luciano Manara,residential,30,True,106.532,"LINESTRING (12.4703803 41.8879394, 12.4690942 41.8879739)",,,,,,,,
32650370,305309566,0,22951389,1,Via Giulio Cesare Santini,residential,30,True,27.192,"LINESTRING (12.4748794 41.8882907, 12.4745708 41.8883745)",,,,,,,,
32650370,32650377,0,121033199,1,Via della Luce,residential,30,True,87.14800000000001,"LINESTRING (12.4748794 41.8882907, 12.4752444 41.8886293, 12.4754279 41.8888183, 12.4754738 41.8888673, 12.4755381 41.8888976)",,,,,,,,
32650377,305309324,0,27806157,,Vicolo del Buco,service,30,True,72.007,"LINESTRING (12.4755381 41.8888976, 12.4753036 41.8890178, 12.4752458 41.8891501, 12.4752033 41.8891701, 12.4751041 41.8891914, 12.4748654 41.8892317)",,,alley,,,,,
32650377,32649915,0,121033199,1,Via della Luce,residential,30,True,56.223,"LINESTRING (12.4755381 41.8888976, 12.4755891 41.8889194, 12.4759117 41.8893139)",,,,,,,,
32650391,3077613119,0,124077478,1,Via dei Fienili,service,30,True,5.321,"LINESTRING (12.4826591 41.8908992, 12.4826042 41.8909241)",,,alley,,,,,
32650609,293801361,0,4951382,1,Via della Croce,service,20,True,50.126999999999995,"LINESTRING (12.4812079 41.9065435, 12.4811544 41.9065303, 12.4811328 41.9065249, 12.4806331 41.9064013)",,,alley,,,,,
32650951,305313875,0,190598716,1,Via Titta Scarpetta,residential,30,True,18.29,"LINESTRING (12.4775826 41.889422, 12.4775687 41.8893355, 12.4775523 41.8892591)",,,,,,,,
32653256,293806533,0,203960287,1,Via Vittoria,service,20,True,72.387,"LINESTRING (12.4780884 41.9065412, 12.4789254 41.9067303)",,,alley,,,,,
38362778,1471944766,0,"[106287230, 27347030]",1,"['Via la Nebbia', 'Via Cogoleto']",residential,30,True,317.55100000000004,"LINESTRING (12.4264523 41.926914, 12.4262255 41.926876, 12.4256782 41.9267865, 12.4254701 41.9267744, 12.4252753 41.9267996, 12.4247439 41.9268982, 12.4242576 41.9269778, 12.4239378 41.9270546, 12.4237239 41.9271366, 12.4235557 41.9272264, 12.4234566 41.9273314, 12.4233804 41.9274799, 12.4232899 41.9276565, 12.4232577 41.9277249, 12.4231934 41.9277495)",,,,,,,,
83656611,308528777,0,"[307158169, 128524822]",2,Piazza Cavour,residential,30,False,105.71199999999999,"LINESTRING (12.4684306 41.9053914, 12.4684939 41.9053263, 12.4685448 41.9052303, 12.4686613 41.9050254, 12.4688588 41.9046779, 12.4689464 41.9045238)",,,,,,,,
100971777,305310132,0,11350613,1,Via dei Genovesi,residential,30,True,130.02100000000002,"LINESTRING (12.4772838 41.8876371, 12.4768606 41.8877635, 12.475978 41.8880271, 12.4758232 41.8880668)",,,,,,,,
100971777,1491995167,0,"[27806529, 296568982]",,"['Piazza di Santa Cecilia', 'Via di Santa Cecilia']",pedestrian,30,False,82.539,"LINESTRING (12.4772838 41.8876371, 12.47702 41.887315, 12.4769962 41.8873091, 12.476963 41.8873009, 12.4767797 41.8870111)",,,,,,,,
100971777,305312846,0,236877086,1,Via dei Vascellari,pedestrian,30,False,65.178,"LINESTRING (12.4772838 41.8876371, 12.4775112 41.887864, 12.477761 41.8881033)",,,,,,,,
101010992,255463426,0,23591593,1,Via Labicana,residential,30,True,334.767,"LINESTRING (12.4983846 41.889721, 12.4985169 41.8896673, 12.4985545 41.889652, 12.4989429 41.8895636, 12.4994074 41.8894707, 12.4997823 41.8894053, 12.5007729 41.8892216, 12.5007994 41.8892167, 12.5014034 41.8891171, 12.5018279 41.8890392, 12.502068 41.8890062, 12.5021156 41.8890031, 12.502178 41.889017, 12.5022354 41.8890932)",,,,,,,,
101010992,255463426,1,122185773,1,Via Labicana,secondary,30,True,326.908,"LINESTRING (12.4983846 41.889721, 12.4985133 41.8897003, 12.498612 41.8896844, 12.4998015 41.8894735, 12.5008215 41.8892809, 12.5014205 41.8891697, 12.5016383 41.8891307, 12.5018459 41.8891074, 12.5020868 41.8890936, 12.5022354 41.8890932)",,,,,,,,
122540924,773166064,0,"[678067256, 163608361]","['10', '15']",Diramazione Roma Sud,motorway,30,True,257.091,"LINESTRING (12.6528238 41.8331748, 12.6510879 41.8337731, 12.6500188 41.8341633)",,,,,,A1,,
122571273,1107496222,0,23694979,1,Via Panisperna,tertiary,30,True,44.358,"LINESTRING (12.4948943 41.8971714, 12.4943725 41.8970804)",,,,,,,,
122571273,2141800768,0,204165875,2,Via di Santa Maria Maggiore,tertiary,30,False,33.891,"LINESTRING (12.4948943 41.8971714, 12.4952945 41.8972359)",,,,,,,,
129967008,1710788096,0,61796904,1,Via di Castel Romano,unclassified,10,False,1483.1389999999997,"LINESTRING (12.4268931 41.7068004, 12.4285769 41.7075573, 12.4286427 41.7075854, 12.4287005 41.707608, 12.4287557 41.7076266, 12.4288229 41.7076504, 12.4288874 41.7076702, 12.428963 41.7076913, 12.4290886 41.707724, 12.4291607 41.7077403, 12.4292382 41.7077566, 12.4293078 41.7077701, 12.4293828 41.7077837, 12.4294987 41.7078023, 12.4296125 41.7078162, 12.429729 41.7078262, 12.4298293 41.7078328, 12.4306991 41.7078543, 12.4314454 41.7078763, 12.4350489 41.7080235, 12.4373332 41.7080998, 12.4385281 41.708144, 12.439715 41.7081851, 12.4406387 41.7082174, 12.4409808 41.70824, 12.4411005 41.7082516, 12.4412122 41.7082652, 12.4413154 41.7082842, 12.4413825 41.708299, 12.4414603 41.7083218, 12.4415295 41.708344, 12.4416561 41.7083919, 12.4417553 41.7084369, 12.4418438 41.7084859, 12.441953 41.7085569, 12.4420488 41.7086218, 12.4421352 41.7086916, 12.4433065 41.7097148, 12.4433717 41.7097858, 12.4433805 41.7098269, 12.4433568 41.7099047)",,,,,,,,
