u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,bridge,service,width,access,tunnel,ref,junction,area
286997512,1245833177,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,30.917,"LINESTRING (12.4880991 41.9590496, 12.4882097 41.9593152)",,,,,,,,
286997512,286997511,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,88.27,"LINESTRING (12.4880991 41.9590496, 12.487891 41.958271)",,,,,,,,
286997513,1245833224,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,30.493,"LINESTRING (12.4883567 41.9595619, 12.4885221 41.959807)",,,,,,,,
286997513,1245833177,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,30.004,"LINESTRING (12.4883567 41.9595619, 12.4882097 41.9593152)",,,,,,,,
286997514,701817926,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,19.861,"LINESTRING (12.4886957 41.9600087, 12.4888414 41.9601507)",,,,,,,,
286997514,1245833224,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,26.628,"LINESTRING (12.4886957 41.9600087, 12.4885221 41.959807)",,,,,,,,
286997515,701817942,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,42.309,"LINESTRING (12.4893158 41.9604945, 12.4897516 41.9606939)",,,,,,,,
286997515,1245780650,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,26.283,"LINESTRING (12.4893158 41.9604945, 12.4890726 41.9603423)",,,,,,,,
286997516,286997517,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,39.191,"LINESTRING (12.4901611 41.9608303, 12.4906193 41.9609205)",,,,,,,,
286997516,701817942,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,37.101,"LINESTRING (12.4901611 41.9608303, 12.4897516 41.9606939)",,,,,,,,
286997517,1245780773,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,42.802,"LINESTRING (12.4906193 41.9609205, 12.491132 41.9609736)",,,,,,,,
286997517,286997516,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,39.191,"LINESTRING (12.4906193 41.9609205, 12.4901611 41.9608303)",,,,,,,,
286997519,1245780807,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,51.032,"LINESTRING (12.4917329 41.9609876, 12.4923489 41.9609592)",,,,,,,,
286997519,1245780773,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,49.71,"LINESTRING (12.4917329 41.9609876, 12.491132 41.9609736)",,,,,,,,
286997520,1245780532,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,372.894,"LINESTRING (12.4930315 41.9609028, 12.4975072 41.9604911)",,,,,,,,
286997520,1245780807,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,56.788,"LINESTRING (12.4930315 41.9609028, 12.4923489 41.9609592)",,,,,,,,
286997521,286997523,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,48.533,"LINESTRING (12.4982094 41.9604865, 12.4987914 41.9605431)",,,,,,,,
286997521,1245780565,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,30.833,"LINESTRING (12.4982094 41.9604865, 12.4978365 41.9604863)",,,,,,,,
286997523,286997524,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,46.502,"LINESTRING (12.4987914 41.9605431, 12.499334 41.9606531)",,,,,,,,
286997523,286997521,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,48.533,"LINESTRING (12.4987914 41.9605431, 12.4982094 41.9604865)",,,,,,,,
286997524,1245780683,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,32.186,"LINESTRING (12.499334 41.9606531, 12.4996958 41.9607599)",,,,,,,,
286997524,286997523,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,46.502,"LINESTRING (12.499334 41.9606531, 12.4987914 41.9605431)",,,,,,,,
286997525,286997526,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,41.589,"LINESTRING (12.5000641 41.9609457, 12.5004694 41.9611672)",,,,,,,,
286997525,1245780683,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,36.8,"LINESTRING (12.5000641 41.9609457, 12.4996958 41.9607599)",,,,,,,,
286997526,286997527,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,31.176,"LINESTRING (12.5004694 41.9611672, 12.5006974 41.9613905)",,,,,,,,
286997526,286997525,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,41.589,"LINESTRING (12.5004694 41.9611672, 12.5000641 41.9609457)",,,,,,,,
286997527,364551646,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,62.471,"LINESTRING (12.5006974 41.9613905, 12.5010027 41.9619044)",,,,,,,,
286997527,286997526,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,31.176,"LINESTRING (12.5006974 41.9613905, 12.5004694 41.9611672)",,,,,,,,
286997528,286997529,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,26.079,"LINESTRING (12.5011071 41.9620514, 12.5013291 41.962218)",,,,,,,,
286997528,364551646,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,18.485,"LINESTRING (12.5011071 41.9620514, 12.5010027 41.9619044)",,,,,,,,
286997529,286997530,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,29.919,"LINESTRING (12.5013291 41.962218, 12.5015622 41.9624238)",,,,,,,,
286997529,286997528,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,26.079,"LINESTRING (12.5013291 41.962218, 12.5011071 41.9620514)",,,,,,,,
286997530,364551834,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,48.879,"LINESTRING (12.5015622 41.9624238, 12.5017639 41.962837)",,,,,,,,
286997530,286997529,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,29.919,"LINESTRING (12.5015622 41.9624238, 12.5013291 41.962218)",,,,,,,,
286997531,364551835,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,34.435,"LINESTRING (12.5019067 41.9633054, 12.501943 41.9636139)",,,,,,,,
286997531,364551834,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,53.405,"LINESTRING (12.5019067 41.9633054, 12.5017639 41.962837)",,,,,,,,
286997532,1517585914,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,24.267,"LINESTRING (12.5018303 41.9642334, 12.5017015 41.9644295)",,,,,,,,
286997532,1517585913,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,38.296,"LINESTRING (12.5018303 41.9642334, 12.5019226 41.9638959)",,,,,,,,
286997533,286997534,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,36.7,"LINESTRING (12.5015706 41.9646139, 12.5012777 41.9648619)",,,,,,,,
286997533,1517585914,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,23.185,"LINESTRING (12.5015706 41.9646139, 12.5017015 41.9644295)",,,,,,,,
286997534,364551937,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,35.642,"LINESTRING (12.5012777 41.9648619, 12.5009472 41.9650677)",,,,,,,,
286997534,286997533,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,36.7,"LINESTRING (12.5012777 41.9648619, 12.5015706 41.9646139)",,,,,,,,
286997536,286997537,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,112.104,"LINESTRING (12.5002585 41.9653277, 12.4989546 41.9656042)",,,,,,,,
286997536,364551939,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,20.161,"LINESTRING (12.5002585 41.9653277, 12.5004868 41.965264)",,,,,,,,
286997537,286997538,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,229.954,"LINESTRING (12.4989546 41.9656042, 12.4962509 41.9660893)",,,,,,,,
286997537,286997536,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,112.104,"LINESTRING (12.4989546 41.9656042, 12.5002585 41.9653277)",,,,,,,,
286997538,1517585915,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,45.099,"LINESTRING (12.4962509 41.9660893, 12.4957233 41.9661923)",,,,,,,,
286997538,286997537,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,229.954,"LINESTRING (12.4962509 41.9660893, 12.4989546 41.9656042)",,,,,,,,
286997539,1517585916,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,28.4,"LINESTRING (12.4952735 41.966343, 12.49498 41.9664757)",,,,,,,,
286997539,1517585915,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,40.79,"LINESTRING (12.4952735 41.966343, 12.4957233 41.9661923)",,,,,,,,
286997540,1517585917,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,30.141,"LINESTRING (12.4946716 41.9666509, 12.4943905 41.9668235)",,,,,,,,
286997540,1517585916,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,32.088,"LINESTRING (12.4946716 41.9666509, 12.49498 41.9664757)",,,,,,,,
286997541,1517585918,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,48.424,"LINESTRING (12.4941246 41.9670434, 12.4937978 41.9674048)",,,,,,,,
286997541,1517585917,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,32.881,"LINESTRING (12.4941246 41.9670434, 12.4943905 41.9668235)",,,,,,,,
286997542,1517585919,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,37.527,"LINESTRING (12.4935302 41.9678196, 12.4933909 41.9681408)",,,,,,,,
286997542,1517585918,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,51.155,"LINESTRING (12.4935302 41.9678196, 12.4937978 41.9674048)",,,,,,,,
286997543,1517585920,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,40.623,"LINESTRING (12.4933155 41.968476, 12.493298 41.9688411)",,,,,,,,
286997543,1517585919,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,37.79,"LINESTRING (12.4933155 41.968476, 12.4933909 41.9681408)",,,,,,,,
286997544,1517585921,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,34.386,"LINESTRING (12.4933327 41.9691844, 12.4934037 41.9694891)",,,,,,,,
286997544,1517585920,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,38.281,"LINESTRING (12.4933327 41.9691844, 12.493298 41.9688411)",,,,,,,,
286997546,1517585922,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,32.382,"LINESTRING (12.4934831 41.9697149, 12.4936312 41.9699845)",,,,,,,,
286997546,1517585921,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,25.952,"LINESTRING (12.4934831 41.9697149, 12.4934037 41.9694891)",,,,,,,,
286997547,286997548,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,53.118,"LINESTRING (12.4938133 41.9702373, 12.4941973 41.9706203)",,,,,,,,
286997547,1517585922,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,31.888,"LINESTRING (12.4938133 41.9702373, 12.4936312 41.9699845)",,,,,,,,
286997548,1343805271,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,20.528,"LINESTRING (12.4941973 41.9706203, 12.4943681 41.9707543)",,,,,,,,
286997548,286997547,0,97811220,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,53.118,"LINESTRING (12.4941973 41.9706203, 12.4938133 41.9702373)",,,,,,,,
286997549,1517586549,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,103.124,"LINESTRING (12.4959231 41.9718059, 12.4968532 41.9724239)",,,,,,,,
286997549,1343805271,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,173.78,"LINESTRING (12.4959231 41.9718059, 12.4943681 41.9707543)",,,,,,,,
286997550,1329622893,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,75.102,"LINESTRING (12.4977787 41.9731025, 12.4984028 41.9735933)",,,,,,,,
286997550,1517586549,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,107.46,"LINESTRING (12.4977787 41.9731025, 12.4968532 41.9724239)",,,,,,,,
286997551,286997552,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,200.684,"LINESTRING (12.4994095 41.9744745, 12.5009029 41.9758974)",,,,,,,,
286997551,1329622893,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,128.557,"LINESTRING (12.4994095 41.9744745, 12.4984028 41.9735933)",,,,,,,,
286997552,286997553,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,196.798,"LINESTRING (12.5009029 41.9758974, 12.5023759 41.9772878)",,,,,,,,
286997552,286997551,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,200.684,"LINESTRING (12.5009029 41.9758974, 12.4994095 41.9744745)",,,,,,,,
286997553,1517640088,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,51.126,"LINESTRING (12.5023759 41.9772878, 12.5027579 41.9776494)",,,,,,,,
286997553,286997552,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,196.798,"LINESTRING (12.5023759 41.9772878, 12.5009029 41.9758974)",,,,,,,,
286997554,1517640091,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,60.246,"LINESTRING (12.5029565 41.977867, 12.5033608 41.9783178)",,,,,,,,
286997554,1517640088,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,29.24,"LINESTRING (12.5029565 41.977867, 12.5027579 41.9776494)",,,,,,,,
286997556,1517640098,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,54.01,"LINESTRING (12.5036838 41.9787688, 12.5039369 41.9792166)",,,,,,,,
286997556,1517640091,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,56.814,"LINESTRING (12.5036838 41.9787688, 12.5033608 41.9783178)",,,,,,,,
286997557,1517640102,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,50.252,"LINESTRING (12.5040958 41.9795982, 12.5042466 41.980036)",,,,,,,,
286997557,1517640098,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,44.418,"LINESTRING (12.5040958 41.9795982, 12.5039369 41.9792166)",,,,,,,,
286997558,1517640108,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,36.645,"LINESTRING (12.5043218 41.9807956, 12.50427 41.9811229)",,,,,,,,
286997558,1517640107,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,37.137,"LINESTRING (12.5043218 41.9807956, 12.5043033 41.9804619)",,,,,,,,
286997559,1517640109,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,34.837,"LINESTRING (12.5041802 41.9814084, 12.5040535 41.9817072)",,,,,,,,
286997559,1517640108,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,32.602,"LINESTRING (12.5041802 41.9814084, 12.50427 41.9811229)",,,,,,,,
286997560,1517640128,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,36.037,"LINESTRING (12.5038727 41.9819973, 12.5036405 41.9822716)",,,,,,,,
286997560,1517640109,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,35.551,"LINESTRING (12.5038727 41.9819973, 12.5040535 41.9817072)",,,,,,,,
286997561,1517670936,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,46.318,"LINESTRING (12.5033749 41.9825332, 12.5030098 41.9828492)",,,,,,,,
286997561,1517640128,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,36.443,"LINESTRING (12.5033749 41.9825332, 12.5036405 41.9822716)",,,,,,,,
286997562,286997563,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,241.728,"LINESTRING (12.5018018 41.9838202, 12.4998206 41.9854193)",,,,,,,,
286997562,1517655678,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,101.296,"LINESTRING (12.5018018 41.9838202, 12.5026301 41.9831488)",,,,,,,,
286997563,1517670939,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,82.122,"LINESTRING (12.4998206 41.9854193, 12.4991372 41.9859554)",,,,,,,,
286997563,286997562,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,241.728,"LINESTRING (12.4998206 41.9854193, 12.5018018 41.9838202)",,,,,,,,
286997564,2277007117,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,52.728,"LINESTRING (12.4986991 41.9862622, 12.4982207 41.9865759)",,,,,,,,
286997564,1517670939,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,49.749,"LINESTRING (12.4986991 41.9862622, 12.4991372 41.9859554)",,,,,,,,
286997565,2277007117,0,454016113,False,,Percorso Ciclopedonale Madre Teresa Regard,cycleway,,23.711,"LINESTRING (12.4980056 41.986717, 12.4982207 41.9865759)",,,,,,,,
294113488,294113490,0,30711168,False,2,,cycleway,,22.915,"LINESTRING (12.4824036 41.8384935, 12.4826233 41.8386187)",,,,,,,,
294113488,294113492,0,30711168,False,2,,cycleway,,10.365,"LINESTRING (12.4824036 41.8384935, 12.4823063 41.8384349)",,,,,,,,
294113490,294113491,0,30711168,False,2,,cycleway,,15.898,"LINESTRING (12.4826233 41.8386187, 12.4827694 41.8387114)",,,,,,,,
294113490,294113488,0,30711168,False,2,,cycleway,,22.915,"LINESTRING (12.4826233 41.8386187, 12.4824036 41.8384935)",,,,,,,,
294113491,294113498,0,30711168,False,2,,cycleway,,13.822,"LINESTRING (12.4827694 41.8387114, 12.4828801 41.8388044)",,,,,,,,
294113491,294113490,0,30711168,False,2,,cycleway,,15.898,"LINESTRING (12.4827694 41.8387114, 12.4826233 41.8386187)",,,,,,,,
294113492,294113488,0,30711168,False,2,,cycleway,,10.365,"LINESTRING (12.4823063 41.8384349, 12.4824036 41.8384935)",,,,,,,,
294113492,294113493,0,30711168,False,2,,cycleway,,12.661,"LINESTRING (12.4823063 41.8384349, 12.4821925 41.8383589)",,,,,,,,
294113493,294113492,0,30711168,False,2,,cycleway,,12.661,"LINESTRING (12.4821925 41.8383589, 12.4823063 41.8384349)",,,,,,,,
294113493,294113494,0,30711168,False,2,,cycleway,,7.799,"LINESTRING (12.4821925 41.8383589, 12.482136 41.8383028)",,,,,,,,
294113494,294113493,0,30711168,False,2,,cycleway,,7.799,"LINESTRING (12.482136 41.8383028, 12.4821925 41.8383589)",,,,,,,,
294113494,294113495,0,30711168,False,2,,cycleway,,3.449,"LINESTRING (12.482136 41.8383028, 12.4821292 41.8382722)",,,,,,,,
294113495,294113494,0,30711168,False,2,,cycleway,,3.449,"LINESTRING (12.4821292 41.8382722, 12.482136 41.8383028)",,,,,,,,
294113495,294113496,0,30711168,False,2,,cycleway,,2.731,"LINESTRING (12.4821292 41.8382722, 12.4821411 41.8382493)",,,,,,,,
294113496,294113495,0,30711168,False,2,,cycleway,,2.731,"LINESTRING (12.4821411 41.8382493, 12.4821292 41.8382722)",,,,,,,,
294113496,294113497,0,30711168,False,2,,cycleway,,17.865,"LINESTRING (12.4821411 41.8382493, 12.482297 41.8381383)",,,,,,,,
294113497,294113496,0,30711168,False,2,,cycleway,,17.865,"LINESTRING (12.482297 41.8381383, 12.4821411 41.8382493)",,,,,,,,
294113497,1989728428,0,188344475,False,2,,path,,15.326,"LINESTRING (12.482297 41.8381383, 12.4821151 41.8381634)",,,,,,,,
294113498,294113499,0,30711168,False,2,,cycleway,,13.988,"LINESTRING (12.4828801 41.8388044, 12.4829593 41.8389155)",,,,,,,,
294113498,294113491,0,30711168,False,2,,cycleway,,13.822,"LINESTRING (12.4828801 41.8388044, 12.4827694 41.8387114)",,,,,,,,
294113499,294113500,0,30711168,False,2,,cycleway,,16.079,"LINESTRING (12.4829593 41.8389155, 12.4830052 41.839056)",,,,,,,,
294113499,294113498,0,30711168,False,2,,cycleway,,13.988,"LINESTRING (12.4829593 41.8389155, 12.4828801 41.8388044)",,,,,,,,
294113500,294113501,0,30711168,False,2,,cycleway,,13.9,"LINESTRING (12.4830052 41.839056, 12.4830071 41.839181)",,,,,,,,
294113500,294113499,0,30711168,False,2,,cycleway,,16.079,"LINESTRING (12.4830052 41.839056, 12.4829593 41.8389155)",,,,,,,,
294113501,294113502,0,30711168,False,2,,cycleway,,12.776,"LINESTRING (12.4830071 41.839181, 12.482963 41.8392911)",,,,,,,,
294113501,294113500,0,30711168,False,2,,cycleway,,13.9,"LINESTRING (12.4830071 41.839181, 12.4830052 41.839056)",,,,,,,,
294113502,294113503,0,30711168,False,2,,cycleway,,12.868,"LINESTRING (12.482963 41.8392911, 12.4828789 41.8393884)",,,,,,,,
294113502,294113501,0,30711168,False,2,,cycleway,,12.776,"LINESTRING (12.482963 41.8392911, 12.4830071 41.839181)",,,,,,,,
294113503,294113504,0,30711168,False,2,,cycleway,,14.541,"LINESTRING (12.4828789 41.8393884, 12.4827503 41.8394774)",,,,,,,,
294113503,294113502,0,30711168,False,2,,cycleway,,12.868,"LINESTRING (12.4828789 41.8393884, 12.482963 41.8392911)",,,,,,,,
294113504,294113505,0,30711168,False,2,,cycleway,,14.389,"LINESTRING (12.4827503 41.8394774, 12.4825943 41.8395343)",,,,,,,,
294113504,294113503,0,30711168,False,2,,cycleway,,14.541,"LINESTRING (12.4827503 41.8394774, 12.4828789 41.8393884)",,,,,,,,
294113505,294113506,0,30711168,False,2,,cycleway,,10.608,"LINESTRING (12.4825943 41.8395343, 12.4824704 41.8395584)",,,,,,,,
294113505,294113504,0,30711168,False,2,,cycleway,,14.389,"LINESTRING (12.4825943 41.8395343, 12.4827503 41.8394774)",,,,,,,,
294113506,294113507,0,30711168,False,2,,cycleway,,16.786,"LINESTRING (12.4824704 41.8395584, 12.4822684 41.8395703)",,,,,,,,
294113506,294113505,0,30711168,False,2,,cycleway,,10.608,"LINESTRING (12.4824704 41.8395584, 12.4825943 41.8395343)",,,,,,,,
294113507,294113508,0,30711168,False,2,,cycleway,,19.533,"LINESTRING (12.4822684 41.8395703, 12.4820329 41.839579)",,,,,,,,
294113507,294113506,0,30711168,False,2,,cycleway,,16.786,"LINESTRING (12.4822684 41.8395703, 12.4824704 41.8395584)",,,,,,,,
294113508,294113509,0,30711168,False,2,,cycleway,,19.8,"LINESTRING (12.4820329 41.839579, 12.4817939 41.83958)",,,,,,,,
294113508,294113507,0,30711168,False,2,,cycleway,,19.533,"LINESTRING (12.4820329 41.839579, 12.4822684 41.8395703)",,,,,,,,
294113509,294113511,0,30711168,False,2,,cycleway,,18.699,"LINESTRING (12.4817939 41.83958, 12.4815682 41.839582)",,,,,,,,
294113509,294113508,0,30711168,False,2,,cycleway,,19.8,"LINESTRING (12.4817939 41.83958, 12.4820329 41.839579)",,,,,,,,
294113511,294113516,0,30711168,False,2,,cycleway,,11.615,"LINESTRING (12.4815682 41.839582, 12.4814282 41.8395877)",,,,,,,,
294113511,294113509,0,30711168,False,2,,cycleway,,18.699,"LINESTRING (12.4815682 41.839582, 12.4817939 41.83958)",,,,,,,,
294113512,294113513,0,30711168,False,2,,cycleway,,7.59,"LINESTRING (12.4813293 41.8396094, 12.4812736 41.8396636)",,,,,,,,
294113512,294113516,0,30711168,False,2,,cycleway,,8.541,"LINESTRING (12.4813293 41.8396094, 12.4814282 41.8395877)",,,,,,,,
294113513,294113514,0,30711168,False,2,,cycleway,,33.584,"LINESTRING (12.4812736 41.8396636, 12.4811048 41.8399382)",,,,,,,,
294113513,294113512,0,30711168,False,2,,cycleway,,7.59,"LINESTRING (12.4812736 41.8396636, 12.4813293 41.8396094)",,,,,,,,
294113514,1915184281,0,30711168,False,2,,cycleway,,18.15,"LINESTRING (12.4811048 41.8399382, 12.4810082 41.8400847)",,,,,,,,
294113514,294113513,0,30711168,False,2,,cycleway,,33.584,"LINESTRING (12.4811048 41.8399382, 12.4812736 41.8396636)",,,,,,,,
294113515,1915184281,0,30711168,False,2,,cycleway,,15.044,"LINESTRING (12.4809104 41.8401987, 12.4810082 41.8400847)",,,,,,,,
294113516,294113512,0,30711168,False,2,,cycleway,,8.541,"LINESTRING (12.4814282 41.8395877, 12.4813293 41.8396094)",,,,,,,,
294113516,294113511,0,30711168,False,2,,cycleway,,11.615,"LINESTRING (12.4814282 41.8395877, 12.4815682 41.839582)",,,,,,,,
294707107,302128491,0,27521619,False,,,cycleway,,12.875,"LINESTRING (12.4897873 41.8533013, 12.4896712 41.8533783)",,,,,,,,
294707107,294707123,0,26836815,False,,,service,30,17.692,"LINESTRING (12.4897873 41.8533013, 12.4896267 41.8531964)",,parking_aisle,,,,,,
294707107,294707110,0,26836815,False,,,service,30,133.26,"LINESTRING (12.4897873 41.8533013, 12.4908903 41.8524288)",,parking_aisle,,,,,,
294707118,302128491,0,23953166,False,2,,cycleway,20,19.466,"LINESTRING (12.4894992 41.853259, 12.4896712 41.8533783)",,,,,,,,
294707118,729697856,0,23953166,False,2,,cycleway,20,23.617,"LINESTRING (12.4894992 41.853259, 12.489318 41.853095)",,,,,,,,
294707118,294707123,0,26836816,False,,,cycleway,,12.648,"LINESTRING (12.4894992 41.853259, 12.4896267 41.8531964)",,,,,,,,
294707123,294707118,0,26836816,False,,,cycleway,,12.648,"LINESTRING (12.4896267 41.8531964, 12.4894992 41.853259)",,,,,,,,
294707123,294707107,0,26836815,False,,,service,30,17.692,"LINESTRING (12.4896267 41.8531964, 12.4897873 41.8533013)",,parking_aisle,,,,,,
295225857,4916563126,0,222750163,False,,,cycleway,,29.056,"LINESTRING (12.5447227 41.9135887, 12.5445514 41.9138168)",,,,,,,,
296241858,2399090768,0,231541498,False,2,,cycleway,,10.614,"LINESTRING (12.5730043 41.9150641, 12.572982 41.9149701)",,,,,,,,
296341999,1234591544,0,288452596,False,2,Percorso Ciclopedonale Bianca Bianchi,cycleway,,10.444,"LINESTRING (12.4200298 41.9407059, 12.4200894 41.9406231)",,,,,,,,
296341999,1236188386,0,288452596,False,2,Percorso Ciclopedonale Bianca Bianchi,cycleway,,6.664,"LINESTRING (12.4200298 41.9407059, 12.4199935 41.9407594)",,,,,,,,
296914220,1336806877,0,118923051,False,,,cycleway,,9.613,"LINESTRING (12.3413057 41.7912449, 12.3413809 41.7913107)",,,,,,,,
296914220,296914221,0,27060953,False,,,path,,35.762,"LINESTRING (12.3413057 41.7912449, 12.341711 41.791355)",,,,,,,,
296914220,1336806894,0,27060953,False,,,path,,23.1,"LINESTRING (12.3413057 41.7912449, 12.341068 41.7911365)",,,,,,,,
297980527,448944089,0,30060031,False,2,,cycleway,,7.05,"LINESTRING (12.4714784 41.9292682, 12.471561 41.9292526)",,,,,,,,
297980527,448944088,0,30060031,False,2,,cycleway,,4.708,"LINESTRING (12.4714784 41.9292682, 12.4714264 41.9292854)",,,,,,,,
