y,x,osmid,highway,ref,geometry
41.9027733,12.5070116,25643620,traffic_signals,,POINT (12.5070116 41.9027733)
41.9038297,12.5068628,25643633,,,POINT (12.5068628 41.9038297)
41.9062237,12.5054854,25643643,traffic_signals,,POINT (12.5054854 41.9062237)
41.908063,12.5046647,25643645,,,POINT (12.5046647 41.908063)
41.902493,12.7524826,26006487,,,POINT (12.7524826 41.902493)
41.8861963,12.3877643,26496101,,,POINT (12.3877643 41.8861963)
41.8858835,12.3820563,26496159,,,POINT (12.3820563 41.8858835)
41.8928179,12.4145132,26496616,,,POINT (12.4145132 41.8928179)
41.8839617,12.3806109,26496651,,,POINT (12.3806109 41.8839617)
41.8774539,12.3792649,26496657,,,POINT (12.3792649 41.8774539)
41.8069669,12.4220892,26496718,,,POINT (12.4220892 41.8069669)
41.8014356,12.4485096,26496730,,,POINT (12.4485096 41.8014356)
41.811156,12.5697589,26496763,,,POINT (12.5697589 41.811156)
41.8620476,12.6001023,26496800,motorway_junction,18,POINT (12.6001023 41.8620476)
41.8653294,12.6011423,26617509,,,POINT (12.6011423 41.8653294)
41.8687602,12.5864253,26617536,,,POINT (12.5864253 41.8687602)
41.8771131,12.5521472,26618020,,,POINT (12.5521472 41.8771131)
41.8788979,12.5453277,26618050,,,POINT (12.5453277 41.8788979)
41.8868306,12.526805,26618108,,,POINT (12.526805 41.8868306)
41.8922374,12.5154525,26618754,,,POINT (12.5154525 41.8922374)
41.892249,12.5149292,26618757,,,POINT (12.5149292 41.892249)
41.8918543,12.5160853,26618764,,,POINT (12.5160853 41.8918543)
41.892127,12.514397,26619064,,,POINT (12.514397 41.892127)
41.8928151,12.5132546,26619072,,,POINT (12.5132546 41.8928151)
41.8942817,12.5108331,26619081,,,POINT (12.5108331 41.8942817)
41.8951133,12.5093984,26619087,traffic_signals,,POINT (12.5093984 41.8951133)
41.8966779,12.5108116,26619712,,,POINT (12.5108116 41.8966779)
41.8971524,12.5103133,26619713,,,POINT (12.5103133 41.8971524)
41.9693563,12.4047586,31383223,,,POINT (12.4047586 41.9693563)
41.9213756,12.3823253,31383224,,,POINT (12.3823253 41.9213756)
41.8910199,12.3810956,31383256,motorway_junction,1,POINT (12.3810956 41.8910199)
41.9559339,12.3841768,31383266,,,POINT (12.3841768 41.9559339)
41.9277603,12.7484463,31409190,motorway_junction,,POINT (12.7484463 41.9277603)
41.9024926,12.7526745,31521091,,,POINT (12.7526745 41.9024926)
42.0695312,12.3337989,32009042,,,POINT (12.3337989 42.0695312)
