u,v,key,osmid,oneway,lanes,name,highway,length,geometry,maxspeed,access,bridge,width
512785038,2296016642,0,220490164,False,,,cycleway,289.418,"LINESTRING (-70.6529915 -33.4515759, -70.6537041 -33.4516584, -70.6544178 -33.4517419, -70.6549978 -33.4518074, -70.6554455 -33.4518595, -70.6560801 -33.4519412)",,,,
626082058,1857514325,0,353008506,False,,Ciclovía Alameda,cycleway,1295.3639999999996,"LINESTRING (-70.6778463 -33.4506348, -70.6777945 -33.4506098, -70.6776551 -33.4505375, -70.6766354 -33.4503164, -70.6764926 -33.4502691, -70.6764125 -33.4502039, -70.6755769 -33.4499663, -70.67456369999999 -33.4497024, -70.6744563 -33.4497305, -70.67423909999999 -33.4496732, -70.67414309999999 -33.449644, -70.6741179 -33.4496194, -70.674098 -33.4496031, -70.6740082 -33.449563, -70.6739669 -33.4495508, -70.67295369999999 -33.4492649, -70.6729182 -33.4492425, -70.67285630000001 -33.4492244, -70.6727388 -33.4491899, -70.67250730000001 -33.4491233, -70.67245459999999 -33.4491497, -70.6720492 -33.4490628, -70.670422 -33.4486344, -70.67034750000001 -33.4486163, -70.6702396 -33.4485543, -70.6687697 -33.4481542, -70.66854669999999 -33.4481021, -70.6685039 -33.4481011, -70.6684498 -33.4480911, -70.66831620000001 -33.4480598, -70.6681999 -33.4480337, -70.66758590000001 -33.44783, -70.6674165 -33.4477849, -70.6673418 -33.4477484, -70.667266 -33.4477113, -70.6671211 -33.4476743, -70.6671073 -33.4476742, -70.6670328 -33.4477182, -70.6670244 -33.4477221, -70.6670122 -33.4477237, -70.66699680000001 -33.4477228, -70.66655710000001 -33.4476308, -70.6665344 -33.4476292, -70.6665213 -33.4476314, -70.66650869999999 -33.4476374, -70.666496 -33.4476459, -70.6664834 -33.4476494, -70.6664675 -33.4476514, -70.666408 -33.4476373, -70.6663344 -33.4476198, -70.6658614 -33.4474899, -70.6657311 -33.4474053, -70.6650023 -33.4472297, -70.66491809999999 -33.4473266, -70.6647423 -33.4472928)",,,,
626082080,5292080454,0,"[547718574, 547718575, 547718576, 547718578, 547718579, 547718582]",False,,Ciclovía Alameda,cycleway,473.47800000000007,"LINESTRING (-70.65417119999999 -33.4446982, -70.655483 -33.4450486, -70.6555012 -33.4449313, -70.6556101 -33.4449464, -70.65572210000001 -33.4449637, -70.6557942 -33.4450816, -70.6562203 -33.4451802, -70.656291 -33.4451374, -70.6564503 -33.44519, -70.6565978 -33.4452354, -70.6571563 -33.4454302, -70.65724659999999 -33.445507, -70.6572469 -33.4455796, -70.6572984 -33.4455913, -70.6574736 -33.4456306, -70.6575385 -33.4455279, -70.65837670000001 -33.4457081, -70.6584799 -33.4455995, -70.6585924 -33.4456234)",,,,
1070152543,1070152542,0,92188031,False,,Ciclovía Matta,cycleway,179.695,"LINESTRING (-70.6491712 -33.4595617, -70.64729749999999 -33.4591518)",,yes,,
1262182617,1070152557,0,92188031,False,,Ciclovía Matta,cycleway,326.0590000000001,"LINESTRING (-70.62993729999999 -33.4555331, -70.63061190000001 -33.4556777, -70.6307582 -33.4557045, -70.63129410000001 -33.4558073, -70.6318912 -33.4559289, -70.632154 -33.4559792, -70.6324762 -33.4560361, -70.6325775 -33.4560938, -70.6329295 -33.4561663, -70.6330562 -33.4561657, -70.6331258 -33.4562159, -70.6333236 -33.4562455)",,yes,,
2296016642,512785038,0,220490164,False,,,cycleway,289.418,"LINESTRING (-70.6560801 -33.4519412, -70.6554455 -33.4518595, -70.6549978 -33.4518074, -70.6544178 -33.4517419, -70.6537041 -33.4516584, -70.6529915 -33.4515759)",,,,
2389929661,2389929659,0,156723523,False,,Ciclovía Exposición,cycleway,351.666,"LINESTRING (-70.677869 -33.4523808, -70.67792679999999 -33.4534505, -70.67797210000001 -33.4545307, -70.6779756 -33.454596, -70.6780546 -33.4555393)",,yes,,
3791788997,6833352795,0,729398121,False,,,cycleway,626.229,"LINESTRING (-70.6716023 -33.4760362, -70.6712962 -33.4760233, -70.6712328 -33.4760198, -70.66997859999999 -33.4759995, -70.6681918 -33.4759588, -70.66629330000001 -33.4759181, -70.6652972 -33.4759045, -70.66485280000001 -33.475896)",,,,
5917118231,2389929659,0,"[758761050, 156723523]",False,,Ciclovía Exposición,cycleway,1515.991,"LINESTRING (-70.6790565 -33.4691344, -70.6789393 -33.4678098, -70.6789253 -33.4671184, -70.67892310000001 -33.4670551, -70.678916 -33.4668437, -70.67890060000001 -33.466679, -70.67887159999999 -33.4663684, -70.6788249 -33.4654724, -70.6788038 -33.4649608, -70.67880150000001 -33.4649056, -70.6787805 -33.4644809, -70.6787198 -33.4637582, -70.6786905 -33.4634005, -70.6786568 -33.4629888, -70.6786099 -33.4624868, -70.6786031 -33.4624141, -70.6785307 -33.4614772, -70.6784791 -33.4614148, -70.6784814 -33.4613789, -70.6784064 -33.4601876, -70.6782999 -33.4589174, -70.6782405 -33.4581485, -70.6781479 -33.4567007, -70.6780546 -33.4555393)",,yes,,
6700679092,264246080,0,323913765,False,,Ciclovia General Bulnes,cycleway,15.953,"LINESTRING (-70.6719001 -33.4282175, -70.67179779999999 -33.4283328)",,,,
6700679120,1691362559,0,"[323913760, 323913763, 532827076, 532827077, 532827078, 321238223, 321238224, 456672273, 562615861]",False,,"['Mapocho 42K', 'Ciclovía Parque Forestal']",cycleway,2829.4930000000004,"LINESTRING (-70.6715487 -33.4271116, -70.67133509999999 -33.4271539, -70.671267 -33.4271455, -70.6711988 -33.427148, -70.6711698 -33.4271364, -70.67114719999999 -33.4271248, -70.67111370000001 -33.4271232, -70.66817399999999 -33.428154, -70.6654929 -33.4290166, -70.6646647 -33.4292868, -70.66383449999999 -33.4295588, -70.66213860000001 -33.430113, -70.6615382 -33.4302738, -70.66152049999999 -33.4303461, -70.6614675 -33.4303982, -70.6613821 -33.4304401, -70.6611924 -33.4305358, -70.66059300000001 -33.4307336, -70.6604451 -33.4307859, -70.660346 -33.4308059, -70.6603025 -33.4308111, -70.66026359999999 -33.4308124, -70.6601845 -33.430811, -70.6601381 -33.4308074, -70.66010230000001 -33.430805, -70.6600744 -33.4308043, -70.660048 -33.4308078, -70.6600297 -33.4308134, -70.659994 -33.4308268, -70.65992970000001 -33.4308535, -70.6598565 -33.4308817, -70.65982959999999 -33.4308587, -70.6598094 -33.4308442, -70.659791 -33.4308363, -70.65976240000001 -33.4308273, -70.6597347 -33.4308183, -70.65970110000001 -33.4308054, -70.6596639 -33.4307906, -70.6596311 -33.4307768, -70.6596023 -33.430763, -70.65957710000001 -33.430749, -70.6595552 -33.4307356, -70.6595378 -33.4307227, -70.6595185 -33.4307084, -70.65946169999999 -33.4306535, -70.657195 -33.4311712, -70.6553572 -33.4315932, -70.6536385 -33.4319882, -70.6530815 -33.4321196, -70.6529377 -33.4321534, -70.651672 -33.4324318, -70.65039659999999 -33.4327396, -70.6488798 -33.4330939, -70.6487479 -33.4331708, -70.6485979 -33.4332132, -70.6485479 -33.4332314, -70.6480493 -33.4333464, -70.6478552 -33.4333805, -70.64544429999999 -33.4339781, -70.64296160000001 -33.4345523, -70.6429399 -33.4345571, -70.6427778 -33.4345971)",,,yes,1
6833352795,3791788997,0,729398121,False,,,cycleway,626.2290000000002,"LINESTRING (-70.66485280000001 -33.475896, -70.6652972 -33.4759045, -70.66629330000001 -33.4759181, -70.6681918 -33.4759588, -70.66997859999999 -33.4759995, -70.6712328 -33.4760198, -70.6712962 -33.4760233, -70.6716023 -33.4760362)",,,,
7086672681,7622691303,0,"[758764851, 758764853]",False,,,cycleway,590.736,"LINESTRING (-70.648636 -33.4525004, -70.6486486 -33.4524214, -70.6486536 -33.45239, -70.6487808 -33.4517701, -70.6488571 -33.4514111, -70.6489509 -33.4508943, -70.64905880000001 -33.4503583, -70.6490836 -33.4501797, -70.64919860000001 -33.4496673, -70.6496729 -33.4474378, -70.6496487 -33.4472629)",,,yes,
7086673115,1070152557,0,92188031,False,,Ciclovía Matta,cycleway,593.1110000000001,"LINESTRING (-70.639475 -33.4575389, -70.6394145 -33.4575263, -70.6383538 -33.4573016, -70.6382667 -33.4573095, -70.63820680000001 -33.4572968, -70.638141 -33.4572565, -70.6377334 -33.4571701, -70.636938 -33.456996, -70.63681819999999 -33.4569632, -70.63628610000001 -33.4568659, -70.6361624 -33.4568377, -70.6360617 -33.4568306, -70.6359908 -33.4567823, -70.63596579999999 -33.4567658, -70.635848 -33.456755, -70.6358065 -33.4567294, -70.6357726 -33.4567527, -70.6344673 -33.4564747, -70.6343308 -33.4564648, -70.6342808 -33.4564522, -70.6333236 -33.4562455)",,yes,,
7086673115,1070152542,0,92188031,False,,Ciclovía Matta,cycleway,749.2110000000001,"LINESTRING (-70.639475 -33.4575389, -70.63953480000001 -33.4575514, -70.6398942 -33.4576435, -70.640033 -33.4576449, -70.6401161 -33.4576823, -70.6403273 -33.4577274, -70.6404428 -33.4577251, -70.6404833 -33.4577335, -70.6405647 -33.4577747, -70.6409242 -33.4578335, -70.6421222 -33.4580884, -70.64326610000001 -33.4583224, -70.64375029999999 -33.458415, -70.6443161 -33.4585093, -70.64521379999999 -33.4587296, -70.64531839999999 -33.4587544, -70.6454116 -33.4587776, -70.6461132 -33.4589256, -70.6462597 -33.458947, -70.64729749999999 -33.4591518)",,yes,,
7086673115,7086673139,0,758763544,False,,,cycleway,1946.1440000000005,"LINESTRING (-70.639475 -33.4575389, -70.6394562 -33.4576395, -70.6394098 -33.4578871, -70.6391623 -33.4588884, -70.6390967 -33.4590861, -70.6389988 -33.4593812, -70.63869529999999 -33.4605948, -70.6386771 -33.4606581, -70.6384268 -33.4615279, -70.6384164 -33.4615752, -70.6382306 -33.4624201, -70.63820699999999 -33.4625104, -70.63807420000001 -33.4630181, -70.6379177 -33.4635402, -70.63789920000001 -33.4636111, -70.6376539 -33.4645492, -70.6376394 -33.4645966, -70.6375091 -33.4650245, -70.6372756 -33.4658134, -70.6372192 -33.4661149, -70.63718919999999 -33.466275, -70.636944 -33.4671652, -70.63691300000001 -33.4672738, -70.6367315 -33.4679093, -70.6366101 -33.4684411, -70.63659060000001 -33.4685215, -70.6365354 -33.4687488, -70.6362529 -33.4698006, -70.6362228 -33.4699095, -70.6361641 -33.470122, -70.635954 -33.4708933, -70.63583490000001 -33.4713218, -70.63582479999999 -33.471362, -70.635571 -33.4723717, -70.6355449 -33.4724643, -70.6354123 -33.4729346, -70.6353148 -33.4733068, -70.6350924 -33.4741558, -70.6350272 -33.4744505, -70.63498730000001 -33.474631)",,,,
7086673115,7086673171,0,758763544,False,,,cycleway,874.4840000000002,"LINESTRING (-70.639475 -33.4575389, -70.6395002 -33.4574721, -70.63951489999999 -33.4574332, -70.6397901 -33.4564982, -70.63980669999999 -33.4564416, -70.6398744 -33.4561357, -70.64013439999999 -33.4551273, -70.64014760000001 -33.4550759, -70.6403858 -33.4542441, -70.64049900000001 -33.453846, -70.6405166 -33.4537843, -70.640715 -33.4528901, -70.6407488 -33.4527237, -70.6407664 -33.4526369, -70.64099520000001 -33.451727, -70.6410511 -33.4514876, -70.641098 -33.4512867, -70.64118910000001 -33.4509478, -70.6412048 -33.4508926, -70.6412124 -33.4508659, -70.64135330000001 -33.4504857, -70.64154859999999 -33.4498712)",,,,
7086673139,7086673115,0,758763544,False,,,cycleway,1946.1440000000005,"LINESTRING (-70.63498730000001 -33.474631, -70.6350272 -33.4744505, -70.6350924 -33.4741558, -70.6353148 -33.4733068, -70.6354123 -33.4729346, -70.6355449 -33.4724643, -70.635571 -33.4723717, -70.63582479999999 -33.471362, -70.63583490000001 -33.4713218, -70.635954 -33.4708933, -70.6361641 -33.470122, -70.6362228 -33.4699095, -70.6362529 -33.4698006, -70.6365354 -33.4687488, -70.63659060000001 -33.4685215, -70.6366101 -33.4684411, -70.6367315 -33.4679093, -70.63691300000001 -33.4672738, -70.636944 -33.4671652, -70.63718919999999 -33.466275, -70.6372192 -33.4661149, -70.6372756 -33.4658134, -70.6375091 -33.4650245, -70.6376394 -33.4645966, -70.6376539 -33.4645492, -70.63789920000001 -33.4636111, -70.6379177 -33.4635402, -70.63807420000001 -33.4630181, -70.63820699999999 -33.4625104, -70.6382306 -33.4624201, -70.6384164 -33.4615752, -70.6384268 -33.4615279, -70.6386771 -33.4606581, -70.63869529999999 -33.4605948, -70.6389988 -33.4593812, -70.6390967 -33.4590861, -70.6391623 -33.4588884, -70.6394098 -33.4578871, -70.6394562 -33.4576395, -70.639475 -33.4575389)",,,,
7086673171,7086673115,0,758763544,False,,,cycleway,874.4840000000002,"LINESTRING (-70.64154859999999 -33.4498712, -70.64135330000001 -33.4504857, -70.6412124 -33.4508659, -70.6412048 -33.4508926, -70.64118910000001 -33.4509478, -70.641098 -33.4512867, -70.6410511 -33.4514876, -70.64099520000001 -33.451727, -70.6407664 -33.4526369, -70.6407488 -33.4527237, -70.640715 -33.4528901, -70.6405166 -33.4537843, -70.64049900000001 -33.453846, -70.6403858 -33.4542441, -70.64014760000001 -33.4550759, -70.64013439999999 -33.4551273, -70.6398744 -33.4561357, -70.63980669999999 -33.4564416, -70.6397901 -33.4564982, -70.63951489999999 -33.4574332, -70.6395002 -33.4574721, -70.639475 -33.4575389)",,,,
7086673171,7086673173,0,758763544,False,,,cycleway,268.048,"LINESTRING (-70.64154859999999 -33.4498712, -70.6415598 -33.4498378, -70.6417905 -33.4491463, -70.6419435 -33.4487517, -70.6419514 -33.4487311, -70.6422948 -33.4476177, -70.64231169999999 -33.447547)",,,,
7086673171,388715,0,"[242669435, 242669436]",True,3,Santa Isabel,secondary,606.6220000000001,"LINESTRING (-70.64154859999999 -33.4498712, -70.64034820000001 -33.4495081, -70.6390688 -33.4491924, -70.63810429999999 -33.4489547, -70.6367111 -33.4485914, -70.6353257 -33.4482017)",,,,
7086739478,7086739479,0,758771427,False,,,cycleway,35.216,"LINESTRING (-70.6542232 -33.4443814, -70.6542012 -33.4444778, -70.6541521 -33.4446925)",,,,
7086739479,7086739478,0,758771427,False,,,cycleway,35.216,"LINESTRING (-70.6541521 -33.4446925, -70.6542012 -33.4444778, -70.6542232 -33.4443814)",,,,
7622691303,7086672681,0,"[758764851, 758764853]",False,,,cycleway,590.736,"LINESTRING (-70.6496487 -33.4472629, -70.6496729 -33.4474378, -70.64919860000001 -33.4496673, -70.6490836 -33.4501797, -70.64905880000001 -33.4503583, -70.6489509 -33.4508943, -70.6488571 -33.4514111, -70.6487808 -33.4517701, -70.6486536 -33.45239, -70.6486486 -33.4524214, -70.648636 -33.4525004)",,,yes,
5262599268,1691362559,0,"[456672273, 675433822]",False,,Ciclovía Parque Forestal,"['cycleway', 'path']",732.161,"LINESTRING (-70.6355654 -33.4365506, -70.6355459 -33.4363736, -70.6355394 -33.4363015, -70.63553899999999 -33.4362231, -70.636899 -33.4359101, -70.63888350000001 -33.4354613, -70.6389947 -33.4354328, -70.64262479999999 -33.434627, -70.6427778 -33.4345971)",,,,1
130018932,130334653,0,447075646,True,2,Marín,tertiary,293.653,"LINESTRING (-70.6329393 -33.4454499, -70.6348496 -33.4458874, -70.6350262 -33.4459265, -70.63509120000001 -33.4459427, -70.63551769999999 -33.4460403, -70.63599139999999 -33.4461488)",50,,,
130019110,3686116667,0,"[518061196, 518061197]",True,3,Victoria Subercaseaux,primary,225.426,"LINESTRING (-70.64237369999999 -33.4395625, -70.64238880000001 -33.4394338, -70.6424059 -33.4393184, -70.6424415 -33.4391567, -70.64248430000001 -33.43902, -70.6425256 -33.4388988, -70.6426197 -33.438544, -70.64266430000001 -33.4384235, -70.64274589999999 -33.438287, -70.6429976 -33.4380433, -70.64316030000001 -33.4378439, -70.6432375 -33.437714)",,,,
130020016,4449477391,0,38956363,True,2,Santo Domingo,unclassified,15.946,"LINESTRING (-70.64338669999999 -33.4365035, -70.6435027 -33.4363977)",,,,
130020016,130020017,0,"[448211149, 679088063]",True,3,José Miguel de la Barra,primary,55.871,"LINESTRING (-70.64338669999999 -33.4365035, -70.6433461 -33.4364024, -70.6431788 -33.436032)",,,,
130020017,285738885,0,"[544401977, 444825660]",True,3,José Miguel de la Barra,primary,153.17499999999998,"LINESTRING (-70.6431788 -33.436032, -70.64312459999999 -33.4359358, -70.64280599999999 -33.4349117, -70.6427849 -33.4348001, -70.6428001 -33.4347007)",,,,
609289244,3331853471,0,326532539,True,1,Tupper,tertiary,87.912,"LINESTRING (-70.66404559999999 -33.458516, -70.66412219999999 -33.4585214, -70.66498970000001 -33.4585844)",50,,,
3331853471,3332468613,0,"[482138641, 692119690, 645052891, 441510940]",True,"['3', '2']",Club Hípico,secondary,1683.7529999999997,"LINESTRING (-70.66498970000001 -33.4585844, -70.6649872 -33.4586543, -70.6649544 -33.4609963, -70.6649529 -33.4622964, -70.6649354 -33.4635275, -70.6649251 -33.4655511, -70.66492119999999 -33.4665036, -70.6649244 -33.4673183, -70.6649137 -33.4692798, -70.6649086 -33.4696525, -70.6648994 -33.4700332, -70.6648986 -33.4705128, -70.6648768 -33.4711869, -70.66487119999999 -33.4717838, -70.66486810000001 -33.4721434, -70.66484989999999 -33.473332, -70.66484730000001 -33.4735052, -70.6648831 -33.4737239)",60,,,
3686116667,130020016,0,13858477,True,3,José Miguel de la Barra,primary,136.313,"LINESTRING (-70.6432375 -33.437714, -70.6432951 -33.4375879, -70.6433272 -33.4374617, -70.6433596 -33.4371979, -70.64338909999999 -33.4369222, -70.6434036 -33.4367963, -70.6434024 -33.4366297, -70.64338669999999 -33.4365035)",,,,
4449477391,285738744,0,"[679129704, 447787593, 679129705, 38956363, 39333619, 448213368]",True,2,"['Santo Domingo', 'Esmeralda']",unclassified,606.76,"LINESTRING (-70.6435027 -33.4363977, -70.6444443 -33.4357769, -70.644913 -33.4355071, -70.64588500000001 -33.4349526, -70.6459543 -33.4349131, -70.64607599999999 -33.4348579, -70.64616479999999 -33.4348177, -70.6475197 -33.4346317, -70.64893069999999 -33.4346183, -70.6494148 -33.434605)",,,,
4449477391,3686116667,0,"[663964323, 679088068, 450504413]",True,"['4', '1']","['José Miguel de la Barra', 'Merced']","['tertiary', 'primary']",164.41299999999998,"LINESTRING (-70.6435027 -33.4363977, -70.64351449999999 -33.4365059, -70.6433894 -33.4377417, -70.6432375 -33.437714)",,,,
5262662112,6358908269,0,146983147,True,2,Ismael Valdés Vergara,secondary,271.047,"LINESTRING (-70.6459136 -33.434843, -70.6458226 -33.4348834, -70.6448142 -33.4353314, -70.6444663 -33.435486, -70.6433425 -33.4359997)",,,,
5927868364,285738744,0,679129706,True,2,Diagonal Cervantes,unclassified,86.132,"LINESTRING (-70.649041 -33.433896, -70.6493747 -33.4345317, -70.6494148 -33.434605)",,,,
6358908269,4449477391,0,444825658,True,4,José Miguel de la Barra,primary,46.686,"LINESTRING (-70.6433425 -33.4359997, -70.6435027 -33.4363977)",,,,
6358908269,130020017,0,444825659,True,2,Ismael Valdés Vergara,secondary,15.609,"LINESTRING (-70.6433425 -33.4359997, -70.6431788 -33.436032)",,,,
7671726653,13882309,0,47911677,True,2,Beauchef,secondary,146.54600000000002,"LINESTRING (-70.66393909999999 -33.4584664, -70.6639498 -33.4576965, -70.66397430000001 -33.4571717, -70.6639764 -33.457149)",50,,,
