u,v,key,osmid,bridge,oneway,name,highway,length,geometry,lanes,maxspeed,access,width
2389929658,4470028393,0,156723523,,False,Ciclovía Exposición,cycleway,120.186,"LINESTRING (-70.67792679999999 -33.4534505, -70.67797210000001 -33.4545307)",,,yes,
2389929658,2389929661,0,156723523,,False,Ciclovía Exposición,cycleway,119.066,"LINESTRING (-70.67792679999999 -33.4534505, -70.677869 -33.4523808)",,,yes,
2389929660,2389929659,0,156723523,,False,Ciclovía Exposición,cycleway,105.146,"LINESTRING (-70.6779756 -33.454596, -70.6780546 -33.4555393)",,,yes,
2389929660,4470028393,0,156723523,,False,Ciclovía Exposición,cycleway,7.268,"LINESTRING (-70.6779756 -33.454596, -70.67797210000001 -33.4545307)",,,yes,
2389929661,2389929658,0,156723523,,False,Ciclovía Exposición,cycleway,119.066,"LINESTRING (-70.677869 -33.4523808, -70.67792679999999 -33.4534505)",,,yes,
3236925000,6325397649,0,456672273,,False,Ciclovía Parque Forestal,cycleway,130.909,"LINESTRING (-70.636899 -33.4359101, -70.63553899999999 -33.4362231)",,,,1
3236925000,285738836,0,456672273,,False,Ciclovía Parque Forestal,cycleway,190.79,"LINESTRING (-70.636899 -33.4359101, -70.63888350000001 -33.4354613)",,,,1
3279696241,1887421168,0,321238224,,False,Mapocho 42K,cycleway,53.713,"LINESTRING (-70.6536385 -33.4319882, -70.6530815 -33.4321196)",,,,
3279696241,5170070593,0,321238224,,False,Mapocho 42K,cycleway,165.428,"LINESTRING (-70.6536385 -33.4319882, -70.6553572 -33.4315932)",,,,
3279696243,5423683211,0,321238223,yes,False,Mapocho 42K,cycleway,59.814,"LINESTRING (-70.66059300000001 -33.4307336, -70.6611924 -33.4305358)",,,,
3279696243,5170070595,0,532827078,,False,Mapocho 42K,cycleway,14.906,"LINESTRING (-70.66059300000001 -33.4307336, -70.6604451 -33.4307859)",,,,
3306878384,3344097482,0,321238224,,False,Mapocho 42K,cycleway,146.162,"LINESTRING (-70.65039659999999 -33.4327396, -70.6488798 -33.4330939)",,,,
3306878384,285738462,0,321238224,,False,Mapocho 42K,cycleway,123.202,"LINESTRING (-70.65039659999999 -33.4327396, -70.651672 -33.4324318)",,,,
3306878392,3306878437,0,532827076,,False,Mapocho 42K,cycleway,218.08,"LINESTRING (-70.65946169999999 -33.4306535, -70.657195 -33.4311712)",,,,
3306878392,3306878562,0,532827076,,False,Mapocho 42K,cycleway,8.065,"LINESTRING (-70.65946169999999 -33.4306535, -70.6595185 -33.4307084)",,,,
3306878411,6700578793,0,532827076,,False,Mapocho 42K,cycleway,3.409,"LINESTRING (-70.6596639 -33.4307906, -70.6596311 -33.4307768)",,,,
3306878411,6700578794,0,532827076,,False,Mapocho 42K,cycleway,3.824,"LINESTRING (-70.6596639 -33.4307906, -70.65970110000001 -33.4308054)",,,,
3306878437,5170070593,0,532827076,,False,Mapocho 42K,cycleway,176.881,"LINESTRING (-70.657195 -33.4311712, -70.6553572 -33.4315932)",,,,
3306878437,3306878392,0,532827076,,False,Mapocho 42K,cycleway,218.08,"LINESTRING (-70.657195 -33.4311712, -70.65946169999999 -33.4306535)",,,,
3306878447,6700578798,0,532827076,,False,Mapocho 42K,cycleway,2.836,"LINESTRING (-70.659791 -33.4308363, -70.65976240000001 -33.4308273)",,,,
3306878447,6700578796,0,532827076,,False,Mapocho 42K,cycleway,1.92,"LINESTRING (-70.659791 -33.4308363, -70.6598094 -33.4308442)",,,,
3306878453,3306878504,0,321238224,,False,Mapocho 42K,cycleway,5.062,"LINESTRING (-70.6485979 -33.4332132, -70.6485479 -33.4332314)",,,,
3306878453,462794274,0,321238224,,False,Mapocho 42K,cycleway,14.696,"LINESTRING (-70.6485979 -33.4332132, -70.6487479 -33.4331708)",,,,
3306878504,462794127,0,321238224,,False,Mapocho 42K,cycleway,48.002,"LINESTRING (-70.6485479 -33.4332314, -70.6480493 -33.4333464)",,,,
3306878504,3306878453,0,321238224,,False,Mapocho 42K,cycleway,5.062,"LINESTRING (-70.6485479 -33.4332314, -70.6485979 -33.4332132)",,,,
3306878562,3306878392,0,532827076,,False,Mapocho 42K,cycleway,8.065,"LINESTRING (-70.6595185 -33.4307084, -70.65946169999999 -33.4306535)",,,,
3306878562,6700578815,0,532827076,,False,Mapocho 42K,cycleway,2.395,"LINESTRING (-70.6595185 -33.4307084, -70.6595378 -33.4307227)",,,,
3306878563,6700578799,0,532827076,,False,Mapocho 42K,cycleway,3.574,"LINESTRING (-70.6598565 -33.4308817, -70.65982959999999 -33.4308587)",,,,
3306878563,5170070600,0,532827077,,False,Mapocho 42K,cycleway,7.482,"LINESTRING (-70.6598565 -33.4308817, -70.65992970000001 -33.4308535)",,,,
3344097482,462794274,0,321238224,,False,Mapocho 42K,cycleway,14.931,"LINESTRING (-70.6488798 -33.4330939, -70.6487479 -33.4331708)",,,,
3344097482,3306878384,0,321238224,,False,Mapocho 42K,cycleway,146.162,"LINESTRING (-70.6488798 -33.4330939, -70.65039659999999 -33.4327396)",,,,
3791788997,6104089078,0,729398121,,False,,cycleway,28.427,"LINESTRING (-70.6716023 -33.4760362, -70.6712962 -33.4760233)",,,,
3891166149,5375597096,0,353008506,,False,Ciclovía Alameda,cycleway,21.486,"LINESTRING (-70.66854669999999 -33.4481021, -70.6687697 -33.4481542)",,,,
3891166149,6285254280,0,353008506,,False,Ciclovía Alameda,cycleway,3.973,"LINESTRING (-70.66854669999999 -33.4481021, -70.6685039 -33.4481011)",,,,
3891172857,5375597109,0,353008506,,False,Ciclovía Alameda,cycleway,12.155,"LINESTRING (-70.6702396 -33.4485543, -70.67034750000001 -33.4486163)",,,,
3891172857,5375597096,0,353008506,,False,Ciclovía Alameda,cycleway,143.45,"LINESTRING (-70.6702396 -33.4485543, -70.6687697 -33.4481542)",,,,
4388066877,1071265839,0,353008506,,False,Ciclovía Alameda,cycleway,9.856,"LINESTRING (-70.6616523 -33.4466566, -70.6617552 -33.4466786)",,,,
4388066877,5419066231,0,353008506,,False,Ciclovía Alameda,cycleway,10.14,"LINESTRING (-70.6616523 -33.4466566, -70.6615473 -33.4466313)",,,,
4401442549,6285254273,0,353008506,,False,Ciclovía Alameda,cycleway,5.739,"LINESTRING (-70.666408 -33.4476373, -70.6664675 -33.4476514)",,,,
4401442549,1071265922,0,353008506,,False,Ciclovía Alameda,cycleway,7.1,"LINESTRING (-70.666408 -33.4476373, -70.6663344 -33.4476198)",,,,
4401613828,5362607456,0,353008506,,False,Ciclovía Alameda,cycleway,97.747,"LINESTRING (-70.6766354 -33.4503164, -70.6776551 -33.4505375)",,,,
4401613828,6809887207,0,353008506,,False,Ciclovía Alameda,cycleway,14.254,"LINESTRING (-70.6766354 -33.4503164, -70.6764926 -33.4502691)",,,,
4401747433,4470028391,0,156723523,,False,Ciclovía Exposición,cycleway,132.649,"LINESTRING (-70.6784064 -33.4601876, -70.6784814 -33.4613789)",,,yes,
4401747433,1876567302,0,156723523,,False,Ciclovía Exposición,cycleway,141.585,"LINESTRING (-70.6784064 -33.4601876, -70.6782999 -33.4589174)",,,yes,
4401747434,4470028391,0,156723523,,False,Ciclovía Exposición,cycleway,3.998,"LINESTRING (-70.6784791 -33.4614148, -70.6784814 -33.4613789)",,,yes,
4401747434,7086644917,0,758761050,,False,,cycleway,8.429,"LINESTRING (-70.6784791 -33.4614148, -70.6785307 -33.4614772)",,,,
4452175668,1070152553,0,92188031,,False,Ciclovía Matta,cycleway,12.711,"LINESTRING (-70.6344673 -33.4564747, -70.6343308 -33.4564648)",,,yes,
4452175668,5879252933,0,92188031,,False,Ciclovía Matta,cycleway,124.977,"LINESTRING (-70.6344673 -33.4564747, -70.6357726 -33.4567527)",,,yes,
4452607418,1071265831,0,353008506,,False,Ciclovía Alameda,cycleway,65.075,"LINESTRING (-70.6608722 -33.4463177, -70.6615453 -33.4464822)",,,,
4452607418,1071220667,0,353008506,,False,Ciclovía Alameda,cycleway,4.38,"LINESTRING (-70.6608722 -33.4463177, -70.6608269 -33.4463066)",,,,
4470028391,4401747434,0,156723523,,False,Ciclovía Exposición,cycleway,3.998,"LINESTRING (-70.6784814 -33.4613789, -70.6784791 -33.4614148)",,,yes,
4470028391,4401747433,0,156723523,,False,Ciclovía Exposición,cycleway,132.649,"LINESTRING (-70.6784814 -33.4613789, -70.6784064 -33.4601876)",,,yes,
4470028393,2389929660,0,156723523,,False,Ciclovía Exposición,cycleway,7.268,"LINESTRING (-70.67797210000001 -33.4545307, -70.6779756 -33.454596)",,,yes,
4470028393,2389929658,0,156723523,,False,Ciclovía Exposición,cycleway,120.186,"LINESTRING (-70.67797210000001 -33.4545307, -70.67792679999999 -33.4534505)",,,yes,
4529241150,1691362557,0,321238224,,False,Mapocho 42K,cycleway,233.38,"LINESTRING (-70.6478552 -33.4333805, -70.64544429999999 -33.4339781)",,,,
4529241150,462794127,0,321238224,,False,Mapocho 42K,cycleway,18.406,"LINESTRING (-70.6478552 -33.4333805, -70.6480493 -33.4333464)",,,,
4888513590,1070152544,0,92188031,,False,Ciclovía Matta,cycleway,46.084,"LINESTRING (-70.64375029999999 -33.458415, -70.64326610000001 -33.4583224)",,,yes,
4888513590,1070152545,0,92188031,,False,Ciclovía Matta,cycleway,53.526,"LINESTRING (-70.64375029999999 -33.458415, -70.6443161 -33.4585093)",,,yes,
4986979535,1691362557,0,321238224,,False,Mapocho 42K,cycleway,239.064,"LINESTRING (-70.64296160000001 -33.4345523, -70.64544429999999 -33.4339781)",,,,
4986979535,5375551548,0,456672273,,False,Ciclovía Parque Forestal,cycleway,2.083,"LINESTRING (-70.64296160000001 -33.4345523, -70.6429399 -33.4345571)",,,,1
5170070590,5170070600,0,532827077,,False,Mapocho 42K,cycleway,6.665,"LINESTRING (-70.659994 -33.4308268, -70.65992970000001 -33.4308535)",,,,
5170070590,5262338998,0,532827077,,False,Mapocho 42K,cycleway,3.633,"LINESTRING (-70.659994 -33.4308268, -70.6600297 -33.4308134)",,,,
5170070593,3279696241,0,321238224,,False,Mapocho 42K,cycleway,165.428,"LINESTRING (-70.6553572 -33.4315932, -70.6536385 -33.4319882)",,,,
5170070593,3306878437,0,532827076,,False,Mapocho 42K,cycleway,176.881,"LINESTRING (-70.6553572 -33.4315932, -70.657195 -33.4311712)",,,,
5170070595,5170070597,0,532827077,,False,Mapocho 42K,cycleway,9.461,"LINESTRING (-70.6604451 -33.4307859, -70.660346 -33.4308059)",,,,
5170070595,3279696243,0,532827078,,False,Mapocho 42K,cycleway,14.906,"LINESTRING (-70.6604451 -33.4307859, -70.66059300000001 -33.4307336)",,,,
5170070597,6700578818,0,532827077,,False,Mapocho 42K,cycleway,4.078,"LINESTRING (-70.660346 -33.4308059, -70.6603025 -33.4308111)",,,,
5170070597,5170070595,0,532827077,,False,Mapocho 42K,cycleway,9.461,"LINESTRING (-70.660346 -33.4308059, -70.6604451 -33.4307859)",,,,
5170070598,6700578816,0,532827077,,False,Mapocho 42K,cycleway,4.324,"LINESTRING (-70.6601845 -33.430811, -70.6601381 -33.4308074)",,,,
5170070598,5363941237,0,532827077,,False,Mapocho 42K,cycleway,7.342,"LINESTRING (-70.6601845 -33.430811, -70.66026359999999 -33.4308124)",,,,
5170070599,6700578817,0,532827077,,False,Mapocho 42K,cycleway,2.481,"LINESTRING (-70.6600744 -33.4308043, -70.660048 -33.4308078)",,,,
5170070599,5262338999,0,532827077,,False,Mapocho 42K,cycleway,2.59,"LINESTRING (-70.6600744 -33.4308043, -70.66010230000001 -33.430805)",,,,
5170070600,3306878563,0,532827077,,False,Mapocho 42K,cycleway,7.482,"LINESTRING (-70.65992970000001 -33.4308535, -70.6598565 -33.4308817)",,,,
5170070600,5170070590,0,532827077,,False,Mapocho 42K,cycleway,6.665,"LINESTRING (-70.65992970000001 -33.4308535, -70.659994 -33.4308268)",,,,
5170070601,5272846310,0,532827076,,False,Mapocho 42K,cycleway,2.52,"LINESTRING (-70.65957710000001 -33.430749, -70.6595552 -33.4307356)",,,,
5170070601,6700578800,0,532827076,,False,Mapocho 42K,cycleway,2.809,"LINESTRING (-70.65957710000001 -33.430749, -70.6596023 -33.430763)",,,,
5170070611,6700679123,0,323913760,,False,Mapocho 42K,cycleway,6.335,"LINESTRING (-70.671267 -33.4271455, -70.6711988 -33.427148)",,,,
5170070611,2295371041,0,323913760,,False,Mapocho 42K,cycleway,6.388,"LINESTRING (-70.671267 -33.4271455, -70.67133509999999 -33.4271539)",,,,
5170070614,5170070615,0,323913760,,False,Mapocho 42K,cycleway,82.766,"LINESTRING (-70.6646647 -33.4292868, -70.66383449999999 -33.4295588)",,,,
5170070614,2295371043,0,323913760,,False,Mapocho 42K,cycleway,82.521,"LINESTRING (-70.6646647 -33.4292868, -70.6654929 -33.4290166)",,,,
5170070615,2295371044,0,323913760,,False,Mapocho 42K,cycleway,169.013,"LINESTRING (-70.66383449999999 -33.4295588, -70.66213860000001 -33.430113)",,,,
5170070615,5170070614,0,323913760,,False,Mapocho 42K,cycleway,82.766,"LINESTRING (-70.66383449999999 -33.4295588, -70.6646647 -33.4292868)",,,,
5170070616,2295371044,0,562615861,yes,False,Mapocho 42K,cycleway,58.515,"LINESTRING (-70.6615382 -33.4302738, -70.66213860000001 -33.430113)",,,,
5170070616,5170070617,0,562615861,yes,False,Mapocho 42K,cycleway,8.205,"LINESTRING (-70.6615382 -33.4302738, -70.66152049999999 -33.4303461)",,,,
5170070617,5170070616,0,562615861,yes,False,Mapocho 42K,cycleway,8.205,"LINESTRING (-70.66152049999999 -33.4303461, -70.6615382 -33.4302738)",,,,
5170070617,5363941236,0,562615861,yes,False,Mapocho 42K,cycleway,7.599,"LINESTRING (-70.66152049999999 -33.4303461, -70.6614675 -33.4303982)",,,,
5170070618,5363941236,0,562615861,yes,False,Mapocho 42K,cycleway,9.193,"LINESTRING (-70.6613821 -33.4304401, -70.6614675 -33.4303982)",,,,
5170070618,5423683211,0,562615861,yes,False,Mapocho 42K,cycleway,20.57,"LINESTRING (-70.6613821 -33.4304401, -70.6611924 -33.4305358)",,,,
5170070724,2295371042,0,323913760,,False,Mapocho 42K,cycleway,295.909,"LINESTRING (-70.67111370000001 -33.4271232, -70.66817399999999 -33.428154)",,,,
5170070724,6700679121,0,323913760,,False,Mapocho 42K,cycleway,3.114,"LINESTRING (-70.67111370000001 -33.4271232, -70.67114719999999 -33.4271248)",,,,
5262338998,5170070590,0,532827077,,False,Mapocho 42K,cycleway,3.633,"LINESTRING (-70.6600297 -33.4308134, -70.659994 -33.4308268)",,,,
5262338998,6700578817,0,532827077,,False,Mapocho 42K,cycleway,1.809,"LINESTRING (-70.6600297 -33.4308134, -70.660048 -33.4308078)",,,,
5262338999,5170070599,0,532827077,,False,Mapocho 42K,cycleway,2.59,"LINESTRING (-70.66010230000001 -33.430805, -70.6600744 -33.4308043)",,,,
5262338999,6700578816,0,532827077,,False,Mapocho 42K,cycleway,3.333,"LINESTRING (-70.66010230000001 -33.430805, -70.6601381 -33.4308074)",,,,
5272846310,6700578815,0,532827076,,False,Mapocho 42K,cycleway,2.16,"LINESTRING (-70.6595552 -33.4307356, -70.6595378 -33.4307227)",,,,
5272846310,5170070601,0,532827076,,False,Mapocho 42K,cycleway,2.52,"LINESTRING (-70.6595552 -33.4307356, -70.65957710000001 -33.430749)",,,,
5292080456,5387985595,0,547718575,,False,Ciclovía Alameda,cycleway,14.587,"LINESTRING (-70.6564503 -33.44519, -70.6565978 -33.4452354)",,,,
5292080456,5873611164,0,547718575,,False,Ciclovía Alameda,cycleway,15.895,"LINESTRING (-70.6564503 -33.44519, -70.656291 -33.4451374)",,,,
5300204141,2296016644,0,220490164,,False,,cycleway,41.938,"LINESTRING (-70.6554455 -33.4518595, -70.6549978 -33.4518074)",,,,
5300204141,2296016642,0,220490164,,False,,cycleway,59.572,"LINESTRING (-70.6554455 -33.4518595, -70.6560801 -33.4519412)",,,,
5362607456,5375597087,0,353008506,,False,Ciclovía Alameda,cycleway,15.228,"LINESTRING (-70.6776551 -33.4505375, -70.6777945 -33.4506098)",,,,
5362607456,4401613828,0,353008506,,False,Ciclovía Alameda,cycleway,97.747,"LINESTRING (-70.6776551 -33.4505375, -70.6766354 -33.4503164)",,,,
5363941236,5170070617,0,562615861,yes,False,Mapocho 42K,cycleway,7.599,"LINESTRING (-70.6614675 -33.4303982, -70.66152049999999 -33.4303461)",,,,
5363941236,5170070618,0,562615861,yes,False,Mapocho 42K,cycleway,9.193,"LINESTRING (-70.6614675 -33.4303982, -70.6613821 -33.4304401)",,,,
5363941237,5170070598,0,532827077,,False,Mapocho 42K,cycleway,7.342,"LINESTRING (-70.66026359999999 -33.4308124, -70.6601845 -33.430811)",,,,
5363941237,6700578818,0,532827077,,False,Mapocho 42K,cycleway,3.613,"LINESTRING (-70.66026359999999 -33.4308124, -70.6603025 -33.4308111)",,,,
5375551548,1691362559,0,456672273,,False,Ciclovía Parque Forestal,cycleway,15.686,"LINESTRING (-70.6429399 -33.4345571, -70.6427778 -33.4345971)",,,,1
5375551548,4986979535,0,456672273,,False,Ciclovía Parque Forestal,cycleway,2.083,"LINESTRING (-70.6429399 -33.4345571, -70.64296160000001 -33.4345523)",,,,1
5375551551,285738830,0,456672273,,False,Ciclovía Parque Forestal,cycleway,348.563,"LINESTRING (-70.64262479999999 -33.434627, -70.6389947 -33.4354328)",,,,1
5375551551,1691362559,0,456672273,,False,Ciclovía Parque Forestal,cycleway,14.582,"LINESTRING (-70.64262479999999 -33.434627, -70.6427778 -33.4345971)",,,,1
5375597087,626082058,0,353008506,,False,Ciclovía Alameda,cycleway,5.552,"LINESTRING (-70.6777945 -33.4506098, -70.6778463 -33.4506348)",,,,
5375597087,5362607456,0,353008506,,False,Ciclovía Alameda,cycleway,15.228,"LINESTRING (-70.6777945 -33.4506098, -70.6776551 -33.4505375)",,,,
5375597092,626082060,0,353008506,,False,Ciclovía Alameda,cycleway,98.476,"LINESTRING (-70.67456369999999 -33.4497024, -70.6755769 -33.4499663)",,,,
5375597092,5375597093,0,353008506,,False,Ciclovía Alameda,cycleway,10.443,"LINESTRING (-70.67456369999999 -33.4497024, -70.6744563 -33.4497305)",,,,
5375597093,5375597092,0,353008506,,False,Ciclovía Alameda,cycleway,10.443,"LINESTRING (-70.6744563 -33.4497305, -70.67456369999999 -33.4497024)",,,,
5375597093,626082061,0,353008506,,False,Ciclovía Alameda,cycleway,21.135,"LINESTRING (-70.6744563 -33.4497305, -70.67423909999999 -33.4496732)",,,,
5375597094,626082061,0,353008506,,False,Ciclovía Alameda,cycleway,9.48,"LINESTRING (-70.67414309999999 -33.449644, -70.67423909999999 -33.4496732)",,,,
5375597094,6071920616,0,353008506,,False,Ciclovía Alameda,cycleway,3.598,"LINESTRING (-70.67414309999999 -33.449644, -70.6741179 -33.4496194)",,,,
5375597095,6071920618,0,353008506,,False,Ciclovía Alameda,cycleway,4.065,"LINESTRING (-70.6739669 -33.4495508, -70.6740082 -33.449563)",,,,
5375597095,1071266059,0,353008506,,False,Ciclovía Alameda,cycleway,99.233,"LINESTRING (-70.6739669 -33.4495508, -70.67295369999999 -33.4492649)",,,,
5375597096,3891172857,0,353008506,,False,Ciclovía Alameda,cycleway,143.45,"LINESTRING (-70.6687697 -33.4481542, -70.6702396 -33.4485543)",,,,
5375597096,3891166149,0,353008506,,False,Ciclovía Alameda,cycleway,21.486,"LINESTRING (-70.6687697 -33.4481542, -70.66854669999999 -33.4481021)",,,,
5375597097,6285254271,0,353008506,,False,Ciclovía Alameda,cycleway,42.058,"LINESTRING (-70.66655710000001 -33.4476308, -70.66699680000001 -33.4477228)",,,,
5375597097,6285254276,0,353008506,,False,Ciclovía Alameda,cycleway,2.114,"LINESTRING (-70.66655710000001 -33.4476308, -70.6665344 -33.4476292)",,,,
5375597098,6285254278,0,353008506,,False,Ciclovía Alameda,cycleway,0.892,"LINESTRING (-70.6670244 -33.4477221, -70.6670328 -33.4477182)",,,,
5375597098,6285254279,0,353008506,,False,Ciclovía Alameda,cycleway,1.146,"LINESTRING (-70.6670244 -33.4477221, -70.6670122 -33.4477237)",,,,
5375597099,6285254277,0,353008506,,False,Ciclovía Alameda,cycleway,1.28,"LINESTRING (-70.6671073 -33.4476742, -70.6671211 -33.4476743)",,,,
5375597099,6285254278,0,353008506,,False,Ciclovía Alameda,cycleway,8.468,"LINESTRING (-70.6671073 -33.4476742, -70.6670328 -33.4477182)",,,,
5375597100,5873611218,0,353008506,,False,Ciclovía Alameda,cycleway,55.659,"LINESTRING (-70.66363269999999 -33.4469727, -70.6642109 -33.4471061)",,,,
5375597100,5375597101,0,353008506,,False,Ciclovía Alameda,cycleway,11.166,"LINESTRING (-70.66363269999999 -33.4469727, -70.6635192 -33.4470061)",,,,
5375597101,5375597100,0,353008506,,False,Ciclovía Alameda,cycleway,11.166,"LINESTRING (-70.6635192 -33.4470061, -70.66363269999999 -33.4469727)",,,,
5375597101,5375597102,0,353008506,,False,Ciclovía Alameda,cycleway,24.124,"LINESTRING (-70.6635192 -33.4470061, -70.66327080000001 -33.446942)",,,,
5375597102,5375597101,0,353008506,,False,Ciclovía Alameda,cycleway,24.124,"LINESTRING (-70.66327080000001 -33.446942, -70.6635192 -33.4470061)",,,,
5375597102,6285254270,0,353008506,,False,Ciclovía Alameda,cycleway,6.22,"LINESTRING (-70.66327080000001 -33.446942, -70.6632288 -33.4468984)",,,,
5375597103,6285254270,0,353008506,,False,Ciclovía Alameda,cycleway,10.805,"LINESTRING (-70.6632073 -33.4468029, -70.6632288 -33.4468984)",,,,
5375597103,6497115725,0,353008506,,False,Ciclovía Alameda,cycleway,12.986,"LINESTRING (-70.6632073 -33.4468029, -70.663073 -33.44677)",,,,
5375597104,1071265922,0,353008506,,False,Ciclovía Alameda,cycleway,46.201,"LINESTRING (-70.6658614 -33.4474899, -70.6663344 -33.4476198)",,,,
5375597104,5375597105,0,353008506,,False,Ciclovía Alameda,cycleway,15.318,"LINESTRING (-70.6658614 -33.4474899, -70.6657311 -33.4474053)",,,,
5375597105,5375597104,0,353008506,,False,Ciclovía Alameda,cycleway,15.318,"LINESTRING (-70.6657311 -33.4474053, -70.6658614 -33.4474899)",,,,
5375597105,1071265911,0,353008506,,False,Ciclovía Alameda,cycleway,70.381,"LINESTRING (-70.6657311 -33.4474053, -70.6650023 -33.4472297)",,,,
5375597106,1071265845,0,353008506,,False,Ciclovía Alameda,cycleway,39.663,"LINESTRING (-70.6619938 -33.4465938, -70.66240740000001 -33.446684)",,,,
5375597106,6023538742,0,353008506,,False,Ciclovía Alameda,cycleway,15.64,"LINESTRING (-70.6619938 -33.4465938, -70.6618263 -33.4466096)",,,,
5375597109,1071266027,0,353008506,,False,Ciclovía Alameda,cycleway,7.199,"LINESTRING (-70.67034750000001 -33.4486163, -70.670422 -33.4486344)",,,,
5375597109,3891172857,0,353008506,,False,Ciclovía Alameda,cycleway,12.155,"LINESTRING (-70.67034750000001 -33.4486163, -70.6702396 -33.4485543)",,,,
5375597110,1071220656,0,547718582,,False,Ciclovía Alameda,cycleway,22.264,"LINESTRING (-70.6603448 -33.4459876, -70.6605763 -33.4460403)",,,,
5375597110,5375597111,0,547718582,,False,Ciclovía Alameda,cycleway,21.347,"LINESTRING (-70.6603448 -33.4459876, -70.6601167 -33.4459625)",,,,
5375597111,5375597110,0,547718582,,False,Ciclovía Alameda,cycleway,21.347,"LINESTRING (-70.6601167 -33.4459625, -70.6603448 -33.4459876)",,,,
5375597111,5375597113,0,547718582,,False,Ciclovía Alameda,cycleway,16.212,"LINESTRING (-70.6601167 -33.4459625, -70.6600096 -33.4460777)",,,,
5375597112,5873611206,0,547718582,,False,Ciclovía Alameda,cycleway,15.053,"LINESTRING (-70.65942200000001 -33.4458238, -70.659486 -33.4459482)",,,,
5375597112,626082076,0,547718582,,False,Ciclovía Alameda,cycleway,65.886,"LINESTRING (-70.65942200000001 -33.4458238, -70.65874119999999 -33.4456553)",,,,
5375597113,5375597111,0,547718582,,False,Ciclovía Alameda,cycleway,16.212,"LINESTRING (-70.6600096 -33.4460777, -70.6601167 -33.4459625)",,,,
5375597113,5873611206,0,547718582,,False,Ciclovía Alameda,cycleway,50.67,"LINESTRING (-70.6600096 -33.4460777, -70.659486 -33.4459482)",,,,
5375597114,5873611164,0,547718575,,False,Ciclovía Alameda,cycleway,8.104,"LINESTRING (-70.6562203 -33.4451802, -70.656291 -33.4451374)",,,,
5375597114,5375597115,0,547718575,,False,Ciclovía Alameda,cycleway,41.027,"LINESTRING (-70.6562203 -33.4451802, -70.6557942 -33.4450816)",,,,
5375597115,5375597114,0,547718575,,False,Ciclovía Alameda,cycleway,41.027,"LINESTRING (-70.6557942 -33.4450816, -70.6562203 -33.4451802)",,,,
5375597115,5943223883,0,547718575,,False,Ciclovía Alameda,cycleway,14.718,"LINESTRING (-70.6557942 -33.4450816, -70.65572210000001 -33.4449637)",,,,
5387985595,6725292314,0,547718575,,False,Ciclovía Alameda,cycleway,56.164,"LINESTRING (-70.6565978 -33.4452354, -70.6571563 -33.4454302)",,,,
5387985595,5292080456,0,547718575,,False,Ciclovía Alameda,cycleway,14.587,"LINESTRING (-70.6565978 -33.4452354, -70.6564503 -33.44519)",,,,
5419066231,4388066877,0,353008506,,False,Ciclovía Alameda,cycleway,10.14,"LINESTRING (-70.6615473 -33.4466313, -70.6616523 -33.4466566)",,,,
5419066231,6023538739,0,353008506,,False,Ciclovía Alameda,cycleway,1.975,"LINESTRING (-70.6615473 -33.4466313, -70.6615542 -33.4466145)",,,,
5419066234,1071220667,0,547718580,,False,Ciclovía Alameda,cycleway,7.447,"LINESTRING (-70.6608133 -33.4463726, -70.6608269 -33.4463066)",,,,
5419066234,1071220666,0,547718580,,False,Ciclovía Alameda,cycleway,10.324,"LINESTRING (-70.6608133 -33.4463726, -70.6607951 -33.4464642)",,,,
5423683211,3279696243,0,321238223,yes,False,Mapocho 42K,cycleway,59.814,"LINESTRING (-70.6611924 -33.4305358, -70.66059300000001 -33.4307336)",,,,
5423683211,5170070618,0,562615861,yes,False,Mapocho 42K,cycleway,20.57,"LINESTRING (-70.6611924 -33.4305358, -70.6613821 -33.4304401)",,,,
5593434876,5593434878,0,353008506,,False,Ciclovía Alameda,cycleway,61.305,"LINESTRING (-70.66758590000001 -33.44783, -70.6681999 -33.4480337)",,,,
5593434876,1071265973,0,353008506,,False,Ciclovía Alameda,cycleway,16.498,"LINESTRING (-70.66758590000001 -33.44783, -70.6674165 -33.4477849)",,,,
5593434878,1060423252,0,353008506,,False,Ciclovía Alameda,cycleway,11.174,"LINESTRING (-70.6681999 -33.4480337, -70.66831620000001 -33.4480598)",,,,
5593434878,5593434876,0,353008506,,False,Ciclovía Alameda,cycleway,61.305,"LINESTRING (-70.6681999 -33.4480337, -70.66758590000001 -33.44783)",,,,
5683038628,5683038670,0,92188031,,False,Ciclovía Matta,cycleway,67.134,"LINESTRING (-70.6461132 -33.4589256, -70.6454116 -33.4587776)",,,yes,
5683038628,1070152541,0,92188031,,False,Ciclovía Matta,cycleway,13.797,"LINESTRING (-70.6461132 -33.4589256, -70.6462597 -33.458947)",,,yes,
5683038670,1070152546,0,92188031,,False,Ciclovía Matta,cycleway,9.023,"LINESTRING (-70.6454116 -33.4587776, -70.64531839999999 -33.4587544)",,,yes,
5683038670,5683038628,0,92188031,,False,Ciclovía Matta,cycleway,67.134,"LINESTRING (-70.6454116 -33.4587776, -70.6461132 -33.4589256)",,,yes,
5683038677,1070152545,0,92188031,,False,Ciclovía Matta,cycleway,86.806,"LINESTRING (-70.64521379999999 -33.4587296, -70.6443161 -33.4585093)",,,yes,
5683038677,1070152546,0,92188031,,False,Ciclovía Matta,cycleway,10.088,"LINESTRING (-70.64521379999999 -33.4587296, -70.64531839999999 -33.4587544)",,,yes,
