u,v,key,osmid,bridge,oneway,name,highway,length,geometry,lanes,maxspeed,access,width
5884685705,2295230438,0,366862512,,True,Marín,tertiary,9.618,"LINESTRING (-70.6384858 -33.4467284, -70.6385859 -33.4467509)",2,,,
5917404325,4978288358,0,447781291,,True,Avenida Brasil,secondary,11.513,"LINESTRING (-70.6648198 -33.4399191, -70.6648356 -33.4398164)",2,,,
5927868380,253348600,0,23400632,,True,Rosales,tertiary,23.416,"LINESTRING (-70.65725519999999 -33.450584, -70.6575041 -33.4506189)",,,,
5933053024,386323,0,679129704,,True,Esmeralda,unclassified,127.416,"LINESTRING (-70.64616479999999 -33.4348177, -70.6475197 -33.4346317)",2,,,
5935351772,223862209,0,92361438,,True,Curicó,primary,28.241,"LINESTRING (-70.6354947 -33.4440362, -70.6357785 -33.444128)",4,,,
5945899027,7570208832,0,7981160,,True,Rosas,residential,117.093,"LINESTRING (-70.6502756 -33.4349019, -70.6515279 -33.4350313)",,,,
5969696442,253348599,0,482134480,,True,Dieciocho,tertiary,61.306,"LINESTRING (-70.6576472 -33.4498624, -70.6577431 -33.4493169)",2,,,
5973094293,4390765210,0,562109577,,True,Tucapel Jiménez,tertiary,4.804,"LINESTRING (-70.65903040000001 -33.443104, -70.6590302 -33.4430608)",2,,,
5973094305,5927868380,0,23400632,,True,Rosales,tertiary,7.138,"LINESTRING (-70.6571794 -33.450573, -70.65725519999999 -33.450584)",,,,
6014083117,6014083122,0,238513527,,True,Martínez de Rozas,tertiary,11.091,"LINESTRING (-70.67431329999999 -33.4341582, -70.6744327 -33.4341627)",2,,,
6014083122,254346788,0,238513527,,True,Martínez de Rozas,tertiary,31.171,"LINESTRING (-70.6744327 -33.4341627, -70.6747678 -33.4341822)",2,,,
6014182421,6071920613,0,596638044,,True,Avenida Almirante Blanco Encalada,primary,129.063,"LINESTRING (-70.67066389999999 -33.4580675, -70.6720261 -33.4583034)",3,60,,
6071920613,2219964952,0,596638044,,True,Avenida Almirante Blanco Encalada,primary,9.047,"LINESTRING (-70.6720261 -33.4583034, -70.67212290000001 -33.4583133)",3,60,,
6096990484,4392833160,0,92361438,,True,Curicó,primary,35.855,"LINESTRING (-70.63904700000001 -33.4450173, -70.6394227 -33.4450928)",4,,,
6096995296,386248,0,92361438,,True,Curicó,primary,89.111,"LINESTRING (-70.63605560000001 -33.4442306, -70.63692829999999 -33.4445652)",4,,,
6097070954,5683038591,0,293727760,,True,Arturo Prat,tertiary,63.529,"LINESTRING (-70.6472162 -33.460401, -70.64719289999999 -33.460972)",,60,,
6097100492,3708505566,0,13858411,,True,Tarapacá,primary,78.087,"LINESTRING (-70.64810850000001 -33.4469258, -70.64892829999999 -33.4470847)",3,,,
6097113277,3458656820,0,448544761,,True,Rosas,residential,40.258,"LINESTRING (-70.66223189999999 -33.4360714, -70.6626634 -33.436109)",,,,
6101249659,265667599,0,46889269,,True,Arturo Prat,tertiary,88.052,"LINESTRING (-70.6466933 -33.4723991, -70.6466607 -33.4731905)",,,,
6214407610,6708188552,0,562109577,,True,Tucapel Jiménez,tertiary,2.583,"LINESTRING (-70.6589608 -33.4428556, -70.6589561 -33.4428327)",2,,,
6214736581,386236,0,519185503,,True,Dieciocho,tertiary,7.366,"LINESTRING (-70.6584264 -33.4460939, -70.6584527 -33.4460314)",2,,,
6214736582,6214736581,0,519185503,,True,Dieciocho,tertiary,67.617,"LINESTRING (-70.6582806 -33.4466897, -70.6584264 -33.4460939)",2,,,
6214736583,6214736582,0,519185503,,True,Dieciocho,tertiary,37.49,"LINESTRING (-70.65820189999999 -33.4470204, -70.6582806 -33.4466897)",2,,,
6214791293,6670563266,0,277736617,,True,Esmeralda,unclassified,3.354,"LINESTRING (-70.6501576 -33.4345881, -70.650193 -33.4345942)",,,,
6215412756,6214791292,0,277736617,,True,Esmeralda,unclassified,3.435,"LINESTRING (-70.6502174 -33.4346086, -70.6502356 -33.4346355)",,,,
6231377178,253351454,0,477783978,,True,Eleuterio Ramírez,tertiary,24.394,"LINESTRING (-70.65230510000001 -33.4497135, -70.6525563 -33.4497783)",2,,,
6231484049,3332468613,0,692119690,,True,Club Hípico,secondary,24.544,"LINESTRING (-70.66484730000001 -33.4735052, -70.6648831 -33.4737239)",2,,,
6273398600,369952997,0,669870425,,True,Puente Toesca,secondary,4.993,"LINESTRING (-70.65899810000001 -33.4525643, -70.6590508 -33.4525734)",3,60,,
6273398601,6273398600,0,669870426,yes,True,Puente Toesca,secondary,49.679,"LINESTRING (-70.6584785 -33.4524563, -70.65899810000001 -33.4525643)",3,60,,
6284820638,4390695420,0,679123025,,True,Teatinos,secondary,13.241,"LINESTRING (-70.6559573 -33.4330912, -70.6559845 -33.4332081)",2,,,
6285254255,1723439897,0,562109577,,True,Tucapel Jiménez,tertiary,55.917,"LINESTRING (-70.658672 -33.4454373, -70.65878840000001 -33.4449439)",2,,,
6285254256,253348621,0,370353651,,True,Tarapacá,secondary,66.516,"LINESTRING (-70.6543054 -33.4478834, -70.6550144 -33.4479721)",3,,,
6285254257,3708505565,0,13858411,,True,Tarapacá,primary,97.577,"LINESTRING (-70.64605950000001 -33.4465011, -70.647076 -33.4467262)",3,,,
6285254258,373503936,0,92361438,,True,Curicó,primary,11.016,"LINESTRING (-70.6445837 -33.4461781, -70.6447012 -33.4461923)",4,,,
6285254259,388726,0,92361438,,True,Curicó,primary,2.638,"LINESTRING (-70.6370232 -33.4446036, -70.6370478 -33.4446155)",4,,,
6285254886,7009080327,0,508533725,,True,Avenida Brasil,secondary,40.104,"LINESTRING (-70.6650618 -33.4406264, -70.665088 -33.4409864)",2,,,
6285254887,7008914759,0,508533725,,True,Avenida Brasil,secondary,22.556,"LINESTRING (-70.66499760000001 -33.4402315, -70.6650382 -33.4404315)",2,,,
6285254888,7008927662,0,447781291,,True,Avenida Brasil,secondary,27.647,"LINESTRING (-70.6649134 -33.4402476, -70.6648445 -33.4400057)",2,,,
6310096608,369945456,0,92360514,,True,Rosas,unclassified,72.313,"LINESTRING (-70.66056260000001 -33.4359483, -70.66133929999999 -33.4360014)",,,,
6392168234,4390198660,0,92361438,,True,Curicó,primary,12.844,"LINESTRING (-70.642016 -33.4460355, -70.6421488 -33.4460681)",4,,,
6496700081,6231484049,0,645052891,,True,Club Hípico,secondary,19.26,"LINESTRING (-70.66484989999999 -33.473332, -70.66484730000001 -33.4735052)",2,,,
6532153245,663095029,0,46889269,,True,Arturo Prat,tertiary,75.029,"LINESTRING (-70.6470666 -33.4640895, -70.64703710000001 -33.4647638)",,,,
6532153247,6532153245,0,46889269,,True,Arturo Prat,tertiary,19.505,"LINESTRING (-70.64707420000001 -33.4639142, -70.6470666 -33.4640895)",,,,
6630154189,2969268287,0,443083832,,True,Teatinos,secondary,2.595,"LINESTRING (-70.6546276 -33.4422649, -70.6546211 -33.4422876)",2,,,
6630154198,265688199,0,443083832,,True,Teatinos,secondary,49.77,"LINESTRING (-70.6548913 -33.4412558, -70.6547843 -33.4416944)",2,,,
6670563266,6215412756,0,277736617,,True,Esmeralda,unclassified,2.773,"LINESTRING (-70.650193 -33.4345942, -70.6502174 -33.4346086)",,,,
6700501114,4390765207,0,562109577,,True,Tucapel Jiménez,tertiary,4.592,"LINESTRING (-70.6589913 -33.4429306, -70.6589737 -33.442892)",2,,,
6708188551,4390765209,0,562109577,,True,Tucapel Jiménez,tertiary,3.047,"LINESTRING (-70.65902819999999 -33.4430358, -70.6590226 -33.4430088)",2,,,
6708188552,4390765204,0,562109577,,True,Tucapel Jiménez,tertiary,2.112,"LINESTRING (-70.6589561 -33.4428327, -70.65895380000001 -33.4428138)",2,,,
6750191983,4390198667,0,92361438,,True,Curicó,primary,71.721,"LINESTRING (-70.6432238 -33.4462208, -70.6439917 -33.4462948)",4,,,
6809887194,7008914757,0,508533725,,True,Avenida Brasil,secondary,3.674,"LINESTRING (-70.664918 -33.4399596, -70.6649274 -33.4399917)",2,,,
6809887195,7009080329,0,447781291,,True,Avenida Brasil,secondary,107.999,"LINESTRING (-70.66498900000001 -33.4420911, -70.6649678 -33.44112)",2,,,
6893811210,227925875,0,39505780,,True,Avenida Brasil,secondary,50.966,"LINESTRING (-70.6649302 -33.4343118, -70.66492239999999 -33.4347701)",2,,,
6893811211,6893811210,0,39505780,,True,Avenida Brasil,secondary,27.156,"LINESTRING (-70.66493939999999 -33.4340677, -70.6649302 -33.4343118)",2,,,
6961192004,250932321,0,208159321,,True,Gorbea,secondary,6.258,"LINESTRING (-70.67563130000001 -33.4551213, -70.6756915 -33.4551467)",2,,,
6985920634,253411532,0,23406232,,True,General Bulnes,tertiary,140.268,"LINESTRING (-70.6690844 -33.4480511, -70.6692692 -33.4467991)",2,,,
6992482251,7561162543,0,223877454,,True,General Bulnes,tertiary,8.736,"LINESTRING (-70.67141239999999 -33.4314787, -70.67142370000001 -33.4314007)",2,,,
6992482252,264246089,0,223877454,,True,General Bulnes,tertiary,77.694,"LINESTRING (-70.6715628 -33.4304403, -70.67163789999999 -33.4297444)",2,,,
7001762645,5933053024,0,448213368,,True,Esmeralda,unclassified,9.374,"LINESTRING (-70.64607599999999 -33.4348579, -70.64616479999999 -33.4348177)",2,,,
7008914756,5917404325,0,447781291,,True,Avenida Brasil,secondary,8.354,"LINESTRING (-70.66484060000001 -33.4399922, -70.6648198 -33.4399191)",2,,,
7008914757,6285254887,0,508533725,,True,Avenida Brasil,secondary,27.449,"LINESTRING (-70.6649274 -33.4399917, -70.66499760000001 -33.4402315)",2,,,
7008914759,6285254886,0,508533725,,True,Avenida Brasil,secondary,21.782,"LINESTRING (-70.6650382 -33.4404315, -70.6650618 -33.4406264)",2,,,
7008914760,6285254888,0,447781291,,True,Avenida Brasil,secondary,45.92,"LINESTRING (-70.6649537 -33.4406592, -70.6649134 -33.4402476)",2,,,
7008927662,7008914756,0,447781291,,True,Avenida Brasil,secondary,1.544,"LINESTRING (-70.6648445 -33.4400057, -70.66484060000001 -33.4399922)",2,,,
7008927663,4978288358,0,92360510,,True,Avenida Brasil,secondary,3.172,"LINESTRING (-70.6648297 -33.4397883, -70.6648356 -33.4398164)",2,,,
7009080327,7009080339,0,508533725,,True,Avenida Brasil,secondary,1.281,"LINESTRING (-70.665088 -33.4409864, -70.66508880000001 -33.4409979)",2,,,
7009080329,7009080336,0,447781291,,True,Avenida Brasil,secondary,1.279,"LINESTRING (-70.6649678 -33.44112, -70.6649675 -33.4411085)",2,,,
7009080330,612756395,0,508533725,,True,Avenida Brasil,secondary,6.361,"LINESTRING (-70.66509000000001 -33.4410137, -70.6650941 -33.4410708)",2,,,
7009080336,254344725,0,447781291,,True,Avenida Brasil,secondary,4.15,"LINESTRING (-70.6649675 -33.4411085, -70.6649659 -33.4410712)",2,,,
7009080338,7008914760,0,447781291,,True,Avenida Brasil,secondary,37.651,"LINESTRING (-70.6649637 -33.4409977, -70.6649537 -33.4406592)",2,,,
7009080339,7009080330,0,508533725,,True,Avenida Brasil,secondary,1.76,"LINESTRING (-70.66508880000001 -33.4409979, -70.66509000000001 -33.4410137)",2,,,
7086673173,15754775,0,366862512,,True,Marín,tertiary,2.269,"LINESTRING (-70.64231169999999 -33.447547, -70.64233609999999 -33.4475484)",2,,,
7086673173,7086673097,0,758763544,,False,,cycleway,8.016,"LINESTRING (-70.64231169999999 -33.447547, -70.6422948 -33.4476177)",,,,
7086673173,7086673095,0,758763544,,False,,cycleway,8.783,"LINESTRING (-70.64231169999999 -33.447547, -70.6423333 -33.4474701)",,,,
7553163372,7553163373,0,366862512,,True,Marín,tertiary,13.652,"LINESTRING (-70.6399869 -33.4470739, -70.64012870000001 -33.4471067)",2,,,
7553163373,252528789,0,366862512,,True,Marín,tertiary,40.373,"LINESTRING (-70.64012870000001 -33.4471067, -70.6405481 -33.4472035)",2,,,
7561162543,605145816,0,223877454,,True,General Bulnes,tertiary,8.747,"LINESTRING (-70.67142370000001 -33.4314007, -70.671435 -33.4313226)",2,,,
7570208832,386310,0,7981160,,True,Rosas,residential,7.629,"LINESTRING (-70.6515279 -33.4350313, -70.65160950000001 -33.4350397)",,,,
7570208834,386301,0,7981160,,True,Rosas,residential,116.852,"LINESTRING (-70.6517277 -33.4350549, -70.65297219999999 -33.4352154)",,,,
7570208874,7631077946,0,447593876,,True,Teatinos,secondary,1.56,"LINESTRING (-70.6552167 -33.4399649, -70.6552137 -33.4399787)",2,,,
7570208875,5420440455,0,447593876,,True,Teatinos,secondary,115.604,"LINESTRING (-70.6551753 -33.4401538, -70.65491609999999 -33.4411707)",2,,,
7608250562,3458712206,0,262442964,,True,Rosas,unclassified,136.893,"LINESTRING (-70.65436010000001 -33.4354253, -70.65582070000001 -33.4355984)",1,,,
7622691300,15754778,0,92361438,,True,Curicó,primary,4.249,"LINESTRING (-70.6425916 -33.4461538, -70.6426357 -33.4461641)",4,,,
7622691300,7086673092,0,758763544,,False,,cycleway,35.127,"LINESTRING (-70.6425916 -33.4461538, -70.6425362 -33.4464663)",,,,
7622691301,6750191983,0,92361438,,True,Curicó,primary,40.893,"LINESTRING (-70.64279209999999 -33.4461467, -70.6432238 -33.4462208)",4,,,
7631077946,386345,0,447593876,,True,Teatinos,secondary,9.382,"LINESTRING (-70.6552137 -33.4399787, -70.6551955 -33.4400617)",2,,,
7631077947,7570208875,0,447593876,,True,Teatinos,secondary,2.781,"LINESTRING (-70.6551807 -33.4401292, -70.6551753 -33.4401538)",2,,,
7671897194,7787943387,0,223877454,,True,General Bulnes,tertiary,115.944,"LINESTRING (-70.6709455 -33.4349731, -70.67108380000001 -33.4339368)",2,,,
7787943387,7787943388,0,223877454,,True,General Bulnes,tertiary,87.001,"LINESTRING (-70.67108380000001 -33.4339368, -70.6711877 -33.4331592)",2,,,
7787943387,254346791,0,238513527,,True,Martínez de Rozas,tertiary,98.917,"LINESTRING (-70.67108380000001 -33.4339368, -70.6721464 -33.4340075)",2,,,
7787943388,264246077,0,223877454,,True,General Bulnes,tertiary,101.701,"LINESTRING (-70.6711877 -33.4331592, -70.67130899999999 -33.4322502)",2,,,
386244,4657915910,0,448515627,,False,Avenida Portugal,secondary,13.986,"LINESTRING (-70.6378211 -33.4430267, -70.63790830000001 -33.4429241)",4,,,
386244,6238611755,0,448515627,,False,Avenida Portugal,secondary,17.467,"LINESTRING (-70.6378211 -33.4430267, -70.6377165 -33.4431573)",4,,,
388715,6096912127,0,41764798,,False,Avenida Portugal,secondary,33.032,"LINESTRING (-70.6353257 -33.4482017, -70.63540450000001 -33.447912)",4,,,
388715,252528800,0,41764798,,False,Avenida Portugal,secondary,153.735,"LINESTRING (-70.6353257 -33.4482017, -70.6349831 -33.4495544)",4,,,
388715,223862262,0,242669436,,True,Santa Isabel,secondary,83.93,"LINESTRING (-70.6353257 -33.4482017, -70.63446639999999 -33.4479658)",3,,,
14083350,4401442529,0,43704635,,True,Avenida Brasil,secondary,17.171,"LINESTRING (-70.66453540000001 -33.4468925, -70.6645163 -33.4467389)",2,,,
141061673,605143971,0,646137971,,False,Almirante Latorre,secondary,125.879,"LINESTRING (-70.66471559999999 -33.4491676, -70.66467710000001 -33.4502992)",4,60,,
141061673,4401442551,0,646137971,,False,Almirante Latorre,secondary,112.322,"LINESTRING (-70.66471559999999 -33.4491676, -70.6647585 -33.4481581)",4,60,,
143739662,6238611754,0,448515627,,False,Avenida Portugal,secondary,73.677,"LINESTRING (-70.6398403 -33.4409108, -70.6403138 -33.4403789)",4,,,
143739662,4924753760,0,448515627,,False,Avenida Portugal,secondary,124.226,"LINESTRING (-70.6398403 -33.4409108, -70.6390141 -33.4417899)",4,,,
223862191,386248,0,448515627,,False,Avenida Portugal,secondary,77.335,"LINESTRING (-70.6365639 -33.4451907, -70.63692829999999 -33.4445652)",4,,,
223862191,130334653,0,448515627,,False,Avenida Portugal,secondary,119.044,"LINESTRING (-70.6365639 -33.4451907, -70.63599139999999 -33.4461488)",4,,,
224458301,4924753760,0,448515627,,False,Avenida Portugal,secondary,9.833,"LINESTRING (-70.6389465 -33.441858, -70.6390141 -33.4417899)",4,,,
224458301,4924753759,0,448515627,,False,Avenida Portugal,secondary,7.474,"LINESTRING (-70.6389465 -33.441858, -70.6388962 -33.4419105)",4,,,
252528796,130334653,0,41764798,,False,Avenida Portugal,secondary,122.91,"LINESTRING (-70.63559650000001 -33.4472039, -70.63599139999999 -33.4461488)",4,,,
252528796,6096912127,0,41764798,,False,Avenida Portugal,secondary,80.727,"LINESTRING (-70.63559650000001 -33.4472039, -70.63540450000001 -33.447912)",4,,,
252528800,388715,0,41764798,,False,Avenida Portugal,secondary,153.735,"LINESTRING (-70.6349831 -33.4495544, -70.6353257 -33.4482017)",4,,,
252528800,4398226729,0,41764798,,False,Avenida Portugal,secondary,101.492,"LINESTRING (-70.6349831 -33.4495544, -70.63475459999999 -33.450447)",4,,,
253281656,253281658,0,196772150,,True,Avenida Brasil,secondary,132.231,"LINESTRING (-70.6651265 -33.4421791, -70.6651018 -33.4433681)",2,,,
253281658,265688237,0,196772150,,True,Avenida Brasil,secondary,102.823,"LINESTRING (-70.6651018 -33.4433681, -70.6649726 -33.4442865)",2,,,
253282019,605144041,0,196772150,,True,Avenida Brasil,secondary,46.512,"LINESTRING (-70.6649077 -33.4448416, -70.6648613 -33.4452581)",2,,,
254346567,254346808,0,92360512,,True,Avenida San Pablo,primary,48.145,"LINESTRING (-70.66885449999999 -33.4349228, -70.6683364 -33.4348997)",2,50,,
254346669,254346567,0,92360512,,True,Avenida San Pablo,primary,10.933,"LINESTRING (-70.6689722 -33.4349273, -70.66885449999999 -33.4349228)",2,50,,
254346700,264247293,0,448177167,,True,San Pablo,primary,100.884,"LINESTRING (-70.6673665 -33.4348654, -70.66628059999999 -33.4348213)",2,,,
254346808,254346700,0,92360512,,True,Avenida San Pablo,primary,90.081,"LINESTRING (-70.6683364 -33.4348997, -70.6673665 -33.4348654)",2,50,,
254346870,6014083128,0,92360512,,True,Avenida San Pablo,primary,2.855,"LINESTRING (-70.6700524 -33.4349672, -70.6700218 -33.4349645)",2,50,,
264247293,227925875,0,448177167,,True,San Pablo,primary,126.161,"LINESTRING (-70.66628059999999 -33.4348213, -70.66492239999999 -33.4347701)",2,,,
265664852,1070152557,0,13858323,,True,Portugal,secondary,12.411,"LINESTRING (-70.63333369999999 -33.4561342, -70.6333236 -33.4562455)",2,,,
265665355,5888683416,0,13858323,,True,Portugal,secondary,8.066,"LINESTRING (-70.63420929999999 -33.4526922, -70.63419089999999 -33.4527631)",2,,,
265665781,5888683414,0,13858323,,True,Portugal,secondary,8.374,"LINESTRING (-70.63390080000001 -33.4538818, -70.6338817 -33.4539554)",2,,,
265673087,4399026191,0,13858323,,True,Portugal,secondary,93.416,"LINESTRING (-70.6335545 -33.4552167, -70.6333415 -33.4560378)",2,,,
265688237,253282019,0,196772150,,True,Avenida Brasil,secondary,62.017,"LINESTRING (-70.6649726 -33.4442865, -70.6649077 -33.4448416)",2,,,
285738885,1691362559,0,814502479,,False,Puente Loreto,primary,11.704,"LINESTRING (-70.6428001 -33.4347007, -70.6427778 -33.4345971)",6,,,
285738885,6358908270,0,444825661,,True,José Miguel de la Barra,primary,11.353,"LINESTRING (-70.6428001 -33.4347007, -70.64287520000001 -33.4347813)",3,,,
476178254,5888683419,0,13858323,,True,Portugal,secondary,114.904,"LINESTRING (-70.6344608 -33.4516114, -70.6342265 -33.4526261)",2,,,
476178254,3660287953,0,41764798,,False,Avenida Portugal,secondary,122.169,"LINESTRING (-70.6344608 -33.4516114, -70.6347299 -33.4505359)",4,,,
605143971,4399529555,0,646137971,,False,Almirante Latorre,secondary,105.526,"LINESTRING (-70.66467710000001 -33.4502992, -70.6645896 -33.4512454)",4,60,,
605143971,141061673,0,646137971,,False,Almirante Latorre,secondary,125.879,"LINESTRING (-70.66467710000001 -33.4502992, -70.66471559999999 -33.4491676)",4,60,,
605144041,4401442526,0,196772150,,True,Avenida Brasil,secondary,159.761,"LINESTRING (-70.6648613 -33.4452581, -70.6646559 -33.4466846)",2,,,
1070152557,265664853,0,13858323,,True,Portugal,secondary,9.358,"LINESTRING (-70.6333236 -33.4562455, -70.6333049 -33.4563282)",2,,,
1070152557,5879252940,0,92188031,,False,Ciclovía Matta,cycleway,18.643,"LINESTRING (-70.6333236 -33.4562455, -70.6331258 -33.4562159)",,,yes,
1070152557,5879252944,0,92188031,,False,Ciclovía Matta,cycleway,91.726,"LINESTRING (-70.6333236 -33.4562455, -70.6342808 -33.4564522)",,,yes,
1691362559,285738885,0,814502479,,False,Puente Loreto,primary,11.704,"LINESTRING (-70.6427778 -33.4345971, -70.6428001 -33.4347007)",6,,,
1691362559,5375551551,0,456672273,,False,Ciclovía Parque Forestal,cycleway,14.582,"LINESTRING (-70.6427778 -33.4345971, -70.64262479999999 -33.434627)",,,,1
1691362559,5375551548,0,456672273,,False,Ciclovía Parque Forestal,cycleway,15.686,"LINESTRING (-70.6427778 -33.4345971, -70.6429399 -33.4345571)",,,,1
1857514321,4401442534,0,445511083,,True,Almirante Latorre,secondary,29.703,"LINESTRING (-70.6646351 -33.4472699, -70.6645572 -33.4470108)",,,,
1857514321,1857514325,0,353008506,,False,Ciclovía Alameda,cycleway,10.267,"LINESTRING (-70.6646351 -33.4472699, -70.6647423 -33.4472928)",,,,
1857514321,1071265898,0,353008506,,False,Ciclovía Alameda,cycleway,4.932,"LINESTRING (-70.6646351 -33.4472699, -70.66458419999999 -33.4472571)",,,,
1857514325,6071948632,0,557381884,,True,Almirante Latorre,secondary,7.436,"LINESTRING (-70.6647423 -33.4472928, -70.6647552 -33.4473588)",2,,,
1857514325,1071265909,0,353008506,,False,Ciclovía Alameda,cycleway,16.738,"LINESTRING (-70.6647423 -33.4472928, -70.66491809999999 -33.4473266)",,,,
1857514325,1857514321,0,353008506,,False,Ciclovía Alameda,cycleway,10.267,"LINESTRING (-70.6647423 -33.4472928, -70.6646351 -33.4472699)",,,,
1900607688,3891166960,0,179551969,,True,República,residential,7.441,"LINESTRING (-70.6673121 -33.4534713, -70.6673285 -33.4534058)",1,60,,
3660287953,4398226729,0,41764798,,False,Avenida Portugal,secondary,10.147,"LINESTRING (-70.6347299 -33.4505359, -70.63475459999999 -33.450447)",4,,,
3660287953,476178254,0,41764798,,False,Avenida Portugal,secondary,122.169,"LINESTRING (-70.6347299 -33.4505359, -70.6344608 -33.4516114)",4,,,
3891166962,5065323708,0,179551969,,True,República,residential,8.69,"LINESTRING (-70.6670946 -33.4545201, -70.6671092 -33.4544429)",1,60,,
4392833157,6238611755,0,448515627,,False,Avenida Portugal,secondary,46.395,"LINESTRING (-70.6375407 -33.4435479, -70.6377165 -33.4431573)",4,,,
4392833157,6083958296,0,448515627,,False,Avenida Portugal,secondary,29.128,"LINESTRING (-70.6375407 -33.4435479, -70.6373947 -33.4437798)",4,,,
4398226729,252528800,0,41764798,,False,Avenida Portugal,secondary,101.492,"LINESTRING (-70.63475459999999 -33.450447, -70.6349831 -33.4495544)",4,,,
4398226729,3660287953,0,41764798,,False,Avenida Portugal,secondary,10.147,"LINESTRING (-70.63475459999999 -33.450447, -70.6347299 -33.4505359)",4,,,
4399026191,265664852,0,13858323,,True,Portugal,secondary,10.744,"LINESTRING (-70.6333415 -33.4560378, -70.63333369999999 -33.4561342)",2,,,
4399529555,605143971,0,646137971,,False,Almirante Latorre,secondary,105.526,"LINESTRING (-70.6645896 -33.4512454, -70.66467710000001 -33.4502992)",4,60,,
4399529555,4399529556,0,448560506,,True,Almirante Latorre,secondary,8.973,"LINESTRING (-70.6645896 -33.4512454, -70.6645992 -33.4513257)",2,60,,
4401442526,4401442528,0,196772150,,True,Avenida Brasil,secondary,7.789,"LINESTRING (-70.6646559 -33.4466846, -70.6646527 -33.4467546)",2,,,
4401442528,4401442531,0,196772150,,True,Avenida Brasil,secondary,18.737,"LINESTRING (-70.6646527 -33.4467546, -70.6646648 -33.4469228)",2,,,
4401442529,253282020,0,43704635,,True,Avenida Brasil,secondary,214.111,"LINESTRING (-70.6645163 -33.4467389, -70.66475629999999 -33.4448238)",2,,,
4401442531,1857514325,0,196772150,,True,Avenida Brasil,secondary,41.766,"LINESTRING (-70.6646648 -33.4469228, -70.6647423 -33.4472928)",2,,,
4401442534,14083350,0,445511083,,True,Almirante Latorre,secondary,13.309,"LINESTRING (-70.6645572 -33.4470108, -70.66453540000001 -33.4468925)",,,,
4401442551,6122049865,0,445511085,,False,Almirante Latorre,secondary,53.855,"LINESTRING (-70.6647585 -33.4481581, -70.6647645 -33.4476738)",4,60,,
4401442551,141061673,0,646137971,,False,Almirante Latorre,secondary,112.322,"LINESTRING (-70.6647585 -33.4481581, -70.66471559999999 -33.4491676)",4,60,,
4657915910,4924753759,0,448515627,,False,Avenida Portugal,secondary,145.276,"LINESTRING (-70.63790830000001 -33.4429241, -70.6388962 -33.4419105)",4,,,
4657915910,386244,0,448515627,,False,Avenida Portugal,secondary,13.986,"LINESTRING (-70.63790830000001 -33.4429241, -70.6378211 -33.4430267)",4,,,
4765531800,6071948633,0,445511083,,True,Almirante Latorre,secondary,11.22,"LINESTRING (-70.6647372 -33.4474156, -70.6646526 -33.4473435)",,,,
4765531800,6122049867,0,445511085,,False,Almirante Latorre,secondary,7.715,"LINESTRING (-70.6647372 -33.4474156, -70.66475250000001 -33.4474838)",4,60,,
4924753759,224458301,0,448515627,,False,Avenida Portugal,secondary,7.474,"LINESTRING (-70.6388962 -33.4419105, -70.6389465 -33.441858)",4,,,
4924753759,4657915910,0,448515627,,False,Avenida Portugal,secondary,145.276,"LINESTRING (-70.6388962 -33.4419105, -70.63790830000001 -33.4429241)",4,,,
4924753760,143739662,0,448515627,,False,Avenida Portugal,secondary,124.226,"LINESTRING (-70.6390141 -33.4417899, -70.6398403 -33.4409108)",4,,,
4924753760,224458301,0,448515627,,False,Avenida Portugal,secondary,9.833,"LINESTRING (-70.6390141 -33.4417899, -70.6389465 -33.441858)",4,,,
5065323708,7731096827,0,179551969,,True,República,residential,51.706,"LINESTRING (-70.6671092 -33.4544429, -70.6672049 -33.4539848)",1,60,,
5664289140,5054377948,0,60442721,,True,Portugal,secondary,16.673,"LINESTRING (-70.6405518 -33.440295, -70.640716 -33.4402341)",2,,,
5664289140,6238611754,0,448515627,,False,Avenida Portugal,secondary,23.973,"LINESTRING (-70.6405518 -33.440295, -70.6403138 -33.4403789)",4,,,
5888683414,265673087,0,13858323,,True,Portugal,secondary,143.498,"LINESTRING (-70.6338817 -33.4539554, -70.6335545 -33.4552167)",2,,,
5888683415,265665781,0,13858323,,True,Portugal,secondary,10.591,"LINESTRING (-70.6339249 -33.4537887, -70.63390080000001 -33.4538818)",2,,,
5888683416,5888683415,0,13858323,,True,Portugal,secondary,116.681,"LINESTRING (-70.63419089999999 -33.4527631, -70.6339249 -33.4537887)",2,,,
5888683419,265665355,0,13858323,,True,Portugal,secondary,7.521,"LINESTRING (-70.6342265 -33.4526261, -70.63420929999999 -33.4526922)",2,,,
6014083123,254346669,0,92360512,,True,Avenida San Pablo,primary,81.221,"LINESTRING (-70.66984669999999 -33.4349583, -70.6689722 -33.4349273)",2,50,,
6014083128,6014083123,0,92360512,,True,Avenida San Pablo,primary,16.263,"LINESTRING (-70.6700218 -33.4349645, -70.66984669999999 -33.4349583)",2,50,,
6071948632,4765531800,0,557381884,,True,Almirante Latorre,secondary,6.533,"LINESTRING (-70.6647552 -33.4473588, -70.6647372 -33.4474156)",2,,,
6071948633,1857514321,0,445511083,,True,Almirante Latorre,secondary,8.343,"LINESTRING (-70.6646526 -33.4473435, -70.6646351 -33.4472699)",,,,
6083958296,4392833157,0,448515627,,False,Avenida Portugal,secondary,29.128,"LINESTRING (-70.6373947 -33.4437798, -70.6375407 -33.4435479)",4,,,
