u,v,key,osmid,oneway,name,highway,length,geometry,lanes,access,maxspeed,bridge,tunnel,ref,junction
386138,14805063,0,121815664,True,Enrique Mac Iver,primary,16.056,"LINESTRING (-70.64625409999999 -33.4429009, -70.6462763 -33.4427577)",,,,,,,
386138,500862146,0,121815695,True,Avenida Libertador Bernardo O'Higgins,primary,45.325,"LINESTRING (-70.64625409999999 -33.4429009, -70.64578419999999 -33.4427895)",4,,,,,,
386139,386138,0,223300795,True,Avenida Libertador Bernardo O'Higgins,primary,100.015,"LINESTRING (-70.64729370000001 -33.4431386, -70.64625409999999 -33.4429009)",4,,,,,,
386139,14805040,0,23321898,True,San Francisco,secondary,267.227,"LINESTRING (-70.64729370000001 -33.4431386, -70.6471521 -33.4432284, -70.64713159999999 -33.443285, -70.6471252 -33.4433437, -70.6471095 -33.44454, -70.6471066 -33.4445968, -70.64708950000001 -33.4454802)",2,,,,,,
386140,500862085,0,407593364,True,San Antonio,secondary,16.457,"LINESTRING (-70.6476437 -33.4430569, -70.64761849999999 -33.4432034)",,,,,,,
386140,386145,0,407593363,True,Avenida Libertador Bernardo O'Higgins,primary,129.472,"LINESTRING (-70.6476437 -33.4430569, -70.64827510000001 -33.4432253, -70.64891950000001 -33.443375, -70.6489801 -33.4433912)",3,,,,,,
386145,646864662,0,448518898,False,,primary_link,15.173,"LINESTRING (-70.6489801 -33.4433912, -70.6489608 -33.4435267)",,,,,,,
386145,386400,0,407593363,True,Avenida Libertador Bernardo O'Higgins,primary,384.15700000000004,"LINESTRING (-70.6489801 -33.4433912, -70.6491044 -33.4434222, -70.6496812 -33.4435408, -70.65023119999999 -33.4436905, -70.6503924 -33.443728, -70.6504594 -33.4437436, -70.6509221 -33.4438524, -70.6510577 -33.4438838, -70.6511623 -33.4439088, -70.6512767 -33.4439324, -70.6514614 -33.4439675, -70.65154459999999 -33.4439797, -70.6516268 -33.4439858, -70.6517535 -33.4439939, -70.65190509999999 -33.4440003, -70.6520203 -33.4440117, -70.652145 -33.4440309, -70.65232880000001 -33.4440722, -70.6529886 -33.4442245)",3,,,,,,
386157,5420440454,0,453310654,True,San Martín,tertiary,124.985,"LINESTRING (-70.6584247 -33.4369946, -70.65826509999999 -33.4381107)",2,designated,,,,,
386157,386418,0,453310655,True,Santo Domingo,unclassified,122.605,"LINESTRING (-70.6584247 -33.4369946, -70.6597373 -33.4371209)",2,,,,,,
386225,386417,0,39333617,True,San Pablo,unclassified,122.487,"LINESTRING (-70.6600681 -33.4345751, -70.658749 -33.4345346)",2,,,,,,
386225,386416,0,299493684,True,Manuel Rodríguez Norte,primary,141.716,"LINESTRING (-70.6600681 -33.4345751, -70.66013150000001 -33.4341759, -70.6601762 -33.4338577, -70.6601915 -33.4337428, -70.6602712 -33.4333121)",2,,40,,,,
386226,6310096608,0,23393704,True,Rosas,unclassified,63.271,"LINESTRING (-70.6598841 -33.4358919, -70.66056260000001 -33.4359483)",,,,yes,,,
386226,3577095642,0,453310653,True,Avenida Manuel Rodríguez Norte,primary,129.165,"LINESTRING (-70.6598841 -33.4358919, -70.6600431 -33.4347379)",3,,,,,,
386227,386418,0,448370087,True,Avenida Manuel Rodríguez Norte,primary,128.039,"LINESTRING (-70.6595772 -33.4382646, -70.6597373 -33.4371209)",3,,,,,,
386227,254346507,0,"[48331960, 679129712, 679129711]",True,Catedral,secondary,63.596000000000004,"LINESTRING (-70.6595772 -33.4382646, -70.6596306 -33.438269, -70.6602053 -33.4383295, -70.6602575 -33.4383339)",2,,,yes,,,
386229,927292072,0,21189483,True,Compañía de Jesús,tertiary,61.762,"LINESTRING (-70.65943179999999 -33.4393341, -70.6587701 -33.4392739)",1,,,,,,
386229,386227,0,278765387,True,Avenida Manuel Rodríguez Norte,primary,119.68700000000001,"LINESTRING (-70.65943179999999 -33.4393341, -70.6595117 -33.4387345, -70.6595772 -33.4382646)",3,,,,,,
386234,3903526592,0,355547660,True,Avenida Libertador Bernardo O'Higgins,primary,124.3,"LINESTRING (-70.65734639999999 -33.4452231, -70.6586386 -33.4455181)",3,,,,,,
386234,386235,0,448388092,True,San Martín,tertiary,58.666,"LINESTRING (-70.65734639999999 -33.4452231, -70.6572984 -33.4455913, -70.65728470000001 -33.4457481)",3,designated,,,,,
386235,253352517,0,44061475,True,San Ignacio,tertiary,149.629,"LINESTRING (-70.65728470000001 -33.4457481, -70.65709 -33.4470839)",2,,,,,,
386235,5300155267,0,300267261,True,Avenida Libertador Bernardo O'Higgins,primary,174.167,"LINESTRING (-70.65728470000001 -33.4457481, -70.6563465 -33.4455258, -70.655485 -33.4453032)",4,,,,,,
386236,386235,0,300267261,True,Avenida Libertador Bernardo O'Higgins,primary,112.855,"LINESTRING (-70.6584527 -33.4460314, -70.65728470000001 -33.4457481)",4,,,,,,
386236,3903526592,0,519185503,True,Dieciocho,tertiary,59.653,"LINESTRING (-70.6584527 -33.4460314, -70.65850519999999 -33.4458725, -70.6585924 -33.4456234, -70.6586386 -33.4455181)",2,,,,,,
386244,224458301,0,448515627,False,Avenida Portugal,secondary,166.736,"LINESTRING (-70.6378211 -33.4430267, -70.63790830000001 -33.4429241, -70.6388962 -33.4419105, -70.6389465 -33.441858)",4,,,,,,
386244,386248,0,448515627,False,Avenida Portugal,secondary,190.45600000000002,"LINESTRING (-70.6378211 -33.4430267, -70.6377165 -33.4431573, -70.6375407 -33.4435479, -70.6373947 -33.4437798, -70.63692829999999 -33.4445652)",4,,,,,,
386244,586807299,0,645780839,True,Diagonal Paraguay,primary,135.13,"LINESTRING (-70.6378211 -33.4430267, -70.636872 -33.4427458, -70.63644770000001 -33.4426224)",4,,,,,,
386248,223862191,0,448515627,False,Avenida Portugal,secondary,77.335,"LINESTRING (-70.63692829999999 -33.4445652, -70.6365639 -33.4451907)",4,,,,,,
386248,130116982,0,92361438,True,Curicó,primary,332.57099999999997,"LINESTRING (-70.63692829999999 -33.4445652, -70.6370232 -33.4446036, -70.6370478 -33.4446155, -70.6376635 -33.4447382, -70.63904700000001 -33.4450173, -70.6394227 -33.4450928, -70.64030529999999 -33.4452702, -70.64040249999999 -33.4452892)",4,,,,,,
386248,386244,0,448515627,False,Avenida Portugal,secondary,190.45600000000002,"LINESTRING (-70.63692829999999 -33.4445652, -70.6373947 -33.4437798, -70.6375407 -33.4435479, -70.6377165 -33.4431573, -70.6378211 -33.4430267)",4,,,,,,
386259,102385322,0,628446440,True,Miraflores,unclassified,90.596,"LINESTRING (-70.6452989 -33.4403463, -70.6453618 -33.4400045, -70.6454246 -33.4395385)",2,,,,,,
386259,5272846298,0,"[679088048, 628446442]",True,Agustinas,secondary,62.814,"LINESTRING (-70.6452989 -33.4403463, -70.6449758 -33.4403201, -70.644749 -33.4403017, -70.64468890000001 -33.440299, -70.6446277 -33.4403154)",3,,,,,,
386261,3686116667,0,450504413,True,Merced,tertiary,14.428,"LINESTRING (-70.6433894 -33.4377417, -70.6432375 -33.437714)",1,,,,,,
386261,4456568203,0,11490172,True,Santa Lucía,primary,42.025999999999996,"LINESTRING (-70.6433894 -33.4377417, -70.6433906 -33.4379092, -70.64342790000001 -33.4379682, -70.6434929 -33.4381013)",4,,,,,,
386272,386261,0,663964323,True,José Miguel de la Barra,primary,137.904,"LINESTRING (-70.64351449999999 -33.4365059, -70.6433894 -33.4377417)",4,,,,,,
386272,1279505078,0,663964325,True,Monjitas,secondary,80.052,"LINESTRING (-70.64351449999999 -33.4365059, -70.64437049999999 -33.4365955)",2,,,,,,
386274,4441179104,0,562125765,True,Monjitas,secondary,64.146,"LINESTRING (-70.6457609 -33.436741, -70.646446 -33.436818)",2,,,,,,
386274,83325726,0,562125766,True,Miraflores,unclassified,123.994,"LINESTRING (-70.6457609 -33.436741, -70.6459207 -33.4356339)",2,,,,,,
386283,386330,0,443083829,True,Morandé,tertiary,125.554,"LINESTRING (-70.6538492 -33.4387771, -70.6539531 -33.4381364, -70.6540226 -33.4376573)",2,yes,,,,,
386283,4464991880,0,447593878,True,Compañía de Jesús,tertiary,127.337,"LINESTRING (-70.6538492 -33.4387771, -70.6537945 -33.4387712, -70.6525415 -33.4386362, -70.6524881 -33.438631)",1,,,,,,
386284,386345,0,447593876,True,Teatinos,secondary,129.42499999999998,"LINESTRING (-70.65537569999999 -33.4389078, -70.6553049 -33.439451, -70.6552576 -33.4397275, -70.6552167 -33.4399649, -70.6552137 -33.4399787, -70.6551955 -33.4400617)",2,,,,,,
386284,386283,0,447593877,True,Compañía de Jesús,tertiary,142.387,"LINESTRING (-70.65537569999999 -33.4389078, -70.6545874 -33.4388402, -70.6538492 -33.4387771)",1,,,,,,
386286,386349,0,629534340,True,Amunátegui,tertiary,121.208,"LINESTRING (-70.65674 -33.4390414, -70.6569116 -33.4379608)",2,,,,,,
386286,386284,0,627916802,True,Compañía de Jesús,tertiary,127.461,"LINESTRING (-70.65674 -33.4390414, -70.65569619999999 -33.4389404, -70.65537569999999 -33.4389078)",1,,,,,,
386287,386347,0,627916800,True,San Martín,tertiary,130.268,"LINESTRING (-70.6581139 -33.4391919, -70.657967 -33.440357)",2,designated,,,,,
386287,386286,0,627916802,True,Compañía de Jesús,tertiary,128.577,"LINESTRING (-70.6581139 -33.4391919, -70.65674 -33.4390414)",1,,,,,,
386291,285738744,0,679129705,True,Esmeralda,unclassified,44.946,"LINESTRING (-70.64893069999999 -33.4346183, -70.6494148 -33.434605)",2,,,,,,
386291,83325724,0,679129707,True,San Antonio,secondary,146.765,"LINESTRING (-70.64893069999999 -33.4346183, -70.64872250000001 -33.4359267)",2,,,,,,
386293,419288882,0,562125762,True,San Antonio,secondary,130.012,"LINESTRING (-70.64853789999999 -33.4370529, -70.6484856 -33.4373383, -70.6484507 -33.4376057, -70.6484239 -33.4377613, -70.6483489 -33.4382113)",2,,,,,,
386293,386302,0,"[149899927, 562125763, 629942303]",True,"['Catedral', 'Monjitas', 'Plaza de Armas']",secondary,384.952,"LINESTRING (-70.64853789999999 -33.4370529, -70.6489725 -33.4370814, -70.6490098 -33.4370854, -70.649233 -33.4371098, -70.649303 -33.4371174, -70.6494596 -33.4371344, -70.6495671 -33.4371461, -70.6498021 -33.4371717, -70.6499345 -33.4371866, -70.6500076 -33.4371948, -70.6512098 -33.4373373, -70.6512886 -33.4373465, -70.6513492 -33.4373536, -70.6523419 -33.4374688, -70.6526506 -33.4375028)",2,,,,,,
386301,605183940,0,7981160,True,Rosas,residential,44.241,"LINESTRING (-70.65297219999999 -33.4352154, -70.653434 -33.4353143)",,,,,,,
386301,253280887,0,679129713,True,Bandera,residential,99.378,"LINESTRING (-70.65297219999999 -33.4352154, -70.6531232 -33.4343306)",2,,,,,,
386302,386330,0,629656323,True,Catedral,secondary,128.463,"LINESTRING (-70.6526506 -33.4375028, -70.6540226 -33.4376573)",2,,,,,,
386302,373499043,0,629656322,True,Bandera,residential,128.45999999999998,"LINESTRING (-70.6526506 -33.4375028, -70.6526839 -33.4372499, -70.6527315 -33.4368992, -70.6528046 -33.4363547)",2,,,,,,
386306,265688193,0,679131337,True,Morandé,tertiary,71.529,"LINESTRING (-70.65464919999999 -33.4332033, -70.6547303 -33.4325636)",2,yes,,,,,
386306,594073318,0,450504177,True,General Mackenna,secondary,135.01700000000002,"LINESTRING (-70.65464919999999 -33.4332033, -70.6534529 -33.4331734, -70.6533475 -33.4331677, -70.6532965 -33.4331631, -70.6532416 -33.4331549, -70.6531971 -33.4331471)",3,,,,,,
386320,4439809817,0,562125765,True,Monjitas,secondary,63.012,"LINESTRING (-70.6472507 -33.4369083, -70.64792370000001 -33.4369839)",2,,,,,,
386320,83325725,0,654043666,True,Enrique Mac Iver,secondary,123.476,"LINESTRING (-70.6472507 -33.4369083, -70.6473627 -33.4358018)",2,,,,,,
386323,386291,0,679129705,True,Esmeralda,unclassified,130.941,"LINESTRING (-70.6475197 -33.4346317, -70.64893069999999 -33.4346183)",2,,,,,,
386323,5262671811,0,679129703,True,Enrique Mac Iver,secondary,52.596000000000004,"LINESTRING (-70.6475197 -33.4346317, -70.647628 -33.4342712, -70.647676 -33.4341781)",2,,,,,,
386325,605183941,0,448373174,True,San Pablo,unclassified,86.75,"LINESTRING (-70.6545003 -33.4343773, -70.6535662 -33.4343457)",2,,,,,,
386325,386306,0,679131337,True,Morandé,tertiary,131.272,"LINESTRING (-70.6545003 -33.4343773, -70.65464919999999 -33.4332033)",2,yes,,,,,
386326,3458712206,0,448373171,True,Teatinos,secondary,130.759,"LINESTRING (-70.6559374 -33.4344265, -70.65582070000001 -33.4355984)",2,,,,,,
386326,4452182496,0,448373174,True,San Pablo,unclassified,95.991,"LINESTRING (-70.6559374 -33.4344265, -70.65490389999999 -33.4343896)",2,,,,,,
386327,4454081807,0,448373166,True,Amunátegui,tertiary,25.439,"LINESTRING (-70.6573602 -33.434492, -70.6573842 -33.4342641)",2,,,,,,
386327,386326,0,448373169,True,San Pablo,unclassified,132.228,"LINESTRING (-70.6573602 -33.434492, -70.6559374 -33.4344265)",2,,,,,,
386328,386413,0,629534340,True,Amunátegui,tertiary,126.99,"LINESTRING (-70.6570701 -33.4368519, -70.6572024 -33.4357152)",2,,,,,,
386328,386157,0,679088022,True,Santo Domingo,unclassified,126.693,"LINESTRING (-70.6570701 -33.4368519, -70.6584247 -33.4369946)",2,,,,,,
386330,373499094,0,443083829,True,Morandé,tertiary,125.867,"LINESTRING (-70.6540226 -33.4376573, -70.6542029 -33.4365354)",2,yes,,,,,
386330,4210705584,0,679129710,True,Catedral,secondary,75.547,"LINESTRING (-70.6540226 -33.4376573, -70.6548305 -33.4377414)",2,,,,,,
386332,271278905,0,"[175111020, 679088117]",True,Agustinas,secondary,330.66999999999996,"LINESTRING (-70.65350720000001 -33.4410217, -70.6529678 -33.4409721, -70.65219690000001 -33.4409066, -70.6521504 -33.4409025, -70.652046 -33.440894, -70.65123680000001 -33.4408283, -70.65110989999999 -33.440826, -70.650931 -33.4408107, -70.6508099 -33.4408004, -70.65063790000001 -33.4407823, -70.64996360000001 -33.4407113)",3,,,,,,
386332,386283,0,"[443083830, 443083831]",True,Morandé,tertiary,251.628,"LINESTRING (-70.65350720000001 -33.4410217, -70.6536014 -33.4405138, -70.653683 -33.4399818, -70.6536933 -33.4399102, -70.653704 -33.4398365, -70.6538492 -33.4387771)",2,yes,,,,,
386333,386332,0,266815115,True,Morandé,tertiary,129.466,"LINESTRING (-70.6533568 -33.4421745, -70.6533372 -33.4421198, -70.6534913 -33.4411175, -70.65350720000001 -33.4410217)",2,yes,,,,,
386333,2969268287,0,517269785,True,Moneda,unclassified,118.953,"LINESTRING (-70.6533568 -33.4421745, -70.6533725 -33.4421738, -70.65442179999999 -33.4422995, -70.6545392 -33.4423136, -70.6546211 -33.4422876)",,,,,,,
386336,14525600,0,629534341,True,Amunátegui,tertiary,127.904,"LINESTRING (-70.6558505 -33.4435784, -70.6560898 -33.4424456)",2,,,,,,
386336,3728172670,0,678958875,True,Valentín Letelier,unclassified,61.24,"LINESTRING (-70.6558505 -33.4435784, -70.6552011 -33.44348)",,,,,building_passage,,
386340,5420440455,0,627916806,True,Agustinas,secondary,133.608,"LINESTRING (-70.6563453 -33.4413172, -70.65491609999999 -33.4411707)",3,,,,,,
386340,386346,0,629534341,True,Amunátegui,tertiary,125.665,"LINESTRING (-70.6563453 -33.4413172, -70.6565669 -33.4402023)",2,,,,,,
386341,757419350,0,448388092,True,San Martín,tertiary,101.585,"LINESTRING (-70.6576683 -33.4426084, -70.65756380000001 -33.4435178)",3,designated,,,,,
386341,5419366813,0,448388093,True,Moneda,unclassified,120.574,"LINESTRING (-70.6576683 -33.4426084, -70.65895449999999 -33.4427631)",,,,,,,
386343,386340,0,627916803,True,Agustinas,secondary,138.587,"LINESTRING (-70.6578267 -33.4414762, -70.6563453 -33.4413172)",3,,,,,,
386343,386341,0,627916804,True,San Martín,tertiary,126.755,"LINESTRING (-70.6578267 -33.4414762, -70.65775549999999 -33.4420279, -70.6576683 -33.4426084)",2,designated,,,,,
386344,3700537927,0,175111023,True,Agustinas,secondary,57.562,"LINESTRING (-70.6591324 -33.4415942, -70.6590427 -33.4415919, -70.6585145 -33.4415496)",3,,,,,,
386345,5420440455,0,447593876,True,Teatinos,secondary,126.015,"LINESTRING (-70.6551955 -33.4400617, -70.6551807 -33.4401292, -70.6551753 -33.4401538, -70.65491609999999 -33.4411707)",2,,,,,,
386345,386346,0,532294030,True,Huérfanos,unclassified,128.207,"LINESTRING (-70.6551955 -33.4400617, -70.65569840000001 -33.4401133, -70.6565669 -33.4402023)",,,,,,,
386346,386347,0,28968012,True,Huérfanos,unclassified,131.046,"LINESTRING (-70.6565669 -33.4402023, -70.657967 -33.440357)",,,,,,,
386346,386286,0,629534340,True,Amunátegui,tertiary,130.082,"LINESTRING (-70.6565669 -33.4402023, -70.6566172 -33.4398589, -70.65674 -33.4390414)",2,,,,,,
386347,608900372,0,627916800,True,San Martín,tertiary,63.377,"LINESTRING (-70.657967 -33.440357, -70.6578986 -33.4409241)",2,designated,,,,,
386347,3158195727,0,"[663934122, 28968012]",True,Huérfanos,unclassified,134.902,"LINESTRING (-70.657967 -33.440357, -70.6591932 -33.440485, -70.6592315 -33.4404788, -70.65926469999999 -33.4404671, -70.65929490000001 -33.4404463, -70.6593623 -33.4403803)",,,,,,,
386348,386284,0,448373171,True,Teatinos,secondary,122.551,"LINESTRING (-70.65552460000001 -33.4378127, -70.65537569999999 -33.4389078)",2,,,,,,
386348,386349,0,679129710,True,Catedral,secondary,129.75,"LINESTRING (-70.65552460000001 -33.4378127, -70.6569116 -33.4379608)",2,,,,,,
386349,386328,0,629534340,True,Amunátegui,tertiary,124.178,"LINESTRING (-70.6569116 -33.4379608, -70.6570701 -33.4368519)",2,,,,,,
386349,5420440454,0,679129710,True,Catedral,secondary,126.693,"LINESTRING (-70.6569116 -33.4379608, -70.65826509999999 -33.4381107)",2,,,,,,
386352,608907911,0,450504176,True,Amunátegui,tertiary,77.992,"LINESTRING (-70.6574803 -33.4332821, -70.6574943 -33.4325808)",2,,,,,,
386352,4390695420,0,450504177,True,General Mackenna,secondary,139.985,"LINESTRING (-70.6574803 -33.4332821, -70.6573166 -33.4332464, -70.6572358 -33.4332362, -70.657133 -33.4332291, -70.6561143 -33.4331801, -70.65606820000001 -33.4331903, -70.6559845 -33.4332081)",3,,,,,,
386353,605183939,0,671134353,True,San Martín,tertiary,31.242,"LINESTRING (-70.6589036 -33.4332918, -70.65886810000001 -33.4335712)",2,,,,,,
386353,386352,0,671134354,True,General Mackenna,secondary,132.08,"LINESTRING (-70.6589036 -33.4332918, -70.6574803 -33.4332821)",3,,,,,,
386400,386333,0,266815115,True,Morandé,tertiary,230.50900000000001,"LINESTRING (-70.6529886 -33.4442245, -70.65308690000001 -33.4436094, -70.6533568 -33.4421745)",2,yes,,,,,
386400,59817646,0,355547661,True,Avenida Libertador Bernardo O'Higgins,primary,119.327,"LINESTRING (-70.6529886 -33.4442245, -70.6535829 -33.444361, -70.6542012 -33.4444778, -70.65423610000001 -33.4444842)",5,,60,,,,
386413,386327,0,663934123,True,Amunátegui,tertiary,136.8,"LINESTRING (-70.6572024 -33.4357152, -70.6573602 -33.434492)",2,,,,,,
386413,605183943,0,679131338,True,Rosas,unclassified,62.278,"LINESTRING (-70.6572024 -33.4357152, -70.6578708 -33.4357659)",1,,,,,,
386414,386226,0,33648939,True,Mario Kreutzberger,unclassified,120.877,"LINESTRING (-70.6585843 -33.43582, -70.6598841 -33.4358919)",1,,,,,,
386414,386157,0,671134353,True,San Martín,tertiary,131.447,"LINESTRING (-70.6585843 -33.43582, -70.6584247 -33.4369946)",2,,,,,,
386416,386353,0,146983146,True,General Mackenna,secondary,126.927,"LINESTRING (-70.6602712 -33.4333121, -70.6589036 -33.4332918)",3,,,,,,
386416,4389612837,0,"[582146104, 27989186, 299493684, 27989213]",True,"['Avenida Manuel Rodríguez Norte', 'Manuel Rodríguez Norte']",primary,262.334,"LINESTRING (-70.6602712 -33.4333121, -70.6602941 -33.4332066, -70.6603044 -33.4331385, -70.6603106 -33.4330707, -70.6603107 -33.4329945, -70.6603022 -33.4329109, -70.6602805 -33.4328137, -70.66027200000001 -33.4327656, -70.6602705 -33.4327234, -70.6602712 -33.4326607, -70.6602779 -33.4325997, -70.6602886 -33.4325398, -70.66030739999999 -33.4324822, -70.6603302 -33.4324313, -70.6603691 -33.4323692, -70.6604502 -33.4322528, -70.6604864 -33.4321951, -70.6604997 -33.4321722, -70.6605153 -33.4321453, -70.6605374 -33.4320922, -70.6605515 -33.4320379, -70.6605766 -33.4319529, -70.6605874 -33.4318842, -70.6606032 -33.4317932, -70.6606202 -33.4316898, -70.66063490000001 -33.4315795, -70.66064950000001 -33.431478, -70.6606713 -33.4313833, -70.66068919999999 -33.4313119, -70.6607202 -33.431151, -70.6607312 -33.431091, -70.66074209999999 -33.4310209)",2,,40,yes,,,
386417,386327,0,39333617,True,San Pablo,unclassified,128.959,"LINESTRING (-70.658749 -33.4345346, -70.6577092 -33.4345027, -70.6573602 -33.434492)",2,,,,,,
386417,386414,0,671134353,True,San Martín,tertiary,143.745,"LINESTRING (-70.658749 -33.4345346, -70.6586677 -33.4351694, -70.6585843 -33.43582)",2,,,,,,
386418,227926258,0,"[351905024, 351905023]",True,Santo Domingo,unclassified,60.532,"LINESTRING (-70.6597373 -33.4371209, -70.6599696 -33.4371502, -70.66032130000001 -33.4371946, -70.6603829 -33.4371977)",2,,,yes,,,
386418,990501977,0,453310653,True,Avenida Manuel Rodríguez Norte,primary,23.361000000000004,"LINESTRING (-70.6597373 -33.4371209, -70.65972499999999 -33.4370504, -70.6597242 -33.4369903, -70.6597263 -33.436948, -70.6597309 -33.4369118)",3,,,,,,
388715,252528800,0,41764798,False,Avenida Portugal,secondary,153.735,"LINESTRING (-70.6353257 -33.4482017, -70.6349831 -33.4495544)",4,,,,,,
388715,223862262,0,242669436,True,Santa Isabel,secondary,83.93,"LINESTRING (-70.6353257 -33.4482017, -70.63446639999999 -33.4479658)",3,,,,,,
388715,252528796,0,41764798,False,Avenida Portugal,secondary,113.759,"LINESTRING (-70.6353257 -33.4482017, -70.63540450000001 -33.447912, -70.63559650000001 -33.4472039)",4,,,,,,
388717,4392826061,0,645780839,True,Diagonal Paraguay,primary,18.272,"LINESTRING (-70.6412054 -33.4429604, -70.6410139 -33.4429987)",4,,,,,,
388717,224458261,0,655122435,True,Lira,primary,25.738,"LINESTRING (-70.6412054 -33.4429604, -70.64126640000001 -33.4427346)",2,,,,,,
388724,5927868379,0,519185500,True,Vidaurre,secondary,118.423,"LINESTRING (-70.65794270000001 -33.4483334, -70.6591071 -33.4484708, -70.6591324 -33.4484749, -70.65915889999999 -33.4484817, -70.6591811 -33.4484901, -70.6591975 -33.448503)",2,,,,,,
388724,253352520,0,519185503,True,Dieciocho,tertiary,125.715,"LINESTRING (-70.65794270000001 -33.4483334, -70.6581194 -33.4474147, -70.65815739999999 -33.4472171)",2,,,,,,
13877017,253359303,0,156898441,True,Santa Isabel,secondary,75.698,"LINESTRING (-70.6559219 -33.4531203, -70.65559399999999 -33.4530884, -70.6553838 -33.4530661, -70.6552425 -33.4530494, -70.655113 -33.4530318)",3,,,,,,
13877017,253348605,0,450457592,True,San Ignacio,tertiary,82.22,"LINESTRING (-70.6559219 -33.4531203, -70.6558551 -33.4534037, -70.65576369999999 -33.4538478)",2,,60,,,,
13877019,7157620677,0,157032684,True,Carmen,secondary,129.057,"LINESTRING (-70.639506 -33.4576499, -70.6392209 -33.4587859)",3,,,,,,
13877019,265667298,0,449283227,True,Avenida Manuel Antonio Matta,primary,153.812,"LINESTRING (-70.639506 -33.4576499, -70.6394562 -33.4576395, -70.6379043 -33.4572925)",3,,60,,,,
13877038,1223293566,0,106288152,True,Almirante Blanco Encalada,residential,47.967,"LINESTRING (-70.6596692 -33.4565927, -70.66018390000001 -33.4566338)",,,60,,,,
13877038,3891168348,0,654141143,False,Ejército Libertador,residential,21.357,"LINESTRING (-70.6596692 -33.4565927, -70.6596627 -33.4566922, -70.65964889999999 -33.4567839)",2,,50,,,,
13877038,7435841045,0,795027664,True,Almirante Blanco Encalada,residential,31.17,"LINESTRING (-70.6596692 -33.4565927, -70.6595926 -33.4566368, -70.65952489999999 -33.4566653, -70.6594431 -33.4566899, -70.6593656 -33.4567069)",,,50,,,,
13877040,1857514330,0,331303475,True,Sazié,secondary,99.918,"LINESTRING (-70.6610038 -33.4495252, -70.6620381 -33.4497756)",2,,60,,,,
13877040,141061596,0,445511087,True,Ejército Libertador,residential,131.627,"LINESTRING (-70.6610038 -33.4495252, -70.6607882 -33.4506952)",2,,,,,,
13877044,369955021,0,331303477,True,Toesca,secondary,58.398,"LINESTRING (-70.6602979 -33.4531096, -70.6597397 -33.4530229, -70.6596807 -33.4530079)",3,,60,,,,
13877044,141061251,0,619441096,True,Ejército Libertador,residential,133.335,"LINESTRING (-70.6602979 -33.4531096, -70.6602912 -33.4531684, -70.66007070000001 -33.4542935)",2,,,,,,
13877045,141061165,0,208159321,True,Gorbea,secondary,110.827,"LINESTRING (-70.6605459 -33.4519295, -70.6617086 -33.4521582)",2,,,,,,
13877045,13877044,0,445511087,True,Ejército Libertador,residential,133.223,"LINESTRING (-70.6605459 -33.4519295, -70.6602979 -33.4531096)",2,,,,,,
13877046,13877051,0,"[669870424, 32840250, 669870422]",True,Puente Toesca,secondary,62.859,"LINESTRING (-70.6590226 -33.4526657, -70.65895159999999 -33.4526514, -70.658445 -33.4525457, -70.6583649 -33.4525299)",3,,60,yes,,,
13877046,613337467,0,445545294,True,Manuel Rodríguez Sur,primary,43.083999999999996,"LINESTRING (-70.6590226 -33.4526657, -70.6590106 -33.4527105, -70.6589195 -33.4530435)",3,,60,,,,
13877048,613337466,0,445530544,True,Manuel Rodríguez Sur,primary,58.407,"LINESTRING (-70.6593372 -33.4515625, -70.659194 -33.452074)",3,,,,,,
13877048,14760674,0,8000909,True,Gorbea,secondary,80.015,"LINESTRING (-70.6593372 -33.4515625, -70.6593463 -33.4516246, -70.6593565 -33.4516525, -70.6593708 -33.4516699, -70.65938989999999 -33.4516884, -70.65942680000001 -33.4517135, -70.65946150000001 -33.4517304, -70.6594973 -33.4517405, -70.66005869999999 -33.4518336)",2,,,,,,
13877051,13884915,0,189256411,True,Manuel Rodríguez Sur,primary,10.653,"LINESTRING (-70.6583649 -33.4525299, -70.65839099999999 -33.4524366)",3,,,,,,
13877051,973934530,0,13920356,True,Santa Isabel,secondary,50.318000000000005,"LINESTRING (-70.6583649 -33.4525299, -70.6582973 -33.4525173, -70.6582657 -33.4525139, -70.65822729999999 -33.4525124, -70.65818830000001 -33.4525136, -70.6581403 -33.452519, -70.6580778 -33.4525291, -70.65799250000001 -33.4525508, -70.6579234 -33.452575, -70.65784480000001 -33.4526072)",3,,,,,,
13877056,990502109,0,441213439,True,,motorway_link,120.269,"LINESTRING (-70.6564566 -33.4710977, -70.6563379 -33.4716438, -70.6562215 -33.4719346, -70.65612419999999 -33.4721391)",1,,,,,,
13877056,330384332,0,"[549786065, 44061458, 44061459, 39874505]",True,Autopista Central,motorway,613.953,"LINESTRING (-70.6564566 -33.4710977, -70.65634660000001 -33.4714467, -70.6562615 -33.4716783, -70.6560192 -33.472072, -70.6553857 -33.4729816, -70.654996 -33.4735707, -70.6548404 -33.4738498, -70.65472490000001 -33.4740703, -70.6546464 -33.4743206, -70.6546123 -33.474511, -70.6545735 -33.4748712, -70.6545861 -33.4752357, -70.654636 -33.4755194, -70.6547017 -33.4757453, -70.6547865 -33.4759596, -70.6548918 -33.4762256)",3,,80,yes,,5,
