u,v,key,osmid,oneway,name,highway,length,geometry,lanes,access,maxspeed,bridge,tunnel,ref,junction
265689777,609297685,0,442511197,False,Espiñeira,residential,40.816,"LINESTRING (-70.6758126 -33.4654517, -70.6762444 -33.4655223)",,,,,,,
265689777,265689794,0,442511201,False,San Vicente,residential,63.671,"LINESTRING (-70.6758126 -33.4654517, -70.67593909999999 -33.4648889)",,,,,,,
265689777,265689560,0,442511201,False,San Vicente,residential,124.804,"LINESTRING (-70.6758126 -33.4654517, -70.675572 -33.466556)",,,,,,,
265689778,265689777,0,24446213,True,Espiñeira,residential,116.283,"LINESTRING (-70.6745887 -33.4652255, -70.6758126 -33.4654517)",,,,,,,
265689778,265689502,0,626770084,True,Conferencia,residential,46.455,"LINESTRING (-70.6745887 -33.4652255, -70.6746855 -33.4648156)",,,,,,,
265689779,265689778,0,24446213,True,Espiñeira,residential,118.097,"LINESTRING (-70.6733457 -33.4649958, -70.6745887 -33.4652255)",,,,,,,
265689779,609297665,0,626770092,True,San Alfonso,tertiary,45.321,"LINESTRING (-70.6733457 -33.4649958, -70.6732495 -33.4653954)",2,,,,,,
265689780,5721132020,0,24446213,True,Espiñeira,residential,22.756,"LINESTRING (-70.6721292 -33.4647709, -70.67236870000001 -33.4648152)",,,,,,,
265689780,13882200,0,449739791,True,Bascuñán Guerrero,tertiary,124.43,"LINESTRING (-70.6721292 -33.4647709, -70.6723868 -33.4636727)",3,,,,,,
265689781,663085322,0,15239340,True,Abate Molina,secondary,127.064,"LINESTRING (-70.6715356 -33.4646612, -70.67153039999999 -33.4635185)",3,,,,,,
265689781,265689780,0,24446213,True,Espiñeira,residential,56.398,"LINESTRING (-70.6715356 -33.4646612, -70.6721292 -33.4647709)",,,,,,,
265689791,149899221,0,555872712,True,Exposición,primary,191.676,"LINESTRING (-70.6788397 -33.4649585, -70.6789361 -33.4666804)",2,,,,,,
265689791,265689794,0,24446214,True,Almirante Churruca,residential,271.813,"LINESTRING (-70.6788397 -33.4649585, -70.6788038 -33.4649608, -70.67700019999999 -33.465077, -70.67693199999999 -33.4650715, -70.67593909999999 -33.4648889)",,,,,,,
265689794,265689813,0,442511201,False,San Vicente,residential,62.696,"LINESTRING (-70.67593909999999 -33.4648889, -70.6760616 -33.4643344)",,,,,,,
265689794,265689777,0,442511201,False,San Vicente,residential,63.671,"LINESTRING (-70.67593909999999 -33.4648889, -70.6758126 -33.4654517)",,,,,,,
265689812,265689813,0,360557905,True,Guacolda,residential,81.746,"LINESTRING (-70.6769223 -33.4644922, -70.6760616 -33.4643344)",,,,,,,
265689813,265689814,0,360557905,True,Guacolda,residential,114.968,"LINESTRING (-70.6760616 -33.4643344, -70.6748501 -33.4641163)",,,,,,,
265689813,5706417281,0,442511201,False,San Vicente,residential,61.736,"LINESTRING (-70.6760616 -33.4643344, -70.67618229999999 -33.4637884)",,,,,,,
265689813,265689794,0,442511201,False,San Vicente,residential,62.696,"LINESTRING (-70.6760616 -33.4643344, -70.67593909999999 -33.4648889)",,,,,,,
265689814,265689480,0,360557905,True,Guacolda,residential,117.788,"LINESTRING (-70.6748501 -33.4641163, -70.6736089 -33.4638928)",,,,,,,
265689814,265689834,0,626770084,True,Conferencia,residential,123.158,"LINESTRING (-70.6748501 -33.4641163, -70.67510609999999 -33.4630295)",,,,,,,
265689832,265689562,0,24446218,False,Fray Luis de la Peña,residential,226.993,"LINESTRING (-70.67873779999999 -33.4634001, -70.6786905 -33.4634005, -70.6780432 -33.463406, -70.6779775 -33.4634041, -70.6775762 -33.4633756, -70.6773297 -33.4633549, -70.6763011 -33.4632509)",,,,,,,
265689832,265689791,0,555872712,True,Exposición,primary,173.54399999999998,"LINESTRING (-70.67873779999999 -33.4634001, -70.67878020000001 -33.4640239, -70.6788397 -33.4649585)",2,,,,,,
265689834,6307272096,0,179550124,False,Fray Luis de la Peña,residential,118.117,"LINESTRING (-70.67510609999999 -33.4630295, -70.67386310000001 -33.4627991)",,,,,,,
265689834,609297731,0,179550124,False,Fray Luis de la Peña,residential,71.809,"LINESTRING (-70.67510609999999 -33.4630295, -70.67586180000001 -33.4631695)",,,,,,,
265689834,265689532,0,626770084,True,Conferencia,residential,125.314,"LINESTRING (-70.67510609999999 -33.4630295, -70.6751883 -33.4626815, -70.6752889 -33.4622544, -70.6753667 -33.4619237)",,,,,,,
265689836,265689837,0,179550124,False,Fray Luis de la Peña,residential,97.077,"LINESTRING (-70.67264179999999 -33.4625727, -70.67162020000001 -33.4623834)",,,,,,,
265689836,265689888,0,179550124,False,Fray Luis de la Peña,residential,57.102,"LINESTRING (-70.67264179999999 -33.4625727, -70.6732427 -33.4626841)",,,,,,,
265689836,265689534,0,449739791,True,Bascuñán Guerrero,tertiary,125.041,"LINESTRING (-70.67264179999999 -33.4625727, -70.6728931 -33.4614679)",3,,,,,,
265689837,265689535,0,15239340,True,Abate Molina,secondary,125.557,"LINESTRING (-70.67162020000001 -33.4623834, -70.6717713 -33.4612613)",3,,,,,,
265689837,265689836,0,179550124,False,Fray Luis de la Peña,residential,97.077,"LINESTRING (-70.67162020000001 -33.4623834, -70.67264179999999 -33.4625727)",,,,,,,
265689849,265689502,0,24446221,True,San Alfredo,residential,118.01,"LINESTRING (-70.6734436 -33.4645854, -70.6746855 -33.4648156)",,,,,,,
265689849,265689779,0,211203748,True,San Alfonso,tertiary,46.529,"LINESTRING (-70.6734436 -33.4645854, -70.6733457 -33.4649958)",2,,,,,,
265689853,265689857,0,24446223,True,Quidora,residential,117.897,"LINESTRING (-70.6747642 -33.4644817, -70.6735206 -33.4642629)",,,,,,,
265689853,265689814,0,626770084,True,Conferencia,residential,41.405,"LINESTRING (-70.6747642 -33.4644817, -70.6748501 -33.4641163)",,,,,,,
265689857,265689849,0,211203748,True,San Alfonso,tertiary,36.565,"LINESTRING (-70.6735206 -33.4642629, -70.6734436 -33.4645854)",2,,,,,,
265689888,265689890,0,24446225,False,Primero de Mayo,residential,125.073,"LINESTRING (-70.6732427 -33.4626841, -70.6735075 -33.4615812)",,,,,,,
265689888,265689836,0,179550124,False,Fray Luis de la Peña,residential,57.102,"LINESTRING (-70.6732427 -33.4626841, -70.67264179999999 -33.4625727)",,,,,,,
265689888,6307272096,0,179550124,False,Fray Luis de la Peña,residential,58.954,"LINESTRING (-70.6732427 -33.4626841, -70.67386310000001 -33.4627991)",,,,,,,
265689890,265689888,0,24446225,False,Primero de Mayo,residential,125.073,"LINESTRING (-70.6735075 -33.4615812, -70.6732427 -33.4626841)",,,,,,,
265689890,265689534,0,626770090,True,Tucapel,residential,58.371,"LINESTRING (-70.6735075 -33.4615812, -70.6728931 -33.4614679)",,,,,,,
265689904,663085323,0,24446227,True,Lincoln,residential,132.584,"LINESTRING (-70.6734597 -33.4592327, -70.6720615 -33.4589857)",,,,,,,
265689904,13882202,0,449739791,True,Bascuñán Guerrero,tertiary,76.721,"LINESTRING (-70.6734597 -33.4592327, -70.6736162 -33.4585552)",3,,,,,,
265690053,265689578,0,24446232,False,Melipilla,residential,78.067,"LINESTRING (-70.6770097 -33.4666022, -70.6774522 -33.4671994)",,,,,,,
265690053,609297568,0,626770089,False,Antofagasta,secondary,35.396,"LINESTRING (-70.6770097 -33.4666022, -70.6766284 -33.4665899)",,,,,,,
265690053,149899221,0,449286011,False,Antofagasta,secondary,178.904,"LINESTRING (-70.6770097 -33.4666022, -70.6770861 -33.4666053, -70.67890060000001 -33.466679, -70.6789361 -33.4666804)",,,,,,,
265690055,265689706,0,24446197,False,Manuel de Amat,residential,146.454,"LINESTRING (-70.6784024 -33.4684069, -70.67682360000001 -33.4683928)",,,,,,,
265690055,265689578,0,24446232,False,Melipilla,residential,160.613,"LINESTRING (-70.6784024 -33.4684069, -70.6774522 -33.4671994)",,,,,,,
265690055,5917118231,0,24446232,False,Melipilla,residential,101.334,"LINESTRING (-70.6784024 -33.4684069, -70.6789831 -33.4690766, -70.679018 -33.4691109, -70.6790565 -33.4691344)",,,,,,,
267805199,289350622,0,260847231,False,,residential,103.647,"LINESTRING (-70.68961229999999 -33.4397083, -70.6907262 -33.439778)",,,,,,,
267805199,4399374491,0,260847231,False,,residential,8.951,"LINESTRING (-70.68961229999999 -33.4397083, -70.68951610000001 -33.4397023)",,,,,,,
267805199,254841673,0,24636409,False,Las Acacias,residential,520.49,"LINESTRING (-70.68961229999999 -33.4397083, -70.68975589999999 -33.4414629, -70.6897651 -33.4416228, -70.6898537 -33.4426355, -70.689931 -33.4441522, -70.6899544 -33.44438)",,,,,,,
267807881,605180347,0,24636577,True,Lord Cochrane,residential,130.343,"LINESTRING (-70.65212440000001 -33.4746786, -70.6522344 -33.47351)",,,,,,,
267807881,265665093,0,24444309,False,Bio-Bio,tertiary,192.77,"LINESTRING (-70.65212440000001 -33.4746786, -70.6524938 -33.4747014, -70.6537732 -33.4747804, -70.6541971 -33.4748065)",2,,,,,,
267807881,605180245,0,"[441299699, 24444775]",False,"['Placer', 'Lord Cochrane']",residential,172.256,"LINESTRING (-70.65212440000001 -33.4746786, -70.652013 -33.4758351, -70.6515476 -33.4758117)",,,,,,,
267807881,605180343,0,448678208,True,Bio-Bio,tertiary,46.409000000000006,"LINESTRING (-70.65212440000001 -33.4746786, -70.6520553 -33.4747041, -70.6516312 -33.4746837)",1,,,,,,
267807883,265667643,0,24444558,False,Pedro Montt,residential,90.262,"LINESTRING (-70.652317 -33.4727908, -70.65134639999999 -33.4727322)",,,,,,,
267807883,1360120041,0,24444558,False,Pedro Montt,residential,47.941,"LINESTRING (-70.652317 -33.4727908, -70.6528326 -33.472821)",,,,,,,
270404801,83325726,0,441315076,True,Santo Domingo,unclassified,94.564,"LINESTRING (-70.644913 -33.4355071, -70.6459207 -33.4356339)",2,,,,,,
270404801,4390205549,0,39333619,True,Esmeralda,unclassified,117.043,"LINESTRING (-70.644913 -33.4355071, -70.64588500000001 -33.4349526, -70.6459543 -33.4349131)",2,,,,,,
271278904,623901457,0,24964151,True,Matías Cousiño,unclassified,57.17,"LINESTRING (-70.6498022 -33.4418591, -70.6498874 -33.4413499)",2,,,,,,
271278904,386333,0,809244448,True,Moneda,unclassified,331.703,"LINESTRING (-70.6498022 -33.4418591, -70.6499407 -33.4418694, -70.6505713 -33.4419165, -70.6506771 -33.4419218, -70.6507931 -33.4419332, -70.65097299999999 -33.4419498, -70.65189290000001 -33.4420351, -70.65196330000001 -33.4420416, -70.65205419999999 -33.4420504, -70.6533568 -33.4421745)",,,,,,,
271278905,5952398729,0,"[627916797, 679088117]",True,Agustinas,secondary,181.728,"LINESTRING (-70.64996360000001 -33.4407113, -70.64948390000001 -33.4406596, -70.6493624 -33.4406461, -70.649272 -33.4406377, -70.64895970000001 -33.4406099, -70.64891780000001 -33.4406064, -70.64848739999999 -33.4405676, -70.6484432 -33.4405688, -70.6484067 -33.4405698, -70.6482863 -33.440573, -70.64801540000001 -33.4405801)",3,,,,,,
271981175,271981332,0,25018739,False,Virginia Opazo,residential,65.982,"LINESTRING (-70.6690177 -33.4496213, -70.66886150000001 -33.4502002)",,,,,,,
271981175,4401476452,0,25018732,True,Virginia Opazo,residential,79.586,"LINESTRING (-70.6690177 -33.4496213, -70.66898380000001 -33.4496092, -70.66895700000001 -33.4495942, -70.6689245 -33.449567, -70.6689042 -33.4495344, -70.6688999 -33.4494952, -70.6689064 -33.4494469, -70.6689143 -33.4494052, -70.66892439999999 -33.4493503, -70.66896130000001 -33.4491506, -70.6689736 -33.4491204, -70.66898980000001 -33.4490998, -70.66900649999999 -33.4490879, -70.6690346 -33.4490759, -70.6690699 -33.449066, -70.6691089 -33.4490619, -70.6691447 -33.4490651)",,,,,,,
271981332,271981175,0,25018739,False,Virginia Opazo,residential,65.982,"LINESTRING (-70.66886150000001 -33.4502002, -70.6690177 -33.4496213)",,,,,,,
271981332,3891166153,0,646137969,True,Salvador Sanfuentes,residential,86.381,"LINESTRING (-70.66886150000001 -33.4502002, -70.66797010000001 -33.4499759)",,,,,,,
271981479,1060423282,0,555872711,True,Avenida Libertador Bernardo O'Higgins,primary,100.358,"LINESTRING (-70.66932439999999 -33.4484342, -70.6682977 -33.4481501)",4,,,,,,
271981705,4401476450,0,25018763,True,General García,residential,80.839,"LINESTRING (-70.66713009999999 -33.4478592, -70.6670623 -33.448584)",1,,,,,,
271981705,141061506,0,646137970,True,Avenida Libertador Bernardo O'Higgins,primary,55.601,"LINESTRING (-70.66713009999999 -33.4478592, -70.66654509999999 -33.4477507)",4,,,,,,
271981729,4401476450,0,795027667,False,Pasaje República,residential,24.523,"LINESTRING (-70.6668037 -33.4485384, -70.6670623 -33.448584)",,,,,,,
271981835,141061686,0,646137969,True,Salvador Sanfuentes,residential,69.462,"LINESTRING (-70.6664289 -33.449593, -70.66571159999999 -33.449414)",,,,,,,
271981835,141061506,0,41106831,True,Echaurren,residential,205.138,"LINESTRING (-70.6664289 -33.449593, -70.66647380000001 -33.4489075, -70.66654509999999 -33.4477507)",2,,60,,,,
271981841,3891166152,0,25018762,True,Pasaje República,residential,80.698,"LINESTRING (-70.6673421 -33.4486327, -70.6681193 -33.4487677, -70.66819340000001 -33.4487815)",,,,,,,
271981841,7435841052,0,795027666,False,Pasaje República,residential,54.152,"LINESTRING (-70.6673421 -33.4486327, -70.6672798 -33.4489888, -70.6672578 -33.4491146)",,,,,,,
276078279,4401561333,0,535035601,True,Concha y Toro,residential,29.715999999999998,"LINESTRING (-70.6660297 -33.4457302, -70.6660471 -33.4457575, -70.6659696 -33.4459848)",,,,,,,
276078284,5187303621,0,25337515,False,Concha y Toro,residential,21.789,"LINESTRING (-70.6656108 -33.4456318, -70.6658035 -33.4455198)",,,,,,,
276078284,276078279,0,25337506,True,Concha y Toro,residential,44.762,"LINESTRING (-70.6656108 -33.4456318, -70.66563069999999 -33.4456572, -70.6656538 -33.4456801, -70.66567740000001 -33.4456987, -70.6657131 -33.4457222, -70.6657508 -33.4457391, -70.6657852 -33.4457496, -70.6658336 -33.4457591, -70.66587010000001 -33.4457631, -70.66591080000001 -33.445762, -70.6659485 -33.4457564, -70.66598860000001 -33.4457463, -70.6660297 -33.4457302)",,,,,,,
276078286,276078564,0,25337506,True,Concha y Toro,residential,25.215,"LINESTRING (-70.6656309 -33.4449246, -70.6655961 -33.4451495)",,,,,,,
276078286,253282019,0,221398096,True,Erasmo Escala,residential,67.732,"LINESTRING (-70.6656309 -33.4449246, -70.6649077 -33.4448416)",2,,,,,,
276078527,253282033,0,447767937,True,Maturana,residential,83.353,"LINESTRING (-70.6663236 -33.4452726, -70.6663389 -33.4460221)",,,,,,,
276078527,5187295115,0,535035597,True,Concha y Toro,residential,39.238,"LINESTRING (-70.6663236 -33.4452726, -70.6659595 -33.4454521)",,,,,,,
276078564,5187295102,0,442477731,True,Concha y Toro,residential,38.709,"LINESTRING (-70.6655961 -33.4451495, -70.6658355 -33.4454346)",,,,,,,
276078564,276078284,0,25337506,True,Concha y Toro,residential,54.794999999999995,"LINESTRING (-70.6655961 -33.4451495, -70.6655619 -33.4454248, -70.6655578 -33.4454818, -70.6655598 -33.4455109, -70.6655659 -33.4455484, -70.6655773 -33.4455781, -70.6655909 -33.445605, -70.6656108 -33.4456318)",,,,,,,
282393624,265666824,0,242669501,True,Maule,tertiary,46.423,"LINESTRING (-70.6378191 -33.4661811, -70.6383154 -33.4662348)",2,,,,,,
282393639,282393624,0,25888116,True,Purén Indómito,residential,131.624,"LINESTRING (-70.6374933 -33.4673332, -70.6378191 -33.4661811)",,,,,,,
282393639,265667252,0,448333365,True,Sargento Aldea,residential,48.147,"LINESTRING (-70.6374933 -33.4673332, -70.6380085 -33.4673859)",2,,,,,,
282393640,282393639,0,25888116,True,Purén Indómito,residential,142.338,"LINESTRING (-70.63716100000001 -33.4685829, -70.6374933 -33.4673332)",,,,,,,
282393640,149825190,0,674268650,True,Ñuble,secondary,48.812,"LINESTRING (-70.63716100000001 -33.4685829, -70.6366391 -33.4685267)",2,,,,,,
282393653,265667868,0,216213853,True,Placer,tertiary,61.502,"LINESTRING (-70.6350683 -33.4744653, -70.6350272 -33.4744505, -70.6344593 -33.4742465)",,,,,,,
282393655,433953237,0,24444466,True,Lira,residential,20.394,"LINESTRING (-70.63202939999999 -33.4733949, -70.6319799 -33.4735736)",2,,,,,,
285737553,285737739,0,453309208,True,Avenida Cardenal José María Caro,primary,122.93,"LINESTRING (-70.6495705 -33.4331235, -70.6504661 -33.4329148, -70.6508441 -33.4328195)",5,,,,,,
285737739,514091386,0,26103573,True,Cardenal José María Caro,primary_link,123.39300000000003,"LINESTRING (-70.6508441 -33.4328195, -70.6511884 -33.4327627, -70.65126859999999 -33.4327569, -70.651309 -33.4327567, -70.6513521 -33.4327567, -70.65140340000001 -33.4327646, -70.65144549999999 -33.432777, -70.6514688 -33.4327947, -70.65149220000001 -33.4328181, -70.651509 -33.4328388, -70.651522 -33.4328617, -70.6515299 -33.4328895, -70.6515328 -33.43292, -70.6515314 -33.4329426, -70.6515223 -33.4329683, -70.65150970000001 -33.4329897, -70.6514815 -33.4330211, -70.6514518 -33.4330413, -70.6514128 -33.4330618, -70.6511505 -33.4331824)",1,,,,,,
285737739,3794770265,0,453309208,True,Avenida Cardenal José María Caro,primary,84.00900000000001,"LINESTRING (-70.6508441 -33.4328195, -70.65135309999999 -33.4326934, -70.6514291 -33.4326802, -70.6515168 -33.4326665, -70.6515801 -33.432665, -70.6516357 -33.4326687, -70.651723 -33.4326803)",5,,,,,,
285738259,594073318,0,458165979,True,Bandera,residential,32.764,"LINESTRING (-70.6531755 -33.4334412, -70.6531971 -33.4331471)",2,,,,,,
285738260,6100923819,0,650302862,False,,living_street,47.066,"LINESTRING (-70.6522296 -33.4334538, -70.6517224 -33.4334561)",,,,,,,
285738260,285738259,0,26103685,True,Aillavillu,living_street,87.787,"LINESTRING (-70.6522296 -33.4334538, -70.65304980000001 -33.4334413, -70.6531755 -33.4334412)",1,,,,,,
285738261,514091386,0,7991807,True,Ismael Valdés Vergara,secondary,108.119,"LINESTRING (-70.6523069 -33.4330893, -70.6520687 -33.4330887, -70.6518895 -33.4330913, -70.6517261 -33.433103, -70.6516799 -33.4331086, -70.6515995 -33.4331183, -70.65143980000001 -33.4331359, -70.6512875 -33.4331574, -70.6511505 -33.4331824)",3,,,,,,
285738261,285738260,0,26103685,True,Aillavillu,living_street,53.143,"LINESTRING (-70.6523069 -33.4330893, -70.6522306 -33.4331274, -70.6521996 -33.4331429, -70.6521649 -33.4331668, -70.6521398 -33.4331935, -70.65212510000001 -33.4332235, -70.6521206 -33.4332651, -70.6521214 -33.4333377, -70.6521259 -33.4333622, -70.6521333 -33.4333823, -70.6521503 -33.4334047, -70.6521765 -33.4334261, -70.6522014 -33.4334411, -70.6522296 -33.4334538)",1,,,,,,
285738744,6214791292,0,277736617,True,Esmeralda,unclassified,78.515,"LINESTRING (-70.6494148 -33.434605, -70.6501576 -33.4345881, -70.650193 -33.4345942, -70.6502174 -33.4346086, -70.6502356 -33.4346355)",,,,,,,
285738744,83325723,0,"[298599728, 149899957]",True,"['21 de Mayo', 'Diagonal Cervantes']",unclassified,172.807,"LINESTRING (-70.6494148 -33.434605, -70.64973500000001 -33.4351546, -70.6497662 -33.4352445, -70.6498709 -33.4354268, -70.6499881 -33.435631, -70.65001410000001 -33.4356793, -70.65002320000001 -33.4357011, -70.6500307 -33.4357387, -70.64998919999999 -33.4360434)",2,,,,,,
285738885,253251122,0,23389989,False,Avenida Cardenal José María Caro,primary,369.283,"LINESTRING (-70.6428001 -33.4347007, -70.64265779999999 -33.434722, -70.6389745 -33.4356134)",6,,,,,,
285738885,6358908269,0,"[679088072, 444825661]",True,José Miguel de la Barra,primary,153.737,"LINESTRING (-70.6428001 -33.4347007, -70.64287520000001 -33.4347813, -70.6429053 -33.4348889, -70.64315670000001 -33.4355955, -70.6433425 -33.4359997)",3,,,,,,
285738885,4986979536,0,557375337,False,Avenida Cardenal José María Caro,primary,37.644,"LINESTRING (-70.6428001 -33.4347007, -70.64298650000001 -33.434664, -70.6431936 -33.4346185)",6,,,,,,
285738885,4986979531,0,"[584476676, 444825663, 814502479]",False,Puente Loreto,primary,41.96,"LINESTRING (-70.6428001 -33.4347007, -70.6427778 -33.4345971, -70.6427624 -33.4344836, -70.6427534 -33.4343259)",6,,,yes,,,
288057502,307349710,0,708331677,True,,motorway_link,68.389,"LINESTRING (-70.660408 -33.433419, -70.6604847 -33.4328073)",,,,,,,
288057502,1349628938,0,"[26296481, 27989156]",True,Autopista Central,motorway,426.723,"LINESTRING (-70.660408 -33.433419, -70.6604938 -33.4330463, -70.66055230000001 -33.4328112, -70.6606101 -33.4325975, -70.66066360000001 -33.4324192, -70.66071700000001 -33.4322557, -70.6607807 -33.4320854, -70.6608809 -33.4318541, -70.66093770000001 -33.4317389, -70.6609989 -33.4316154, -70.6610958 -33.4314324, -70.66114349999999 -33.4313478, -70.66125289999999 -33.4311537, -70.661328 -33.4310026, -70.6613803 -33.4308918, -70.66145539999999 -33.4307217, -70.66155999999999 -33.4304889, -70.661674 -33.4302426, -70.66176919999999 -33.4300423, -70.6618282 -33.4299248, -70.66189730000001 -33.4298022)",3,,80,yes,,5,
289350622,267805199,0,260847231,False,,residential,103.647,"LINESTRING (-70.6907262 -33.439778, -70.68961229999999 -33.4397083)",,,,,,,
289353953,990614010,0,379036000,True,Avenida Walker Martínez,primary,265.432,"LINESTRING (-70.69183580000001 -33.4444121, -70.6916769 -33.4420287)",2,,,,,,
289353953,7440246308,0,795491329,True,Nueva Imperial,secondary,3.991,"LINESTRING (-70.69183580000001 -33.4444121, -70.6918786 -33.4444157)",2,,,,,,
301699101,265667610,0,518091967,True,Arturo Prat,tertiary,129.252,"LINESTRING (-70.6466029 -33.4744009, -70.6465484 -33.4755624)",,,,,,,
301699101,265664942,0,208809031,True,Bio-Bio,residential,277.443,"LINESTRING (-70.6466029 -33.4744009, -70.646475 -33.4743721, -70.6464343 -33.4743797, -70.6464028 -33.4743921, -70.64597190000001 -33.474661, -70.6459526 -33.4746739, -70.6451086 -33.4746311, -70.64373620000001 -33.4745791)",2,,,,,,
307081201,264248368,0,441460018,True,General Mackenna,unclassified,82.42099999999999,"LINESTRING (-70.6618254 -33.4333323, -70.66120239999999 -33.4333058, -70.6611583 -33.4333054, -70.66112010000001 -33.4333075, -70.66108749999999 -33.4333122, -70.66104319999999 -33.4333247, -70.6610055 -33.4333391, -70.6609527 -33.4333641)",,,,,,,
307081201,605183926,0,448544762,True,Guardiamarina Ernesto Riquelme,unclassified,51.952999999999996,"LINESTRING (-70.6618254 -33.4333323, -70.661804 -33.4333592, -70.66179150000001 -33.4333934, -70.66178240000001 -33.4334432, -70.66173240000001 -33.4337895)",,,,,,,
307081226,6285254889,0,23393703,False,General Mackenna,residential,102.709,"LINESTRING (-70.6629607 -33.4333324, -70.6618553 -33.4332854)",2,,,,,,
307081226,605145773,0,23393703,False,General Mackenna,residential,107.523,"LINESTRING (-70.6629607 -33.4333324, -70.6641183 -33.4333748)",2,,,,,,
307081226,254346850,0,448544763,True,Almirante Barroso,residential,73.062,"LINESTRING (-70.6629607 -33.4333324, -70.66300320000001 -33.4326763)",,,,,,,
307081229,227925625,0,144917233,True,Mapocho,secondary,185.559,"LINESTRING (-70.66507900000001 -33.4320566, -70.6630794 -33.4320663)",2,,,,,,
307081229,253281643,0,508533723,True,Avenida Brasil,secondary,78.669,"LINESTRING (-70.66507900000001 -33.4320566, -70.66503659999999 -33.4327632)",3,,,,,,
307081718,227925719,0,92360511,True,San Pablo,primary,114.211,"LINESTRING (-70.6628335 -33.434677, -70.66160410000001 -33.4346279)",3,,,,,,
307081718,605183925,0,448544763,True,Almirante Barroso,residential,96.407,"LINESTRING (-70.6628335 -33.434677, -70.6629124 -33.4338125)",,,,,,,
307081826,264247290,0,33100804,True,Santo Domingo,residential,150.997,"LINESTRING (-70.664402 -33.43761, -70.66601679999999 -33.4377779)",2,,,,,,
307081826,254346503,0,92360510,True,Avenida Brasil,secondary,130.606,"LINESTRING (-70.664402 -33.43761, -70.66440420000001 -33.437647, -70.66442549999999 -33.4377427, -70.66461580000001 -33.4387707)",2,,,,,,
307349662,264248368,0,450504153,True,Manuel Rodríguez Norte,primary,125.44,"LINESTRING (-70.6611872 -33.4322531, -70.6609527 -33.4333641)",1,,,,,,
307349676,5587251397,0,27989204,True,Manuel Rodríguez Norte,primary,87.501,"LINESTRING (-70.6609619 -33.4327564, -70.6609498 -33.4330463, -70.66094579999999 -33.433147, -70.6609364 -33.4332567, -70.6609122 -33.4335421)",2,,,,,,
307349676,307349704,0,27989209,True,,motorway_link,185.715,"LINESTRING (-70.6609619 -33.4327564, -70.66086660000001 -33.4331705, -70.6608076 -33.4334134, -70.6607513 -33.4336394, -70.66069229999999 -33.4338913, -70.6606548 -33.4340491, -70.66056759999999 -33.4343938)",1,,,,,,
307349704,2792557261,0,448370084,True,Autopista Central,motorway,582.9950000000001,"LINESTRING (-70.66056759999999 -33.4343938, -70.6605113 -33.4347642, -70.6603664 -33.4356674, -70.66023629999999 -33.4365761, -70.6601787 -33.4370115, -70.66014509999999 -33.4373349, -70.66007 -33.4381653, -70.6600365 -33.4384719, -70.65997350000001 -33.4388659, -70.6599171 -33.4392139, -70.6598943 -33.4393695, -70.6598742 -33.4396034)",3,,80,,,5,
307349710,4389612837,0,27989210,True,,motorway_link,200.84800000000004,"LINESTRING (-70.6604847 -33.4328073, -70.6605244 -33.4326339, -70.6605443 -33.432516, -70.66056089999999 -33.4324174, -70.66059370000001 -33.4323061, -70.6606274 -33.4321713, -70.66065380000001 -33.4320898, -70.6606827 -33.4319817, -70.6606955 -33.4319103, -70.66070620000001 -33.431797, -70.6607204 -33.4316537, -70.6607374 -33.4315365, -70.6607499 -33.4312852, -70.66074209999999 -33.4310209)",,,,,,,
307349710,608907916,0,27989211,True,,motorway_link,137.52499999999998,"LINESTRING (-70.6604847 -33.4328073, -70.6604576 -33.4327167, -70.6604482 -33.4326311, -70.66043620000001 -33.4325734, -70.6604214 -33.4325275, -70.66040460000001 -33.4324878, -70.6603818 -33.4324464, -70.660349 -33.4323938, -70.66031409999999 -33.4323479, -70.66026720000001 -33.4323003, -70.660229 -33.4322679, -70.6601807 -33.4322326, -70.6601284 -33.4322035, -70.6600459 -33.4321688, -70.65998020000001 -33.4321487, -70.65989570000001 -33.4321218, -70.65976689999999 -33.4320972, -70.6595155 -33.4320471)",1,,,,,,
315022426,15275319,0,448669802,True,Huérfanos,unclassified,127.03699999999999,"LINESTRING (-70.64548859999999 -33.4390706, -70.64592469999999 -33.4391345, -70.6460198 -33.4391446, -70.6460766 -33.4391506, -70.6468457 -33.4392171)",,,,,,,
315022426,315022427,0,562125764,True,Miraflores,unclassified,127.394,"LINESTRING (-70.64548859999999 -33.4390706, -70.64552569999999 -33.4387293, -70.6455413 -33.4385076, -70.6455945 -33.4379284)",2,,,,,,
315022427,386274,0,562125764,True,Miraflores,unclassified,132.933,"LINESTRING (-70.6455945 -33.4379284, -70.6457609 -33.436741)",2,,,,,,
315022427,130334912,0,629942301,True,Merced,tertiary,127.974,"LINESTRING (-70.6455945 -33.4379284, -70.644221 -33.4378241)",1,,,,,,
321324859,321324884,0,29212948,True,Bombero Patricio Canto Feliú,residential,202.308,"LINESTRING (-70.634882 -33.4464555, -70.6327829 -33.4459631)",,,,,,,
321324859,223862229,0,215339436,True,Fray Camilo Henríquez,residential,60.325,"LINESTRING (-70.634882 -33.4464555, -70.635015 -33.4459651, -70.6350262 -33.4459265)",,,,,,,
321324884,252528799,0,446611065,True,Avenida Vicuña Mackenna Poniente,primary,84.471,"LINESTRING (-70.6327829 -33.4459631, -70.6325447 -33.4466963)",3,,60,,,,
