u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,junction,access,service
6708901490,3402877558,0,158577338,,Cerro Santa Lucía,service,30,False,11.221,"LINESTRING (-70.6430415 -33.4395423, -70.6430282 -33.4396426)",,private,
6708901491,3402877558,0,158577338,,Cerro Santa Lucía,service,30,False,9.319,"LINESTRING (-70.64302309999999 -33.4397263, -70.6430282 -33.4396426)",,private,
6708901491,6708901488,0,158577338,,Cerro Santa Lucía,service,30,False,16.891,"LINESTRING (-70.64302309999999 -33.4397263, -70.64302170000001 -33.4398782)",,private,
6708901492,1390397256,0,158577338,,Cerro Santa Lucía,service,30,False,2.793,"LINESTRING (-70.6433535 -33.4389945, -70.6433794 -33.4389817)",,private,
6708901492,6708878877,0,158577338,,Cerro Santa Lucía,service,30,False,3.478,"LINESTRING (-70.6433535 -33.4389945, -70.643317 -33.4390016)",,private,
6708901493,6708878879,0,158577338,,Cerro Santa Lucía,service,30,False,3.449,"LINESTRING (-70.6434332 -33.4388318, -70.6434101 -33.4388075)",,private,
6708901493,1390397259,0,158577338,,Cerro Santa Lucía,service,30,False,4.658,"LINESTRING (-70.6434332 -33.4388318, -70.6434435 -33.4388728)",,private,
6708913965,1390397253,0,158577338,,Cerro Santa Lucía,service,30,False,17.374,"LINESTRING (-70.6431197 -33.4389063, -70.64305299999999 -33.4390523)",,private,
6708913965,6708878880,0,158577338,,Cerro Santa Lucía,service,30,False,4.677,"LINESTRING (-70.6431197 -33.4389063, -70.6431408 -33.4388681)",,private,
6708913966,6708878880,0,158577338,,Cerro Santa Lucía,service,30,False,5.265,"LINESTRING (-70.6431765 -33.4388313, -70.6431408 -33.4388681)",,private,
6708913966,1390397208,0,158577338,,Cerro Santa Lucía,service,30,False,3.692,"LINESTRING (-70.6431765 -33.4388313, -70.64320789999999 -33.4388109)",,private,
6708913967,5264788843,0,158577338,,Cerro Santa Lucía,service,30,False,3.218,"LINESTRING (-70.643281 -33.4387851, -70.6432475 -33.4387926)",,private,
6708913967,6325454308,0,158577338,,Cerro Santa Lucía,service,30,False,4.583,"LINESTRING (-70.643281 -33.4387851, -70.64333000000001 -33.4387799)",,private,
6708913968,6708878877,0,158577338,,Cerro Santa Lucía,service,30,False,4.381,"LINESTRING (-70.6432698 -33.4390006, -70.643317 -33.4390016)",,private,
6708913968,1390397213,0,158577338,,Cerro Santa Lucía,service,30,False,3.465,"LINESTRING (-70.6432698 -33.4390006, -70.6432325 -33.439002)",,private,
6708913969,1390397220,0,158577338,,Cerro Santa Lucía,service,30,False,5.765,"LINESTRING (-70.6427159 -33.4398567, -70.6427099 -33.4399083)",,private,
6708913969,5272846301,0,158577338,,Cerro Santa Lucía,service,30,False,12.126,"LINESTRING (-70.6427159 -33.4398567, -70.64276049999999 -33.4397542)",,private,
6708913970,5272846295,0,158577338,,Cerro Santa Lucía,service,30,False,7.039,"LINESTRING (-70.64270399999999 -33.4399656, -70.6427047 -33.4400289)",,private,
6708913970,1390397220,0,158577338,,Cerro Santa Lucía,service,30,False,6.395,"LINESTRING (-70.64270399999999 -33.4399656, -70.6427099 -33.4399083)",,private,
6708913971,1390397247,0,158577338,,Cerro Santa Lucía,service,30,False,6.825,"LINESTRING (-70.6427072 -33.44009, -70.6427154 -33.440151)",,private,
6708913971,5272846295,0,158577338,,Cerro Santa Lucía,service,30,False,6.798,"LINESTRING (-70.6427072 -33.44009, -70.6427047 -33.4400289)",,private,
6708913972,6708878873,0,158577338,,Cerro Santa Lucía,service,30,False,4.013,"LINESTRING (-70.6430707 -33.4410369, -70.643094 -33.4410673)",,private,
6708913972,6708878875,0,158577338,,Cerro Santa Lucía,service,30,False,3.811,"LINESTRING (-70.6430707 -33.4410369, -70.643049 -33.4410078)",,private,
6708913973,6708917889,0,158577338,,Cerro Santa Lucía,service,30,False,4.237,"LINESTRING (-70.6437287 -33.4414988, -70.64377399999999 -33.4415036)",,private,
6708913973,1390397265,0,158577338,,Cerro Santa Lucía,service,30,False,5.485,"LINESTRING (-70.6437287 -33.4414988, -70.64367110000001 -33.4414877)",,private,
6708913974,2018986953,0,158577338,,Cerro Santa Lucía,service,30,False,4.041,"LINESTRING (-70.6441726 -33.4415046, -70.64421609999999 -33.4415028)",,private,
6708913974,6708878805,0,158577338,,Cerro Santa Lucía,service,30,False,4.881,"LINESTRING (-70.6441726 -33.4415046, -70.64412 -33.4415051)",,private,
6708913975,1390397268,0,158577338,,Cerro Santa Lucía,service,30,False,5.066,"LINESTRING (-70.6443381 -33.4414535, -70.6443711 -33.4414172)",,private,
6708913975,6708917887,0,158577338,,Cerro Santa Lucía,service,30,False,3.291,"LINESTRING (-70.6443381 -33.4414535, -70.64431310000001 -33.4414745)",,private,
6708913976,6708917887,0,158577338,,Cerro Santa Lucía,service,30,False,2.743,"LINESTRING (-70.6442904 -33.4414903, -70.64431310000001 -33.4414745)",,private,
6708913976,6708913977,0,158577338,,Cerro Santa Lucía,service,30,False,3.184,"LINESTRING (-70.6442904 -33.4414903, -70.6442576 -33.4414987)",,private,
6708913977,6708913976,0,158577338,,Cerro Santa Lucía,service,30,False,3.184,"LINESTRING (-70.6442576 -33.4414987, -70.6442904 -33.4414903)",,private,
6708913977,2018986953,0,158577338,,Cerro Santa Lucía,service,30,False,3.878,"LINESTRING (-70.6442576 -33.4414987, -70.64421609999999 -33.4415028)",,private,
6708913978,1390397238,0,158577338,,Cerro Santa Lucía,service,30,False,8.402,"LINESTRING (-70.6445358 -33.4409424, -70.6445535 -33.4408683)",,private,
6708913978,1390397216,0,158577338,,Cerro Santa Lucía,service,30,False,7.488,"LINESTRING (-70.6445358 -33.4409424, -70.6445181 -33.4410081)",,private,
6708913979,6325454301,0,158577338,,Cerro Santa Lucía,service,30,False,7.393,"LINESTRING (-70.6445633 -33.4407313, -70.6445511 -33.4406656)",,private,
6708913979,5272846297,0,158577338,,Cerro Santa Lucía,service,30,False,8.006,"LINESTRING (-70.6445633 -33.4407313, -70.64456370000001 -33.4408033)",,private,
6708913980,1390397262,0,158577338,,Cerro Santa Lucía,service,30,False,8.132,"LINESTRING (-70.6445363 -33.4406038, -70.64451579999999 -33.4405327)",,private,
6708913980,6325454301,0,158577338,,Cerro Santa Lucía,service,30,False,7.008,"LINESTRING (-70.6445363 -33.4406038, -70.6445511 -33.4406656)",,private,
6708913981,5272846299,0,158577338,,Cerro Santa Lucía,service,30,False,3.128,"LINESTRING (-70.644464 -33.4403976, -70.6444534 -33.4403709)",,private,
6708913981,6708917886,0,158577338,,Cerro Santa Lucía,service,30,False,3.284,"LINESTRING (-70.644464 -33.4403976, -70.6444778 -33.4404248)",,private,
6708913984,1390397236,0,158577338,,Cerro Santa Lucía,service,30,False,4.17,"LINESTRING (-70.644459 -33.4403222, -70.6444875 -33.4402932)",,private,
6708913984,6708917885,0,158577338,,Cerro Santa Lucía,service,30,False,2.909,"LINESTRING (-70.644459 -33.4403222, -70.644452 -33.4403477)",,private,
6708917885,6708913984,0,158577338,,Cerro Santa Lucía,service,30,False,2.909,"LINESTRING (-70.644452 -33.4403477, -70.644459 -33.4403222)",,private,
6708917885,5272846299,0,158577338,,Cerro Santa Lucía,service,30,False,2.583,"LINESTRING (-70.644452 -33.4403477, -70.6444534 -33.4403709)",,private,
6708917886,6708913981,0,158577338,,Cerro Santa Lucía,service,30,False,3.284,"LINESTRING (-70.6444778 -33.4404248, -70.644464 -33.4403976)",,private,
6708917886,1390398612,0,158577338,,Cerro Santa Lucía,service,30,False,4.02,"LINESTRING (-70.6444778 -33.4404248, -70.6444915 -33.4404591)",,private,
6708917887,6708913975,0,158577338,,Cerro Santa Lucía,service,30,False,3.291,"LINESTRING (-70.64431310000001 -33.4414745, -70.6443381 -33.4414535)",,private,
6708917887,6708913976,0,158577338,,Cerro Santa Lucía,service,30,False,2.743,"LINESTRING (-70.64431310000001 -33.4414745, -70.6442904 -33.4414903)",,private,
6708917888,1390397240,0,158577338,,Cerro Santa Lucía,service,30,False,6.514,"LINESTRING (-70.6439096 -33.4415081, -70.6439798 -33.4415078)",,private,
6708917888,5264788840,0,158577338,,Cerro Santa Lucía,service,30,False,7.074,"LINESTRING (-70.6439096 -33.4415081, -70.64383340000001 -33.441506)",,private,
6708917889,5264788840,0,158577338,,Cerro Santa Lucía,service,30,False,5.518,"LINESTRING (-70.64377399999999 -33.4415036, -70.64383340000001 -33.441506)",,private,
6708917889,6708913973,0,158577338,,Cerro Santa Lucía,service,30,False,4.237,"LINESTRING (-70.64377399999999 -33.4415036, -70.6437287 -33.4414988)",,private,
6708917890,6708917894,0,158577338,,Cerro Santa Lucía,service,30,False,20.643,"LINESTRING (-70.6432131 -33.4406985, -70.6431324 -33.4405255)",,private,
6708917890,6325454295,0,158577338,,Cerro Santa Lucía,service,30,False,15.742,"LINESTRING (-70.6432131 -33.4406985, -70.6432843 -33.440827)",,private,
6708917894,3402877573,0,158577338,,Cerro Santa Lucía,service,30,False,5.194,"LINESTRING (-70.6431324 -33.4405255, -70.64313110000001 -33.4404788)",,private,
6708917894,6708917890,0,158577338,,Cerro Santa Lucía,service,30,False,20.643,"LINESTRING (-70.6431324 -33.4405255, -70.6432131 -33.4406985)",,private,
6708917896,6708878884,0,158577338,,Cerro Santa Lucía,service,30,False,7.753,"LINESTRING (-70.6431331 -33.4404335, -70.6431048 -33.4403679)",,private,
6708917896,3402877573,0,158577338,,Cerro Santa Lucía,service,30,False,5.041,"LINESTRING (-70.6431331 -33.4404335, -70.64313110000001 -33.4404788)",,private,
6708917898,6708878883,0,158577338,,Cerro Santa Lucía,service,30,False,8.677,"LINESTRING (-70.6430771 -33.4403051, -70.64305539999999 -33.4402292)",,private,
6708917898,6708878884,0,158577338,,Cerro Santa Lucía,service,30,False,7.441,"LINESTRING (-70.6430771 -33.4403051, -70.6431048 -33.4403679)",,private,
6809871672,4401471306,0,726515492,2,Avenida Ricardo Cumming,primary,30,True,12.461,"LINESTRING (-70.66739579999999 -33.4476701, -70.66745349999999 -33.4475689)",,,
6809871675,6809871676,0,23406233,2,Avenida Ricardo Cumming,primary,30,True,0.825,"LINESTRING (-70.66732570000001 -33.4477847, -70.6673273 -33.4477774)",,,
6809871676,4401492511,0,23406233,2,Avenida Ricardo Cumming,primary,30,True,1.674,"LINESTRING (-70.6673273 -33.4477774, -70.6673333 -33.4477632)",,,
6809871677,6809871675,0,23406233,2,Avenida Ricardo Cumming,primary,30,True,0.96,"LINESTRING (-70.6673248 -33.4477933, -70.66732570000001 -33.4477847)",,,
6809871678,5268807079,0,23406233,2,Avenida Ricardo Cumming,primary,30,True,1.252,"LINESTRING (-70.66732949999999 -33.4478262, -70.6673253 -33.4478155)",,,
6809871679,6809887227,0,23406233,2,Avenida Ricardo Cumming,primary,30,True,2.169,"LINESTRING (-70.6673739 -33.4478576, -70.6673531 -33.4478487)",,,
6809871680,4401471303,0,726515492,2,Avenida Ricardo Cumming,primary,30,True,4.173,"LINESTRING (-70.6674732 -33.4475281, -70.6674859 -33.4474921)",,,
6809871681,4401471297,0,726515492,2,Avenida Ricardo Cumming,primary,30,True,4.691,"LINESTRING (-70.6675099 -33.4474096, -70.6675158 -33.4473677)",,,
6809887189,253411536,0,726515491,2,Avenida Ricardo Cumming,primary,30,True,3.552,"LINESTRING (-70.6678879 -33.4425943, -70.6678926 -33.4425626)",,,
6809887192,264246720,0,447780985,2,Avenida Ricardo Cumming,primary,30,True,8.798,"LINESTRING (-70.6694279 -33.4292091, -70.6694445 -33.4291312)",,,
6809887226,6809871678,0,23406233,2,Avenida Ricardo Cumming,primary,30,True,1.067,"LINESTRING (-70.6673346 -33.4478348, -70.66732949999999 -33.4478262)",,,
6809887227,4401492515,0,23406233,2,Avenida Ricardo Cumming,primary,30,True,1.406,"LINESTRING (-70.6673531 -33.4478487, -70.6673409 -33.4478412)",,,
6809887235,4401492510,0,23406233,2,Avenida Ricardo Cumming,primary,30,True,3.285,"LINESTRING (-70.6673418 -33.4477484, -70.6673572 -33.4477218)",,,
6872170744,6872170751,0,733752407,1,Salida y entrada de vehiculos/peatones Universidad Bernardo O'Higgins,unclassified,20,False,4.588,"LINESTRING (-70.6582782 -33.467089, -70.65832709999999 -33.4670828)",,permit,
6872170745,6872170749,0,733752407,1,Salida y entrada de vehiculos/peatones Universidad Bernardo O'Higgins,unclassified,20,False,8.08,"LINESTRING (-70.65851670000001 -33.4670234, -70.6585956 -33.4669926)",,permit,
6872170745,6872170750,0,733752407,1,Salida y entrada de vehiculos/peatones Universidad Bernardo O'Higgins,unclassified,20,False,7.317,"LINESTRING (-70.65851670000001 -33.4670234, -70.6584433 -33.4670475)",,permit,
6872170746,6872170750,0,733752407,1,Salida y entrada de vehiculos/peatones Universidad Bernardo O'Higgins,unclassified,20,False,6.578,"LINESTRING (-70.6583761 -33.4670664, -70.6584433 -33.4670475)",,permit,
6872170746,6872170751,0,733752407,1,Salida y entrada de vehiculos/peatones Universidad Bernardo O'Higgins,unclassified,20,False,4.897,"LINESTRING (-70.6583761 -33.4670664, -70.65832709999999 -33.4670828)",,permit,
6872170747,6872170748,0,733752407,1,Salida y entrada de vehiculos/peatones Universidad Bernardo O'Higgins,unclassified,20,False,7.653,"LINESTRING (-70.65866029999999 -33.4669652, -70.658725 -33.4669225)",,permit,
6872170747,6872170749,0,733752407,1,Salida y entrada de vehiculos/peatones Universidad Bernardo O'Higgins,unclassified,20,False,6.731,"LINESTRING (-70.65866029999999 -33.4669652, -70.6585956 -33.4669926)",,permit,
6872170748,4399956355,0,733752407,1,Salida y entrada de vehiculos/peatones Universidad Bernardo O'Higgins,unclassified,20,False,9.148,"LINESTRING (-70.658725 -33.4669225, -70.65878530000001 -33.4668574)",,permit,
6872170748,6872170747,0,733752407,1,Salida y entrada de vehiculos/peatones Universidad Bernardo O'Higgins,unclassified,20,False,7.653,"LINESTRING (-70.658725 -33.4669225, -70.65866029999999 -33.4669652)",,permit,
6872170749,6872170747,0,733752407,1,Salida y entrada de vehiculos/peatones Universidad Bernardo O'Higgins,unclassified,20,False,6.731,"LINESTRING (-70.6585956 -33.4669926, -70.65866029999999 -33.4669652)",,permit,
6872170749,6872170745,0,733752407,1,Salida y entrada de vehiculos/peatones Universidad Bernardo O'Higgins,unclassified,20,False,8.08,"LINESTRING (-70.6585956 -33.4669926, -70.65851670000001 -33.4670234)",,permit,
6872170750,6872170745,0,733752407,1,Salida y entrada de vehiculos/peatones Universidad Bernardo O'Higgins,unclassified,20,False,7.317,"LINESTRING (-70.6584433 -33.4670475, -70.65851670000001 -33.4670234)",,permit,
6872170750,6872170746,0,733752407,1,Salida y entrada de vehiculos/peatones Universidad Bernardo O'Higgins,unclassified,20,False,6.578,"LINESTRING (-70.6584433 -33.4670475, -70.6583761 -33.4670664)",,permit,
6872170751,6872170746,0,733752407,1,Salida y entrada de vehiculos/peatones Universidad Bernardo O'Higgins,unclassified,20,False,4.897,"LINESTRING (-70.65832709999999 -33.4670828, -70.6583761 -33.4670664)",,permit,
6872170751,6872170744,0,733752407,1,Salida y entrada de vehiculos/peatones Universidad Bernardo O'Higgins,unclassified,20,False,4.588,"LINESTRING (-70.65832709999999 -33.4670828, -70.6582782 -33.467089)",,permit,
7009079451,7009079455,0,448540429,2,Avenida Ricardo Cumming,primary,30,True,2.326,"LINESTRING (-70.668373 -33.4403845, -70.668378 -33.440364)",,,
7009079455,4401437045,0,448540429,2,Avenida Ricardo Cumming,primary,30,True,7.524,"LINESTRING (-70.668378 -33.440364, -70.66839419999999 -33.4402977)",,,
7671726653,6577679507,0,675481988,,,secondary,20,True,2.881,"LINESTRING (-70.66393909999999 -33.4584664, -70.6639701 -33.458468)",roundabout,,
