u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,junction,width,bridge,access,service,tunnel,ref,est_width,area
15864053,1666520430,0,4040063,True,Rue Duchefdelaville,residential,30,61.01,"LINESTRING (2.3697247 48.8315732, 2.3692327 48.8311936, 2.3691837 48.8311558)",,,,,,,,,,
15864054,15864049,0,24241397,False,Rue Maurice et Louis de Broglie,residential,30,59.836,"LINESTRING (2.3703537 48.8335609, 2.370285 48.833533, 2.3697361 48.8333106, 2.369658 48.8332783)",,,,,,,,,,
15864054,15864046,0,154059912,False,Rue Louise Weiss,residential,30,117.707,"LINESTRING (2.3703537 48.8335609, 2.3704461 48.8334598, 2.3710401 48.8328097, 2.3710503 48.8327264, 2.3710277 48.8326902, 2.3709935 48.8326354)",,,,,,,,,,
15864054,15859504,0,154059912,False,Rue Louise Weiss,residential,30,199.24,"LINESTRING (2.3703537 48.8335609, 2.3702575 48.8336664, 2.3698326 48.834132, 2.3696168 48.8343697, 2.3694153 48.8345916, 2.3690785 48.8350295, 2.3690527 48.8350631, 2.3690123 48.8351188)",,,,,,,,,,
15864063,15864047,0,4039468,False,Passage Commun AS/13,residential,30,42.129,"LINESTRING (2.3697869 48.8327487, 2.3701265 48.8330546)",,,,,,,,,,
16820927,1686421262,0,5210130,True,Rue Antoine Bourdelle,residential,30,273.84299999999996,"LINESTRING (2.320503 48.8432426, 2.3203362 48.8432168, 2.3184354 48.8428792, 2.316869 48.8430999)",,,,,,,,,,
17543068,2500391484,0,14646807,False,Rue des Morillons,residential,30,155.307,"LINESTRING (2.3029798 48.8321268, 2.3028757 48.8321528, 2.3026561 48.832209, 2.3025577 48.8322323, 2.3010487 48.8326168, 2.3010023 48.8326325)",,,,,,,,,,
17543068,2500391430,0,46774992,True,Rue des Morillons,residential,30,65.582,"LINESTRING (2.3029798 48.8321268, 2.3030818 48.8321094, 2.3037214 48.8320009, 2.3038478 48.8319806)",1,,,,,,,,,
17543068,139308939,0,84686448,True,Rue Brancion,tertiary,30,101.462,"LINESTRING (2.3029798 48.8321268, 2.3029393 48.832062, 2.3027921 48.8318287, 2.302483 48.8313318, 2.3024526 48.8312829)",,,,,,,,,,
17809161,2294033349,0,4039916,True,Rue Oberkampf,unclassified,30,6.251,"LINESTRING (2.3706775 48.8639984, 2.3707507 48.8640274)",,,,,,,,,,
17809161,5567695798,0,3869983,True,Boulevard Richard-Lenoir,tertiary,30,84.20400000000001,"LINESTRING (2.3706775 48.8639984, 2.3707304 48.8639334, 2.3711938 48.8633399, 2.3712052 48.8633254)",2,,,,,,,,,
17809162,151358219,0,3869983,True,Boulevard Richard-Lenoir,tertiary,30,111.89,"LINESTRING (2.369425 48.8656147, 2.3694791 48.8655442, 2.3700708 48.864774, 2.3701149 48.8647166)",2,,,,,,,,,
17809162,17809170,0,671617173,True,Rue Jean-Pierre Timbaud,unclassified,30,50.525,"LINESTRING (2.369425 48.8656147, 2.3693306 48.8655899, 2.3688722 48.8654695, 2.3687837 48.8654459)",,,,,,,,,,
17809169,152739328,0,312337582,True,Rue du Chemin Vert,tertiary,30,87.571,"LINESTRING (2.3709135 48.8577874, 2.3708014 48.8577515, 2.3699194 48.8574691, 2.3698374 48.8574425)",,,,,,,,,,
17809170,94143538,0,23236288,True,Rue du Grand Prieuré,residential,30,109.708,"LINESTRING (2.3687837 48.8654459, 2.3688294 48.8653889, 2.3693323 48.8645759, 2.3693505 48.8645331)",,,,,,,,,,
17809170,94144708,0,671617173,True,Rue Jean-Pierre Timbaud,unclassified,30,57.661,"LINESTRING (2.3687837 48.8654459, 2.3687169 48.8654292, 2.3681077 48.8652736, 2.3680487 48.8652585)",,,,,,,,,,
17809183,246286542,0,21805202,True,Rue de Meaux,residential,30,309.349,"LINESTRING (2.3706202 48.8783225, 2.3707436 48.8784382, 2.3712753 48.8789909, 2.3713346 48.8790524, 2.3715602 48.8792876, 2.3720965 48.8798398, 2.372198 48.8799469, 2.3727612 48.8805643, 2.372784 48.880618, 2.3728095 48.8806948)",,,,,,,,,,
17809184,1747138953,0,10661482,False,Avenue Mathurin Moreau,tertiary,30,174.532,"LINESTRING (2.3706848 48.8780123, 2.3708833 48.8780347, 2.3711852 48.8780681, 2.3725448 48.8782221, 2.3726613 48.8782353, 2.3728587 48.8782577, 2.3730374 48.8782764)",,,,,,,,,,
17809191,17809198,0,4039091,True,Rue Juliette Dodu,residential,30,170.867,"LINESTRING (2.3691546 48.8753219, 2.3692847 48.8751518, 2.3700704 48.8741244, 2.3701339 48.8740925, 2.370204 48.8740676, 2.3703336 48.8740351)",,,,,,,,,,
17809567,929488956,0,59854399,True,Rue des Fossés Saint-Marcel,residential,30,159.466,"LINESTRING (2.3562982 48.8396207, 2.3562729 48.8395252, 2.3559199 48.8382614, 2.3559115 48.8382095)",,,,,,,,,,
17809567,21648574,0,667267781,True,Rue Poliveau,residential,30,24.022,"LINESTRING (2.3562982 48.8396207, 2.3563484 48.8396516, 2.3563951 48.8396695, 2.356594 48.8397034)",,,,,,,,,,
17809569,21659759,0,4039588,False,Rue Censier,residential,30,87.238,"LINESTRING (2.3559577 48.8411637, 2.3557686 48.8411165, 2.3549607 48.8409155, 2.3548415 48.8408884)",,,,,,,,,,
17809569,21648576,0,17043537,False,Rue Geoffroy Saint-Hilaire,residential,30,119.908,"LINESTRING (2.3559577 48.8411637, 2.3559882 48.8410809, 2.356059 48.8408886, 2.3560882 48.8408094, 2.3563437 48.8401157)",,,,,,,,,,
17809569,21659803,0,85076165,False,Rue Geoffroy Saint-Hilaire,residential,30,47.771,"LINESTRING (2.3559577 48.8411637, 2.3559109 48.841317, 2.3558457 48.8415309, 2.3558292 48.8415849)",,,,,,,,,,
17809572,17809588,0,4039114,True,Rue de Mirbel,residential,30,80.82900000000001,"LINESTRING (2.3529083 48.8406048, 2.3526844 48.8406566, 2.3521343 48.8407732, 2.351859 48.8408315)",,,,,,,,,,
17809572,21659758,0,"[4039588, 307051023]",False,"['Rue Censier', 'Rue de Mirbel']",residential,30,82.79299999999999,"LINESTRING (2.3529083 48.8406048, 2.3533155 48.8405168, 2.3533367 48.8405133, 2.3533581 48.8405117, 2.3533866 48.8405125, 2.3534178 48.8405173, 2.3538964 48.8406372, 2.3539776 48.8406571)",,,,,,,,,,
17809575,17809572,0,59853648,True,Rue de la Clef,residential,30,61.225,"LINESTRING (2.3526258 48.8411219, 2.3526529 48.8410599, 2.3528706 48.8407081, 2.3529083 48.8406048)",,,,,,,,,,
17809575,21659772,0,553238877,True,Rue Daubenton,residential,30,94.77300000000001,"LINESTRING (2.3526258 48.8411219, 2.3527081 48.8411455, 2.3529891 48.8412135, 2.3537821 48.8413006, 2.3538826 48.8413116)",,,,,,,,,,
17809576,21659821,0,4039514,True,Rue de la Clef,residential,30,29.898000000000003,"LINESTRING (2.3527115 48.8432528, 2.3527106 48.8432126, 2.3527091 48.8430321, 2.3527152 48.8429841)",,,,,,,,,,
17809588,17809575,0,4081764,True,Rue Daubenton,residential,30,67.84100000000001,"LINESTRING (2.351859 48.8408315, 2.3520251 48.8408246, 2.3520718 48.8408286, 2.3521252 48.8408434, 2.3521798 48.8408762, 2.3525929 48.8411038, 2.3526258 48.8411219)",,,,,,,,,,
17809588,25033913,0,17043860,True,Rue de Mirbel,residential,30,53.144999999999996,"LINESTRING (2.351859 48.8408315, 2.3516965 48.8408629, 2.3511683 48.8409789)",,,,,,,,,,
17809588,21659827,0,237932372,False,Rue Monge,secondary,30,41.763999999999996,"LINESTRING (2.351859 48.8408315, 2.351846 48.8407647, 2.3518265 48.8407214, 2.3518159 48.8406978, 2.351778 48.8406077, 2.35171 48.8404698)",,,,,,,,,,
17809588,361047,0,313695844,False,Rue Monge,secondary,30,92.548,"LINESTRING (2.351859 48.8408315, 2.3518747 48.8409658, 2.351882 48.841014, 2.3519598 48.841527, 2.3519673 48.8415763, 2.3519793 48.84166)",,,,,,,,,,
17809589,17809576,0,4217161,True,Rue Malus,residential,30,35.498000000000005,"LINESTRING (2.3522269 48.8432387, 2.3523435 48.8432421, 2.3526567 48.8432513, 2.3527115 48.8432528)",,,,,,,,,,
17809589,25034323,0,313695844,False,Rue Monge,secondary,30,62.031000000000006,"LINESTRING (2.3522269 48.8432387, 2.3522928 48.8436349, 2.352298 48.8436684, 2.3523054 48.8437169, 2.3523169 48.8437934)",,,,,,,,,,
17809589,21659818,0,313695844,False,Rue Monge,secondary,30,26.237,"LINESTRING (2.3522269 48.8432387, 2.3522166 48.8431798, 2.3521901 48.843004)",,,,,,,,,,
17975522,21659631,0,4081715,True,Rue Scipion,residential,30,69.247,"LINESTRING (2.3532045 48.8389144, 2.3532367 48.8388647, 2.3536384 48.8384154, 2.3536838 48.8383786)",,,,,,,,,,
17975522,17975523,0,100895617,True,Rue du Fer à Moulin,residential,30,56.657000000000004,"LINESTRING (2.3532045 48.8389144, 2.353756 48.8389795, 2.3538131 48.8389886, 2.3538972 48.8390063, 2.3539596 48.839022)",,,,,,,,,,
17975523,17975524,0,100895617,True,Rue du Fer à Moulin,residential,30,71.019,"LINESTRING (2.3539596 48.839022, 2.3547452 48.8392283, 2.3548609 48.8392587)",,,,,,,,,,
17975524,17809567,0,"[66320264, 66320266]",True,Rue du Fer à Moulin,residential,30,112.986,"LINESTRING (2.3548609 48.8392587, 2.354953 48.8392808, 2.3557778 48.8394878, 2.3561932 48.8395746, 2.3562308 48.8395852, 2.3562982 48.8396207)",,,,,,,,,,
17975528,245395586,0,4039387,False,Rue de la Glacière,tertiary,30,146.101,"LINESTRING (2.345243 48.8362806, 2.3452523 48.8363297, 2.3454375 48.8372621, 2.3454862 48.8375043, 2.3455021 48.8375834)",,,,,,,,,,
17975528,21292407,0,4039387,False,Rue de la Glacière,tertiary,30,148.635,"LINESTRING (2.345243 48.8362806, 2.3451416 48.8357619, 2.3450609 48.8353143, 2.3450116 48.835068, 2.3449903 48.8349543)",,,,,,,,,,
17975528,21659621,0,4081744,True,Rue Saint-Hippolyte,residential,30,109.40300000000002,"LINESTRING (2.345243 48.8362806, 2.345317 48.8362701, 2.3466014 48.8360872, 2.346704 48.8360726)",,,,,,,,,,
19715146,94206073,0,668101630,True,Rue Marguerite de Rochechouart,residential,30,130.017,"LINESTRING (2.3466024 48.8819948, 2.3466255 48.882058, 2.3467126 48.8824041, 2.3467249 48.8824485, 2.3468972 48.8830946, 2.3469109 48.8831462)",,,,,,,,,,
19715146,19715155,0,745003905,True,Rue de Dunkerque,residential,30,256.505,"LINESTRING (2.3466024 48.8819948, 2.3467283 48.8819737, 2.3497377 48.8811201, 2.3498299 48.8810938)",,,,,,,,,,
19715155,1675158636,0,10660357,True,Rue du Faubourg Poissonnière,residential,30,233.29699999999994,"LINESTRING (2.3498299 48.8810938, 2.3498247 48.8811432, 2.3496789 48.8823482, 2.3496702 48.8823973, 2.3496169 48.8830538, 2.3496369 48.8830887, 2.349675 48.8831139, 2.3497234 48.8831344, 2.3497518 48.8831464)",,,,,,,,,,
19715155,652031472,0,"[745003905, 563647487]",True,Rue de Dunkerque,residential,30,165.50799999999998,"LINESTRING (2.3498299 48.8810938, 2.3498906 48.8810806, 2.3510983 48.8808218, 2.3511663 48.8808081, 2.3512389 48.8807945, 2.35194 48.8806628, 2.3519914 48.8806531)",,,,,,,,,,
21112878,2841627108,0,31093720,False,Rue Louis Lumière,residential,30,13.642,"LINESTRING (2.4101227 48.8647324, 2.4101809 48.8646556, 2.4102059 48.8646226)",2,,,,,,,,,
21292424,25255857,0,673142312,True,Rue du Cherche-Midi,residential,30,68.36500000000001,"LINESTRING (2.327171 48.8500298, 2.3270805 48.8499614, 2.3266876 48.8496951, 2.3265933 48.8496318, 2.3265217 48.849588)",,,,,,,,,,
21292425,25256276,0,4262871,True,Rue Saint-Placide,residential,30,241.03,"LINESTRING (2.3254183 48.8489858, 2.3254566 48.8489243, 2.3255979 48.8486837, 2.3265377 48.8471484, 2.3266028 48.8470435, 2.3266453 48.8469742)",,,,,,,,,,
21292425,470153,0,19516506,False,Rue Saint-Placide,residential,30,167.323,"LINESTRING (2.3254183 48.8489858, 2.3253645 48.8490383, 2.3242279 48.8501477, 2.32414 48.8502335)",,,,,,,,,,
21292425,25255900,0,20107742,True,Rue du Cherche-Midi,residential,30,77.589,"LINESTRING (2.3254183 48.8489858, 2.3253104 48.8489286, 2.3246603 48.8485698, 2.3246036 48.8485392)",,,,,,,,,,
21292426,25255890,0,4262864,True,Rue Saint-Jean-Baptiste de la Salle,residential,30,181.033,"LINESTRING (2.3207293 48.846493, 2.3206954 48.8465286, 2.3194763 48.8478083, 2.3194152 48.8478724)",,,,,,,,,,
21292426,25255896,0,20107742,True,Rue du Cherche-Midi,residential,30,100.426,"LINESTRING (2.3207293 48.846493, 2.3206838 48.8464649, 2.3198092 48.8459236, 2.3197295 48.8458743)",,,,,,,,,,
21292973,27286665,0,4472304,True,Rue Saint-Ferdinand,unclassified,30,223.582,"LINESTRING (2.2909593 48.8790585, 2.2908743 48.8790268, 2.2896511 48.8785587, 2.2895868 48.8785341, 2.2892063 48.8783894, 2.2884221 48.8780834, 2.28832 48.8780436)",,,,,,,,,,
21305938,25193304,0,496361341,False,Rue de Solférino,tertiary,30,98.506,"LINESTRING (2.3241906 48.8611157, 2.3240855 48.8609736, 2.3239949 48.8608519, 2.3236457 48.8603829, 2.3235996 48.8603197)",,,,,,,,,,
21346799,158834278,0,60214016,False,Rue Desaix,residential,30,44.483000000000004,"LINESTRING (2.2941883 48.8538019, 2.2942427 48.8538479, 2.2945962 48.8540983)",,,,,,,,,,
21346799,159883856,0,60214016,False,Rue Desaix,residential,30,50.654,"LINESTRING (2.2941883 48.8538019, 2.2941286 48.8537511, 2.2937682 48.8534398)",,,,,,,,,,
21346799,371607556,0,264881755,True,Rue de la Fédération,residential,30,80.292,"LINESTRING (2.2941883 48.8538019, 2.294263 48.8537808, 2.2951917 48.8535095)",,,,,,,,,,
21346801,4547130999,0,4028985,False,Rue de la Fédération,residential,30,188.753,"LINESTRING (2.2923073 48.85431, 2.2921846 48.8543424, 2.2915465 48.8545172, 2.289925 48.8549615)",,,,,,,,,,
21346801,158834411,0,25761330,True,Rue de la Fédération,residential,30,94.29299999999999,"LINESTRING (2.2923073 48.85431, 2.2924547 48.8542698, 2.2933864 48.8540218, 2.2935006 48.8539897)",,,,,,,,,,
21346801,6734732294,0,717071603,False,Rue Saint-Saëns,residential,30,63.129999999999995,"LINESTRING (2.2923073 48.85431, 2.292257 48.8542594, 2.2918349 48.8538349)",,,,,,,,,,
21348454,7648578706,0,819015480,False,Rue du Commandant René Mouchotte,tertiary,30,9.723,"LINESTRING (2.3185609 48.8373865, 2.3186429 48.8374553)",,,,,,,,,,
21378245,250528509,0,145183296,False,Avenue Reille,residential,30,10.705,"LINESTRING (2.3360465 48.8242171, 2.3359018 48.8242032)",,,,,,,,,,
21378245,82409088,0,23172772,False,Rue Nansouty,tertiary,30,118.28900000000002,"LINESTRING (2.3360465 48.8242171, 2.3360826 48.8240913, 2.3357383 48.8235618, 2.3357109 48.8235194, 2.3355277 48.8232298)",2,,,,,,,,,
21378245,249662080,0,83239656,False,Avenue Reille,tertiary,30,19.15,"LINESTRING (2.3360465 48.8242171, 2.3361607 48.8242268, 2.3363053 48.824242)",,,,,,,,,,
21378248,25580316,0,709175591,True,Rue de Grenelle,residential,30,189.99200000000002,"LINESTRING (2.3211157 48.8564712, 2.3210511 48.8564909, 2.3207974 48.8565702, 2.3188614 48.8571755, 2.3187698 48.8572041)",,,,,,,,,,
21378251,666949021,0,573577567,False,Rue de Grenelle,unclassified,30,12.808,"LINESTRING (2.3043003 48.8571275, 2.3044488 48.8571885)",,,,,,,,,,
21378252,36487359,0,84867925,True,Avenue de la Bourdonnais,secondary,30,57.164,"LINESTRING (2.3024409 48.8561489, 2.3025468 48.8560829, 2.3028509 48.8558934, 2.3029449 48.8558348, 2.3030082 48.8557954)",,,,,,,,,,
21378253,36487707,0,5211232,True,Rue Duvivier,residential,30,127.93900000000001,"LINESTRING (2.3065385 48.8578191, 2.3065623 48.8577724, 2.3070935 48.856728)",,,,,,,,,,
21378253,29434738,0,59848693,True,Rue de Grenelle,residential,30,45.89,"LINESTRING (2.3065385 48.8578191, 2.3063134 48.8577719, 2.3060272 48.8577118, 2.3059409 48.8576937)",,,,,,,,,,
21378258,24909781,0,"[196794657, 4527650, 549324039]",True,Avenue Joseph Bouvard,residential,30,125.614,"LINESTRING (2.29638 48.8548767, 2.2964657 48.8549354, 2.2966149 48.8550377, 2.296725 48.8551132, 2.296879 48.8552183, 2.2971481 48.8554021, 2.2975681 48.8556922)",,,,,,,,,,
21378259,21378258,0,"[4039890, 15807867]",True,"['Avenue Émile Acollas', 'Avenue Charles Floquet']",residential,30,523.812,"LINESTRING (2.3014964 48.8515819, 2.3013947 48.8516465, 2.3011475 48.8518039, 2.3011005 48.8518338, 2.3010513 48.8518657, 2.3008763 48.8519791, 2.2998716 48.8526299, 2.2997895 48.8526831, 2.299716 48.85273, 2.2986396 48.8534178, 2.2985351 48.8534846, 2.2984347 48.8535489, 2.2976407 48.8540675, 2.2975588 48.8541168, 2.2974945 48.8541593, 2.2968402 48.8545712, 2.2967204 48.854648, 2.2964651 48.8548192, 2.29638 48.8548767)",1,,,,,,,,,
21378264,159883856,0,60214016,False,Rue Desaix,residential,30,127.08900000000001,"LINESTRING (2.2926609 48.8525592, 2.2929611 48.8527979, 2.2929792 48.8528123, 2.2931903 48.8529802, 2.2933285 48.8530901, 2.2934152 48.853159, 2.2937682 48.8534398)",,,,,,,,,,
21378264,34909161,0,60214016,False,Rue Desaix,residential,30,111.72999999999999,"LINESTRING (2.2926609 48.8525592, 2.292578 48.8524932, 2.2919706 48.8520101, 2.2917799 48.8518585, 2.2917533 48.8518373, 2.2916875 48.851785)",,,,,,,,,,
21389558,21378264,0,4040660,True,Rue George Bernard Shaw,residential,30,184.049,"LINESTRING (2.2930116 48.8513932, 2.2930898 48.8514448, 2.2937289 48.8518667, 2.2936533 48.851917, 2.2927457 48.8525059, 2.2926609 48.8525592)",,,,,,,,,,
21389558,94266272,0,4040661,True,Rue Daniel Stern,residential,30,108.27199999999999,"LINESTRING (2.2930116 48.8513932, 2.2932159 48.8513635, 2.294454 48.8511758)",,,,,,,,,,
21389567,7648578727,0,4040670,True,Rue Alain,tertiary,30,7.485,"LINESTRING (2.3179064 48.8372171, 2.3178052 48.8372268)",1,,,,,,,,,
21648012,247756847,0,"[54829960, 215867957, 215867958, 4080693, 4080694]",True,"['Rue Duméril', 'Rue Pirandello']",residential,30,416.469,"LINESTRING (2.3587506 48.8358449, 2.3586513 48.8359818, 2.3583279 48.8364308, 2.3582893 48.8364843, 2.3581439 48.8366863, 2.3579657 48.8369336, 2.357815 48.8371428, 2.3577536 48.8372281, 2.3576858 48.8372031, 2.3563551 48.8366926, 2.3562647 48.8366562, 2.3561833 48.8366251, 2.35613 48.836603, 2.3551376 48.8362181, 2.35507 48.8362238, 2.3549542 48.8362724, 2.3548504 48.8363193)",,,,,,,,,,
21648535,929488975,0,667267780,True,Rue Geoffroy Saint-Hilaire,residential,30,8.143,"LINESTRING (2.3570299 48.8384778, 2.3570045 48.8385491)",,,,,,,,,,
21648574,21648575,0,3630516,True,Rue Poliveau,residential,30,116.47399999999999,"LINESTRING (2.356594 48.8397034, 2.3566634 48.8397172, 2.357939 48.8399541, 2.3581254 48.8399885)",,,,,,,,,,
21648574,21648576,0,34372786,True,Rue Geoffroy Saint-Hilaire,residential,30,49.426,"LINESTRING (2.356594 48.8397034, 2.3565429 48.8397699, 2.3564991 48.8398338, 2.3563437 48.8401157)",,,,,,,,,,
21648575,929489009,0,4080691,True,Rue de l'Essai,residential,30,110.273,"LINESTRING (2.3581254 48.8399885, 2.3581465 48.8399391, 2.3585172 48.8390724, 2.3585337 48.8390339)",,,,,,,,,,
21648575,1142990126,0,"[667267782, 66320263]",True,Rue Poliveau,residential,30,292.624,"LINESTRING (2.3581254 48.8399885, 2.3588 48.8401409, 2.3590266 48.8402125, 2.3593083 48.8402673, 2.3595921 48.8402882, 2.3618341 48.8403552, 2.3618825 48.8403412, 2.3619828 48.8402614)",,,,,,,,,,
21648576,17809567,0,17043520,True,Rue des Fossés Saint-Marcel,residential,30,55.142,"LINESTRING (2.3563437 48.8401157, 2.3563049 48.8396888, 2.3562982 48.8396207)",,,,,,,,,,
21648576,17809569,0,17043537,False,Rue Geoffroy Saint-Hilaire,residential,30,119.908,"LINESTRING (2.3563437 48.8401157, 2.3560882 48.8408094, 2.356059 48.8408886, 2.3559882 48.8410809, 2.3559577 48.8411637)",,,,,,,,,,
21648725,21648733,0,4080782,False,Rue des Reculettes,residential,30,257.007,"LINESTRING (2.3527505 48.8316654, 2.3526554 48.8317035, 2.351684 48.8320953, 2.3516326 48.8320941, 2.3511307 48.8319235, 2.3507809 48.831689, 2.350699 48.8316583, 2.3506234 48.8316504, 2.3505489 48.8316583, 2.350468 48.8316883, 2.3499861 48.8320126, 2.3499045 48.8320676)",,,,,,,,,,
21648725,1731214121,0,161126419,False,Rue Abel Hovelacque,residential,30,42.753,"LINESTRING (2.3527505 48.8316654, 2.3527971 48.8319815, 2.3528241 48.832046)",,,,,,,,,,
21648725,6172739460,0,161126419,False,Rue Abel Hovelacque,residential,30,106.24,"LINESTRING (2.3527505 48.8316654, 2.3527462 48.8316196, 2.3526961 48.8311723, 2.35265 48.8307612, 2.3526479 48.8307124)",,,,,,,,,,
21648747,21648918,0,253882163,False,Rue Berbier-du-Mets,residential,30,200.53000000000003,"LINESTRING (2.3514111 48.833124, 2.3515369 48.8333677, 2.3516556 48.8336044, 2.3516783 48.8337049, 2.3516781 48.8338103, 2.3515563 48.8341514, 2.3514008 48.8343601, 2.3512399 48.8345631, 2.351037 48.8347572, 2.3509989 48.8347913)",,,,,,,,,,
21648747,2838553067,0,299741411,True,Rue de Croulebarbe,residential,30,21.724999999999998,"LINESTRING (2.3514111 48.833124, 2.3513881 48.833124, 2.3513656 48.8331205, 2.3513382 48.8331106, 2.3513166 48.8330956, 2.3513032 48.833077, 2.3512991 48.8330565, 2.3513048 48.8330362, 2.3513197 48.8330181, 2.3513424 48.8330039, 2.3513707 48.8329949)",,circular,,,,,,,,
21648918,21650018,0,172857786,True,Rue Gustave Geffroy,residential,30,138.902,"LINESTRING (2.3509989 48.8347913, 2.3510675 48.8348253, 2.3511996 48.8348914, 2.3512217 48.8349258, 2.3511564 48.8352032, 2.351177 48.8353036, 2.3512331 48.8353773, 2.3517916 48.835784, 2.3518256 48.8358088)",,,,,,,,,,
21648918,21648747,0,253882163,False,Rue Berbier-du-Mets,residential,30,200.53000000000003,"LINESTRING (2.3509989 48.8347913, 2.351037 48.8347572, 2.3512399 48.8345631, 2.3514008 48.8343601, 2.3515563 48.8341514, 2.3516781 48.8338103, 2.3516783 48.8337049, 2.3516556 48.8336044, 2.3515369 48.8333677, 2.3514111 48.833124)",,,,,,,,,,
21648918,21648931,0,299741413,False,Rue Berbier-du-Mets,residential,30,23.823,"LINESTRING (2.3509989 48.8347913, 2.3509624 48.8348167, 2.3508995 48.8348604, 2.3507676 48.8349419)",,,,,,,,,,
21648931,6193754797,0,4080785,False,Rue Émile Deslandres,residential,30,140.38,"LINESTRING (2.3507676 48.8349419, 2.3506505 48.8349145, 2.3502577 48.8348226, 2.3490598 48.8345422, 2.3489605 48.8345189)",,,,,,,,,,
21648931,21649977,0,299741413,False,Rue Berbier-du-Mets,residential,30,115.75200000000001,"LINESTRING (2.3507676 48.8349419, 2.3505487 48.8350839, 2.3502142 48.835387, 2.3498381 48.8357795)",,,,,,,,,,
21648931,21648918,0,299741413,False,Rue Berbier-du-Mets,residential,30,23.823,"LINESTRING (2.3507676 48.8349419, 2.3508995 48.8348604, 2.3509624 48.8348167, 2.3509989 48.8347913)",,,,,,,,,,
21649977,21650018,0,4080787,True,Rue des Gobelins,residential,30,147.192,"LINESTRING (2.3498381 48.8357795, 2.3499346 48.8357956, 2.3502164 48.8358425, 2.3504598 48.8358739, 2.3507398 48.8358838, 2.3510959 48.8358709, 2.3518256 48.8358088)",,,,,,,,,,
21649977,21649683,0,172857781,True,Rue Berbier-du-Mets,residential,30,37.739,"LINESTRING (2.3498381 48.8357795, 2.3497607 48.8360044, 2.3497241 48.8361105)",,,,,,,,,,
21649977,21648931,0,299741413,False,Rue Berbier-du-Mets,residential,30,115.75200000000001,"LINESTRING (2.3498381 48.8357795, 2.3502142 48.835387, 2.3505487 48.8350839, 2.3507676 48.8349419)",,,,,,,,,,
21650018,21648013,0,51685820,True,Rue des Gobelins,residential,30,51.606,"LINESTRING (2.3518256 48.8358088, 2.3518866 48.8358242, 2.3523667 48.8358083, 2.3525166 48.8358433)",,,,,,,,,,
21657873,21658186,0,4081720,False,Rue du Moulinet,residential,30,84.341,"LINESTRING (2.3544077 48.8267827, 2.3542804 48.8267502, 2.3537883 48.8268059, 2.3537262 48.8268133, 2.353607 48.8268274, 2.3533291 48.8268069, 2.353277 48.8268031)",,,,,,,,,,
21657873,1701682702,0,157936518,True,Rue Henri Michaux,residential,30,88.68799999999999,"LINESTRING (2.3544077 48.8267827, 2.3543852 48.8268819, 2.3543428 48.8270683, 2.3542423 48.8275102, 2.3542284 48.8275715)",,,,,,,,,,
21658186,21658444,0,4081717,True,Rue du Moulin des Prés,residential,30,88.035,"LINESTRING (2.353277 48.8268031, 2.3529293 48.827561)",,,,,,,,,,
21658186,21657873,0,4081720,False,Rue du Moulinet,residential,30,84.34100000000001,"LINESTRING (2.353277 48.8268031, 2.3533291 48.8268069, 2.353607 48.8268274, 2.3537262 48.8268133, 2.3537883 48.8268059, 2.3542804 48.8267502, 2.3544077 48.8267827)",,,,,,,,,,
21658186,21658441,0,4081720,False,Rue du Moulinet,residential,30,135.09199999999998,"LINESTRING (2.353277 48.8268031, 2.3522305 48.8267347, 2.3515857 48.8268666, 2.3514725 48.8268898)",,,,,,,,,,
21658444,21658445,0,681340933,True,Rue du Moulin des Prés,residential,30,61.582,"LINESTRING (2.3529293 48.827561, 2.3527334 48.8280012, 2.3526934 48.8280926)",,,,,,,,,,
21658511,21658510,0,167813486,True,,residential,30,17.661,"LINESTRING (2.3527999 48.8285131, 2.3528849 48.8284861, 2.3529349 48.8284702, 2.3530172 48.8284441)",,,,,,,,,,
21658511,3922027153,0,372269144,True,Rue du Moulin-des-Prés,residential,30,21.299,"LINESTRING (2.3527999 48.8285131, 2.3527904 48.8283534, 2.3527885 48.8283217)",,,,,,,,,,
21658875,21658512,0,4081723,True,Rue du Moulin-des-Prés,residential,30,9.645,"LINESTRING (2.3527821 48.8299102, 2.352786 48.8298235)",,,,,,,,,,
21658911,5956435775,0,242517675,True,,service,20,88.63900000000001,"LINESTRING (2.3494316 48.8296927, 2.349398 48.8296397, 2.3493844 48.8296126, 2.3493546 48.8295575, 2.3492503 48.8295671, 2.3491082 48.8295936, 2.348913 48.8296461, 2.3485751 48.8297393, 2.3484257 48.8297792)",,,,,,parking_aisle,,,,
21659159,2624145619,0,4081736,True,Rue Paul Gervais,residential,30,6.227,"LINESTRING (2.3470367 48.8303305, 2.3470417 48.8303864)",,,,,,,,,,
21659594,245401812,0,172857783,False,Rue Corvisart,residential,30,21.744999999999997,"LINESTRING (2.3468679 48.8329247, 2.3469233 48.83281, 2.3469587 48.8327385)",,,,,,,,,,
21659594,21659597,0,172857785,True,Rue Corvisart,residential,30,125.78,"LINESTRING (2.3468679 48.8329247, 2.346847 48.8329617, 2.346547 48.8335572, 2.3463704 48.8339221, 2.3463329 48.8339996)",,,,,,,,,,
