u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,junction,width,bridge,access,service,tunnel,ref,est_width,area
360977,36480710,0,5210768,True,Rue de Gergovie,residential,30,34.69,"LINESTRING (2.319263 48.8305326, 2.319258 48.8306332, 2.3192318 48.8306545, 2.3190528 48.8307957)",,,,,,,,,,
361109,7679407161,0,542064424,True,Rue de la Chaussée d'Antin,secondary,30,136.97,"LINESTRING (2.3327119 48.8742988, 2.3327354 48.8742469, 2.3331807 48.8732282, 2.3332301 48.8731151)",,,,,,,,,,
361109,94219782,0,25469031,True,Rue de Provence,residential,30,189.72799999999998,"LINESTRING (2.3327119 48.8742988, 2.3327955 48.8743089, 2.3338672 48.8742811, 2.3342561 48.8742713, 2.3344515 48.8742646, 2.3352208 48.8742443, 2.3353021 48.8742376)",,,,,,,,,,
368014,5679638266,0,166031130,False,Boulevard Diderot,secondary,50,25.923000000000002,"LINESTRING (2.3867729 48.8473461, 2.3869392 48.8473659, 2.3870199 48.8473756, 2.3871218 48.8473865)",,,,,,,,,,
368014,367912778,0,32695452,False,Rue de Reuilly,tertiary,30,258.16299999999995,"LINESTRING (2.3867729 48.8473461, 2.3866885 48.8474529, 2.3859374 48.8484164, 2.3858015 48.8485918, 2.3853637 48.8491704, 2.3851651 48.8494126)",,,,,,,,,,
368014,411317259,0,34717498,False,Rue de Reuilly,tertiary,30,55.42399999999999,"LINESTRING (2.3867729 48.8473461, 2.3868616 48.8472358, 2.3869818 48.8470967, 2.3871423 48.846911)",,,,,,,,,,
368014,1775183390,0,596105328,False,Boulevard Diderot,secondary,30,19.503999999999998,"LINESTRING (2.3867729 48.8473461, 2.386619 48.8473277, 2.3865103 48.8473161)",,,,,,,,,,
368061,257712586,0,752044044,False,Avenue de Saint-Mandé,tertiary,,211.649,"LINESTRING (2.3982497 48.8453024, 2.3980812 48.8453185, 2.3979853 48.8453261, 2.3959605 48.8454971, 2.3957226 48.8455185, 2.3955149 48.8455372, 2.3953815 48.8455474)",,,,,,,,,,
368061,15378859,0,"[752044043, 123487806]",False,Avenue de Saint-Mandé,tertiary,,273.6,"LINESTRING (2.3982497 48.8453024, 2.3987593 48.8452621, 2.3991248 48.8452316, 2.4000455 48.8451533, 2.4010082 48.8450715, 2.4016648 48.8450157, 2.4018113 48.8450017, 2.4019578 48.8449876)",,,,,,,,,,
368061,368003,0,4039782,False,Avenue du Bel Air,residential,30,266.723,"LINESTRING (2.3982497 48.8453024, 2.3982405 48.8454068, 2.3981733 48.8455043, 2.3980849 48.8456221, 2.397436 48.8464927, 2.3968657 48.8472738, 2.396774 48.8473949, 2.3967168 48.8474701)",,,,,,,,,,
390027,2199846273,0,19725534,True,Rue de Montreuil,unclassified,30,147.231,"LINESTRING (2.3964579 48.8509679, 2.3961621 48.8509177, 2.3956255 48.8508269, 2.3952843 48.8507776, 2.3951794 48.8507624, 2.3946342 48.8506878, 2.3944978 48.85067)",,,,,,,,,,
390027,559067126,0,526161789,False,Rue de Montreuil,residential,30,130.916,"LINESTRING (2.3964579 48.8509679, 2.3965417 48.8509833, 2.3966218 48.8509978, 2.398116 48.8512657, 2.398184 48.8512779)",,,,,,,,,,
390030,6282793831,0,173315999,True,Rue de Montreuil,unclassified,30,9.909,"LINESTRING (2.3925211 48.8504119, 2.3923876 48.8503969)",,,,,,,,,,
470136,5526475311,0,68907088,False,Rue Gay-Lussac,tertiary,30,35.968,"LINESTRING (2.3420496 48.8443318, 2.3421235 48.8441766, 2.3421964 48.8440231)",,,,,,,,,,
470136,24984323,0,197591095,False,Rue Gay-Lussac,tertiary,30,192.383,"LINESTRING (2.3420496 48.8443318, 2.3419313 48.8445648, 2.3412803 48.8458457, 2.3412166 48.8459728)",,,,,,,,,,
704782,159658785,0,55497688,False,Avenue Daumesnil,secondary,30,49.37,"LINESTRING (2.4034875 48.8366973, 2.4036139 48.8366508, 2.4040676 48.8364708)",,,,,,,,,,
704782,15378825,0,55497688,False,Avenue Daumesnil,secondary,30,108.872,"LINESTRING (2.4034875 48.8366973, 2.4033334 48.8367515, 2.4032357 48.8367859, 2.4027063 48.8369722, 2.4021719 48.8371542)",,,,,,,,,,
704782,14950238,0,23899216,False,Avenue du Général Michel Bizot,tertiary,30,67.90599999999999,"LINESTRING (2.4034875 48.8366973, 2.4034026 48.8365797, 2.403361 48.8365388, 2.403001 48.8362812, 2.4029174 48.8362214)",,,,,,,,,,
8809435,8809434,0,4039883,True,Rue de Gravelle,residential,30,156.63899999999998,"LINESTRING (2.3970758 48.8356232, 2.3971326 48.8356689, 2.3975537 48.8360081, 2.3983793 48.8366754, 2.3984282 48.836715)",,,,,,,,,,
8809435,8809436,0,23785224,True,Rue de Wattignies,residential,30,190.373,"LINESTRING (2.3970758 48.8356232, 2.3962651 48.8358287, 2.3959361 48.8359121, 2.394783 48.8362045, 2.3946479 48.8362374)",1,,,,,,,,,
15378825,1775836985,0,130880771,True,Rue de Picpus,residential,30,23.286,"LINESTRING (2.4021719 48.8371542, 2.402247 48.8373577)",,,,,,,,,,
15378825,704782,0,55497688,False,Avenue Daumesnil,secondary,30,108.87199999999999,"LINESTRING (2.4021719 48.8371542, 2.4027063 48.8369722, 2.4032357 48.8367859, 2.4033334 48.8367515, 2.4034875 48.8366973)",,,,,,,,,,
15378825,268221926,0,438204230,False,Avenue Daumesnil,secondary,30,213.875,"LINESTRING (2.4021719 48.8371542, 2.4019499 48.8372381, 2.4018053 48.8372928, 2.4008065 48.8376702, 2.3996271 48.8380996)",,,,,,,,,,
15378825,15378833,0,4039938,True,Rue de Fécamp,residential,30,172.571,"LINESTRING (2.4021719 48.8371542, 2.4021293 48.837037, 2.4017448 48.8368502, 2.4009916 48.83649, 2.4009234 48.8364578, 2.4004359 48.8362271, 2.4003697 48.8361958)",,,,,,,,,,
15378847,8809435,0,631850954,True,Rue de Wattignies,residential,30,55.56,"LINESTRING (2.3977785 48.8354342, 2.3976803 48.8354606, 2.397219 48.8355847, 2.3970758 48.8356232)",1,,,,,,,,,
17809179,621240917,0,48965339,True,Quai de Jemmapes,cycleway,,199.721,"LINESTRING (2.3658688 48.8773655, 2.3659699 48.8774381, 2.3662247 48.8777472, 2.3671901 48.8788666, 2.3671858 48.8789257)",,,,,,,,,,
19722936,361116,0,"[68247749, 4039373]",True,Place de Clichy,"['primary', 'primary_link']",50,44.368,"LINESTRING (2.3275098 48.8833741, 2.3276253 48.8834129, 2.3276856 48.8834361, 2.3276442 48.8835492, 2.3276239 48.883605, 2.3275607 48.8836894)",,circular,,,,,,,,
21292407,21292409,0,56640608,False,Boulevard Arago,secondary,50,248.533,"LINESTRING (2.3449903 48.8349543, 2.3448562 48.8349484, 2.3447516 48.8349438, 2.34323 48.8348766, 2.3425377 48.8348494, 2.3422735 48.8348374, 2.3418348 48.8348224, 2.3417235 48.8348186, 2.3416015 48.8348131)",,,,,,,,,,
21292407,17975528,0,4039387,False,Rue de la Glacière,tertiary,30,148.635,"LINESTRING (2.3449903 48.8349543, 2.3450116 48.835068, 2.3450609 48.8353143, 2.3451416 48.8357619, 2.345243 48.8362806)",,,,,,,,,,
21292407,100292741,0,32529472,False,Rue de la Glacière,tertiary,30,89.261,"LINESTRING (2.3449903 48.8349543, 2.3449702 48.8348465, 2.3448871 48.8344003, 2.3448612 48.8342608, 2.3448449 48.8341573)",,,,,,,,,,
21292409,21292407,0,56640608,False,Boulevard Arago,secondary,50,248.533,"LINESTRING (2.3416015 48.8348131, 2.3417235 48.8348186, 2.3418348 48.8348224, 2.3422735 48.8348374, 2.3425377 48.8348494, 2.34323 48.8348766, 2.3447516 48.8349438, 2.3448562 48.8349484, 2.3449903 48.8349543)",,,,,,,,,,
21292409,5295211210,0,"[299741417, 477385895]",False,Boulevard Arago,secondary,50,300.48,"LINESTRING (2.3416015 48.8348131, 2.3414467 48.8348079, 2.3413683 48.8348035, 2.3382128 48.8346635, 2.3380557 48.834657, 2.3375053 48.834633)",,,,,,,,,,
21292409,249910847,0,11288541,False,Rue de la Santé,residential,30,190.491,"LINESTRING (2.3416015 48.8348131, 2.341584 48.8346959, 2.3415773 48.8346507, 2.3413043 48.8332443, 2.3412772 48.8331134)",,,,,,,,,,
21292409,36467166,0,23047039,False,Rue de la Santé,residential,30,63.128,"LINESTRING (2.3416015 48.8348131, 2.3416167 48.8349166, 2.3416768 48.8353261, 2.3416844 48.8353782)",,,,,,,,,,
21292412,21649685,0,548078039,False,Boulevard Arago,secondary,50,79.961,"LINESTRING (2.3511666 48.8365716, 2.3510098 48.836522, 2.3508611 48.8364743, 2.3504703 48.8363489, 2.3501813 48.836261)",,,,,,,,,,
21292412,411736431,0,"[548078037, 548078038]",True,"['Boulevard Arago', 'Boulevard Saint-Marcel']",cycleway,,90.10499999999999,"LINESTRING (2.3511666 48.8365716, 2.3512713 48.8364688, 2.3516502 48.8365843, 2.3519319 48.8366702, 2.3520813 48.8367189, 2.3521639 48.8368)",,,,,,,,,,
21346796,2386532733,0,695578271,False,Quai Branly,primary,50,18.008,"LINESTRING (2.2888812 48.854607, 2.2890223 48.8547397)",,,,,,,,,,
21649682,245924632,0,299741410,False,Boulevard Arago,secondary,50,80.57300000000001,"LINESTRING (2.3485644 48.8357339, 2.3488668 48.8358334, 2.3489349 48.8358553, 2.3494683 48.8360271, 2.3495518 48.8360543)",,,,,,,,,,
21649682,21659624,0,172857788,True,Rue Pascal,residential,30,30.060000000000002,"LINESTRING (2.3485644 48.8357339, 2.3485665 48.8358644, 2.3485507 48.8359096, 2.3484885 48.8359936)",,,,,,,,,,
21649685,21292412,0,548078039,False,Boulevard Arago,secondary,50,79.961,"LINESTRING (2.3501813 48.836261, 2.3504703 48.8363489, 2.3508611 48.8364743, 2.3510098 48.836522, 2.3511666 48.8365716)",,,,,,,,,,
21658441,21658443,0,744515450,False,Rue Bobillot,tertiary,30,39.588,"LINESTRING (2.3514725 48.8268898, 2.3515873 48.8270029, 2.351773 48.8271858)",,,,,,,,,,
21658441,246263427,0,85735933,False,Rue Bobillot,tertiary,30,29.337000000000003,"LINESTRING (2.3514725 48.8268898, 2.3513607 48.8267804, 2.3512488 48.8266709)",,,,,,,,,,
21658441,21658186,0,4081720,False,Rue du Moulinet,residential,30,135.09199999999998,"LINESTRING (2.3514725 48.8268898, 2.3515857 48.8268666, 2.3522305 48.8267347, 2.353277 48.8268031)",,,,,,,,,,
21658442,21658445,0,85735937,False,Rue Bobillot,tertiary,30,81.114,"LINESTRING (2.3520793 48.8274854, 2.3524293 48.8278324, 2.352553 48.8279543, 2.3525915 48.8279922, 2.3526934 48.8280926)",,,,,,,,,,
21658442,21658443,0,744515450,False,Rue Bobillot,tertiary,30,40.158,"LINESTRING (2.3520793 48.8274854, 2.3519658 48.8273758, 2.351773 48.8271858)",,,,,,,,,,
21658442,21658501,0,56123540,True,Place Paul Verlaine,living_street,20,60.927,"LINESTRING (2.3520793 48.8274854, 2.352006 48.8275325, 2.3519801 48.8275624, 2.3518471 48.8279515, 2.3518307 48.8279975)",,,,,,,,,,
21658442,21658444,0,4081730,True,Place Paul Verlaine,residential,30,63.978,"LINESTRING (2.3520793 48.8274854, 2.3521725 48.8274601, 2.352238 48.8274615, 2.3528535 48.8275496, 2.3529293 48.827561)",,,,,,,,,,
21658443,21658441,0,744515450,False,Rue Bobillot,tertiary,30,39.588,"LINESTRING (2.351773 48.8271858, 2.3515873 48.8270029, 2.3514725 48.8268898)",,,,,,,,,,
21658443,21658442,0,744515450,False,Rue Bobillot,tertiary,30,40.158,"LINESTRING (2.351773 48.8271858, 2.3519658 48.8273758, 2.3520793 48.8274854)",,,,,,,,,,
21658445,21658446,0,171948837,False,Rue Bobillot,tertiary,30,6.918,"LINESTRING (2.3526934 48.8280926, 2.3527441 48.8281451)",,,,,,,,,,
21658445,21658442,0,85735937,False,Rue Bobillot,tertiary,30,81.114,"LINESTRING (2.3526934 48.8280926, 2.3525915 48.8279922, 2.352553 48.8279543, 2.3524293 48.8278324, 2.3520793 48.8274854)",,,,,,,,,,
21658878,659902154,0,372269138,True,Rue Bobillot,tertiary,30,74.42699999999999,"LINESTRING (2.3545654 48.8303532, 2.3548746 48.8307177, 2.3548991 48.8307465, 2.3550047 48.830871, 2.3550258 48.8308959, 2.3550376 48.8309098, 2.3550611 48.8309376)",3,,,,,,,,,
21658878,21658875,0,4081721,True,Rue du Père Guérin,residential,30,144.34900000000002,"LINESTRING (2.3545654 48.8303532, 2.3544701 48.8303886, 2.3544197 48.8304064, 2.3543672 48.8304018, 2.3535575 48.8301498, 2.3528363 48.8299235, 2.3527821 48.8299102)",,,,,,,,,,
24911715,24911713,0,"[674040092, 35994471]",True,Rue Joseph de Maistre,residential,30,187.347,"LINESTRING (2.3305179 48.8924526, 2.3308081 48.8915611, 2.3309037 48.8913057, 2.3309771 48.8910654, 2.3309845 48.8909871, 2.3310202 48.8908659, 2.3310567 48.8908075)",,,,,,,,,,
24911716,6545408547,0,696960651,True,Rue Marcadet,residential,,111.305,"LINESTRING (2.3335208 48.8918534, 2.333364 48.891883, 2.3320637 48.8921435)",,,,,,,,,,
24911716,24911710,0,24014524,True,Rue Eugène Carrière,residential,30,129.407,"LINESTRING (2.3335208 48.8918534, 2.3335067 48.8917605, 2.3333539 48.8907502, 2.3333421 48.8906956)",,,,,,,,,,
24911716,5299379473,0,548557135,True,Rue Carpeaux,residential,30,97.41,"LINESTRING (2.3335208 48.8918534, 2.3333317 48.8917744, 2.3323969 48.8913829)",,,,,,,,,,
24912995,24912996,0,24663753,True,Rue du Couédic,residential,30,65.437,"LINESTRING (2.332901 48.8302089, 2.3329869 48.8302116, 2.3336967 48.830234, 2.3337937 48.8302394)",,,,,,,,,,
24912995,6344942405,0,25478299,True,Rue du Couédic,residential,30,133.523,"LINESTRING (2.332901 48.8302089, 2.3328266 48.830206, 2.3311493 48.8301415, 2.33108 48.8301389)",,,,,,,,,,
24912996,249905951,0,23142152,False,,path,,18.734,"LINESTRING (2.3337937 48.8302394, 2.3338465 48.8302457, 2.3339069 48.8302547, 2.3339866 48.8302665, 2.3340437 48.8302753)",,,,,,,,,,
24912996,24912958,0,169127631,True,Avenue René Coty,tertiary,30,51.843,"LINESTRING (2.3337937 48.8302394, 2.3339254 48.8298825, 2.3339636 48.8297868)",,,,,,,,,,
24913010,25574315,0,"[584411521, 4261998]",True,Rue du Père Corentin,residential,30,124.773,"LINESTRING (2.3307382 48.8261281, 2.3308588 48.8262087, 2.3318474 48.826884, 2.3319192 48.8269371)",,,,,,,,,,
24913010,24913012,0,"[635796658, 25471629]",True,Rue du Père Corentin,residential,30,88.507,"LINESTRING (2.3307382 48.8261281, 2.3306694 48.8260798, 2.3301228 48.8257094, 2.3299886 48.8256185, 2.329897 48.8255564)",,,,,,,,,,
24913010,24923996,0,72081759,True,Rue Marie-Rose,residential,30,78.171,"LINESTRING (2.3307382 48.8261281, 2.3306703 48.8261719, 2.3300616 48.8265647, 2.3299756 48.8266202)",,,,,,,,,,
24913014,7025964875,0,4261996,True,Rue Henri Regnault,residential,30,170.14099999999996,"LINESTRING (2.3288646 48.824851, 2.3289131 48.8248229, 2.3289423 48.8248145, 2.3310355 48.8243909, 2.3310716 48.8243836)",,,,,,,,,,
24913014,24913015,0,72081752,True,Rue Prisse d'Avennes,residential,30,115.981,"LINESTRING (2.3288646 48.824851, 2.3287885 48.8248991, 2.3278149 48.8255142, 2.3277215 48.8255732)",,,,,,,,,,
24913014,24913016,0,635796660,True,Rue du Père Corentin,residential,30,56.673,"LINESTRING (2.3288646 48.824851, 2.3288031 48.8248102, 2.3283809 48.8245276, 2.3283215 48.8244878)",,,,,,,,,,
24913023,24913010,0,4261993,True,Rue du Douanier Rousseau,residential,30,72.65599999999999,"LINESTRING (2.3316904 48.8259438, 2.3315573 48.8259696, 2.3308826 48.8261002, 2.3307382 48.8261281)",,,,,,,,,,
24913023,100294494,0,23123726,True,Rue Saint-Yves,residential,30,205.12,"LINESTRING (2.3316904 48.8259438, 2.3317996 48.8259327, 2.3344593 48.8256612)",,,,,,,,,,
24913023,7007019407,0,685724037,True,Rue de la Tombe Issoire,residential,30,35.435,"LINESTRING (2.3316904 48.8259438, 2.331659 48.8258683, 2.3315773 48.825634)",,,,,,,,,,
25001240,25001430,0,173315999,True,Rue de Montreuil,unclassified,30,98.482,"LINESTRING (2.3919177 48.8503942, 2.390709 48.850466, 2.3905772 48.8504738)",,,,,,,,,,
25001240,390033,0,8059195,True,Rue Chevreul,residential,30,159.00400000000002,"LINESTRING (2.3919177 48.8503942, 2.391922 48.8503449, 2.3920275 48.8491266, 2.3920084 48.8489668)",,,,,,,,,,
25001430,340402108,0,4039302,True,Rue des Boulets,residential,30,171.113,"LINESTRING (2.3905772 48.8504738, 2.3905044 48.8505429, 2.3901344 48.850894, 2.3895256 48.8515423, 2.3893536 48.8517824)",,,,,,,,,,
25001430,25001421,0,162032654,True,Rue de Montreuil,unclassified,30,47.209,"LINESTRING (2.3905772 48.8504738, 2.3904571 48.8504732, 2.3899323 48.8504615)",,,,,,,,,,
25002663,1284603813,0,5494311,True,Rue Dugommier,unclassified,30,56.088,"LINESTRING (2.3917669 48.8400216, 2.3918007 48.8400358, 2.3923478 48.840266, 2.3924126 48.8402933)",,,,,,,,,,
25002663,25002675,0,4236201,True,Rue Pleyel,residential,30,93.902,"LINESTRING (2.3917669 48.8400216, 2.3915947 48.8400321, 2.39065 48.8400944, 2.3904905 48.8401074)",,,,,,,,,,
25008900,367906705,0,670941682,True,Rue de Montreuil,unclassified,30,67.454,"LINESTRING (2.3865523 48.8504472, 2.3864606 48.850448, 2.3856305 48.8504555)",,,,,,,,,,
25273423,25581031,0,"[54054009, 751818082, 19856737]",True,"['Rue de Montpensier', 'Rue de Beaujolais']",residential,30,375.29300000000006,"LINESTRING (2.3362593 48.8637913, 2.3363855 48.8640162, 2.3364688 48.8641768, 2.3367125 48.8646329, 2.3369047 48.8650097, 2.3369902 48.8651739, 2.3371569 48.8655207, 2.337568 48.8663281, 2.3375989 48.8663447, 2.3376319 48.8663523, 2.3378712 48.8662962, 2.3379572 48.866275, 2.3384899 48.8661484, 2.3385567 48.8661328)",,,,,,,,,,
25273423,25207327,0,19856739,False,Rue de Montpensier,residential,30,27.665,"LINESTRING (2.3362593 48.8637913, 2.3360977 48.8638268, 2.3359914 48.8638507, 2.3359014 48.8638717)",,,,,,,,,,
25554694,6282960235,0,"[39371291, 674945572, 674945573, 4039366]",True,"['Boulevard de Sébastopol', 'Place du Châtelet']",primary,50,160.915,"LINESTRING (2.3472935 48.8571857, 2.3473357 48.857199, 2.3473611 48.8572085, 2.3474329 48.8572424, 2.3474941 48.8572826, 2.3475347 48.8573181, 2.347556 48.8573352, 2.3475686 48.857357, 2.3476743 48.8575378, 2.3476894 48.8575659, 2.3477222 48.8576268, 2.3477767 48.8577244, 2.3478452 48.857851, 2.3479898 48.8580983, 2.348101 48.8582979, 2.3481549 48.8584021, 2.3481715 48.8584323, 2.3481964 48.8584753)","['5', '2']",,,,,,,,,
25574314,24913009,0,23170887,False,Rue de la Tombe Issoire,residential,30,34.614,"LINESTRING (2.3321003 48.8268677, 2.3322448 48.8271641)",,,,,,,,,,
25574314,82409093,0,616558132,True,Rue de la Tombe Issoire,residential,30,67.795,"LINESTRING (2.3321003 48.8268677, 2.3320624 48.826797, 2.3318364 48.8262834)",,,,,,,,,,
25574315,25574314,0,23171003,True,Rue de l'Aude,residential,30,15.34,"LINESTRING (2.3319192 48.8269371, 2.3321003 48.8268677)",,,,,,,,,,
25625651,25625653,0,"[742319538, 742319539]",True,Rue François-Ier,residential,30,127.584,"LINESTRING (2.3059804 48.8672312, 2.3057838 48.8673568, 2.3050048 48.8678401, 2.3047143 48.8680204)",,,,,,,,,,
25625653,25625930,0,69325369,True,Rue François-Ier,residential,30,102.229,"LINESTRING (2.3047143 48.8680204, 2.3046235 48.8680773, 2.303788 48.8686007, 2.3037039 48.8686556)",,,,,,,,,,
25625653,25625654,0,4294010,False,Rue de la Trémoille,residential,30,104.533,"LINESTRING (2.3047143 48.8680204, 2.3046297 48.8679728, 2.3036937 48.8674461, 2.3036283 48.8674093)",,,,,,,,,,
25625927,25625929,0,69325369,True,Rue François-Ier,residential,30,35.131,"LINESTRING (2.303111 48.869021, 2.302879 48.8691718, 2.3027694 48.8692431)",,,,,,,,,,
25625927,25625925,0,4294009,True,Rue de Cerisoles,residential,30,96.642,"LINESTRING (2.303111 48.869021, 2.3030336 48.8689699, 2.3029562 48.8689187, 2.3027754 48.8687344, 2.3022776 48.868418, 2.3022228 48.8683832)",,,,,,,,,,
25625929,25625939,0,69325369,True,Rue François-Ier,residential,30,57.114,"LINESTRING (2.3027694 48.8692431, 2.3026732 48.8693044, 2.302209 48.8696008)",,,,,,,,,,
25625929,5996498068,0,365158944,False,Rue Pierre Charron,residential,30,218.78499999999997,"LINESTRING (2.3027694 48.8692431, 2.3028736 48.869294, 2.3037264 48.8697219, 2.3047146 48.8702163, 2.3050122 48.8703746, 2.3051398 48.870443)",,,,,,,,,,
25625929,25625924,0,365158944,False,Rue Pierre Charron,residential,30,96.21000000000001,"LINESTRING (2.3027694 48.8692431, 2.3027262 48.8692212, 2.3026621 48.8691887, 2.3017278 48.8687147)",,,,,,,,,,
25625930,25625927,0,69325369,True,Rue François-Ier,residential,30,59.428,"LINESTRING (2.3037039 48.8686556, 2.3036402 48.868693, 2.303111 48.869021)",,,,,,,,,,
25625930,828728741,0,4294007,True,Rue Marbeuf,residential,30,248.53500000000003,"LINESTRING (2.3037039 48.8686556, 2.3038014 48.8687163, 2.3044884 48.8691421, 2.3049929 48.8694195, 2.3062054 48.8699976, 2.3063427 48.8700575)",,,,,,,,,,
25625939,25625960,0,69325369,True,Rue François-Ier,residential,30,78.874,"LINESTRING (2.302209 48.8696008, 2.3014258 48.8700884)",,,,,,,,,,
25625960,25625959,0,24930618,True,Rue François 1er,residential,30,32.228,"LINESTRING (2.3014258 48.8700884, 2.3013536 48.8700831, 2.301195 48.8700714, 2.3009879 48.8700562)",,,,,,,,,,
25625960,829132672,0,742319537,True,Rue François-Ier,residential,30,11.514,"LINESTRING (2.3014258 48.8700884, 2.3013931 48.8701087, 2.3013118 48.8701598)",,,,,,,,,,
26401644,214886662,0,20277845,True,Rue d'Ormesson,residential,30,61.091,"LINESTRING (2.3619471 48.8554507, 2.362023 48.8554324, 2.3622439 48.8553769, 2.3625408 48.855295, 2.362658 48.8552619, 2.3627207 48.8552442)",,,,,,,,,,
26401644,26401095,0,64972826,True,Rue de Sévigné,residential,30,55.882,"LINESTRING (2.3619471 48.8554507, 2.3620009 48.8554972, 2.3620438 48.855533, 2.3621014 48.8555892, 2.3621758 48.8557047, 2.3622582 48.855861, 2.3622796 48.8558983)",,,,,,,,,,
26401696,5760792405,0,607979640,False,Rue de Sévigné,cycleway,,3.786,"LINESTRING (2.3616693 48.8550871, 2.3616451 48.855057)",,,,,,,,,,
26401696,26401644,0,4574348,True,Rue de Sévigné,residential,30,45.251000000000005,"LINESTRING (2.3616693 48.8550871, 2.3617233 48.8551579, 2.3617444 48.8551854, 2.3619471 48.8554507)",,,,,,,,,,
26401696,26401646,0,171879421,True,Rue de Rivoli,cycleway,50,41.024,"LINESTRING (2.3616693 48.8550871, 2.3615432 48.8551046, 2.3614383 48.8551317, 2.3611386 48.8552039)",2,,,,,,,,,
26401696,693515550,0,390298286,True,Rue de Rivoli,service,,42.051,"LINESTRING (2.3616693 48.8550871, 2.3615617 48.8551328, 2.3614577 48.8551615, 2.3611453 48.8552391)",,,,,,,,,,
27180835,7653135864,0,"[819539232, 819539233, 819521012]",False,"['Route des Tribunes', 'Carrefour des Tribunes', 'Route des Moulins']",cycleway,,412.57300000000004,"LINESTRING (2.2300683 48.8614147, 2.2300945 48.8616057, 2.2302407 48.8618836, 2.2303021 48.8619955, 2.2303842 48.862113, 2.2304318 48.8621831, 2.2306425 48.862482, 2.2308911 48.8627376, 2.2310843 48.8629004, 2.2312988 48.8630782, 2.2315382 48.8632489, 2.2317468 48.8633751, 2.2319908 48.8635118, 2.232425 48.8637226, 2.2327063 48.8638594, 2.2330221 48.8640353, 2.2333668 48.864263, 2.2334034 48.8642573)",,,2.5,,,,,,,
27234851,277520265,0,"[138276755, 748659381]",False,Boulevard de Courcelles,primary,50,46.533,"LINESTRING (2.3155495 48.8812167, 2.3153333 48.8811877, 2.3152002 48.8811698, 2.3151315 48.8811606, 2.314926 48.881133)",4,,,,,,,,,
27234851,822185529,0,4447085,True,Boulevard des Batignolles,primary,30,53.343999999999994,"LINESTRING (2.3155495 48.8812167, 2.3157797 48.8811759, 2.316268 48.8812102)",,,,,,,,,,
27323225,2722947790,0,614904272,False,Rue de Courcelles,unclassified,,73.279,"LINESTRING (2.2954143 48.8868341, 2.2952212 48.8870368, 2.2948744 48.8873893)",,,,,,,,,,
27323501,2208333169,0,27638420,True,Place du Docteur Félix Lobligeois,residential,30,30.304,"LINESTRING (2.318484 48.886413, 2.3184521 48.8863963, 2.3184336 48.8863865, 2.3184026 48.8863786, 2.3183473 48.8863709, 2.3183046 48.886374, 2.3182677 48.8863778, 2.318224 48.8863871, 2.3181903 48.8864001, 2.3181653 48.8864148, 2.3181261 48.8864458)",,,,,,,,,,
27323501,241081749,0,8415026,True,Place du Docteur Félix Lobligeois,residential,30,26.628,"LINESTRING (2.318484 48.886413, 2.3185015 48.8864273, 2.3185148 48.8864481, 2.3185261 48.8864665, 2.318535 48.8864923, 2.3185357 48.8865091, 2.318533 48.8865329, 2.318523 48.8865609, 2.3185081 48.8865883, 2.3184885 48.8866173, 2.3184681 48.8866347)",,,,,,,,,,
27323728,273692759,0,"[819897361, 18650291]",True,Avenue de Saint-Ouen,primary,30,59.650999999999996,"LINESTRING (2.3255897 48.8874983, 2.3256459 48.8876743, 2.3256711 48.8877531, 2.3257574 48.8880233)",,,,,,,,,,
27323728,27323738,0,196820521,False,Avenue de Clichy,primary,50,85.31700000000001,"LINESTRING (2.3255897 48.8874983, 2.3256439 48.8873796, 2.325742 48.8871648, 2.325882 48.8868472, 2.3259194 48.8867623)",3,,,,,,,,,
32560746,6620531018,0,"[362231920, 17242996, 68907549, 565522607]",True,Avenue Franklin Delano Roosevelt,tertiary,,429.907,"LINESTRING (2.3100236 48.8730914, 2.3100406 48.8729854, 2.3100572 48.8728282, 2.3100688 48.8727106, 2.3100745 48.872596, 2.3100814 48.8725169, 2.3100832 48.8714496, 2.3100809 48.871388, 2.3100806 48.8713142, 2.3100886 48.8706112, 2.3100895 48.8705292, 2.3100904 48.8704732, 2.3101017 48.8697279, 2.3101026 48.8696731, 2.3101066 48.8695682, 2.3101182 48.8692595, 2.3101202 48.8692268)",1,,,,,,,,,
34816181,34817757,0,5096827,True,Avenue Georges Mandel,secondary,50,87.03399999999999,"LINESTRING (2.286485 48.8631099, 2.2862624 48.8631338, 2.2862169 48.8631394, 2.2861705 48.8631445, 2.2859139 48.863175, 2.285314 48.8632483)",,,,,,,,,,
34816424,1524863454,0,647514313,True,Avenue Henri Martin,secondary,50,221.42499999999998,"LINESTRING (2.2691588 48.8629558, 2.2692908 48.862958, 2.2695579 48.862993, 2.2695745 48.8629968, 2.2698223 48.8630533, 2.2701986 48.8631664, 2.2706317 48.8633449, 2.2710774 48.8635439, 2.2714761 48.8636938, 2.271851 48.8638185)",,,,,,,,,,
34816432,34816433,0,494395983,True,Avenue Henri Martin,secondary,50,179.858,"LINESTRING (2.2749366 48.8642144, 2.2750681 48.8642102, 2.2752833 48.864192, 2.2771885 48.8639781, 2.2772381 48.8639726, 2.2773634 48.8639585)",,,,,,,,,,
