u,v,key,osmid,name,highway,maxspeed,oneway,length,geometry,lanes,junction,ref,bridge,width,service,tunnel,access
25554243,368190,0,123461259,Quai François Mitterrand,primary,50,True,492.918,"LINESTRING (2.3333523 48.8601121, 2.3336663 48.8600394, 2.3336974 48.8600322, 2.33404 48.8599523, 2.335264 48.8596779, 2.3365677 48.8593829, 2.3367202 48.8593587, 2.3372183 48.8593183, 2.3378858 48.8592545, 2.3379718 48.8592475, 2.3384715 48.8591788, 2.3385729 48.8591647, 2.3390268 48.8591071, 2.3395461 48.8590381, 2.3396372 48.8590244, 2.339848 48.8589898)",3,,,,,,,
25554265,25554266,0,"[4039451, 583429791]",Rue Saint-Honoré,tertiary,30,True,49.492999999999995,"LINESTRING (2.3374669 48.8626737, 2.3375365 48.8626553, 2.3378547 48.8625644, 2.3380891 48.8624989)",,,,,,,,
25554266,25581035,0,4263214,Rue des Bons Enfants,living_street,20,True,79.701,"LINESTRING (2.3380891 48.8624989, 2.3381252 48.862561, 2.3384441 48.8631091, 2.3384786 48.8631683)",,,,,,alley,,
25554266,25554267,0,583429791,Rue Saint-Honoré,tertiary,30,True,84.65299999999999,"LINESTRING (2.3380891 48.8624989, 2.3381852 48.8624743, 2.3385408 48.8623831, 2.3389674 48.8622737, 2.3391673 48.8622224)",,,,,,,,
25554267,25581037,0,4263218,Rue Croix des Petits Champs,unclassified,,False,89.25,"LINESTRING (2.3391673 48.8622224, 2.3391972 48.8622932, 2.3393893 48.8627479, 2.3394724 48.8629389, 2.3394984 48.8629949)",,,,,,,,
25554267,15643100,0,54059926,Rue Saint-Honoré,tertiary,30,False,23.948999999999998,"LINESTRING (2.3391673 48.8622224, 2.3392682 48.8621897, 2.3394581 48.8621235)",,,,,,,,
25554268,25581051,0,4263216,Rue Jean-Jacques Rousseau,living_street,20,True,186.059,"LINESTRING (2.3396722 48.86207, 2.3397684 48.8621198, 2.3403087 48.8623991, 2.3403323 48.8624113, 2.3407499 48.8626272, 2.3412928 48.8629078, 2.3415402 48.8630358, 2.341672 48.8631039)",,,,,,,,
25554268,25554269,0,54059925,Rue Saint-Honoré,tertiary,30,True,66.66,"LINESTRING (2.3396722 48.86207, 2.3397641 48.8620471, 2.3405241 48.8618572)",,,,,,,,
25554269,25554270,0,4261427,Rue de l'Oratoire,residential,30,True,85.775,"LINESTRING (2.3405241 48.8618572, 2.3404715 48.8618137, 2.3399005 48.8613225, 2.3398675 48.8612941, 2.3398369 48.8612667, 2.3398124 48.8612442)",,,,,,,,
25554269,15643104,0,54059925,Rue Saint-Honoré,tertiary,30,True,53.394000000000005,"LINESTRING (2.3405241 48.8618572, 2.340687 48.8618166, 2.3410999 48.8617134, 2.3412065 48.8616868)",,,,,,,,
25554300,25554420,0,"[192222129, 34681705, 123324309]","['Rue du Louvre', ""Rue de l'Amiral de Coligny""]",tertiary,"['50', '30']",False,87.55600000000001,"LINESTRING (2.3405664 48.8603845, 2.3406076 48.8604673, 2.3407723 48.8607981, 2.3407789 48.8608114, 2.3408067 48.8608673, 2.3408314 48.8609169, 2.3408523 48.8609581, 2.3408861 48.8610237, 2.3408983 48.8610477, 2.3409393 48.8611327)",,,,,,,,
25554300,25554425,0,"[545617466, 545616651]",Rue de l'Amiral de Coligny,tertiary,50,False,103.498,"LINESTRING (2.3405664 48.8603845, 2.3404655 48.8601747, 2.3403548 48.8599622, 2.3403343 48.859923, 2.3401151 48.8595024)",,,,,,,,
25554310,5059182779,0,53772772,Place de l'École,residential,30,True,56.5,"LINESTRING (2.3418102 48.859145, 2.3416619 48.8587945, 2.3416031 48.8586555)",,,,,,alley,,
25554420,25554300,0,"[34681705, 192222129, 123324309]","['Rue du Louvre', ""Rue de l'Amiral de Coligny""]",tertiary,"['50', '30']",False,87.556,"LINESTRING (2.3409393 48.8611327, 2.3408983 48.8610477, 2.3408861 48.8610237, 2.3408523 48.8609581, 2.3408314 48.8609169, 2.3408067 48.8608673, 2.3407789 48.8608114, 2.3407723 48.8607981, 2.3406076 48.8604673, 2.3405664 48.8603845)",,,,,,,,
25554420,15643104,0,34681705,Rue du Louvre,tertiary,30,False,64.64,"LINESTRING (2.3409393 48.8611327, 2.3410336 48.8613265, 2.3411813 48.8616361, 2.3412065 48.8616868)",,,,,,,,
25554420,25554421,0,"[53773757, 549930591]","['Rue Jean Tison', 'Rue Bailleul']",residential,30,True,59.836000000000006,"LINESTRING (2.3409393 48.8611327, 2.3410649 48.8611056, 2.3413218 48.8610503, 2.3412478 48.8608927, 2.3412347 48.8608646, 2.3412118 48.8608158, 2.3411956 48.86079)",,,,,,,,
25554424,6375859107,0,4261448,Rue de l'Arbre Sec,residential,30,True,109.28499999999998,"LINESTRING (2.3423329 48.8604054, 2.3423505 48.8604573, 2.3423698 48.8605048, 2.3424588 48.8606974, 2.3424951 48.8609167, 2.3424954 48.8609268, 2.342507 48.8613284, 2.3425083 48.8613752)",,,,,,,,
25554424,25554310,0,4261452,Rue de l'Arbre Sec,residential,30,True,145.305,"LINESTRING (2.3423329 48.8604054, 2.3423229 48.860378, 2.3423029 48.8603311, 2.3421059 48.8598939, 2.3420939 48.8598671, 2.3420614 48.8597816, 2.34188 48.859304, 2.3418102 48.859145)",,,,,,alley,,
25554425,282187576,0,4261451,Place du Louvre,residential,30,False,40.578,"LINESTRING (2.3401151 48.8595024, 2.3404917 48.8594234, 2.3406436 48.8593916)",,,,,,,,
25554425,368190,0,545617466,Rue de l'Amiral de Coligny,tertiary,50,False,60.256,"LINESTRING (2.3401151 48.8595024, 2.3399596 48.859204, 2.3399492 48.859183, 2.339848 48.8589898)",,,,,,,,
25554425,25554300,0,"[545617466, 545616651]",Rue de l'Amiral de Coligny,tertiary,50,False,103.49799999999999,"LINESTRING (2.3401151 48.8595024, 2.3403343 48.859923, 2.3403548 48.8599622, 2.3404655 48.8601747, 2.3405664 48.8603845)",,,,,,,,
25554435,2468304233,0,306435447,Rue du Pont Neuf,residential,30,False,5.073,"LINESTRING (2.3439727 48.8598795, 2.3440055 48.8599197)",,,,,,,,
25554435,676821341,0,"[53578242, 53772771, 688234524, 693305213]","['Rue du Pont Neuf', 'Rue Boucher']","['living_street', 'residential']","['20', '30']",True,125.71900000000001,"LINESTRING (2.3439727 48.8598795, 2.3439523 48.859853, 2.3439095 48.8598065, 2.3438893 48.8597845, 2.343625 48.8594972, 2.3437187 48.8594973, 2.3438178 48.8594974, 2.3445788 48.8594973, 2.3446662 48.8594973)",,,,,,,,
25554440,15643104,0,25486329,Rue Saint-Honoré,residential,30,True,81.90299999999999,"LINESTRING (2.34228 48.8614776, 2.3422109 48.8614916, 2.3413422 48.8616596, 2.3412065 48.8616868)",,,,,,,,
25554441,25554440,0,25486329,Rue Saint-Honoré,residential,30,True,17.298,"LINESTRING (2.3425103 48.8614423, 2.34228 48.8614776)",,,,,,,,
25554441,6375859101,0,680891791,Rue Saint-Honoré,residential,30,False,2.11,"LINESTRING (2.3425103 48.8614423, 2.3425384 48.861438)",,,,,,,,
25554441,6375859107,0,680891794,Rue de l'Arbre Sec,residential,30,False,10.849,"LINESTRING (2.3425103 48.8614423, 2.3424883 48.8614375, 2.3424717 48.8614268, 2.3424638 48.8614109, 2.3424685 48.8613944, 2.3424846 48.8613815, 2.3425083 48.8613752)",,,,,,,,
25554442,25554537,0,4262927,Rue des Prouvaires,residential,30,True,70.21900000000001,"LINESTRING (2.3439952 48.8611886, 2.3440321 48.8612367, 2.3442836 48.8617143, 2.3443172 48.861783)",,,,,,alley,,
25554442,15643102,0,34868295,Rue Saint-Honoré,residential,30,True,67.317,"LINESTRING (2.3439952 48.8611886, 2.3440808 48.8611795, 2.344748 48.8610898, 2.3448967 48.8610675)",,,,,,,,
25554444,15643102,0,45828694,Rue Saint-Honoré,residential,30,True,76.423,"LINESTRING (2.34577 48.8607054, 2.3457298 48.8607257, 2.3456345 48.8607781, 2.3456092 48.8607907, 2.3452928 48.8609612, 2.3450378 48.8610409, 2.3449921 48.8610502, 2.3448967 48.8610675)",,,,,,,,
25554444,25554445,0,58421898,Rue des Halles,living_street,,True,87.977,"LINESTRING (2.34577 48.8607054, 2.3458199 48.8606736, 2.3461266 48.860358, 2.3461621 48.8603201, 2.3463418 48.8601286, 2.3464102 48.8600378)",,,,,,,,
25554445,25554505,0,53672215,Rue des Déchargeurs,living_street,,True,39.245999999999995,"LINESTRING (2.3464102 48.8600378, 2.3463877 48.8600165, 2.3463654 48.8599979, 2.3461108 48.8597853, 2.3460833 48.8597581)",,,,,,,,
25554459,25554440,0,4262925,Rue Sauval,residential,15,True,81.587,"LINESTRING (2.3426147 48.8621775, 2.3425842 48.8621137, 2.3423015 48.8615225, 2.34228 48.8614776)",,,,,,,,
25554459,25207321,0,499172574,Rue Berger,living_street,20,True,79.98,"LINESTRING (2.3426147 48.8621775, 2.3417147 48.8623886, 2.3415856 48.8624204)",,,,,,,,
25554505,676872605,0,4262918,Rue du Plat d'Étain,unclassified,,True,66.592,"LINESTRING (2.3460833 48.8597581, 2.3461286 48.8597288, 2.3466778 48.859373, 2.3467319 48.8593379)",,,,,,alley,,
25554505,693583593,0,53672215,Rue des Déchargeurs,living_street,,True,51.791999999999994,"LINESTRING (2.3460833 48.8597581, 2.3457514 48.8594249, 2.345729 48.8594024, 2.3456953 48.8593685)",,,,,,,,
25554524,25554674,0,"[22715945, 689385093]",Boulevard de Sébastopol,primary,50,True,385.77299999999997,"LINESTRING (2.3483496 48.8587317, 2.3487541 48.8594632, 2.3487836 48.8595173, 2.3490391 48.8599977, 2.349078 48.8600705, 2.3493633 48.8605592, 2.3495467 48.8608937, 2.3496273 48.8610393, 2.3497277 48.861221, 2.3501537 48.8619477, 2.3501758 48.8619861)",3,,,,,,,
25554524,25554701,0,"[627023264, 54848441, 49371026, 22674359]","['Rue Pernelle', 'Rue Saint-Bon']",residential,,True,228.58200000000002,"LINESTRING (2.3483496 48.8587317, 2.348512 48.8587077, 2.3492707 48.8586054, 2.3493431 48.8585965, 2.349952 48.8585262, 2.3504747 48.8584595, 2.3505119 48.8584204, 2.3502356 48.8579555, 2.3502088 48.8579107, 2.3501908 48.8578749)",,,,,,,,
25554536,25554459,0,4262920,Rue Berger,residential,30,True,65.14500000000001,"LINESTRING (2.3434558 48.861985, 2.3433832 48.8620016, 2.3426147 48.8621775)",,,,,,,,
25554537,25554536,0,4262920,Rue Berger,residential,30,True,66.90100000000001,"LINESTRING (2.3443172 48.861783, 2.3442062 48.8618107, 2.3435399 48.8619644, 2.3434558 48.861985)",,,,,,,,
25554674,690459465,0,689385093,Boulevard de Sébastopol,primary,50,True,167.77100000000002,"LINESTRING (2.3501758 48.8619861, 2.3501977 48.8620244, 2.3504405 48.86245, 2.3507108 48.86293, 2.35092 48.8633138, 2.3509663 48.8634024)",3,,,,,,,
25554694,676890545,0,"[674945572, 4039366]",Place du Châtelet,primary,50,True,71.944,"LINESTRING (2.3472935 48.8571857, 2.3473357 48.857199, 2.3473611 48.8572085, 2.3474329 48.8572424, 2.3474941 48.8572826, 2.3475347 48.8573181, 2.347556 48.8573352, 2.3475686 48.857357, 2.3476743 48.8575378, 2.3476894 48.8575659, 2.3477222 48.8576268, 2.3477767 48.8577244)",5,,,,,,,
25554694,644160,0,"[517156355, 60184375]",Quai de Gesvres,primary,50,True,130.66,"LINESTRING (2.3472935 48.8571857, 2.3475984 48.8571068, 2.3476399 48.8570949, 2.34805 48.8569764, 2.3482152 48.8569291, 2.348243 48.8569211, 2.3484169 48.8568724, 2.3487308 48.8567805, 2.3487599 48.8567721, 2.3489342 48.8567219)",4,,,,,,,
25554696,368133,0,41739090,Avenue Victoria,secondary,50,True,23.949,"LINESTRING (2.3495508 48.8572365, 2.3492488 48.8573196)",4,,,,,,,
25554703,361070,0,20859602,Rue du Renard,secondary,50,True,102.24399999999999,"LINESTRING (2.3519526 48.858342, 2.3519219 48.8582859, 2.3515412 48.8575822, 2.3515052 48.8575157, 2.3514846 48.8574756)",2,,,,,,,
25554703,26401608,0,22674368,Rue de la Verrerie,living_street,20,True,87.194,"LINESTRING (2.3519526 48.858342, 2.3520325 48.858313, 2.3529317 48.8579871, 2.3529965 48.8579636)",,,,,,,,
25554705,361070,0,569948205,Rue de Rivoli,tertiary,50,True,67.104,"LINESTRING (2.3523538 48.8572829, 2.3515776 48.8574544, 2.3514846 48.8574756)",2,,,,,,,
25554711,1513501834,0,4261422,Pont d'Arcole,unclassified,,True,8.487,"LINESTRING (2.3508213 48.8558248, 2.3507931 48.8558739, 2.3507803 48.8558962)",,,,yes,,,,
25554711,25554712,0,"[138032010, 4261423]",Pont d'Arcole,unclassified,50,True,23.291,"LINESTRING (2.3508213 48.8558248, 2.3508875 48.8558409, 2.3509185 48.8558484, 2.3511152 48.8559051)",,,,yes,,,,
25554711,677185710,0,"[474063681, 22973459]",Pont d'Arcole,"['residential', 'unclassified']",50,False,93.897,"LINESTRING (2.3508213 48.8558248, 2.3503185 48.8551478, 2.3503014 48.8551261, 2.3502619 48.8550649)",2,,,yes,,,,
25554712,361068,0,4039350,Quai de l'Hôtel de Ville,primary,50,False,35.588,"LINESTRING (2.3511152 48.8559051, 2.3509872 48.8559528, 2.3509396 48.8559706, 2.350692 48.8560629)",5,,,,,,,
25554712,5041260581,0,"[678522920, 808505041]",Quai de l'Hôtel de Ville,primary,50,False,89.517,"LINESTRING (2.3511152 48.8559051, 2.3514182 48.8557923, 2.3516686 48.8556989, 2.3521798 48.8555083)","['4', '5']",,,,,,,
25554716,25554696,0,4261465,Rue de la Coutellerie,secondary,50,True,31.601999999999997,"LINESTRING (2.3499691 48.8573072, 2.3498454 48.8572848, 2.3498013 48.8572762, 2.3495508 48.8572365)",3,,,,,,,
25554716,25554701,0,"[4261466, 627023269]",Rue de la Tacherie,residential,,True,66.21,"LINESTRING (2.3499691 48.8573072, 2.3499517 48.8573485, 2.3499488 48.8573671, 2.349946 48.8573888, 2.3501511 48.8577943, 2.3501714 48.8578346, 2.3501908 48.8578749)",,,,,,,,
25573496,24910846,0,8365248,Rue Francœur,residential,,True,84.18299999999999,"LINESTRING (2.3429434 48.8897924, 2.3428298 48.8898908, 2.3420049 48.8902182)",,,,,,,,
25573496,24910842,0,8365249,Rue Custine,tertiary,,False,74.99499999999999,"LINESTRING (2.3429434 48.8897924, 2.3430212 48.8897727, 2.3433372 48.8896921, 2.3438007 48.8895607, 2.343891 48.8895345)",,,,,,,,
25573496,24910840,0,24037938,Rue du Mont Cenis,residential,,True,56.055,"LINESTRING (2.3429434 48.8897924, 2.3430051 48.8898767, 2.3432171 48.8901598, 2.3432801 48.8902453)",,,,,,,,
25573496,24911942,0,143407082,Rue Caulaincourt,tertiary,50,False,179.631,"LINESTRING (2.3429434 48.8897924, 2.3427156 48.8897848, 2.3421022 48.8897617, 2.3413901 48.8897314, 2.3406185 48.8896973, 2.3405687 48.8896951, 2.3404913 48.8896914)",,,,,,,,
25573546,24911944,0,52754388,Rue de L'Abbé Patureau,residential,30,False,49.419,"LINESTRING (2.3415321 48.8889015, 2.3418057 48.8893079)",,,,,,,,
25573614,25573616,0,169319963,Rue Gaston Couté,residential,30,False,54.998999999999995,"LINESTRING (2.3406576 48.8895139, 2.3406737 48.8894702, 2.3407489 48.8892657, 2.34069 48.8890296)",,,,,,,,
25573614,24911944,0,169319964,Rue Lamarck,residential,30,True,87.00999999999999,"LINESTRING (2.3406576 48.8895139, 2.3417423 48.8893191, 2.3418057 48.8893079)",,,,,,,,
25573616,25573614,0,169319963,Rue Gaston Couté,residential,30,False,54.998999999999995,"LINESTRING (2.34069 48.8890296, 2.3407489 48.8892657, 2.3406737 48.8894702, 2.3406576 48.8895139)",,,,,,,,
25573648,7834746375,0,"[53163158, 31142686]","['Rue Cortot', 'Rue du Mont Cenis']",residential,30,True,183.752,"LINESTRING (2.3413866 48.8871542, 2.3415434 48.8875669, 2.3415295 48.8876008, 2.3414867 48.8876136, 2.3408892 48.8876136, 2.3403767 48.8876851, 2.339812 48.8877688, 2.3397485 48.8877795)",,,,,,,,destination
25574314,24913009,0,23170887,Rue de la Tombe Issoire,residential,30,False,34.614,"LINESTRING (2.3321003 48.8268677, 2.3322448 48.8271641)",,,,,,,,
25574314,82409093,0,616558132,Rue de la Tombe Issoire,residential,30,True,67.795,"LINESTRING (2.3321003 48.8268677, 2.3320624 48.826797, 2.3318364 48.8262834)",,,,,,,,
25574315,25574314,0,23171003,Rue de l'Aude,residential,30,True,15.34,"LINESTRING (2.3319192 48.8269371, 2.3321003 48.8268677)",,,,,,,,
25574317,24913014,0,"[635796659, 25471630]",Rue du Père Corentin,residential,30,True,58.519000000000005,"LINESTRING (2.3294228 48.8252277, 2.3293217 48.8251595, 2.3291372 48.825035, 2.3289365 48.8248995, 2.3288646 48.824851)",,,,,,,,
25580313,25287890,0,"[687775138, 687775139, 687775140, 687775143, 4262834]",Rue de Martignac,residential,30,True,180.188,"LINESTRING (2.3181129 48.8574083, 2.3181463 48.8574537, 2.3183506 48.8577314, 2.3185123 48.8579513, 2.3185694 48.8580289, 2.3187069 48.8582157, 2.3190596 48.8586953, 2.3191423 48.8588077, 2.3191859 48.8588669)",,,,,,,,
25580313,25253965,0,709175593,Rue de Grenelle,residential,50,True,47.014,"LINESTRING (2.3181129 48.8574083, 2.3180213 48.8574319, 2.3175813 48.8575458, 2.3175146 48.8575626)",,,,,,,,
25580316,25580313,0,709175593,Rue de Grenelle,residential,50,True,53.155,"LINESTRING (2.3187698 48.8572041, 2.3182167 48.8573779, 2.3181129 48.8574083)",,,,,,,,
25580424,470164,0,56020256,Rue de Constantine,residential,50,True,121.0,"LINESTRING (2.3147048 48.8588814, 2.3147516 48.859267, 2.3147883 48.8596029, 2.3148275 48.8598979, 2.3148365 48.8599661)",,,,,,,,
25580424,4616565,0,"[4262832, 825444718]",Rue de Talleyrand,residential,50,True,149.00599999999997,"LINESTRING (2.3147048 48.8588814, 2.3147679 48.8588778, 2.3148125 48.8588753, 2.3152802 48.8588488, 2.3153223 48.8588443, 2.3153461 48.8588326, 2.3153566 48.8588146, 2.3153552 48.8587866, 2.3152325 48.8580421, 2.3152221 48.8580025, 2.3151472 48.8579445)",,,,,,,,
25580452,25254115,0,21507980,Rue de Varenne,tertiary,50,False,145.56099999999998,"LINESTRING (2.3150233 48.856168, 2.3152741 48.856106, 2.3154983 48.8560506, 2.3168859 48.8557078)",,,,,,,,
25580452,4616565,0,"[331201866, 673649340, 56020254]",Boulevard des Invalides,primary,50,False,198.97700000000003,"LINESTRING (2.3150233 48.856168, 2.3150352 48.8562727, 2.3150472 48.8563805, 2.3151987 48.8578562, 2.3151945 48.8578945, 2.3151472 48.8579445)",,,,,,,,
25580452,4616566,0,"[627405058, 70240806]",Boulevard des Invalides,primary,50,False,276.015,"LINESTRING (2.3150233 48.856168, 2.3149943 48.855932, 2.3148569 48.8547501, 2.3148385 48.8545868, 2.3147553 48.8538831, 2.314733 48.8536931)",,,,,,,,
25580477,227158606,0,21120764,Rond-Point du Bleuet de France,primary,50,True,73.614,"LINESTRING (2.3124305 48.8584417, 2.3129259 48.8584112, 2.3134334 48.8583885)",,,,,,,,
25580477,25580479,0,21121233,Rue de Grenelle,secondary,50,False,88.99900000000001,"LINESTRING (2.3124305 48.8584417, 2.3121681 48.8584503, 2.3114004 48.8584101, 2.3112173 48.8584005)",,,,,,,,
25580479,25580477,0,21121233,Rue de Grenelle,secondary,50,False,88.999,"LINESTRING (2.3112173 48.8584005, 2.3114004 48.8584101, 2.3121681 48.8584503, 2.3124305 48.8584417)",,,,,,,,
25580479,21378249,0,103196783,Rue Fabert,secondary,50,False,32.331,"LINESTRING (2.3112173 48.8584005, 2.3112034 48.8582055, 2.3111935 48.8581644, 2.3111461 48.8581204)",,,,,,,,
25581027,25554265,0,4251053,Rue de Valois,residential,30,True,146.459,"LINESTRING (2.3381497 48.8639118, 2.3380929 48.8638105, 2.3378846 48.8634393, 2.3378268 48.8633362, 2.3377913 48.8632692, 2.3375042 48.862735, 2.3374669 48.8626737)",,,,,,,,
25581027,25581033,0,4263215,Rue du Colonel Driant,residential,30,False,50.125,"LINESTRING (2.3381497 48.8639118, 2.3382251 48.8638945, 2.3387968 48.8637635)",,,,,,,,
25581031,25581141,0,4263223,Rue Vivienne,residential,30,False,24.08,"LINESTRING (2.3385567 48.8661328, 2.338604 48.8662197, 2.3386387 48.8662834, 2.338668 48.8663366)",,,,,,,,
25581031,25581027,0,"[19856737, 547703139, 547703140]","['Rue de Valois', 'Rue de Beaujolais']",residential,30,True,291.88,"LINESTRING (2.3385567 48.8661328, 2.3385826 48.8661254, 2.3386453 48.8661105, 2.3388374 48.8660626, 2.3389489 48.8660331, 2.3389697 48.8660282, 2.3391707 48.8659759, 2.3392061 48.865943, 2.3392148 48.8659108, 2.3391949 48.8658557, 2.3391652 48.8658005, 2.3388996 48.8653192, 2.3382107 48.8640262, 2.3381497 48.8639118)",,,,,,,,
25581033,25581040,0,4263215,Rue du Colonel Driant,residential,30,False,75.204,"LINESTRING (2.3387968 48.8637635, 2.3396504 48.8635678, 2.3397676 48.8635409)",,,,,,,,
25581033,25581027,0,4263215,Rue du Colonel Driant,residential,30,False,50.125,"LINESTRING (2.3387968 48.8637635, 2.3382251 48.8638945, 2.3381497 48.8639118)",,,,,,,,
25581035,25581033,0,4263214,Rue des Bons Enfants,living_street,20,True,70.157,"LINESTRING (2.3384786 48.8631683, 2.3384999 48.8632081, 2.3387624 48.8636991, 2.3387968 48.8637635)",,,,,,alley,,
25581037,25554267,0,4263218,Rue Croix des Petits Champs,unclassified,,False,89.25,"LINESTRING (2.3394984 48.8629949, 2.3394724 48.8629389, 2.3393893 48.8627479, 2.3391972 48.8622932, 2.3391673 48.8622224)",,,,,,,,
25581037,25581040,0,4263218,Rue Croix des Petits Champs,unclassified,,False,63.830000000000005,"LINESTRING (2.3394984 48.8629949, 2.33951 48.8630227, 2.3397283 48.8634638, 2.3397676 48.8635409)",,,,,,,,
25581037,25581035,0,19856712,Rue Montesquieu,living_street,20,True,77.051,"LINESTRING (2.3394984 48.8629949, 2.3393829 48.8630144, 2.3385368 48.8631588, 2.3384786 48.8631683)",,,,,,,,
25581039,25581051,0,306434772,Rue du Colonel Driant,residential,30,False,97.553,"LINESTRING (2.3404127 48.8633924, 2.3406798 48.8633271, 2.3409634 48.8632665, 2.341672 48.8631039)",,,,,,,,
25581039,25581040,0,306434772,Rue du Colonel Driant,residential,30,False,49.996,"LINESTRING (2.3404127 48.8633924, 2.3403399 48.8634085, 2.3398913 48.8635133, 2.3397676 48.8635409)",,,,,,,,
25581040,25581033,0,4263215,Rue du Colonel Driant,residential,30,False,75.204,"LINESTRING (2.3397676 48.8635409, 2.3396504 48.8635678, 2.3387968 48.8637635)",,,,,,,,
25581040,25581037,0,4263218,Rue Croix des Petits Champs,unclassified,,False,63.830000000000005,"LINESTRING (2.3397676 48.8635409, 2.3397283 48.8634638, 2.33951 48.8630227, 2.3394984 48.8629949)",,,,,,,,
25581040,25581044,0,4263218,Rue Croix des Petits Champs,unclassified,,False,142.547,"LINESTRING (2.3397676 48.8635409, 2.3398176 48.8636341, 2.3402625 48.8644671, 2.340442 48.8647431)",,,,,,,,
25581040,25581039,0,306434772,Rue du Colonel Driant,residential,30,False,49.996,"LINESTRING (2.3397676 48.8635409, 2.3398913 48.8635133, 2.3403399 48.8634085, 2.3404127 48.8633924)",,,,,,,,
25581044,25581040,0,4263218,Rue Croix des Petits Champs,unclassified,,False,142.54700000000003,"LINESTRING (2.340442 48.8647431, 2.3402625 48.8644671, 2.3398176 48.8636341, 2.3397676 48.8635409)",,,,,,,,
25581044,25581186,0,4263218,Rue Croix des Petits Champs,unclassified,,False,35.328,"LINESTRING (2.340442 48.8647431, 2.3404723 48.864785, 2.3406433 48.8650319)",,,,,,,,
25581044,25581045,0,4263221,Rue Coquillière,unclassified,,True,35.697,"LINESTRING (2.340442 48.8647431, 2.3405501 48.8646973, 2.3408454 48.8645625)",,,,,,alley,,
25581045,25581047,0,4263221,Rue Coquillière,unclassified,,True,86.66199999999999,"LINESTRING (2.3408454 48.8645625, 2.3409183 48.8645282, 2.3417535 48.8641351, 2.3418089 48.864109)",,,,,,alley,,
25581045,25581217,0,4263222,Rue Hérold,residential,,True,157.378,"LINESTRING (2.3408454 48.8645625, 2.3408817 48.8645805, 2.342456 48.8653624, 2.3425634 48.8654145)",,,,,,alley,,
25581047,681369441,0,54044331,Rue Coquillière,unclassified,,True,6.22,"LINESTRING (2.3418089 48.864109, 2.3418933 48.8641022)",,,,,,,,
25581047,25581039,0,4263217,Rue du Bouloi,residential,,True,129.561,"LINESTRING (2.3418089 48.864109, 2.3417514 48.864076, 2.3410482 48.8637164, 2.3405363 48.8634497, 2.3404127 48.8633924)",,,,,,,,
25581051,25581139,0,306434771,Rue du Colonel Driant,unclassified,,False,18.698,"LINESTRING (2.341672 48.8631039, 2.3417498 48.8630864, 2.3419138 48.8630494)",,,,,,,,
25581051,25581039,0,306434772,Rue du Colonel Driant,residential,30,False,97.553,"LINESTRING (2.341672 48.8631039, 2.3409634 48.8632665, 2.3406798 48.8633271, 2.3404127 48.8633924)",,,,,,,,
25581139,25207321,0,71221834,Rue du Louvre,tertiary,50,False,73.959,"LINESTRING (2.3419138 48.8630494, 2.3418717 48.862969, 2.3418355 48.8628951, 2.3416909 48.862635, 2.3415856 48.8624204)",,,,,,,,
25581139,25581051,0,306434771,Rue du Colonel Driant,unclassified,,False,18.698,"LINESTRING (2.3419138 48.8630494, 2.3417498 48.8630864, 2.341672 48.8631039)",,,,,,,,
25581139,25207325,0,484700579,Rue du Louvre,tertiary,30,False,99.57799999999999,"LINESTRING (2.3419138 48.8630494, 2.3419454 48.8631098, 2.341966 48.8631488, 2.3420389 48.8632871, 2.3421372 48.8634737, 2.3422925 48.8637683, 2.3423575 48.863896)",,,,,,,,
25581141,25581031,0,4263223,Rue Vivienne,residential,30,False,24.08,"LINESTRING (2.338668 48.8663366, 2.3386387 48.8662834, 2.338604 48.8662197, 2.3385567 48.8661328)",,,,,,,,
25581142,681534715,0,54046079,Rue Radziwill,residential,,False,17.31,"LINESTRING (2.3396537 48.8661063, 2.3396199 48.8660446, 2.3395712 48.8659604)",,,,,,,,
25581143,25581184,0,4263219,Rue La Vrillière,residential,,True,80.567,"LINESTRING (2.3398624 48.8660572, 2.3398439 48.8659912, 2.3402889 48.865458, 2.3403243 48.8654147)",,,,,,alley,,
25581143,25581148,0,18229335,Rue La Feuillade,residential,,False,77.92000000000002,"LINESTRING (2.3398624 48.8660572, 2.3399977 48.8660254, 2.340713 48.8658588, 2.3408664 48.865823)",,,,,,,,
25581144,25581143,0,123487843,Rue des Petits Pères,residential,,True,15.315999999999999,"LINESTRING (2.3399833 48.8661692, 2.339935 48.8661157, 2.3398624 48.8660572)",,,,,,,,
25581148,25581143,0,18229335,Rue La Feuillade,residential,,False,77.92,"LINESTRING (2.3408664 48.865823, 2.340713 48.8658588, 2.3399977 48.8660254, 2.3398624 48.8660572)",,,,,,,,
25581148,25581155,0,193939957,Place des Victoires,tertiary,,True,21.007,"LINESTRING (2.3408664 48.865823, 2.3408435 48.8657721, 2.3408403 48.8657165, 2.3408521 48.8656751, 2.340873 48.8656396)",,circular,,,,,,
25581149,25581217,0,4039097,Rue Étienne Marcel,tertiary,30,False,83.97699999999999,"LINESTRING (2.3414879 48.8656787, 2.341632 48.8656433, 2.3425634 48.8654145)",,,,,,,,
25581149,25581151,0,123487830,Place des Victoires,tertiary,,True,19.842,"LINESTRING (2.3414879 48.8656787, 2.3414985 48.8657195, 2.341497 48.8657625, 2.3414806 48.8658085, 2.3414499 48.8658507)",,circular,,,,,,
