u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,service,access,width,ref,bridge,junction,tunnel
597283,4617456376,0,37916481,True,Rua da Figueira,residential,20,14.463,"LINESTRING (-46.625258 -23.553308, -46.6252106 -23.5531854)",,,,,,,,
597440,1707696298,0,38306330,False,Rua Manuel de Abreu,residential,30,15.937,"LINESTRING (-46.6020276 -23.5246015, -46.6021206 -23.5247167)",1,,,,,,,
25718073,1111669076,0,760437723,False,Avenida Nova Independência,residential,30,44.574,"LINESTRING (-46.687043 -23.5989334, -46.6873294 -23.5992364)",2,,,,,,,
25719024,301650840,0,27467673,False,Rua Porto Martins,residential,30,50.254,"LINESTRING (-46.686058 -23.5994386, -46.6863818 -23.5997795)",2,,,,,,,
25781621,4929729264,0,502515908,True,Drive-Thru Burger King,service,10,46.703,"LINESTRING (-46.5560938 -23.5220896, -46.5557113 -23.5223207)",,drive-through,,,,,,
25783247,5517518813,0,49733647,True,,service,20,19.608,"LINESTRING (-46.622584 -23.5185001, -46.6227757 -23.518486)",,driveway,private,,,,,
25927014,1203308514,0,804468955,False,Rua Francisco Borges,residential,30,114.979,"LINESTRING (-46.6312275 -23.5254031, -46.6322984 -23.5250789)",,,,,,,,
26218439,1077926532,0,8035413,True,Praça Comandante Eduardo de Oliveira,tertiary,30,13.674,"LINESTRING (-46.5648688 -23.4773978, -46.5647415 -23.4774364)",2,,,,,,,
26218453,3457886059,0,843710337,True,Praça Comandante Eduardo de Oliveira,tertiary,30,10.348,"LINESTRING (-46.5645608 -23.4764236, -46.5646622 -23.4764204)",2,,,,,,,
26218465,1077926538,0,8035413,True,Praça Comandante Eduardo de Oliveira,tertiary,30,13.778,"LINESTRING (-46.5641321 -23.4771669, -46.5640855 -23.4770506)",2,,,,,,,
26592027,468002759,0,39124698,True,,primary_link,20,20.877,"LINESTRING (-46.6280313 -23.6189349, -46.6279749 -23.6191154)",2,,,,,,,
28800606,4470722556,0,229619289,False,,living_street,20,39.395,"LINESTRING (-46.6838855 -23.5555227, -46.6835597 -23.5553321)",,,permissive,2.5,,,,
29691778,2537960203,0,252621545,False,Rua Professor Paulo Mangabeira Albernaz,tertiary,30,7.845,"LINESTRING (-46.655543 -23.6665698, -46.6555779 -23.6666327)",,,,,,,,
29693314,2587755460,0,616419569,True,Corredor ABD,service,30,6.983,"LINESTRING (-46.6406458 -23.6461321, -46.6406092 -23.646079)",2,,no,,,,,
29777038,2540705185,0,760830640,True,Rua dos Jequitibás,tertiary,30,9.87,"LINESTRING (-46.6402764 -23.6472775, -46.6403733 -23.6472779)",2,,,,,,,
29777211,5809473232,0,116688653,False,Rua Vidual,residential,30,6.364,"LINESTRING (-46.6372596 -23.6667372, -46.6373024 -23.6667789)",,,,,,,,
29778772,431339600,0,37089323,True,,primary_link,30,19.826,"LINESTRING (-46.6412358 -23.6279476, -46.6411545 -23.6277856)",1,,,,,,,
30469537,1600503426,0,153729592,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,3.61,"LINESTRING (-46.7672139 -23.5896643, -46.7672184 -23.5896965)",2,,,,,,,
30469537,1647549749,0,153729592,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,35.234,"LINESTRING (-46.7672139 -23.5896643, -46.7671843 -23.5893486)",2,,,,,,,
30469538,1603934342,0,153729592,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,25.093,"LINESTRING (-46.7673788 -23.5901171, -46.7675721 -23.5902569)",2,,,,,,,
30469538,30469573,0,153729592,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,21.33,"LINESTRING (-46.7673788 -23.5901171, -46.767259 -23.5899598)",2,,,,,,,
30469539,1584902952,0,153729592,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,22.923,"LINESTRING (-46.7678247 -23.5903204, -46.7680455 -23.590281)",2,,,,,,,
30469539,6146527980,0,153729592,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,6.711,"LINESTRING (-46.7678247 -23.5903204, -46.7677589 -23.590323)",2,,,,,,,
30469540,1645629070,0,312903276,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,16.199,"LINESTRING (-46.7688471 -23.5896403, -46.7689846 -23.5895672)",2,,,,,,,
30469540,1573225608,0,312903276,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,22.149,"LINESTRING (-46.7688471 -23.5896403, -46.7686852 -23.5897732)",2,,,,,,,
30469541,2540158113,0,312903276,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,14.5,"LINESTRING (-46.7691049 -23.5895155, -46.7692438 -23.5894872)",2,,,,,,,
30469541,1645629070,0,312903276,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,13.54,"LINESTRING (-46.7691049 -23.5895155, -46.7689846 -23.5895672)",2,,,,,,,
30469543,2540158119,0,415667137,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,13.734,"LINESTRING (-46.7704157 -23.5898725, -46.7705453 -23.5899064)",2,,,,,,,
30469543,1600625902,0,415667137,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,19.89,"LINESTRING (-46.7704157 -23.5898725, -46.7702401 -23.5897944)",2,,,,,,,
30469546,1647549778,0,153729593,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,5.064,"LINESTRING (-46.7710075 -23.5898626, -46.7710531 -23.5898445)",2,,,,,,,
30469546,1583334160,0,153729593,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,32.653,"LINESTRING (-46.7710075 -23.5898626, -46.7706903 -23.5899042)",2,,,,,,,
30469547,30469548,0,154421015,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,24.558,"LINESTRING (-46.7721759 -23.5894439, -46.7724012 -23.5895223)",2,,,,,,,
30469547,1573180166,0,154421015,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,28.289,"LINESTRING (-46.7721759 -23.5894439, -46.7719108 -23.5895194)",2,,,,,,,
30469548,1647549769,0,154421015,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,20.266,"LINESTRING (-46.7724012 -23.5895223, -46.7725568 -23.5896358)",2,,,,,,,
30469548,30469547,0,154421015,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,24.558,"LINESTRING (-46.7724012 -23.5895223, -46.7721759 -23.5894439)",2,,,,,,,
30469549,1645629087,0,154421015,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,26.487,"LINESTRING (-46.7732019 -23.5907251, -46.7733477 -23.5909223)",2,,,,,,,
30469549,1647549776,0,154421015,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,118.577,"LINESTRING (-46.7732019 -23.5907251, -46.7726763 -23.5897737)",2,,,,,,,
30469550,30469551,0,154421015,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,90.832,"LINESTRING (-46.7736441 -23.5911035, -46.7743965 -23.5915415)",2,,,,,,,
30469550,1645629087,0,154421015,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,36.307,"LINESTRING (-46.7736441 -23.5911035, -46.7733477 -23.5909223)",2,,,,,,,
30469551,1645629092,0,154421015,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,23.027,"LINESTRING (-46.7743965 -23.5915415, -46.7745948 -23.5916408)",2,,,,,,,
30469551,30469550,0,154421015,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,90.832,"LINESTRING (-46.7743965 -23.5915415, -46.7736441 -23.5911035)",2,,,,,,,
30469556,30469557,0,154421015,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,69.053,"LINESTRING (-46.7768889 -23.5940913, -46.7773166 -23.594573)",2,,,,,,,
30469556,1648445751,0,154421015,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,39.228,"LINESTRING (-46.7768889 -23.5940913, -46.7766452 -23.5938182)",2,,,,,,,
30469557,30469556,0,154421015,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,69.053,"LINESTRING (-46.7773166 -23.594573, -46.7768889 -23.5940913)",2,,,,,,,
30469557,1597995517,0,195294105,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,43.817,"LINESTRING (-46.7773166 -23.594573, -46.7777296 -23.5946827)",2,,,,,,,
30469558,30469559,0,195294105,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,53.98,"LINESTRING (-46.7788549 -23.5948544, -46.7793617 -23.5949957)",2,,,,,,,
30469558,1606341592,0,195294105,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,77.094,"LINESTRING (-46.7788549 -23.5948544, -46.778108 -23.5947439)",2,,,,,,,
30469559,30469578,0,195294105,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,36.941,"LINESTRING (-46.7793617 -23.5949957, -46.7796344 -23.5952146)",2,,,,,,,
30469559,30469558,0,195294105,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,53.98,"LINESTRING (-46.7793617 -23.5949957, -46.7788549 -23.5948544)",2,,,,,,,
30469560,1645629116,0,195294105,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,40.439,"LINESTRING (-46.7803966 -23.5961685, -46.7806264 -23.596465)",2,,,,,,,
30469560,1645629113,0,195294105,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,73.994,"LINESTRING (-46.7803966 -23.5961685, -46.7799845 -23.5956206)",2,,,,,,,
30469561,1645629120,0,195294105,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,48.681,"LINESTRING (-46.7809342 -23.5966793, -46.7813508 -23.5968936)",2,,,,,,,
30469561,1645629116,0,195294105,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,39.39,"LINESTRING (-46.7809342 -23.5966793, -46.7806264 -23.596465)",2,,,,,,,
30469562,1637643464,0,195294106,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,42.244,"LINESTRING (-46.7848768 -23.5988675, -46.7852721 -23.598982)",2,,,,,,,
30469562,7074533887,0,195294106,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,17.824,"LINESTRING (-46.7848768 -23.5988675, -46.7847197 -23.598797)",2,,,,,,,
30469563,30469564,0,155226772,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,99.213,"LINESTRING (-46.7859689 -23.599122, -46.7867692 -23.5996302)",2,,,,,,,
30469563,1637643465,0,155226772,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,37.784,"LINESTRING (-46.7859689 -23.599122, -46.7856358 -23.5989727)",2,,,,,,,
30469564,30469565,0,155226772,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,54.068,"LINESTRING (-46.7867692 -23.5996302, -46.7870883 -23.6000187)",2,,,,,,,
30469564,30469563,0,155226772,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,99.213,"LINESTRING (-46.7867692 -23.5996302, -46.7859689 -23.599122)",2,,,,,,,
30469565,30469579,0,155226772,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,47.581,"LINESTRING (-46.7870883 -23.6000187, -46.7872489 -23.6004205)",2,,,,,,,
30469565,30469564,0,155226772,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,54.068,"LINESTRING (-46.7870883 -23.6000187, -46.7867692 -23.5996302)",2,,,,,,,
30469566,30469567,0,155226772,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,38.76,"LINESTRING (-46.7873289 -23.6009834, -46.7873138 -23.6013317)",2,,,,,,,
30469566,30469579,0,155226772,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,63.12,"LINESTRING (-46.7873289 -23.6009834, -46.7872489 -23.6004205)",2,,,,,,,
30469567,30469580,0,155226772,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,52.689,"LINESTRING (-46.7873138 -23.6013317, -46.7871717 -23.6017873)",2,,,,,,,
30469567,30469566,0,155226772,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,38.76,"LINESTRING (-46.7873138 -23.6013317, -46.7873289 -23.6009834)",2,,,,,,,
30469568,30469582,0,155226772,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,29.6,"LINESTRING (-46.7869199 -23.6024354, -46.7868736 -23.6026982)",2,,,,,,,
30469568,3894449773,0,155226772,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,29.848,"LINESTRING (-46.7869199 -23.6024354, -46.7870156 -23.6021817)",2,,,,,,,
30469569,1672897229,0,154821718,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,32.151,"LINESTRING (-46.7868726 -23.6030281, -46.7869197 -23.603314)",2,,,,,,,
30469569,30469582,0,154821718,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,36.683,"LINESTRING (-46.7868726 -23.6030281, -46.7868736 -23.6026982)",2,,,,,,,
30469570,1637643508,0,154821718,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,53.12,"LINESTRING (-46.7873161 -23.6038327, -46.7877906 -23.6040306)",2,,,,,,,
30469570,4202261598,0,154821718,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,13.92,"LINESTRING (-46.7873161 -23.6038327, -46.7872265 -23.6037382)",2,,,,,,,
30469571,1594081571,0,154821718,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,19.521,"LINESTRING (-46.7881486 -23.6041824, -46.7883401 -23.6041875)",2,,,,,,,
30469571,1637643508,0,154821718,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,40.193,"LINESTRING (-46.7881486 -23.6041824, -46.7877906 -23.6040306)",2,,,,,,,
30469573,30469538,0,153729592,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,21.33,"LINESTRING (-46.767259 -23.5899598, -46.7673788 -23.5901171)",2,,,,,,,
30469573,1600503426,0,153729592,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,29.569,"LINESTRING (-46.767259 -23.5899598, -46.7672184 -23.5896965)",2,,,,,,,
30469576,1585246388,0,153729593,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,27.897,"LINESTRING (-46.7715073 -23.5896631, -46.7717595 -23.5895655)",2,,,,,,,
30469576,1647549778,0,153729593,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,50.489,"LINESTRING (-46.7715073 -23.5896631, -46.7710531 -23.5898445)",2,,,,,,,
30469578,1645629113,0,195294105,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,57.539,"LINESTRING (-46.7796344 -23.5952146, -46.7799845 -23.5956206)",2,,,,,,,
30469578,30469559,0,195294105,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,36.941,"LINESTRING (-46.7796344 -23.5952146, -46.7793617 -23.5949957)",2,,,,,,,
30469579,30469566,0,155226772,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,63.12,"LINESTRING (-46.7872489 -23.6004205, -46.7873289 -23.6009834)",2,,,,,,,
30469579,30469565,0,155226772,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,47.581,"LINESTRING (-46.7872489 -23.6004205, -46.7870883 -23.6000187)",2,,,,,,,
30469580,1637643477,0,155226772,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,10.279,"LINESTRING (-46.7871717 -23.6017873, -46.7871323 -23.6018724)",2,,,,,,,
30469580,30469567,0,155226772,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,52.689,"LINESTRING (-46.7871717 -23.6017873, -46.7873138 -23.6013317)",2,,,,,,,
30469582,30469569,0,154821718,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,36.683,"LINESTRING (-46.7868736 -23.6026982, -46.7868726 -23.6030281)",2,,,,,,,
30469582,30469568,0,155226772,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,29.6,"LINESTRING (-46.7868736 -23.6026982, -46.7869199 -23.6024354)",2,,,,,,,
30469588,4202261598,0,154821718,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,34.268,"LINESTRING (-46.787006 -23.6035055, -46.7872265 -23.6037382)",2,,,,,,,
30469588,1672897229,0,154821718,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,23.038,"LINESTRING (-46.787006 -23.6035055, -46.7869197 -23.603314)",2,,,,,,,
30469814,2350153922,0,195294105,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,7.065,"LINESTRING (-46.7779314 -23.5947202, -46.778 -23.5947294)",2,,,,,,,
30469814,2350153920,0,195294105,False,Avenida Engenheiro Heitor Antônio Eiras Garcia,secondary,30,12.05,"LINESTRING (-46.7779314 -23.5947202, -46.7778155 -23.5946987)",2,,,,,,,
30480288,30480289,0,8455774,True,,path,30,22.02,"LINESTRING (-46.7511946 -23.6454884, -46.7511089 -23.6456702)",1,,,,,,,
30847912,4690905150,0,4806303,True,,motorway_link,30,24.203,"LINESTRING (-46.7269813 -23.6409412, -46.7271625 -23.6408004)",,,,,,,,
30847914,5318971141,0,4806303,True,,motorway_link,30,14.646,"LINESTRING (-46.7267514 -23.6408718, -46.7268725 -23.6409428)",,,,,,,,
31499740,31500209,0,473679822,False,Rua Aureliano Guimarães,tertiary,30,114.101,"LINESTRING (-46.7380401 -23.6304237, -46.7376402 -23.6294652)",,,,,,,,
31500205,4579449831,0,551143386,False,Rua Aureliano Guimarães,tertiary,30,8.655,"LINESTRING (-46.7365059 -23.6270852, -46.7364265 -23.6270575)",,,,,,,,
31500205,31500226,0,551143389,False,Rua Aureliano Guimarães,tertiary,30,8.539,"LINESTRING (-46.7365059 -23.6270852, -46.7365842 -23.6271126)",,,,,,,,
31500209,31500211,0,473679822,False,Rua Aureliano Guimarães,tertiary,30,56.523,"LINESTRING (-46.7376402 -23.6294652, -46.7374381 -23.6289918)",,,,,,,,
31500209,31499740,0,473679822,False,Rua Aureliano Guimarães,tertiary,30,114.101,"LINESTRING (-46.7376402 -23.6294652, -46.7380401 -23.6304237)",,,,,,,,
31500211,4987462022,0,473679822,False,Rua Aureliano Guimarães,tertiary,30,12.785,"LINESTRING (-46.7374381 -23.6289918, -46.7374226 -23.6288777)",,,,,,,,
31500211,31500209,0,473679822,False,Rua Aureliano Guimarães,tertiary,30,56.523,"LINESTRING (-46.7374381 -23.6289918, -46.7376402 -23.6294652)",,,,,,,,
31500215,31500225,0,473679822,False,Rua Aureliano Guimarães,tertiary,30,81.792,"LINESTRING (-46.7373414 -23.6282793, -46.7373023 -23.6275446)",,,,,,,,
31500215,4987462022,0,473679822,False,Rua Aureliano Guimarães,tertiary,30,67.051,"LINESTRING (-46.7373414 -23.6282793, -46.7374226 -23.6288777)",,,,,,,,
31500225,31500215,0,473679822,False,Rua Aureliano Guimarães,tertiary,30,81.792,"LINESTRING (-46.7373023 -23.6275446, -46.7373414 -23.6282793)",,,,,,,,
31500225,5322708684,0,551143389,False,Rua Aureliano Guimarães,tertiary,30,9.008,"LINESTRING (-46.7373023 -23.6275446, -46.737245 -23.6274829)",,,,,,,,
31500226,5322708694,0,551143389,False,Rua Aureliano Guimarães,tertiary,30,42.162,"LINESTRING (-46.7365842 -23.6271126, -46.7369814 -23.6272191)",,,,,,,,
31500226,31500205,0,551143389,False,Rua Aureliano Guimarães,tertiary,30,8.539,"LINESTRING (-46.7365842 -23.6271126, -46.7365059 -23.6270852)",,,,,,,,
35294683,5321053554,0,550963368,False,Rua Condomínio Manhattan,residential,20,10.724,"LINESTRING (-46.7408559 -23.6151491, -46.7409283 -23.6152191)",2,,private,,,,,
40257921,466909078,0,425942443,False,Rua Manuel da Nóbrega,tertiary,30,41.372,"LINESTRING (-46.6538588 -23.574237, -46.6535803 -23.5739663)",2,,,,,,,
40257931,4252708260,0,425942443,False,Rua Manuel da Nóbrega,tertiary,30,11.888,"LINESTRING (-46.6526959 -23.5730025, -46.6527804 -23.5730762)",2,,,,,,,
40257931,4252708254,0,425942447,True,Rua Manuel da Nóbrega,tertiary,30,15.82,"LINESTRING (-46.6526959 -23.5730025, -46.6525869 -23.5729012)",2,,,,,,,
60634887,4917033580,0,38892272,True,,service,30,15.407,"LINESTRING (-46.6250732 -23.5170924, -46.6249741 -23.5169878)",,,yes,,,,,
60641031,60685350,0,8103459,False,Praça da Sé,living_street,20,99.535,"LINESTRING (-46.6344161 -23.5519876, -46.6340198 -23.5511695)",,,,,,,,
60641048,2583653682,0,22999960,False,Praça Clovis Bevilaqua,living_street,20,10.638,"LINESTRING (-46.6325558 -23.5517762, -46.6326508 -23.5517366)",,,,10,,,,
60641264,5074049879,0,8103473,True,Rua Riachuelo,secondary,30,11.653,"LINESTRING (-46.637791 -23.5501351, -46.6378917 -23.5500855)",2,,,,,,,
60641662,4503375510,0,312280065,True,Rua 7 de Abril,residential,30,31.923,"LINESTRING (-46.6404666 -23.5469009, -46.6402274 -23.5470862)",,,,,,,,
60685349,60716269,0,8103459,False,Praça da Sé,living_street,20,50.067,"LINESTRING (-46.6343559 -23.5505721, -46.6339045 -23.5507496)",,,,,,,,
60685350,60641031,0,8103459,False,Praça da Sé,living_street,20,99.535,"LINESTRING (-46.6340198 -23.5511695, -46.6344161 -23.5519876)",,,,,,,,
60685350,3757650389,0,8103459,False,Praça da Sé,living_street,20,26.99,"LINESTRING (-46.6340198 -23.5511695, -46.6339125 -23.5509476)",,,,,,,,
60685350,6586122929,0,519691384,False,Rua Filipe de Oliveira,living_street,20,24.138,"LINESTRING (-46.6340198 -23.5511695, -46.6338028 -23.5512564)",,,,10,,,,
60685381,4240269022,0,424630849,True,Rua das Flores,residential,20,6.902,"LINESTRING (-46.6307597 -23.5512131, -46.630808 -23.5512566)",1,,,5,,,,
60685387,4526409908,0,25953773,True,Largo Pátio do Colégio,secondary,30,6.378,"LINESTRING (-46.6331697 -23.5483839, -46.6331911 -23.54833)",2,,,,,,,
60685387,4247741114,0,425691410,False,Rua Anchieta,residential,30,72.07,"LINESTRING (-46.6331697 -23.5483839, -46.6338136 -23.5486516)",2,,,,,,,
60685429,4511462271,0,425458231,True,Rua José Bonifácio,residential,30,3.22,"LINESTRING (-46.6377087 -23.5488779, -46.6377389 -23.5488694)",1,,,,,,,
60685602,4503375513,0,312280065,True,Rua 7 de Abril,residential,30,38.877,"LINESTRING (-46.6408972 -23.546394, -46.6406824 -23.5466829)",,,,,,,,
60685603,4503375514,0,312280065,True,Rua 7 de Abril,residential,30,9.682,"LINESTRING (-46.6410825 -23.5461414, -46.6410304 -23.5462142)",,,,,,,,
60685819,60685761,0,476188876,True,Rua 7 de Abril,residential,30,43.994,"LINESTRING (-46.6423929 -23.5445629, -46.6426976 -23.5442827)",,,,,,,,
60686009,2140108615,0,277794712,False,Rua João Guimarães Rosa,residential,30,18.792,"LINESTRING (-46.6472672 -23.5486912, -46.6471987 -23.5488481)",,,,,,,,
60686009,4511286900,0,277794712,False,Rua João Guimarães Rosa,residential,30,7.36,"LINESTRING (-46.6472672 -23.5486912, -46.6473116 -23.548639)",,,,,,,,
60716269,7279843953,0,8103459,False,Praça da Sé,living_street,20,4.365,"LINESTRING (-46.6339045 -23.5507496, -46.6338797 -23.5507816)",,,,,,,,
60716269,60685349,0,8103459,False,Praça da Sé,living_street,20,50.067,"LINESTRING (-46.6339045 -23.5507496, -46.6343559 -23.5505721)",,,,,,,,
60716275,5670228228,0,25953773,True,Largo Pátio do Colégio,secondary,30,27.477,"LINESTRING (-46.6332343 -23.5481403, -46.6332363 -23.5478932)",2,,,,,,,
95967345,476454103,0,252482715,False,Rua Doutor Vito Rolim de Freitas,residential,20,121.668,"LINESTRING (-46.704073 -23.6453419, -46.7047493 -23.64444)",,,destination,,,,,
95972977,5093032944,0,10785858,False,Rua Antonieta Revoredo,residential,20,3.168,"LINESTRING (-46.7040046 -23.6439505, -46.704001 -23.6439222)",,,destination,,,,,
95972977,5093032945,0,10785858,False,Rua Antonieta Revoredo,residential,20,2.999,"LINESTRING (-46.7040046 -23.6439505, -46.7040255 -23.6439695)",,,destination,,,,,
95972979,95981574,0,10785858,False,Rua Antonieta Revoredo,residential,20,44.402,"LINESTRING (-46.7043604 -23.6422644, -46.7046182 -23.6419424)",,,destination,,,,,
95972979,95981301,0,10785858,False,Rua Antonieta Revoredo,residential,20,9.606,"LINESTRING (-46.7043604 -23.6422644, -46.7043393 -23.6423486)",,,destination,,,,,
95972980,95972981,0,10785858,False,Rua Antonieta Revoredo,residential,20,22.544,"LINESTRING (-46.7049203 -23.641541, -46.7051005 -23.6416587)",,,destination,,,,,
95972980,95981574,0,10785858,False,Rua Antonieta Revoredo,residential,20,54.214,"LINESTRING (-46.7049203 -23.641541, -46.7046182 -23.6419424)",,,destination,,,,,
95972981,95972982,0,10785858,False,Rua Antonieta Revoredo,residential,20,78.789,"LINESTRING (-46.7051005 -23.6416587, -46.7057391 -23.6420585)",,,destination,,,,,
95972981,95972980,0,10785858,False,Rua Antonieta Revoredo,residential,20,22.544,"LINESTRING (-46.7051005 -23.6416587, -46.7049203 -23.641541)",,,destination,,,,,
95972982,95972983,0,10785858,False,Rua Antonieta Revoredo,residential,20,67.862,"LINESTRING (-46.7057391 -23.6420585, -46.7062879 -23.6424045)",,,destination,,,,,
95972982,95972981,0,10785858,False,Rua Antonieta Revoredo,residential,20,78.789,"LINESTRING (-46.7057391 -23.6420585, -46.7051005 -23.6416587)",,,destination,,,,,
95972983,95972982,0,10785858,False,Rua Antonieta Revoredo,residential,20,67.862,"LINESTRING (-46.7062879 -23.6424045, -46.7057391 -23.6420585)",,,destination,,,,,
95972983,5093032950,0,252482715,False,Rua Doutor Vito Rolim de Freitas,residential,20,27.96,"LINESTRING (-46.7062879 -23.6424045, -46.7064415 -23.6421961)",,,destination,,,,,
95972983,95981577,0,252482715,False,Rua Doutor Vito Rolim de Freitas,residential,20,54.583,"LINESTRING (-46.7062879 -23.6424045, -46.7059773 -23.6428045)",,,destination,,,,,
95979656,95979657,0,10786728,False,Rua Ângelo Tanchella,residential,20,141.506,"LINESTRING (-46.7053822 -23.6435956, -46.7042417 -23.642869)",,,destination,,,,,
95979656,95981300,0,252482715,False,Rua Doutor Vito Rolim de Freitas,residential,20,54.281,"LINESTRING (-46.7053822 -23.6435956, -46.7056802 -23.6431909)",,,destination,,,,,
95979656,476454113,0,252482715,False,Rua Doutor Vito Rolim de Freitas,residential,20,53.18,"LINESTRING (-46.7053822 -23.6435956, -46.7050842 -23.6439883)",,,destination,,,,,
95979657,95981301,0,10785858,False,Rua Antonieta Revoredo,residential,20,58.714,"LINESTRING (-46.7042417 -23.642869, -46.7043393 -23.6423486)",,,destination,,,,,
95979657,476454106,0,10785858,False,Rua Antonieta Revoredo,residential,20,58.676,"LINESTRING (-46.7042417 -23.642869, -46.7041382 -23.6433881)",,,destination,,,,,
95979657,5093032943,0,10786728,False,Rua Ângelo Tanchella,residential,20,24.54,"LINESTRING (-46.7042417 -23.642869, -46.704053 -23.6427318)",,,destination,,,,,
95979657,95979656,0,10786728,False,Rua Ângelo Tanchella,residential,20,141.506,"LINESTRING (-46.7042417 -23.642869, -46.7053822 -23.6435956)",,,destination,,,,,
95981300,5093032948,0,70952240,False,Rua Vespasiano de Oliveira,residential,20,79.366,"LINESTRING (-46.7056802 -23.6431909, -46.7050387 -23.6427858)",,,destination,,,,,
