u,v,key,osmid,oneway,name,highway,length,geometry,lanes,maxspeed,est_width,ref,bridge,width,tunnel,service,access,junction
3876525274,4715928034,0,844386170,False,,cycleway,23.365,"LINESTRING (-46.6775448 -23.5978533, -46.6773394 -23.5979467)",,,,,,,,,,
3876525275,3876525276,0,384350451,False,,cycleway,107.063,"LINESTRING (-46.6784443 -23.5974059, -46.6793801 -23.5969681)",,,,,,,,,,
3876525275,7876450511,0,384350451,False,,cycleway,77.76,"LINESTRING (-46.6784443 -23.5974059, -46.6777736 -23.5977395)",,,,,,,,,,
3876525276,3876525277,0,384350451,False,,cycleway,29.458,"LINESTRING (-46.6793801 -23.5969681, -46.6795866 -23.5967827)",,,,,,,,,,
3876525276,3876525275,0,384350451,False,,cycleway,107.063,"LINESTRING (-46.6793801 -23.5969681, -46.6784443 -23.5974059)",,,,,,,,,,
3876525277,3876525278,0,384350451,False,,cycleway,35.421,"LINESTRING (-46.6795866 -23.5967827, -46.6797044 -23.596483)",,,,,,,,,,
3876525277,3876525276,0,384350451,False,,cycleway,29.458,"LINESTRING (-46.6795866 -23.5967827, -46.6793801 -23.5969681)",,,,,,,,,,
3876525278,4395535646,0,384350451,False,,cycleway,10.482,"LINESTRING (-46.6797044 -23.596483, -46.6797273 -23.5963911)",,,,,,,,,,
3876525278,3876525277,0,384350451,False,,cycleway,35.421,"LINESTRING (-46.6797044 -23.596483, -46.6795866 -23.5967827)",,,,,,,,,,
3876525279,3876525280,0,384350451,False,,cycleway,97.398,"LINESTRING (-46.6804924 -23.59375, -46.6807044 -23.5928959)",,,,,,,,,,
3876525279,4181948130,0,384350451,False,,cycleway,6.48,"LINESTRING (-46.6804924 -23.59375, -46.6804764 -23.5938064)",,,,,,,,,,
3876525280,4181948134,0,384350451,False,,cycleway,48.962,"LINESTRING (-46.6807044 -23.5928959, -46.6808136 -23.5924671)",,,,,,,,,,
3876525280,3876525279,0,384350451,False,,cycleway,97.398,"LINESTRING (-46.6807044 -23.5928959, -46.6804924 -23.59375)",,,,,,,,,,
3876525281,4181948138,0,384350451,False,,cycleway,14.051,"LINESTRING (-46.6808296 -23.5923955, -46.6808671 -23.5922739)",,,,,,,,,,
3876525281,4181948134,0,384350451,False,,cycleway,8.127,"LINESTRING (-46.6808296 -23.5923955, -46.6808136 -23.5924671)",,,,,,,,,,
3876525282,3876525283,0,384350451,False,,cycleway,76.807,"LINESTRING (-46.6810092 -23.5917906, -46.6812169 -23.5911266)",,,,,,,,,,
3876525282,1389167484,0,384350451,False,,cycleway,9.558,"LINESTRING (-46.6810092 -23.5917906, -46.6809848 -23.5918736)",,,,,,,,,,
3876525283,6504826771,0,384350451,False,,cycleway,47.939,"LINESTRING (-46.6812169 -23.5911266, -46.6813428 -23.5907112)",,,,,,,,,,
3876525283,3876525282,0,384350451,False,,cycleway,76.807,"LINESTRING (-46.6812169 -23.5911266, -46.6810092 -23.5917906)",,,,,,,,,,
3876525284,4181948142,0,384350451,False,,cycleway,20.592,"LINESTRING (-46.6813783 -23.5905951, -46.6814329 -23.5904168)",,,,,,,,,,
3876525284,6504826771,0,384350451,False,,cycleway,13.407,"LINESTRING (-46.6813783 -23.5905951, -46.6813428 -23.5907112)",,,,,,,,,,
3876525285,6504828192,0,384350451,False,,cycleway,115.01,"LINESTRING (-46.6814731 -23.5902439, -46.6817589 -23.5892433)",,,,,,,,,,
3876525285,6504826772,0,384350451,False,,cycleway,8.874,"LINESTRING (-46.6814731 -23.5902439, -46.6814552 -23.590322)",,,,,,,,,,
3876525287,6017776069,0,384350451,False,,cycleway,15.759,"LINESTRING (-46.6822369 -23.5875125, -46.6822789 -23.5873761)",,,,,,,,,,
3876525287,6017776067,0,384350451,False,,cycleway,12.393,"LINESTRING (-46.6822369 -23.5875125, -46.6822091 -23.587621)",,,,,,,,,,
3876525288,7876450542,0,384350451,False,,cycleway,26.847,"LINESTRING (-46.682613 -23.5862922, -46.6826691 -23.5860563)",,,,,,,,,,
3876525288,6017776069,0,384350451,False,,cycleway,125.241,"LINESTRING (-46.682613 -23.5862922, -46.6822789 -23.5873761)",,,,,,,,,,
3876525289,6592077580,0,384350451,False,,cycleway,33.568,"LINESTRING (-46.6828648 -23.5854824, -46.6829567 -23.5851925)",,,,,,,,,,
3876525289,7876450551,0,384350451,False,,cycleway,35.43,"LINESTRING (-46.6828648 -23.5854824, -46.6826951 -23.5857605)",,,,,,,,,,
3876525290,6592077574,0,384350451,False,,cycleway,142.083,"LINESTRING (-46.6830592 -23.5848912, -46.683513 -23.583683)",,,,,,,,,,
3876525290,4181948157,0,384350451,False,,cycleway,5.661,"LINESTRING (-46.6830592 -23.5848912, -46.6830423 -23.5849397)",,,,,,,,,,
3876525291,6592077577,0,384350451,False,,cycleway,9.815,"LINESTRING (-46.683545 -23.5835977, -46.6835812 -23.5835159)",,,,,,,,,,
3876525291,6592077574,0,384350451,False,,cycleway,10.03,"LINESTRING (-46.683545 -23.5835977, -46.683513 -23.583683)",,,,,,,,,,
3876525294,3876525295,0,384350451,False,,cycleway,13.281,"LINESTRING (-46.6840671 -23.581903, -46.6841947 -23.5819273)",,,,,,,,,,
3876525294,4181948168,0,384350451,False,,cycleway,24.207,"LINESTRING (-46.6840671 -23.581903, -46.6840342 -23.5821186)",,,,,,,,,,
3876525295,3809852691,0,384350451,False,,cycleway,49.774,"LINESTRING (-46.6841947 -23.5819273, -46.6844375 -23.5815389)",,,,,,,,,,
3876525295,3876525294,0,384350451,False,,cycleway,13.281,"LINESTRING (-46.6841947 -23.5819273, -46.6840671 -23.581903)",,,,,,,,,,
3933393438,6412445865,0,369139054,False,Ciclovia Bernardino de Campos,cycleway,19.902,"LINESTRING (-46.6420681 -23.5742771, -46.6419909 -23.5744415)",,,,,,,,,,
3933393438,4179298518,0,369139054,False,Ciclovia Bernardino de Campos,cycleway,80.782,"LINESTRING (-46.6420681 -23.5742771, -46.6423902 -23.5736133)",,,,,,,,,,
3939027737,3939027738,0,390765626,False,,cycleway,14.864,"LINESTRING (-46.469086 -23.545309, -46.469109 -23.545441)",,,,,,,,,,
3939027737,3939028233,0,390765626,False,,cycleway,14.867,"LINESTRING (-46.469086 -23.545309, -46.4690856 -23.5451753)",,,,,,,,,,
3939027738,2943411163,0,390765626,False,,cycleway,14.866,"LINESTRING (-46.469109 -23.545441, -46.4691539 -23.5455682)",,,,,,,,,,
3939027738,3939027737,0,390765626,False,,cycleway,14.864,"LINESTRING (-46.469109 -23.545441, -46.469086 -23.545309)",,,,,,,,,,
3939027741,3939027750,0,390765626,False,,cycleway,13.924,"LINESTRING (-46.4692274 -23.5456738, -46.4693185 -23.5457671)",,,,,,,,,,
3939027741,2943411163,0,390765626,False,,cycleway,13.929,"LINESTRING (-46.4692274 -23.5456738, -46.4691539 -23.5455682)",,,,,,,,,,
3939027750,3939027753,0,390765626,False,,cycleway,13.922,"LINESTRING (-46.4693185 -23.5457671, -46.4694249 -23.5458456)",,,,,,,,,,
3939027750,3939027741,0,390765626,False,,cycleway,13.924,"LINESTRING (-46.4693185 -23.5457671, -46.4692274 -23.5456738)",,,,,,,,,,
3939027753,3939028257,0,390765626,False,,cycleway,13.912,"LINESTRING (-46.4694249 -23.5458456, -46.469544 -23.5459067)",,,,,,,,,,
3939027753,3939027750,0,390765626,False,,cycleway,13.922,"LINESTRING (-46.4694249 -23.5458456, -46.4693185 -23.5457671)",,,,,,,,,,
3939027806,2343342255,0,225569752,False,Ciclovia Caminho Verde,cycleway,40.674,"LINESTRING (-46.5216733 -23.5315055, -46.5220682 -23.5315576)",,,3,,,,,,,
3939027806,1678609363,0,225569752,False,Ciclovia Caminho Verde,cycleway,33.778,"LINESTRING (-46.5216733 -23.5315055, -46.521342 -23.5315015)",,,3,,,,,,,
3939027806,4169888792,0,408317483,False,,cycleway,51.595,"LINESTRING (-46.5216733 -23.5315055, -46.5211854 -23.5313822)",,,3,,,,,,,
3939027815,4102746958,0,408317483,False,,cycleway,58.946,"LINESTRING (-46.4833472 -23.5414742, -46.4838349 -23.5411894)",,,3,,,,,,,
3939027815,3939027823,0,408317483,False,,cycleway,69.034,"LINESTRING (-46.4833472 -23.5414742, -46.4827412 -23.5417513)",,,3,,,,,,,
3939027823,3939027815,0,408317483,False,,cycleway,69.034,"LINESTRING (-46.4827412 -23.5417513, -46.4833472 -23.5414742)",,,3,,,,,,,
3939027823,3939027838,0,408317483,False,,cycleway,69.031,"LINESTRING (-46.4827412 -23.5417513, -46.4820973 -23.5419435)",,,3,,,,,,,
3939027838,3939027823,0,408317483,False,,cycleway,69.031,"LINESTRING (-46.4820973 -23.5419435, -46.4827412 -23.5417513)",,,3,,,,,,,
3939027838,3939028048,0,408317483,False,,cycleway,566.336,"LINESTRING (-46.4820973 -23.5419435, -46.4766858 -23.543096)",,,3,,,,,,,
3939027986,3939028160,0,390765615,False,,cycleway,52.87,"LINESTRING (-46.4694147 -23.5427325, -46.4696764 -23.543143)",,,,,,,,,,
3939028000,3939028002,0,390765634,False,,cycleway,19.417,"LINESTRING (-46.4706449 -23.542854, -46.4708314 -23.5428895)",,,,,,,,,,
3939028000,3939028001,0,390765634,False,,cycleway,3.247,"LINESTRING (-46.4706449 -23.542854, -46.470626 -23.5428775)",,,,,,,,,,
3939028001,3939028000,0,390765634,False,,cycleway,3.247,"LINESTRING (-46.470626 -23.5428775, -46.4706449 -23.542854)",,,,,,,,,,
3939028001,3939028012,0,390765634,False,,cycleway,8.499,"LINESTRING (-46.470626 -23.5428775, -46.4705765 -23.542939)",,,,,,,,,,
3939028002,3939028005,0,390765634,False,,cycleway,7.859,"LINESTRING (-46.4708314 -23.5428895, -46.4709038 -23.5429138)",,,,,,,,,,
3939028002,3939028000,0,390765634,False,,cycleway,19.417,"LINESTRING (-46.4708314 -23.5428895, -46.4706449 -23.542854)",,,,,,,,,,
3939028004,3939028007,0,390765625,False,,cycleway,58.736,"LINESTRING (-46.4671795 -23.542917, -46.4677541 -23.5429562)",,,,,,,,,,
3939028004,3939028006,0,390765625,False,,cycleway,58.732,"LINESTRING (-46.4671795 -23.542917, -46.4666044 -23.5429488)",,,,,,,,,,
3939028005,3939028013,0,390765634,False,,cycleway,7.853,"LINESTRING (-46.4709038 -23.5429138, -46.4709709 -23.5429485)",,,,,,,,,,
3939028005,3939028002,0,390765634,False,,cycleway,7.859,"LINESTRING (-46.4709038 -23.5429138, -46.4708314 -23.5428895)",,,,,,,,,,
3939028006,3939028004,0,390765625,False,,cycleway,58.732,"LINESTRING (-46.4666044 -23.5429488, -46.4671795 -23.542917)",,,,,,,,,,
3939028006,3939028033,0,390765625,False,,cycleway,58.736,"LINESTRING (-46.4666044 -23.5429488, -46.4660391 -23.543051)",,,,,,,,,,
3939028007,3939028026,0,390765625,False,,cycleway,42.731,"LINESTRING (-46.4677541 -23.5429562, -46.4681673 -23.5430209)",,,,,,,,,,
3939028007,3939028004,0,390765625,False,,cycleway,58.736,"LINESTRING (-46.4677541 -23.5429562, -46.4671795 -23.542917)",,,,,,,,,,
3939028011,3939028012,0,390765634,False,,cycleway,2.104,"LINESTRING (-46.4705642 -23.5429542, -46.4705765 -23.542939)",,,,,,,,,,
3939028011,3939028036,0,390765634,False,,cycleway,15.765,"LINESTRING (-46.4705642 -23.5429542, -46.4704724 -23.5430683)",,,,,,,,,,
3939028012,3939028001,0,390765634,False,,cycleway,8.499,"LINESTRING (-46.4705765 -23.542939, -46.470626 -23.5428775)",,,,,,,,,,
3939028012,3939028011,0,390765634,False,,cycleway,2.104,"LINESTRING (-46.4705765 -23.542939, -46.4705642 -23.5429542)",,,,,,,,,,
3939028013,3939028017,0,390765634,False,,cycleway,6.371,"LINESTRING (-46.4709709 -23.5429485, -46.4710197 -23.5429843)",,,,,,,,,,
3939028013,3939028005,0,390765634,False,,cycleway,7.853,"LINESTRING (-46.4709709 -23.5429485, -46.4709038 -23.5429138)",,,,,,,,,,
3939028014,3939028019,0,408317483,False,,cycleway,40.779,"LINESTRING (-46.4735247 -23.5429549, -46.473924 -23.5429771)",,,3,,,,,,,
3939028014,3939028018,0,408317483,False,,cycleway,40.791,"LINESTRING (-46.4735247 -23.5429549, -46.4731255 -23.5429802)",,,3,,,,,,,
3939028017,3939028022,0,390765634,False,,cycleway,1.484,"LINESTRING (-46.4710197 -23.5429843, -46.4710311 -23.5429926)",,,,,,,,,,
3939028017,3939028013,0,390765634,False,,cycleway,6.371,"LINESTRING (-46.4710197 -23.5429843, -46.4709709 -23.5429485)",,,,,,,,,,
3939028018,3939028014,0,408317483,False,,cycleway,40.791,"LINESTRING (-46.4731255 -23.5429802, -46.4735247 -23.5429549)",,,3,,,,,,,
3939028018,3939028040,0,408317483,False,,cycleway,40.783,"LINESTRING (-46.4731255 -23.5429802, -46.4727333 -23.5430526)",,,3,,,,,,,
3939028019,3939028163,0,408317483,False,,cycleway,90.38,"LINESTRING (-46.473924 -23.5429771, -46.4747957 -23.5431255)",,,3,,,,,,,
3939028019,3939028014,0,408317483,False,,cycleway,40.779,"LINESTRING (-46.473924 -23.5429771, -46.4735247 -23.5429549)",,,3,,,,,,,
3939028022,3939028032,0,390765634,False,,cycleway,5.378,"LINESTRING (-46.4710311 -23.5429926, -46.4710652 -23.5430295)",,,,,,,,,,
3939028022,3939028017,0,390765634,False,,cycleway,1.484,"LINESTRING (-46.4710311 -23.5429926, -46.4710197 -23.5429843)",,,,,,,,,,
3939028026,3939028027,0,390765625,False,,cycleway,1.203,"LINESTRING (-46.4681673 -23.5430209, -46.4681787 -23.5430237)",,,,,,,,,,
3939028026,3939028007,0,390765625,False,,cycleway,42.731,"LINESTRING (-46.4681673 -23.5430209, -46.4677541 -23.5429562)",,,,,,,,,,
3939028027,3939028029,0,390765625,False,,cycleway,1.214,"LINESTRING (-46.4681787 -23.5430237, -46.4681896 -23.5430281)",,,,,,,,,,
3939028027,3939028026,0,390765625,False,,cycleway,1.203,"LINESTRING (-46.4681787 -23.5430237, -46.4681673 -23.5430209)",,,,,,,,,,
3939028028,3939028030,0,390765625,False,,cycleway,1.21,"LINESTRING (-46.4681996 -23.5430338, -46.4682086 -23.5430409)",,,,,,,,,,
3939028028,3939028029,0,390765625,False,,cycleway,1.2,"LINESTRING (-46.4681996 -23.5430338, -46.4681896 -23.5430281)",,,,,,,,,,
3939028029,3939028028,0,390765625,False,,cycleway,1.2,"LINESTRING (-46.4681896 -23.5430281, -46.4681996 -23.5430338)",,,,,,,,,,
3939028029,3939028027,0,390765625,False,,cycleway,1.214,"LINESTRING (-46.4681896 -23.5430281, -46.4681787 -23.5430237)",,,,,,,,,,
3939028030,3939028034,0,390765625,False,,cycleway,1.203,"LINESTRING (-46.4682086 -23.5430409, -46.4682163 -23.5430491)",,,,,,,,,,
3939028030,3939028028,0,390765625,False,,cycleway,1.21,"LINESTRING (-46.4682086 -23.5430409, -46.4681996 -23.5430338)",,,,,,,,,,
3939028032,3939028039,0,390765634,False,,cycleway,5.366,"LINESTRING (-46.4710652 -23.5430295, -46.4711045 -23.5430616)",,,,,,,,,,
3939028032,3939028022,0,390765634,False,,cycleway,5.378,"LINESTRING (-46.4710652 -23.5430295, -46.4710311 -23.5429926)",,,,,,,,,,
3939028033,3939028006,0,390765625,False,,cycleway,58.736,"LINESTRING (-46.4660391 -23.543051, -46.4666044 -23.5429488)",,,,,,,,,,
3939028033,3939028185,0,390765625,False,,cycleway,58.726,"LINESTRING (-46.4660391 -23.543051, -46.4654939 -23.5432216)",,,,,,,,,,
3939028034,3939028042,0,390765625,False,,cycleway,5.125,"LINESTRING (-46.4682163 -23.5430491, -46.468247 -23.5430856)",,,,,,,,,,
3939028034,3939028030,0,390765625,False,,cycleway,1.203,"LINESTRING (-46.4682163 -23.5430491, -46.4682086 -23.5430409)",,,,,,,,,,
3939028036,3939028011,0,390765634,False,,cycleway,15.765,"LINESTRING (-46.4704724 -23.5430683, -46.4705642 -23.5429542)",,,,,,,,,,
3939028036,3939028171,0,390765634,False,,cycleway,47.027,"LINESTRING (-46.4704724 -23.5430683, -46.4700258 -23.5431743)",,,,,,,,,,
3939028039,3939028047,0,390765634,False,,cycleway,5.377,"LINESTRING (-46.4711045 -23.5430616, -46.4711484 -23.5430884)",,,,,,,,,,
3939028039,3939028032,0,390765634,False,,cycleway,5.366,"LINESTRING (-46.4711045 -23.5430616, -46.4710652 -23.5430295)",,,,,,,,,,
3939028040,3939028018,0,408317483,False,,cycleway,40.783,"LINESTRING (-46.4727333 -23.5430526, -46.4731255 -23.5429802)",,,3,,,,,,,
3939028040,3939028179,0,408317483,False,,cycleway,74.61,"LINESTRING (-46.4727333 -23.5430526, -46.4720157 -23.5431846)",,,3,,,,,,,
3939028041,3939028050,0,390765625,False,,cycleway,0.85,"LINESTRING (-46.4682592 -23.543096, -46.4682665 -23.5430997)",,,,,,,,,,
3939028041,3939028043,0,390765625,False,,cycleway,0.852,"LINESTRING (-46.4682592 -23.543096, -46.4682526 -23.5430913)",,,,,,,,,,
3939028042,3939028043,0,390765625,False,,cycleway,0.853,"LINESTRING (-46.468247 -23.5430856, -46.4682526 -23.5430913)",,,,,,,,,,
3939028042,3939028034,0,390765625,False,,cycleway,5.125,"LINESTRING (-46.468247 -23.5430856, -46.4682163 -23.5430491)",,,,,,,,,,
3939028043,3939028041,0,390765625,False,,cycleway,0.852,"LINESTRING (-46.4682526 -23.5430913, -46.4682592 -23.543096)",,,,,,,,,,
3939028043,3939028042,0,390765625,False,,cycleway,0.853,"LINESTRING (-46.4682526 -23.5430913, -46.468247 -23.5430856)",,,,,,,,,,
3939028047,3939028055,0,390765634,False,,cycleway,5.375,"LINESTRING (-46.4711484 -23.5430884, -46.471196 -23.5431092)",,,,,,,,,,
3939028047,3939028039,0,390765634,False,,cycleway,5.377,"LINESTRING (-46.4711484 -23.5430884, -46.4711045 -23.5430616)",,,,,,,,,,
3939028048,3939027838,0,408317483,False,,cycleway,566.336,"LINESTRING (-46.4766858 -23.543096, -46.4820973 -23.5419435)",,,3,,,,,,,
3939028048,3939028164,0,408317483,False,,cycleway,32.355,"LINESTRING (-46.4766858 -23.543096, -46.4763744 -23.5431523)",,,3,,,,,,,
3939028050,3939028052,0,390765625,False,,cycleway,0.862,"LINESTRING (-46.4682665 -23.5430997, -46.4682745 -23.5431022)",,,,,,,,,,
3939028050,3939028041,0,390765625,False,,cycleway,0.85,"LINESTRING (-46.4682665 -23.5430997, -46.4682592 -23.543096)",,,,,,,,,,
3939028051,2880970904,0,390765625,False,,cycleway,100.39,"LINESTRING (-46.4682827 -23.5431034, -46.469245 -23.5432953)",,,,,,,,,,
3939028051,3939028052,0,390765625,False,,cycleway,0.846,"LINESTRING (-46.4682827 -23.5431034, -46.4682745 -23.5431022)",,,,,,,,,,
3939028052,3939028051,0,390765625,False,,cycleway,0.846,"LINESTRING (-46.4682745 -23.5431022, -46.4682827 -23.5431034)",,,,,,,,,,
3939028052,3939028050,0,390765625,False,,cycleway,0.862,"LINESTRING (-46.4682745 -23.5431022, -46.4682665 -23.5430997)",,,,,,,,,,
3939028055,3939028162,0,390765634,False,,cycleway,15.433,"LINESTRING (-46.471196 -23.5431092, -46.4713423 -23.5431449)",,,,,,,,,,
3939028055,3939028047,0,390765634,False,,cycleway,5.375,"LINESTRING (-46.471196 -23.5431092, -46.4711484 -23.5430884)",,,,,,,,,,
3939028160,3939027986,0,390765615,False,,cycleway,52.87,"LINESTRING (-46.4696764 -23.543143, -46.4694147 -23.5427325)",,,,,,,,,,
3939028160,3939028161,0,390765634,False,,cycleway,7.947,"LINESTRING (-46.4696764 -23.543143, -46.4697542 -23.5431385)",,,,,,,,,,
3939028160,3939028169,0,390765634,False,,cycleway,25.908,"LINESTRING (-46.4696764 -23.543143, -46.4694235 -23.5431661)",,,,,,,,,,
3939028161,3939028171,0,390765634,False,,cycleway,27.971,"LINESTRING (-46.4697542 -23.5431385, -46.4700258 -23.5431743)",,,,,,,,,,
3939028161,3939028160,0,390765634,False,,cycleway,7.947,"LINESTRING (-46.4697542 -23.5431385, -46.4696764 -23.543143)",,,,,,,,,,
3939028162,3939028172,0,390765634,False,,cycleway,15.43,"LINESTRING (-46.4713423 -23.5431449, -46.4714925 -23.5431621)",,,,,,,,,,
3939028162,3939028055,0,390765634,False,,cycleway,15.433,"LINESTRING (-46.4713423 -23.5431449, -46.471196 -23.5431092)",,,,,,,,,,
3939028163,3939028175,0,408317483,False,,cycleway,32.355,"LINESTRING (-46.4747957 -23.5431255, -46.475109 -23.5431721)",,,3,,,,,,,
3939028163,3939028019,0,408317483,False,,cycleway,90.38,"LINESTRING (-46.4747957 -23.5431255, -46.473924 -23.5429771)",,,3,,,,,,,
3939028164,3939028048,0,408317483,False,,cycleway,32.355,"LINESTRING (-46.4763744 -23.5431523, -46.4766858 -23.543096)",,,3,,,,,,,
3939028164,3939028182,0,408317483,False,,cycleway,32.349,"LINESTRING (-46.4763744 -23.5431523, -46.4760595 -23.5431883)",,,3,,,,,,,
3939028169,3939028160,0,390765634,False,,cycleway,25.908,"LINESTRING (-46.4694235 -23.5431661, -46.4696764 -23.543143)",,,,,,,,,,
3939028169,3939028186,0,390765634,False,,cycleway,10.254,"LINESTRING (-46.4694235 -23.5431661, -46.4693931 -23.543254)",,,,,,,,,,
3939028171,3939028036,0,390765634,False,,cycleway,47.027,"LINESTRING (-46.4700258 -23.5431743, -46.4704724 -23.5430683)",,,,,,,,,,
3939028171,3939028161,0,390765634,False,,cycleway,27.971,"LINESTRING (-46.4700258 -23.5431743, -46.4697542 -23.5431385)",,,,,,,,,,
3939028172,3939470562,0,390765634,False,,cycleway,4.723,"LINESTRING (-46.4714925 -23.5431621, -46.4715388 -23.5431636)",,,,,,,,,,
3939028172,3939028162,0,390765634,False,,cycleway,15.43,"LINESTRING (-46.4714925 -23.5431621, -46.4713423 -23.5431449)",,,,,,,,,,
3939028173,4102694777,0,408317483,False,,cycleway,11.057,"LINESTRING (-46.4718195 -23.5431724, -46.4719278 -23.5431779)",,,3,,,,,,,
3939028173,3939470562,0,408317483,False,,cycleway,28.631,"LINESTRING (-46.4718195 -23.5431724, -46.4715388 -23.5431636)",,,3,,,,,,,
3939028174,3939028179,0,408317483,False,,cycleway,6.696,"LINESTRING (-46.4719503 -23.543179, -46.4720157 -23.5431846)",,,3,,,,,,,
3939028174,4102694777,0,408317483,False,,cycleway,2.297,"LINESTRING (-46.4719503 -23.543179, -46.4719278 -23.5431779)",,,3,,,,,,,
3939028175,3939028180,0,408317483,False,,cycleway,32.353,"LINESTRING (-46.475109 -23.5431721, -46.4754251 -23.5431982)",,,3,,,,,,,
3939028175,3939028163,0,408317483,False,,cycleway,32.355,"LINESTRING (-46.475109 -23.5431721, -46.4747957 -23.5431255)",,,3,,,,,,,
3939028179,3939028040,0,408317483,False,,cycleway,74.61,"LINESTRING (-46.4720157 -23.5431846, -46.4727333 -23.5430526)",,,3,,,,,,,
3939028179,3939028174,0,408317483,False,,cycleway,6.696,"LINESTRING (-46.4720157 -23.5431846, -46.4719503 -23.543179)",,,3,,,,,,,
3939028180,3939028181,0,408317483,False,,cycleway,32.361,"LINESTRING (-46.4754251 -23.5431982, -46.4757425 -23.5432036)",,,3,,,,,,,
3939028180,3939028175,0,408317483,False,,cycleway,32.353,"LINESTRING (-46.4754251 -23.5431982, -46.475109 -23.5431721)",,,3,,,,,,,
3939028181,3939028182,0,408317483,False,,cycleway,32.359,"LINESTRING (-46.4757425 -23.5432036, -46.4760595 -23.5431883)",,,3,,,,,,,
3939028181,3939028180,0,408317483,False,,cycleway,32.361,"LINESTRING (-46.4757425 -23.5432036, -46.4754251 -23.5431982)",,,3,,,,,,,
3939028182,3939028164,0,408317483,False,,cycleway,32.349,"LINESTRING (-46.4760595 -23.5431883, -46.4763744 -23.5431523)",,,3,,,,,,,
3939028182,3939028181,0,408317483,False,,cycleway,32.359,"LINESTRING (-46.4760595 -23.5431883, -46.4757425 -23.5432036)",,,3,,,,,,,
3939028185,3939028033,0,390765625,False,,cycleway,58.726,"LINESTRING (-46.4654939 -23.5432216, -46.4660391 -23.543051)",,,,,,,,,,
3939028185,3939028221,0,390765625,False,,cycleway,118.05,"LINESTRING (-46.4654939 -23.5432216, -46.4644176 -23.5436134)",,,,,,,,,,
3939028186,3939028169,0,390765634,False,,cycleway,10.254,"LINESTRING (-46.4693931 -23.543254, -46.4694235 -23.5431661)",,,,,,,,,,
3939028186,3939028195,0,390765634,False,,cycleway,5.867,"LINESTRING (-46.4693931 -23.543254, -46.4693806 -23.5433055)",,,,,,,,,,
3939028194,3939028195,0,390765625,False,,cycleway,4.595,"LINESTRING (-46.4693364 -23.5433136, -46.4693806 -23.5433055)",,,,,,,,,,
3939028194,2880970904,0,390765625,False,,cycleway,9.537,"LINESTRING (-46.4693364 -23.5433136, -46.469245 -23.5432953)",,,,,,,,,,
3939028195,3939028194,0,390765625,False,,cycleway,4.595,"LINESTRING (-46.4693806 -23.5433055, -46.4693364 -23.5433136)",,,,,,,,,,
3939028195,3939470563,0,390765626,False,,cycleway,16.967,"LINESTRING (-46.4693806 -23.5433055, -46.4694776 -23.5434295)",,,,,,,,,,
3939028195,3939028186,0,390765634,False,,cycleway,5.867,"LINESTRING (-46.4693806 -23.5433055, -46.4693931 -23.543254)",,,,,,,,,,
3939028211,3939028213,0,390765626,False,,cycleway,4.291,"LINESTRING (-46.4695171 -23.5434801, -46.4694833 -23.5435031)",,,,,,,,,,
3939028211,3939470563,0,390765626,False,,cycleway,6.919,"LINESTRING (-46.4695171 -23.5434801, -46.4694776 -23.5434295)",,,,,,,,,,
3939028213,3939028217,0,390765626,False,,cycleway,4.287,"LINESTRING (-46.4694833 -23.5435031, -46.4694535 -23.5435303)",,,,,,,,,,
3939028213,3939028211,0,390765626,False,,cycleway,4.291,"LINESTRING (-46.4694833 -23.5435031, -46.4695171 -23.5434801)",,,,,,,,,,
3939028217,3939028219,0,390765626,False,,cycleway,4.293,"LINESTRING (-46.4694535 -23.5435303, -46.4694284 -23.5435613)",,,,,,,,,,
3939028217,3939028213,0,390765626,False,,cycleway,4.287,"LINESTRING (-46.4694535 -23.5435303, -46.4694833 -23.5435031)",,,,,,,,,,
3939028219,3939028222,0,390765626,False,,cycleway,4.286,"LINESTRING (-46.4694284 -23.5435613, -46.4694086 -23.5435953)",,,,,,,,,,
3939028219,3939028217,0,390765626,False,,cycleway,4.293,"LINESTRING (-46.4694284 -23.5435613, -46.4694535 -23.5435303)",,,,,,,,,,
3939028221,3939028185,0,390765625,False,,cycleway,118.05,"LINESTRING (-46.4644176 -23.5436134, -46.4654939 -23.5432216)",,,,,,,,,,
3939028222,3939028224,0,390765626,False,,cycleway,4.285,"LINESTRING (-46.4694086 -23.5435953, -46.4693945 -23.5436316)",,,,,,,,,,
3939028222,3939028219,0,390765626,False,,cycleway,4.286,"LINESTRING (-46.4694086 -23.5435953, -46.4694284 -23.5435613)",,,,,,,,,,
3939028224,3939028225,0,390765626,False,,cycleway,4.285,"LINESTRING (-46.4693945 -23.5436316, -46.4693863 -23.5436694)",,,,,,,,,,
3939028224,3939028222,0,390765626,False,,cycleway,4.285,"LINESTRING (-46.4693945 -23.5436316, -46.4694086 -23.5435953)",,,,,,,,,,
3939028225,2943411168,0,390765626,False,,cycleway,142.007,"LINESTRING (-46.4693863 -23.5436694, -46.4691359 -23.5449257)",,,,,,,,,,
3939028225,3939028224,0,390765626,False,,cycleway,4.285,"LINESTRING (-46.4693863 -23.5436694, -46.4693945 -23.5436316)",,,,,,,,,,
3939028233,3939027737,0,390765626,False,,cycleway,14.867,"LINESTRING (-46.4690856 -23.5451753, -46.469086 -23.545309)",,,,,,,,,,
