u,v,key,osmid,oneway,name,highway,length,geometry,lanes,maxspeed,est_width,ref,bridge,width,tunnel,service,access,junction
615537884,2152524959,0,784900673,False,Estrada Engenheiro Marsilac,primary,41.345,"LINESTRING (-46.7305188 -23.8349484, -46.7305651 -23.8353178)",,,,,,,,,,
663049751,6083495491,0,647866646,True,Rua Arraias do Araguaia,secondary,47.209,"LINESTRING (-46.5018495 -23.5789679, -46.5019447 -23.5785524)",2,,,,,,,,,
663049753,155386499,0,647866646,True,Rua Arraias do Araguaia,secondary,32.26,"LINESTRING (-46.5019771 -23.57841, -46.5020418 -23.578126)",2,,,,,,,,,
1205973841,1205974108,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,7.507,"LINESTRING (-46.4763605 -23.5051579, -46.4763861 -23.5052212)",,,,,,,,,,
1205974017,1205974248,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,9.846,"LINESTRING (-46.4766144 -23.5056041, -46.4766529 -23.5056853)",,,,,,,,,,
1205974108,1205974433,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,11.762,"LINESTRING (-46.4763861 -23.5052212, -46.4764343 -23.5053173)",,,,,,,,,,
1205974133,1205976477,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,106.137,"LINESTRING (-46.4774607 -23.5030596, -46.4768804 -23.503852)",,,,,,,,,,
1205974248,6416246260,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,8.714,"LINESTRING (-46.4766529 -23.5056853, -46.4766632 -23.5057631)",,,,,,,,,,
1205974330,1205974692,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,17.326,"LINESTRING (-46.4779156 -23.501767, -46.4779179 -23.5019228)",,,,,,,,,,
1205974433,1205976643,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,24.174,"LINESTRING (-46.4764343 -23.5053173, -46.4765528 -23.5055056)",,,,,,,,,,
1205974596,1205975033,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,42.833,"LINESTRING (-46.4767015 -23.5040963, -46.4764779 -23.5044224)",,,,,,,,,,
1205974692,1205976036,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,7.294,"LINESTRING (-46.4779179 -23.5019228, -46.4779179 -23.5019884)",,,,,,,,,,
1205975033,3900753080,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,18.674,"LINESTRING (-46.4764779 -23.5044224, -46.4763973 -23.5045732)",,,,,,,,,,
1205975631,1205976708,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,33.826,"LINESTRING (-46.4783793 -23.5003803, -46.4782712 -23.5006679)",,,,,,,,,,
1205975635,6340108094,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,15.559,"LINESTRING (-46.4766362 -23.5059685, -46.4765803 -23.5060987)",,,,,,,,,,
1205975921,1205977071,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,11.947,"LINESTRING (-46.4777989 -23.5025156, -46.4777569 -23.5026159)",,,,,,,,,,
1205976036,3900753072,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,25.914,"LINESTRING (-46.4779179 -23.5019884, -46.4778975 -23.5022207)",,,,,,,,,,
1205976251,1205976516,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,29.609,"LINESTRING (-46.4763549 -23.5047299, -46.4763214 -23.5049944)",,,,,,,,,,
1205976295,1205975921,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,19.814,"LINESTRING (-46.4778687 -23.5023493, -46.4777989 -23.5025156)",,,,,,,,,,
1205976477,1205974596,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,32.722,"LINESTRING (-46.4768804 -23.503852, -46.4767015 -23.5040963)",,,,,,,,,,
1205976516,5332949822,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,11.679,"LINESTRING (-46.4763214 -23.5049944, -46.4763415 -23.5050978)",,,,,,,,,,
1205976643,1205974017,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,12.626,"LINESTRING (-46.4765528 -23.5055056, -46.4766144 -23.5056041)",,,,,,,,,,
1205976708,1205976906,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,90.638,"LINESTRING (-46.4782712 -23.5006679, -46.4779961 -23.501443)",,,,,,,,,,
1205976906,3900753073,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,20.081,"LINESTRING (-46.4779961 -23.501443, -46.4779422 -23.5016167)",,,,,,,,,,
1205977032,1205974133,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,12.466,"LINESTRING (-46.4775288 -23.5029665, -46.4774607 -23.5030596)",,,,,,,,,,
1205977071,1205977032,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,45.396,"LINESTRING (-46.4777569 -23.5026159, -46.4775288 -23.5029665)",,,,,,,,,,
1601885238,1608560036,0,154953585,True,Avenida Waldemar Roberto,residential,42.218,"LINESTRING (-46.7587874 -23.575312, -46.7586114 -23.5756557)",,,,,,,,,,
1608559852,1674034311,0,154953585,True,Avenida Waldemar Roberto,residential,22.965,"LINESTRING (-46.7605924 -23.5730978, -46.7604525 -23.5732597)",,,,,,,,,,
1608559852,4484712706,0,154953580,False,Avenida Waldemar Roberto,secondary,8.151,"LINESTRING (-46.7605924 -23.5730978, -46.7606272 -23.5730318)",,,,,,,,,,
1608559867,4484712713,0,154953585,True,Avenida Waldemar Roberto,residential,27.784,"LINESTRING (-46.7603576 -23.5733645, -46.7601774 -23.573552)",,,,,,,,,,
1608559896,1608559912,0,154953585,True,Avenida Waldemar Roberto,residential,95.815,"LINESTRING (-46.7600032 -23.5737292, -46.7594135 -23.5744003)",,,,,,,,,,
1608559912,1608559932,0,154953585,True,Avenida Waldemar Roberto,residential,23.177,"LINESTRING (-46.7594135 -23.5744003, -46.7592786 -23.5745681)",,,,,,,,,,
1608559932,1608559970,0,154953585,True,Avenida Waldemar Roberto,residential,69.879,"LINESTRING (-46.7592786 -23.5745681, -46.7588931 -23.5750878)",,,,,,,,,,
1608559970,1601885238,0,154953585,True,Avenida Waldemar Roberto,residential,27.158,"LINESTRING (-46.7588931 -23.5750878, -46.7587874 -23.575312)",,,,,,,,,,
1608560036,1608560057,0,154953585,True,Avenida Waldemar Roberto,residential,20.952,"LINESTRING (-46.7586114 -23.5756557, -46.7585449 -23.575834)",,,,,,,,,,
1608560057,6058762943,0,643958480,False,,cycleway,17.441,"LINESTRING (-46.7585449 -23.575834, -46.7584147 -23.5759358)",,,,,,,,,,
1664231905,2779800733,0,340166213,True,Avenida Governador Carvalho Pinto,trunk,36.399,"LINESTRING (-46.5467643 -23.5140828, -46.5471122 -23.5141562)",,50,,,,,,,,
1664231940,5766068443,0,340166213,True,Avenida Governador Carvalho Pinto,trunk,9.186,"LINESTRING (-46.5449677 -23.5137801, -46.5450567 -23.5137929)",,50,,,,,,,,
1664231986,1664231940,0,408315781,True,Avenida Governador Carvalho Pinto,primary,40.255,"LINESTRING (-46.5445773 -23.5137262, -46.5449677 -23.5137801)",3,50,,,,,,,,
1664232053,1664232024,0,340166213,True,Avenida Governador Carvalho Pinto,trunk,37.412,"LINESTRING (-46.5480529 -23.5143545, -46.5484069 -23.514443)",,50,,,,,,,,
1674034311,1608559867,0,154953585,True,Avenida Waldemar Roberto,residential,15.144,"LINESTRING (-46.7604525 -23.5732597, -46.7603576 -23.5733645)",,,,,,,,,,
1837166971,1837170043,0,39046012,True,Rua Natingui,residential,11.375,"LINESTRING (-46.6990715 -23.5590112, -46.69908 -23.5589092)",,,,,,,,,,
1837170043,292425250,0,39046012,True,Rua Natingui,residential,11.448,"LINESTRING (-46.69908 -23.5589092, -46.6991167 -23.5588119)",,,,,,,,,,
1837170043,6093572234,0,649260350,False,,cycleway,5.889,"LINESTRING (-46.69908 -23.5589092, -46.6990265 -23.5588892)",,,,,,,,,,
1876046754,1876046768,0,647866646,True,Rua Arraias do Araguaia,secondary,11.149,"LINESTRING (-46.5020344 -23.5803355, -46.501974 -23.5802519)",2,,,,,,,,,
1876046768,6901484197,0,647866646,True,Rua Arraias do Araguaia,secondary,6.034,"LINESTRING (-46.501974 -23.5802519, -46.5019398 -23.5802076)",2,,,,,,,,,
1984335345,1984335344,0,647866646,True,Rua Arraias do Araguaia,secondary,13.166,"LINESTRING (-46.5023113 -23.5765498, -46.5022197 -23.5764663)",2,,,,,,,,,
1984335347,1984335345,0,647866646,True,Rua Arraias do Araguaia,secondary,9.483,"LINESTRING (-46.5023447 -23.5766294, -46.5023113 -23.5765498)",2,,,,,,,,,
1984335351,155386498,0,647866646,True,Rua Arraias do Araguaia,secondary,8.996,"LINESTRING (-46.501746 -23.5796028, -46.5017454 -23.5795219)",2,,,,,,,,,
1984335354,1984335351,0,647866646,True,Rua Arraias do Araguaia,secondary,32.951,"LINESTRING (-46.5017906 -23.5798963, -46.501746 -23.5796028)",2,,,,,,,,,
2074982389,1664232053,0,340166213,True,Avenida Governador Carvalho Pinto,trunk,69.519,"LINESTRING (-46.5473896 -23.5142098, -46.5480529 -23.5143545)",,50,,,,,,,,
2080537953,2779800732,0,340166213,True,Avenida Governador Carvalho Pinto,trunk,106.674,"LINESTRING (-46.5452455 -23.51382, -46.5462762 -23.5139846)",,50,,,,,,,,
2091453402,2613601753,0,38306348,True,Rua Marcos Arruda,secondary,6.597,"LINESTRING (-46.6030321 -23.529681, -46.6030243 -23.5297399)",2,40,,,,,,,,
2152524948,5238450041,0,784900673,False,Estrada Engenheiro Marsilac,primary,157.187,"LINESTRING (-46.7305649 -23.8340855, -46.7308617 -23.8326982)",,,,,,,,,,
2152524948,7333070581,0,784900673,False,Estrada Engenheiro Marsilac,primary,45.98,"LINESTRING (-46.7305649 -23.8340855, -46.7305366 -23.8344982)",,,,,,,,,,
2152524959,615537884,0,784900673,False,Estrada Engenheiro Marsilac,primary,41.345,"LINESTRING (-46.7305651 -23.8353178, -46.7305188 -23.8349484)",,,,,,,,,,
2152524959,5238450092,0,784900673,False,Estrada Engenheiro Marsilac,primary,19.036,"LINESTRING (-46.7305651 -23.8353178, -46.7306053 -23.835485)",,,,,,,,,,
2152524964,5238450092,0,784900673,False,Estrada Engenheiro Marsilac,primary,65.111,"LINESTRING (-46.7307626 -23.8360526, -46.7306053 -23.835485)",,,,,,,,,,
2152524964,615537881,0,784900673,False,Estrada Engenheiro Marsilac,primary,65.448,"LINESTRING (-46.7307626 -23.8360526, -46.7309977 -23.8366005)",,,,,,,,,,
2152524987,7333070566,0,784900673,False,Estrada Engenheiro Marsilac,primary,8.878,"LINESTRING (-46.7329076 -23.8382748, -46.7328522 -23.8382131)",,,,,,,,,,
2152524987,5864706530,0,784900673,False,Estrada Engenheiro Marsilac,primary,11.217,"LINESTRING (-46.7329076 -23.8382748, -46.7329805 -23.8383505)",,,,,,,,,,
2152524991,4231971717,0,784900673,False,Estrada Engenheiro Marsilac,primary,28.253,"LINESTRING (-46.733802 -23.8386878, -46.7335487 -23.8385835)",,,,,,,,,,
2152524991,4231971715,0,784900673,False,Estrada Engenheiro Marsilac,primary,42.178,"LINESTRING (-46.733802 -23.8386878, -46.7341675 -23.838867)",,,,,,,,,,
2274140996,5238449672,0,784900673,False,Estrada Engenheiro Marsilac,primary,152.644,"LINESTRING (-46.7370885 -23.8390197, -46.7355887 -23.8390699)",,,,,,,,,,
2274140996,7333070564,0,784900673,False,Estrada Engenheiro Marsilac,primary,47.112,"LINESTRING (-46.7370885 -23.8390197, -46.7375517 -23.8390173)",,,,,,,,,,
2274140998,3093835067,0,784900673,False,Estrada Engenheiro Marsilac,primary,27.196,"LINESTRING (-46.73797 -23.8391086, -46.7377135 -23.8390395)",,,,,,,,,,
2274140998,7333070561,0,784900673,False,Estrada Engenheiro Marsilac,primary,16.693,"LINESTRING (-46.73797 -23.8391086, -46.7381205 -23.8391685)",,,,,,,,,,
2329803034,5052297961,0,784900683,False,Estrada Engenheiro Marsilac,primary,70.896,"LINESTRING (-46.7311542 -23.8284524, -46.7310717 -23.8290855)",,,,,,,,,,
2330727480,5238450109,0,784900673,False,Estrada Engenheiro Marsilac,primary,9.85,"LINESTRING (-46.7318158 -23.8372927, -46.7317475 -23.8372299)",,,,,,,,,,
2330727480,5238450120,0,784900673,False,Estrada Engenheiro Marsilac,primary,19.388,"LINESTRING (-46.7318158 -23.8372927, -46.7319586 -23.8374082)",,,,,,,,,,
2466637729,413363307,0,236562332,True,Avenida Nazaré,secondary,87.091,"LINESTRING (-46.6110592 -23.5838739, -46.6110077 -23.5846557)",2,50,,,,,,,,
2613601750,2091453402,0,38306348,True,Rua Marcos Arruda,secondary,3.318,"LINESTRING (-46.6030362 -23.5296514, -46.6030321 -23.529681)",2,40,,,,,,,,
2613601753,5288615184,0,38306348,True,Rua Marcos Arruda,secondary,58.294,"LINESTRING (-46.6030243 -23.5297399, -46.602975 -23.5302622)",2,40,,,,,,,,
2613601755,5562007952,0,15058087,True,Praça General Humberto de Sousa Melo,secondary,8.788,"LINESTRING (-46.602937 -23.5306644, -46.6028509 -23.5306682)",,40,,,,,,,,
2779800732,1664231905,0,340166213,True,Avenida Governador Carvalho Pinto,trunk,50.951,"LINESTRING (-46.5462762 -23.5139846, -46.5467643 -23.5140828)",,50,,,,,,,,
2779800733,5341293691,0,340166213,True,Avenida Governador Carvalho Pinto,trunk,27.744,"LINESTRING (-46.5471122 -23.5141562, -46.5473786 -23.514207)",,50,,,,,,,,
3093834275,3093834709,0,784900673,False,Estrada Engenheiro Marsilac,primary,23.793,"LINESTRING (-46.7383656 -23.8393325, -46.7381808 -23.8392013)",,,,,,,,,,
3093834275,7333070562,0,784900673,False,Estrada Engenheiro Marsilac,primary,12.983,"LINESTRING (-46.7383656 -23.8393325, -46.7384546 -23.8394162)",,,,,,,,,,
3093834709,7333070561,0,784900673,False,Estrada Engenheiro Marsilac,primary,7.136,"LINESTRING (-46.7381808 -23.8392013, -46.7381205 -23.8391685)",,,,,,,,,,
3093834709,3093834275,0,784900673,False,Estrada Engenheiro Marsilac,primary,23.793,"LINESTRING (-46.7381808 -23.8392013, -46.7383656 -23.8393325)",,,,,,,,,,
3093835067,7333070564,0,784900673,False,Estrada Engenheiro Marsilac,primary,16.641,"LINESTRING (-46.7377135 -23.8390395, -46.7375517 -23.8390173)",,,,,,,,,,
3093835067,2274140998,0,784900673,False,Estrada Engenheiro Marsilac,primary,27.196,"LINESTRING (-46.7377135 -23.8390395, -46.73797 -23.8391086)",,,,,,,,,,
3900753072,1205976295,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,14.598,"LINESTRING (-46.4778975 -23.5022207, -46.4778687 -23.5023493)",,,,,,,,,,
3900753073,1205974330,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,16.931,"LINESTRING (-46.4779422 -23.5016167, -46.4779156 -23.501767)",,,,,,,,,,
3900753080,1205976251,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,17.953,"LINESTRING (-46.4763973 -23.5045732, -46.4763549 -23.5047299)",,,,,,,,,,
4231971713,4231971714,0,784900673,False,Estrada Engenheiro Marsilac,primary,64.907,"LINESTRING (-46.7391696 -23.8405335, -46.738857 -23.8400246)",,,,,,,,,,
4231971713,7333070550,0,784900673,False,Estrada Engenheiro Marsilac,primary,18.495,"LINESTRING (-46.7391696 -23.8405335, -46.7392608 -23.8406774)",,,,,,,,,,
4231971714,615537872,0,784900673,False,Estrada Engenheiro Marsilac,primary,61.952,"LINESTRING (-46.738857 -23.8400246, -46.7385659 -23.8395352)",,,,,,,,,,
4231971714,4231971713,0,784900673,False,Estrada Engenheiro Marsilac,primary,64.907,"LINESTRING (-46.738857 -23.8400246, -46.7391696 -23.8405335)",,,,,,,,,,
4231971715,2152524991,0,784900673,False,Estrada Engenheiro Marsilac,primary,42.178,"LINESTRING (-46.7341675 -23.838867, -46.733802 -23.8386878)",,,,,,,,,,
4231971715,4231974491,0,784900673,False,Estrada Engenheiro Marsilac,primary,35.354,"LINESTRING (-46.7341675 -23.838867, -46.7344702 -23.8390233)",,,,,,,,,,
4231971717,615537878,0,784900673,False,Estrada Engenheiro Marsilac,primary,46.658,"LINESTRING (-46.7335487 -23.8385835, -46.733112 -23.838455)",,,,,,,,,,
4231971717,2152524991,0,784900673,False,Estrada Engenheiro Marsilac,primary,28.253,"LINESTRING (-46.7335487 -23.8385835, -46.733802 -23.8386878)",,,,,,,,,,
4231974491,4231971715,0,784900673,False,Estrada Engenheiro Marsilac,primary,35.354,"LINESTRING (-46.7344702 -23.8390233, -46.7341675 -23.838867)",,,,,,,,,,
4231974491,5846949136,0,784900673,False,Estrada Engenheiro Marsilac,primary,17.734,"LINESTRING (-46.7344702 -23.8390233, -46.734633 -23.8390804)",,,,,,,,,,
4484712713,1608559896,0,154953585,True,Avenida Waldemar Roberto,residential,26.522,"LINESTRING (-46.7601774 -23.573552, -46.7600032 -23.5737292)",,,,,,,,,,
4607896874,7292740554,0,227330867,True,Avenida Nazaré,secondary,26.229,"LINESTRING (-46.6110016 -23.5847502, -46.6109793 -23.5849852)",2,50,,,,,,,,
5052297961,2329803034,0,784900683,False,Estrada Engenheiro Marsilac,primary,70.896,"LINESTRING (-46.7310717 -23.8290855, -46.7311542 -23.8284524)",,,,,,,,,,
5052297961,7333070621,0,784900701,True,Estrada Engenheiro Marsilac,primary,23.059,"LINESTRING (-46.7310717 -23.8290855, -46.7310625 -23.8292927)",,,,,,,,,,
5238449672,5238449673,0,784900673,False,Estrada Engenheiro Marsilac,primary,48.486,"LINESTRING (-46.7355887 -23.8390699, -46.7351126 -23.839092)",,,,,,,,,,
5238449672,2274140996,0,784900673,False,Estrada Engenheiro Marsilac,primary,152.644,"LINESTRING (-46.7355887 -23.8390699, -46.7370885 -23.8390197)",,,,,,,,,,
5238449673,5238449674,0,784900673,False,Estrada Engenheiro Marsilac,primary,37.596,"LINESTRING (-46.7351126 -23.839092, -46.734743 -23.839097)",,,,,,,,,,
5238449673,5238449672,0,784900673,False,Estrada Engenheiro Marsilac,primary,48.486,"LINESTRING (-46.7351126 -23.839092, -46.7355887 -23.8390699)",,,,,,,,,,
5238449674,5846949136,0,784900673,False,Estrada Engenheiro Marsilac,primary,11.339,"LINESTRING (-46.734743 -23.839097, -46.734633 -23.8390804)",,,,,,,,,,
5238449674,5238449673,0,784900673,False,Estrada Engenheiro Marsilac,primary,37.596,"LINESTRING (-46.734743 -23.839097, -46.7351126 -23.839092)",,,,,,,,,,
5238450041,7333070583,0,784900673,False,Estrada Engenheiro Marsilac,primary,108.969,"LINESTRING (-46.7308617 -23.8326982, -46.7310096 -23.8317276)",,,,,,,,,,
5238450041,2152524948,0,784900673,False,Estrada Engenheiro Marsilac,primary,157.187,"LINESTRING (-46.7308617 -23.8326982, -46.7305649 -23.8340855)",,,,,,,,,,
5238450092,2152524959,0,784900673,False,Estrada Engenheiro Marsilac,primary,19.036,"LINESTRING (-46.7306053 -23.835485, -46.7305651 -23.8353178)",,,,,,,,,,
5238450092,2152524964,0,784900673,False,Estrada Engenheiro Marsilac,primary,65.111,"LINESTRING (-46.7306053 -23.835485, -46.7307626 -23.8360526)",,,,,,,,,,
5238450109,615537881,0,784900673,False,Estrada Engenheiro Marsilac,primary,103.508,"LINESTRING (-46.7317475 -23.8372299, -46.7309977 -23.8366005)",,,,,,,,,,
5238450109,2330727480,0,784900673,False,Estrada Engenheiro Marsilac,primary,9.85,"LINESTRING (-46.7317475 -23.8372299, -46.7318158 -23.8372927)",,,,,,,,,,
5238450119,5238450120,0,784900673,False,Estrada Engenheiro Marsilac,primary,52.741,"LINESTRING (-46.7323258 -23.8377431, -46.7319586 -23.8374082)",,,,,,,,,,
5238450119,615537879,0,784900673,False,Estrada Engenheiro Marsilac,primary,34.796,"LINESTRING (-46.7323258 -23.8377431, -46.7325869 -23.8379453)",,,,,,,,,,
5238450120,2330727480,0,784900673,False,Estrada Engenheiro Marsilac,primary,19.388,"LINESTRING (-46.7319586 -23.8374082, -46.7318158 -23.8372927)",,,,,,,,,,
5238450120,5238450119,0,784900673,False,Estrada Engenheiro Marsilac,primary,52.741,"LINESTRING (-46.7319586 -23.8374082, -46.7323258 -23.8377431)",,,,,,,,,,
5288615177,3956583660,0,15058087,True,Praça General Humberto de Sousa Melo,secondary,10.696,"LINESTRING (-46.602244 -23.5306952, -46.6021392 -23.5306998)",,40,,,,,,,,
5288615184,2613601755,0,38306348,True,Rua Marcos Arruda,secondary,44.89,"LINESTRING (-46.602975 -23.5302622, -46.602937 -23.5306644)",2,40,,,,,,,,
5288615185,5288615177,0,15058087,True,Praça General Humberto de Sousa Melo,secondary,18.178,"LINESTRING (-46.6024221 -23.5306873, -46.602244 -23.5306952)",,40,,,,,,,,
5332949822,1205973841,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,6.958,"LINESTRING (-46.4763415 -23.5050978, -46.4763605 -23.5051579)",,,,,,,,,,
5341293691,2074982389,0,340166213,True,Avenida Governador Carvalho Pinto,trunk,1.164,"LINESTRING (-46.5473786 -23.514207, -46.5473896 -23.5142098)",,50,,,,,,,,
5562007952,5288615185,0,15058087,True,Praça General Humberto de Sousa Melo,secondary,43.767,"LINESTRING (-46.6028509 -23.5306682, -46.6024221 -23.5306873)",,40,,,,,,,,
5766068443,2080537953,0,340166213,True,Avenida Governador Carvalho Pinto,trunk,19.485,"LINESTRING (-46.5450567 -23.5137929, -46.5452455 -23.51382)",,50,,,,,,,,
5846949136,4231974491,0,784900673,False,Estrada Engenheiro Marsilac,primary,17.734,"LINESTRING (-46.734633 -23.8390804, -46.7344702 -23.8390233)",,,,,,,,,,
5846949136,5238449674,0,784900673,False,Estrada Engenheiro Marsilac,primary,11.339,"LINESTRING (-46.734633 -23.8390804, -46.734743 -23.839097)",,,,,,,,,,
5864706530,2152524987,0,784900673,False,Estrada Engenheiro Marsilac,primary,11.217,"LINESTRING (-46.7329805 -23.8383505, -46.7329076 -23.8382748)",,,,,,,,,,
5864706530,7333070565,0,784900673,False,Estrada Engenheiro Marsilac,primary,7.713,"LINESTRING (-46.7329805 -23.8383505, -46.7330326 -23.8384009)",,,,,,,,,,
6083495491,663049753,0,647866646,True,Rua Arraias do Araguaia,secondary,16.175,"LINESTRING (-46.5019447 -23.5785524, -46.5019771 -23.57841)",2,,,,,,,,,
6340108093,1205975635,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,19.854,"LINESTRING (-46.476667 -23.5057922, -46.4766362 -23.5059685)",,,,,,,,,,
6340108094,1205975925,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,6.011,"LINESTRING (-46.4765803 -23.5060987, -46.4765587 -23.506149)",,,,,,,,,,
6416246260,6340108093,0,577571449,True,Rua Professor Antônio de Castro Lopes,residential,3.259,"LINESTRING (-46.4766632 -23.5057631, -46.476667 -23.5057922)",,,,,,,,,,
6901407764,1984335354,0,647866646,True,Rua Arraias do Araguaia,secondary,12.213,"LINESTRING (-46.5018268 -23.580001, -46.5017906 -23.5798963)",2,,,,,,,,,
6901407768,6901407764,0,647866646,True,Rua Arraias do Araguaia,secondary,1.553,"LINESTRING (-46.5018336 -23.5800135, -46.5018268 -23.580001)",2,,,,,,,,,
6901484195,663049751,0,647866646,True,Rua Arraias do Araguaia,secondary,17.211,"LINESTRING (-46.5018144 -23.5791193, -46.5018495 -23.5789679)",2,,,,,,,,,
6901484196,6901484195,0,647866646,True,Rua Arraias do Araguaia,secondary,27.133,"LINESTRING (-46.5017675 -23.5793595, -46.5018144 -23.5791193)",2,,,,,,,,,
6901484197,155386496,0,647866646,True,Rua Arraias do Araguaia,secondary,15.667,"LINESTRING (-46.5019398 -23.5802076, -46.5018695 -23.5800823)",2,,,,,,,,,
7289052106,7868883967,0,843576120,False,,cycleway,9.338,"LINESTRING (-46.6432638 -23.545209, -46.6431722 -23.5452098)",,,,,,,,,,
7292740554,4117027015,0,227330867,True,Avenida Nazaré,secondary,61.188,"LINESTRING (-46.6109793 -23.5849852, -46.6109272 -23.5855334)",2,50,,,,,,,,
7333070550,4231971713,0,784900673,False,Estrada Engenheiro Marsilac,primary,18.495,"LINESTRING (-46.7392608 -23.8406774, -46.7391696 -23.8405335)",,,,,,,,,,
7333070561,2274140998,0,784900673,False,Estrada Engenheiro Marsilac,primary,16.693,"LINESTRING (-46.7381205 -23.8391685, -46.73797 -23.8391086)",,,,,,,,,,
7333070561,3093834709,0,784900673,False,Estrada Engenheiro Marsilac,primary,7.136,"LINESTRING (-46.7381205 -23.8391685, -46.7381808 -23.8392013)",,,,,,,,,,
7333070562,3093834275,0,784900673,False,Estrada Engenheiro Marsilac,primary,12.983,"LINESTRING (-46.7384546 -23.8394162, -46.7383656 -23.8393325)",,,,,,,,,,
