u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,access,lanes,service,tunnel,width
295140934,295140932,0,145106068,False,Haveforeningen Birkevang,service,30,68.897,"LINESTRING (12.4716568 55.7141898, 12.4706291 55.7144106)",,1,,,
295140934,1585513959,0,230561083,False,Haveforeningen Birkevang,service,30,38.278,"LINESTRING (12.4716568 55.7141898, 12.471851 55.7145162)",,1,,,
295140934,295140936,0,230561083,False,Haveforeningen Birkevang,service,30,42.276,"LINESTRING (12.4716568 55.7141898, 12.4714424 55.7138293)",,1,,,
295140936,295140931,0,25911401,False,Haveforeningen Birkevang,service,30,70.825,"LINESTRING (12.4714424 55.7138293, 12.4703802 55.7140476)",,1,,,
295140936,3928913819,0,25911401,False,Haveforeningen Birkevang,service,30,11.086,"LINESTRING (12.4714424 55.7138293, 12.4716094 55.7137963)",,1,,,
295140936,295140934,0,230561083,False,Haveforeningen Birkevang,service,30,42.276,"LINESTRING (12.4714424 55.7138293, 12.4716568 55.7141898)",,1,,,
295140936,1585514003,0,230561083,False,Haveforeningen Birkevang,service,30,43.906,"LINESTRING (12.4714424 55.7138293, 12.4712197 55.7134549)",,1,,,
296199168,5296504892,0,3993318,False,Sibeliusgade,service,30,8.715,"LINESTRING (12.5695194 55.7162432, 12.5693833 55.7162269)",,,,,
296199168,5247001106,0,24666379,False,Sibeliusgade,residential,30,27.534,"LINESTRING (12.5695194 55.7162432, 12.5699224 55.7163421)",,,,,
296199174,7493327,0,24666379,False,Sibeliusgade,residential,30,25.003,"LINESTRING (12.5723897 55.7166928, 12.5719911 55.7166806)",,,,,
296199174,6726104113,0,532563701,False,Sibeliusgade,residential,30,20.231,"LINESTRING (12.5723897 55.7166928, 12.5727126 55.7166972)",,,,,
296199176,6726104113,0,532563701,False,Sibeliusgade,residential,30,16.615,"LINESTRING (12.5729777 55.7166918, 12.5727126 55.7166972)",,,,,
296206725,4745313121,0,741047138,False,Serridslevvej,residential,30,12.066,"LINESTRING (12.5703906 55.7077415, 12.5704563 55.7076395)",,,,,
298795429,298795441,0,244333193,False,Banegårdspladsen,unclassified,30,34.913,"LINESTRING (12.5644375 55.6736467, 12.5641477 55.6739148)",,,,,
298795429,2516637316,0,244333193,False,Banegårdspladsen,unclassified,30,4.289,"LINESTRING (12.5644375 55.6736467, 12.5644867 55.6736199)",,,,,
298795430,298795465,0,244333190,True,Banegårdspladsen,tertiary,30,3.995,"LINESTRING (12.5646225 55.6734591, 12.5645909 55.6734279)",,,,,
298795431,298795465,0,27226014,True,Banegårdspladsen,tertiary,30,1.713,"LINESTRING (12.5646168 55.6734328, 12.5645909 55.6734279)",,,,,
298795432,298795449,0,244360867,True,Banegårdspladsen,tertiary,30,2.827,"LINESTRING (12.563622 55.6730537, 12.5636416 55.6730308)",,,,,
298795437,4369880302,0,244360867,True,Banegårdspladsen,tertiary,30,2.938,"LINESTRING (12.563767 55.6730042, 12.56381 55.6730147)",,,,,
298795441,1190873103,0,27226012,True,Banegårdspladsen,unclassified,30,32.192,"LINESTRING (12.5641477 55.6739148, 12.5638934 55.6741663)",,,,,
298795441,298795429,0,244333193,False,Banegårdspladsen,unclassified,30,34.913,"LINESTRING (12.5641477 55.6739148, 12.5644375 55.6736467)",,,,,
298795444,2516637316,0,244333193,False,Banegårdspladsen,unclassified,30,3.714,"LINESTRING (12.5645387 55.6736039, 12.5644867 55.6736199)",,,,,
298795444,298795456,0,244333193,False,Banegårdspladsen,unclassified,30,7.505,"LINESTRING (12.5645387 55.6736039, 12.564654 55.6735858)",,,,,
298795449,2512504211,0,244360867,True,Banegårdspladsen,tertiary,30,2.952,"LINESTRING (12.5636416 55.6730308, 12.5636762 55.6730128)",,,,,
298795456,298795444,0,244333193,False,Banegårdspladsen,unclassified,30,7.505,"LINESTRING (12.564654 55.6735858, 12.5645387 55.6736039)",,,,,
298795456,298795504,0,358616808,False,Banegårdspladsen,tertiary,30,1.541,"LINESTRING (12.564654 55.6735858, 12.5646493 55.6735722)",,2,,,
298795456,2516637314,0,358616808,False,Banegårdspladsen,tertiary,30,2.359,"LINESTRING (12.564654 55.6735858, 12.5646711 55.6736047)",,2,,,
298795461,2516637312,0,244360867,True,Banegårdspladsen,tertiary,30,1.392,"LINESTRING (12.5647148 55.6733323, 12.5647284 55.6733422)",,,,,
298795465,2513054106,0,27226014,True,Banegårdspladsen,tertiary,30,2.514,"LINESTRING (12.5645909 55.6734279, 12.5645567 55.6734161)",,,,,
298795475,298795432,0,244360866,True,Banegårdspladsen,tertiary,30,2.052,"LINESTRING (12.5636178 55.673072, 12.563622 55.6730537)",,,,,
298795483,4369880304,0,244360866,True,Banegårdspladsen,tertiary,30,2.057,"LINESTRING (12.563682 55.6731326, 12.5636555 55.6731217)",,,,,
298795485,298795430,0,244333190,True,Banegårdspladsen,tertiary,30,5.16,"LINESTRING (12.5646426 55.6735041, 12.5646225 55.6734591)",,,,,
298795496,2513054108,0,27226014,True,Banegårdspladsen,tertiary,30,1.707,"LINESTRING (12.5647321 55.6734021, 12.5647163 55.6734146)",,,,,
298795496,2516637313,0,27226016,True,Banegårdspladsen,tertiary,30,9.954,"LINESTRING (12.5647321 55.6734021, 12.564697 55.6734894)",,,,,
298795504,298795485,0,244333190,True,Banegårdspladsen,tertiary,30,7.584,"LINESTRING (12.5646493 55.6735722, 12.5646426 55.6735041)",,,,,
298795504,298795456,0,358616808,False,Banegårdspladsen,tertiary,30,1.541,"LINESTRING (12.5646493 55.6735722, 12.564654 55.6735858)",,2,,,
298795512,3635193142,0,244361553,False,Banegårdspladsen,tertiary,30,4.994,"LINESTRING (12.5652892 55.6738157, 12.565211 55.6738072)",,2,,,
299395719,2983388862,0,27275319,False,Hovedvejen,service,30,10.811,"LINESTRING (12.5194484 55.685596, 12.5195948 55.6856474)",,,,,
299395725,1588711564,0,27275319,False,Hovedvejen,service,30,13.392,"LINESTRING (12.5199418 55.6860649, 12.5200323 55.686174)",,,,,
299395725,1588711568,0,27275319,False,Hovedvejen,service,30,4.341,"LINESTRING (12.5199418 55.6860649, 12.5199259 55.6860269)",,,,,
299578233,8907380,0,27294501,False,Charlotte Ammundsens Plads,residential,30,34.425,"LINESTRING (12.5644967 55.6835311, 12.5649832 55.6833875)",,,,,
303850042,272863301,0,27666898,False,Lykkebovej,residential,30,77.366,"LINESTRING (12.482118 55.658603, 12.4808975 55.6585028)",,2,,,
303850042,272863872,0,27666898,False,Lykkebovej,residential,30,73.513,"LINESTRING (12.482118 55.658603, 12.4832777 55.6586983)",,2,,,
303867855,1300727946,0,27668206,False,Hornemanns Vænge,residential,30,21.901,"LINESTRING (12.4928217 55.6567798, 12.4930409 55.6566265)",,1,,,
303869837,1064268218,0,87576586,False,Vigerslev Vænge,residential,30,208.322,"LINESTRING (12.4934159 55.6580127, 12.4905094 55.6589191)",,,,,
303869837,6498669103,0,87576586,False,Vigerslev Vænge,residential,30,10.654,"LINESTRING (12.4934159 55.6580127, 12.4933078 55.6579388)",,,,,
303871548,266530961,0,10649326,False,Nøddehaven,residential,30,54.273,"LINESTRING (12.4970981 55.6536118, 12.4979016 55.6537927)",,2,,,
310378895,310378991,0,28261461,False,Nakskovvej,residential,30,11.231,"LINESTRING (12.4901461 55.6657233, 12.4902855 55.6657867)",,,,,
310378895,7115641013,0,28261461,False,Nakskovvej,residential,30,2.669,"LINESTRING (12.4901461 55.6657233, 12.4901039 55.6657202)",,,,,
310378896,6070392312,0,28261461,False,Nakskovvej,residential,30,2.058,"LINESTRING (12.4904427 55.6658593, 12.4904435 55.6658778)",,,,,
310378896,310378991,0,28261461,False,Nakskovvej,residential,30,12.742,"LINESTRING (12.4904427 55.6658593, 12.4902855 55.6657867)",,,,,
310378899,1035997335,0,28261461,False,Nakskovvej,residential,30,8.271,"LINESTRING (12.490209 55.6659487, 12.4901004 55.6659065)",,,,,
310378899,1035997073,0,28261461,False,Nakskovvej,residential,30,5.603,"LINESTRING (12.490209 55.6659487, 12.4902982 55.6659515)",,,,,
310378900,1035997272,0,28261461,False,Nakskovvej,residential,30,9.73,"LINESTRING (12.4900107 55.6658481, 12.4900092 55.6657606)",,,,,
310378900,7115641014,0,28261461,False,Nakskovvej,residential,30,2.565,"LINESTRING (12.4900107 55.6658481, 12.4900264 55.6658694)",,,,,
310378949,7115641044,0,28261460,False,Nakskovvej,residential,30,3.364,"LINESTRING (12.4886622 55.6653871, 12.4887075 55.6653709)",,,,,
310378949,1035997183,0,28261460,False,Nakskovvej,residential,30,4.302,"LINESTRING (12.4886622 55.6653871, 12.4886476 55.6654249)",,,,,
310378950,7115641045,0,28261460,False,Nakskovvej,residential,30,2.966,"LINESTRING (12.4890918 55.6654117, 12.4891291 55.6654281)",,,,,
310378950,310378954,0,28261460,False,Nakskovvej,residential,30,11.253,"LINESTRING (12.4890918 55.6654117, 12.4889178 55.665387)",,,,,
310378951,7115641048,0,28261460,False,Nakskovvej,residential,30,3.512,"LINESTRING (12.4890061 55.6655463, 12.4889502 55.6655444)",,,,,
310378951,7115641047,0,28261460,False,Nakskovvej,residential,30,6.871,"LINESTRING (12.4890061 55.6655463, 12.4890985 55.6655131)",,,,,
310378952,1035997183,0,28261460,False,Nakskovvej,residential,30,9.452,"LINESTRING (12.4887041 55.6655037, 12.4886476 55.6654249)",,,,,
310378952,7115641049,0,28261460,False,Nakskovvej,residential,30,3.399,"LINESTRING (12.4887041 55.6655037, 12.4887495 55.6655204)",,,,,
310378953,310378954,0,28261460,False,Nakskovvej,residential,30,47.263,"LINESTRING (12.4890974 55.6649742, 12.4889178 55.665387)",,,,,
310378953,1527964368,0,214776230,False,Nakskovvej,residential,30,39.639,"LINESTRING (12.4890974 55.6649742, 12.4884746 55.6649135)",,,,,
310378953,6333705762,0,214776230,False,Nakskovvej,residential,30,22.466,"LINESTRING (12.4890974 55.6649742, 12.4894368 55.6650388)",,,,,
310378954,310378950,0,28261460,False,Nakskovvej,residential,30,11.253,"LINESTRING (12.4889178 55.665387, 12.4890918 55.6654117)",,,,,
310378954,310378953,0,28261460,False,Nakskovvej,residential,30,47.263,"LINESTRING (12.4889178 55.665387, 12.4890974 55.6649742)",,,,,
310378954,1035997385,0,28261460,False,Nakskovvej,residential,30,10.611,"LINESTRING (12.4889178 55.665387, 12.4887528 55.6653659)",,,,,
310378956,310378991,0,28261461,False,Nakskovvej,residential,30,45.905,"LINESTRING (12.4907486 55.665467, 12.4902855 55.6657867)",,,,,
310378956,6333705763,0,214776230,False,Nakskovvej,residential,30,24.139,"LINESTRING (12.4907486 55.665467, 12.4904397 55.6653375)",,,,,
310378956,1035997026,0,214776230,False,Nakskovvej,residential,30,27.322,"LINESTRING (12.4907486 55.665467, 12.4910763 55.6656289)",,,,,
310378991,310378896,0,28261461,False,Nakskovvej,residential,30,12.742,"LINESTRING (12.4902855 55.6657867, 12.4904427 55.6658593)",,,,,
310378991,310378956,0,28261461,False,Nakskovvej,residential,30,45.905,"LINESTRING (12.4902855 55.6657867, 12.4907486 55.665467)",,,,,
310378991,310378895,0,28261461,False,Nakskovvej,residential,30,11.231,"LINESTRING (12.4902855 55.6657867, 12.4901461 55.6657233)",,,,,
310379455,7115641011,0,8131149,False,Nakskovvej,residential,30,5.428,"LINESTRING (12.4916491 55.6670759, 12.4916987 55.6670359)",,,,,
310379455,1035997367,0,8131149,False,Nakskovvej,residential,30,4.207,"LINESTRING (12.4916491 55.6670759, 12.4916464 55.6671137)",,,,,
310379832,1035997150,0,8131150,False,Nakskovvej,residential,30,5.365,"LINESTRING (12.4919639 55.6678853, 12.4919982 55.6678411)",,,,,
310379832,1035997064,0,8131150,False,Nakskovvej,residential,30,14.018,"LINESTRING (12.4919639 55.6678853, 12.491981 55.668011)",,,,,
336229576,336229580,0,30473723,False,Ved Sporsløjfen,residential,30,12.776,"LINESTRING (12.5785545 55.7150623, 12.57836 55.7150277)",,,,,
336229580,336229576,0,30473723,False,Ved Sporsløjfen,residential,30,12.776,"LINESTRING (12.57836 55.7150277, 12.5785545 55.7150623)",,,,,
336229580,12723458,0,30473723,False,Ved Sporsløjfen,residential,30,5.091,"LINESTRING (12.57836 55.7150277, 12.5782977 55.7149983)",,,,,
345658492,1044218019,0,214776230,False,Nakskovvej,residential,30,7.447,"LINESTRING (12.4929018 55.6674192, 12.4928674 55.6673551)",,,,,
345658492,20942676,0,214776230,False,Nakskovvej,residential,30,28.807,"LINESTRING (12.4929018 55.6674192, 12.4929788 55.6676746)",,,,,
345663867,20974550,0,3994841,False,Sæbyholmsvej,residential,30,65.531,"LINESTRING (12.4918102 55.6731341, 12.4917879 55.6725449)",,,,,
345663867,6327249705,0,3994841,False,Sæbyholmsvej,residential,30,52.41,"LINESTRING (12.4918102 55.6731341, 12.4917788 55.6736051)",,,,,
369340914,5633370769,0,24989010,False,Katholmvej,residential,30,9.404,"LINESTRING (12.4836984 55.6910579, 12.4837515 55.6909788)",,,,,
369340914,5633370771,0,24989010,False,Katholmvej,residential,30,7.694,"LINESTRING (12.4836984 55.6910579, 12.4836549 55.6911226)",,,,,
375760751,20942695,0,495535948,False,Nystedvej,residential,30,28.766,"LINESTRING (12.4904451 55.6670368, 12.4901916 55.6668212)",,,,,
375760751,1044218017,0,495535948,False,Nystedvej,residential,30,11.407,"LINESTRING (12.4904451 55.6670368, 12.4905241 55.6671292)",,,,,
424561746,7174385754,0,26284011,False,Esther Ammundsens Vej,service,30,5.911,"LINESTRING (12.5434813 55.7146111, 12.5434273 55.7146547)",,,,,
424561746,1585589198,0,26284011,False,Esther Ammundsens Vej,service,30,36.287,"LINESTRING (12.5434813 55.7146111, 12.5438274 55.7143494)",,,,,
430334271,20925427,0,3993318,False,Sibeliusgade,service,30,6.861,"LINESTRING (12.568195 55.7164754, 12.5683041 55.7164809)",,,,,
430334271,4247010737,0,3993318,False,Sibeliusgade,service,30,12.42,"LINESTRING (12.568195 55.7164754, 12.5680046 55.7164442)",,,,,
430336200,5296504892,0,3993318,False,Sibeliusgade,service,30,6.429,"LINESTRING (12.5692807 55.7162284, 12.5693833 55.7162269)",,,,,
430336200,1341402200,0,3993318,False,Sibeliusgade,service,30,6.665,"LINESTRING (12.5692807 55.7162284, 12.5691774 55.7162428)",,,,,
455348235,2021789797,0,191612035,False,Nielsine Nielsens Vej,service,30,11.268,"LINESTRING (12.538242 55.7125065, 12.5383895 55.7125645)",,,,,
475165297,1227107779,0,48347098,True,Overgaden Oven Vandet,residential,30,26.509,"LINESTRING (12.5882313 55.6706644, 12.5879373 55.6704931)",,,,,
475166300,1119066404,0,48347098,True,Overgaden Oven Vandet,residential,30,28.642,"LINESTRING (12.5879124 55.6704786, 12.5875935 55.6702942)",,,,,
562654460,8463259,0,4234182,True,Vendersgade,tertiary,30,19.479,"LINESTRING (12.5650334 55.6854653, 12.564819 55.6855921)",,,,,
564544827,247933219,0,155248278,False,Vestermarksvej,residential,30,11.775,"LINESTRING (12.598224 55.6434522, 12.5984115 55.6434563)",,,,,
564544827,281683159,0,155248278,False,Vestermarksvej,residential,30,152.363,"LINESTRING (12.598224 55.6434522, 12.5957962 55.6434341)",,,,,
635707141,1585589251,0,191612035,False,Nielsine Nielsens Vej,service,30,15.626,"LINESTRING (12.5404194 55.7133804, 12.5406225 55.713462)",,,,,
635707141,635707142,0,191612035,False,Nielsine Nielsens Vej,service,30,7.695,"LINESTRING (12.5404194 55.7133804, 12.5403194 55.7133402)",,,,,
635707142,635707141,0,191612035,False,Nielsine Nielsens Vej,service,30,7.695,"LINESTRING (12.5403194 55.7133402, 12.5404194 55.7133804)",,,,,
635707142,1585589245,0,191612035,False,Nielsine Nielsens Vej,service,30,15.813,"LINESTRING (12.5403194 55.7133402, 12.5401139 55.7132576)",,,,,
635707170,2021886937,0,26284012,False,Nielsine Nielsens Vej,service,30,43.578,"LINESTRING (12.5410718 55.7128627, 12.5416409 55.7130881)",,,,,
635707170,635707171,0,26284012,False,Nielsine Nielsens Vej,service,30,7.648,"LINESTRING (12.5410718 55.7128627, 12.5409721 55.712823)",,,,,
635707171,635707170,0,26284012,False,Nielsine Nielsens Vej,service,30,7.648,"LINESTRING (12.5409721 55.712823, 12.5410718 55.7128627)",,,,,
635707171,2021886953,0,26284012,False,Nielsine Nielsens Vej,service,30,41.899,"LINESTRING (12.5409721 55.712823, 12.5404259 55.7126055)",,,,,
635742931,3630821452,0,191610836,False,,service,30,9.419,"LINESTRING (12.5437449 55.7124168, 12.5436567 55.7124854)",,,driveway,,
706670488,4538130313,0,56322586,True,Jægergade,residential,30,20.396,"LINESTRING (12.549082 55.6856003, 12.548996 55.6854234)",,,,,
738986836,738986838,0,112973330,False,Proviantpassagen,service,30,44.534,"LINESTRING (12.5823794 55.6745252, 12.581988 55.6748594)",destination,,,,
738986836,5779156660,0,112973330,False,Proviantpassagen,service,30,73.856,"LINESTRING (12.5823794 55.6745252, 12.5830243 55.6739694)",destination,,,,
738986838,3848136873,0,112973330,False,Proviantpassagen,service,30,69.979,"LINESTRING (12.581988 55.6748594, 12.5813731 55.6753846)",destination,,,,
738986838,738986836,0,112973330,False,Proviantpassagen,service,30,44.534,"LINESTRING (12.581988 55.6748594, 12.5823794 55.6745252)",destination,,,,
782419343,125401,0,112973330,False,Proviantpassagen,service,30,4.571,"LINESTRING (12.5831266 55.6738812, 12.5830867 55.6739156)",destination,,,,
922567742,277435138,0,168907411,False,Solsortvej,residential,30,23.711,"LINESTRING (12.5234275 55.6910109, 12.5236067 55.6911987)",,,,,
922567742,7804650,0,168907411,False,Solsortvej,residential,30,12.433,"LINESTRING (12.5234275 55.6910109, 12.5233353 55.6909119)",,,,,
922567780,922567943,0,168907413,False,Drosselvej,residential,30,4.129,"LINESTRING (12.5247438 55.6906059, 12.524775 55.6906386)",,,,,
922567780,8078411,0,168907413,False,Drosselvej,residential,30,10.8,"LINESTRING (12.5247438 55.6906059, 12.524669 55.6905184)",,,,,
922567943,1657215631,0,168907413,False,Drosselvej,residential,30,24.949,"LINESTRING (12.524775 55.6906386, 12.5249519 55.6908396)",,,,,
922567943,922567780,0,168907413,False,Drosselvej,residential,30,4.129,"LINESTRING (12.524775 55.6906386, 12.5247438 55.6906059)",,,,,
924629540,1920509341,0,79138265,False,P. Andersens Vej,service,30,11.234,"LINESTRING (12.5250239 55.6818111, 12.5248549 55.6818447)",,,,,
924629540,928203390,0,79138265,False,P. Andersens Vej,service,30,32.914,"LINESTRING (12.5250239 55.6818111, 12.52552 55.6817142)",,,,,
924629550,924629567,0,79138265,False,P. Andersens Vej,service,30,42.342,"LINESTRING (12.5296416 55.682019, 12.5289718 55.68197)",,,,,
924629550,6832311985,0,79138265,False,P. Andersens Vej,service,30,78.728,"LINESTRING (12.5296416 55.682019, 12.5308874 55.6821083)",,,,,
924629554,999581785,0,79138265,False,P. Andersens Vej,service,30,6.906,"LINESTRING (12.5279983 55.6818748, 12.527906 55.6818409)",,,,,
924629554,1895193577,0,79138265,False,P. Andersens Vej,service,30,12.363,"LINESTRING (12.5279983 55.6818748, 12.528188 55.6819052)",,,,,
924629564,999581777,0,79138265,False,P. Andersens Vej,service,30,41.708,"LINESTRING (12.5274461 55.6817573, 12.5267854 55.6817133)",,,,,
924629564,1893873311,0,79138265,False,P. Andersens Vej,service,30,14.171,"LINESTRING (12.5274461 55.6817573, 12.5276636 55.681792)",,,,,
924629567,1895193581,0,79138265,False,P. Andersens Vej,service,30,33.135,"LINESTRING (12.5289718 55.68197, 12.5284471 55.6819341)",,,,,
924629567,924629550,0,79138265,False,P. Andersens Vej,service,30,42.342,"LINESTRING (12.5289718 55.68197, 12.5296416 55.682019)",,,,,
924629573,928203390,0,79138265,False,P. Andersens Vej,service,30,6.23,"LINESTRING (12.5256164 55.6817006, 12.52552 55.6817142)",,,,,
924629573,999581763,0,79138265,False,P. Andersens Vej,service,30,28.431,"LINESTRING (12.5256164 55.6817006, 12.5260643 55.6816605)",,,,,
924629581,999581763,0,79138265,False,P. Andersens Vej,service,30,13.586,"LINESTRING (12.5262795 55.6816749, 12.5260643 55.6816605)",,,,,
924629581,999581777,0,79138265,False,P. Andersens Vej,service,30,32.001,"LINESTRING (12.5262795 55.6816749, 12.5267854 55.6817133)",,,,,
927293729,4945414568,0,79429492,False,Christianshavns Voldgade,residential,30,8.068,"LINESTRING (12.593969 55.6710669, 12.5938782 55.6710155)",,2,,,
927293730,1621024978,0,79429492,False,Christianshavns Voldgade,residential,30,3.173,"LINESTRING (12.5925488 55.6702777, 12.5925951 55.6702892)",,2,,,
927293730,1621025018,0,106675528,False,Christianshavns Voldgade,residential,30,3.147,"LINESTRING (12.5925488 55.6702777, 12.5924992 55.670282)",,,,,
928203301,271437170,0,24980289,False,Solbjerg Plads,residential,30,4.065,"LINESTRING (12.5309532 55.6821242, 12.5308944 55.6821088)",,,,,
928203301,271437169,0,24980289,False,Solbjerg Plads,residential,30,2.769,"LINESTRING (12.5309532 55.6821242, 12.530993 55.682135)",,,,,
928203390,924629540,0,79138265,False,P. Andersens Vej,service,30,32.914,"LINESTRING (12.52552 55.6817142, 12.5250239 55.6818111)",,,,,
928203390,924629573,0,79138265,False,P. Andersens Vej,service,30,6.23,"LINESTRING (12.52552 55.6817142, 12.5256164 55.6817006)",,,,,
997547246,1601145650,0,85939480,False,Skadestuevej,service,30,16.237,"LINESTRING (12.5241307 55.6874532, 12.5238906 55.687508)",,,,,
997554769,997554772,0,85939480,False,Skadestuevej,service,30,9.862,"LINESTRING (12.5223594 55.6879398, 12.5224346 55.6878619)",,,,,
997554772,997554773,0,85939480,False,Skadestuevej,service,30,24.37,"LINESTRING (12.5224346 55.6878619, 12.5227899 55.6877729)",,,,,
997554772,997554769,0,85939480,False,Skadestuevej,service,30,9.862,"LINESTRING (12.5224346 55.6878619, 12.5223594 55.6879398)",,,,,
997554773,1601145650,0,85939480,False,Skadestuevej,service,30,75.018,"LINESTRING (12.5227899 55.6877729, 12.5238906 55.687508)",,,,,
997554773,997554772,0,85939480,False,Skadestuevej,service,30,24.37,"LINESTRING (12.5227899 55.6877729, 12.5224346 55.6878619)",,,,,
999581763,924629573,0,79138265,False,P. Andersens Vej,service,30,28.431,"LINESTRING (12.5260643 55.6816605, 12.5256164 55.6817006)",,,,,
999581763,924629581,0,79138265,False,P. Andersens Vej,service,30,13.586,"LINESTRING (12.5260643 55.6816605, 12.5262795 55.6816749)",,,,,
999581777,924629581,0,79138265,False,P. Andersens Vej,service,30,32.001,"LINESTRING (12.5267854 55.6817133, 12.5262795 55.6816749)",,,,,
999581777,924629564,0,79138265,False,P. Andersens Vej,service,30,41.708,"LINESTRING (12.5267854 55.6817133, 12.5274461 55.6817573)",,,,,
999581785,1893873311,0,79138265,False,P. Andersens Vej,service,30,16.14,"LINESTRING (12.527906 55.6818409, 12.5276636 55.681792)",,,,,
999581785,924629554,0,79138265,False,P. Andersens Vej,service,30,6.906,"LINESTRING (12.527906 55.6818409, 12.5279983 55.6818748)",,,,,
1016024999,1035997154,0,495535948,False,Nystedvej,residential,30,14.16,"LINESTRING (12.4870939 55.6654484, 12.4870624 55.6653223)",,,,,
1016024999,6070392327,0,495535948,False,Nystedvej,residential,30,11.031,"LINESTRING (12.4870939 55.6654484, 12.4871463 55.6655431)",,,,,
1016025028,20942691,0,495535948,False,Nystedvej,residential,30,19.155,"LINESTRING (12.4872975 55.6657164, 12.4871575 55.6655633)",,,,,
1016025028,20942690,0,495535948,False,Nystedvej,residential,30,18.299,"LINESTRING (12.4872975 55.6657164, 12.4874727 55.665848)",,,,,
1018840142,272861112,0,25075686,False,Hornemanns Vænge,residential,30,29.317,"LINESTRING (12.4949891 55.6571754, 12.4947858 55.6574128)",,2,,,
1018840142,272861111,0,25075686,False,Hornemanns Vænge,residential,30,88.667,"LINESTRING (12.4949891 55.6571754, 12.4955045 55.6564329)",,2,,,
1034039671,1036708935,0,89384833,False,Hjørnelodden,residential,30,6.564,"LINESTRING (12.4937869 55.6707622, 12.493725 55.6708098)",,,,,
1034039671,1036708891,0,89384833,False,Hjørnelodden,residential,30,5.041,"LINESTRING (12.4937869 55.6707622, 12.4938516 55.6707353)",,,,,
1035996940,20942694,0,495535948,False,Nystedvej,residential,30,15.519,"LINESTRING (12.4900218 55.6666957, 12.4898602 55.66659)",,,,,
1035996940,20942695,0,495535948,False,Nystedvej,residential,30,17.554,"LINESTRING (12.4900218 55.6666957, 12.4901916 55.6668212)",,,,,
1035996952,1035997330,0,495535948,False,Nystedvej,residential,30,18.051,"LINESTRING (12.4907971 55.6676244, 12.4907349 55.6674659)",,,,,
1035996952,1044217998,0,495535948,False,Nystedvej,residential,30,8.159,"LINESTRING (12.4907971 55.6676244, 12.4908133 55.6676972)",,,,,
1035996962,1044218011,0,214776230,False,Nakskovvej,residential,30,12.391,"LINESTRING (12.4929838 55.6682884, 12.4929888 55.668177)",,,,,
1035996962,1035997268,0,214776230,False,Nakskovvej,residential,30,33.183,"LINESTRING (12.4929838 55.6682884, 12.4929592 55.6685865)",,,,,
1035996966,7115641047,0,28261460,False,Nakskovvej,residential,30,3.184,"LINESTRING (12.489136 55.6654938, 12.4890985 55.6655131)",,,,,
1035996966,7115641046,0,28261460,False,Nakskovvej,residential,30,2.554,"LINESTRING (12.489136 55.6654938, 12.4891477 55.6654718)",,,,,
1035996972,7115641046,0,28261460,False,Nakskovvej,residential,30,2.486,"LINESTRING (12.4891548 55.6654498, 12.4891477 55.6654718)",,,,,
1035996972,7115641045,0,28261460,False,Nakskovvej,residential,30,2.902,"LINESTRING (12.4891548 55.6654498, 12.4891291 55.6654281)",,,,,
1035996992,6070392326,0,495535948,False,Nystedvej,residential,30,3.929,"LINESTRING (12.4896337 55.6664772, 12.4895828 55.6664566)",,,,,
1035996992,6333705764,0,495535948,False,Nystedvej,residential,30,4.229,"LINESTRING (12.4896337 55.6664772, 12.4896842 55.6665024)",,,,,
1035996999,20942700,0,495535948,False,Nystedvej,residential,30,18.211,"LINESTRING (12.4918237 55.668776, 12.4916065 55.6686673)",,,,,
1035996999,4872758833,0,495535948,False,Nystedvej,residential,30,11.22,"LINESTRING (12.4918237 55.668776, 12.491965 55.6688379)",,,,,
1035997012,20942685,0,214776230,False,Nakskovvej,residential,30,61.34,"LINESTRING (12.4848971 55.6647582, 12.4839191 55.6647628)",,,,,
1035997012,20942684,0,214776230,False,Nakskovvej,residential,30,61.444,"LINESTRING (12.4848971 55.6647582, 12.4858765 55.6647715)",,,,,
1035997015,20942715,0,8131150,False,Nakskovvej,residential,30,9.11,"LINESTRING (12.492229 55.6678604, 12.492247 55.6679417)",,,,,
1035997015,20942719,0,8131150,False,Nakskovvej,residential,30,5.421,"LINESTRING (12.492229 55.6678604, 12.4921845 55.6678186)",,,,,
1035997018,7115641007,0,8131149,False,Nakskovvej,residential,30,3.146,"LINESTRING (12.4919793 55.6672532, 12.4919355 55.667267)",,,,,
1035997018,7115641008,0,8131149,False,Nakskovvej,residential,30,2.703,"LINESTRING (12.4919793 55.6672532, 12.4919916 55.6672299)",,,,,
1035997026,310378956,0,214776230,False,Nakskovvej,residential,30,27.322,"LINESTRING (12.4910763 55.6656289, 12.4907486 55.665467)",,,,,
1035997026,20942680,0,214776230,False,Nakskovvej,residential,30,20.32,"LINESTRING (12.4910763 55.6656289, 12.4913128 55.6657538)",,,,,
1035997030,20942689,0,495535948,False,Nystedvej,residential,30,27.154,"LINESTRING (12.4881213 55.6660922, 12.4877304 55.6659872)",,,,,
1035997030,6333705765,0,495535948,False,Nystedvej,residential,30,21.894,"LINESTRING (12.4881213 55.6660922, 12.4884581 55.666144)",,,,,
1035997033,1035997217,0,8131149,False,Nakskovvej,residential,30,6.727,"LINESTRING (12.4918873 55.6672769, 12.4917825 55.667264)",,,,,
