u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,access,lanes,service,tunnel,width
1460178435,2021712664,0,191704434,False,,service,30,23.438,"LINESTRING (12.5417965 55.716771, 12.5414952 55.716646)",,,,,
1460178435,2022899773,0,191704434,False,,service,30,10.569,"LINESTRING (12.5417965 55.716771, 12.5419361 55.7168244)",,,,,
1460178446,2021712719,0,191704434,False,,service,30,7.891,"LINESTRING (12.5411082 55.7164974, 12.5409979 55.7164631)",,,,,
1460178446,287909956,0,191704434,False,,service,30,20.526,"LINESTRING (12.5411082 55.7164974, 12.5413787 55.7166016)",,,,,
1468090583,93028816,0,10631537,False,Harrestrup Allé,residential,30,7.975,"LINESTRING (12.5042409 55.6464632, 12.5043608 55.6464394)",,,,,
1468090583,6337302207,0,10631537,False,Harrestrup Allé,residential,30,37.348,"LINESTRING (12.5042409 55.6464632, 12.5036629 55.646383)",,,,,
1471740466,93028908,0,10631408,True,Druehaven,residential,30,67.148,"LINESTRING (12.4996435 55.6478057, 12.4998865 55.6472176)",,1,,,
1471744013,1471740466,0,10631408,True,Druehaven,residential,30,66.49,"LINESTRING (12.4994011 55.6483878, 12.4996435 55.6478057)",,1,,,
1473042327,1298717233,0,3994773,False,Hansstedvej,residential,30,14.613,"LINESTRING (12.4845852 55.665266, 12.4843924 55.6653398)",,,,,
1473042327,7115641050,0,3994773,False,Hansstedvej,residential,30,8.864,"LINESTRING (12.4845852 55.665266, 12.4847021 55.6652212)",,,,,
1524382458,1524382459,0,3663840,False,Scandiagade,residential,30,45.751,"LINESTRING (12.5380118 55.6497891, 12.538387 55.6501419)",,2,,,
1524382458,282709773,0,3663840,False,Scandiagade,residential,30,48.739,"LINESTRING (12.5380118 55.6497891, 12.5376108 55.6494137)",,2,,,
1524382459,1625289369,0,3663840,False,Scandiagade,residential,30,65.6,"LINESTRING (12.538387 55.6501419, 12.5389135 55.6506516)",,2,,,
1524382459,1524382458,0,3663840,False,Scandiagade,residential,30,45.751,"LINESTRING (12.538387 55.6501419, 12.5380118 55.6497891)",,2,,,
1527964327,1527964353,0,89286417,False,Maribovej,residential,30,49.081,"LINESTRING (12.492413 55.665686, 12.4919133 55.6653463)",,,,,
1527964327,20942710,0,89286417,False,Maribovej,residential,30,20.579,"LINESTRING (12.492413 55.665686, 12.4926047 55.6658362)",,,,,
1527964336,1882671258,0,89286417,False,Maribovej,residential,30,14.301,"LINESTRING (12.4905318 55.6648089, 12.4903139 55.664771)",,,,,
1527964336,1527964374,0,89286417,False,Maribovej,residential,30,31.359,"LINESTRING (12.4905318 55.6648089, 12.4909729 55.6649417)",,,,,
1527964338,20942709,0,3994767,False,Maribovej,residential,30,6.751,"LINESTRING (12.4927307 55.6658041, 12.4928354 55.66579)",,,,,
1527964338,20942710,0,3994767,False,Maribovej,residential,30,8.671,"LINESTRING (12.4927307 55.6658041, 12.4926047 55.6658362)",,,,,
1527964353,1527964364,0,89286417,False,Maribovej,residential,30,37.457,"LINESTRING (12.4919133 55.6653463, 12.4914722 55.6651192)",,,,,
1527964353,1527964327,0,89286417,False,Maribovej,residential,30,49.081,"LINESTRING (12.4919133 55.6653463, 12.492413 55.665686)",,,,,
1527964364,1527964374,0,89286417,False,Maribovej,residential,30,37.016,"LINESTRING (12.4914722 55.6651192, 12.4909729 55.6649417)",,,,,
1527964364,1527964353,0,89286417,False,Maribovej,residential,30,37.457,"LINESTRING (12.4914722 55.6651192, 12.4919133 55.6653463)",,,,,
1527964368,20942682,0,214776230,False,Nakskovvej,residential,30,13.182,"LINESTRING (12.4884746 55.6649135, 12.4882675 55.6648933)",,,,,
1527964368,310378953,0,214776230,False,Nakskovvej,residential,30,39.639,"LINESTRING (12.4884746 55.6649135, 12.4890974 55.6649742)",,,,,
1527964371,20942714,0,89286417,False,Maribovej,residential,30,10.988,"LINESTRING (12.4901332 55.6647047, 12.489968 55.6646718)",,,,,
1527964371,1882671258,0,89286417,False,Maribovej,residential,30,13.52,"LINESTRING (12.4901332 55.6647047, 12.4903139 55.664771)",,,,,
1527964374,1527964336,0,89286417,False,Maribovej,residential,30,31.359,"LINESTRING (12.4909729 55.6649417, 12.4905318 55.6648089)",,,,,
1527964374,1527964364,0,89286417,False,Maribovej,residential,30,37.016,"LINESTRING (12.4909729 55.6649417, 12.4914722 55.6651192)",,,,,
1555732585,5773418195,0,142140836,True,Sankt Annæ Plads,residential,30,4.0,"LINESTRING (12.5936216 55.6811038, 12.5935636 55.6811188)",,1,,,
1555761070,6498669103,0,87576586,False,Vigerslev Vænge,residential,30,47.323,"LINESTRING (12.4927104 55.6576789, 12.4933078 55.6579388)",,,,,
1555761070,1555761100,0,87576586,False,Vigerslev Vænge,residential,30,45.225,"LINESTRING (12.4927104 55.6576789, 12.4921445 55.6574269)",,,,,
1555761075,1555761100,0,87576586,False,Vigerslev Vænge,residential,30,45.53,"LINESTRING (12.4915748 55.6571732, 12.4921445 55.6574269)",,,,,
1555761075,1555761113,0,87576586,False,Vigerslev Vænge,residential,30,44.835,"LINESTRING (12.4915748 55.6571732, 12.4910139 55.6569233)",,,,,
1555761091,6498642269,0,87576586,False,Vigerslev Vænge,residential,30,5.702,"LINESTRING (12.4898849 55.6564205, 12.4899562 55.6564523)",,,,,
1555761091,266417533,0,87576586,False,Vigerslev Vænge,residential,30,42.042,"LINESTRING (12.4898849 55.6564205, 12.4893589 55.6561862)",,,,,
1555761100,1555761070,0,87576586,False,Vigerslev Vænge,residential,30,45.225,"LINESTRING (12.4921445 55.6574269, 12.4927104 55.6576789)",,,,,
1555761100,1555761075,0,87576586,False,Vigerslev Vænge,residential,30,45.53,"LINESTRING (12.4921445 55.6574269, 12.4915748 55.6571732)",,,,,
1555761113,1555761075,0,87576586,False,Vigerslev Vænge,residential,30,44.835,"LINESTRING (12.4910139 55.6569233, 12.4915748 55.6571732)",,,,,
1555761113,1555761160,0,87576586,False,Vigerslev Vænge,residential,30,43.329,"LINESTRING (12.4910139 55.6569233, 12.4904717 55.6566819)",,,,,
1555761160,1555761113,0,87576586,False,Vigerslev Vænge,residential,30,43.329,"LINESTRING (12.4904717 55.6566819, 12.4910139 55.6569233)",,,,,
1555761160,6498642269,0,87576586,False,Vigerslev Vænge,residential,30,41.201,"LINESTRING (12.4904717 55.6566819, 12.4899562 55.6564523)",,,,,
1573491334,5462599045,0,155248279,False,Vestermarksvej,residential,30,58.225,"LINESTRING (12.5915148 55.6433831, 12.5924424 55.6433954)",,,,,
1577472091,4199224165,0,144174998,False,Refshalevej,residential,30,71.086,"LINESTRING (12.6116013 55.6908253, 12.6119845 55.691427)",,,,,
1578090124,4257078043,0,1833829,True,Nansensgade,residential,30,45.202,"LINESTRING (12.5657262 55.6840203, 12.5661228 55.6843598)",,,,,
1578282393,3630813257,0,679005629,False,Lyngbyvej,service,30,5.056,"LINESTRING (12.5611049 55.715084, 12.5611854 55.7150807)",,,,,
1578282393,3630813258,0,679005629,False,Lyngbyvej,service,30,6.322,"LINESTRING (12.5611049 55.715084, 12.5610323 55.7150445)",,,,,
1579375806,3379935983,0,4873656,False,Refshalevej,residential,30,6.109,"LINESTRING (12.6127296 55.6913885, 12.6128252 55.6913992)",,,,,
1579375806,17207441,0,4873656,False,Refshalevej,residential,30,81.042,"LINESTRING (12.6127296 55.6913885, 12.6123482 55.6906921)",,,,,
1579375832,1579375920,0,4873656,False,Refshalevej,residential,30,80.391,"LINESTRING (12.6132696 55.6912905, 12.6128833 55.6906011)",,,,,
1579375832,3379935984,0,4873656,False,Refshalevej,residential,30,3.234,"LINESTRING (12.6132696 55.6912905, 12.6132842 55.6913184)",,,,,
1579375920,5646198998,0,4873656,False,Refshalevej,residential,30,2.656,"LINESTRING (12.6128833 55.6906011, 12.6128574 55.6905822)",,,,,
1579375920,1579375832,0,4873656,False,Refshalevej,residential,30,80.391,"LINESTRING (12.6128833 55.6906011, 12.6132696 55.6912905)",,,,,
1579437174,1311740546,0,506201173,False,Brydes Allé,residential,30,16.469,"LINESTRING (12.5964859 55.6563873, 12.5964359 55.6562419)",,,,,
1579437174,2758263716,0,506201173,False,Brydes Allé,residential,30,1.634,"LINESTRING (12.5964859 55.6563873, 12.5964911 55.6564017)",,,,,
1579437196,1579437283,0,144395445,False,Norgesgade,residential,30,40.257,"LINESTRING (12.5963617 55.6638862, 12.5957623 55.6637567)",,1,,,
1579437196,1579437292,0,144395445,False,Norgesgade,residential,30,63.99,"LINESTRING (12.5963617 55.6638862, 12.5967243 55.6633483)",,1,,,
1579437283,1579437332,0,144395445,False,Norgesgade,residential,30,64.817,"LINESTRING (12.5957623 55.6637567, 12.5961571 55.663218)",,1,,,
1579437283,1579437196,0,144395445,False,Norgesgade,residential,30,40.257,"LINESTRING (12.5957623 55.6637567, 12.5963617 55.6638862)",,1,,,
1579437284,1311740531,0,506201173,False,Brydes Allé,residential,30,5.66,"LINESTRING (12.5964294 55.6562234, 12.5964125 55.6561734)",,,,,
1579437284,1311740546,0,506201173,False,Brydes Allé,residential,30,2.097,"LINESTRING (12.5964294 55.6562234, 12.5964359 55.6562419)",,,,,
1579437292,1579437196,0,144395445,False,Norgesgade,residential,30,63.99,"LINESTRING (12.5967243 55.6633483, 12.5963617 55.6638862)",,1,,,
1579437332,1579437283,0,144395445,False,Norgesgade,residential,30,64.817,"LINESTRING (12.5961571 55.663218, 12.5957623 55.6637567)",,1,,,
1584154398,1228100429,0,144940848,True,Overgaden Oven Vandet,service,30,4.958,"LINESTRING (12.5871615 55.6700701, 12.5872389 55.670061)",,,,,
1584154404,1225081477,0,144940848,True,Overgaden Oven Vandet,service,30,35.515,"LINESTRING (12.5874303 55.6701986, 12.5868737 55.6702576)",,,,,
1584154404,1228100451,0,164045267,True,Overgaden Oven Vandet,residential,30,10.786,"LINESTRING (12.5874303 55.6701986, 12.587321 55.6701237)",,,,,
1585513941,1585513993,0,145106049,False,Haveforeningen Birkevang,service,30,94.475,"LINESTRING (12.4696576 55.7153518, 12.4710718 55.7150564)",,1,,,
1585513941,1585513979,0,230561083,False,Haveforeningen Birkevang,service,30,38.101,"LINESTRING (12.4696576 55.7153518, 12.4695099 55.7150194)",,1,,,
1585513941,3060526549,0,230561083,False,Haveforeningen Birkevang,service,30,22.516,"LINESTRING (12.4696576 55.7153518, 12.4697369 55.7155493)",,1,,,
1585513950,1414225294,0,127862287,False,Haveforeningen Rosenvang,service,30,29.405,"LINESTRING (12.4685566 55.7150989, 12.4681028 55.7151666)",,1,,,
1585513950,3928913822,0,127862287,False,Haveforeningen Rosenvang,service,30,6.532,"LINESTRING (12.4685566 55.7150989, 12.4686593 55.7150887)",,1,,,
1585513950,1585513998,0,145106043,False,Haveforeningen Rosenvang,service,30,33.92,"LINESTRING (12.4685566 55.7150989, 12.4686839 55.7153954)",,1,,,
1585513951,1585513952,0,145106045,False,Haveforeningen Birkevang,service,30,95.631,"LINESTRING (12.471278 55.7153571, 12.4698572 55.7156719)",,1,,,
1585513951,1585513993,0,145106061,False,Haveforeningen Birkevang,service,30,35.844,"LINESTRING (12.471278 55.7153571, 12.4710718 55.7150564)",,1,,,
1585513951,1585513958,0,145106061,False,Haveforeningen Birkevang,service,30,16.711,"LINESTRING (12.471278 55.7153571, 12.4713741 55.7154973)",,1,,,
1585513952,1585513951,0,145106045,False,Haveforeningen Birkevang,service,30,95.631,"LINESTRING (12.4698572 55.7156719, 12.471278 55.7153571)",,1,,,
1585513952,1585513985,0,230561083,False,Haveforeningen Birkevang,service,30,9.03,"LINESTRING (12.4698572 55.7156719, 12.4697732 55.7156059)",,1,,,
1585513952,1585513963,0,230561083,False,Haveforeningen Birkevang,service,30,7.675,"LINESTRING (12.4698572 55.7156719, 12.4699471 55.7157188)",,1,,,
1585513953,2377008299,0,145106068,False,Haveforeningen Birkevang,service,30,79.666,"LINESTRING (12.4693599 55.7146834, 12.4705482 55.714428)",,1,,,
1585513953,1585513971,0,230561083,False,Haveforeningen Birkevang,service,30,42.778,"LINESTRING (12.4693599 55.7146834, 12.4691913 55.7143106)",,1,,,
1585513953,1585513979,0,230561083,False,Haveforeningen Birkevang,service,30,38.525,"LINESTRING (12.4693599 55.7146834, 12.4695099 55.7150194)",,1,,,
1585513958,1585513951,0,145106061,False,Haveforeningen Birkevang,service,30,16.711,"LINESTRING (12.4713741 55.7154973, 12.471278 55.7153571)",,1,,,
1585513958,3060526556,0,230561083,False,Haveforeningen Birkevang,service,30,54.204,"LINESTRING (12.4713741 55.7154973, 12.4707995 55.7158618)",,1,,,
1585513958,1585513967,0,230561083,False,Haveforeningen Birkevang,service,30,72.159,"LINESTRING (12.4713741 55.7154973, 12.472149 55.7150171)",,1,,,
1585513959,1585513987,0,145106051,False,Haveforeningen Birkevang,service,30,67.168,"LINESTRING (12.471851 55.7145162, 12.4708491 55.7147315)",,1,,,
1585513959,1585513978,0,230561083,False,Haveforeningen Birkevang,service,30,39.358,"LINESTRING (12.471851 55.7145162, 12.4720507 55.7148518)",,1,,,
1585513959,295140934,0,230561083,False,Haveforeningen Birkevang,service,30,38.278,"LINESTRING (12.471851 55.7145162, 12.4716568 55.7141898)",,1,,,
1585513963,1585513952,0,230561083,False,Haveforeningen Birkevang,service,30,7.675,"LINESTRING (12.4699471 55.7157188, 12.4698572 55.7156719)",,1,,,
1585513963,3060526555,0,230561083,False,Haveforeningen Birkevang,service,30,6.484,"LINESTRING (12.4699471 55.7157188, 12.4700402 55.7157443)",,1,,,
1585513967,1585513958,0,230561083,False,Haveforeningen Birkevang,service,30,72.159,"LINESTRING (12.472149 55.7150171, 12.4713741 55.7154973)",,1,,,
1585513967,1585513978,0,230561083,False,Haveforeningen Birkevang,service,30,19.384,"LINESTRING (12.472149 55.7150171, 12.4720507 55.7148518)",,1,,,
1585513971,282661660,0,25911401,False,Haveforeningen Birkevang,service,30,32.12,"LINESTRING (12.4691913 55.7143106, 12.4687054 55.7144029)",,1,,,
1585513971,3928082931,0,25911401,False,Haveforeningen Birkevang,service,30,40.122,"LINESTRING (12.4691913 55.7143106, 12.4697875 55.7141787)",,1,,,
1585513971,1585513989,0,145106055,False,Haveforeningen Birkevang,service,30,71.318,"LINESTRING (12.4691913 55.7143106, 12.4689157 55.7136883)",,1,,,
1585513971,1585513953,0,230561083,False,Haveforeningen Birkevang,service,30,42.778,"LINESTRING (12.4691913 55.7143106, 12.4693599 55.7146834)",,1,,,
1585513978,1585513993,0,145106049,False,Haveforeningen Birkevang,service,30,65.4,"LINESTRING (12.4720507 55.7148518, 12.4710718 55.7150564)",,1,,,
1585513978,1585513967,0,230561083,False,Haveforeningen Birkevang,service,30,19.384,"LINESTRING (12.4720507 55.7148518, 12.472149 55.7150171)",,1,,,
1585513978,1585513959,0,230561083,False,Haveforeningen Birkevang,service,30,39.358,"LINESTRING (12.4720507 55.7148518, 12.471851 55.7145162)",,1,,,
1585513979,1585513987,0,145106051,False,Haveforeningen Birkevang,service,30,89.785,"LINESTRING (12.4695099 55.7150194, 12.4708491 55.7147315)",,1,,,
1585513979,1585513953,0,230561083,False,Haveforeningen Birkevang,service,30,38.525,"LINESTRING (12.4695099 55.7150194, 12.4693599 55.7146834)",,1,,,
1585513979,1585513941,0,230561083,False,Haveforeningen Birkevang,service,30,38.101,"LINESTRING (12.4695099 55.7150194, 12.4696576 55.7153518)",,1,,,
1585513985,3060526549,0,230561083,False,Haveforeningen Birkevang,service,30,6.692,"LINESTRING (12.4697732 55.7156059, 12.4697369 55.7155493)",,1,,,
1585513985,1585513952,0,230561083,False,Haveforeningen Birkevang,service,30,9.03,"LINESTRING (12.4697732 55.7156059, 12.4698572 55.7156719)",,1,,,
1585513987,1585513959,0,145106051,False,Haveforeningen Birkevang,service,30,67.168,"LINESTRING (12.4708491 55.7147315, 12.471851 55.7145162)",,1,,,
1585513987,1585513979,0,145106051,False,Haveforeningen Birkevang,service,30,89.785,"LINESTRING (12.4708491 55.7147315, 12.4695099 55.7150194)",,1,,,
1585513987,295140932,0,145106061,False,Haveforeningen Birkevang,service,30,38.251,"LINESTRING (12.4708491 55.7147315, 12.4706291 55.7144106)",,1,,,
1585513987,1585513993,0,145106061,False,Haveforeningen Birkevang,service,30,38.727,"LINESTRING (12.4708491 55.7147315, 12.4710718 55.7150564)",,1,,,
1585513989,1585513971,0,145106055,False,Haveforeningen Birkevang,service,30,71.318,"LINESTRING (12.4689157 55.7136883, 12.4691913 55.7143106)",,1,,,
1585513989,3928082930,0,145106074,False,Haveforeningen Birkevang,service,30,18.129,"LINESTRING (12.4689157 55.7136883, 12.4686318 55.71372)",,1,,,
1585513989,3928082929,0,145106074,False,Haveforeningen Birkevang,service,30,40.426,"LINESTRING (12.4689157 55.7136883, 12.4695509 55.713624)",,1,,,
1585513993,1585513978,0,145106049,False,Haveforeningen Birkevang,service,30,65.4,"LINESTRING (12.4710718 55.7150564, 12.4720507 55.7148518)",,1,,,
1585513993,1585513941,0,145106049,False,Haveforeningen Birkevang,service,30,94.475,"LINESTRING (12.4710718 55.7150564, 12.4696576 55.7153518)",,1,,,
1585513993,1585513987,0,145106061,False,Haveforeningen Birkevang,service,30,38.727,"LINESTRING (12.4710718 55.7150564, 12.4708491 55.7147315)",,1,,,
1585513993,1585513951,0,145106061,False,Haveforeningen Birkevang,service,30,35.844,"LINESTRING (12.4710718 55.7150564, 12.471278 55.7153571)",,1,,,
1585513995,3060526555,0,230561083,False,Haveforeningen Birkevang,service,30,44.977,"LINESTRING (12.4707146 55.7158832, 12.4700402 55.7157443)",,1,,,
1585513995,3060526556,0,230561083,False,Haveforeningen Birkevang,service,30,5.826,"LINESTRING (12.4707146 55.7158832, 12.4707995 55.7158618)",,1,,,
1585513998,1585513950,0,145106043,False,Haveforeningen Rosenvang,service,30,33.92,"LINESTRING (12.4686839 55.7153954, 12.4685566 55.7150989)",,1,,,
1585514003,3928082926,0,145106074,False,Haveforeningen Birkevang,service,30,66.286,"LINESTRING (12.4712197 55.7134549, 12.4701782 55.7135604)",,1,,,
1585514003,3928082925,0,145106074,False,Haveforeningen Birkevang,service,30,7.464,"LINESTRING (12.4712197 55.7134549, 12.4713373 55.7134441)",,1,,,
1585514003,295140936,0,230561083,False,Haveforeningen Birkevang,service,30,43.906,"LINESTRING (12.4712197 55.7134549, 12.4714424 55.7138293)",,1,,,
1585528439,4007959788,0,3994859,False,Damstien,residential,30,26.008,"LINESTRING (12.4822571 55.6776078, 12.4818945 55.6774942)",,,,,
1585528439,4007959806,0,3994859,False,Damstien,residential,30,18.571,"LINESTRING (12.4822571 55.6776078, 12.4825127 55.6776922)",,,,,
1585589198,424561746,0,26284011,False,Esther Ammundsens Vej,service,30,36.287,"LINESTRING (12.5438274 55.7143494, 12.5434813 55.7146111)",,,,,
1585589198,287909942,0,26284011,False,Esther Ammundsens Vej,service,30,22.762,"LINESTRING (12.5438274 55.7143494, 12.54405 55.7141876)",,,,,
1585589203,2021789844,0,26284015,False,Nielsine Nielsens Vej,service,30,14.262,"LINESTRING (12.5401287 55.7138541, 12.5403153 55.7139276)",,,,,
1585589203,2022811986,0,26284015,False,Nielsine Nielsens Vej,service,30,19.565,"LINESTRING (12.5401287 55.7138541, 12.5398727 55.7137533)",,,,,
1585589203,2021789816,0,145116492,False,,service,30,38.817,"LINESTRING (12.5401287 55.7138541, 12.5404873 55.7135694)",,,,,
1585589207,287909966,0,191612035,False,Nielsine Nielsens Vej,service,30,28.833,"LINESTRING (12.5385582 55.7126323, 12.5389329 55.7127829)",,,,,
1585589207,2021789797,0,191612035,False,Nielsine Nielsens Vej,service,30,12.981,"LINESTRING (12.5385582 55.7126323, 12.5383895 55.7125645)",,,,,
1585589210,1585589222,0,26284016,False,Elise Sørensens Vej,unclassified,30,23.249,"LINESTRING (12.5385121 55.71466, 12.5388153 55.7147806)",,,,,
1585589210,287909993,0,26284016,False,Elise Sørensens Vej,unclassified,30,9.266,"LINESTRING (12.5385121 55.71466, 12.5383913 55.7146119)",,,,,
1585589211,2021712600,0,26284011,False,Esther Ammundsens Vej,service,30,5.129,"LINESTRING (12.5414986 55.7164931, 12.5414575 55.716533)",,,,,
1585589211,1585589228,0,26284011,False,Esther Ammundsens Vej,service,30,62.432,"LINESTRING (12.5414986 55.7164931, 12.5420632 55.7160304)",,,,,
1585589219,1585589228,0,26284011,False,Esther Ammundsens Vej,service,30,5.092,"LINESTRING (12.5421123 55.7159939, 12.5420632 55.7160304)",,,,,
1585589219,287909955,0,26284011,False,Esther Ammundsens Vej,service,30,7.61,"LINESTRING (12.5421123 55.7159939, 12.5421806 55.7159373)",,,,,
1585589220,287909955,0,26284011,False,Esther Ammundsens Vej,service,30,24.833,"LINESTRING (12.5423921 55.7157484, 12.5421806 55.7159373)",,,,,
1585589220,2022896240,0,26284011,False,Esther Ammundsens Vej,service,30,19.743,"LINESTRING (12.5423921 55.7157484, 12.5425602 55.7155982)",,,,,
1585589222,287909984,0,26284016,False,Elise Sørensens Vej,unclassified,30,7.554,"LINESTRING (12.5388153 55.7147806, 12.5389138 55.7148198)",,,,,
1585589222,1585589210,0,26284016,False,Elise Sørensens Vej,unclassified,30,23.249,"LINESTRING (12.5388153 55.7147806, 12.5385121 55.71466)",,,,,
1585589228,1585589211,0,26284011,False,Esther Ammundsens Vej,service,30,62.432,"LINESTRING (12.5420632 55.7160304, 12.5414986 55.7164931)",,,,,
1585589228,1585589219,0,26284011,False,Esther Ammundsens Vej,service,30,5.092,"LINESTRING (12.5420632 55.7160304, 12.5421123 55.7159939)",,,,,
1585589230,1741892443,0,26284011,False,Esther Ammundsens Vej,service,30,9.524,"LINESTRING (12.5430399 55.7149999, 12.542982 55.7150791)",,,,,
1585589230,287909947,0,26284011,False,Esther Ammundsens Vej,service,30,9.921,"LINESTRING (12.5430399 55.7149999, 12.5431015 55.7149177)",,,,,
1585589232,287910042,0,145116486,False,,service,30,13.161,"LINESTRING (12.5386957 55.7164107, 12.5388334 55.7163213)",,,,,
1585589240,2022811986,0,26284015,False,Nielsine Nielsens Vej,service,30,20.046,"LINESTRING (12.5396103 55.7136501, 12.5398727 55.7137533)",,,,,
1585589240,2021789711,0,26284015,False,Nielsine Nielsens Vej,service,30,12.784,"LINESTRING (12.5396103 55.7136501, 12.5394427 55.7135845)",,,,,
1585589240,2021789785,0,145116480,False,,service,30,39.25,"LINESTRING (12.5396103 55.7136501, 12.5399773 55.713364)",,,,,
1585589245,2021789785,0,145116480,False,,service,30,14.601,"LINESTRING (12.5401139 55.7132576, 12.5399773 55.713364)",,,,,
1585589245,635707142,0,191612035,False,Nielsine Nielsens Vej,service,30,15.813,"LINESTRING (12.5401139 55.7132576, 12.5403194 55.7133402)",,,,,
1585589245,2021836383,0,191612035,False,Nielsine Nielsens Vej,service,30,26.012,"LINESTRING (12.5401139 55.7132576, 12.5397759 55.7131217)",,,,,
1585589247,2021894295,0,191612035,False,Nielsine Nielsens Vej,service,30,83.314,"LINESTRING (12.5429519 55.7143983, 12.5418692 55.7139631)",,,,,
1585589251,2021789816,0,145116492,False,,service,30,14.64,"LINESTRING (12.5406225 55.713462, 12.5404873 55.7135694)",,,,,
1585589251,2021712738,0,191612035,False,Nielsine Nielsens Vej,service,30,26.972,"LINESTRING (12.5406225 55.713462, 12.540973 55.7136029)",,,,,
1585589251,635707141,0,191612035,False,Nielsine Nielsens Vej,service,30,15.626,"LINESTRING (12.5406225 55.713462, 12.5404194 55.7133804)",,,,,
1588711564,279925206,0,27275319,False,Hovedvejen,service,30,40.413,"LINESTRING (12.5200323 55.686174, 12.520297 55.6865054)",,,,,
1588711564,299395725,0,27275319,False,Hovedvejen,service,30,13.392,"LINESTRING (12.5200323 55.686174, 12.5199418 55.6860649)",,,,,
1588711568,299395725,0,27275319,False,Hovedvejen,service,30,4.341,"LINESTRING (12.5199259 55.6860269, 12.5199418 55.6860649)",,,,,
1588711568,2983388863,0,27275319,False,Hovedvejen,service,30,39.92,"LINESTRING (12.5199259 55.6860269, 12.5196747 55.685697)",,,,,
1597545363,3684636520,0,342891531,False,Stengade,residential,30,68.631,"LINESTRING (12.5550251 55.6871251, 12.5544739 55.6865918)",,,,,
1597545363,6885964661,0,342891531,False,Stengade,residential,30,7.166,"LINESTRING (12.5550251 55.6871251, 12.5550847 55.6871801)",,,,,
1601145650,997547246,0,85939480,False,Skadestuevej,service,30,16.237,"LINESTRING (12.5238906 55.687508, 12.5241307 55.6874532)",,,,,
1601145650,997554773,0,85939480,False,Skadestuevej,service,30,75.018,"LINESTRING (12.5238906 55.687508, 12.5227899 55.6877729)",,,,,
1604280286,1920509341,0,79138265,False,P. Andersens Vej,service,30,9.51,"LINESTRING (12.524712 55.6818734, 12.5248549 55.6818447)",,,,,
1611954911,20908226,0,3991385,False,Broderskabsvej,residential,30,31.758,"LINESTRING (12.514468 55.6787006, 12.5145856 55.6789784)",,,,,
1611954911,20908220,0,3991385,False,Broderskabsvej,residential,30,75.229,"LINESTRING (12.514468 55.6787006, 12.5142019 55.6780409)",,,,,
1615418669,18164892,0,737390307,True,Louis Pios Gade,residential,30,17.774,"LINESTRING (12.5343275 55.6503137, 12.5344849 55.6504466)",,2,,,
1615418677,286513056,0,3663846,False,Louis Pios Gade,residential,30,89.828,"LINESTRING (12.5349015 55.6507924, 12.5357064 55.6514605)",,2,,,
1615418677,18164892,0,3663846,False,Louis Pios Gade,residential,30,46.494,"LINESTRING (12.5349015 55.6507924, 12.5344849 55.6504466)",,2,,,
1621024978,4945414568,0,79429492,False,Christianshavns Voldgade,residential,30,114.001,"LINESTRING (12.5925951 55.6702892, 12.5938782 55.6710155)",,2,,,
1621024978,927293730,0,79429492,False,Christianshavns Voldgade,residential,30,3.173,"LINESTRING (12.5925951 55.6702892, 12.5925488 55.6702777)",,2,,,
1621025018,1227107801,0,106675528,False,Christianshavns Voldgade,residential,30,22.498,"LINESTRING (12.5924992 55.670282, 12.5921452 55.6703149)",,,,,
1621025018,927293730,0,106675528,False,Christianshavns Voldgade,residential,30,3.147,"LINESTRING (12.5924992 55.670282, 12.5925488 55.6702777)",,,,,
1625289369,18164880,0,3663840,False,Scandiagade,residential,30,22.869,"LINESTRING (12.5389135 55.6506516, 12.539097 55.6508293)",,2,,,
1625289369,1524382459,0,3663840,False,Scandiagade,residential,30,65.6,"LINESTRING (12.5389135 55.6506516, 12.538387 55.6501419)",,2,,,
1646156757,20908225,0,3991382,False,Folkets Alle,residential,30,22.252,"LINESTRING (12.5127526 55.6787253, 12.5128346 55.67892)",,,,,
1646156757,20908219,0,3991382,False,Folkets Alle,residential,30,53.887,"LINESTRING (12.5127526 55.6787253, 12.512554 55.6782538)",,,,,
1657215531,277435443,0,168907411,False,Solsortvej,residential,30,11.277,"LINESTRING (12.5236449 55.6912385, 12.5237305 55.6913277)",,,,,
1657215531,277435138,0,168907411,False,Solsortvej,residential,30,5.032,"LINESTRING (12.5236449 55.6912385, 12.5236067 55.6911987)",,,,,
1657215631,1800889499,0,168907413,False,Drosselvej,residential,30,10.115,"LINESTRING (12.5249519 55.6908396, 12.5250236 55.6909211)",,,,,
1657215631,922567943,0,168907413,False,Drosselvej,residential,30,24.949,"LINESTRING (12.5249519 55.6908396, 12.524775 55.6906386)",,,,,
1657218748,1248449511,0,168907410,False,Drosselvej,residential,30,23.155,"LINESTRING (12.5254165 55.691355, 12.5255854 55.6915402)",,,,,
1657218748,1248449513,0,168907410,False,Drosselvej,residential,30,21.198,"LINESTRING (12.5254165 55.691355, 12.5252624 55.6911853)",,,,,
1657234070,20919928,0,168907410,False,Drosselvej,residential,30,76.453,"LINESTRING (12.5258348 55.691815, 12.5264196 55.6924184)",,,,,
1657234070,1248449511,0,168907410,False,Drosselvej,residential,30,34.322,"LINESTRING (12.5258348 55.691815, 12.5255854 55.6915402)",,,,,
