u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,bridge,access,tunnel,width,est_width,junction,service
7872194558,7865317599,0,843151163,True,,,cycleway,,10.519,"LINESTRING (9.155267200000001 45.4706989, 9.155223599999999 45.4706989, 9.155174300000001 45.4706923, 9.155136799999999 45.4706805)",,,,,,,
7872194558,7872194494,0,843900541,False,,,cycleway,,7.289,"LINESTRING (9.155267200000001 45.4706989, 9.1553118 45.4706949, 9.155359900000001 45.4706905)",,,,,,,
7872194564,7865317586,0,843900595,True,,,cycleway,,8.939,"LINESTRING (9.155712400000001 45.4705606, 9.1556379 45.4706217)",,,,,,,
7872194564,7865317596,0,843900544,False,,,cycleway,,7.733,"LINESTRING (9.155712400000001 45.4705606, 9.1557358 45.4705385, 9.155771400000001 45.4705047)",,,,,,,
7872194567,7865317596,0,843151161,True,,,cycleway,,40.501999999999995,"LINESTRING (9.155805600000001 45.4701463, 9.1557855 45.470183, 9.1557795 45.4702169, 9.155794200000001 45.4704398, 9.155789199999999 45.4704755, 9.155771400000001 45.4705047)",,,,,,,
7872194569,7872191964,0,843900596,True,,,cycleway,,3.366,"LINESTRING (9.155618199999999 45.4699961, 9.155646600000001 45.4700189)",,,,,,,
7872194569,7872191967,0,843151165,True,,,cycleway,,20.405,"LINESTRING (9.155618199999999 45.4699961, 9.155652099999999 45.4699977, 9.1556906 45.4699923, 9.1557248 45.4699795, 9.1558262 45.4699023)",,,,,,,
7872570984,7846614319,0,843955862,True,,Via Monte Rosa,cycleway,,5.667,"LINESTRING (9.1505732 45.474147, 9.150524300000001 45.4741847)",,,,,,,
7872570984,7872571892,0,843943079,False,,,cycleway,,7.005000000000001,"LINESTRING (9.1505732 45.474147, 9.150601999999999 45.4741248, 9.1506335 45.4741003)",,,,,,,
7872571885,7872571886,0,843943084,True,,,cycleway,,17.398,"LINESTRING (9.1504013 45.4740016, 9.1504897 45.4739346, 9.150552899999999 45.4738868)",,,,,,,
7872571885,7872571911,0,843943085,False,,,cycleway,,7.404,"LINESTRING (9.1504013 45.4740016, 9.1503724 45.4740234, 9.1503367 45.4740504)",,,,,,,
7872571886,7872571887,0,843943083,False,,,cycleway,,8.882,"LINESTRING (9.150552899999999 45.4738868, 9.150585400000001 45.4738622, 9.1506303 45.4738282)",,,,,,,
7872571887,7872571898,0,843943082,True,,,cycleway,,5.577,"LINESTRING (9.1506303 45.4738282, 9.150678900000001 45.4737914)",,,,,,,
7872571887,7872571886,0,843943083,False,,,cycleway,,8.882,"LINESTRING (9.1506303 45.4738282, 9.150585400000001 45.4738622, 9.150552899999999 45.4738868)",,,,,,,
7872571890,7872571891,0,843943081,False,,,cycleway,,8.814,"LINESTRING (9.150820299999999 45.4739554, 9.150775299999999 45.4739903, 9.1507445 45.4740142)",,,,,,,
7872571891,7872571892,0,843943080,True,,,cycleway,,12.906,"LINESTRING (9.1507445 45.4740142, 9.1506335 45.4741003)",,,,,,,
7872571891,7872571890,0,843943081,False,,,cycleway,,8.814,"LINESTRING (9.1507445 45.4740142, 9.150775299999999 45.4739903, 9.150820299999999 45.4739554)",,,,,,,
7872571892,7872570984,0,843943079,False,,,cycleway,,7.005000000000001,"LINESTRING (9.1506335 45.4741003, 9.150601999999999 45.4741248, 9.1505732 45.474147)",,,,,,,
7872571893,3091178467,0,"[258066569, 304563931]",False,,Via Luca Della Robbia,cycleway,,872.517,"LINESTRING (9.150881099999999 45.4739179, 9.150926 45.4739402, 9.1510739 45.4740118, 9.1510886 45.4740192, 9.1511057 45.4740245, 9.1512636 45.47405, 9.1512841 45.47405, 9.1513072 45.4740443, 9.1513276 45.4740337, 9.151406100000001 45.4739841, 9.1514427 45.4739529, 9.151513400000001 45.4738598, 9.151586699999999 45.4737802, 9.151671 45.4737177, 9.1518011 45.4736406, 9.1518956 45.4735993, 9.152039800000001 45.4735527, 9.1522028 45.4735198, 9.152328799999999 45.4735062, 9.1537445 45.4734652, 9.154384500000001 45.4734579, 9.1545545 45.473419, 9.1551791 45.4734015, 9.155885100000001 45.4733819, 9.15607 45.4733795, 9.1562599 45.4734056, 9.1572434 45.4733747, 9.157389200000001 45.473371, 9.1587762 45.4733361, 9.159103099999999 45.4733326, 9.1593064 45.4733405, 9.1593368 45.4733325, 9.1593564 45.4733274, 9.1594131 45.4732898, 9.159425199999999 45.4732686, 9.159463499999999 45.4731693, 9.1594567 45.4731077, 9.159416200000001 45.4730445, 9.159461500000001 45.4729997, 9.159508900000001 45.4729625, 9.1596037 45.4729268, 9.1598544 45.4728935, 9.1598825 45.4728924, 9.1598936 45.4728921, 9.159892599999999 45.472857, 9.159851099999999 45.4721574, 9.160088999999999 45.4720481)",,,,,,,
7872571893,7872571890,0,843943071,True,,,cycleway,,6.34,"LINESTRING (9.150881099999999 45.4739179, 9.1508413 45.4739391, 9.150820299999999 45.4739554)",,,,,,,
7872571893,7872571898,0,"[843943073, 843943075, 843943076]",False,,,cycleway,,21.147000000000002,"LINESTRING (9.150881099999999 45.4739179, 9.1508439 45.4738986, 9.1507684 45.4738496, 9.1507106 45.473812, 9.150678900000001 45.4737914)",,,,,,,
7872571898,7872571893,0,"[843943073, 843943075, 843943076]",False,,,cycleway,,21.147000000000002,"LINESTRING (9.150678900000001 45.4737914, 9.1507106 45.473812, 9.1507684 45.4738496, 9.1508439 45.4738986, 9.150881099999999 45.4739179)",,,,,,,
7872571898,7872571899,0,843943082,True,,,cycleway,,24.859,"LINESTRING (9.150678900000001 45.4737914, 9.1507532 45.4737352, 9.150774500000001 45.4737276, 9.1508026 45.4737239, 9.1508637 45.4737239, 9.1509129 45.4737208, 9.1509573 45.473711)",,,,,,,
7872571910,7872571911,0,843955859,True,,Via Monte Rosa,cycleway,,1.249,"LINESTRING (9.1503303 45.4740607, 9.1503367 45.4740504)",,,,,,,
7872571910,7846614319,0,"[843943074, 843943077, 843943078]",False,,,cycleway,,20.468,"LINESTRING (9.1503303 45.4740607, 9.1503636 45.474082, 9.150419599999999 45.4741178, 9.1504919 45.474164, 9.150524300000001 45.4741847)",,,,,,,
7872571911,7872571885,0,843943085,False,,,cycleway,,7.404,"LINESTRING (9.1503367 45.4740504, 9.1503724 45.4740234, 9.1504013 45.4740016)",,,,,,,
7872571927,7872571893,0,"[843151171, 843943086, 843943071]",True,,,cycleway,,109.161,"LINESTRING (9.1517476 45.4732405, 9.1517217 45.4732601, 9.151702500000001 45.4732781, 9.1516868 45.4733056, 9.151679400000001 45.4733467, 9.1516777 45.4733928, 9.1516672 45.4734382, 9.151658899999999 45.4734737, 9.151645500000001 45.4734977, 9.151624099999999 45.4735184, 9.151415 45.4736751, 9.151384699999999 45.4736855, 9.1512338 45.4736917, 9.1512019 45.473701, 9.150999799999999 45.4738546, 9.150915700000001 45.4738995, 9.150881099999999 45.4739179)",,,,,,,
7872571927,7865311860,0,"[843943088, 843151158, 843943087]",False,,,cycleway,,18.386999999999997,"LINESTRING (9.1517476 45.4732405, 9.151719999999999 45.4732221, 9.151668300000001 45.4731875, 9.151596 45.4731393, 9.151576800000001 45.4731265)",,,,,,,
7872571936,7872571927,0,843943089,True,,Via Monte Rosa,cycleway,,95.742,"LINESTRING (9.152599 45.4726243, 9.1518894 45.4731609, 9.151818499999999 45.4731869, 9.1517476 45.4732405)",,,,,,,
7872571936,7872571937,0,"[843943090, 843943091, 843943092]",False,,,cycleway,,20.98,"LINESTRING (9.152599 45.4726243, 9.1525573 45.4725974, 9.1524973 45.4725588, 9.152423300000001 45.4725112, 9.152400800000001 45.4724967)",,,,,,,
7872571937,7872571936,0,"[843943090, 843943091, 843943092]",False,,,cycleway,,20.98,"LINESTRING (9.152400800000001 45.4724967, 9.152423300000001 45.4725112, 9.1524973 45.4725588, 9.1525573 45.4725974, 9.152599 45.4726243)",,,,,,,
7872571937,7865311868,0,843943101,True,,Via Monte Rosa,cycleway,,107.743,"LINESTRING (9.152400800000001 45.4724967, 9.1524597 45.4724516, 9.153334900000001 45.4717827)",,,,,,,
7872571941,7865311880,0,843943097,True,,Via Monte Rosa,cycleway,,23.571,"LINESTRING (9.1537449 45.4717577, 9.1535393 45.4719131)",,,,,,,
7872571942,7865317620,0,843900552,True,,Via Monte Rosa,cycleway,,174.28900000000002,"LINESTRING (9.153540100000001 45.4716259, 9.1543618 45.4709979, 9.154704199999999 45.4707362, 9.1548675 45.4705931, 9.1549681 45.4705197, 9.1549789 45.4705092, 9.154999 45.4704899, 9.155016399999999 45.4704539)",,,,,,,
7872571942,7872571941,0,"[843943093, 843943094, 843943095]",True,,,cycleway,,21.675,"LINESTRING (9.153540100000001 45.4716259, 9.153564599999999 45.4716417, 9.1536302 45.4716838, 9.153705199999999 45.4717322, 9.1537449 45.4717577)",,,,,,,
7872679634,7872679640,0,"[843955868, 843955869]",False,,,cycleway,,13.272,"LINESTRING (9.143888499999999 45.4791185, 9.1438538 45.4790959, 9.1438179 45.4790725, 9.1438019 45.4790615, 9.143780100000001 45.4790546, 9.1437531 45.4790509)",,,,,,,
7872679640,7872571910,0,"[843955853, 843955854, 843955855, 843955856, 843955859, 843955860, 843955866]",True,,Via Monte Rosa,cycleway,,771.2460000000002,"LINESTRING (9.1437531 45.4790509, 9.1437533 45.4790355, 9.143750300000001 45.4790113, 9.1437536 45.4789985, 9.143770200000001 45.4789832, 9.144026500000001 45.4787888, 9.144042900000001 45.4787813, 9.144091 45.4787735, 9.1441059 45.4787665, 9.1448524 45.47821, 9.1448669 45.478205, 9.144921099999999 45.4782003, 9.1449376 45.4781946, 9.1449987 45.4781491, 9.1450063 45.4781369, 9.145013199999999 45.4780981, 9.1450204 45.4780848, 9.1455333 45.4777025, 9.1455562 45.4776954, 9.145594600000001 45.4776932, 9.1456173 45.477686, 9.145634299999999 45.4776758, 9.145679899999999 45.4776411, 9.145790699999999 45.4775567, 9.1458879 45.4774828, 9.145936300000001 45.477446, 9.1459458 45.4774321, 9.1459502 45.4774182, 9.145948499999999 45.4773834, 9.1459542 45.477371, 9.1459663 45.4773592, 9.1478348 45.4759473, 9.1478532 45.4759414, 9.147904799999999 45.4759376, 9.147923499999999 45.4759307, 9.148010299999999 45.475866, 9.1480871 45.4758087, 9.148121400000001 45.4757832, 9.148236799999999 45.4756971, 9.148247100000001 45.4756795, 9.148256200000001 45.4756332, 9.1482656 45.4756195, 9.148717400000001 45.475295, 9.1487303 45.4752912, 9.148773800000001 45.4752878, 9.148785699999999 45.4752843, 9.148794499999999 45.4752768, 9.148878099999999 45.4752061, 9.148965 45.4751352, 9.1490031 45.4751041, 9.149009400000001 45.4750938, 9.149013099999999 45.4750591, 9.1490186 45.4750489, 9.149497 45.4747039, 9.1495105 45.474699, 9.149550700000001 45.4746956, 9.149564700000001 45.4746902, 9.149603600000001 45.4746604, 9.1496511 45.4746248, 9.1497112 45.4745798, 9.1497499 45.4745512, 9.1497546 45.4745387, 9.1497539 45.474495, 9.1497598 45.4744852, 9.150211000000001 45.4741451, 9.1502263 45.4741401, 9.1502585 45.4741381, 9.150274 45.4741333, 9.1503218 45.4740973, 9.150327600000001 45.4740858, 9.1503303 45.4740607)",,,,,,,
7872679640,7872679634,0,"[843955868, 843955869]",False,,,cycleway,,13.272,"LINESTRING (9.1437531 45.4790509, 9.143780100000001 45.4790546, 9.1438019 45.4790615, 9.1438179 45.4790725, 9.1438538 45.4790959, 9.143888499999999 45.4791185)",,,,,,,
7872679640,7872679643,0,843955870,False,,,cycleway,,42.098,"LINESTRING (9.1437531 45.4790509, 9.1437434 45.47907, 9.1437226 45.4790827, 9.143691799999999 45.4790904, 9.143655900000001 45.4790944, 9.1432415 45.4790972)",,,,,,,
7872679643,7872679640,0,843955870,False,,,cycleway,,42.098,"LINESTRING (9.1432415 45.4790972, 9.143655900000001 45.4790944, 9.143691799999999 45.4790904, 9.1437226 45.4790827, 9.1437434 45.47907, 9.1437531 45.4790509)",,,,,,,
21298368,419119688,0,164212498,False,,Alzaia Naviglio Grande,pedestrian,,57.345,"LINESTRING (9.1678838 45.4504315, 9.1678558 45.4504357, 9.167783999999999 45.4504429, 9.1677274 45.4504297, 9.1674463 45.4503513, 9.1671867 45.4502948)",,,,,,,
29089560,473063018,0,208251483,False,,Piazzale Lavater,pedestrian,,53.178999999999995,"LINESTRING (9.211089100000001 45.476653, 9.211161199999999 45.4766174, 9.2116481 45.476379)",,,,,,,
31333707,419119688,0,"[35855453, 30895367]",False,,Alzaia Naviglio Grande,"['cycleway', 'pedestrian']",,333.696,"LINESTRING (9.171200799999999 45.4511216, 9.171156 45.4511125, 9.168483999999999 45.4505704, 9.168483800000001 45.4505263, 9.168066700000001 45.4504412, 9.1672025 45.4502609, 9.1671867 45.4502948)",,,,,,,
31333707,21298372,0,4892135,True,,Via Casale,pedestrian,30,172.01700000000002,"LINESTRING (9.171200799999999 45.4511216, 9.170047800000001 45.4522769, 9.1699874 45.4523122, 9.169933800000001 45.4523435, 9.169898099999999 45.4523644)",,no,,,,,
90222482,249780101,0,"[375574497, 163834534, 144396006, 327960654, 163834543, 25884599, 163826270, 171774527]",False,,"['Via Emilio De Marchi', 'Viale Sarca']","['cycleway', 'path']",,937.9209999999998,"LINESTRING (9.212039799999999 45.5043361, 9.2120441 45.504485, 9.2120844 45.5045621, 9.2121152 45.5046645, 9.2121206 45.5047547, 9.2121098 45.5048328, 9.212056199999999 45.5049625, 9.211958299999999 45.5051373, 9.2117042 45.5055556, 9.211645799999999 45.5056063, 9.2115358 45.5056683, 9.2115075 45.505699, 9.2114326 45.5058253, 9.2111831 45.5062388, 9.2110302 45.506486, 9.2110275 45.5065217, 9.210952499999999 45.5065377, 9.21088 45.5065424, 9.2108142 45.5065543, 9.2107647 45.5065838, 9.210716400000001 45.506627, 9.210680999999999 45.5066668, 9.2106668 45.506706, 9.210670800000001 45.5067614, 9.210694800000001 45.506808, 9.210727199999999 45.5068469, 9.2107312 45.5068733, 9.2106789 45.5069372, 9.2105861 45.5070451, 9.210587200000001 45.5070935, 9.2102913 45.5073827, 9.209254100000001 45.508411, 9.209179300000001 45.5084339, 9.209099999999999 45.5084582, 9.209058600000001 45.5085012, 9.2089935 45.5085625, 9.2089812 45.5086187, 9.2089938 45.508667, 9.2089739 45.5086901, 9.2082382 45.5095444, 9.208105400000001 45.5096874, 9.2080196 45.5097454, 9.2079298 45.5097713, 9.2078738 45.5098183, 9.207841200000001 45.5098869, 9.2078547 45.5099529, 9.207864300000001 45.5100106, 9.2078457 45.5100492, 9.207593299999999 45.510384, 9.2075218 45.5104716, 9.2068166 45.5106721, 9.2064524 45.5107654, 9.206234200000001 45.5108295, 9.206200000000001 45.5108331, 9.206175 45.5108247, 9.206100899999999 45.5106893, 9.206081599999999 45.5106484)",yes,,,,,,
249455216,1604191345,0,"[276065186, 52121322, 52121324, 147205807, 84803568, 304559645]",False,,Via Luigi Chiarelli,"['cycleway', 'footway']",,595.2760000000002,"LINESTRING (9.118235200000001 45.4926881, 9.1183329 45.492675, 9.118818600000001 45.4924636, 9.119566600000001 45.4920542, 9.1203746 45.4913535, 9.1209887 45.4911017, 9.1210719 45.4910471, 9.1210951 45.4909945, 9.1211015 45.4909913, 9.1209688 45.4908301, 9.121652600000001 45.4905638, 9.1227432 45.4901353, 9.1228002 45.4901786, 9.123272500000001 45.4906078, 9.1232963 45.4906144, 9.123378199999999 45.4906373, 9.1236456 45.4905846, 9.1237584 45.4905416, 9.1238989 45.4905187)",,,,,,,
249780101,1755064932,0,25884599,False,,Viale Sarca,path,,7.141,"LINESTRING (9.206081599999999 45.5106484, 9.2059949 45.5106692)",,,,,,,
249780101,1827531814,0,171774529,False,,,path,,7.02,"LINESTRING (9.206081599999999 45.5106484, 9.2060441 45.510591)",,,,,,,
249780101,90222482,0,"[375574497, 163834534, 144396006, 327960654, 163834543, 25884599, 163826270, 171774527]",False,,"['Via Emilio De Marchi', 'Viale Sarca']","['cycleway', 'path']",,937.9209999999999,"LINESTRING (9.206081599999999 45.5106484, 9.206100899999999 45.5106893, 9.206175 45.5108247, 9.206200000000001 45.5108331, 9.206234200000001 45.5108295, 9.2064524 45.5107654, 9.2068166 45.5106721, 9.2075218 45.5104716, 9.207593299999999 45.510384, 9.2078457 45.5100492, 9.207864300000001 45.5100106, 9.2078547 45.5099529, 9.207841200000001 45.5098869, 9.2078738 45.5098183, 9.2079298 45.5097713, 9.2080196 45.5097454, 9.208105400000001 45.5096874, 9.2082382 45.5095444, 9.2089739 45.5086901, 9.2089938 45.508667, 9.2089812 45.5086187, 9.2089935 45.5085625, 9.209058600000001 45.5085012, 9.209099999999999 45.5084582, 9.209179300000001 45.5084339, 9.209254100000001 45.508411, 9.2102913 45.5073827, 9.210587200000001 45.5070935, 9.2105861 45.5070451, 9.2106789 45.5069372, 9.2107312 45.5068733, 9.210727199999999 45.5068469, 9.210694800000001 45.506808, 9.210670800000001 45.5067614, 9.2106668 45.506706, 9.210680999999999 45.5066668, 9.210716400000001 45.506627, 9.2107647 45.5065838, 9.2108142 45.5065543, 9.21088 45.5065424, 9.210952499999999 45.5065377, 9.2110275 45.5065217, 9.2110302 45.506486, 9.2111831 45.5062388, 9.2114326 45.5058253, 9.2115075 45.505699, 9.2115358 45.5056683, 9.211645799999999 45.5056063, 9.2117042 45.5055556, 9.211958299999999 45.5051373, 9.212056199999999 45.5049625, 9.2121098 45.5048328, 9.2121206 45.5047547, 9.2121152 45.5046645, 9.2120844 45.5045621, 9.2120441 45.504485, 9.212039799999999 45.5043361)",yes,,,,,,
258340824,473063018,0,273253563,False,,Via Filippo De Filippi,pedestrian,,30.064,"LINESTRING (9.211437999999999 45.4761523, 9.2114808 45.4762002, 9.2116481 45.476379)",,,,,,,
261987852,5299252961,0,548544430,False,,,path,,13.767,"LINESTRING (9.2193647 45.4562604, 9.219541 45.4562663)",,,,,,,
291890554,293338066,0,117083579,False,,,path,,12.103,"LINESTRING (9.179615999999999 45.4718056, 9.1796203 45.4719144)",,yes,,,,,
292665752,7818029549,0,"[837573523, 837654532, 837573519]",False,,Via Castellammare,path,,133.344,"LINESTRING (9.1464812 45.5115894, 9.1460659 45.5115856, 9.1460189 45.5115851, 9.145978700000001 45.5115848, 9.144770100000001 45.5115737)",,,,,,,
293338066,291890554,0,117083579,False,,,path,,12.103,"LINESTRING (9.1796203 45.4719144, 9.179615999999999 45.4718056)",,yes,,,,,
316068659,330120717,0,181325036,False,,Alzaia Naviglio Grande,service,15,1657.385,"LINESTRING (9.1390323 45.4443215, 9.138418100000001 45.4441793, 9.1371763 45.4439529, 9.1363422 45.4436688, 9.1332571 45.4425033, 9.1280374 45.4408127, 9.1277451 45.4407001, 9.127602899999999 45.4406226, 9.127445 45.4405018, 9.1271322 45.4402541, 9.1260978 45.4394563, 9.125802200000001 45.4392595, 9.1254717 45.4390774, 9.124604100000001 45.4387528, 9.124340500000001 45.4386805, 9.1242454 45.4386534, 9.1241758 45.4386336, 9.1239334 45.4385517, 9.123634300000001 45.4384557, 9.120390799999999 45.4375184)",,,,,,,
330120717,316068659,0,181325036,False,,Alzaia Naviglio Grande,service,15,1657.385,"LINESTRING (9.120390799999999 45.4375184, 9.123634300000001 45.4384557, 9.1239334 45.4385517, 9.1241758 45.4386336, 9.1242454 45.4386534, 9.124340500000001 45.4386805, 9.124604100000001 45.4387528, 9.1254717 45.4390774, 9.125802200000001 45.4392595, 9.1260978 45.4394563, 9.1271322 45.4402541, 9.127445 45.4405018, 9.127602899999999 45.4406226, 9.1277451 45.4407001, 9.1280374 45.4408127, 9.1332571 45.4425033, 9.1363422 45.4436688, 9.1371763 45.4439529, 9.138418100000001 45.4441793, 9.1390323 45.4443215)",,,,,,,
330910522,330910548,0,"[112426210, 30046075, 112426221]",False,,,path,,196.61599999999999,"LINESTRING (9.169718100000001 45.5266481, 9.169986400000001 45.5268031, 9.1700628 45.5268287, 9.170131400000001 45.5268182, 9.1701777 45.5267818, 9.1701949 45.5267374, 9.1701397 45.5266038, 9.170133 45.5265582, 9.1701446 45.5265177, 9.170389399999999 45.5261721, 9.170402299999999 45.526134, 9.170393900000001 45.5261036, 9.1702808 45.525983, 9.170283100000001 45.5259548, 9.1702995 45.5259293, 9.170337 45.5259195, 9.170382999999999 45.5259255, 9.1704072 45.5259555, 9.1704808 45.5261506, 9.1705217 45.5261986, 9.170584399999999 45.5262721)",,,yes,,,,
330910548,330910522,0,"[112426210, 30046075, 112426221]",False,,,path,,196.616,"LINESTRING (9.170584399999999 45.5262721, 9.1705217 45.5261986, 9.1704808 45.5261506, 9.1704072 45.5259555, 9.170382999999999 45.5259255, 9.170337 45.5259195, 9.1702995 45.5259293, 9.170283100000001 45.5259548, 9.1702808 45.525983, 9.170393900000001 45.5261036, 9.170402299999999 45.526134, 9.170389399999999 45.5261721, 9.1701446 45.5265177, 9.170133 45.5265582, 9.1701397 45.5266038, 9.1701949 45.5267374, 9.1701777 45.5267818, 9.170131400000001 45.5268182, 9.1700628 45.5268287, 9.169986400000001 45.5268031, 9.169718100000001 45.5266481)",,,yes,,,,
392094541,3100272492,0,303053103,True,,Via Giorgio Gaber,residential,,3.059,"LINESTRING (9.173337 45.424486, 9.1733362 45.4244585)",,,,,,,
442095656,1938126686,0,280759770,False,,Viale Romagna,pedestrian,,97.733,"LINESTRING (9.224028000000001 45.4700158, 9.224027700000001 45.4700488, 9.2240191 45.4708105, 9.224018299999999 45.4708781, 9.2240181 45.4708947)",,no,,,,,
442095656,442095658,0,37702424,True,,Viale Romagna,residential,30,19.935000000000002,"LINESTRING (9.224028000000001 45.4700158, 9.223846200000001 45.4700927, 9.2238091 45.4701084)",,,,,,,
473063018,2185661686,0,208251482,False,,Via Filippo De Filippi,pedestrian,,20.235,"LINESTRING (9.2116481 45.476379, 9.2117983 45.4765274)",,,,,,,
473063018,29089560,0,208251483,False,,Piazzale Lavater,pedestrian,,53.178999999999995,"LINESTRING (9.2116481 45.476379, 9.211161199999999 45.4766174, 9.211089100000001 45.476653)",,,,,,,
473063018,258340824,0,273253563,False,,Via Filippo De Filippi,pedestrian,,30.064,"LINESTRING (9.2116481 45.476379, 9.2114808 45.4762002, 9.211437999999999 45.4761523)",,,,,,,
506707982,506708016,0,340420888,True,1,Via dei Girasoli,unclassified,50,281.74699999999996,"LINESTRING (9.253918799999999 45.4901763, 9.2538958 45.4900981, 9.2538403 45.4899096, 9.253827100000001 45.48982, 9.2538359 45.4897348, 9.2538632 45.4896607, 9.2539126 45.4895827, 9.2539654 45.4895262, 9.254060000000001 45.4894527, 9.2541145 45.4894215, 9.254203499999999 45.489386, 9.2542995 45.4893609, 9.2544249 45.4893425, 9.254456599999999 45.4893404, 9.254546299999999 45.4893407, 9.254678800000001 45.4893558, 9.2550586 45.4894374, 9.255112199999999 45.4894698, 9.2551579 45.4895417, 9.2551486 45.4896194, 9.254734600000001 45.4903764)",,,,,,,
576277225,2212664689,0,45337916,False,,,path,,111.29599999999999,"LINESTRING (9.184449300000001 45.5206117, 9.1844622 45.5205853, 9.1849101 45.5196643)",,,,,,,
606765276,1637243635,0,"[26191540, 23396630]",False,,,path,,20.134999999999998,"LINESTRING (9.2037598 45.5266945, 9.2037473 45.5267134, 9.2037142 45.5267638, 9.2035734 45.5267991)",,,,,,,
606806258,1523272689,0,434686316,False,,,footway,,48.278000000000006,"LINESTRING (9.2247567 45.4503768, 9.2248211 45.4503162, 9.224917899999999 45.4502418, 9.225020499999999 45.4501702, 9.2252037 45.4500812)",,,,,,,
634639633,650823331,0,51039614,False,,,path,,8.31,"LINESTRING (9.1317024 45.4854579, 9.1316433 45.4853957)",,,,,,,
634639633,634639634,0,275996424,False,,Via Gaetano Moretti,footway,,30.687,"LINESTRING (9.1317024 45.4854579, 9.1320724 45.4853637)",,,,,,,
634639633,650823321,0,"[275262168, 275996433]",False,,"['Via Lerici', 'Via Gaetano Moretti']",footway,,120.967,"LINESTRING (9.1317024 45.4854579, 9.131316 45.4855556, 9.130331399999999 45.4857974, 9.130234099999999 45.4858034)",,,,,,,
634639634,650823334,0,51039615,False,,,path,,9.753,"LINESTRING (9.1320724 45.4853637, 9.1320073 45.4852888)",,,,,,,
634639634,634639633,0,275996424,False,,Via Gaetano Moretti,footway,,30.687,"LINESTRING (9.1320724 45.4853637, 9.1317024 45.4854579)",,,,,,,
634639634,634639655,0,275996435,False,,Via Gaetano Moretti,footway,,28.104,"LINESTRING (9.1320724 45.4853637, 9.1324136 45.4852821)",,,,,,,
634639643,650823342,0,51039616,False,,,path,,11.671,"LINESTRING (9.134650799999999 45.4847333, 9.1345972 45.4846353)",,,,,,,
634639643,634639653,0,275262169,False,,Via Gaetano Moretti,footway,,30.193,"LINESTRING (9.134650799999999 45.4847333, 9.1342857 45.4848239)",,,,,,,
634639643,634639674,0,"[49942760, 275262176]",False,,"['Via Gaetano Moretti', 'Via Martino Bassi']",footway,,113.877,"LINESTRING (9.134650799999999 45.4847333, 9.135292099999999 45.4845739, 9.136025 45.4843861)",,,,,,,
634639651,650823345,0,51039617,False,,,path,,12.071,"LINESTRING (9.133548899999999 45.4850034, 9.1334979 45.4849009)",,,,,,,
634639651,634639658,0,275996430,False,,Via Gaetano Moretti,footway,,31.477,"LINESTRING (9.133548899999999 45.4850034, 9.1339299 45.4849097)",,,,,,,
634639651,634639655,0,"[275996426, 275996437]",False,,Via Gaetano Moretti,footway,,93.783,"LINESTRING (9.133548899999999 45.4850034, 9.1331617 45.4851043, 9.1324136 45.4852821)",,,,,,,
634639653,650823340,0,51039613,False,,,path,,12.665,"LINESTRING (9.1342857 45.4848239, 9.134230799999999 45.4847167)",,,,,,,
634639653,634639643,0,275262169,False,,Via Gaetano Moretti,footway,,30.193,"LINESTRING (9.1342857 45.4848239, 9.134650799999999 45.4847333)",,,,,,,
634639653,634639658,0,"[275996428, 275996423]",False,,Via Gaetano Moretti,footway,,29.332,"LINESTRING (9.1342857 45.4848239, 9.1341594 45.484854, 9.1339299 45.4849097)",,,,,,,
634639655,650823335,0,51039611,False,,,path,,9.63,"LINESTRING (9.1324136 45.4852821, 9.132369499999999 45.4852012)",,,,,,,
634639655,634639634,0,275996435,False,,Via Gaetano Moretti,footway,,28.104,"LINESTRING (9.1324136 45.4852821, 9.1320724 45.4853637)",,,,,,,
634639655,634639651,0,"[275996426, 275996437]",False,,Via Gaetano Moretti,footway,,93.783,"LINESTRING (9.1324136 45.4852821, 9.1331617 45.4851043, 9.133548899999999 45.4850034)",,,,,,,
634639658,650823347,0,51039618,False,,,path,,12.593,"LINESTRING (9.1339299 45.4849097, 9.1338738 45.4848035)",,,,,,,
634639658,634639651,0,275996430,False,,Via Gaetano Moretti,footway,,31.477,"LINESTRING (9.1339299 45.4849097, 9.133548899999999 45.4850034)",,,,,,,
634639658,634639653,0,"[275996428, 275996423]",False,,Via Gaetano Moretti,footway,,29.332,"LINESTRING (9.1339299 45.4849097, 9.1341594 45.484854, 9.1342857 45.4848239)",,,,,,,
634639674,650823354,0,51039622,False,,,path,,5.882,"LINESTRING (9.136025 45.4843861, 9.135993300000001 45.4843381)",,,,,,,
634639674,2843577346,0,280764643,False,,Via Martino Bassi,footway,,66.189,"LINESTRING (9.136025 45.4843861, 9.1368239 45.4841846)",,,,,,,
634639674,634639643,0,"[275262176, 49942760]",False,,"['Via Gaetano Moretti', 'Via Martino Bassi']",footway,,113.877,"LINESTRING (9.136025 45.4843861, 9.135292099999999 45.4845739, 9.134650799999999 45.4847333)",,,,,,,
634639675,2843577346,0,49942771,False,,Via Martino Bassi,footway,,7.176,"LINESTRING (9.136796 45.4841231, 9.1368239 45.4841846)",,,,,,,
634639676,2843577347,0,49942773,False,,Via Martino Bassi,footway,,6.333,"LINESTRING (9.137369899999999 45.484, 9.1374368 45.4840323)",,,,,,,
