u,v,key,osmid,oneway,lanes,highway,maxspeed,length,geometry,name,access,bridge,est_width,junction,service,width,tunnel
1486413344,252204445,0,266419545,True,,unclassified,30,6.711,"LINESTRING (9.1755882 45.5008887, 9.175568200000001 45.5009474)",Via Giuseppe Guerzoni,,,,,,,
1487267786,281718720,0,264520557,False,,residential,20,14.134,"LINESTRING (9.2053087 45.5015489, 9.205253600000001 45.5014278)",Via privata Luigi Barzini,permissive,,,,,,
1487267786,4654765367,0,264520557,False,,residential,20,5.236,"LINESTRING (9.2053087 45.5015489, 9.205345700000001 45.5015882)",Via privata Luigi Barzini,permissive,,,,,,
1487267832,6123933459,0,264520563,False,,residential,20,5.412,"LINESTRING (9.204693799999999 45.5018365, 9.204697599999999 45.5018851)",Via privata Renato Birolli,permissive,,,,,,
1487267832,6123933465,0,264520563,False,,residential,20,24.524,"LINESTRING (9.204693799999999 45.5018365, 9.204634499999999 45.5016199)",Via privata Renato Birolli,permissive,,,,,,
1487267841,281718730,0,264520557,False,,residential,20,38.758,"LINESTRING (9.2047951 45.5019339, 9.205281100000001 45.50186)",Via privata Luigi Barzini,permissive,,,,,,
1487267841,281717461,0,264520557,False,,residential,20,8.2,"LINESTRING (9.2047951 45.5019339, 9.2046899 45.5019352)",Via privata Luigi Barzini,permissive,,,,,,
1487629812,1487629833,0,4518726,True,,service,30,35.702,"LINESTRING (9.1431577 45.4601677, 9.1432628 45.4604802)",Viale Caterina da Forlì,,,,,,,
1487629833,2958408760,0,4518726,True,,service,30,3.196,"LINESTRING (9.1432628 45.4604802, 9.1432681 45.4605087)",Viale Caterina da Forlì,,,,,,,
1489473346,21663238,0,123046290,False,,pedestrian,30,3.502,"LINESTRING (9.1777205 45.451407, 9.1777636 45.4514158)",Via Magolfa,no,,,,,,
1489473346,2820218933,0,123046290,False,,pedestrian,30,12.602,"LINESTRING (9.1777205 45.451407, 9.177565400000001 45.4513753)",Via Magolfa,no,,,,,,
1489477356,1494695336,0,21772697,True,,residential,30,141.781,"LINESTRING (9.177122499999999 45.4489073, 9.175305 45.4489033)",Via Emilio Gola,,,,,,,
1489648647,4062325972,0,24359651,True,1,residential,30,11.833,"LINESTRING (9.2222262 45.4887233, 9.222075200000001 45.4887342)",Via Marco d'Aviano,,,,,,,
1489648655,1754980508,0,24359651,True,1,residential,30,97.029,"LINESTRING (9.221971699999999 45.4887623, 9.2210511 45.4893496)",Via Marco d'Aviano,,,,,,,
1489648660,1489648647,0,24359651,True,1,residential,30,9.786,"LINESTRING (9.222351700000001 45.4887211, 9.2222262 45.4887233)",Via Marco d'Aviano,,,,,,,
1492499656,1520891706,0,26014058,True,,unclassified,30,68.04,"LINESTRING (9.2323801 45.4733577, 9.232396 45.4727459)",Via Alessandro Visconti D'Aragona,,,,,,,
1492499677,2951281766,0,23193551,True,,unclassified,30,67.035,"LINESTRING (9.232386099999999 45.4736214, 9.2323743 45.4742242)",Via Pellegrino Strobel,,,,,,,
1493225508,21226044,0,273645597,True,,residential,30,8.971,"LINESTRING (9.155174799999999 45.4513238, 9.155070500000001 45.4512898)",Via Savona,,,,,,,
1493225543,114329059,0,273645598,True,,residential,30,9.421,"LINESTRING (9.155839200000001 45.4515404, 9.155729600000001 45.4515048)",Via Savona,,,,,,,
1494197898,1495647766,0,289526675,True,,residential,30,12.032,"LINESTRING (9.158902599999999 45.4539905, 9.158837800000001 45.4540887)",Via Enrico Stendhal,,,,,,,
1494693308,29137459,0,333565385,True,,residential,30,7.458,"LINESTRING (9.1730904 45.4488964, 9.1729948 45.4488971)",Via Emilio Gola,,,,,,,
1494695335,2820206918,0,277516087,True,,residential,30,133.348,"LINESTRING (9.1751424 45.4489029, 9.173432999999999 45.4489018)",Via Emilio Gola,,,,,,,
1494695336,29137458,0,21772697,True,,residential,30,7.24,"LINESTRING (9.175305 45.4489033, 9.175212200000001 45.4489025)",Via Emilio Gola,,,,,,,
1495158649,1938198190,0,4892135,True,,pedestrian,30,5.44,"LINESTRING (9.1699874 45.4523122, 9.169933800000001 45.4523435)",Via Casale,no,,,,,,
1495230003,2784803175,0,32931966,True,,unclassified,30,9.065,"LINESTRING (9.155788100000001 45.4503657, 9.155885100000001 45.4504106)",Via Tortona,,,,,,,
1495647766,21257022,0,289526675,True,,residential,30,84.411,"LINESTRING (9.158837800000001 45.4540887, 9.158406400000001 45.4547849)",Via Enrico Stendhal,,,,,,,
1497233014,2921602138,0,23253028,True,,residential,30,5.413,"LINESTRING (9.147156900000001 45.4370969, 9.147152999999999 45.4371455)",Via Bari,,,,,,,
1497233038,5340954132,0,23253031,False,,residential,30,141.898,"LINESTRING (9.150601 45.4372194, 9.1505402 45.4384948)",Via Taranto,,,,,,,
1497233038,5340954133,0,23253031,False,,residential,30,10.832,"LINESTRING (9.150601 45.4372194, 9.150607600000001 45.4371221)",Via Taranto,,,,,,,
1497258262,251622060,0,266575562,True,,residential,30,6.981,"LINESTRING (9.1484852 45.4386868, 9.148569 45.4387088)",Via Bari,,,,,,,
1497258282,335602706,0,30334363,False,,residential,30,16.037,"LINESTRING (9.1526315 45.4388184, 9.152479 45.4387217)",Via Capo Palinuro,,,,,,,
1497258282,251622066,0,30334363,False,,residential,30,9.464,"LINESTRING (9.1526315 45.4388184, 9.152719599999999 45.4388769)",Via Capo Palinuro,,,,,,,
1497258296,3463183637,0,266575574,False,,residential,30,3.648,"LINESTRING (9.1502389 45.4390823, 9.150224 45.4391134)",Via Taranto,,,,,,,
1497258296,5340954130,0,266575574,False,,residential,30,14.567,"LINESTRING (9.1502389 45.4390823, 9.150306199999999 45.4389601)",Via Taranto,,,,,,,
1497258297,2721090551,0,23253030,False,,residential,30,5.311,"LINESTRING (9.1500865 45.4391149, 9.150022999999999 45.4390977)",Via Bari,,,,,,,
1497258297,251622064,0,23253030,False,,residential,30,10.141,"LINESTRING (9.1500865 45.4391149, 9.1502067 45.4391496)",Via Bari,,,,,,,
1497258317,251622064,0,266575564,False,,residential,30,124.11,"LINESTRING (9.1516912 45.4395506, 9.1502067 45.4391496)",Via Bari,,,,,,,
1497258317,251622058,0,266575564,False,,residential,30,9.414,"LINESTRING (9.1516912 45.4395506, 9.1518044 45.4395799)",Via Bari,,,,,,,
1497842545,4773743673,0,273712494,True,1,residential,30,32.662,"LINESTRING (9.182840000000001 45.464335, 9.1825206 45.464525)",Via Santa Maria Fulcorina,,,,,,,
1498817160,262384779,0,263984492,True,,residential,30,13.004,"LINESTRING (9.123175 45.4527371, 9.1231221 45.452848)",Via dello Storno,,,,,,,
1498817186,282531554,0,263984478,True,,residential,30,204.687,"LINESTRING (9.123064899999999 45.4529557, 9.1221485 45.4546806)",Via dello Storno,,,,,,,
1498827603,282531402,0,25900714,True,,residential,30,9.274,"LINESTRING (9.118808100000001 45.4546906, 9.1186962 45.4546624)",Via dell'Allodola,,,,,,,
1498827630,282534497,0,263984485,True,,residential,30,10.369,"LINESTRING (9.1219977 45.4549791, 9.121953299999999 45.455067)",Piazza San Giovanni Battista alla Creta,,,,,,,
1498827652,262384458,0,333573143,True,,residential,30,33.266,"LINESTRING (9.1219088 45.4551551, 9.1217664 45.4554371)",Piazza San Giovanni Battista alla Creta,,,,,,,
1498836456,2696633953,0,263984412,True,,residential,30,44.12,"LINESTRING (9.1217036 45.4554209, 9.121172899999999 45.4552836)",Piazza San Giovanni Battista alla Creta,,,,,,,
1499050796,2590104020,0,253018903,True,1,service,30,36.731,"LINESTRING (9.2553024 45.4782169, 9.2548315 45.4782073)",Via Raffaele Rubattino,,,,,parking_aisle,,
1500393217,736901153,0,56228117,False,,residential,30,91.486,"LINESTRING (9.1464856 45.5013752, 9.1462854 45.5021859)",Via Demetrio Cretese,,,,,,,
1500393217,4080218603,0,56228117,False,,residential,30,2.984,"LINESTRING (9.1464856 45.5013752, 9.146491599999999 45.5013487)",Via Demetrio Cretese,,,,,,,
1500710674,1500710675,0,24492702,False,,residential,30,12.677,"LINESTRING (9.193475599999999 45.4555921, 9.193636 45.4556105)",Via Paolo Marchiondi,,,,,,,
1500710674,266325571,0,24492702,False,,residential,30,13.694,"LINESTRING (9.193475599999999 45.4555921, 9.1933039 45.4555664)",Via Paolo Marchiondi,,,,,,,
1500710675,1500710674,0,24492702,False,,residential,30,12.677,"LINESTRING (9.193636 45.4556105, 9.193475599999999 45.4555921)",Via Paolo Marchiondi,,,,,,,
1502796469,1530058209,0,23978428,True,,residential,30,7.425,"LINESTRING (9.175497399999999 45.4572325, 9.175430199999999 45.4572798)",Via Ariberto,,,,,,,
1502798936,1942775843,0,277516085,True,,pedestrian,30,1.319,"LINESTRING (9.177327699999999 45.4522614, 9.177336800000001 45.4522714)",Ripa di Porta Ticinese,no,,,,,,
1502799212,1502799224,0,168553831,False,,pedestrian,30,7.734,"LINESTRING (9.1779171 45.4520564, 9.177923699999999 45.4521258)",Alzaia Naviglio Pavese,no,,,,,,
1502799212,21663238,0,168553831,False,,pedestrian,30,72.231,"LINESTRING (9.1779171 45.4520564, 9.1777636 45.4514158)",Alzaia Naviglio Pavese,no,,,,,,
1502799221,1942775844,0,168553831,False,,pedestrian,30,0.924,"LINESTRING (9.1779005 45.4522643, 9.1778973 45.4522723)",Alzaia Naviglio Pavese,no,,,,,,
1502799221,6539155315,0,168553831,False,,pedestrian,30,4.383,"LINESTRING (9.1779005 45.4522643, 9.1779096 45.4522254)",Alzaia Naviglio Pavese,no,,,,,,
1502799222,6539155315,0,168553831,False,,pedestrian,30,2.796,"LINESTRING (9.177911699999999 45.4522003, 9.1779096 45.4522254)",Alzaia Naviglio Pavese,no,,,,,,
1502799222,1502799224,0,168553831,False,,pedestrian,30,8.337,"LINESTRING (9.177911699999999 45.4522003, 9.177923699999999 45.4521258)",Alzaia Naviglio Pavese,no,,,,,,
1502799224,1502799222,0,168553831,False,,pedestrian,30,8.337,"LINESTRING (9.177923699999999 45.4521258, 9.177911699999999 45.4522003)",Alzaia Naviglio Pavese,no,,,,,,
1502799224,1502799212,0,168553831,False,,pedestrian,30,7.734,"LINESTRING (9.177923699999999 45.4521258, 9.1779171 45.4520564)",Alzaia Naviglio Pavese,no,,,,,,
1502802065,1942775862,0,183860216,True,,pedestrian,30,3.17,"LINESTRING (9.173087900000001 45.4530079, 9.173107699999999 45.452983)",Via Corsico,no,,,,,,
1503300439,2614762702,0,42858975,True,,residential,30,92.439,"LINESTRING (9.1865299 45.4751301, 9.1853687 45.4752977)",Via Palermo,,,,,,,
1503423656,4513555123,0,250544761,True,,residential,30,58.114,"LINESTRING (9.2221809 45.4904279, 9.221455600000001 45.4905488)",Via dei Transiti,,,,,,,
1504226196,5039349718,0,442754378,True,,tertiary,30,17.695,"LINESTRING (9.1878099 45.456015, 9.1880223 45.4560709)",Via Santa Sofia,,,,,,,
1504232634,3054451373,0,273449416,False,,unclassified,30,7.417,"LINESTRING (9.199228700000001 45.4687685, 9.1991786 45.4687118)",Corso Venezia,,,,,,,
1504232646,3476460377,0,275480568,True,,unclassified,30,4.587,"LINESTRING (9.198741099999999 45.4632349, 9.198685100000001 45.4632475)",Largo Augusto,,,,,,,
1514353022,1835139735,0,24606659,True,1,residential,30,99.269,"LINESTRING (9.188179099999999 45.4594049, 9.189049900000001 45.460056)",Via Maddalena,,,,,,,
1516793659,266326064,0,271407565,False,,tertiary,30,38.97,"LINESTRING (9.156236699999999 45.4477398, 9.155759700000001 45.4476357)",Via Lodovico il Moro,,,,,,,
1516793659,281691016,0,271407565,False,,tertiary,30,37.986,"LINESTRING (9.156236699999999 45.4477398, 9.156699 45.4478471)",Via Lodovico il Moro,,,,,,,
1520891706,29089549,0,26014058,True,,unclassified,30,7.852,"LINESTRING (9.232396 45.4727459, 9.232397799999999 45.4726753)",Via Alessandro Visconti D'Aragona,,,,,,,
1521051683,3455769438,0,7980225,True,,residential,30,3.129,"LINESTRING (9.223560300000001 45.4692688, 9.223549 45.4692418)",Viale Romagna,,,,,,,
1523280042,265742658,0,264308712,False,2,residential,30,9.143,"LINESTRING (9.2267852 45.4506336, 9.2269024 45.4506343)",Via Monte Cimone,,,,,,,
1523280042,2471998471,0,264308712,False,2,residential,30,36.446,"LINESTRING (9.2267852 45.4506336, 9.226317999999999 45.4506306)",Via Monte Cimone,,,,,,,
1523280043,1760433156,0,164408657,False,2,residential,30,140.594,"LINESTRING (9.2270392 45.4506351, 9.2288415 45.4506445)",Via Monte Cimone,,,,,,,
1523280043,265742658,0,164408657,False,2,residential,30,10.672,"LINESTRING (9.2270392 45.4506351, 9.2269024 45.4506343)",Via Monte Cimone,,,,,,,
1523485963,308993953,0,31925995,True,,residential,30,117.078,"LINESTRING (9.1794469 45.4804939, 9.1779747 45.4802863)",Via Giuseppe Giusti,,,,,,,
1529767695,31333700,0,168553874,True,1,residential,30,41.133,"LINESTRING (9.174558299999999 45.4616967, 9.1748441 45.4613858)",Via Lanzone,,,,,,,
1529845131,1529845230,0,193984442,True,,residential,30,56.856,"LINESTRING (9.173702499999999 45.458461, 9.173192 45.458826)",Via Ariberto,,,,,,,
1529845254,91532532,0,193984443,True,,residential,30,74.846,"LINESTRING (9.1730216 45.4589568, 9.1723316 45.4594246)",Via Ariberto,,,,,,,
1530058209,1530058337,0,23978428,True,,residential,30,64.332,"LINESTRING (9.175430199999999 45.4572798, 9.1748447 45.4576873)",Via Ariberto,,,,,,,
1530058337,260018956,0,23978428,True,,residential,30,7.061,"LINESTRING (9.1748447 45.4576873, 9.1747797 45.4577315)",Via Ariberto,,,,,,,
1530239534,95769545,0,164070448,True,1,residential,30,9.26,"LINESTRING (9.176703399999999 45.460212, 9.1767541 45.4601367)",Via Caminadella,,,,,,,
1530239538,31333704,0,168553873,True,1,residential,30,13.724,"LINESTRING (9.177277200000001 45.4605814, 9.1774387 45.4605324)",Via Lanzone,,,,,,,
1530239541,1530239534,0,164070448,True,1,residential,30,61.753,"LINESTRING (9.176369299999999 45.4607155, 9.176703399999999 45.460212)",Via Caminadella,,,,,,,
1530239543,1530239541,0,164070448,True,1,residential,30,10.501,"LINESTRING (9.1763408 45.4608078, 9.176369299999999 45.4607155)",Via Caminadella,,,,,,,
1530281644,27653936,0,165990910,True,1,residential,30,6.602,"LINESTRING (9.1797316 45.4607379, 9.179646999999999 45.46074)",Via del Torchio,,,,,,,
1531179751,3448337484,0,27755546,True,1,residential,30,6.241,"LINESTRING (9.175361000000001 45.4642961, 9.1753865 45.4642429)",Via Terraggio,,,,,,,
1531179858,4537487027,0,168770537,True,1,residential,30,4.954,"LINESTRING (9.175978499999999 45.4655828, 9.175919 45.4655672)",Via Terraggio,,,,,,,
1531179859,1584878388,0,168770537,True,1,residential,30,3.953,"LINESTRING (9.176331899999999 45.4656024, 9.176283700000001 45.4655914)",Via Terraggio,,,,,,,
1531188800,304771600,0,168770537,True,1,residential,30,33.373,"LINESTRING (9.176409899999999 45.4659256, 9.176359 45.4656276)",Via Terraggio,,,,,,,
1531519687,29137410,0,186120829,True,,residential,30,6.183,"LINESTRING (9.174439599999999 45.4639784, 9.1745138 45.4639588)",Via Giacomo Mellerio,,,,,,,
1531519734,1531519687,0,186120829,True,,residential,30,95.827,"LINESTRING (9.1732937 45.4642895, 9.174439599999999 45.4639784)",Via Giacomo Mellerio,,,,,,,
1532838968,4632913911,0,166039358,True,1,residential,30,24.784,"LINESTRING (9.185812500000001 45.4600075, 9.186109699999999 45.4600864)",Via Olmetto,,,,,,,
1532838975,304666818,0,27745201,True,1,residential,30,18.921,"LINESTRING (9.1856404 45.460083, 9.185559400000001 45.4602434)",Via dei Piatti,,,,,,,
1538093934,256078690,0,187013764,True,,residential,30,38.474,"LINESTRING (9.149473800000001 45.499452, 9.149538700000001 45.499795)",Via Paolo Mantegazza,,,,,,,
1541419911,1788944948,0,23941664,True,,tertiary,30,44.02,"LINESTRING (9.137482 45.4751849, 9.137449 45.4747897)",Viale Mar Jonio,,,,,,,
1542144397,5571747240,0,4522473,True,,service,10,16.785,"LINESTRING (9.150909499999999 45.4591438, 9.1507129 45.4592052)",,permissive,,,,,,
1544011039,267402508,0,400746587,False,,residential,30,10.315,"LINESTRING (9.117998500000001 45.4719103, 9.1179018 45.4719736)",Via Giulio Ferreri,,,,,,,
1544011039,3723850700,0,400746587,False,,residential,30,11.183,"LINESTRING (9.117998500000001 45.4719103, 9.118108899999999 45.4718461)",Via Giulio Ferreri,,,,,,,
1544011046,2806559074,0,276007075,False,,residential,30,12.419,"LINESTRING (9.113928 45.4721105, 9.1140762 45.4721514)",Via Benjamin Constant,,,,,,,
1544011046,2806559072,0,276007075,False,,residential,30,12.227,"LINESTRING (9.113928 45.4721105, 9.1137769 45.4720811)",Via Benjamin Constant,,,,,,,
1544024645,2943507187,0,62232935,False,,residential,30,48.817,"LINESTRING (9.1179319 45.4738188, 9.118332300000001 45.4741563)",Via Val Pantena,,,,,,,
1544024645,776998462,0,62232935,False,,residential,30,7.879,"LINESTRING (9.1179319 45.4738188, 9.117867499999999 45.4737642)",Via Val Pantena,,,,,,,
1544024979,776998556,0,274796613,False,,residential,30,7.105,"LINESTRING (9.1157413 45.4750877, 9.115683499999999 45.4750383)",Via Domaso,,,,,,,
1544024979,2794647327,0,274796613,False,,residential,30,54.896,"LINESTRING (9.1157413 45.4750877, 9.116187999999999 45.4754693)",Via Domaso,,,,,,,
1544360170,295275463,0,275024877,False,,residential,30,88.146,"LINESTRING (9.1215092 45.4698779, 9.120642500000001 45.4703868)",Via Giulio Ferreri,,,,,,,
1544360170,606562371,0,275024877,False,,residential,30,6.067,"LINESTRING (9.1215092 45.4698779, 9.121568999999999 45.469843)",Via Giulio Ferreri,,,,,,,
1544360284,3723850700,0,275024881,False,,residential,30,69.466,"LINESTRING (9.1187945 45.4714472, 9.118108899999999 45.4718461)",Via Giulio Ferreri,,,,,,,
1544360284,7066170323,0,275024881,False,,residential,30,1.996,"LINESTRING (9.1187945 45.4714472, 9.118814499999999 45.471436)",Via Giulio Ferreri,,,,,,,
1547761209,1171087817,0,210640982,False,,cycleway,15,9.346,"LINESTRING (9.213438999999999 45.5297302, 9.213423000000001 45.5296469)",,,,,,,,
1547761209,1171087802,0,210640982,False,,cycleway,15,31.823,"LINESTRING (9.213438999999999 45.5297302, 9.2135964 45.5299943)",,,,,,,,
1550365202,1476579324,0,44935827,True,1,residential,30,1.593,"LINESTRING (9.183899500000001 45.4608135, 9.1839008 45.4607992)",Via Santa Maria Valle,,,,,,,
1550365213,1476615075,0,165990904,True,1,residential,30,1.192,"LINESTRING (9.1816209 45.4604478, 9.181607100000001 45.4604524)",Via Medici,,,,,,,
1550365233,1476585024,0,277620589,False,,residential,30,1.217,"LINESTRING (9.1856513 45.4616513, 9.1856613 45.4616429)",Via della Palla,,,,,,,
1550365238,1476585004,0,4520072,True,,residential,30,1.374,"LINESTRING (9.185447099999999 45.4615077, 9.185430800000001 45.4615124)",Via San Maurilio,,,,,,,
1550757094,306255024,0,269492244,True,,unclassified,30,6.566,"LINESTRING (9.140731499999999 45.5149648, 9.140749400000001 45.5149071)",Via Tina Di Lorenzo,,,,,,,
1552537560,4267342500,0,257960980,True,,residential,30,4.752,"LINESTRING (9.15864 45.5148218, 9.1586987 45.5148334)",Via Gabbro,,,,,,,
1552537648,2659684071,0,257960980,True,,residential,30,52.756,"LINESTRING (9.159864199999999 45.5150647, 9.160515 45.5151956)",Via Gabbro,,,,,,,
1557110373,253754849,0,210213555,True,,residential,30,114.296,"LINESTRING (9.173083699999999 45.519027, 9.1744874 45.5193257)",Via George Sand,,,,,,,
1567944790,1773934883,0,286590820,False,,residential,30,51.906,"LINESTRING (9.180679599999999 45.4557237, 9.180612200000001 45.4552593)",Corso di Porta Ticinese,no,,,,,,
1567944790,6437971624,0,286590820,False,,residential,30,45.631,"LINESTRING (9.180679599999999 45.4557237, 9.1807383 45.456132)",Corso di Porta Ticinese,no,,,,,,
1567944792,1567944827,0,268577817,False,,residential,30,49.878,"LINESTRING (9.180892699999999 45.4570107, 9.1808058 45.4565663)",Corso di Porta Ticinese,no,,,,,,
1567944792,2771219124,0,268577817,False,,residential,30,33.044,"LINESTRING (9.180892699999999 45.4570107, 9.180928700000001 45.4573068)",Corso di Porta Ticinese,no,,,,,,
1567944800,2771219124,0,268577817,False,,residential,30,8.689,"LINESTRING (9.1809355 45.4573848, 9.180928700000001 45.4573068)",Corso di Porta Ticinese,no,,,,,,
1567944823,1567944825,0,268577817,False,,residential,30,22.281,"LINESTRING (9.1807401 45.4561535, 9.180765299999999 45.4563531)",Corso di Porta Ticinese,no,,,,,,
1567944823,6437971624,0,286590820,False,,residential,30,2.395,"LINESTRING (9.1807401 45.4561535, 9.1807383 45.456132)",Corso di Porta Ticinese,no,,,,,,
1567944825,1567944823,0,268577817,False,,residential,30,22.281,"LINESTRING (9.180765299999999 45.4563531, 9.1807401 45.4561535)",Corso di Porta Ticinese,no,,,,,,
1567944825,1567944827,0,268577817,False,,residential,30,23.916,"LINESTRING (9.180765299999999 45.4563531, 9.1808058 45.4565663)",Corso di Porta Ticinese,no,,,,,,
1567944827,1567944825,0,268577817,False,,residential,30,23.916,"LINESTRING (9.1808058 45.4565663, 9.180765299999999 45.4563531)",Corso di Porta Ticinese,no,,,,,,
1567944827,1567944792,0,268577817,False,,residential,30,49.878,"LINESTRING (9.1808058 45.4565663, 9.180892699999999 45.4570107)",Corso di Porta Ticinese,no,,,,,,
1567944829,2529853671,0,261911454,False,,residential,30,33.453,"LINESTRING (9.180469 45.454219, 9.1804255 45.4539197)",Corso di Porta Ticinese,no,,,,,,
1567944829,6437971620,0,286590829,False,,residential,30,4.302,"LINESTRING (9.180469 45.454219, 9.180474500000001 45.4542575)",Corso di Porta Ticinese,no,,,,,,
1567951865,3403647428,0,286590801,False,,residential,30,18.312,"LINESTRING (9.1803162 45.4532797, 9.1802858 45.4531164)",Corso di Porta Ticinese,,,,,,,
1567951865,2413644543,0,404395780,False,,residential,30,10.3,"LINESTRING (9.1803162 45.4532797, 9.1803358 45.4533713)",Corso di Porta Ticinese,,,,,,,
1579436493,1278935742,0,144395352,False,2,unclassified,30,11.789,"LINESTRING (9.2112181 45.5067858, 9.2113193 45.5068646)",Via Ernesto Breda,,yes,,,,,
1584826081,1479463497,0,23227429,True,,residential,30,1.005,"LINESTRING (9.191059900000001 45.4684409, 9.1910699 45.4684352)",Via Gerolamo Morone,,,,,,,
1584826115,1479463487,0,23227412,True,1,residential,30,1.219,"LINESTRING (9.192463399999999 45.4697573, 9.192474799999999 45.4697498)",Via Bigli,,,,,,,
1584826157,1479463495,0,23227394,True,,residential,30,1.169,"LINESTRING (9.191677200000001 45.4690642, 9.1916651 45.4690704)",Via Andegari,,,,,,,
1584826188,1584826086,0,23227390,True,,residential,30,1.286,"LINESTRING (9.1908943 45.468298, 9.1909072 45.4682908)",Via Giandomenico Romagnosi,,,,,,,
1584826190,1479463533,0,12543634,False,,residential,30,1.405,"LINESTRING (9.193482700000001 45.4707632, 9.1934681 45.4707706)",Via Gastone Pisoni,,,,,,,
1584826244,1584826241,0,273368832,True,,residential,30,1.465,"LINESTRING (9.1927971 45.4700548, 9.1927824 45.470063)",Via Monte Napoleone,,,,,,,
1584839410,6485272106,0,145016429,False,,residential,30,29.153,"LINESTRING (9.186394200000001 45.4657884, 9.1862946 45.4660411)",Via Broletto,no,,,,,,
1584839410,1851461998,0,145016429,False,,residential,30,7.778,"LINESTRING (9.186394200000001 45.4657884, 9.186435400000001 45.4657247)",Via Broletto,no,,,,,,
1584842167,1930555246,0,25096206,True,1,residential,30,34.289,"LINESTRING (9.185886500000001 45.4673637, 9.1863036 45.4674613)",Via dei Bossi,,,,,,,
1584842168,1584842172,0,23227347,True,,residential,30,6.067,"LINESTRING (9.185508799999999 45.4686243, 9.185439499999999 45.4686491)",Via del Lauro,,,,,,,
1584842172,1584842191,0,23227347,True,,residential,30,1.607,"LINESTRING (9.185439499999999 45.4686491, 9.185420499999999 45.4686547)",Via del Lauro,,,,,,,
1584842183,2928964534,0,25096206,True,1,residential,30,1.197,"LINESTRING (9.1857709 45.4673437, 9.1857858 45.4673463)",Via dei Bossi,,,,,,,
1584842185,6485272106,0,145016429,False,,residential,30,2.988,"LINESTRING (9.186283400000001 45.4660668, 9.1862946 45.4660411)",Via Broletto,no,,,,,,
1584849044,1476623440,0,165990910,True,1,residential,30,1.647,"LINESTRING (9.1809803 45.4601299, 9.1809657 45.4601406)",Via del Torchio,,,,,,,
1584851495,1584878432,0,164013613,True,1,residential,30,4.659,"LINESTRING (9.1771513 45.4660527, 9.1771397 45.4660938)",Via San Nicolao,,,,,,,
1584878380,1584878387,0,23729251,False,,residential,30,1.362,"LINESTRING (9.1782029 45.4657787, 9.178197300000001 45.4657671)",Largo Enzo Tortora,,,,,,,
1584878382,1584881549,0,273455654,False,,residential,30,1.457,"LINESTRING (9.1804106 45.4656435, 9.1804129 45.4656565)",Via San Giovanni sul Muro,,,,,,,
1584878387,1584878380,0,23729251,False,,residential,30,1.362,"LINESTRING (9.178197300000001 45.4657671, 9.1782029 45.4657787)",Largo Enzo Tortora,,,,,,,
1584878387,2386386849,0,23729251,False,,residential,30,8.791,"LINESTRING (9.178197300000001 45.4657671, 9.178168299999999 45.4656907)",Largo Enzo Tortora,,,,,,,
1584878388,1531179858,0,168770537,True,1,residential,30,23.82,"LINESTRING (9.176283700000001 45.4655914, 9.175978499999999 45.4655828)",Via Terraggio,,,,,,,
1584878411,21555752,0,284970401,False,,residential,30,8.472,"LINESTRING (9.1780884 45.4654557, 9.1780598 45.4653822)",Via Nirone,,,,,,,
1584878411,1584878455,0,284970401,False,,residential,30,8.794,"LINESTRING (9.1780884 45.4654557, 9.1781129 45.4655329)",Via Nirone,,,,,,,
1584878417,232868020,0,164013613,True,1,residential,30,34.992,"LINESTRING (9.1770947 45.4661478, 9.1768763 45.4664227)",Via San Nicolao,,,,,,,
1584878432,1584878417,0,164013613,True,1,residential,30,6.955,"LINESTRING (9.1771397 45.4660938, 9.1770947 45.4661478)",Via San Nicolao,,,,,,,
1584878433,1584851495,0,164013613,True,1,residential,30,2.001,"LINESTRING (9.177154 45.4660348, 9.1771513 45.4660527)",Via San Nicolao,,,,,,,
1584878439,1584878444,0,168770537,True,1,residential,30,1.297,"LINESTRING (9.176425 45.4660047, 9.176422199999999 45.4659932)",Via Terraggio,,,,,,,
1584878441,2386386849,0,23729251,False,,residential,30,5.137,"LINESTRING (9.178151099999999 45.4656461, 9.178168299999999 45.4656907)",Largo Enzo Tortora,,,,,,,
1584878441,1584878455,0,23729251,False,,residential,30,12.935,"LINESTRING (9.178151099999999 45.4656461, 9.1781129 45.4655329)",Largo Enzo Tortora,,,,,,,
1584878444,1531188800,0,168770537,True,1,residential,30,7.578,"LINESTRING (9.176422199999999 45.4659932, 9.176409899999999 45.4659256)",Via Terraggio,,,,,,,
1584878455,1584878441,0,23729251,False,,residential,30,12.935,"LINESTRING (9.1781129 45.4655329, 9.178151099999999 45.4656461)",Largo Enzo Tortora,,,,,,,
1584878455,1584878411,0,284970401,False,,residential,30,8.794,"LINESTRING (9.1781129 45.4655329, 9.1780884 45.4654557)",Via Nirone,,,,,,,
1584878457,1584881544,0,120458054,True,,residential,30,3.731,"LINESTRING (9.182220600000001 45.4657496, 9.1822628 45.4657338)",Via delle Orsole,,,,,,,
1584881544,3687003568,0,120458054,True,,residential,30,3.371,"LINESTRING (9.1822628 45.4657338, 9.1822949 45.4657135)",Via delle Orsole,,,,,,,
1584881545,304767783,0,120458054,True,,residential,30,14.815,"LINESTRING (9.182301000000001 45.4657, 9.182282499999999 45.4655674)",Via delle Orsole,,,,,,,
1584881549,1584878382,0,273455654,False,,residential,30,1.457,"LINESTRING (9.1804129 45.4656565, 9.1804106 45.4656435)",Via San Giovanni sul Muro,,,,,,,
