u,v,key,osmid,oneway,lanes,highway,maxspeed,length,geometry,name,access,bridge,est_width,junction,service,width,tunnel
3392984279,249171146,0,4520072,True,,residential,30,32.241,"LINESTRING (9.185290800000001 45.4615574, 9.1849107 45.4616714)",Via San Maurilio,,,,,,,
3392984284,1295261417,0,23227412,True,1,residential,30,30.257,"LINESTRING (9.1925825 45.4696919, 9.1928906 45.4695265)",Via Bigli,,,,,,,
3395028718,308930650,0,28127169,True,,residential,30,126.462,"LINESTRING (9.2471695 45.5106848, 9.2487414 45.5109677)",Via San Mamete,,,,,,,
3395028746,5166288816,0,30184226,False,,tertiary,30,2.426,"LINESTRING (9.247536699999999 45.509596, 9.247518700000001 45.5096138)",Piazza Costantino,,,,,,,
3395028746,5172062270,0,30184226,False,,tertiary,30,2.903,"LINESTRING (9.247536699999999 45.509596, 9.247557199999999 45.5095742)",Piazza Costantino,,,,,,,
3396939178,1134272019,0,7980550,True,1,residential,30,0.852,"LINESTRING (9.1846008 45.4641111, 9.1846081 45.4641054)",Via Moneta,,,,,,,
3397942667,3397942668,0,332644926,True,1,service,15,12.339,"LINESTRING (9.2344674 45.4156149, 9.234618599999999 45.4156473)",,no,,,,,,
3397942668,3397942669,0,332644926,True,1,service,15,2.144,"LINESTRING (9.234618599999999 45.4156473, 9.2346448 45.4156531)",,no,,,,,,
3397942669,3397942670,0,332644926,True,1,service,15,2.007,"LINESTRING (9.2346448 45.4156531, 9.2346655 45.4156638)",,no,,,,,,
3397942670,3397942672,0,332644926,True,1,service,15,38.27,"LINESTRING (9.2346655 45.4156638, 9.234951000000001 45.4159436)",,no,,,,,,
3397942672,3397942674,0,332644926,True,1,service,15,12.376,"LINESTRING (9.234951000000001 45.4159436, 9.235004 45.4160485)",,no,,,,,,
3398328143,308931180,0,24807219,True,1,unclassified,30,4.07,"LINESTRING (9.2245454 45.5168636, 9.2244943 45.5168712)",Via Bolama,,,,,,,
3398328147,2562169198,0,268600033,True,1,unclassified,30,86.862,"LINESTRING (9.2248117 45.5175015, 9.225898900000001 45.5173286)",Via Vipacco,,,,,,,
3398328151,269518199,0,268627853,True,1,unclassified,30,6.304,"LINESTRING (9.2226163 45.5171474, 9.2225371 45.517159)",Via Bolama,,,,,,,
3398328153,308931183,0,268600034,True,,residential,30,3.878,"LINESTRING (9.2234421 45.5200368, 9.223393400000001 45.520044)",Via privata Galeno,,,,,,,
3398328154,3398330954,0,268627855,True,1,residential,30,87.275,"LINESTRING (9.2243975 45.5161303, 9.225494899999999 45.515973)",Via Giovanni Livraghi,,,,,,,
3398328155,308931182,0,24807331,True,,residential,30,4.216,"LINESTRING (9.223102600000001 45.5192475, 9.223155500000001 45.5192395)",Via Doberdò,,,,,,,
3398328157,3398330906,0,24807220,True,,unclassified,30,6.564,"LINESTRING (9.222592300000001 45.5178206, 9.222674700000001 45.5178083)",Via Vipacco,,,,,,,
3398328158,308931181,0,25723592,True,1,residential,30,9.006,"LINESTRING (9.224257400000001 45.5160677, 9.224281599999999 45.5161469)",Via privata Alfredo Soffredini,,,,,,,
3398328161,1473303997,0,24807331,True,,residential,30,126.602,"LINESTRING (9.2214516 45.5194979, 9.2230398 45.5192571)",Via Doberdò,,,,,,,
3398328167,269518201,0,268599709,False,,residential,30,8.768,"LINESTRING (9.2227535 45.5178772, 9.2227313 45.5177999)",Via Fortezza,,,,,,,
3398328167,1473303980,0,268599709,False,,residential,30,54.689,"LINESTRING (9.2227535 45.5178772, 9.222892399999999 45.5183593)",Via Fortezza,,,,,,,
3398328171,308931179,0,268600228,True,1,residential,30,10.292,"LINESTRING (9.224660800000001 45.5174306, 9.2246878 45.5175212)",Via privata Alfredo Soffredini,,,,,,,
3398328177,1344438622,0,268600032,False,,unclassified,30,66.23,"LINESTRING (9.222512 45.517081, 9.222324800000001 45.5165)",Via Frigia,,,,,,,
3398328177,269518199,0,268600032,False,,unclassified,30,8.891,"LINESTRING (9.222512 45.517081, 9.2225371 45.517159)",Via Frigia,,,,,,,
3398328183,280503779,0,268600030,True,,residential,30,37.793,"LINESTRING (9.2252349 45.5189243, 9.225709 45.5188524)",Via Doberdò,,,,,,,
3398330901,308931178,0,268600029,True,,unclassified,30,5.175,"LINESTRING (9.2249385 45.518151, 9.2248736 45.5181609)",Via Brunico,,,,,,,
3398330906,269518201,0,24807220,True,,unclassified,30,4.508,"LINESTRING (9.222674700000001 45.5178083, 9.2227313 45.5177999)",Via Vipacco,,,,,,,
3398330908,280503782,0,268600230,True,,residential,30,7.214,"LINESTRING (9.224628600000001 45.5208256, 9.224539200000001 45.5208425)",Via Sant'Uguzzone,,,,,,,
3398330911,3398330943,0,268599714,True,1,unclassified,30,6.15,"LINESTRING (9.224562300000001 45.5175393, 9.2246396 45.5175281)",Via Vipacco,,,,,,,
3398330916,308931184,0,43762240,True,,residential,30,4.087,"LINESTRING (9.2254092 45.5197435, 9.225357900000001 45.5197512)",Via privata Galeno,,,,,,,
3398330919,2562166681,0,24807193,True,,residential,30,91.33,"LINESTRING (9.2236761 45.5209266, 9.2234193 45.5201252)",Via Fortezza,,,,,,,
3398330920,136778894,0,268599715,True,,residential,30,5.377,"LINESTRING (9.221678799999999 45.5202995, 9.221611299999999 45.5203096)",Via privata Galeno,,,,,,,
3398330924,3398330949,0,24807218,True,1,residential,30,5.487,"LINESTRING (9.224152800000001 45.516166, 9.224221699999999 45.5161558)",Via Giovanni Livraghi,,,,,,,
3398330936,3398330911,0,268599714,True,1,unclassified,30,135.542,"LINESTRING (9.222858199999999 45.5177845, 9.224562300000001 45.5175393)",Via Vipacco,,,,,,,
3398330941,4423420875,0,25724355,False,,unclassified,30,14.448,"LINESTRING (9.2227076 45.5177217, 9.222672599999999 45.5175941)",Via Frigia,,,,,,,
3398330941,269518201,0,25724355,False,,unclassified,30,8.889,"LINESTRING (9.2227076 45.5177217, 9.2227313 45.5177999)",Via Frigia,,,,,,,
3398330943,308931179,0,268599714,True,1,unclassified,30,3.833,"LINESTRING (9.2246396 45.5175281, 9.2246878 45.5175212)",Via Vipacco,,,,,,,
3398330944,3398330966,0,268599704,True,,residential,30,5.937,"LINESTRING (9.225007700000001 45.5189587, 9.225082199999999 45.5189475)",Via Doberdò,,,,,,,
3398330946,1344438649,0,211258536,True,1,residential,30,64.278,"LINESTRING (9.224306500000001 45.5162316, 9.224472799999999 45.5167978)",Via privata Alfredo Soffredini,,,,,,,
3398330949,308931181,0,24807218,True,1,residential,30,4.771,"LINESTRING (9.224221699999999 45.5161558, 9.224281599999999 45.5161469)",Via Giovanni Livraghi,,,,,,,
3398330954,269518198,0,268627855,True,1,residential,30,9.599,"LINESTRING (9.225494899999999 45.515973, 9.225615599999999 45.5159557)",Via Giovanni Livraghi,,,,,,,
3398330966,269520231,0,268599704,True,,residential,30,3.923,"LINESTRING (9.225082199999999 45.5189475, 9.2251314 45.51894)",Via Doberdò,,,,,,,
3398330972,269520233,0,268599703,True,,unclassified,30,4.056,"LINESTRING (9.222968 45.5184377, 9.222916700000001 45.5184439)",Via Brunico,,,,,,,
3399748303,256990969,0,168553874,True,1,residential,30,18.485,"LINESTRING (9.1749534 45.4613117, 9.1751478 45.4612166)",Via Lanzone,,,,,,,
3403647428,3455552275,0,286590801,False,,residential,30,6.565,"LINESTRING (9.1802858 45.4531164, 9.1802744 45.4530579)",Corso di Porta Ticinese,,,,,,,
3403647428,1567951865,0,286590801,False,,residential,30,18.312,"LINESTRING (9.1802858 45.4531164, 9.1803162 45.4532797)",Corso di Porta Ticinese,,,,,,,
3404441899,2941511373,0,290641400,True,1,residential,30,5.922,"LINESTRING (9.1957307 45.4851685, 9.1957197 45.4851158)",Via Melchiorre Gioia,,,,,,,
3422056577,4654765367,0,264520557,False,,residential,20,6.302,"LINESTRING (9.2054072 45.501625, 9.205345700000001 45.5015882)",Via privata Luigi Barzini,permissive,,,,,,
3422056577,281718718,0,264520557,False,,residential,20,6.063,"LINESTRING (9.2054072 45.501625, 9.2054419 45.5016738)",Via privata Luigi Barzini,permissive,,,,,,
3422060101,281717460,0,264520557,False,,residential,20,29.081,"LINESTRING (9.204765200000001 45.5006541, 9.2043921 45.5006575)",Via privata Luigi Barzini,permissive,,,,,,
3422060101,281718728,0,264520557,False,,residential,20,11.325,"LINESTRING (9.204765200000001 45.5006541, 9.2049102 45.5006607)",Via privata Luigi Barzini,permissive,,,,,,
3444772551,3444772552,0,340089945,False,,service,30,18.672,"LINESTRING (9.107603299999999 45.5155043, 9.107363700000001 45.5155074)",Expo Milano 2015,permissive,,,,driveway,,
3444772551,3444772553,0,340089945,False,,service,30,21.54,"LINESTRING (9.107603299999999 45.5155043, 9.1078797 45.515508)",Expo Milano 2015,permissive,,,,driveway,,
3444772552,3444772554,0,340089945,False,,service,30,14.449,"LINESTRING (9.107363700000001 45.5155074, 9.107178899999999 45.5155182)",Expo Milano 2015,permissive,,,,driveway,,
3444772552,3444772551,0,340089945,False,,service,30,18.672,"LINESTRING (9.107363700000001 45.5155074, 9.107603299999999 45.5155043)",Expo Milano 2015,permissive,,,,driveway,,
3444772553,3444772551,0,340089945,False,,service,30,21.54,"LINESTRING (9.1078797 45.515508, 9.107603299999999 45.5155043)",Expo Milano 2015,permissive,,,,driveway,,
3444772553,3444772555,0,340089945,False,,service,30,93.139,"LINESTRING (9.1078797 45.515508, 9.1090748 45.5155258)",Expo Milano 2015,permissive,,,,driveway,,
3444772554,3444772556,0,340089945,False,,service,30,12.864,"LINESTRING (9.107178899999999 45.5155182, 9.107016 45.515537)",Expo Milano 2015,permissive,,,,driveway,,
3444772554,3444772552,0,340089945,False,,service,30,14.449,"LINESTRING (9.107178899999999 45.5155182, 9.107363700000001 45.5155074)",Expo Milano 2015,permissive,,,,driveway,,
3444772555,3444772553,0,340089945,False,,service,30,93.139,"LINESTRING (9.1090748 45.5155258, 9.1078797 45.515508)",Expo Milano 2015,permissive,,,,driveway,,
3444772555,3460185007,0,340089945,False,,service,30,100.014,"LINESTRING (9.1090748 45.5155258, 9.110358099999999 45.5155455)",Expo Milano 2015,permissive,,,,driveway,,
3444772556,3444772557,0,340089945,False,,service,30,9.762,"LINESTRING (9.107016 45.515537, 9.106893400000001 45.5155551)",Expo Milano 2015,permissive,,,,driveway,,
3444772556,3444772554,0,340089945,False,,service,30,12.864,"LINESTRING (9.107016 45.515537, 9.107178899999999 45.5155182)",Expo Milano 2015,permissive,,,,driveway,,
3444772557,3444772560,0,340089945,False,,service,30,11.855,"LINESTRING (9.106893400000001 45.5155551, 9.106746899999999 45.5155839)",Expo Milano 2015,permissive,,,,driveway,,
3444772557,3444772556,0,340089945,False,,service,30,9.762,"LINESTRING (9.106893400000001 45.5155551, 9.107016 45.515537)",Expo Milano 2015,permissive,,,,driveway,,
3444772558,3460185007,0,340089945,False,,service,30,98.044,"LINESTRING (9.111616100000001 45.5155656, 9.110358099999999 45.5155455)",Expo Milano 2015,permissive,,,,driveway,,
3444772558,3444772559,0,340089945,False,,service,30,47.72,"LINESTRING (9.111616100000001 45.5155656, 9.112228399999999 45.5155751)",Expo Milano 2015,permissive,,,,driveway,,
3444772559,3444772558,0,340089945,False,,service,30,47.72,"LINESTRING (9.112228399999999 45.5155751, 9.111616100000001 45.5155656)",Expo Milano 2015,permissive,,,,driveway,,
3444772559,3469287324,0,340089945,False,,service,30,43.783,"LINESTRING (9.112228399999999 45.5155751, 9.1127898 45.5155921)",Expo Milano 2015,permissive,,,,driveway,,
3444772560,3444772561,0,340089945,False,,service,30,11.498,"LINESTRING (9.106746899999999 45.5155839, 9.106607 45.5156168)",Expo Milano 2015,permissive,,,,driveway,,
3444772560,3444772557,0,340089945,False,,service,30,11.855,"LINESTRING (9.106746899999999 45.5155839, 9.106893400000001 45.5155551)",Expo Milano 2015,permissive,,,,driveway,,
3444772561,3444772562,0,340089945,False,,service,30,11.039,"LINESTRING (9.106607 45.5156168, 9.1064741 45.5156512)",Expo Milano 2015,permissive,,,,driveway,,
3444772561,3444772560,0,340089945,False,,service,30,11.498,"LINESTRING (9.106607 45.5156168, 9.106746899999999 45.5155839)",Expo Milano 2015,permissive,,,,driveway,,
3444772562,3482459301,0,340089945,False,,service,30,151.843,"LINESTRING (9.1064741 45.5156512, 9.1047133 45.5162364)",Expo Milano 2015,permissive,,,,driveway,,
3444772562,3444772561,0,340089945,False,,service,30,11.039,"LINESTRING (9.1064741 45.5156512, 9.106607 45.5156168)",Expo Milano 2015,permissive,,,,driveway,,
3444772563,3469287324,0,340089945,False,,service,30,164.268,"LINESTRING (9.114896099999999 45.5156559, 9.1127898 45.5155921)",Expo Milano 2015,permissive,,,,driveway,,
3444772563,3444772564,0,340089945,False,,service,30,12.068,"LINESTRING (9.114896099999999 45.5156559, 9.115050500000001 45.5156645)",Expo Milano 2015,permissive,,,,driveway,,
3444772564,3444772563,0,340089945,False,,service,30,12.068,"LINESTRING (9.115050500000001 45.5156645, 9.114896099999999 45.5156559)",Expo Milano 2015,permissive,,,,driveway,,
3444772564,3444772565,0,340089945,False,,service,30,9.928,"LINESTRING (9.115050500000001 45.5156645, 9.1151765 45.5156778)",Expo Milano 2015,permissive,,,,driveway,,
3444772565,3444772564,0,340089945,False,,service,30,9.928,"LINESTRING (9.1151765 45.5156778, 9.115050500000001 45.5156645)",Expo Milano 2015,permissive,,,,driveway,,
3444772565,3444772566,0,340089945,False,,service,30,13.795,"LINESTRING (9.1151765 45.5156778, 9.1153485 45.5157072)",Expo Milano 2015,permissive,,,,driveway,,
3444772566,3444772565,0,340089945,False,,service,30,13.795,"LINESTRING (9.1153485 45.5157072, 9.1151765 45.5156778)",Expo Milano 2015,permissive,,,,driveway,,
3444772566,3444772567,0,340089945,False,,service,30,60.821,"LINESTRING (9.1153485 45.5157072, 9.1160976 45.515861)",Expo Milano 2015,permissive,,,,driveway,,
3444772567,3444772566,0,340089945,False,,service,30,60.821,"LINESTRING (9.1160976 45.515861, 9.1153485 45.5157072)",Expo Milano 2015,permissive,,,,driveway,,
3444772567,3444772568,0,340089945,False,,service,30,9.48,"LINESTRING (9.1160976 45.515861, 9.116214100000001 45.5158856)",Expo Milano 2015,permissive,,,,driveway,,
3444772568,3444772567,0,340089945,False,,service,30,9.48,"LINESTRING (9.116214100000001 45.5158856, 9.1160976 45.515861)",Expo Milano 2015,permissive,,,,driveway,,
3444772568,3444772569,0,340089945,False,,service,30,7.798,"LINESTRING (9.116214100000001 45.5158856, 9.116304899999999 45.5159151)",Expo Milano 2015,permissive,,,,driveway,,
3444772569,3444772568,0,340089945,False,,service,30,7.798,"LINESTRING (9.116304899999999 45.5159151, 9.116214100000001 45.5158856)",Expo Milano 2015,permissive,,,,driveway,,
3444772569,3444772570,0,340089945,False,,service,30,6.505,"LINESTRING (9.116304899999999 45.5159151, 9.1163685 45.515953)",Expo Milano 2015,permissive,,,,driveway,,
3444772570,3444772569,0,340089945,False,,service,30,6.505,"LINESTRING (9.1163685 45.515953, 9.116304899999999 45.5159151)",Expo Milano 2015,permissive,,,,driveway,,
3444772570,3444772571,0,340089945,False,,service,30,6.725,"LINESTRING (9.1163685 45.515953, 9.116426799999999 45.5159976)",Expo Milano 2015,permissive,,,,driveway,,
3444772571,3444772570,0,340089945,False,,service,30,6.725,"LINESTRING (9.116426799999999 45.5159976, 9.1163685 45.515953)",Expo Milano 2015,permissive,,,,driveway,,
3444772571,3444772572,0,340089945,False,,service,30,6.019,"LINESTRING (9.116426799999999 45.5159976, 9.1164661 45.5160442)",Expo Milano 2015,permissive,,,,driveway,,
3444772572,3444772571,0,340089945,False,,service,30,6.019,"LINESTRING (9.1164661 45.5160442, 9.116426799999999 45.5159976)",Expo Milano 2015,permissive,,,,driveway,,
3444772572,3444772573,0,340089945,False,,service,30,7.209,"LINESTRING (9.1164661 45.5160442, 9.1164986 45.5161049)",Expo Milano 2015,permissive,,,,driveway,,
3444772573,3444772572,0,340089945,False,,service,30,7.209,"LINESTRING (9.1164986 45.5161049, 9.1164661 45.5160442)",Expo Milano 2015,permissive,,,,driveway,,
3444772573,3444772574,0,340089945,False,,service,30,6.216,"LINESTRING (9.1164986 45.5161049, 9.1165121 45.51616)",Expo Milano 2015,permissive,,,,driveway,,
3444772574,3444772573,0,340089945,False,,service,30,6.216,"LINESTRING (9.1165121 45.51616, 9.1164986 45.5161049)",Expo Milano 2015,permissive,,,,driveway,,
3444772574,3444772575,0,340089945,False,,service,30,7.067,"LINESTRING (9.1165121 45.51616, 9.1165083 45.5162235)",Expo Milano 2015,permissive,,,,driveway,,
3444772575,3444772574,0,340089945,False,,service,30,7.067,"LINESTRING (9.1165083 45.5162235, 9.1165121 45.51616)",Expo Milano 2015,permissive,,,,driveway,,
3444772575,3444772576,0,340089945,False,,service,30,8.204,"LINESTRING (9.1165083 45.5162235, 9.1164866 45.5162957)",Expo Milano 2015,permissive,,,,driveway,,
3444772576,3444772575,0,340089945,False,,service,30,8.204,"LINESTRING (9.1164866 45.5162957, 9.1165083 45.5162235)",Expo Milano 2015,permissive,,,,driveway,,
3444772576,3444772577,0,340089945,False,,service,30,21.758,"LINESTRING (9.1164866 45.5162957, 9.116399899999999 45.5164817)",Expo Milano 2015,permissive,,,,driveway,,
3444772577,3444772576,0,340089945,False,,service,30,21.758,"LINESTRING (9.116399899999999 45.5164817, 9.1164866 45.5162957)",Expo Milano 2015,permissive,,,,driveway,,
3444772577,3444772578,0,340089945,False,,service,30,21.354,"LINESTRING (9.116399899999999 45.5164817, 9.1162861 45.5166564)",Expo Milano 2015,permissive,,,,driveway,,
3444772578,3444772577,0,340089945,False,,service,30,21.354,"LINESTRING (9.1162861 45.5166564, 9.116399899999999 45.5164817)",Expo Milano 2015,permissive,,,,driveway,,
3444772578,3444772579,0,340089945,False,,service,30,13.139,"LINESTRING (9.1162861 45.5166564, 9.1162022 45.5167589)",Expo Milano 2015,permissive,,,,driveway,,
3444772579,3444772578,0,340089945,False,,service,30,13.139,"LINESTRING (9.1162022 45.5167589, 9.1162861 45.5166564)",Expo Milano 2015,permissive,,,,driveway,,
3444772579,3512483829,0,340089945,False,,service,30,73.353,"LINESTRING (9.1162022 45.5167589, 9.1156854 45.5173103)",Expo Milano 2015,permissive,,,,driveway,,
3444772582,3517347087,0,340089945,False,,service,30,44.227,"LINESTRING (9.1011214 45.5174254, 9.100608899999999 45.5175964)",Expo Milano 2015,permissive,,,,driveway,,
3444772582,3517347085,0,340089945,False,,service,30,146.903,"LINESTRING (9.1011214 45.5174254, 9.102826200000001 45.5168611)",Expo Milano 2015,permissive,,,,driveway,,
3444772583,3512483829,0,340089945,False,,service,30,57.08,"LINESTRING (9.1152833 45.5177394, 9.1156854 45.5173103)",Expo Milano 2015,permissive,,,,driveway,,
3444772583,3444772588,0,340089945,False,,service,30,24.769,"LINESTRING (9.1152833 45.5177394, 9.115098400000001 45.5179206)",Expo Milano 2015,permissive,,,,driveway,,
3444772584,3015490577,0,340089945,False,,service,30,20.419,"LINESTRING (9.099957 45.5178139, 9.099743699999999 45.5179206)",Expo Milano 2015,permissive,,,,driveway,,
3444772584,3517347089,0,340089945,False,,service,30,7.229,"LINESTRING (9.099957 45.5178139, 9.1000408 45.517786)",Expo Milano 2015,permissive,,,,driveway,,
3444772585,3015490575,0,297663250,True,1,service,30,6.556,"LINESTRING (9.0995255 45.5178514, 9.099609600000001 45.5178533)",Expo Milano 2015,permissive,,,roundabout,driveway,,
3444772586,3015490577,0,297663250,True,1,service,30,6.552,"LINESTRING (9.099686200000001 45.5178776, 9.099743699999999 45.5179206)",Expo Milano 2015,permissive,,,roundabout,driveway,,
3444772587,3015490576,0,297663250,True,1,service,30,6.549,"LINESTRING (9.0993855 45.5179125, 9.099446800000001 45.5178722)",Expo Milano 2015,permissive,,,roundabout,driveway,,
3444772588,3444772583,0,340089945,False,,service,30,24.769,"LINESTRING (9.115098400000001 45.5179206, 9.1152833 45.5177394)",Expo Milano 2015,permissive,,,,driveway,,
3444772588,3444772591,0,340089945,False,,service,30,23.722,"LINESTRING (9.115098400000001 45.5179206, 9.1149068 45.5180864)",Expo Milano 2015,permissive,,,,driveway,,
3444772589,3015490579,0,340388967,True,1,service,30,6.553,"LINESTRING (9.099773300000001 45.5179758, 9.099770599999999 45.5180347)",Expo Milano 2015 Circular Road,private,,,roundabout,driveway,,
3444772590,3015490578,0,297663250,True,1,service,30,6.542,"LINESTRING (9.0993481 45.518025, 9.0993508 45.5179662)",Expo Milano 2015,permissive,,,roundabout,driveway,,
3444772591,3444772588,0,340089945,False,,service,30,23.722,"LINESTRING (9.1149068 45.5180864, 9.115098400000001 45.5179206)",Expo Milano 2015,permissive,,,,driveway,,
3444772591,3444776395,0,340089945,False,,service,30,22.888,"LINESTRING (9.1149068 45.5180864, 9.114711399999999 45.5182401)",Expo Milano 2015,permissive,,,,driveway,,
3444772592,3015490581,0,340388967,True,1,service,30,6.549,"LINESTRING (9.099735900000001 45.5180883, 9.0996746 45.5181286)",Expo Milano 2015 Circular Road,private,,,roundabout,driveway,,
3444776393,3015490580,0,297663250,True,1,service,30,6.552,"LINESTRING (9.0994352 45.5181232, 9.0993777 45.5180802)",Expo Milano 2015,permissive,,,roundabout,driveway,,
3444776394,3015490582,0,297663250,True,1,service,30,6.556,"LINESTRING (9.099595900000001 45.5181494, 9.0995118 45.5181475)",Expo Milano 2015,permissive,,,roundabout,driveway,,
3444776395,3444772591,0,340089945,False,,service,30,22.888,"LINESTRING (9.114711399999999 45.5182401, 9.1149068 45.5180864)",Expo Milano 2015,permissive,,,,driveway,,
3444776395,3444776397,0,340089945,False,,service,30,24.061,"LINESTRING (9.114711399999999 45.5182401, 9.114490200000001 45.5183911)",Expo Milano 2015,permissive,,,,driveway,,
3444776396,3444776399,0,337386711,False,,service,30,58.427,"LINESTRING (9.099757 45.5182771, 9.100065900000001 45.5187559)",Expo Milano 2015,permissive,,,,driveway,,
3444776396,3015490581,0,337386711,False,,service,30,17.717,"LINESTRING (9.099757 45.5182771, 9.0996746 45.5181286)",Expo Milano 2015,permissive,,,,driveway,,
3444776397,3444776395,0,340089945,False,,service,30,24.061,"LINESTRING (9.114490200000001 45.5183911, 9.114711399999999 45.5182401)",Expo Milano 2015,permissive,,,,driveway,,
3444776397,3444776398,0,340089945,False,,service,30,26.561,"LINESTRING (9.114490200000001 45.5183911, 9.1142296 45.5185451)",Expo Milano 2015,permissive,,,,driveway,,
3444776398,3444776397,0,340089945,False,,service,30,26.561,"LINESTRING (9.1142296 45.5185451, 9.114490200000001 45.5183911)",Expo Milano 2015,permissive,,,,driveway,,
3444776398,3469287337,0,340089945,False,,service,30,49.973,"LINESTRING (9.1142296 45.5185451, 9.113724400000001 45.518822)",Expo Milano 2015,permissive,,,,driveway,,
3444776399,3444776396,0,337386711,False,,service,30,58.427,"LINESTRING (9.100065900000001 45.5187559, 9.099757 45.5182771)",Expo Milano 2015,permissive,,,,driveway,,
3444776399,3444776400,0,344464992,False,,service,30,12.226,"LINESTRING (9.100065900000001 45.5187559, 9.100113800000001 45.5188606)",Expo Milano 2015,permissive,,,,driveway,,
3444776400,3444776401,0,344464992,False,,service,30,12.351,"LINESTRING (9.100113800000001 45.5188606, 9.1001464 45.5189693)",Expo Milano 2015,permissive,,,,driveway,,
3444776400,3444776399,0,344464992,False,,service,30,12.226,"LINESTRING (9.100113800000001 45.5188606, 9.100065900000001 45.5187559)",Expo Milano 2015,permissive,,,,driveway,,
3444776401,3444776402,0,344464992,False,,service,30,11.042,"LINESTRING (9.1001464 45.5189693, 9.1001464 45.5190686)",Expo Milano 2015,permissive,,,,driveway,,
3444776401,3444776400,0,344464992,False,,service,30,12.351,"LINESTRING (9.1001464 45.5189693, 9.100113800000001 45.5188606)",Expo Milano 2015,permissive,,,,driveway,,
3444776402,3444776403,0,344464992,False,,service,30,8.174,"LINESTRING (9.1001464 45.5190686, 9.1001291 45.5191411)",Expo Milano 2015,permissive,,,,driveway,,
3444776402,3444776401,0,344464992,False,,service,30,11.042,"LINESTRING (9.1001464 45.5190686, 9.1001464 45.5189693)",Expo Milano 2015,permissive,,,,driveway,,
3444776403,3444776404,0,344464992,False,,service,30,8.929,"LINESTRING (9.1001291 45.5191411, 9.100088899999999 45.5192163)",Expo Milano 2015,permissive,,,,driveway,,
3444776403,3444776402,0,344464992,False,,service,30,8.174,"LINESTRING (9.1001291 45.5191411, 9.1001464 45.5190686)",Expo Milano 2015,permissive,,,,driveway,,
3444776404,3444776405,0,344464992,False,,service,30,9.279,"LINESTRING (9.100088899999999 45.5192163, 9.1000333 45.5192901)",Expo Milano 2015,permissive,,,,driveway,,
3444776404,3444776403,0,344464992,False,,service,30,8.929,"LINESTRING (9.100088899999999 45.5192163, 9.1001291 45.5191411)",Expo Milano 2015,permissive,,,,driveway,,
3444776405,3444776406,0,344464992,False,,service,30,10.794,"LINESTRING (9.1000333 45.5192901, 9.0999433 45.5193639)",Expo Milano 2015,permissive,,,,driveway,,
3444776405,3444776404,0,344464992,False,,service,30,9.279,"LINESTRING (9.1000333 45.5192901, 9.100088899999999 45.5192163)",Expo Milano 2015,permissive,,,,driveway,,
3444776406,3444776407,0,344464992,False,,service,30,9.299,"LINESTRING (9.0999433 45.5193639, 9.099853899999999 45.5194193)",Expo Milano 2015,permissive,,,,driveway,,
3444776406,3444776405,0,344464992,False,,service,30,10.794,"LINESTRING (9.0999433 45.5193639, 9.1000333 45.5192901)",Expo Milano 2015,permissive,,,,driveway,,
3444776407,3444776408,0,344464992,False,,service,30,9.747,"LINESTRING (9.099853899999999 45.5194193, 9.0997495 45.5194676)",Expo Milano 2015,permissive,,,,driveway,,
3444776407,3444776406,0,344464992,False,,service,30,9.299,"LINESTRING (9.099853899999999 45.5194193, 9.0999433 45.5193639)",Expo Milano 2015,permissive,,,,driveway,,
3444776408,3444776411,0,344464992,False,,service,30,9.205,"LINESTRING (9.0997495 45.5194676, 9.0996463 45.5195079)",Expo Milano 2015,permissive,,,,driveway,,
3444776408,3444776407,0,344464992,False,,service,30,9.747,"LINESTRING (9.0997495 45.5194676, 9.099853899999999 45.5194193)",Expo Milano 2015,permissive,,,,driveway,,
3444776409,3015490590,0,340388966,True,1,service,30,6.283,"LINESTRING (9.0950446 45.5194677, 9.095119800000001 45.5194881)",Expo Milano 2015,permissive,,,roundabout,driveway,,
3444776410,3015490591,0,340388966,True,1,service,30,6.284,"LINESTRING (9.094890100000001 45.5194917, 9.0949639 45.5194689)",Expo Milano 2015,permissive,,,roundabout,driveway,,
3444776411,3444776408,0,344464992,False,,service,30,9.205,"LINESTRING (9.0996463 45.5195079, 9.0997495 45.5194676)",Expo Milano 2015,permissive,,,,driveway,,
3444776411,3444776413,0,344464993,False,,service,30,11.282,"LINESTRING (9.0996463 45.5195079, 9.0995176 45.5195544)",Expo Milano 2015,permissive,,,,driveway,,
3444776412,3015490592,0,340388966,True,1,service,30,6.282,"LINESTRING (9.0951781 45.5195272, 9.0952106 45.5195789)",Expo Milano 2015,permissive,,,roundabout,driveway,,
3444776413,3459240721,0,344464993,False,,service,30,70.437,"LINESTRING (9.0995176 45.5195544, 9.0987033 45.5198296)",Expo Milano 2015,permissive,,,,driveway,,
3444776413,3444776411,0,344464993,False,,service,30,11.282,"LINESTRING (9.0995176 45.5195544, 9.0996463 45.5195079)",Expo Milano 2015,permissive,,,,driveway,,
3444776414,3015490593,0,340388966,True,1,service,30,6.286,"LINESTRING (9.0948051 45.5195853, 9.0948343 45.5195326)",Expo Milano 2015,permissive,,,roundabout,driveway,,
3444776415,3015490595,0,340388966,True,1,service,30,6.286,"LINESTRING (9.095212500000001 45.5196354, 9.0951833 45.5196881)",Expo Milano 2015,permissive,,,roundabout,driveway,,
