u,v,key,osmid,oneway,name,highway,length,geometry,lanes,maxspeed,bridge,access,tunnel,width
6442585953,6442585948,0,687325150,False,,cycleway,1.729,"LINESTRING (9.181828400000001 45.4678922, 9.1818364 45.4678777)",,,,,,
6445048246,4538443826,0,"[457740906, 586583639, 457745336, 457743709, 687542367]",False,,cycleway,284.471,"LINESTRING (9.1676251 45.4722486, 9.168340600000001 45.4727073, 9.1683656 45.4727323, 9.168389299999999 45.4727609, 9.168393699999999 45.4727813, 9.1683936 45.4728174, 9.1683646 45.4728483, 9.168345199999999 45.4728671, 9.168324500000001 45.4728846, 9.1683004 45.4729023, 9.168298500000001 45.4729159, 9.1683086 45.4729273, 9.1684558 45.4730234, 9.1689714 45.4733522, 9.1692353 45.4735205, 9.1693389 45.4735855, 9.1694817 45.4736751, 9.1698083 45.4738729, 9.169927299999999 45.4739631, 9.170014200000001 45.4740244)",,,,,,
6445117345,6445176996,0,687547066,False,,cycleway,28.136,"LINESTRING (9.1696522 45.473988, 9.169788799999999 45.4740737, 9.1699214 45.4741565)",,,,,,
6445176283,4538443826,0,687550476,False,,cycleway,4.657,"LINESTRING (9.1700581 45.4740528, 9.170014200000001 45.4740244)",,,,,,
6445176283,7710846340,0,687550476,False,,cycleway,164.666,"LINESTRING (9.1700581 45.4740528, 9.170076099999999 45.4740645, 9.171597999999999 45.4750662)",,,,,,
6445176283,6445176996,0,687550479,False,,cycleway,15.703000000000001,"LINESTRING (9.1700581 45.4740528, 9.170002200000001 45.4740952, 9.169953100000001 45.4741325, 9.1699214 45.4741565)",,,,,,
6445176996,7844252455,0,687547066,False,,cycleway,36.969,"LINESTRING (9.1699214 45.4741565, 9.1699074 45.4741681, 9.1697495 45.474288, 9.169530099999999 45.4742799)",,,,,,
6445176996,6445117345,0,687547066,False,,cycleway,28.136,"LINESTRING (9.1699214 45.4741565, 9.169788799999999 45.4740737, 9.1696522 45.473988)",,,,,,
6445176996,6445176283,0,687550479,False,,cycleway,15.703,"LINESTRING (9.1699214 45.4741565, 9.169953100000001 45.4741325, 9.170002200000001 45.4740952, 9.1700581 45.4740528)",,,,,,
6451692669,2664198559,0,476096588,False,,cycleway,69.23400000000001,"LINESTRING (9.1755517 45.4698308, 9.1755867 45.4698053, 9.176104799999999 45.4694279, 9.176167400000001 45.4693822)",,,,,,
6451692669,4538439330,0,476096588,False,,cycleway,16.272,"LINESTRING (9.1755517 45.4698308, 9.175482499999999 45.4698783, 9.175391100000001 45.4699235)",,,,,,
6451692669,2898864718,0,688131204,False,,cycleway,32.525,"LINESTRING (9.1755517 45.4698308, 9.175438099999999 45.4697668, 9.1753084 45.4696946, 9.1752871 45.4696954, 9.1752746 45.4697323, 9.1752494 45.4697442)",,,,,,
6457637699,6457637700,0,688598091,False,,cycleway,35.202,"LINESTRING (9.1824969 45.4685833, 9.1828506 45.4683866)",,,,,,
6457637699,3706579428,0,366668285,True,,cycleway,21.961,"LINESTRING (9.1824969 45.4685833, 9.1824865 45.4685797, 9.182290399999999 45.4685698, 9.182217 45.4685686)",,,,,,
6457637700,6457637699,0,688598091,False,,cycleway,35.202,"LINESTRING (9.1828506 45.4683866, 9.1824969 45.4685833)",,,,,,
6457637700,6457637699,1,366668285,True,,cycleway,109.81600000000002,"LINESTRING (9.1828506 45.4683866, 9.1828594 45.4684031, 9.182871 45.4684248, 9.182927400000001 45.468469, 9.1829771 45.4684906, 9.1829877 45.4684953, 9.183033999999999 45.4685145, 9.183104999999999 45.4685328, 9.183115900000001 45.4685413, 9.1831134 45.4686047, 9.1831057 45.4686415, 9.183083399999999 45.4686665, 9.183061199999999 45.4686907, 9.183010700000001 45.4687475, 9.182980199999999 45.4687604, 9.1829169 45.4687837, 9.182906900000001 45.4687874, 9.1827775 45.4688351, 9.182657600000001 45.4687012, 9.182633900000001 45.4686744, 9.182563500000001 45.4686118, 9.182524300000001 45.4685955, 9.1824969 45.4685833)",,,,,,
6461918791,5107500011,0,"[688908304, 688908302]",False,,cycleway,282.59000000000003,"LINESTRING (9.207721599999999 45.4348074, 9.207364800000001 45.4347441, 9.207220100000001 45.4346731, 9.207116299999999 45.4345474, 9.2070325 45.4344286, 9.2069572 45.4344076, 9.206852599999999 45.4344269, 9.206690500000001 45.4344545, 9.2065435 45.4344763, 9.2063044 45.434477, 9.2062069 45.4344714, 9.206130099999999 45.4344704, 9.206074600000001 45.4344837, 9.206048600000001 45.4345481, 9.2060362 45.4347096, 9.206004 45.4347741, 9.205928800000001 45.4348236, 9.205831399999999 45.4348455, 9.205243299999999 45.434793, 9.2049006 45.4347664, 9.204768700000001 45.4347903)",,,,,,
6539208166,3163183230,0,696346226,False,,cycleway,95.49000000000001,"LINESTRING (9.179505499999999 45.4523177, 9.1793163 45.4523334, 9.179242500000001 45.452334, 9.179073499999999 45.4523286, 9.179057 45.4523267, 9.178992600000001 45.4523188, 9.1789372 45.4523077, 9.1788746 45.4522959, 9.178750600000001 45.4523078, 9.1782942 45.4522623)",,,,,,
6629903144,2184024335,0,"[315667498, 705605453, 705605454, 705605460, 705605461, 705605462]",False,Piazza Duca d'Aosta,cycleway,191.24899999999997,"LINESTRING (9.2043821 45.4846275, 9.203905199999999 45.4841578, 9.2038963 45.4841515, 9.2038844 45.4841483, 9.203870800000001 45.4841495, 9.203858200000001 45.484153, 9.2037289 45.484217, 9.203719299999999 45.48422, 9.203707899999999 45.4842204, 9.2036988 45.4842177, 9.203690999999999 45.4842122, 9.2036809 45.4842026, 9.203654500000001 45.4841777, 9.2036047 45.4841305, 9.2035617 45.4840899, 9.203549499999999 45.4840783, 9.2035398 45.4840691, 9.203473499999999 45.4840064, 9.2034518 45.4839859, 9.203425599999999 45.4839685, 9.203389400000001 45.4839478, 9.2033399 45.4839265, 9.203284399999999 45.4839083, 9.203213699999999 45.4838892, 9.203155000000001 45.4838751, 9.203098000000001 45.4838653, 9.2030273 45.4838568, 9.2029742 45.4838544, 9.2029224 45.4838529, 9.202882799999999 45.483854, 9.202817 45.4838594, 9.2027527 45.4838669, 9.202700999999999 45.4838754, 9.2026591 45.4838838, 9.2026266 45.4838888, 9.202607199999999 45.4838883, 9.202589700000001 45.4838843, 9.202576000000001 45.4838758, 9.202563 45.4838643, 9.202550499999999 45.4838518)",,,,,,
6644207063,6644207077,0,707027894,False,,cycleway,87.28,"LINESTRING (9.1863835 45.5123327, 9.186216099999999 45.5124263, 9.1860482 45.5124699, 9.185802799999999 45.5125301, 9.185655300000001 45.5125555, 9.185568099999999 45.5125545, 9.185427300000001 45.5125066, 9.185367599999999 45.5124793)",,,,,,
6644207077,6644207063,0,707027894,False,,cycleway,87.28,"LINESTRING (9.185367599999999 45.5124793, 9.185427300000001 45.5125066, 9.185568099999999 45.5125545, 9.185655300000001 45.5125555, 9.185802799999999 45.5125301, 9.1860482 45.5124699, 9.186216099999999 45.5124263, 9.1863835 45.5123327)",,,,,,
6644207077,257541830,0,707027896,False,,cycleway,10.273,"LINESTRING (9.185367599999999 45.5124793, 9.1853146 45.5124474, 9.1852532 45.5124415)",,,,,,
6644207077,6644207084,0,707027896,False,,cycleway,68.12899999999999,"LINESTRING (9.185367599999999 45.5124793, 9.185328 45.5125531, 9.1852865 45.5126001, 9.1852462 45.5126175, 9.185135600000001 45.5126367, 9.185078600000001 45.5126527, 9.185001400000001 45.5127628, 9.184914600000001 45.5128853, 9.184926900000001 45.5129206, 9.1849393 45.5129459)",,,,,,
6644207084,2162724507,0,"[206273512, 236822704, 206271591]",False,,cycleway,688.415,"LINESTRING (9.1849393 45.5129459, 9.1857431 45.5127397, 9.1873083 45.5123627, 9.189452599999999 45.5118206, 9.190364600000001 45.511596, 9.1907213 45.511674, 9.1907926 45.5117708, 9.1908598 45.5119437, 9.190896 45.5120527, 9.190913399999999 45.5121551, 9.190924600000001 45.5123253, 9.190928 45.512365, 9.1909504 45.5125325, 9.190952599999999 45.5127345, 9.1909463 45.5127941, 9.189876099999999 45.5127471)",,,,,,
6644207084,2951516010,0,206271591,False,,cycleway,26.218,"LINESTRING (9.1849393 45.5129459, 9.1848285 45.5129743, 9.184712299999999 45.5130044, 9.184622900000001 45.5130261)",,,,,,
6644207084,6644207077,0,707027896,False,,cycleway,68.129,"LINESTRING (9.1849393 45.5129459, 9.184926900000001 45.5129206, 9.184914600000001 45.5128853, 9.185001400000001 45.5127628, 9.185078600000001 45.5126527, 9.185135600000001 45.5126367, 9.1852462 45.5126175, 9.1852865 45.5126001, 9.185328 45.5125531, 9.185367599999999 45.5124793)",,,,,,
6709313758,4903378352,0,713589669,False,,cycleway,22.089,"LINESTRING (9.2046426 45.4200784, 9.204587699999999 45.4200671, 9.2045394 45.4200632, 9.2044803 45.4200463, 9.2043973 45.4199921)",,,,,,
6709334417,4903378355,0,713589672,False,,cycleway,63.983,"LINESTRING (9.205735600000001 45.4196904, 9.205789299999999 45.4195436, 9.2057705 45.419521, 9.205749000000001 45.4195059, 9.2052379 45.4193922)",,,,,,
6753337546,6753337547,0,719361465,True,,cycleway,182.04199999999997,"LINESTRING (9.101108 45.5059136, 9.102178200000001 45.5056754, 9.1030902 45.5054521, 9.103185399999999 45.5054427, 9.1033363 45.5054419)",,,,,,
6753337547,3499044892,0,342746351,True,,cycleway,40.654,"LINESTRING (9.1033363 45.5054419, 9.103339200000001 45.5054223, 9.103382099999999 45.5054125, 9.1034247 45.5054007, 9.103469 45.5053583, 9.103494400000001 45.5053398, 9.103530299999999 45.5053127, 9.1035807 45.5052957, 9.103649300000001 45.5052841, 9.1037602 45.5052745)",,,,,,
6753337556,7646537112,0,586583655,False,,cycleway,231.412,"LINESTRING (9.101344299999999 45.5059918, 9.1012073 45.5060311, 9.1011238 45.5060672, 9.1010835 45.5061753, 9.101042 45.5062336, 9.101043300000001 45.5062975, 9.1009943 45.5063051, 9.1008648 45.5063201, 9.100792500000001 45.5062815, 9.100704 45.5062552, 9.100626200000001 45.5062064, 9.100568600000001 45.5062214, 9.0990486 45.5065942, 9.098914600000001 45.5066282, 9.098826499999999 45.5066481)",,,,,,
6780037973,6780040652,0,722810872,False,,cycleway,273.236,"LINESTRING (9.2397197 45.4400641, 9.2398524 45.4400933, 9.2399141 45.4400933, 9.2399369 45.4400773, 9.2399691 45.4400528, 9.240016000000001 45.4400143, 9.2400626 45.4399932, 9.2401365 45.4399842, 9.2402251 45.4400155, 9.240304500000001 45.4400618, 9.2403934 45.4401075, 9.240455499999999 45.4401394, 9.2405157 45.4401702, 9.2405615 45.4402064, 9.2405808 45.4402658, 9.2406018 45.4403375, 9.2408435 45.440178, 9.241666800000001 45.439606, 9.241840699999999 45.4395002, 9.2419057 45.4394817, 9.2420022 45.4394572, 9.242039800000001 45.4394384, 9.242058800000001 45.4394274, 9.242095600000001 45.4394061, 9.242073700000001 45.4393689, 9.2420264 45.4393386, 9.2420049 45.4393292, 9.2420317 45.4393047, 9.2420451 45.4392859, 9.2420568 45.4392431)",,,,,,
6780040652,6780037973,0,722810872,False,,cycleway,273.23600000000005,"LINESTRING (9.2420568 45.4392431, 9.2420451 45.4392859, 9.2420317 45.4393047, 9.2420049 45.4393292, 9.2420264 45.4393386, 9.242073700000001 45.4393689, 9.242095600000001 45.4394061, 9.242058800000001 45.4394274, 9.242039800000001 45.4394384, 9.2420022 45.4394572, 9.2419057 45.4394817, 9.241840699999999 45.4395002, 9.241666800000001 45.439606, 9.2408435 45.440178, 9.2406018 45.4403375, 9.2405808 45.4402658, 9.2405615 45.4402064, 9.2405157 45.4401702, 9.240455499999999 45.4401394, 9.2403934 45.4401075, 9.240304500000001 45.4400618, 9.2402251 45.4400155, 9.2401365 45.4399842, 9.2400626 45.4399932, 9.240016000000001 45.4400143, 9.2399691 45.4400528, 9.2399369 45.4400773, 9.2399141 45.4400933, 9.2398524 45.4400933, 9.2397197 45.4400641)",,,,,,
6977413866,6977413871,0,745391265,False,,cycleway,215.119,"LINESTRING (9.1782135 45.429954, 9.178100799999999 45.4299521, 9.1780016 45.4299389, 9.177945299999999 45.4299107, 9.1779104 45.4298618, 9.177902599999999 45.4298068, 9.1778947 45.4291975, 9.177850400000001 45.428753, 9.177813 45.4283299, 9.1778031 45.4282206, 9.177843599999999 45.4281957)",,,,,,
6977413869,6977510725,0,745391265,False,,cycleway,27.852,"LINESTRING (9.1796799 45.4281618, 9.179671000000001 45.4279114)",,,,,,
6977413869,6977413871,0,745391265,False,,cycleway,143.36900000000003,"LINESTRING (9.1796799 45.4281618, 9.179606 45.4281629, 9.179152200000001 45.4281769, 9.1781945 45.4281844, 9.1781325 45.4281867, 9.1779402 45.4281919, 9.177843599999999 45.4281957)",,,,,,
6977413869,6977433144,0,745399195,False,,cycleway,240.79399999999998,"LINESTRING (9.1796799 45.4281618, 9.1825314 45.4281055, 9.1827644 45.4281068)",,,,,,
6977413871,3610591209,0,355451031,False,,cycleway,1479.468,"LINESTRING (9.177843599999999 45.4281957, 9.177813799999999 45.4281826, 9.1777224 45.4270229, 9.177762 45.4269529, 9.1777535 45.426815, 9.177701300000001 45.4267176, 9.1776809 45.4266936, 9.177505 45.4242479, 9.177433300000001 45.423361, 9.177414199999999 45.423099, 9.177408 45.4230137, 9.177398 45.4229348, 9.1773907 45.4228617, 9.177335599999999 45.4223096, 9.1772835 45.4220581, 9.1771923 45.4217747, 9.1769383 45.4213038, 9.176417199999999 45.4204489, 9.176234900000001 45.4201243, 9.176169700000001 45.4199506, 9.176098100000001 45.4197585, 9.176033 45.4194614, 9.1759808 45.4191505, 9.175897000000001 45.4185904, 9.175926799999999 45.4185255, 9.175917800000001 45.4183969, 9.175852600000001 45.418294, 9.175792 45.4178886, 9.175462700000001 45.4154067, 9.175426699999999 45.4152567, 9.175456199999999 45.4151976, 9.175474700000001 45.4151607, 9.175508300000001 45.415132)",,,,,,
6977413871,6977413869,0,745391265,False,,cycleway,143.369,"LINESTRING (9.177843599999999 45.4281957, 9.1779402 45.4281919, 9.1781325 45.4281867, 9.1781945 45.4281844, 9.179152200000001 45.4281769, 9.179606 45.4281629, 9.1796799 45.4281618)",,,,,,
6977413871,6977413866,0,745391265,False,,cycleway,215.11899999999994,"LINESTRING (9.177843599999999 45.4281957, 9.1778031 45.4282206, 9.177813 45.4283299, 9.177850400000001 45.428753, 9.1778947 45.4291975, 9.177902599999999 45.4298068, 9.1779104 45.4298618, 9.177945299999999 45.4299107, 9.1780016 45.4299389, 9.178100799999999 45.4299521, 9.1782135 45.429954)",,,,,,
6977433144,6977413869,0,745399195,False,,cycleway,240.79399999999998,"LINESTRING (9.1827644 45.4281068, 9.1825314 45.4281055, 9.1796799 45.4281618)",,,,,,
6977510725,6977413869,0,745391265,False,,cycleway,27.852,"LINESTRING (9.179671000000001 45.4279114, 9.1796799 45.4281618)",,,,,,
7074401174,2696090756,0,25816209,True,,cycleway,645.2679999999998,"LINESTRING (9.173256800000001 45.4617157, 9.1731943 45.4617249, 9.171899700000001 45.4605616, 9.1714626 45.4601641, 9.1713839 45.4600945, 9.1712755 45.4599919, 9.1706766 45.459453, 9.1702113 45.459045, 9.1698869 45.4587509, 9.169777099999999 45.4586513, 9.1697259 45.4585936, 9.169634500000001 45.4585124, 9.169532999999999 45.458402, 9.169371999999999 45.458227, 9.1692725 45.4581189, 9.1687926 45.4576721, 9.168702100000001 45.4575848, 9.168688 45.4575726, 9.1686461 45.4575335, 9.168313599999999 45.4572349, 9.168283499999999 45.4572067, 9.168307 45.4571339)",,,,,,
7079198550,3573112872,0,351940404,True,,cycleway,170.37599999999998,"LINESTRING (9.156423 45.4807144, 9.156457 45.4806984, 9.157192999999999 45.4803521, 9.158100900000001 45.4803295, 9.158440000000001 45.4802701)",,,,,,
7079198550,7846541913,0,758035519,False,,cycleway,115.574,"LINESTRING (9.156423 45.4807144, 9.1564631 45.480751, 9.156515199999999 45.4808011, 9.1565546 45.4808429, 9.156545299999999 45.4808608, 9.1564795 45.4808984, 9.1564111 45.4809614, 9.156393700000001 45.4809972, 9.1563763 45.4810752, 9.156390999999999 45.4811326, 9.1564152 45.4811843, 9.1564634 45.4812341, 9.156706 45.4813871, 9.1568173 45.4814576, 9.1568387 45.481497, 9.156832100000001 45.4815544)",,,,,,
7079198564,7079198565,0,758035521,False,,cycleway,23.703,"LINESTRING (9.1562076 45.481359, 9.1565113 45.4813491)",,,,,,
7079198564,7079198577,0,758035520,False,,cycleway,11.294,"LINESTRING (9.1562076 45.481359, 9.1562026 45.481298, 9.1561992 45.4812576)",,,,,,
7079198564,7079198577,1,"[758035521, 758035522]",False,,cycleway,72.05000000000001,"LINESTRING (9.1562076 45.481359, 9.156174200000001 45.4813601, 9.156046399999999 45.4814476, 9.1559481 45.4814822, 9.1558774 45.481456, 9.155866700000001 45.4814288, 9.155880099999999 45.481377, 9.155902899999999 45.4813404, 9.155941800000001 45.4813009, 9.1559981 45.4812698, 9.156071799999999 45.4812473, 9.1561054 45.4812492, 9.1561684 45.4812595, 9.1561992 45.4812576)",,,,,,
7079198565,7079198564,0,758035521,False,,cycleway,23.703,"LINESTRING (9.1565113 45.4813491, 9.1562076 45.481359)",,,,,,
7079198570,3573112821,0,758035518,False,,cycleway,17.944,"LINESTRING (9.1561416 45.4810432, 9.1561036 45.4809963, 9.1560627 45.4809458, 9.1560279 45.4809029)",,,,,,
7079198570,4523825117,0,758035522,False,,cycleway,62.295,"LINESTRING (9.1561416 45.4810432, 9.156109900000001 45.4810549, 9.1559176 45.481126, 9.1557674 45.4811974, 9.1555032 45.4813733)",,,,,,
7079198570,7079198577,0,758035522,False,,cycleway,30.027,"LINESTRING (9.1561416 45.4810432, 9.156179099999999 45.4810508, 9.156214 45.4810752, 9.156224699999999 45.4811354, 9.156240800000001 45.481188, 9.156258299999999 45.4812209, 9.1562435 45.4812426, 9.1561992 45.4812576)",,,,,,
7079198577,7079198564,0,758035520,False,,cycleway,11.294,"LINESTRING (9.1561992 45.4812576, 9.1562026 45.481298, 9.1562076 45.481359)",,,,,,
7079198577,7079198564,1,"[758035521, 758035522]",False,,cycleway,72.05,"LINESTRING (9.1561992 45.4812576, 9.1561684 45.4812595, 9.1561054 45.4812492, 9.156071799999999 45.4812473, 9.1559981 45.4812698, 9.155941800000001 45.4813009, 9.155902899999999 45.4813404, 9.155880099999999 45.481377, 9.155866700000001 45.4814288, 9.1558774 45.481456, 9.1559481 45.4814822, 9.156046399999999 45.4814476, 9.156174200000001 45.4813601, 9.1562076 45.481359)",,,,,,
7079198577,7079198570,0,758035522,False,,cycleway,30.027,"LINESTRING (9.1561992 45.4812576, 9.1562435 45.4812426, 9.156258299999999 45.4812209, 9.156240800000001 45.481188, 9.156224699999999 45.4811354, 9.156214 45.4810752, 9.156179099999999 45.4810508, 9.1561416 45.4810432)",,,,,,
7079199094,3573112872,0,732037027,False,,cycleway,21.779,"LINESTRING (9.1587192 45.4802639, 9.158440000000001 45.4802701)",,,,,,
7079199094,3577408419,0,732037027,False,,cycleway,77.69300000000001,"LINESTRING (9.1587192 45.4802639, 9.159248099999999 45.480252, 9.1593187 45.4802496, 9.159399499999999 45.4802358, 9.1594801 45.4802166, 9.1595297 45.4801903, 9.1595507 45.4801514, 9.159550899999999 45.4801062, 9.1595634 45.4800778)",,,,,,
7079199094,7079199106,0,758035524,False,,cycleway,27.929,"LINESTRING (9.1587192 45.4802639, 9.158724599999999 45.4803215, 9.158727300000001 45.4803773, 9.158729900000001 45.4804301, 9.1587272 45.4804574, 9.1587058 45.480479, 9.158661499999999 45.4804809)",,,,,,
7079199106,7079199094,0,758035524,False,,cycleway,27.929,"LINESTRING (9.158661499999999 45.4804809, 9.1587058 45.480479, 9.1587272 45.4804574, 9.158729900000001 45.4804301, 9.158727300000001 45.4803773, 9.158724599999999 45.4803215, 9.1587192 45.4802639)",,,,,,
7079199126,3577408419,0,351940403,False,,cycleway,50.38100000000001,"LINESTRING (9.160010700000001 45.4803841, 9.1599463 45.4803559, 9.1598618 45.4803408, 9.1598363 45.4803305, 9.159818899999999 45.4803051, 9.159794399999999 45.4802765, 9.159693600000001 45.4801919, 9.1596472 45.4801565, 9.1595634 45.4800778)",,,,,,
7167672445,4424881411,0,491975752,False,,cycleway,331.68399999999997,"LINESTRING (9.238060000000001 45.4849238, 9.2383676 45.4841916, 9.2385216 45.4838133, 9.2385283 45.4836985, 9.238818699999999 45.4822411, 9.238830800000001 45.4821718, 9.2388701 45.4821247, 9.2389159 45.48207, 9.2389899 45.4820678)",,,,,,
7569275911,31370765,0,"[730779975, 809530879]",True,,cycleway,303.02199999999993,"LINESTRING (9.2191817 45.4946776, 9.217196299999999 45.4949584, 9.2169762 45.4950975, 9.216977 45.4951221, 9.215874700000001 45.4956517, 9.2156894 45.495693)",,,,,,
7646537112,6753337556,0,586583655,False,,cycleway,231.41199999999998,"LINESTRING (9.098826499999999 45.5066481, 9.098914600000001 45.5066282, 9.0990486 45.5065942, 9.100568600000001 45.5062214, 9.100626200000001 45.5062064, 9.100704 45.5062552, 9.100792500000001 45.5062815, 9.1008648 45.5063201, 9.1009943 45.5063051, 9.101043300000001 45.5062975, 9.101042 45.5062336, 9.1010835 45.5061753, 9.1011238 45.5060672, 9.1012073 45.5060311, 9.101344299999999 45.5059918)",,,,,,
7710846340,6445176283,0,687550476,False,,cycleway,164.666,"LINESTRING (9.171597999999999 45.4750662, 9.170076099999999 45.4740645, 9.1700581 45.4740528)",,,,,,
7755815878,3459199410,0,830655583,False,,cycleway,301.26000000000005,"LINESTRING (9.0962646 45.5240911, 9.096325 45.5241383, 9.0951019 45.5247866, 9.094104099999999 45.5252508, 9.0936535 45.5254706, 9.093575700000001 45.5255815, 9.093422800000001 45.52573, 9.093368 45.5257441)",,,,,,
7796408433,4690870741,0,"[591150410, 32557779, 591150413]",False,,cycleway,321.48,"LINESTRING (9.1630196 45.4782203, 9.163012 45.478225, 9.1630029 45.4782364, 9.163002499999999 45.4782504, 9.1630091 45.4782697, 9.163024500000001 45.4783076, 9.163073600000001 45.4784176, 9.1631529 45.4785918, 9.163172400000001 45.4786255, 9.1631956 45.4786571, 9.1632544 45.4787263, 9.1632912 45.4787561, 9.1633722 45.4788137, 9.1634659 45.4788649, 9.1640145 45.4791546, 9.164214899999999 45.4792618, 9.1649064 45.4796309, 9.1649426 45.4796521, 9.1649724 45.479676, 9.1649853 45.4796954, 9.1652632 45.4803133, 9.165270100000001 45.4803287, 9.165286399999999 45.4803633, 9.1653109 45.4803923, 9.1653334 45.480408, 9.165353 45.4804169, 9.165363599999999 45.4804214, 9.1653704 45.480428)",,,yes,,,
7802236732,7802236776,0,835902511,False,,cycleway,14.255999999999998,"LINESTRING (9.1700234 45.5196481, 9.1700003 45.5196469, 9.169939400000001 45.5196438, 9.169893 45.5196543, 9.1698454 45.519665)",,,,,,
7802236732,7802236736,0,835902520,True,,cycleway,5.945,"LINESTRING (9.1700234 45.5196481, 9.170067100000001 45.5196619, 9.170089600000001 45.519674)",,,,,,
7802236734,7802236732,0,835902520,True,,cycleway,8.707999999999998,"LINESTRING (9.169972400000001 45.5195806, 9.1700052 45.5196057, 9.1700123 45.5196221, 9.1700234 45.5196481)",,,,,,
7802236736,7802236773,0,835902513,False,,cycleway,8.734,"LINESTRING (9.170089600000001 45.519674, 9.1701227 45.5196919, 9.17014 45.519709, 9.1701633 45.5197321)",,,,,,
7802236736,254607228,0,835902520,True,,cycleway,22.723000000000003,"LINESTRING (9.170089600000001 45.519674, 9.170132499999999 45.5196719, 9.1701558 45.5196708, 9.170186299999999 45.5196623, 9.170236900000001 45.5196405, 9.1702741 45.5196344, 9.170332800000001 45.5196377, 9.1703657 45.5196479)",,,,,,
7802236738,7802236754,0,"[835902506, 835902507]",False,,cycleway,18.16,"LINESTRING (9.1699663 45.5199695, 9.1700093 45.5199667, 9.170036899999999 45.5199587, 9.1700742 45.5199479, 9.1701072 45.5199288, 9.170128399999999 45.5199165, 9.1701555 45.5198876)",,,,,,
7802236738,7802236765,0,835902521,True,,cycleway,10.026,"LINESTRING (9.1699663 45.5199695, 9.169939299999999 45.5199712, 9.1698392 45.5199591)",,,,,,
7802236741,7802236764,0,835902519,True,,cycleway,10.315,"LINESTRING (9.1697025 45.5199652, 9.169693799999999 45.5199327, 9.169711100000001 45.5199063, 9.169728900000001 45.5198783)",,,,,,
7802236750,7802236738,0,835902521,True,,cycleway,15.693,"LINESTRING (9.1701336 45.5200241, 9.1700505 45.5200276, 9.1700015 45.5199938, 9.1699663 45.5199695)",,,,,,
7802236754,7802236850,0,835902500,False,Via Vincenzo da Seregno,cycleway,137.044,"LINESTRING (9.1701555 45.5198876, 9.170174400000001 45.5198963, 9.1702181 45.5199247, 9.170325 45.5199943, 9.170393499999999 45.5200389, 9.170640000000001 45.5201994, 9.1707886 45.5202961, 9.1709543 45.520404, 9.1712629 45.5206049, 9.1713571 45.5206662, 9.1714126 45.5207023, 9.1714465 45.5207244)",,,,,,
7802236754,7802236738,0,"[835902506, 835902507]",False,,cycleway,18.160000000000004,"LINESTRING (9.1701555 45.5198876, 9.170128399999999 45.5199165, 9.1701072 45.5199288, 9.1700742 45.5199479, 9.170036899999999 45.5199587, 9.1700093 45.5199667, 9.1699663 45.5199695)",,,,,,
7802236764,7802236765,0,835902512,False,,cycleway,12.433,"LINESTRING (9.169728900000001 45.5198783, 9.1697489 45.519893, 9.169805 45.519934, 9.1698392 45.5199591)",,,,,,
7802236764,7802236776,0,835902519,True,,cycleway,27.867,"LINESTRING (9.169728900000001 45.5198783, 9.169720099999999 45.5198526, 9.1697171 45.5198092, 9.1697264 45.5197604, 9.169755800000001 45.5197157, 9.169802600000001 45.5196791, 9.1698454 45.519665)",,,,,,
7802236765,7802236764,0,835902512,False,,cycleway,12.433,"LINESTRING (9.1698392 45.5199591, 9.169805 45.519934, 9.1697489 45.519893, 9.169728900000001 45.5198783)",,,,,,
7802236765,7802236740,0,835902521,True,,cycleway,10.926,"LINESTRING (9.1698392 45.5199591, 9.1697995 45.5199739, 9.169764499999999 45.519987, 9.1697103 45.5199784)",,,,,,
7802236773,7802236736,0,835902513,False,,cycleway,8.734,"LINESTRING (9.1701633 45.5197321, 9.17014 45.519709, 9.1701227 45.5196919, 9.170089600000001 45.519674)",,,,,,
7802236773,7802236754,0,835902528,True,,cycleway,18.047,"LINESTRING (9.1701633 45.5197321, 9.170185200000001 45.5197789, 9.1701865 45.5198281, 9.1701669 45.5198754, 9.1701555 45.5198876)",,,,,,
7802236776,7802236732,0,835902511,False,,cycleway,14.256,"LINESTRING (9.1698454 45.519665, 9.169893 45.5196543, 9.169939400000001 45.5196438, 9.1700003 45.5196469, 9.1700234 45.5196481)",,,,,,
7802236776,7802236730,0,835902519,True,,cycleway,12.149000000000001,"LINESTRING (9.1698454 45.519665, 9.1698615 45.5196373, 9.169882400000001 45.5196015, 9.1699313 45.5195796)",,,,,,
7802236850,7802236754,0,835902500,False,Via Vincenzo da Seregno,cycleway,137.04399999999998,"LINESTRING (9.1714465 45.5207244, 9.1714126 45.5207023, 9.1713571 45.5206662, 9.1712629 45.5206049, 9.1709543 45.520404, 9.1707886 45.5202961, 9.170640000000001 45.5201994, 9.170393499999999 45.5200389, 9.170325 45.5199943, 9.1702181 45.5199247, 9.170174400000001 45.5198963, 9.1701555 45.5198876)",,,,,,
7802236850,7802236854,0,"[392946736, 835902500, 835902501]",False,Via Vincenzo da Seregno,cycleway,14.847000000000001,"LINESTRING (9.1714465 45.5207244, 9.171464200000001 45.5207359, 9.171517400000001 45.5207705, 9.1715675 45.5208032, 9.171586100000001 45.5208153)",,,,,,
7802236850,7802236854,1,"[835902505, 835902502]",True,,cycleway,32.347,"LINESTRING (9.1714465 45.5207244, 9.1714976 45.5206864, 9.1716307 45.5206847, 9.1716394 45.5207749, 9.171586100000001 45.5208153)",,,,,,
