u,v,key,osmid,highway,oneway,length,bridge,geometry,name,maxspeed,width,service,lanes,access
516664623,516664638,0,41832734,path,False,33.392,,"LINESTRING (-6.8349204 34.0259308, -6.8350129 34.0260382, -6.8351421 34.0261681)",,,,,,
516664625,516664623,0,41832734,path,False,39.771,,"LINESTRING (-6.8346576 34.0256471, -6.8349204 34.0259308)",,,,,,
516664627,516664623,0,41832736,path,False,33.054,,"LINESTRING (-6.8352039 34.0257487, -6.8349204 34.0259308)",,,,,,
516664638,516664623,0,41832734,path,False,33.392,,"LINESTRING (-6.8351421 34.0261681, -6.8350129 34.0260382, -6.8349204 34.0259308)",,,,,,
896412276,2610951213,0,"[75923417, 255403565]",path,False,108.443,,"LINESTRING (-6.8353939 34.0264259, -6.8355755 34.0266467, -6.8356526 34.0267532, -6.8353793 34.0268769, -6.8350302 34.0270266)",Rue Fredj,,,,,
2610951213,896412276,0,"[75923417, 255403565]",path,False,108.44300000000001,,"LINESTRING (-6.8350302 34.0270266, -6.8353793 34.0268769, -6.8356526 34.0267532, -6.8355755 34.0266467, -6.8353939 34.0264259)",Rue Fredj,,,,,
2610951213,486077570,0,"[324493907, 255405180, 324803741]",living_street,False,168.853,,"LINESTRING (-6.8350302 34.0270266, -6.8350092 34.0270347, -6.8349676 34.0269775, -6.8349351 34.0269172, -6.834919 34.0268666, -6.834911 34.0268116, -6.8349043 34.0267665, -6.8348927 34.0267213, -6.8348847 34.0266957, -6.8348506 34.0266259, -6.8347651 34.0264904, -6.8347365 34.0264431, -6.8347115 34.0263917, -6.8346937 34.0263442, -6.8346789 34.0263022, -6.8346581 34.0262481, -6.8346421 34.0262194, -6.834584 34.0261339, -6.8345214 34.0260585, -6.8342903 34.0258048, -6.8342054 34.0257142)","['Rue Porte Maoun', 'Derb El Fassi']",20,8,,,
2610951213,486077520,0,255405180,living_street,False,59.336,,"LINESTRING (-6.8350302 34.0270266, -6.8351523 34.0272078, -6.8351003 34.0272306, -6.8351631 34.0273506, -6.8352449 34.0274805)",Rue Porte Maoun,20,,,,
21070189,2008210253,0,101917979,service,True,128.76299999999998,,"LINESTRING (-6.8544981 34.0019657, -6.8549764 34.0023577, -6.8551905 34.0021822, -6.8553973 34.0020143, -6.8554151 34.0019931, -6.8554094 34.0019637, -6.8553568 34.0019298)",,30,,driveway,,
410910139,1686040428,0,264036339,primary,True,189.46899999999997,,"LINESTRING (-6.8385782 34.0133528, -6.8385923 34.01349, -6.8385903 34.0136301, -6.8385775 34.0137179, -6.8385447 34.0138369, -6.8384998 34.0139797, -6.8384575 34.0141203, -6.838434 34.0141976, -6.8384179 34.0143077, -6.8384126 34.0143777, -6.8384106 34.0144427, -6.8384126 34.0145594, -6.8384253 34.0147084, -6.8384361 34.014814, -6.8384458 34.0148565, -6.8384609 34.0148802, -6.838478 34.0149057, -6.8385046 34.0149391, -6.8385087 34.0149442, -6.8385148 34.0149524, -6.8385291 34.0149728, -6.8385374 34.0149867, -6.8385418 34.0149944, -6.8385527 34.0150152)",Avenue Ibn Toumert شارع ابن تومرت,20,,,2,
486077520,2610951213,0,255405180,living_street,False,59.336,,"LINESTRING (-6.8352449 34.0274805, -6.8351631 34.0273506, -6.8351003 34.0272306, -6.8351523 34.0272078, -6.8350302 34.0270266)",Rue Porte Maoun,20,,,,
486077570,2610951213,0,"[324493907, 255405180, 324803741]",living_street,False,168.85299999999998,,"LINESTRING (-6.8342054 34.0257142, -6.8342903 34.0258048, -6.8345214 34.0260585, -6.834584 34.0261339, -6.8346421 34.0262194, -6.8346581 34.0262481, -6.8346789 34.0263022, -6.8346937 34.0263442, -6.8347115 34.0263917, -6.8347365 34.0264431, -6.8347651 34.0264904, -6.8348506 34.0266259, -6.8348847 34.0266957, -6.8348927 34.0267213, -6.8349043 34.0267665, -6.834911 34.0268116, -6.834919 34.0268666, -6.8349351 34.0269172, -6.8349676 34.0269775, -6.8350092 34.0270347, -6.8350302 34.0270266)","['Rue Porte Maoun', 'Derb El Fassi']",20,8,,,
486077574,1772520942,0,"[255400674, 279226506, 279226507]",living_street,False,362.78799999999995,,"LINESTRING (-6.8327956 34.0268325, -6.8330957 34.0271055, -6.8331338 34.0271424, -6.8332609 34.0272641, -6.8334587 34.0274589, -6.8336503 34.0276463, -6.8338677 34.0278502, -6.8339731 34.0279277, -6.8340773 34.0279997, -6.8341943 34.0280699, -6.8342679 34.0281126, -6.8343743 34.0281867, -6.8344625 34.0282625, -6.8345776 34.0283812, -6.8347447 34.0285905, -6.8347831 34.0286402, -6.8349885 34.0289025, -6.8352208 34.0292033, -6.8352296 34.0292291, -6.8352342 34.0292629, -6.8352227 34.029337)",Rue des Consuls شارع القناصل,20,,,,
896417752,3315253096,0,75923998,pedestrian,False,376.1239999999998,,"LINESTRING (-6.8277314 34.0267733, -6.8281879 34.0266218, -6.8282468 34.0266023, -6.8284327 34.0265375, -6.828525 34.0265072, -6.8287145 34.0264468, -6.8287718 34.0264276, -6.8289843 34.0263564, -6.8290271 34.0263416, -6.8292749 34.026256, -6.8292999 34.0262469, -6.8295604 34.0261524, -6.8296063 34.0261365, -6.8298113 34.0260652, -6.8299199 34.0260267, -6.8300542 34.025976, -6.8302071 34.0259223, -6.8303337 34.0258778, -6.8304685 34.0258263, -6.8305503 34.0259206, -6.8306786 34.0258434, -6.8307424 34.0258056, -6.8307776 34.0257734, -6.8308286 34.0257251, -6.8308833 34.0256654, -6.8309441 34.0256191, -6.8312789 34.025389)",Rue du Mellah زنقة الملاح,20,,,,
1772520942,486077574,0,"[255400674, 279226507, 279226506]",living_street,False,362.788,,"LINESTRING (-6.8352227 34.029337, -6.8352342 34.0292629, -6.8352296 34.0292291, -6.8352208 34.0292033, -6.8349885 34.0289025, -6.8347831 34.0286402, -6.8347447 34.0285905, -6.8345776 34.0283812, -6.8344625 34.0282625, -6.8343743 34.0281867, -6.8342679 34.0281126, -6.8341943 34.0280699, -6.8340773 34.0279997, -6.8339731 34.0279277, -6.8338677 34.0278502, -6.8336503 34.0276463, -6.8334587 34.0274589, -6.8332609 34.0272641, -6.8331338 34.0271424, -6.8330957 34.0271055, -6.8327956 34.0268325)",Rue des Consuls شارع القناصل,20,,,,
2189092296,6769303593,0,208636990,unclassified,False,35.074999999999996,,"LINESTRING (-6.8642221 33.9814835, -6.864082 33.9813912, -6.8640063 33.9813429, -6.8639831 33.981328, -6.8639459 33.9813039, -6.8639291 33.9812839)",Accès principal,20,,,1,
2189092321,6925637362,0,208636990,unclassified,False,74.07300000000001,,"LINESTRING (-6.8645795 33.9804471, -6.8645239 33.9805316, -6.8644562 33.9806339, -6.8643958 33.9807273, -6.8643475 33.9807918, -6.8642369 33.980908, -6.8641438 33.9810041)",Accès principal,20,,,1,
3315253096,896417752,0,75923998,pedestrian,False,376.124,,"LINESTRING (-6.8312789 34.025389, -6.8309441 34.0256191, -6.8308833 34.0256654, -6.8308286 34.0257251, -6.8307776 34.0257734, -6.8307424 34.0258056, -6.8306786 34.0258434, -6.8305503 34.0259206, -6.8304685 34.0258263, -6.8303337 34.0258778, -6.8302071 34.0259223, -6.8300542 34.025976, -6.8299199 34.0260267, -6.8298113 34.0260652, -6.8296063 34.0261365, -6.8295604 34.0261524, -6.8292999 34.0262469, -6.8292749 34.026256, -6.8290271 34.0263416, -6.8289843 34.0263564, -6.8287718 34.0264276, -6.8287145 34.0264468, -6.828525 34.0265072, -6.8284327 34.0265375, -6.8282468 34.0266023, -6.8281879 34.0266218, -6.8277314 34.0267733)",Rue du Mellah زنقة الملاح,20,,,,
5771399828,5771399829,0,609299334,tertiary,False,67.146,,"LINESTRING (-6.8514008 33.9929749, -6.8514026 33.9933788, -6.851399 33.9935075, -6.851397 33.9935787)",Avenue Ibn Sina شارع ابن سينا,20,,,4,
5771399829,5771399828,0,609299334,tertiary,False,67.146,,"LINESTRING (-6.851397 33.9935787, -6.851399 33.9935075, -6.8514026 33.9933788, -6.8514008 33.9929749)",Avenue Ibn Sina شارع ابن سينا,20,,,4,
6757497151,6769481220,0,721631637,pedestrian,False,457.2560000000001,,"LINESTRING (-6.8682817 33.9743982, -6.8679249 33.974783, -6.8676527 33.9750633, -6.8674388 33.9752818, -6.8673503 33.9753764, -6.8673 33.975432, -6.8672651 33.9754809, -6.8672577 33.9755082, -6.8672618 33.9755449, -6.8672685 33.9755688, -6.8672651 33.9755955, -6.8672477 33.9756238, -6.8671565 33.9757084, -6.8670559 33.9758162, -6.8669312 33.9759341, -6.8668467 33.9760198, -6.8666683 33.9762044, -6.8665302 33.9763556, -6.8664831 33.9764106, -6.8664417 33.976459, -6.8663719 33.9765591, -6.8663491 33.976617, -6.8663384 33.9766804, -6.8663572 33.9767527, -6.8664095 33.9768616, -6.8665181 33.9770129, -6.8667501 33.9773265, -6.8669043 33.9775612, -6.867071 33.9778025)",veto_route,20,,,,
6769303593,2189092296,0,208636990,unclassified,False,35.075,,"LINESTRING (-6.8639291 33.9812839, -6.8639459 33.9813039, -6.8639831 33.981328, -6.8640063 33.9813429, -6.864082 33.9813912, -6.8642221 33.9814835)",Accès principal,20,,,1,
6769303593,6925637362,0,208636990,unclassified,False,37.715,,"LINESTRING (-6.8639291 33.9812839, -6.8639254 33.9812653, -6.8639298 33.9812452, -6.8639505 33.9812147, -6.8639915 33.9811621, -6.8640284 33.9811232, -6.8641438 33.9810041)",Accès principal,20,,,1,
6769303593,6925637362,1,739669222,service,False,185.87199999999999,,"LINESTRING (-6.8639291 33.9812839, -6.8635744 33.9810354, -6.8632458 33.9808296, -6.8632337 33.9807796, -6.8632619 33.980744, -6.8632981 33.9807329, -6.8633491 33.9807362, -6.8634416 33.980774, -6.8639043 33.981062, -6.8639807 33.9810643, -6.8640438 33.9810465, -6.8641438 33.9810041)",Parking_etudiant,20,,,,
6769481220,6757497151,0,721631637,pedestrian,False,457.256,,"LINESTRING (-6.867071 33.9778025, -6.8669043 33.9775612, -6.8667501 33.9773265, -6.8665181 33.9770129, -6.8664095 33.9768616, -6.8663572 33.9767527, -6.8663384 33.9766804, -6.8663491 33.976617, -6.8663719 33.9765591, -6.8664417 33.976459, -6.8664831 33.9764106, -6.8665302 33.9763556, -6.8666683 33.9762044, -6.8668467 33.9760198, -6.8669312 33.9759341, -6.8670559 33.9758162, -6.8671565 33.9757084, -6.8672477 33.9756238, -6.8672651 33.9755955, -6.8672685 33.9755688, -6.8672618 33.9755449, -6.8672577 33.9755082, -6.8672651 33.9754809, -6.8673 33.975432, -6.8673503 33.9753764, -6.8674388 33.9752818, -6.8676527 33.9750633, -6.8679249 33.974783, -6.8682817 33.9743982)",veto_route,20,,,,
6800135690,6800135686,0,240002999,residential,True,255.54200000000003,,"LINESTRING (-6.8849382 33.9575192, -6.8850785 33.957516, -6.8851284 33.9574884, -6.8851578 33.9574683, -6.8852118 33.9574304, -6.8852644 33.9573931, -6.8853526 33.957326, -6.8854414 33.9572573, -6.885597 33.9571282, -6.8857187 33.9570038, -6.8859148 33.9568073, -6.8860198 33.9566958, -6.8862957 33.9563999, -6.8863839 33.9563137, -6.8864811 33.9562119, -6.8865522 33.9561363, -6.8866079 33.9560756, -6.8866729 33.9560067, -6.8867105 33.9559616, -6.8867215 33.9559418, -6.886771 33.9558598)",,30,,,1,destination
6925637362,6769303593,0,208636990,unclassified,False,37.715,,"LINESTRING (-6.8641438 33.9810041, -6.8640284 33.9811232, -6.8639915 33.9811621, -6.8639505 33.9812147, -6.8639298 33.9812452, -6.8639254 33.9812653, -6.8639291 33.9812839)",Accès principal,20,,,1,
6925637362,6769303593,1,739669222,service,False,185.872,,"LINESTRING (-6.8641438 33.9810041, -6.8640438 33.9810465, -6.8639807 33.9810643, -6.8639043 33.981062, -6.8634416 33.980774, -6.8633491 33.9807362, -6.8632981 33.9807329, -6.8632619 33.980744, -6.8632337 33.9807796, -6.8632458 33.9808296, -6.8635744 33.9810354, -6.8639291 33.9812839)",Parking_etudiant,20,,,,
6925637362,2189092321,0,208636990,unclassified,False,74.07300000000001,,"LINESTRING (-6.8641438 33.9810041, -6.8642369 33.980908, -6.8643475 33.9807918, -6.8643958 33.9807273, -6.8644562 33.9806339, -6.8645239 33.9805316, -6.8645795 33.9804471)",Accès principal,20,,,1,
7068175066,7068188007,0,756777857,service,False,260.37399999999997,,"LINESTRING (-6.8669346 33.9740112, -6.8668879 33.9740127, -6.8668557 33.9740127, -6.8668236 33.9740082, -6.8667967 33.9739949, -6.8667377 33.9739749, -6.8667029 33.9739482, -6.866668 33.9739259, -6.8666385 33.9738637, -6.8666224 33.9738303, -6.8665956 33.9737814, -6.866558 33.973728, -6.8664936 33.9736568, -6.86644 33.9736168, -6.8663971 33.9735834, -6.8663568 33.9735567, -6.8663273 33.9735256, -6.8662978 33.9735033, -6.8662764 33.9734766, -6.8662549 33.9734255, -6.8662273 33.9733884, -6.8662217 33.9733557, -6.866231 33.9733182, -6.8662764 33.9732987, -6.8662844 33.9732742, -6.8662978 33.9732475, -6.8663354 33.9731963, -6.866389 33.9731519, -6.8664507 33.9730918, -6.8664963 33.9730562, -6.8665634 33.9729895, -6.8666699 33.972882, -6.8667518 33.9728356, -6.866786 33.9727893, -6.8668155 33.972747, -6.8668691 33.972687, -6.8669389 33.9726536, -6.8670247 33.9725935, -6.8671105 33.972489, -6.8671749 33.9724334, -6.8672205 33.9723689, -6.8672849 33.9722999)",Route_Sport,20,,parking_aisle,,
7068188007,7068175066,0,756777857,service,False,260.3740000000001,,"LINESTRING (-6.8672849 33.9722999, -6.8672205 33.9723689, -6.8671749 33.9724334, -6.8671105 33.972489, -6.8670247 33.9725935, -6.8669389 33.9726536, -6.8668691 33.972687, -6.8668155 33.972747, -6.866786 33.9727893, -6.8667518 33.9728356, -6.8666699 33.972882, -6.8665634 33.9729895, -6.8664963 33.9730562, -6.8664507 33.9730918, -6.866389 33.9731519, -6.8663354 33.9731963, -6.8662978 33.9732475, -6.8662844 33.9732742, -6.8662764 33.9732987, -6.866231 33.9733182, -6.8662217 33.9733557, -6.8662273 33.9733884, -6.8662549 33.9734255, -6.8662764 33.9734766, -6.8662978 33.9735033, -6.8663273 33.9735256, -6.8663568 33.9735567, -6.8663971 33.9735834, -6.86644 33.9736168, -6.8664936 33.9736568, -6.866558 33.973728, -6.8665956 33.9737814, -6.8666224 33.9738303, -6.8666385 33.9738637, -6.866668 33.9739259, -6.8667029 33.9739482, -6.8667377 33.9739749, -6.8667967 33.9739949, -6.8668236 33.9740082, -6.8668557 33.9740127, -6.8668879 33.9740127, -6.8669346 33.9740112)",Route_Sport,20,,parking_aisle,,
