u,v,key,osmid,highway,oneway,length,geometry,name,bridge,lanes,width,maxspeed,tunnel,area,access
745794884,745803419,0,59991516,cycleway,False,424.79200000000003,"LINESTRING (-74.0616958 4.6785431, -74.0625742 4.6785887, -74.06303339999999 4.6786275, -74.06379990000001 4.678685, -74.06406010000001 4.678701, -74.06448930000001 4.6787411, -74.0647172 4.6787518, -74.0649694 4.6787732, -74.0651544 4.6787973, -74.0653315 4.6788641, -74.0654861 4.6789457)",,,,,,,,
745803419,745794884,0,59991516,cycleway,False,424.792,"LINESTRING (-74.0654861 4.6789457, -74.0653315 4.6788641, -74.0651544 4.6787973, -74.0649694 4.6787732, -74.0647172 4.6787518, -74.06448930000001 4.6787411, -74.06406010000001 4.678701, -74.06379990000001 4.678685, -74.06303339999999 4.6786275, -74.0625742 4.6785887, -74.0616958 4.6785431)",,,,,,,,
764701872,6580175959,0,700694808,cycleway,False,56.763,"LINESTRING (-74.1385257 4.5702614, -74.13864220000001 4.5707585)",,,,,,,,
764701872,764701967,0,700694808,cycleway,False,66.954,"LINESTRING (-74.1385257 4.5702614, -74.13837700000001 4.5696778)",,,,,,,,
764701878,764701928,0,700694808,cycleway,False,123.271,"LINESTRING (-74.137117 4.568461, -74.1380078 4.5691247)",,,,,,,,
764701878,764701896,0,700694808,cycleway,False,19.534,"LINESTRING (-74.137117 4.568461, -74.136978 4.568353)",,,,,,,,
764701886,764701888,0,700694808,cycleway,False,15.112,"LINESTRING (-74.136596 4.56823, -74.136731 4.568249)",,,,,,,,
764701886,764701887,0,700694808,cycleway,False,14.221,"LINESTRING (-74.136596 4.56823, -74.1364677 4.5682294)",,,,,,,,
764701887,764701886,0,700694808,cycleway,False,14.221,"LINESTRING (-74.1364677 4.5682294, -74.136596 4.56823)",,,,,,,,
764701887,7560999226,0,700694808,cycleway,False,13.832,"LINESTRING (-74.1364677 4.5682294, -74.13634519999999 4.5682531)",,,,,,,,
764701888,764701895,0,700694808,cycleway,False,11.535,"LINESTRING (-74.136731 4.568249, -74.136832 4.568274)",,,,,,,,
764701888,764701886,0,700694808,cycleway,False,15.112,"LINESTRING (-74.136731 4.568249, -74.136596 4.56823)",,,,,,,,
764701895,764701896,0,700694808,cycleway,False,18.413,"LINESTRING (-74.136832 4.568274, -74.136978 4.568353)",,,,,,,,
764701895,764701888,0,700694808,cycleway,False,11.535,"LINESTRING (-74.136832 4.568274, -74.136731 4.568249)",,,,,,,,
764701896,764701878,0,700694808,cycleway,False,19.534,"LINESTRING (-74.136978 4.568353, -74.137117 4.568461)",,,,,,,,
764701896,764701895,0,700694808,cycleway,False,18.413,"LINESTRING (-74.136978 4.568353, -74.136832 4.568274)",,,,,,,,
764701902,7560999226,0,700694808,cycleway,False,2.846,"LINESTRING (-74.13632 4.568258, -74.13634519999999 4.5682531)",,,,,,,,
764701902,764701903,0,700694808,cycleway,False,13.371,"LINESTRING (-74.13632 4.568258, -74.13620969999999 4.5683067)",,,,,,,,
764701903,764701902,0,700694808,cycleway,False,13.371,"LINESTRING (-74.13620969999999 4.5683067, -74.13632 4.568258)",,,,,,,,
764701903,764701905,0,700694808,cycleway,False,15.496,"LINESTRING (-74.13620969999999 4.5683067, -74.1360847 4.5683691)",,,,,,,,
764701904,764701906,0,700694808,cycleway,False,25.669,"LINESTRING (-74.135784 4.5685215, -74.135991 4.568418)",,,,,,,,
764701904,764702136,0,700694808,cycleway,False,53.844,"LINESTRING (-74.135784 4.5685215, -74.13533320000001 4.5687019)",,,,,,,,
764701905,764701903,0,700694808,cycleway,False,15.496,"LINESTRING (-74.1360847 4.5683691, -74.13620969999999 4.5683067)",,,,,,,,
764701905,764701906,0,700694808,cycleway,False,11.723,"LINESTRING (-74.1360847 4.5683691, -74.135991 4.568418)",,,,,,,,
764701906,764701905,0,700694808,cycleway,False,11.723,"LINESTRING (-74.135991 4.568418, -74.1360847 4.5683691)",,,,,,,,
764701906,764701904,0,700694808,cycleway,False,25.669,"LINESTRING (-74.135991 4.568418, -74.135784 4.5685215)",,,,,,,,
764701927,764701938,0,700694808,cycleway,False,14.626,"LINESTRING (-74.1381188 4.5692265, -74.13820149999999 4.569329)",,,,,,,,
764701927,764701928,0,700694808,cycleway,False,16.719,"LINESTRING (-74.1381188 4.5692265, -74.1380078 4.5691247)",,,,,,,,
764701928,764701927,0,700694808,cycleway,False,16.719,"LINESTRING (-74.1380078 4.5691247, -74.1381188 4.5692265)",,,,,,,,
764701928,764701878,0,700694808,cycleway,False,123.271,"LINESTRING (-74.1380078 4.5691247, -74.137117 4.568461)",,,,,,,,
764701936,764701967,0,700694808,cycleway,False,16.343,"LINESTRING (-74.13832910000001 4.5695388, -74.13837700000001 4.5696778)",,,,,,,,
764701936,764701937,0,700694808,cycleway,False,13.454,"LINESTRING (-74.13832910000001 4.5695388, -74.138273 4.5694315)",,,,,,,,
764701937,764701936,0,700694808,cycleway,False,13.454,"LINESTRING (-74.138273 4.5694315, -74.13832910000001 4.5695388)",,,,,,,,
764701937,764701938,0,700694808,cycleway,False,13.882,"LINESTRING (-74.138273 4.5694315, -74.13820149999999 4.569329)",,,,,,,,
764701938,764701937,0,700694808,cycleway,False,13.882,"LINESTRING (-74.13820149999999 4.569329, -74.138273 4.5694315)",,,,,,,,
764701938,764701927,0,700694808,cycleway,False,14.626,"LINESTRING (-74.13820149999999 4.569329, -74.1381188 4.5692265)",,,,,,,,
764701967,764701872,0,700694808,cycleway,False,66.954,"LINESTRING (-74.13837700000001 4.5696778, -74.1385257 4.5702614)",,,,,,,,
764701967,764701936,0,700694808,cycleway,False,16.343,"LINESTRING (-74.13837700000001 4.5696778, -74.13832910000001 4.5695388)",,,,,,,,
764702136,764701904,0,700694808,cycleway,False,53.844,"LINESTRING (-74.13533320000001 4.5687019, -74.135784 4.5685215)",,,,,,,,
764702136,6580175893,0,700694809,cycleway,False,38.855,"LINESTRING (-74.13533320000001 4.5687019, -74.13500569999999 4.5688265)",,,,,,,,
764702195,764702285,0,641339126,cycleway,False,68.829,"LINESTRING (-74.1343097 4.569092, -74.133734 4.569324)",,,,,,,,
764702195,6580175935,0,700694809,cycleway,False,31.616,"LINESTRING (-74.1343097 4.569092, -74.1345761 4.5689904)",,,,,,,,
764702285,764702195,0,641339126,cycleway,False,68.829,"LINESTRING (-74.133734 4.569324, -74.1343097 4.569092)",,,,,,,,
764702285,764702307,0,641339126,cycleway,False,103.354,"LINESTRING (-74.133734 4.569324, -74.13287099999999 4.569676)",,,,,,,,
764702305,764702306,0,641339126,cycleway,False,41.375,"LINESTRING (-74.13159829999999 4.5701559, -74.131945 4.570018)",,,,,,,,
764702305,764703445,0,641339126,cycleway,False,70.894,"LINESTRING (-74.13159829999999 4.5701559, -74.13101349999999 4.5704141)",,,,,,,,
764702306,3716019061,0,641339126,cycleway,False,4.67,"LINESTRING (-74.131945 4.570018, -74.1319845 4.5700034)",,,,,,,,
764702306,764702305,0,641339126,cycleway,False,41.375,"LINESTRING (-74.131945 4.570018, -74.13159829999999 4.5701559)",,,,,,,,
764702307,764702285,0,641339126,cycleway,False,103.354,"LINESTRING (-74.13287099999999 4.569676, -74.133734 4.569324)",,,,,,,,
764702307,3716019060,0,641339126,cycleway,False,99.589,"LINESTRING (-74.13287099999999 4.569676, -74.1320285 4.5699872)",,,,,,,,
764702314,764702320,0,641339128,cycleway,False,37.248,"LINESTRING (-74.13868220000001 4.5709062, -74.13876980000001 4.5712296)",,,,,,,,
764702314,6580175959,0,641339128,cycleway,False,17.011,"LINESTRING (-74.13868220000001 4.5709062, -74.13864220000001 4.5707585)",,,,,,,,
764702320,6580175958,0,641339128,cycleway,False,13.407,"LINESTRING (-74.13876980000001 4.5712296, -74.13879780000001 4.5713469)",,,,,,,,
764702320,764702314,0,641339128,cycleway,False,37.248,"LINESTRING (-74.13876980000001 4.5712296, -74.13868220000001 4.5709062)",,,,,,,,
764702487,764702488,0,641339128,cycleway,False,6.825,"LINESTRING (-74.13894000000001 4.572967, -74.1388977 4.5730116)",,,,,,,,
764702487,764702496,0,641339128,cycleway,False,8.458,"LINESTRING (-74.13894000000001 4.572967, -74.13898690000001 4.572907)",,,,,,,,
764702488,764702489,0,641339128,cycleway,False,7.746,"LINESTRING (-74.1388977 4.5730116, -74.13884640000001 4.5730589)",,,,,,,,
764702488,764702487,0,641339128,cycleway,False,6.825,"LINESTRING (-74.1388977 4.5730116, -74.13894000000001 4.572967)",,,,,,,,
764702489,764702767,0,641339128,cycleway,False,8.193,"LINESTRING (-74.13884640000001 4.5730589, -74.1387922 4.573109)",,,,,,,,
764702489,764702488,0,641339128,cycleway,False,7.746,"LINESTRING (-74.13884640000001 4.5730589, -74.1388977 4.5730116)",,,,,,,,
764702494,7543605970,0,641339128,cycleway,False,2.227,"LINESTRING (-74.1390485 4.572799, -74.1390399 4.5728171)",,,,,,,,
764702494,6580175942,0,641339128,cycleway,False,10.243,"LINESTRING (-74.1390485 4.572799, -74.13907740000001 4.5727115)",,,,,,,,
764702496,764702487,0,641339128,cycleway,False,8.458,"LINESTRING (-74.13898690000001 4.572907, -74.13894000000001 4.572967)",,,,,,,,
764702496,764702497,0,641339128,cycleway,False,7.663,"LINESTRING (-74.13898690000001 4.572907, -74.13902469999999 4.5728493)",,,,,,,,
764702497,764702496,0,641339128,cycleway,False,7.663,"LINESTRING (-74.13902469999999 4.5728493, -74.13898690000001 4.572907)",,,,,,,,
764702497,7543605970,0,641339128,cycleway,False,3.957,"LINESTRING (-74.13902469999999 4.5728493, -74.1390399 4.5728171)",,,,,,,,
764702767,764702770,0,641339128,cycleway,False,12.574,"LINESTRING (-74.1387922 4.573109, -74.13870350000001 4.5731795)",,,,,,,,
764702767,764702489,0,641339128,cycleway,False,8.193,"LINESTRING (-74.1387922 4.573109, -74.13884640000001 4.5730589)",,,,,,,,
764702770,764702771,0,641339128,cycleway,False,13.591,"LINESTRING (-74.13870350000001 4.5731795, -74.1386042 4.5732512)",,,,,,,,
764702770,764702767,0,641339128,cycleway,False,12.574,"LINESTRING (-74.13870350000001 4.5731795, -74.1387922 4.573109)",,,,,,,,
764702771,764702772,0,641339128,cycleway,False,9.794,"LINESTRING (-74.1386042 4.5732512, -74.13852799999999 4.5732958)",,,,,,,,
764702771,764702770,0,641339128,cycleway,False,13.591,"LINESTRING (-74.1386042 4.5732512, -74.13870350000001 4.5731795)",,,,,,,,
764702772,764702777,0,641339128,cycleway,False,13.797,"LINESTRING (-74.13852799999999 4.5732958, -74.13842 4.5733575)",,,,,,,,
764702772,764702771,0,641339128,cycleway,False,9.794,"LINESTRING (-74.13852799999999 4.5732958, -74.1386042 4.5732512)",,,,,,,,
764702777,764702787,0,641339128,cycleway,False,15.04,"LINESTRING (-74.13842 4.5733575, -74.13829920000001 4.5734191)",,,,,,,,
764702777,764702772,0,641339128,cycleway,False,13.797,"LINESTRING (-74.13842 4.5733575, -74.13852799999999 4.5732958)",,,,,,,,
764702787,764702806,0,641339128,cycleway,False,81.689,"LINESTRING (-74.13829920000001 4.5734191, -74.1376343 4.573736)",,,,,,,,
764702787,764702777,0,641339128,cycleway,False,15.04,"LINESTRING (-74.13829920000001 4.5734191, -74.13842 4.5733575)",,,,,,,,
764702806,6576740971,0,641339128,cycleway,False,36.182,"LINESTRING (-74.1376343 4.573736, -74.1373351 4.5738661)",,,,,,,,
764702806,764702787,0,641339128,cycleway,False,81.689,"LINESTRING (-74.1376343 4.573736, -74.13829920000001 4.5734191)",,,,,,,,
764702844,764702845,0,641339128,cycleway,False,99.713,"LINESTRING (-74.1370646 4.5739713, -74.1362292 4.574304)",,,,,,,,
764702844,6576740971,0,641339128,cycleway,False,32.184,"LINESTRING (-74.1370646 4.5739713, -74.1373351 4.5738661)",,,,,,,,
764702845,764703820,0,641339128,cycleway,False,95.3,"LINESTRING (-74.1362292 4.574304, -74.1354347 4.5746316)",,,,,,,,
764702845,764702844,0,641339128,cycleway,False,99.713,"LINESTRING (-74.1362292 4.574304, -74.1370646 4.5739713)",,,,,,,,
764703445,764702305,0,641339126,cycleway,False,70.894,"LINESTRING (-74.13101349999999 4.5704141, -74.13159829999999 4.5701559)",,,,,,,,
764703445,764703455,0,641339126,cycleway,False,32.92,"LINESTRING (-74.13101349999999 4.5704141, -74.13073780000001 4.5705242)",,,,,,,,
764703453,6580176084,0,641339126,cycleway,False,2.174,"LINESTRING (-74.13036 4.570652, -74.13037850000001 4.5706455)",,,,,,,,
764703453,5433829321,0,641339126,cycleway,False,2.728,"LINESTRING (-74.13036 4.570652, -74.13033799999999 4.570663)",,,,,,,,
764703455,764703445,0,641339126,cycleway,False,32.92,"LINESTRING (-74.13073780000001 4.5705242, -74.13101349999999 4.5704141)",,,,,,,,
764703455,6580176084,0,641339126,cycleway,False,42.047,"LINESTRING (-74.13073780000001 4.5705242, -74.13037850000001 4.5706455)",,,,,,,,
764703820,6580176003,0,641339128,cycleway,False,27.033,"LINESTRING (-74.1354347 4.5746316, -74.13520990000001 4.5747259)",,,,,,,,
764703820,764702845,0,641339128,cycleway,False,95.3,"LINESTRING (-74.1354347 4.5746316, -74.1362292 4.574304)",,,,,,,,
764703872,764703876,0,641339128,cycleway,False,113.151,"LINESTRING (-74.1343421 4.5750805, -74.13339689999999 4.5754649)",,,,,,,,
764703872,6580175971,0,641339128,cycleway,False,58.813,"LINESTRING (-74.1343421 4.5750805, -74.134834 4.5748822)",,,,,,,,
764703875,6572803243,0,641339128,cycleway,False,7.822,"LINESTRING (-74.1321715 4.575996, -74.1321202 4.5760443)",,,,,,,,
764703875,6576740973,0,641339128,cycleway,False,5.485,"LINESTRING (-74.1321715 4.575996, -74.1322141 4.5759709)",,,,,,,,
764703876,6572803237,0,641339128,cycleway,False,39.521,"LINESTRING (-74.13339689999999 4.5754649, -74.1330756 4.575619)",,,,,,,,
764703876,764703872,0,641339128,cycleway,False,113.151,"LINESTRING (-74.13339689999999 4.5754649, -74.1343421 4.5750805)",,,,,,,,
764704014,6580176034,0,641339127,cycleway,False,99.52,"LINESTRING (-74.13033900000001 4.575327, -74.1301003 4.5744642)",,,,,,,,
764704014,6580176017,0,641339127,cycleway,False,30.09,"LINESTRING (-74.13033900000001 4.575327, -74.13041459999999 4.5755869)",,,,,,,,
764704020,6580176070,0,641339126,cycleway,False,5.723,"LINESTRING (-74.129271 4.570959, -74.1293184 4.5709386)",,,,,,,,
764704020,6580176071,0,641339126,cycleway,False,4.584,"LINESTRING (-74.129271 4.570959, -74.1292385 4.5709845)",,,,,,,,
764704021,764704023,0,641339126,cycleway,False,11.293,"LINESTRING (-74.129946 4.570851, -74.130045 4.570827)",,,,,,,,
764704021,764704025,0,641339126,cycleway,False,56.169,"LINESTRING (-74.129946 4.570851, -74.12944400000001 4.57092)",,,,,,,,
764704023,6580176075,0,641339126,cycleway,False,4.954,"LINESTRING (-74.130045 4.570827, -74.1300857 4.5708086)",,,,,,,,
764704023,764704021,0,641339126,cycleway,False,11.293,"LINESTRING (-74.130045 4.570827, -74.129946 4.570851)",,,,,,,,
764704024,764704025,0,641339126,cycleway,False,7.556,"LINESTRING (-74.1293761 4.570926, -74.12944400000001 4.57092)",,,,,,,,
764704024,6580176070,0,641339126,cycleway,False,6.547,"LINESTRING (-74.1293761 4.570926, -74.1293184 4.5709386)",,,,,,,,
764704025,764704021,0,641339126,cycleway,False,56.169,"LINESTRING (-74.12944400000001 4.57092, -74.129946 4.570851)",,,,,,,,
764704025,764704024,0,641339126,cycleway,False,7.556,"LINESTRING (-74.12944400000001 4.57092, -74.1293761 4.570926)",,,,,,,,
764704032,6580176071,0,641339126,cycleway,False,5.962,"LINESTRING (-74.1292112 4.5710307, -74.1292385 4.5709845)",,,,,,,,
764704032,764704034,0,641339126,cycleway,False,3.813,"LINESTRING (-74.1292112 4.5710307, -74.129203 4.571064)",,,,,,,,
764704033,764704034,0,641339127,cycleway,False,7.347,"LINESTRING (-74.1291951 4.5711296, -74.129203 4.571064)",,,,,,,,
764704033,764704037,0,641339127,cycleway,False,7.678,"LINESTRING (-74.1291951 4.5711296, -74.1291978 4.5711986)",,,,,,,,
764704034,764704032,0,641339126,cycleway,False,3.813,"LINESTRING (-74.129203 4.571064, -74.1292112 4.5710307)",,,,,,,,
764704034,764704033,0,641339127,cycleway,False,7.347,"LINESTRING (-74.129203 4.571064, -74.1291951 4.5711296)",,,,,,,,
764704037,764704033,0,641339127,cycleway,False,7.678,"LINESTRING (-74.1291978 4.5711986, -74.1291951 4.5711296)",,,,,,,,
764704037,764704038,0,641339127,cycleway,False,22.071,"LINESTRING (-74.1291978 4.5711986, -74.129238 4.571393)",,,,,,,,
764704038,764704037,0,641339127,cycleway,False,22.071,"LINESTRING (-74.129238 4.571393, -74.1291978 4.5711986)",,,,,,,,
764704038,6580176065,0,641339127,cycleway,False,58.65,"LINESTRING (-74.129238 4.571393, -74.12938389999999 4.5719)",,,,,,,,
764704066,6580176065,0,641339127,cycleway,False,1.505,"LINESTRING (-74.1293883 4.5719128, -74.12938389999999 4.5719)",,,,,,,,
764704066,6580176068,0,641339127,cycleway,False,21.121,"LINESTRING (-74.1293883 4.5719128, -74.12943970000001 4.5720957)",,,,,,,,
764704081,764704082,0,641339127,cycleway,False,36.843,"LINESTRING (-74.12968840000001 4.5729941, -74.12960219999999 4.5726741)",,,,,,,,
764704081,764704084,0,641339127,cycleway,False,148.616,"LINESTRING (-74.12968840000001 4.5729941, -74.1300497 4.5742812)",,,,,,,,
764704082,6580176068,0,641339127,cycleway,False,66.79,"LINESTRING (-74.12960219999999 4.5726741, -74.12943970000001 4.5720957)",,,,,,,,
764704082,764704081,0,641339127,cycleway,False,36.843,"LINESTRING (-74.12960219999999 4.5726741, -74.12968840000001 4.5729941)",,,,,,,,
764704084,764704081,0,641339127,cycleway,False,148.616,"LINESTRING (-74.1300497 4.5742812, -74.12968840000001 4.5729941)",,,,,,,,
764704084,6580176034,0,641339127,cycleway,False,21.107,"LINESTRING (-74.1300497 4.5742812, -74.1301003 4.5744642)",,,,,,,,
764704091,764704097,0,641339128,cycleway,False,50.993,"LINESTRING (-74.13124670000001 4.5763549, -74.13081870000001 4.5765231)",,,,,,,,
764704091,6572803234,0,641339128,cycleway,False,42.952,"LINESTRING (-74.13124670000001 4.5763549, -74.1316068 4.5762122)",,,,,,,,
764704093,6572803225,0,641339127,cycleway,False,4.849,"LINESTRING (-74.1306795 4.5764872, -74.1306646 4.5764462)",,,,,,,,
764704093,764704094,0,641339127,cycleway,False,3.523,"LINESTRING (-74.1306795 4.5764872, -74.1306994 4.5765119)",,,,,,,,
764704094,764704093,0,641339127,cycleway,False,3.523,"LINESTRING (-74.1306994 4.5765119, -74.1306795 4.5764872)",,,,,,,,
764704094,6572803224,0,641339127,cycleway,False,3.023,"LINESTRING (-74.1306994 4.5765119, -74.1307233 4.576525)",,,,,,,,
764704096,6572803224,0,641339127,cycleway,False,3.198,"LINESTRING (-74.1307511 4.5765327, -74.1307233 4.576525)",,,,,,,,
764704096,6572803223,0,641339128,cycleway,False,3.592,"LINESTRING (-74.1307511 4.5765327, -74.13078350000001 4.5765322)",,,,,,,,
764704097,6572803223,0,641339128,cycleway,False,4.031,"LINESTRING (-74.13081870000001 4.5765231, -74.13078350000001 4.5765322)",,,,,,,,
764704097,764704091,0,641339128,cycleway,False,50.993,"LINESTRING (-74.13081870000001 4.5765231, -74.13124670000001 4.5763549)",,,,,,,,
767823467,767826450,0,"[88760754, 88760724]",footway,False,2198.315000000001,"LINESTRING (-74.0408065 4.7604285, -74.0408188 4.7611505, -74.0407946 4.761637, -74.0407517 4.7626714, -74.04074369999999 4.7629387, -74.04080209999999 4.7630807, -74.0407984 4.7632039, -74.04076139999999 4.7637804, -74.0407276 4.7638983, -74.0405988 4.7642017, -74.0405157 4.7644676, -74.04022329999999 4.7653684, -74.039998 4.7660607, -74.0395929 4.767223, -74.0394548 4.7676187, -74.039159 4.7684661, -74.0390371 4.7688895, -74.038912 4.7693288, -74.0386644 4.7703692, -74.0385903 4.7706534, -74.0384799 4.7710484, -74.03848259999999 4.7712168, -74.0385094 4.7713638, -74.03865690000001 4.7718529, -74.0389734 4.7728713, -74.0392416 4.7737641, -74.03962249999999 4.7749642, -74.0396889 4.7751841, -74.03978069999999 4.7754881, -74.0400168 4.7762579, -74.0401804 4.7767657, -74.0403091 4.7772148, -74.0405264 4.7776317, -74.0408161 4.7781824, -74.04123370000001 4.7790288, -74.0415376 4.7789655)",,,,,,,,
767826450,767823467,0,"[88760754, 88760724]",footway,False,2198.3150000000005,"LINESTRING (-74.0415376 4.7789655, -74.04123370000001 4.7790288, -74.0408161 4.7781824, -74.0405264 4.7776317, -74.0403091 4.7772148, -74.0401804 4.7767657, -74.0400168 4.7762579, -74.03978069999999 4.7754881, -74.0396889 4.7751841, -74.03962249999999 4.7749642, -74.0392416 4.7737641, -74.0389734 4.7728713, -74.03865690000001 4.7718529, -74.0385094 4.7713638, -74.03848259999999 4.7712168, -74.0384799 4.7710484, -74.0385903 4.7706534, -74.0386644 4.7703692, -74.038912 4.7693288, -74.0390371 4.7688895, -74.039159 4.7684661, -74.0394548 4.7676187, -74.0395929 4.767223, -74.039998 4.7660607, -74.04022329999999 4.7653684, -74.0405157 4.7644676, -74.0405988 4.7642017, -74.0407276 4.7638983, -74.04076139999999 4.7637804, -74.0407984 4.7632039, -74.04080209999999 4.7630807, -74.04074369999999 4.7629387, -74.0407517 4.7626714, -74.0407946 4.761637, -74.0408188 4.7611505, -74.0408065 4.7604285)",,,,,,,,
797208394,1790608151,0,"[167685947, 167685949]",footway,False,1601.4829999999997,"LINESTRING (-74.08488850000001 4.6964943, -74.0846712 4.6961267, -74.0846033 4.6959006, -74.0845631 4.6956627, -74.08445399999999 4.6953541, -74.0842948 4.6951094, -74.0841035 4.6948907, -74.0839113 4.6947164, -74.0836529 4.6945619, -74.0826721 4.694155, -74.0817405 4.6937867, -74.0815214 4.6936685, -74.08145349999999 4.6936172, -74.0814185 4.6935845, -74.0812023 4.6933825, -74.0810601 4.6932355, -74.0808562 4.6928853, -74.0807865 4.6926821, -74.08067389999999 4.6922517, -74.08056120000001 4.6918775, -74.0804342 4.6916668, -74.0802528 4.6914364, -74.0801857 4.6913482, -74.0801428 4.6911557, -74.0801103 4.6909946, -74.08021069999999 4.6909688, -74.08018730000001 4.6909261, -74.0800283 4.690628, -74.07983160000001 4.6902388, -74.0798522 4.6900762, -74.07991920000001 4.6898597, -74.079947 4.6897255, -74.07989070000001 4.6894983, -74.07984500000001 4.6894114, -74.07979880000001 4.6893469, -74.0797307 4.6892875, -74.07965609999999 4.689238, -74.0795672 4.6891962, -74.07946990000001 4.6891729, -74.07927909999999 4.6891534, -74.0792028 4.6891305, -74.0791287 4.6890869, -74.0790533 4.688993, -74.0790081 4.6888888, -74.0789947 4.6887351, -74.0790296 4.6886148, -74.07907779999999 4.6885159, -74.0790971 4.6884766, -74.0791047 4.6884336, -74.0791 4.6883902, -74.0790835 4.6883497, -74.0790564 4.6883154, -74.0789315 4.688164, -74.07799609999999 4.686863, -74.0778083 4.686569, -74.0773899 4.686061, -74.07724330000001 4.6859589, -74.0771226 4.6857917)",Avenida del Congreso Eucarístico,,,,,,,
797215790,1998895416,0,189246626,footway,False,163.577,"LINESTRING (-74.07493959999999 4.7217854, -74.0747819 4.7219864, -74.07474809999999 4.7220269, -74.0745723 4.7222379, -74.07448669999999 4.7223783, -74.07443960000001 4.7224556, -74.07427250000001 4.7227301, -74.0742114 4.7228306, -74.0741865 4.7228754, -74.0741709 4.7229171, -74.0741579 4.7229661, -74.0741633 4.7230151)",,,,,,,,
865188643,310815657,0,72895627,path,False,57.404,"LINESTRING (-74.04665919999999 4.7213401, -74.04717719999999 4.7213409)",,,,,,,,
865265817,2044510166,0,"[72908300, 72908263]",footway,False,363.16999999999996,"LINESTRING (-74.0442637 4.7606622, -74.0444167 4.7606654, -74.0444188 4.7606149, -74.0441897 4.760623, -74.044163 4.7606153, -74.0441606 4.7605914, -74.0441812 4.7605771, -74.04444650000001 4.7605791, -74.0456188 4.7605698, -74.0459097 4.7605825, -74.0459875 4.7605956, -74.0460329 4.7606213, -74.0460526 4.760647, -74.0460743 4.7606867, -74.04607919999999 4.7607452, -74.0460583 4.7608075, -74.0460039 4.7608559, -74.04593250000001 4.7608757, -74.0457718 4.7608509, -74.0455599 4.7608183, -74.0454764 4.7607898, -74.0454383 4.7607587, -74.0454084 4.7607276)",,yes,,,,,,
867152376,3200909059,0,"[371826755, 90044844, 602218901, 602218902, 320197947]",cycleway,False,3645.092,"LINESTRING (-74.0517849 4.7215722, -74.0516927 4.7222327, -74.0516612 4.7224207, -74.0515724 4.7229064, -74.0515067 4.7232992, -74.0514879 4.7234115, -74.0514709 4.7235133, -74.05143529999999 4.7237265, -74.0513636 4.7242249, -74.05128329999999 4.724675, -74.0511544 4.7254504, -74.0510249 4.7262749, -74.0509354 4.7267013, -74.05089270000001 4.726916, -74.05082539999999 4.7274189, -74.0508268 4.7274986, -74.05070480000001 4.7282415, -74.0504586 4.7296814, -74.0503815 4.7301323, -74.0503154 4.7305833, -74.050241 4.7310639, -74.05024950000001 4.7311468, -74.0501656 4.7312872, -74.0500404 4.7319772, -74.04998689999999 4.7322387, -74.04993640000001 4.7326212, -74.0499114 4.7328129, -74.0498821 4.7329779, -74.0498139 4.7333519, -74.0497642 4.7336381, -74.04969029999999 4.734042, -74.0496709 4.734148, -74.04965300000001 4.7342459, -74.04958600000001 4.7346174, -74.04962519999999 4.7347401, -74.0496144 4.7348245, -74.0495344 4.734963, -74.0495001 4.735182, -74.04948469999999 4.7353191, -74.0494492 4.7355666, -74.0493381 4.7362778, -74.04926399999999 4.7367523, -74.04926210000001 4.7368041, -74.04927139999999 4.7368636, -74.0492848 4.736909, -74.0493304 4.7369946, -74.0494243 4.7370962, -74.0495257 4.7371906, -74.04962810000001 4.7372859, -74.0497891 4.7374383, -74.0498757 4.7375793, -74.0499351 4.7376877, -74.0500062 4.7377724, -74.05009130000001 4.7378473, -74.0501575 4.7378906, -74.05025379999999 4.7379446, -74.0503643 4.7379842, -74.05045819999999 4.7380166, -74.0505807 4.7380503, -74.05082539999999 4.7380997, -74.05110070000001 4.7381587, -74.0519549 4.7383509, -74.05273200000001 4.7385458, -74.0528386 4.7385735, -74.05429530000001 4.7389373, -74.0543619 4.7389547, -74.05458419999999 4.7390125, -74.0546657 4.7390337, -74.0547668 4.739059, -74.05531670000001 4.7391967, -74.0560713 4.7393809, -74.057374 4.7396871, -74.05746019999999 4.7397043, -74.0583817 4.7399333, -74.0592626 4.7401482, -74.0594837 4.7402031, -74.0595446 4.7402182, -74.0596632 4.7402476, -74.0604864 4.7404693, -74.0605991 4.7404962, -74.0607129 4.7404963, -74.0608465 4.7404708, -74.0609956 4.740382, -74.06115250000001 4.7402461, -74.0612637 4.7403368, -74.06142319999999 4.7403152, -74.0614499 4.740422, -74.0615093 4.7405308, -74.061615 4.7406858, -74.0617252 4.740824, -74.06185410000001 4.7409352, -74.0625375 4.7412413, -74.0630242 4.7414565, -74.0635382 4.7416956, -74.0648358 4.7422901, -74.0649009 4.7423048, -74.0649473 4.7422975, -74.0649937 4.7422691)",,yes,,2,,,no,
