u,v,key,osmid,oneway,lanes,highway,maxspeed,length,geometry,ref,name,bridge,service,tunnel
32531491,7266860377,0,778605693,True,3,trunk_link,20,14.592,"LINESTRING (101.5553977 3.0754557, 101.5555251 3.0754879)",,,,,
33248100,33248101,0,769751581,True,3,trunk_link,20,14.75,"LINESTRING (101.5556087 3.0748042, 101.5554793 3.0747742)",,,,,
33248101,7185279087,0,765566480,True,3,trunk_link,20,47.638,"LINESTRING (101.5554793 3.0747742, 101.5550626 3.0746722)",,,,,
33345472,33345505,0,27276032,True,2,primary,20,60.526,"LINESTRING (101.5567864 3.0595871, 101.5567281 3.0590459)",MBSA 17,Persiaran Jubli Perak,,,
34009159,32531462,0,30166966,True,2,primary,20,17.98,"LINESTRING (101.5534461 3.0878535, 101.553313 3.0877614)",B9,Jalan Montfort,,,
35457805,35457828,0,26818415,True,3,trunk_link,20,65.828,"LINESTRING (101.5567505 3.075129, 101.5561846 3.0749525)",,,,,
35457828,33248100,0,777833336,True,3,trunk_link,20,66.037,"LINESTRING (101.5561846 3.0749525, 101.5556087 3.0748042)",,,,,
35457930,35457931,0,769751583,True,3,trunk_link,20,15.687,"LINESTRING (101.5549406 3.0746325, 101.5548041 3.0745961)",,,,,
35457931,5716934445,0,297010919,True,3,trunk_link,20,43.642,"LINESTRING (101.5548041 3.0745961, 101.5544233 3.0744989)",,,yes,,
38028878,7259549875,0,27276052,True,3,primary_link,20,4.356,"LINESTRING (101.5548679 3.0809991, 101.5549048 3.0809858)",,,,,
143454412,32531491,0,843253168,True,3,trunk_link,20,57.165,"LINESTRING (101.5548967 3.0753373, 101.5553977 3.0754557)",,,,,
214625795,243649737,0,601446168,True,,service,10,16.52,"LINESTRING (101.5120486 3.0845633, 101.5121643 3.0844699)",,,,,
243649737,5735569727,0,601446168,True,,service,10,11.942,"LINESTRING (101.5121643 3.0844699, 101.5122441 3.0843979)",,,,,
248497013,276683184,0,25800283,False,,secondary,20,21.508,"LINESTRING (101.5544776 3.0553449, 101.5543639 3.0555015)",3214,Jalan Batu Tiga Lama,,,
248607225,248607230,0,23043126,False,,service,10,7.552,"LINESTRING (101.5159827 3.0824049, 101.5160507 3.0824036)",,,,,
248607225,5735502278,0,23043126,False,,service,10,48.891,"LINESTRING (101.5159827 3.0824049, 101.5155439 3.0824415)",,,,,
248607225,5716394159,0,23043151,True,,service,10,11.806,"LINESTRING (101.5159827 3.0824049, 101.5160248 3.0825024)",,,,,
248607230,248607225,0,23043126,False,,service,10,7.552,"LINESTRING (101.5160507 3.0824036, 101.5159827 3.0824049)",,,,,
248607230,248607251,0,23780857,True,,service,10,44.775,"LINESTRING (101.5160507 3.0824036, 101.5160433 3.082001)",,,,,
248607246,248607225,0,23043151,True,,service,10,44.805,"LINESTRING (101.5159551 3.0820029, 101.5159827 3.0824049)",,,,,
248612823,5716394225,0,601446168,True,,service,10,11.184,"LINESTRING (101.5128626 3.0838231, 101.5129186 3.0837395)",,,,,
248612824,310834510,0,601446153,False,,service,10,13.996,"LINESTRING (101.5138705 3.0834386, 101.5137456 3.0834556)",,,,,
248612824,7053259702,0,601446154,True,,service,10,27.27,"LINESTRING (101.5138705 3.0834386, 101.5141158 3.0834265)",,,,,
248612825,5735502278,0,23043126,False,,service,10,55.878,"LINESTRING (101.5150424 3.0824834, 101.5155439 3.0824415)",,,,,
248612825,7053259697,0,23043126,False,,service,10,12.219,"LINESTRING (101.5150424 3.0824834, 101.5149325 3.082489)",,,,,
248613117,7847811228,0,23043153,True,,service,10,9.272,"LINESTRING (101.5145921 3.0834818, 101.5145398 3.0834168)",,,,,
248613117,310834542,0,755056109,False,,service,10,10.842,"LINESTRING (101.5145921 3.0834818, 101.514652 3.0835588)",,,,,
248613133,7053259698,0,23043126,False,,service,10,9.137,"LINESTRING (101.5147866 3.0825504, 101.5148561 3.0825064)",,,,,
248613133,5716394197,0,601446152,True,,service,10,18.482,"LINESTRING (101.5147866 3.0825504, 101.5146637 3.0826625)",,,,,
248613134,7053861328,0,601446153,False,,service,10,13.746,"LINESTRING (101.5132918 3.0835574, 101.513413 3.0835322)",,,,,
248613134,7053861329,0,601446153,False,,service,10,7.213,"LINESTRING (101.5132918 3.0835574, 101.5132293 3.0835751)",,,,,
248613135,248613134,0,841077746,True,,service,10,36.298,"LINESTRING (101.5133377 3.0838806, 101.5132918 3.0835574)",,,,,
248613147,4559961711,0,23043154,False,,service,10,8.73,"LINESTRING (101.5141598 3.0846614, 101.5142355 3.0846826)",,,,,
248613147,7053259706,0,23043154,False,,service,10,8.295,"LINESTRING (101.5141598 3.0846614, 101.514097 3.084621)",,,,,
248613148,4559961712,0,23043154,False,,service,10,11.752,"LINESTRING (101.5143075 3.0846833, 101.5144097 3.0846558)",,,,,
248613148,4559961711,0,23043154,False,,service,10,7.995,"LINESTRING (101.5143075 3.0846833, 101.5142355 3.0846826)",,,,,
248613149,310834543,0,23043150,False,,service,10,42.257,"LINESTRING (101.5150993 3.0839665, 101.5153802 3.0842229)",,,,,
248613149,310834542,0,23043150,False,,service,10,67.245,"LINESTRING (101.5150993 3.0839665, 101.514652 3.0835588)",,,,,
248613149,7053259705,0,23043154,False,,service,10,100.898,"LINESTRING (101.5150993 3.0839665, 101.5144671 3.0846183)",,,,,
248783844,143454412,0,23055500,True,3,trunk_link,20,23.734,"LINESTRING (101.554693 3.0752726, 101.5548967 3.0753373)",,,,,
268492807,268492803,0,30158575,True,4,primary,20,10.057,"LINESTRING (101.5548972 3.0823789, 101.5549062 3.0822889)",3214,Jalan Subang,,,
270207872,5797995817,0,30275748,True,,primary_link,20,7.183,"LINESTRING (101.5150957 3.0444502, 101.5151008 3.0443858)",,,,,
270207884,210278255,0,845420487,True,,secondary,20,37.109,"LINESTRING (101.5151464 3.0441472, 101.5148754 3.0439519)",,,,,
276683184,248497013,0,25800283,False,,secondary,20,21.508,"LINESTRING (101.5543639 3.0555015, 101.5544776 3.0553449)",3214,Jalan Batu Tiga Lama,,,
276683184,7656453615,0,760120877,True,,secondary,20,11.062,"LINESTRING (101.5543639 3.0555015, 101.5543842 3.0555989)",3214,Jalan Batu Tiga Lama,,,
280164801,5772630869,0,27276030,True,,primary,20,9.952,"LINESTRING (101.5546923 3.0557141, 101.5546171 3.0556654)",MBSA 17,Persiaran Jubli Perak,,,
280164817,7185279090,0,27276045,True,3,primary,20,69.317,"LINESTRING (101.555918 3.071555, 101.5559714 3.0709339)",3214,Persiaran Jubli Perak,,,
297595927,297595928,0,380527525,False,,tertiary,30,129.874,"LINESTRING (101.4958098 3.0748003, 101.4952973 3.0737504)",,Jalan Baiduri Bulan 7/28,,,
297595927,5752855736,0,380527525,False,,tertiary,30,48.988,"LINESTRING (101.4958098 3.0748003, 101.4959289 3.0752245)",,Jalan Baiduri Bulan 7/28,,,
297595928,297595929,0,380527525,False,,tertiary,30,20.891,"LINESTRING (101.4952973 3.0737504, 101.4951859 3.073599)",,Jalan Baiduri Bulan 7/28,,,
297595928,297595927,0,380527525,False,,tertiary,30,129.874,"LINESTRING (101.4952973 3.0737504, 101.4958098 3.0748003)",,Jalan Baiduri Bulan 7/28,,,
297595929,5755098275,0,380527525,False,,tertiary,30,20.086,"LINESTRING (101.4951859 3.073599, 101.4950506 3.0734791)",,Jalan Baiduri Bulan 7/28,,,
297595929,297595928,0,380527525,False,,tertiary,30,20.891,"LINESTRING (101.4951859 3.073599, 101.4952973 3.0737504)",,Jalan Baiduri Bulan 7/28,,,
297595946,297595989,0,380527525,False,,tertiary,30,33.82,"LINESTRING (101.4949074 3.0733796, 101.4946227 3.0732715)",,Jalan Baiduri Bulan 7/28,,,
297595946,5755098275,0,380527525,False,,tertiary,30,19.371,"LINESTRING (101.4949074 3.0733796, 101.4950506 3.0734791)",,Jalan Baiduri Bulan 7/28,,,
297595989,297595996,0,380527525,False,,tertiary,30,26.006,"LINESTRING (101.4946227 3.0732715, 101.4943885 3.0732744)",,Jalan Baiduri Bulan 7/28,,,
297595989,297595946,0,380527525,False,,tertiary,30,33.82,"LINESTRING (101.4946227 3.0732715, 101.4949074 3.0733796)",,Jalan Baiduri Bulan 7/28,,,
297595996,297596049,0,380527525,False,,tertiary,30,35.839,"LINESTRING (101.4943885 3.0732744, 101.4940754 3.0733527)",,Jalan Baiduri Bulan 7/28,,,
297595996,297595989,0,380527525,False,,tertiary,30,26.006,"LINESTRING (101.4943885 3.0732744, 101.4946227 3.0732715)",,Jalan Baiduri Bulan 7/28,,,
297596049,5566089959,0,380527525,False,,tertiary,30,29.451,"LINESTRING (101.4940754 3.0733527, 101.4938405 3.0734757)",,Jalan Baiduri Bulan 7/28,,,
297596049,297595996,0,380527525,False,,tertiary,30,35.839,"LINESTRING (101.4940754 3.0733527, 101.4943885 3.0732744)",,Jalan Baiduri Bulan 7/28,,,
297596132,5566089959,0,380527525,False,,tertiary,30,126.412,"LINESTRING (101.4928222 3.0739841, 101.4938405 3.0734757)",,Jalan Baiduri Bulan 7/28,,,
297596168,297596174,0,27124500,False,,residential,20,32.254,"LINESTRING (101.4948691 3.0725253, 101.4945791 3.0725085)",,Jalan Paladium 7/33,,,
297596174,297596179,0,27124500,False,,residential,20,54.021,"LINESTRING (101.4945791 3.0725085, 101.4941007 3.0725969)",,Jalan Paladium 7/33,,,
297596174,297596168,0,27124500,False,,residential,20,32.254,"LINESTRING (101.4945791 3.0725085, 101.4948691 3.0725253)",,Jalan Paladium 7/33,,,
297596179,5456200491,0,27124500,False,,residential,20,19.541,"LINESTRING (101.4941007 3.0725969, 101.4939319 3.0726466)",,Jalan Paladium 7/33,,,
297596179,297596174,0,27124500,False,,residential,20,54.021,"LINESTRING (101.4941007 3.0725969, 101.4945791 3.0725085)",,Jalan Paladium 7/33,,,
297596202,297596288,0,27124500,False,,residential,20,38.573,"LINESTRING (101.4937932 3.0726874, 101.4934857 3.0728488)",,Jalan Paladium 7/33,,,
297596202,5456200491,0,27124500,False,,residential,20,16.055,"LINESTRING (101.4937932 3.0726874, 101.4939319 3.0726466)",,Jalan Paladium 7/33,,,
297596213,297596403,0,27124500,False,,residential,20,83.721,"LINESTRING (101.4925711 3.0733685, 101.4932255 3.0729945)",,Jalan Paladium 7/33,,,
297596288,5456200510,0,27124500,False,,residential,20,3.486,"LINESTRING (101.4934857 3.0728488, 101.4934583 3.0728641)",,Jalan Paladium 7/33,,,
297596288,297596202,0,27124500,False,,residential,20,38.573,"LINESTRING (101.4934857 3.0728488, 101.4937932 3.0726874)",,Jalan Paladium 7/33,,,
297596307,297596388,0,27124502,False,,residential,20,116.904,"LINESTRING (101.493742 3.0733015, 101.4928116 3.0737936)",,Jalan Paladium Satu 7/33A,,,
297596307,297596381,0,27124502,False,,residential,20,29.26,"LINESTRING (101.493742 3.0733015, 101.4939864 3.0732031)",,Jalan Paladium Satu 7/33A,,,
297596344,297596361,0,27124502,False,,residential,20,22.425,"LINESTRING (101.4944673 3.0731047, 101.4942663 3.0731244)",,Jalan Paladium Satu 7/33A,,,
297596361,297596381,0,27124502,False,,residential,20,32.287,"LINESTRING (101.4942663 3.0731244, 101.4939864 3.0732031)",,Jalan Paladium Satu 7/33A,,,
297596361,297596344,0,27124502,False,,residential,20,22.425,"LINESTRING (101.4942663 3.0731244, 101.4944673 3.0731047)",,Jalan Paladium Satu 7/33A,,,
297596381,297596307,0,27124502,False,,residential,20,29.26,"LINESTRING (101.4939864 3.0732031, 101.493742 3.0733015)",,Jalan Paladium Satu 7/33A,,,
297596381,297596361,0,27124502,False,,residential,20,32.287,"LINESTRING (101.4939864 3.0732031, 101.4942663 3.0731244)",,Jalan Paladium Satu 7/33A,,,
297596388,297596307,0,27124502,False,,residential,20,116.904,"LINESTRING (101.4928116 3.0737936, 101.493742 3.0733015)",,Jalan Paladium Satu 7/33A,,,
297596403,297596213,0,27124500,False,,residential,20,83.721,"LINESTRING (101.4932255 3.0729945, 101.4925711 3.0733685)",,Jalan Paladium 7/33,,,
297596403,5456200510,0,27124500,False,,residential,20,29.638,"LINESTRING (101.4932255 3.0729945, 101.4934583 3.0728641)",,Jalan Paladium 7/33,,,
305357953,5752855736,0,380527525,False,,tertiary,30,30.205,"LINESTRING (101.4960018 3.0754862, 101.4959289 3.0752245)",,Jalan Baiduri Bulan 7/28,,,
305357953,5755098282,0,380527525,False,,tertiary,30,4.239,"LINESTRING (101.4960018 3.0754862, 101.4960276 3.0755143)",,Jalan Baiduri Bulan 7/28,,,
305357956,305357958,0,380527525,False,,tertiary,30,9.598,"LINESTRING (101.49615 3.0755513, 101.4960654 3.0755336)",,Jalan Baiduri Bulan 7/28,,,
305357956,5752855737,0,380527525,False,,tertiary,30,8.209,"LINESTRING (101.49615 3.0755513, 101.4962238 3.0755469)",,Jalan Baiduri Bulan 7/28,,,
305357958,5755098282,0,380527525,False,,tertiary,30,4.714,"LINESTRING (101.4960654 3.0755336, 101.4960276 3.0755143)",,Jalan Baiduri Bulan 7/28,,,
305357958,305357956,0,380527525,False,,tertiary,30,9.598,"LINESTRING (101.4960654 3.0755336, 101.49615 3.0755513)",,Jalan Baiduri Bulan 7/28,,,
305357959,5752855737,0,380527525,False,,tertiary,30,62.179,"LINESTRING (101.4967548 3.0753693, 101.4962238 3.0755469)",,Jalan Baiduri Bulan 7/28,,,
308274625,2102378679,0,28075316,False,,residential,20,13.17,"LINESTRING (101.4943191 3.0747924, 101.4942121 3.0748435)",,Jalan Gelana 7/24,,,
308274625,308274701,0,28075316,False,,residential,20,27.914,"LINESTRING (101.4943191 3.0747924, 101.4945705 3.0747921)",,Jalan Gelana 7/24,,,
308274631,2102378679,0,28075316,False,,residential,20,91.333,"LINESTRING (101.4934699 3.0751976, 101.4942121 3.0748435)",,Jalan Gelana 7/24,,,
308274631,7806480629,0,28075317,False,2,residential,20,26.74,"LINESTRING (101.4934699 3.0751976, 101.4935858 3.0754084)",,Jalan Nikel 7/26,,,
308274631,2102378671,0,28075317,False,2,residential,20,59.282,"LINESTRING (101.4934699 3.0751976, 101.4932118 3.0747309)",,Jalan Nikel 7/26,,,
308274638,7688277411,0,28075317,False,2,residential,20,8.668,"LINESTRING (101.493981 3.0760433, 101.4939174 3.0759981)",,Jalan Nikel 7/26,,,
308274638,7688277412,0,28075373,False,2,residential,20,8.731,"LINESTRING (101.493981 3.0760433, 101.4940596 3.0760409)",,Jalan Timah 7/25,,,
308274652,308274662,0,28075316,False,,residential,20,40.401,"LINESTRING (101.4952541 3.0755242, 101.4951206 3.0751862)",,Jalan Gelana 7/24,,,
308274652,2102378694,0,28075316,False,,residential,20,54.944,"LINESTRING (101.4952541 3.0755242, 101.4954212 3.0759893)",,Jalan Gelana 7/24,,,
308274652,2102378662,0,28075373,False,2,residential,20,73.189,"LINESTRING (101.4952541 3.0755242, 101.4946499 3.0757873)",,Jalan Timah 7/25,,,
308274662,308274668,0,28075316,False,,residential,20,33.532,"LINESTRING (101.4951206 3.0751862, 101.4949419 3.0749431)",,Jalan Gelana 7/24,,,
308274662,308274652,0,28075316,False,,residential,20,40.401,"LINESTRING (101.4951206 3.0751862, 101.4952541 3.0755242)",,Jalan Gelana 7/24,,,
308274668,2102378678,0,28075316,False,,residential,20,15.722,"LINESTRING (101.4949419 3.0749431, 101.494824 3.0748648)",,Jalan Gelana 7/24,,,
308274668,308274662,0,28075316,False,,residential,20,33.532,"LINESTRING (101.4949419 3.0749431, 101.4951206 3.0751862)",,Jalan Gelana 7/24,,,
308274701,308274625,0,28075316,False,,residential,20,27.914,"LINESTRING (101.4945705 3.0747921, 101.4943191 3.0747924)",,Jalan Gelana 7/24,,,
308274701,2102378678,0,28075316,False,,residential,20,29.285,"LINESTRING (101.4945705 3.0747921, 101.494824 3.0748648)",,Jalan Gelana 7/24,,,
308274751,2102378694,0,28075316,False,,residential,20,22.146,"LINESTRING (101.4954841 3.0761783, 101.4954212 3.0759893)",,Jalan Gelana 7/24,,,
310834330,310834507,0,481800358,False,,service,10,50.661,"LINESTRING (101.5163164 3.0851195, 101.5162893 3.0846647)",,Jalan Takbir 5/1,,,
310834330,5716394174,0,481800358,False,,service,10,34.785,"LINESTRING (101.5163164 3.0851195, 101.5163729 3.0854272)",,Jalan Takbir 5/1,,,
310834409,310834495,0,28306277,False,,service,10,26.177,"LINESTRING (101.5164527 3.0857275, 101.5162764 3.0858838)",,,,parking_aisle,
310834409,5716394174,0,481800358,False,,service,10,34.547,"LINESTRING (101.5164527 3.0857275, 101.5163729 3.0854272)",,Jalan Takbir 5/1,,,
310834409,5716394173,0,601446155,False,,service,10,63.33,"LINESTRING (101.5164527 3.0857275, 101.5167088 3.0862364)",,Jalan Takbir 5/1,,,
310834457,310834495,0,28306277,False,,service,10,22.286,"LINESTRING (101.5160855 3.0859457, 101.5162764 3.0858838)",,,,parking_aisle,
310834457,310834560,0,28306277,False,,service,10,10.17,"LINESTRING (101.5160855 3.0859457, 101.5159955 3.0859287)",,,,parking_aisle,
310834495,310834409,0,28306277,False,,service,10,26.177,"LINESTRING (101.5162764 3.0858838, 101.5164527 3.0857275)",,,,parking_aisle,
310834495,310834457,0,28306277,False,,service,10,22.286,"LINESTRING (101.5162764 3.0858838, 101.5160855 3.0859457)",,,,parking_aisle,
310834495,5716394155,0,28306278,False,,service,10,5.132,"LINESTRING (101.5162764 3.0858838, 101.5162548 3.085843)",,,,parking_aisle,
310834496,310834497,0,28306278,False,,service,10,70.901,"LINESTRING (101.5162407 3.0858029, 101.516185 3.0851677)",,,,parking_aisle,
310834496,5716394155,0,28306278,False,,service,10,4.726,"LINESTRING (101.5162407 3.0858029, 101.5162548 3.085843)",,,,parking_aisle,
310834497,5716394156,0,28306278,False,,service,10,3.898,"LINESTRING (101.516185 3.0851677, 101.5161677 3.0851372)",,,,parking_aisle,
310834497,310834496,0,28306278,False,,service,10,70.901,"LINESTRING (101.516185 3.0851677, 101.5162407 3.0858029)",,,,parking_aisle,
310834500,5716394144,0,28306277,False,,service,10,22.047,"LINESTRING (101.5152838 3.0843306, 101.5151519 3.0844788)",,,,parking_aisle,
310834500,310834543,0,28306277,False,,service,10,16.062,"LINESTRING (101.5152838 3.0843306, 101.5153802 3.0842229)",,,,parking_aisle,
310834500,5716394156,0,28306278,False,,service,10,132.952,"LINESTRING (101.5152838 3.0843306, 101.5161677 3.0851372)",,,,parking_aisle,
310834507,310834508,0,23043150,False,,service,10,44.22,"LINESTRING (101.5162893 3.0846647, 101.5158912 3.0846535)",,,,,
310834507,5716394168,0,481800358,False,,service,10,64.855,"LINESTRING (101.5162893 3.0846647, 101.5162347 3.084084)",,Jalan Takbir 5/1,,,
310834507,310834330,0,481800358,False,,service,10,50.661,"LINESTRING (101.5162893 3.0846647, 101.5163164 3.0851195)",,Jalan Takbir 5/1,,,
310834508,310834507,0,23043150,False,,service,10,44.22,"LINESTRING (101.5158912 3.0846535, 101.5162893 3.0846647)",,,,,
310834508,5716394157,0,23043150,False,,service,10,5.46,"LINESTRING (101.5158912 3.0846535, 101.5158451 3.0846364)",,,,,
310834509,5716394157,0,23043150,False,,service,10,5.341,"LINESTRING (101.5158066 3.0846076, 101.5158451 3.0846364)",,,,,
310834509,7053259704,0,23043150,False,,service,10,6.346,"LINESTRING (101.5158066 3.0846076, 101.5157613 3.0845728)",,,,,
310834510,248612824,0,601446153,False,,service,10,13.996,"LINESTRING (101.5137456 3.0834556, 101.5138705 3.0834386)",,,,,
310834510,7053259703,0,601446153,False,,service,10,13.12,"LINESTRING (101.5137456 3.0834556, 101.5136303 3.0834814)",,,,,
310834510,310834511,0,755060540,True,,service,10,15.046,"LINESTRING (101.5137456 3.0834556, 101.5137996 3.0835797)",,,,parking_aisle,
310834511,5716394199,0,28306279,True,,service,10,6.617,"LINESTRING (101.5137996 3.0835797, 101.5138409 3.0836226)",,,,parking_aisle,building_passage
310834525,310834537,0,28306279,True,,service,10,60.572,"LINESTRING (101.5138886 3.0836385, 101.5144336 3.0836145)",,,,parking_aisle,building_passage
310834537,310834540,0,28306279,True,,service,10,8.569,"LINESTRING (101.5144336 3.0836145, 101.5145092 3.083599)",,,,parking_aisle,building_passage
310834540,7053406874,0,28306279,True,,service,10,8.069,"LINESTRING (101.5145092 3.083599, 101.5145798 3.0835818)",,,,parking_aisle,building_passage
310834542,248613149,0,23043150,False,,service,10,67.245,"LINESTRING (101.514652 3.0835588, 101.5150993 3.0839665)",,,,,
310834542,248613117,0,755056109,False,,service,10,10.842,"LINESTRING (101.514652 3.0835588, 101.5145921 3.0834818)",,,,,
310834543,7053373687,0,23043150,False,,service,10,14.044,"LINESTRING (101.5153802 3.0842229, 101.5154733 3.0843084)",,,,,
310834543,248613149,0,23043150,False,,service,10,42.257,"LINESTRING (101.5153802 3.0842229, 101.5150993 3.0839665)",,,,,
310834543,310834500,0,28306277,False,,service,10,16.062,"LINESTRING (101.5153802 3.0842229, 101.5152838 3.0843306)",,,,parking_aisle,
310834544,310834545,0,28306277,False,,service,10,12.534,"LINESTRING (101.5148835 3.0847805, 101.5148116 3.0848674)",,,,parking_aisle,
310834544,5716394149,0,28306277,False,,service,10,24.022,"LINESTRING (101.5148835 3.0847805, 101.5150272 3.084619)",,,,parking_aisle,
310834545,5716394153,0,28306277,False,,service,10,4.471,"LINESTRING (101.5148116 3.0848674, 101.5147947 3.0849039)",,,,parking_aisle,
310834545,310834544,0,28306277,False,,service,10,12.534,"LINESTRING (101.5148116 3.0848674, 101.5148835 3.0847805)",,,,parking_aisle,
310834547,5716394154,0,28306277,False,,service,10,3.36,"LINESTRING (101.5147931 3.0849324, 101.5148001 3.0849618)",,,,parking_aisle,
310834547,5716394153,0,28306277,False,,service,10,3.174,"LINESTRING (101.5147931 3.0849324, 101.5147947 3.0849039)",,,,parking_aisle,
310834548,310834549,0,28306277,False,,service,10,154.956,"LINESTRING (101.5148172 3.0849862, 101.5158848 3.0858837)",,,,parking_aisle,
310834548,5716394154,0,28306277,False,,service,10,3.312,"LINESTRING (101.5148172 3.0849862, 101.5148001 3.0849618)",,,,parking_aisle,
310834549,310834554,0,28306277,False,,service,10,6.55,"LINESTRING (101.5158848 3.0858837, 101.5159358 3.0859133)",,,,parking_aisle,
310834549,310834548,0,28306277,False,,service,10,154.956,"LINESTRING (101.5158848 3.0858837, 101.5148172 3.0849862)",,,,parking_aisle,
310834554,310834560,0,28306277,False,,service,10,6.846,"LINESTRING (101.5159358 3.0859133, 101.5159955 3.0859287)",,,,parking_aisle,
310834554,310834549,0,28306277,False,,service,10,6.55,"LINESTRING (101.5159358 3.0859133, 101.5158848 3.0858837)",,,,parking_aisle,
310834560,310834457,0,28306277,False,,service,10,10.17,"LINESTRING (101.5159955 3.0859287, 101.5160855 3.0859457)",,,,parking_aisle,
310834560,310834554,0,28306277,False,,service,10,6.846,"LINESTRING (101.5159955 3.0859287, 101.5159358 3.0859133)",,,,parking_aisle,
310834568,5716394167,0,481800358,False,,service,10,7.839,"LINESTRING (101.5162147 3.0839803, 101.5161891 3.0839146)",,Jalan Takbir 5/1,,,
310834568,5716394168,0,481800358,False,,service,10,11.743,"LINESTRING (101.5162147 3.0839803, 101.5162347 3.084084)",,Jalan Takbir 5/1,,,
310834577,5716394166,0,481800358,False,,service,10,59.126,"LINESTRING (101.516152 3.083855, 101.515766 3.0834887)",,Jalan Takbir 5/1,,,
310834577,5716394167,0,481800358,False,,service,10,7.803,"LINESTRING (101.516152 3.083855, 101.5161891 3.0839146)",,Jalan Takbir 5/1,,,
310834578,248612823,0,601446168,True,,service,10,31.942,"LINESTRING (101.5126416 3.084007, 101.5128626 3.0838231)",,,,,
1712667778,3178332268,0,311525703,False,,tertiary,30,14.379,"LINESTRING (101.4944459 3.0661573, 101.4943466 3.0662403)",,Jalan Sarjana 1/2,,,
1712667778,5565580067,0,311525703,False,,tertiary,30,9.889,"LINESTRING (101.4944459 3.0661573, 101.4945109 3.0660965)",,Jalan Sarjana 1/2,,,
1712667805,3178402472,0,311525703,False,,tertiary,30,26.41,"LINESTRING (101.4952717 3.064629, 101.4951576 3.0648374)",,Jalan Sarjana 1/2,,,
1712667805,5753017478,0,311525703,False,,tertiary,30,24.721,"LINESTRING (101.4952717 3.064629, 101.495379 3.0644342)",,Jalan Sarjana 1/2,,,
1712667807,3171974974,0,311525703,False,,tertiary,30,26.99,"LINESTRING (101.4927666 3.0662369, 101.4926382 3.066443)",,Jalan Sarjana 1/2,,,
1712667807,3171974972,0,311525703,False,,tertiary,30,7.462,"LINESTRING (101.4927666 3.0662369, 101.4928159 3.0661913)",,Jalan Sarjana 1/2,,,
1712667808,3171974979,0,311525703,False,,tertiary,30,18.462,"LINESTRING (101.4928018 3.0672881, 101.492748 3.067131)",,Jalan Sarjana 1/2,,,
1712672096,3774974886,0,311525772,False,,tertiary,30,36.603,"LINESTRING (101.4930483 3.0678846, 101.4931537 3.0681965)",,Jalan Ilmu 1/1,,,
1712675290,1712680675,0,311525772,False,,tertiary,30,29.292,"LINESTRING (101.4968535 3.0706023, 101.4970581 3.0707686)",,Jalan Ilmu 1/1,,,
1712675290,1712723931,0,311525772,False,,tertiary,30,40.061,"LINESTRING (101.4968535 3.0706023, 101.4965361 3.070431)",,Jalan Ilmu 1/1,,,
1712680596,3178274091,0,311525772,False,,tertiary,30,13.799,"LINESTRING (101.5019218 3.0711098, 101.5018045 3.0710688)",,Jalan Ilmu 1/1,,,
1712680596,3178458261,0,312032019,False,,residential,30,17.354,"LINESTRING (101.5019218 3.0711098, 101.5019613 3.0709588)",,Jalan Cendekiawan 1/15,,,
1712680644,3171967847,0,311525772,False,,tertiary,30,13.927,"LINESTRING (101.4992513 3.0728399, 101.4993761 3.0728274)",,Jalan Ilmu 1/1,,,
1712680644,3171967855,0,311525772,False,,tertiary,30,18.932,"LINESTRING (101.4992513 3.0728399, 101.4990838 3.0728081)",,Jalan Ilmu 1/1,,,
1712680675,3171967858,0,311525772,False,,tertiary,30,32.773,"LINESTRING (101.4970581 3.0707686, 101.4972196 3.0710153)",,Jalan Ilmu 1/1,,,
1712680675,1712675290,0,311525772,False,,tertiary,30,29.292,"LINESTRING (101.4970581 3.0707686, 101.4968535 3.0706023)",,Jalan Ilmu 1/1,,,
1712684697,3171967843,0,311525772,False,,tertiary,30,16.628,"LINESTRING (101.4982073 3.0727767, 101.4983528 3.0727413)",,Jalan Ilmu 1/1,,,
1712684697,3171967849,0,311525772,False,,tertiary,30,23.243,"LINESTRING (101.4982073 3.0727767, 101.4980026 3.0728204)",,Jalan Ilmu 1/1,,,
1712723931,1712675290,0,311525772,False,,tertiary,30,40.061,"LINESTRING (101.4965361 3.070431, 101.4968535 3.0706023)",,Jalan Ilmu 1/1,,,
1712723931,1712813966,0,311525772,False,,tertiary,30,110.719,"LINESTRING (101.4965361 3.070431, 101.4956588 3.0699577)",,Jalan Ilmu 1/1,,,
1712723940,1982369108,0,159174737,False,,residential,30,47.75,"LINESTRING (101.4976932 3.0695651, 101.4980795 3.0697538)",,Jalan Tonggek,,,
1712723940,1712738005,0,159174737,False,,residential,30,35.024,"LINESTRING (101.4976932 3.0695651, 101.4974181 3.069411)",,Jalan Tonggek,,,
1712738005,1712723940,0,159174737,False,,residential,30,35.024,"LINESTRING (101.4974181 3.069411, 101.4976932 3.0695651)",,Jalan Tonggek,,,
1712738005,5655250630,0,159174737,False,,residential,30,7.539,"LINESTRING (101.4974181 3.069411, 101.4973614 3.0693737)",,Jalan Tonggek,,,
1712738052,1712738064,0,159174737,False,,residential,30,29.68,"LINESTRING (101.4997993 3.0704499, 101.500065 3.0704791)",,Jalan Tonggek,,,
1712738052,1712782521,0,159174737,False,,residential,30,24.34,"LINESTRING (101.4997993 3.0704499, 101.4995886 3.0703895)",,Jalan Tonggek,,,
