u,v,key,osmid,oneway,name,highway,length,geometry,tunnel,bridge,service,maxspeed,lanes,ref
5267845048,4897863793,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,214.918,"LINESTRING (101.4872328 3.0628484, 101.4873438 3.0628817, 101.4888338 3.0633864, 101.4890663 3.0634675)",,,,,,
5267845067,5267845047,0,545001715,False,,cycleway,5.379,"LINESTRING (101.4872382 3.0629663, 101.4872117 3.0629258)",,,,,,
5359376997,5359376998,0,555494599,True,,cycleway,120.503,"LINESTRING (101.5769687 3.0824734, 101.5780532 3.0824323)",,,,,,
5359376997,5359377008,0,"[498140285, 498140286, 498140287]",True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,472.8589999999999,"LINESTRING (101.5769687 3.0824734, 101.5773596 3.0824971, 101.577729 3.0825183, 101.5780073 3.082552, 101.5782576 3.0825751, 101.5784974 3.0826198, 101.5786844 3.0826888, 101.5788186 3.0827537, 101.5789202 3.0828431, 101.5790341 3.0829567, 101.5791089 3.0830594, 101.5791642 3.0831353, 101.5793715 3.0833952, 101.5794203 3.0834479, 101.5795178 3.0835372, 101.5797171 3.0836469, 101.5798837 3.0836915, 101.5799772 3.0836956, 101.5801155 3.0836834, 101.5802659 3.0836347, 101.580396 3.0835778, 101.5807289 3.0833831)",yes,,,,,
5359377008,4896261358,0,498140287,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,274.249,"LINESTRING (101.5807289 3.0833831, 101.5807985 3.0833424, 101.5810749 3.0832084, 101.5812904 3.0831475, 101.5815668 3.0831272, 101.5818189 3.0831678, 101.5820059 3.0832328, 101.5822783 3.0833627, 101.5825588 3.0835088, 101.5829918 3.0837766)",,,,,,
5359377063,4896261350,0,498140291,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,139.633,"LINESTRING (101.5873368 3.0854589, 101.587605 3.0854401, 101.5884222 3.0853914, 101.5885922 3.0853959)",,,,,,
5433512921,5433531062,0,563882497,False,,cycleway,35.01,"LINESTRING (101.4926823 3.0882821, 101.4926823 3.0883351, 101.4926611 3.0883952, 101.4925337 3.0885471)",,,,,,
5433531062,5433512921,0,563882497,False,,cycleway,35.01,"LINESTRING (101.4925337 3.0885471, 101.4926611 3.0883952, 101.4926823 3.0883351, 101.4926823 3.0882821)",,,,,,
5735501514,5735502228,0,"[604456552, 604456549]",False,,cycleway,215.58300000000003,"LINESTRING (101.5154355 3.0768892, 101.5154891 3.0769221, 101.5155508 3.0769275, 101.5155829 3.0769054, 101.5156044 3.07689, 101.5156326 3.076888, 101.5161938 3.0773319, 101.5164037 3.0775314, 101.516578 3.0776881, 101.5165941 3.0777725, 101.5165606 3.0779841, 101.5165456 3.0781654)",,,,,,
5735502228,5735501514,0,"[604456552, 604456549]",False,,cycleway,215.58300000000003,"LINESTRING (101.5165456 3.0781654, 101.5165606 3.0779841, 101.5165941 3.0777725, 101.516578 3.0776881, 101.5164037 3.0775314, 101.5161938 3.0773319, 101.5156326 3.076888, 101.5156044 3.07689, 101.5155829 3.0769054, 101.5155508 3.0769275, 101.5154891 3.0769221, 101.5154355 3.0768892)",,,,,,
5735502228,5735502237,0,"[604456549, 604456550]",False,,cycleway,97.349,"LINESTRING (101.5165456 3.0781654, 101.5165418 3.0782104, 101.5164895 3.0784608, 101.5164144 3.0785894, 101.5162857 3.0786804, 101.5160389 3.0787862)",,,,,,
5735502228,5735502237,1,604456551,False,,cycleway,127.585,"LINESTRING (101.5165456 3.0781654, 101.5163903 3.078126, 101.5163004 3.0781113, 101.5162374 3.0780992, 101.5161891 3.0781193, 101.5159947 3.0783832, 101.5159142 3.0785211, 101.5160389 3.0787862)",,,,,,
5735502237,5735502228,0,"[604456549, 604456550]",False,,cycleway,97.349,"LINESTRING (101.5160389 3.0787862, 101.5162857 3.0786804, 101.5164144 3.0785894, 101.5164895 3.0784608, 101.5165418 3.0782104, 101.5165456 3.0781654)",,,,,,
5735502237,5735502228,1,604456551,False,,cycleway,127.585,"LINESTRING (101.5160389 3.0787862, 101.5159142 3.0785211, 101.5159947 3.0783832, 101.5161891 3.0781193, 101.5162374 3.0780992, 101.5163004 3.0781113, 101.5163903 3.078126, 101.5165456 3.0781654)",,,,,,
5735502237,5735502244,0,604456550,False,,cycleway,119.877,"LINESTRING (101.5160389 3.0787862, 101.5156795 3.0789362, 101.5152906 3.0790996, 101.5152745 3.0791331, 101.5152758 3.0791786, 101.515294 3.079216, 101.5153341 3.0793121, 101.5153569 3.0793443)",,,,,,
5735502244,5735502237,0,604456550,False,,cycleway,119.87700000000001,"LINESTRING (101.5153569 3.0793443, 101.5153341 3.0793121, 101.515294 3.079216, 101.5152758 3.0791786, 101.5152745 3.0791331, 101.5152906 3.0790996, 101.5156795 3.0789362, 101.5160389 3.0787862)",,,,,,
5735502244,5735589238,0,612940713,False,,pedestrian,948.6980000000001,"LINESTRING (101.5153569 3.0793443, 101.5155776 3.0792509, 101.5161408 3.0789978, 101.5165848 3.0788037, 101.5167014 3.0787528, 101.5168134 3.0787461, 101.5169589 3.0787568, 101.5172178 3.0787862, 101.5178159 3.0789215, 101.5179688 3.0789242, 101.5181404 3.0788706, 101.5183201 3.0788304, 101.5184918 3.0788867, 101.5190604 3.079117, 101.5194642 3.0793451, 101.5197411 3.0795296, 101.5204651 3.0802749, 101.5205987 3.0803968, 101.5209734 3.0807452, 101.5210163 3.0807844, 101.5210995 3.0809444, 101.5211996 3.0810075, 101.5215093 3.081332, 101.521574 3.0814228, 101.5216387 3.0814874, 101.5216664 3.0815505, 101.5217034 3.0816028, 101.5217635 3.081652, 101.5223489 3.0821766, 101.5223546 3.0822266, 101.5223756 3.0822667)",,,,,,
5735502244,5735569727,0,612940713,False,,pedestrian,876.7539999999999,"LINESTRING (101.5153569 3.0793443, 101.5150773 3.0794625, 101.5149613 3.0795429, 101.5148386 3.0796065, 101.5143815 3.0798361, 101.5142948 3.0798797, 101.5141869 3.0799339, 101.5139052 3.0800839, 101.5137041 3.0802071, 101.5134151 3.0804166, 101.5132561 3.0805312, 101.5130679 3.0807105, 101.5128458 3.0809222, 101.5124702 3.0813534, 101.5122423 3.0816213, 101.5120465 3.0818034, 101.5118694 3.0819561, 101.511679 3.0821007, 101.5116093 3.082098, 101.5113471 3.0823597, 101.5113223 3.0823858, 101.5113089 3.0824133, 101.511298 3.082455, 101.5109078 3.0828357, 101.5108677 3.0828735, 101.5108476 3.0829292, 101.5108699 3.0829804, 101.5109346 3.0830516, 101.5121135 3.0842366, 101.5121968 3.0843423, 101.5122441 3.0843979)",,,,,,
5898369768,6027464991,0,604456555,False,,cycleway,493.31000000000006,"LINESTRING (101.5108294 3.0802012, 101.5114366 3.0807874, 101.5118828 3.0812182, 101.5119217 3.0812409, 101.5120304 3.0812342, 101.5121578 3.0811271, 101.5129772 3.0803035, 101.5131649 3.0802058, 101.5132414 3.0801415, 101.513342 3.0800143, 101.5134211 3.0799446, 101.5136303 3.079796, 101.5141858 3.0794433)",,,,,,
6027464991,6027464991,0,604456555,False,,cycleway,133.62,"LINESTRING (101.5141858 3.0794433, 101.5142526 3.0794009, 101.514333 3.079338, 101.5143719 3.0791317, 101.5143518 3.0790514, 101.5142781 3.0789202, 101.5142418 3.0789202, 101.514211 3.0789416, 101.5142177 3.0791251, 101.5141976 3.0792496, 101.5141858 3.0794433)",,,,,,
6027464991,6027464991,1,604456555,False,,cycleway,133.62,"LINESTRING (101.5141858 3.0794433, 101.5141976 3.0792496, 101.5142177 3.0791251, 101.514211 3.0789416, 101.5142418 3.0789202, 101.5142781 3.0789202, 101.5143518 3.0790514, 101.5143719 3.0791317, 101.514333 3.079338, 101.5142526 3.0794009, 101.5141858 3.0794433)",,,,,,
6027464991,5898369768,0,604456555,False,,cycleway,493.31,"LINESTRING (101.5141858 3.0794433, 101.5136303 3.079796, 101.5134211 3.0799446, 101.513342 3.0800143, 101.5132414 3.0801415, 101.5131649 3.0802058, 101.5129772 3.0803035, 101.5121578 3.0811271, 101.5120304 3.0812342, 101.5119217 3.0812409, 101.5118828 3.0812182, 101.5114366 3.0807874, 101.5108294 3.0802012)",,,,,,
7185199782,2688375579,0,"[769751587, 405978140]",False,,cycleway,56.003,"LINESTRING (101.55651 3.0624312, 101.5565503 3.0624324, 101.5566014 3.0620136, 101.5566429 3.0620116)",,,,,,
5735569727,5735502244,0,612940713,False,,pedestrian,876.7539999999998,"LINESTRING (101.5122441 3.0843979, 101.5121968 3.0843423, 101.5121135 3.0842366, 101.5109346 3.0830516, 101.5108699 3.0829804, 101.5108476 3.0829292, 101.5108677 3.0828735, 101.5109078 3.0828357, 101.511298 3.082455, 101.5113089 3.0824133, 101.5113223 3.0823858, 101.5113471 3.0823597, 101.5116093 3.082098, 101.511679 3.0821007, 101.5118694 3.0819561, 101.5120465 3.0818034, 101.5122423 3.0816213, 101.5124702 3.0813534, 101.5128458 3.0809222, 101.5130679 3.0807105, 101.5132561 3.0805312, 101.5134151 3.0804166, 101.5137041 3.0802071, 101.5139052 3.0800839, 101.5141869 3.0799339, 101.5142948 3.0798797, 101.5143815 3.0798361, 101.5148386 3.0796065, 101.5149613 3.0795429, 101.5150773 3.0794625, 101.5153569 3.0793443)",,,,,,
5735569727,6183107325,0,612940713,False,,pedestrian,744.914,"LINESTRING (101.5122441 3.0843979, 101.5122879 3.0844496, 101.5124635 3.0846625, 101.5127546 3.0850817, 101.513055 3.0855088, 101.5133524 3.085964, 101.5134466 3.0861008, 101.5135539 3.086236, 101.5136383 3.086303, 101.5138033 3.0865373, 101.5140863 3.0869163, 101.5143411 3.0872551, 101.5145758 3.0875712, 101.5146334 3.0876287, 101.5147179 3.0876435, 101.5148266 3.0876261, 101.5149204 3.0875832, 101.5149781 3.0875189, 101.5150425 3.0875069, 101.515135 3.0874828, 101.5152946 3.0873877, 101.5155159 3.0872538, 101.5156285 3.0872498, 101.5156503 3.0872528, 101.5157077 3.0872323, 101.5159263 3.0870958, 101.5161864 3.0869484, 101.5163487 3.0868413, 101.5166281 3.0866335, 101.5166927 3.0865676, 101.5167282 3.0865034, 101.5167282 3.086436, 101.5167096 3.0863837, 101.5166927 3.0863482, 101.5167468 3.0863119)",,,,,,
5735569727,5716394225,0,601446168,True,,service,105.072,"LINESTRING (101.5122441 3.0843979, 101.5126416 3.084007, 101.5128626 3.0838231, 101.5129186 3.0837395)",,,,10,,
5735589238,5735589239,0,612940713,False,,pedestrian,16.749,"LINESTRING (101.5223756 3.0822667, 101.5224794 3.0821574)",,,,,,
5735589238,6183107325,0,612940713,False,,pedestrian,993.41,"LINESTRING (101.5223756 3.0822667, 101.5225661 3.0824007, 101.5229657 3.0827006, 101.5231723 3.0829015, 101.5232688 3.0830622, 101.5233305 3.0832952, 101.5232474 3.0835711, 101.5229443 3.0838148, 101.5220055 3.084155, 101.5213296 3.0844174, 101.5203613 3.0848058, 101.519393 3.0851674, 101.5188351 3.085395, 101.5177864 3.0860164, 101.5176442 3.086074, 101.5171614 3.0863445, 101.5170112 3.0864034, 101.5169459 3.0863918, 101.5168718 3.0863482, 101.516833 3.0863128, 101.5168059 3.0862706, 101.5167468 3.0863119)",,,,,,
5735589238,5735502244,0,612940713,False,,pedestrian,948.6979999999999,"LINESTRING (101.5223756 3.0822667, 101.5223546 3.0822266, 101.5223489 3.0821766, 101.5217635 3.081652, 101.5217034 3.0816028, 101.5216664 3.0815505, 101.5216387 3.0814874, 101.521574 3.0814228, 101.5215093 3.081332, 101.5211996 3.0810075, 101.5210995 3.0809444, 101.5210163 3.0807844, 101.5209734 3.0807452, 101.5205987 3.0803968, 101.5204651 3.0802749, 101.5197411 3.0795296, 101.5194642 3.0793451, 101.5190604 3.079117, 101.5184918 3.0788867, 101.5183201 3.0788304, 101.5181404 3.0788706, 101.5179688 3.0789242, 101.5178159 3.0789215, 101.5172178 3.0787862, 101.5169589 3.0787568, 101.5168134 3.0787461, 101.5167014 3.0787528, 101.5165848 3.0788037, 101.5161408 3.0789978, 101.5155776 3.0792509, 101.5153569 3.0793443)",,,,,,
5735589239,5735589238,0,612940713,False,,pedestrian,16.749,"LINESTRING (101.5224794 3.0821574, 101.5223756 3.0822667)",,,,,,
6183107325,4559933886,0,601446156,False,Jalan Takbir 5/1,service,6.383,"LINESTRING (101.5167468 3.0863119, 101.5167726 3.0863632)",,,,10,,
6183107325,5735569727,0,612940713,False,,pedestrian,744.914,"LINESTRING (101.5167468 3.0863119, 101.5166927 3.0863482, 101.5167096 3.0863837, 101.5167282 3.086436, 101.5167282 3.0865034, 101.5166927 3.0865676, 101.5166281 3.0866335, 101.5163487 3.0868413, 101.5161864 3.0869484, 101.5159263 3.0870958, 101.5157077 3.0872323, 101.5156503 3.0872528, 101.5156285 3.0872498, 101.5155159 3.0872538, 101.5152946 3.0873877, 101.515135 3.0874828, 101.5150425 3.0875069, 101.5149781 3.0875189, 101.5149204 3.0875832, 101.5148266 3.0876261, 101.5147179 3.0876435, 101.5146334 3.0876287, 101.5145758 3.0875712, 101.5143411 3.0872551, 101.5140863 3.0869163, 101.5138033 3.0865373, 101.5136383 3.086303, 101.5135539 3.086236, 101.5134466 3.0861008, 101.5133524 3.085964, 101.513055 3.0855088, 101.5127546 3.0850817, 101.5124635 3.0846625, 101.5122879 3.0844496, 101.5122441 3.0843979)",,,,,,
6183107325,5735589238,0,612940713,False,,pedestrian,993.41,"LINESTRING (101.5167468 3.0863119, 101.5168059 3.0862706, 101.516833 3.0863128, 101.5168718 3.0863482, 101.5169459 3.0863918, 101.5170112 3.0864034, 101.5171614 3.0863445, 101.5176442 3.086074, 101.5177864 3.0860164, 101.5188351 3.085395, 101.519393 3.0851674, 101.5203613 3.0848058, 101.5213296 3.0844174, 101.5220055 3.084155, 101.5229443 3.0838148, 101.5232474 3.0835711, 101.5233305 3.0832952, 101.5232688 3.0830622, 101.5231723 3.0829015, 101.5229657 3.0827006, 101.5225661 3.0824007, 101.5223756 3.0822667)",,,,,,
6183107325,310834409,0,"[601446155, 601446156]",False,Jalan Takbir 5/1,service,72.726,"LINESTRING (101.5167468 3.0863119, 101.5167088 3.0862364, 101.5164527 3.0857275)",,,,10,,
33345472,33345505,0,27276032,True,Persiaran Jubli Perak,primary,60.526,"LINESTRING (101.5567864 3.0595871, 101.5567281 3.0590459)",,,,20,2,MBSA 17
34009159,32531462,0,30166966,True,Jalan Montfort,primary,17.98,"LINESTRING (101.5534461 3.0878535, 101.553313 3.0877614)",,,,20,2,B9
35457805,1743954058,0,"[297010919, 26818415, 765566480, 777833336, 769751581, 769751582, 769751583]",True,,trunk_link,298.898,"LINESTRING (101.5567505 3.075129, 101.5561846 3.0749525, 101.5556087 3.0748042, 101.5554793 3.0747742, 101.5550626 3.0746722, 101.5549406 3.0746325, 101.5548041 3.0745961, 101.5544233 3.0744989, 101.5541462 3.0744601)",,yes,,20,"['3', '2']",
38028878,5717204228,0,27276052,True,,primary_link,10.997,"LINESTRING (101.5548679 3.0809991, 101.5549048 3.0809858, 101.5549283 3.0809691, 101.5549477 3.080945)",,,,20,3,
214625795,5735569727,0,601446168,True,,service,28.462,"LINESTRING (101.5120486 3.0845633, 101.5121643 3.0844699, 101.5122441 3.0843979)",,,,10,,
248497013,276683184,0,25800283,False,Jalan Batu Tiga Lama,secondary,21.508,"LINESTRING (101.5544776 3.0553449, 101.5543639 3.0555015)",,,,20,,3214
248607225,248607230,0,23043126,False,,service,7.552,"LINESTRING (101.5159827 3.0824049, 101.5160507 3.0824036)",,,,10,,
248607225,5716394159,0,23043151,True,,service,11.806,"LINESTRING (101.5159827 3.0824049, 101.5160248 3.0825024)",,,,10,,
248607225,248613133,0,23043126,False,,service,134.826,"LINESTRING (101.5159827 3.0824049, 101.5155439 3.0824415, 101.5150424 3.0824834, 101.5149325 3.082489, 101.5148561 3.0825064, 101.5147866 3.0825504)",,,,10,,
248607230,248607225,0,23043126,False,,service,7.552,"LINESTRING (101.5160507 3.0824036, 101.5159827 3.0824049)",,,,10,,
248607230,248607251,0,23780857,True,,service,44.775,"LINESTRING (101.5160507 3.0824036, 101.5160433 3.082001)",,,,10,,
248607246,248607225,0,23043151,True,,service,44.805,"LINESTRING (101.5159551 3.0820029, 101.5159827 3.0824049)",,,,10,,
248612824,310834510,0,601446153,False,,service,13.996,"LINESTRING (101.5138705 3.0834386, 101.5137456 3.0834556)",,,,10,,
248612824,248613117,0,601446154,True,,service,80.744,"LINESTRING (101.5138705 3.0834386, 101.5141158 3.0834265, 101.5142507 3.0834318, 101.5143571 3.0834371, 101.5144726 3.0834489, 101.5145921 3.0834818)",,,,10,,
248613117,310834542,0,755056109,False,,service,10.842,"LINESTRING (101.5145921 3.0834818, 101.514652 3.0835588)",,,,10,,
248613117,248613133,0,23043153,True,,service,118.111,"LINESTRING (101.5145921 3.0834818, 101.5145398 3.0834168, 101.5145117 3.083368, 101.5144709 3.083253, 101.5144632 3.0832119, 101.5144657 3.0831452, 101.5144726 3.083089, 101.5147186 3.0827776, 101.5147642 3.0826732, 101.5147866 3.0825504)",,,,10,,
248613133,248607225,0,23043126,False,,service,134.826,"LINESTRING (101.5147866 3.0825504, 101.5148561 3.0825064, 101.5149325 3.082489, 101.5150424 3.0824834, 101.5155439 3.0824415, 101.5159827 3.0824049)",,,,10,,
248613133,248612824,0,601446152,True,,service,141.97199999999998,"LINESTRING (101.5147866 3.0825504, 101.5146637 3.0826625, 101.5143587 3.0830027, 101.5138705 3.0834386)",,,,10,,
248613134,310834510,0,601446153,False,,service,51.650999999999996,"LINESTRING (101.5132918 3.0835574, 101.513413 3.0835322, 101.5135404 3.0835001, 101.5136303 3.0834814, 101.5137456 3.0834556)",,,,10,,
248613134,5716394225,0,601446153,False,,service,46.311,"LINESTRING (101.5132918 3.0835574, 101.5132293 3.0835751, 101.5131381 3.0836139, 101.5130387 3.0836719, 101.5129186 3.0837395)",,,,10,,
248613149,310834543,0,23043150,False,,service,42.257,"LINESTRING (101.5150993 3.0839665, 101.5153802 3.0842229)",,,,10,,
248613149,310834542,0,23043150,False,,service,67.245,"LINESTRING (101.5150993 3.0839665, 101.514652 3.0835588)",,,,10,,
248613149,4177933704,0,23043154,False,,service,204.24399999999997,"LINESTRING (101.5150993 3.0839665, 101.5144671 3.0846183, 101.5144097 3.0846558, 101.5143075 3.0846833, 101.5142355 3.0846826, 101.5141598 3.0846614, 101.514097 3.084621, 101.5137007 3.0842681)",,,,10,,
248783844,4896261363,0,"[23055500, 498140302, 765566479, 843253168, 778605693]",True,,"['trunk_link', 'cycleway']",316.48799999999994,"LINESTRING (101.554693 3.0752726, 101.5548967 3.0753373, 101.5553977 3.0754557, 101.5555251 3.0754879, 101.556332 3.0756652, 101.5565058 3.0757035, 101.5566679 3.0757364, 101.5569071 3.0757637, 101.5572862 3.0757901, 101.5574243 3.0759345)",,,,20,"['3', '2']",
268492807,268492803,0,30158575,True,Jalan Subang,primary,10.057,"LINESTRING (101.5548972 3.0823789, 101.5549062 3.0822889)",,,,20,4,3214
270207872,210278255,0,"[30275748, 845420487]",True,,"['primary_link', 'secondary']",72.45400000000001,"LINESTRING (101.5150957 3.0444502, 101.5151008 3.0443858, 101.5151236 3.0443316, 101.5151578 3.0442539, 101.5151625 3.0442251, 101.5151602 3.0441899, 101.5151558 3.0441682, 101.5151464 3.0441472, 101.5148754 3.0439519)",,,,20,,
276683184,248497013,0,25800283,False,Jalan Batu Tiga Lama,secondary,21.508,"LINESTRING (101.5543639 3.0555015, 101.5544776 3.0553449)",,,,20,,3214
276683184,269286257,0,760120877,True,Jalan Batu Tiga Lama,secondary,52.69,"LINESTRING (101.5543639 3.0555015, 101.5543842 3.0555989, 101.5544377 3.0556718, 101.5546377 3.0558737)",,,,20,,3214
280164801,276683184,0,"[760120878, 27276030]",True,Persiaran Jubli Perak,primary,43.457,"LINESTRING (101.5546923 3.0557141, 101.5546171 3.0556654, 101.5543639 3.0555015)",,,,20,,MBSA 17
280164817,33350037,0,27276045,True,Persiaran Jubli Perak,primary,79.53999999999999,"LINESTRING (101.555918 3.071555, 101.5559714 3.0709339, 101.5559793 3.0708423)",,,,20,3,3214
297596132,305357959,0,380527525,False,Jalan Baiduri Bulan 7/28,tertiary,609.882,"LINESTRING (101.4928222 3.0739841, 101.4938405 3.0734757, 101.4940754 3.0733527, 101.4943885 3.0732744, 101.4946227 3.0732715, 101.4949074 3.0733796, 101.4950506 3.0734791, 101.4951859 3.073599, 101.4952973 3.0737504, 101.4958098 3.0748003, 101.4959289 3.0752245, 101.4960018 3.0754862, 101.4960276 3.0755143, 101.4960654 3.0755336, 101.49615 3.0755513, 101.4962238 3.0755469, 101.4967548 3.0753693)",,,,30,,
297596168,297596213,0,27124500,False,Jalan Paladium 7/33,residential,277.289,"LINESTRING (101.4948691 3.0725253, 101.4945791 3.0725085, 101.4941007 3.0725969, 101.4939319 3.0726466, 101.4937932 3.0726874, 101.4934857 3.0728488, 101.4934583 3.0728641, 101.4932255 3.0729945, 101.4925711 3.0733685)",,,,20,,
297596213,297596168,0,27124500,False,Jalan Paladium 7/33,residential,277.28900000000004,"LINESTRING (101.4925711 3.0733685, 101.4932255 3.0729945, 101.4934583 3.0728641, 101.4934857 3.0728488, 101.4937932 3.0726874, 101.4939319 3.0726466, 101.4941007 3.0725969, 101.4945791 3.0725085, 101.4948691 3.0725253)",,,,20,,
297596344,297596388,0,27124502,False,Jalan Paladium Satu 7/33A,residential,200.876,"LINESTRING (101.4944673 3.0731047, 101.4942663 3.0731244, 101.4939864 3.0732031, 101.493742 3.0733015, 101.4928116 3.0737936)",,,,20,,
297596388,297596344,0,27124502,False,Jalan Paladium Satu 7/33A,residential,200.876,"LINESTRING (101.4928116 3.0737936, 101.493742 3.0733015, 101.4939864 3.0732031, 101.4942663 3.0731244, 101.4944673 3.0731047)",,,,20,,
305357959,297596132,0,380527525,False,Jalan Baiduri Bulan 7/28,tertiary,609.882,"LINESTRING (101.4967548 3.0753693, 101.4962238 3.0755469, 101.49615 3.0755513, 101.4960654 3.0755336, 101.4960276 3.0755143, 101.4960018 3.0754862, 101.4959289 3.0752245, 101.4958098 3.0748003, 101.4952973 3.0737504, 101.4951859 3.073599, 101.4950506 3.0734791, 101.4949074 3.0733796, 101.4946227 3.0732715, 101.4943885 3.0732744, 101.4940754 3.0733527, 101.4938405 3.0734757, 101.4928222 3.0739841)",,,,30,,
308274631,2102378671,0,28075317,False,Jalan Nikel 7/26,residential,59.282,"LINESTRING (101.4934699 3.0751976, 101.4932118 3.0747309)",,,,20,2,
308274631,308274652,0,28075316,False,Jalan Gelana 7/24,residential,251.35700000000003,"LINESTRING (101.4934699 3.0751976, 101.4942121 3.0748435, 101.4943191 3.0747924, 101.4945705 3.0747921, 101.494824 3.0748648, 101.4949419 3.0749431, 101.4951206 3.0751862, 101.4952541 3.0755242)",,,,20,,
308274631,2102378710,0,28075317,False,Jalan Nikel 7/26,residential,58.275999999999996,"LINESTRING (101.4934699 3.0751976, 101.4935858 3.0754084, 101.4937225 3.075657)",,,,20,2,
308274652,308274631,0,28075316,False,Jalan Gelana 7/24,residential,251.35699999999997,"LINESTRING (101.4952541 3.0755242, 101.4951206 3.0751862, 101.4949419 3.0749431, 101.494824 3.0748648, 101.4945705 3.0747921, 101.4943191 3.0747924, 101.4942121 3.0748435, 101.4934699 3.0751976)",,,,20,,
308274652,308274751,0,28075316,False,Jalan Gelana 7/24,residential,77.09,"LINESTRING (101.4952541 3.0755242, 101.4954212 3.0759893, 101.4954841 3.0761783)",,,,20,,
308274652,2102378710,0,"[28075317, 28075373]",False,"['Jalan Nikel 7/26', 'Jalan Timah 7/25']",residential,205.61899999999997,"LINESTRING (101.4952541 3.0755242, 101.4946499 3.0757873, 101.4942669 3.0759574, 101.4940596 3.0760409, 101.493981 3.0760433, 101.4939174 3.0759981, 101.4938496 3.0758794, 101.4937225 3.075657)",,,,20,2,
308274751,308274652,0,28075316,False,Jalan Gelana 7/24,residential,77.09,"LINESTRING (101.4954841 3.0761783, 101.4954212 3.0759893, 101.4952541 3.0755242)",,,,20,,
310834409,310834495,0,28306277,False,,service,26.177,"LINESTRING (101.5164527 3.0857275, 101.5162764 3.0858838)",,,parking_aisle,10,,
310834409,310834507,0,481800358,False,Jalan Takbir 5/1,service,119.993,"LINESTRING (101.5164527 3.0857275, 101.5163729 3.0854272, 101.5163164 3.0851195, 101.5162893 3.0846647)",,,,10,,
310834409,6183107325,0,"[601446155, 601446156]",False,Jalan Takbir 5/1,service,72.726,"LINESTRING (101.5164527 3.0857275, 101.5167088 3.0862364, 101.5167468 3.0863119)",,,,10,,
310834495,310834409,0,28306277,False,,service,26.177,"LINESTRING (101.5162764 3.0858838, 101.5164527 3.0857275)",,,parking_aisle,10,,
310834495,310834500,0,28306277,False,,service,294.57900000000006,"LINESTRING (101.5162764 3.0858838, 101.5160855 3.0859457, 101.5159955 3.0859287, 101.5159358 3.0859133, 101.5158848 3.0858837, 101.5148172 3.0849862, 101.5148001 3.0849618, 101.5147931 3.0849324, 101.5147947 3.0849039, 101.5148116 3.0848674, 101.5148835 3.0847805, 101.5150272 3.084619, 101.5151519 3.0844788, 101.5152838 3.0843306)",,,parking_aisle,10,,
310834495,310834500,1,28306278,False,,service,217.60899999999998,"LINESTRING (101.5162764 3.0858838, 101.5162548 3.085843, 101.5162407 3.0858029, 101.516185 3.0851677, 101.5161677 3.0851372, 101.5152838 3.0843306)",,,parking_aisle,10,,
310834500,310834543,0,28306277,False,,service,16.062,"LINESTRING (101.5152838 3.0843306, 101.5153802 3.0842229)",,,parking_aisle,10,,
310834500,310834495,0,28306277,False,,service,294.579,"LINESTRING (101.5152838 3.0843306, 101.5151519 3.0844788, 101.5150272 3.084619, 101.5148835 3.0847805, 101.5148116 3.0848674, 101.5147947 3.0849039, 101.5147931 3.0849324, 101.5148001 3.0849618, 101.5148172 3.0849862, 101.5158848 3.0858837, 101.5159358 3.0859133, 101.5159955 3.0859287, 101.5160855 3.0859457, 101.5162764 3.0858838)",,,parking_aisle,10,,
310834500,310834495,1,28306278,False,,service,217.60899999999998,"LINESTRING (101.5152838 3.0843306, 101.5161677 3.0851372, 101.516185 3.0851677, 101.5162407 3.0858029, 101.5162548 3.085843, 101.5162764 3.0858838)",,,parking_aisle,10,,
310834507,310834543,0,23043150,False,,service,118.85000000000001,"LINESTRING (101.5162893 3.0846647, 101.5158912 3.0846535, 101.5158451 3.0846364, 101.5158066 3.0846076, 101.5157613 3.0845728, 101.5154733 3.0843084, 101.5153802 3.0842229)",,,,10,,
310834507,5716394159,0,481800358,False,Jalan Takbir 5/1,service,283.348,"LINESTRING (101.5162893 3.0846647, 101.5162347 3.084084, 101.5162147 3.0839803, 101.5161891 3.0839146, 101.516152 3.083855, 101.515766 3.0834887, 101.5156366 3.0833722, 101.5156218 3.0833347, 101.5156205 3.0833093, 101.5156373 3.0832658, 101.5160134 3.0828011, 101.5160302 3.0827629, 101.5160376 3.0827087, 101.5160248 3.0825024)",,,,10,,
310834507,310834409,0,481800358,False,Jalan Takbir 5/1,service,119.993,"LINESTRING (101.5162893 3.0846647, 101.5163164 3.0851195, 101.5163729 3.0854272, 101.5164527 3.0857275)",,,,10,,
310834510,248612824,0,601446153,False,,service,13.996,"LINESTRING (101.5137456 3.0834556, 101.5138705 3.0834386)",,,,10,,
310834510,248613134,0,601446153,False,,service,51.651,"LINESTRING (101.5137456 3.0834556, 101.5136303 3.0834814, 101.5135404 3.0835001, 101.513413 3.0835322, 101.5132918 3.0835574)",,,,10,,
