u,v,key,osmid,ref,name,highway,maxspeed,oneway,length,geometry,lanes,tunnel,bridge,width,access,area,service
763635175,763635169,0,237075111,,,cycleway,,False,44.263999999999996,"LINESTRING (16.4524839 48.2301226, 16.4524614 48.2300869, 16.4524062 48.2299613, 16.4523759 48.2298923, 16.4523692 48.229877, 16.452305 48.229743)",,,,,,,
763635175,298364325,0,"[443463081, 27190500, 237075110]",,Fußgängerbrücke Stadlauer Ohr,cycleway,,False,110.44399999999999,"LINESTRING (16.4524839 48.2301226, 16.4525043 48.2302766, 16.4525065 48.2303248, 16.4524983 48.2304345, 16.4524282 48.230527, 16.4524228 48.2307037, 16.4523873 48.2307592, 16.4522391 48.2308891, 16.4522228 48.2309639, 16.4522282 48.231065)",,,yes,,,,
763635190,2276708337,0,218422327,,,cycleway,,False,13.198,"LINESTRING (16.4516102 48.227233, 16.451597 48.2272089, 16.4515158 48.2272294, 16.4514959 48.2271968)",,,,,,,
764613214,410294290,0,34962312,,,cycleway,,False,46.322,"LINESTRING (16.4916999 48.1768761, 16.4912576 48.1771703)",,,,,,,
764613214,271942261,0,61118219,,,cycleway,,False,26.462,"LINESTRING (16.4916999 48.1768761, 16.4916147 48.1771072)",,,,,,,
764613214,324815077,0,95828711,,,cycleway,,False,158.249,"LINESTRING (16.4916999 48.1768761, 16.492202 48.1765263, 16.4930337 48.1759795, 16.4932428 48.1759008)",,,,,,,
764613255,418175120,0,123384410,,,cycleway,,False,36.798,"LINESTRING (16.4667852 48.1932255, 16.4669004 48.1929036)",,,,,,,
764613255,416849374,0,123384410,,,cycleway,,False,33.168,"LINESTRING (16.4667852 48.1932255, 16.4667011 48.1933702, 16.466576 48.1934865)",,,,,,,
764613255,271942245,0,133731092,,,cycleway,,False,1614.0099999999998,"LINESTRING (16.4667852 48.1932255, 16.467196 48.1930726, 16.4679117 48.1925856, 16.4685635 48.1921776, 16.4686888 48.1919013, 16.4687473 48.1918101, 16.4689289 48.191689, 16.4692738 48.1915735, 16.4702937 48.1909118, 16.4730558 48.1891068, 16.4731589 48.1890109, 16.4732026 48.188904, 16.4732354 48.1888239, 16.4733323 48.1887393, 16.4739485 48.1883467, 16.4743431 48.1881088, 16.474784 48.1879333, 16.4752283 48.1876225, 16.4752785 48.1875874, 16.4760539 48.187109, 16.4764067 48.1868748, 16.4773923 48.1862206, 16.477869 48.1859602, 16.4782891 48.1856283, 16.4794609 48.184914, 16.4800623 48.1845038, 16.4806767 48.1840848, 16.4808587 48.1839282, 16.481333 48.1835201, 16.4820849 48.1830645)",,,,,,,
764613255,271942228,0,133731092,,,cycleway,,False,36.382,"LINESTRING (16.4667852 48.1932255, 16.4666036 48.1932531, 16.4664069 48.1934081)",,,,,,,
765351173,84771458,0,444798001,,,cycleway,,False,7.962,"LINESTRING (16.3427803 48.1561997, 16.3428859 48.1562125)",,,,,,,
765351173,1010505782,0,"[29189229, 61236016, 121744118, 135210456, 135210457]",,,cycleway,,False,860.6100000000001,"LINESTRING (16.3427803 48.1561997, 16.3423906 48.156313, 16.3423243 48.156312, 16.3422794 48.1562809, 16.3420832 48.1560086, 16.3419931 48.1559981, 16.3415784 48.156136, 16.3414041 48.1561906, 16.3412492 48.1561828, 16.3411881 48.1561525, 16.340962 48.1558442, 16.3407084 48.1555694, 16.3397555 48.1542646, 16.3397227 48.154222, 16.3395948 48.1540558, 16.3394544 48.1538293, 16.3393045 48.15359, 16.3392356 48.153452, 16.3390089 48.1529704, 16.3389182 48.1527922, 16.3388323 48.1525939, 16.3387935 48.1524966, 16.3387127 48.1523326, 16.3386484 48.1521988, 16.3386135 48.152146, 16.3385884 48.1512988, 16.3384989 48.1507487, 16.3384457 48.1505935, 16.3383659 48.1504724, 16.3382554 48.1503802, 16.3380033 48.1502228)",,,yes,,,,
765351173,304303309,0,133721399,,,cycleway,,False,131.074,"LINESTRING (16.3427803 48.1561997, 16.342737 48.1563132, 16.3427441 48.1564354, 16.3428284 48.1566015, 16.3430935 48.1569819, 16.3431176 48.1570516, 16.3431055 48.1570998, 16.3432065 48.1571124, 16.3433206 48.1571195, 16.3433725 48.1571242, 16.3434384 48.1571198)",,,,,,,
768134213,277384093,0,"[61589786, 159218259, 333974269]",,,cycleway,,False,100.86699999999999,"LINESTRING (16.4166664 48.2907556, 16.4166836 48.2907932, 16.4166817 48.2908091, 16.4168151 48.2910542, 16.4168256 48.2911793, 16.4166963 48.2912165, 16.4165416 48.291261, 16.4164633 48.2911837, 16.4164043 48.2911445, 16.416324 48.2911412, 16.4162376 48.2911473)",,,,,,,
768134331,768135041,0,163011074,,,cycleway,,False,18.073999999999998,"LINESTRING (16.4097538 48.2851693, 16.4096462 48.2851935, 16.4095267 48.2852287)",,,,,,,
768134331,1749669673,0,307761801,,,cycleway,,False,20.372999999999998,"LINESTRING (16.4097538 48.2851693, 16.4097133 48.285101, 16.4096377 48.2850034)",,,,,,,
768134331,83466353,0,308079504,,,cycleway,,True,498.84100000000007,"LINESTRING (16.4097538 48.2851693, 16.4097798 48.2853408, 16.4100452 48.2862955, 16.4103062 48.2872831, 16.4108286 48.289338, 16.4108031 48.2895935)",,,,,,,
768134331,2001913074,0,425537949,,,cycleway,,False,248.843,"LINESTRING (16.4097538 48.2851693, 16.4100472 48.2850969, 16.4101915 48.285058, 16.4113949 48.2847179, 16.4124915 48.2843988, 16.412849 48.2842948)",,,,,,,
768135041,1749669675,0,35926440,,,cycleway,,True,19.755,"LINESTRING (16.4095267 48.2852287, 16.4093915 48.2850755)",,,,,,,
768135041,768134331,0,163011074,,,cycleway,,False,18.073999999999998,"LINESTRING (16.4095267 48.2852287, 16.4096462 48.2851935, 16.4097538 48.2851693)",,,,,,,
768137079,3585067248,0,83238815,,,cycleway,,False,11.597999999999999,"LINESTRING (16.4049742 48.2773619, 16.4049445 48.2772768, 16.4049388 48.2772603)",,,,,,,
768140164,15733802,0,3265128,,,cycleway,,False,116.34499999999998,"LINESTRING (16.3815428 48.2547406, 16.381758 48.2542091, 16.3817816 48.2541102, 16.3817762 48.2540602, 16.3817601 48.2540191, 16.3817038 48.2539495, 16.3816287 48.2538959, 16.3814463 48.2538066)",,,,,,,
768140164,60056708,0,"[34089769, 131544918]",,Steinitzsteg,cycleway,,False,288.835,"LINESTRING (16.3815428 48.2547406, 16.3820895 48.2548581, 16.3822009 48.2548894, 16.3827162 48.2550266, 16.3827426 48.2550336, 16.383305 48.2552116, 16.3834674 48.2552717, 16.3838337 48.2554073, 16.3842172 48.2555765, 16.3843502 48.2556352, 16.3846689 48.2557901, 16.3848894 48.2558976, 16.384976 48.2559399)",,,yes,,,,
768140164,15733819,0,"[164609272, 39189633, 13900810, 206457534]",,Steinitzsteg,cycleway,,False,626.296,"LINESTRING (16.3815428 48.2547406, 16.3807952 48.2546199, 16.3804892 48.2545603, 16.3802103 48.2544801, 16.3799519 48.2543744, 16.379791 48.2543109, 16.3792081 48.2540771, 16.3785067 48.2538026, 16.3782269 48.2536862, 16.3772694 48.2533011, 16.3767869 48.2531056, 16.3763268 48.2529216, 16.3753349 48.2525249, 16.375247 48.2525017, 16.3749836 48.2524662, 16.3747189 48.2524605, 16.3746495 48.2524568, 16.3745623 48.252453, 16.3744664 48.2524414, 16.3744111 48.2523508, 16.3744354 48.2522415, 16.3745356 48.2521417)",,,yes,,,,
775362631,775362634,0,62147391,,,cycleway,,False,38.163,"LINESTRING (16.390809 48.2497589, 16.3903599 48.2499273)",,,,,,,
775362631,1170707172,0,13866300,,,cycleway,,False,97.633,"LINESTRING (16.390809 48.2497589, 16.3909231 48.2496463, 16.391106 48.2494659, 16.391409 48.2492953, 16.3916526 48.2490917)",,,,,,,
775362631,301388017,0,13866300,,,cycleway,,False,417.208,"LINESTRING (16.390809 48.2497589, 16.3904508 48.2501295, 16.3902177 48.250427, 16.3899739 48.2509125, 16.3898907 48.2510858, 16.3894666 48.2515394, 16.3892182 48.2517877, 16.3884726 48.2525644, 16.3880402 48.2530063)",,,,,,,
775362633,281824890,0,"[85289353, 493217731]",,,cycleway,,False,294.03499999999997,"LINESTRING (16.3911981 48.2499899, 16.3908729 48.2498503, 16.3897333 48.2493478, 16.3882344 48.2486696, 16.387917 48.2485019)",,,yes,,,,
775362633,1333762204,0,"[304913648, 85289353, 437137106, 247484942]",,,cycleway,,False,444.20400000000006,"LINESTRING (16.3911981 48.2499899, 16.3912993 48.2500406, 16.3916109 48.2501938, 16.3917676 48.2502722, 16.3918773 48.2503293, 16.3920741 48.2504182, 16.3922267 48.2505136, 16.3926326 48.2509125, 16.3927427 48.251019, 16.3928228 48.2511366, 16.3929234 48.251297, 16.3930177 48.2516019, 16.3932064 48.2518363, 16.3933682 48.2520361, 16.3935071 48.2522556, 16.3935524 48.252464, 16.3936248 48.2525994, 16.3936724 48.2526597, 16.3936928 48.252726, 16.3936769 48.2528452, 16.3937132 48.2528964, 16.3938446 48.2529316, 16.3939482 48.2530047, 16.3941248 48.2531477, 16.3942772 48.2532269)",,,yes,,,,
775362633,243480474,0,85289360,,,cycleway,,False,136.394,"LINESTRING (16.3911981 48.2499899, 16.3912388 48.2499389, 16.3913406 48.2497893, 16.3915051 48.2495953, 16.3916238 48.2493636, 16.3916912 48.2491786, 16.3918585 48.2489864, 16.3919423 48.2488751)",,,,,,,
775362634,1170707113,0,27449414,,,cycleway,,False,57.682,"LINESTRING (16.3903599 48.2499273, 16.3907799 48.2494904)",,,,,,,
775362634,775362631,0,62147391,,,cycleway,,False,38.163,"LINESTRING (16.3903599 48.2499273, 16.390809 48.2497589)",,,,,,,
775362634,301388014,0,27449414,,,cycleway,,False,256.527,"LINESTRING (16.3903599 48.2499273, 16.3896486 48.2506401, 16.3889143 48.2514055, 16.388485 48.2518671)",,,,,,,
775362682,289970901,0,"[62147393, 832333433]",,,cycleway,,False,56.895,"LINESTRING (16.3983968 48.2410717, 16.3984907 48.2412121, 16.3986669 48.241418, 16.398724 48.2414825, 16.3987592 48.2415222)",,,,,,,
775362682,1170707286,0,496177820,,,cycleway,,False,342.15400000000017,"LINESTRING (16.3983968 48.2410717, 16.3984038 48.2407351, 16.3984552 48.2405753, 16.3985071 48.2404137, 16.3987855 48.2400734, 16.3991539 48.2396554, 16.3992764 48.2395215, 16.3994043 48.2393875, 16.3994799 48.2393174, 16.3995895 48.2392247, 16.3997585 48.2391224, 16.399842 48.2390769, 16.3999366 48.2390275, 16.4000289 48.2389834, 16.4001058 48.2389524, 16.400192 48.2389202, 16.4002635 48.2388958, 16.4003287 48.2388774, 16.4004178 48.2388592, 16.4005221 48.2388418, 16.4006435 48.238831, 16.4007359 48.2388276, 16.4008373 48.2388314, 16.400941 48.2388321)",,,,,,,
775362682,60486782,0,496177820,,,cycleway,,False,49.834,"LINESTRING (16.3983968 48.2410717, 16.3981723 48.2411689, 16.3979257 48.241383)",,,,,,,
775362762,775362765,0,"[62147392, 27449050]",,,cycleway,,False,66.066,"LINESTRING (16.362187 48.2819625, 16.3618613 48.2823992, 16.3617073 48.2824286)",,,,,,,
775362765,775362762,0,"[62147392, 27449050]",,,cycleway,,False,66.066,"LINESTRING (16.3617073 48.2824286, 16.3618613 48.2823992, 16.362187 48.2819625)",,,,,,,
775362770,66920565,0,25452135,,Linke Nordbahngasse,cycleway,,False,312.314,"LINESTRING (16.3993358 48.2559411, 16.3992907 48.2558696, 16.3990298 48.2554731, 16.3987552 48.2548554, 16.3985616 48.2544013, 16.3984917 48.2542373, 16.3982993 48.2538664, 16.398042 48.2534716, 16.3979215 48.2533007)",,,,,,,
775362770,3620415459,0,"[493121223, 401007238, 401007239]",,Franklinstraße,cycleway,,False,121.17899999999999,"LINESTRING (16.3993358 48.2559411, 16.3993711 48.2559274, 16.3999804 48.25569, 16.400223 48.2556009, 16.4003543 48.2555481, 16.4006964 48.2554106, 16.4007545 48.2554204)",,,,,,,
775362770,92480771,0,"[8733225, 839612933]",,,cycleway,,False,77.14300000000001,"LINESTRING (16.3993358 48.2559411, 16.3991277 48.2560212, 16.3990468 48.2560523, 16.3990216 48.256128, 16.3987694 48.2562257, 16.3987482 48.2562341, 16.398715 48.2562473, 16.3986768 48.2562632, 16.3986509 48.2562787, 16.3986167 48.2562986, 16.3985362 48.2563498)",,,,,,,
782985355,223653122,0,20818944,,Rigolettogasse,cycleway,,False,4.754,"LINESTRING (16.3491914 48.1427698, 16.3491314 48.1427848)",,,,,,,
797329639,99151883,0,140592583,,Mehlführergasse,path,,False,9.392,"LINESTRING (16.2831266 48.1433189, 16.2832376 48.1432783)",,,,4,,,
797329639,246732781,0,"[140592584, 23258921]",,Mehlführergasse,cycleway,,False,321.58899999999994,"LINESTRING (16.2831266 48.1433189, 16.2831541 48.1434072, 16.2833167 48.1439589, 16.2833229 48.1439799, 16.2834682 48.1444584, 16.2838298 48.1456928, 16.2839423 48.1460702, 16.2839679 48.146156)",,,,4,,,
797329639,289298656,0,140592584,,Mehlführergasse,cycleway,,False,170.99099999999999,"LINESTRING (16.2831266 48.1433189, 16.2830625 48.1430848, 16.2829346 48.1426619, 16.2828063 48.1422171, 16.2826886 48.1418092)",,,,,,,
799181859,15733404,0,"[25015208, 25113642, 104527710]",,,cycleway,,False,513.3999999999999,"LINESTRING (16.4340879 48.2052805, 16.4373263 48.2075008, 16.4373074 48.2075181, 16.4373296 48.2075462, 16.4373427 48.2075804, 16.4373385 48.2076148, 16.4373188 48.2076434, 16.4372857 48.2076695, 16.4372482 48.2076829, 16.4372078 48.2076892, 16.4371599 48.2076862, 16.4371181 48.2076761, 16.4370866 48.2076592, 16.4370633 48.2076342, 16.4370501 48.2076065, 16.4370483 48.2075785, 16.4370637 48.2075459, 16.4371031 48.2075169, 16.4371495 48.2075015, 16.4372045 48.2075005, 16.4372322 48.2075042, 16.4372681 48.2075213, 16.4372904 48.2075411, 16.4373053 48.2075663, 16.4373096 48.207597, 16.4372852 48.2076322, 16.4372511 48.2076514, 16.4372158 48.2076605, 16.4371812 48.2076617, 16.4371379 48.2076526, 16.4371088 48.2076362, 16.4370915 48.2076127, 16.4370847 48.2075888, 16.4370934 48.207564, 16.4371076 48.2075455, 16.4371393 48.2075302, 16.4371754 48.2075238, 16.4372219 48.2075255, 16.4372499 48.2075373, 16.4372736 48.2075537, 16.4372891 48.2075767, 16.437295 48.2076002, 16.4372974 48.2076309, 16.4372888 48.2076687, 16.4372904 48.2076977, 16.4373243 48.2077458, 16.4374919 48.2078515, 16.437588 48.2078914)",,,yes,"['3', '2']",,,
799181859,69808700,0,"[25015208, 25113639]",,,cycleway,,False,264.67699999999996,"LINESTRING (16.4340879 48.2052805, 16.4335298 48.2049394, 16.4326127 48.2043927, 16.4324116 48.2043087, 16.4322188 48.2042535, 16.432024 48.2041709, 16.4318199 48.2041025, 16.4315959 48.2040898, 16.4313172 48.2040782, 16.4311477 48.2040543)",,,yes,2,,,
799181859,33500002,0,"[154608010, 104527701, 65445879]",,,cycleway,,False,138.569,"LINESTRING (16.4340879 48.2052805, 16.4340632 48.2052968, 16.4340809 48.2053181, 16.4340888 48.2053512, 16.4340831 48.2053863, 16.4340552 48.2054212, 16.4340081 48.2054462, 16.4339586 48.2054562, 16.4339119 48.2054576, 16.4338771 48.2054504, 16.4338439 48.2054358, 16.4338134 48.2054076, 16.4337954 48.2053738, 16.4337974 48.2053361, 16.4338217 48.2053006, 16.4338743 48.2052718, 16.4339302 48.2052631, 16.4339765 48.2052688, 16.4340166 48.2052881, 16.4340438 48.205312, 16.4340573 48.2053373, 16.4340608 48.2053598, 16.4340547 48.205382, 16.4340363 48.2054069, 16.4340049 48.2054272, 16.433971 48.205438, 16.4339206 48.2054411, 16.4338832 48.205433, 16.4338501 48.2054173, 16.4338258 48.2053912, 16.4338197 48.2053611, 16.4338284 48.2053281, 16.4338466 48.2053107, 16.4338849 48.2052915, 16.4339252 48.2052837, 16.4339754 48.205284, 16.4340245 48.2052976, 16.4340831 48.2053287, 16.4341555 48.2053833)",,,yes,,,,
799181939,258995681,0,23894810,,Wehr 1,cycleway,,False,172.235,"LINESTRING (16.436112 48.2111005, 16.4377898 48.2121725)",,,yes,,permissive,,
802234051,2889074446,0,"[97375001, 66093314, 95828707, 97375009]",,,cycleway,,False,669.0669999999998,"LINESTRING (16.4797434 48.1740901, 16.4797899 48.1740065, 16.480029 48.173719, 16.4801806 48.1735124, 16.4803031 48.1732979, 16.4803428 48.1731763, 16.4803658 48.1730701, 16.4803777 48.1729487, 16.4803745 48.1728043, 16.4803462 48.1726744, 16.4803027 48.1725438, 16.4802675 48.1724736, 16.4802599 48.1724606, 16.4802049 48.1723664, 16.4801777 48.1723279, 16.4800311 48.1721429, 16.4795026 48.1715858, 16.4788633 48.1709004, 16.4780303 48.1700156, 16.4773705 48.1693126, 16.4771808 48.1691466, 16.4769577 48.1690061, 16.4767733 48.1689033, 16.476748 48.1688897)",,,yes,,,,
802267211,223662674,0,27575532,,,cycleway,,False,10.457,"LINESTRING (16.3877885 48.1382803, 16.3877586 48.1381884)",,,,,,,
802267211,293354414,0,66097382,,,cycleway,,False,25.958,"LINESTRING (16.3877885 48.1382803, 16.387888 48.1385041)",,,yes,,,,
802267211,321921883,0,775586390,,,cycleway,,False,85.965,"LINESTRING (16.3877885 48.1382803, 16.3889056 48.1380755)",,,,,,,
802267211,321921671,0,29275548,,,cycleway,,False,94.111,"LINESTRING (16.3877885 48.1382803, 16.3876433 48.1383012, 16.3872008 48.1384048, 16.3871305 48.1384213, 16.3865872 48.1385495)",,,,,,,
802276400,802276416,0,125515214,,,cycleway,,False,23.741999999999997,"LINESTRING (16.3509603 48.1502958, 16.3509099 48.1502422, 16.3506988 48.1502945)",,,,,,,
802276416,319464243,0,"[66097548, 66097549]",,,cycleway,,False,41.602,"LINESTRING (16.3506988 48.1502945, 16.3505882 48.1501152, 16.3505773 48.1500977, 16.3505286 48.1500194, 16.3504646 48.1499559)",,,yes,,,,
802276416,802276400,0,125515214,,,cycleway,,False,23.741999999999997,"LINESTRING (16.3506988 48.1502945, 16.3509099 48.1502422, 16.3509603 48.1502958)",,,,,,,
802276416,223667631,0,125515214,,,cycleway,,False,23.360999999999997,"LINESTRING (16.3506988 48.1502945, 16.3504923 48.1503417, 16.3505153 48.1504043)",,,,,,,
802280042,802280101,0,66097639,,,cycleway,,False,17.167,"LINESTRING (16.3394172 48.1521387, 16.3391939 48.1520982)",,,,,,,
802280101,802280042,0,66097639,,,cycleway,,False,17.167,"LINESTRING (16.3391939 48.1520982, 16.3394172 48.1521387)",,,,,,,
802280101,741322603,0,66097639,,,cycleway,,False,14.28,"LINESTRING (16.3391939 48.1520982, 16.3390067 48.1520683)",,,,,,,
802280101,2010688656,0,190443645,,,cycleway,,False,10.847999999999999,"LINESTRING (16.3391939 48.1520982, 16.3392094 48.1521239, 16.3392121 48.1521451, 16.3391843 48.15219)",,,,,,,
810049375,252617157,0,"[27488249, 67028270]",,Haböckgasse,cycleway,,False,314.589,"LINESTRING (16.3609994 48.1444732, 16.3610667 48.1446726, 16.361182 48.1450055, 16.3612272 48.1453208, 16.3612272 48.1453721, 16.3613466 48.1453922, 16.361505 48.1453957, 16.3616528 48.145376, 16.3627462 48.1450802, 16.36381 48.1447924, 16.363875 48.1447332)",,,,,,,
810131119,1979682648,0,25838103,,,cycleway,,True,413.0160000000001,"LINESTRING (16.3944234 48.2539868, 16.3945448 48.2541563, 16.3948301 48.2544493, 16.3951962 48.2548291, 16.3961236 48.2557309, 16.3961633 48.2558024, 16.3961987 48.2558355, 16.3962559 48.2558892, 16.3963343 48.2559667, 16.3965256 48.2561635, 16.3965811 48.2561921, 16.3967758 48.2564167, 16.3967906 48.2564544, 16.3967939 48.2564899, 16.3969966 48.2567333, 16.3970942 48.2568624, 16.397225 48.2569816, 16.3973534 48.2571303)",,,,,,,
810131119,7158712907,0,"[443026362, 187066131]",,,cycleway,,False,85.934,"LINESTRING (16.3944234 48.2539868, 16.3943652 48.2538923, 16.3943326 48.2538297, 16.3943414 48.2537734, 16.3943561 48.2537506, 16.3943667 48.2537377, 16.3943776 48.2537281, 16.3944423 48.2536714, 16.3945101 48.2535901, 16.3944689 48.2533604, 16.3944343 48.2533177, 16.3943926 48.2532925, 16.3943758 48.2532829)",,,,,,,
810131119,1978214217,0,443259797,,,cycleway,,False,25.130000000000003,"LINESTRING (16.3944234 48.2539868, 16.3943451 48.2540377, 16.3942689 48.2541058, 16.3942115 48.2541623)",,,,,,,
815682624,871606783,0,727541047,,,cycleway,,False,36.723,"LINESTRING (16.3884516 48.1284458, 16.3884318 48.1284656, 16.388422 48.1285333, 16.3884298 48.128635, 16.3884674 48.1286932, 16.3885519 48.1287399)",,,,,,,
816532941,3099631240,0,"[67604587, 305352443]",,,path,,False,317.75800000000004,"LINESTRING (16.4101721 48.1962325, 16.4112056 48.1954926, 16.4110458 48.1954201, 16.4108583 48.1953552, 16.4105695 48.195295, 16.4103659 48.1952514, 16.4101338 48.1952017, 16.4100365 48.195184, 16.409987 48.1951189, 16.4099529 48.1950691, 16.4098419 48.1950342, 16.4094227 48.1947921, 16.4093116 48.1947279, 16.4092729 48.1946707, 16.4090777 48.1945571, 16.4089759 48.1944976)",,,,3,,,
816532941,1987642980,0,188140580,,,path,,False,13.897999999999998,"LINESTRING (16.4101721 48.1962325, 16.4102391 48.1962685, 16.4102872 48.1962994, 16.4102738 48.1963207)",,,,,,,
821225271,2132965438,0,"[245979409, 245472274, 123269947, 425282455]",,,cycleway,,True,250.78400000000002,"LINESTRING (16.3593526 48.1797475, 16.3594597 48.1797585, 16.3596288 48.1799207, 16.3597313 48.180019, 16.359802 48.1801089, 16.3598385 48.18016, 16.3598743 48.1802083, 16.3598302 48.1802498, 16.359437 48.1806748, 16.3594207 48.1807326, 16.3593851 48.1807498, 16.3593575 48.1807632, 16.3592799 48.1808185, 16.3592051 48.1808709, 16.359147 48.180915, 16.3591301 48.1809278, 16.3590724 48.1809716, 16.3589891 48.1810576, 16.3589554 48.181088, 16.358842 48.1812359, 16.3586856 48.1814477, 16.3586319 48.1815485, 16.3586278 48.1815797, 16.3586296 48.1816096)",,,,,,,
830066214,33254342,0,175802608,,,cycleway,,False,11.489,"LINESTRING (16.3726911 48.2353408, 16.3727384 48.2352424)",,,,,,,
830066214,1863547441,0,231061746,,,cycleway,,False,98.92099999999999,"LINESTRING (16.3726911 48.2353408, 16.3735555 48.2353534, 16.3740264 48.2353602)",,,,,,,
830066214,1863547440,0,231061746,,,cycleway,,False,113.42299999999999,"LINESTRING (16.3726911 48.2353408, 16.3726413 48.2353396, 16.3724132 48.2353352, 16.3721055 48.235331, 16.3713387 48.2353164, 16.3712192 48.2352792, 16.3711766 48.2352666)",,,,,,,
830084182,1353022239,0,86820391,,,cycleway,,False,233.53799999999998,"LINESTRING (16.329592 48.1740253, 16.3293228 48.174024, 16.329044 48.1739625, 16.3281977 48.1737025, 16.3270029 48.1733843, 16.3266707 48.1732784)",,,,,,,
830084182,270064673,0,"[59699712, 105257036, 59699711]",,,cycleway,,False,63.629000000000005,"LINESTRING (16.329592 48.1740253, 16.3296304 48.1739554, 16.3296411 48.1739193, 16.3296827 48.1737042, 16.3297028 48.1736149, 16.3297151 48.1735636, 16.329728 48.1735065, 16.3297276 48.1734624)",,,yes,,,,
830084182,1212985394,0,105257036,,,cycleway,,False,25.645,"LINESTRING (16.329592 48.1740253, 16.3295573 48.1740878, 16.3294929 48.1741849, 16.3294583 48.1742379)",,,,,,,
837171696,944529397,0,"[81025653, 282534958]",,Wienflussweg,cycleway,,False,48.297,"LINESTRING (16.304544 48.1878896, 16.3046019 48.1878875, 16.304647 48.1878895, 16.3046857 48.1878928, 16.3047201 48.1878996, 16.3047618 48.1879099, 16.3047989 48.1879264, 16.3048314 48.1879456, 16.3048567 48.1879624, 16.3048793 48.1879711, 16.3049078 48.1879742, 16.3049756 48.1879708, 16.3049945 48.1879738, 16.3050081 48.1879784, 16.3050186 48.1879867, 16.3050288 48.1879995, 16.3050327 48.1880196, 16.3050333 48.1880401, 16.3050263 48.1880555, 16.3050121 48.1880686)",,,,,,,
849606000,415785109,0,166821893,,Winkeläckerweg,cycleway,,False,170.44099999999997,"LINESTRING (16.393519 48.2801628, 16.3936415 48.2803826, 16.39376 48.2805701, 16.3937655 48.2805788, 16.393953 48.2808139, 16.3940359 48.2809242, 16.3941383 48.2810525, 16.394399 48.2813918, 16.3944986 48.281548)",,,,,,,
850376988,61855018,0,484271422,,,cycleway,,False,40.282999999999994,"LINESTRING (16.3214364 48.1480346, 16.3216149 48.1480556, 16.3217232 48.1480684, 16.3218192 48.1480799, 16.3218636 48.148087, 16.3218897 48.148113, 16.3218877 48.1481541)",,,,,,,
850376988,297370438,0,"[682165601, 777825265]",,,cycleway,,False,508.5760000000001,"LINESTRING (16.3214364 48.1480346, 16.3216013 48.147471, 16.321861 48.1465834, 16.3220081 48.1460806, 16.3222643 48.1452051, 16.322472 48.144495, 16.32251 48.144488, 16.3225204 48.1444311, 16.3225238 48.1444064, 16.3225412 48.1443189, 16.3225662 48.1442588, 16.3226636 48.1442347, 16.3227322 48.1442273, 16.3228599 48.1442365, 16.322973 48.144257, 16.3233455 48.144261, 16.3233602 48.1442624, 16.3233921 48.144264, 16.3236127 48.1442858)",,,,,,,
850376988,321004521,0,682165601,,,cycleway,,False,422.73300000000006,"LINESTRING (16.3214364 48.1480346, 16.3211656 48.1489615, 16.3210247 48.1494441, 16.3207055 48.1505366, 16.320569 48.1510109, 16.320567 48.1511136, 16.320534 48.1512426, 16.3204563 48.1513525, 16.3203334 48.1517589)",,,,,,,
861290873,2933573130,0,72565222,,,cycleway,,False,50.054,"LINESTRING (16.3883046 48.1933991, 16.3882867 48.1934626, 16.3880061 48.1935816, 16.3880129 48.1936604, 16.3880792 48.1937329)",,,,,,,
861313385,348283733,0,72567573,,Kleistgasse,cycleway,30,False,15.871,"LINESTRING (16.3896539 48.1913606, 16.3896079 48.1912212)",,,,,,,
871028469,309895244,0,444798007,,,cycleway,,False,26.242,"LINESTRING (16.3457128 48.1346749, 16.3454063 48.1347926)",,,,,,,
871028469,3706463450,0,444798007,,,cycleway,,False,768.2369999999999,"LINESTRING (16.3457128 48.1346749, 16.3470645 48.1341516, 16.3485415 48.1335768, 16.3495536 48.1331892, 16.3502216 48.1329349, 16.3506581 48.1328156, 16.3538156 48.1321682, 16.3539365 48.1321787, 16.3550604 48.1319484, 16.3550967 48.1319438, 16.3551308 48.1319458)",,,,,,,
871028469,2208727700,0,73502759,,,path,,False,407.2990000000001,"LINESTRING (16.3457128 48.1346749, 16.3457628 48.1346907, 16.3460899 48.1347942, 16.3466925 48.1349848, 16.3481934 48.1353799, 16.348348 48.1354033, 16.3484454 48.1354329, 16.3486095 48.1358002, 16.3488782 48.1358647, 16.3490096 48.1358834, 16.350467 48.1358069, 16.3505358 48.1358015)",,,,,,,
871606783,815682624,0,727541047,,,cycleway,,False,36.723,"LINESTRING (16.3885519 48.1287399, 16.3884674 48.1286932, 16.3884298 48.128635, 16.388422 48.1285333, 16.3884318 48.1284656, 16.3884516 48.1284458)",,,,,,,
889041919,3950812728,0,"[414357351, 414357352, 414357353, 414357354, 33040670]",,Aderklaaer Straße,cycleway,,False,169.60100000000003,"LINESTRING (16.4506827 48.2624266, 16.4507091 48.2623708, 16.4507866 48.2623793, 16.4512477 48.2624719, 16.4515517 48.2625261, 16.4518361 48.2625734, 16.4521103 48.2626202, 16.4523706 48.2626621, 16.452441 48.2626812, 16.4525118 48.2627306, 16.4525816 48.2627663, 16.4526567 48.2627931, 16.4527881 48.2628047)",,,,,,,
897661877,401950,0,76095107,,Wolf-in-der-Au-Brücke,cycleway,,False,4.152,"LINESTRING (16.2358513 48.2042892, 16.235872 48.2043239)",,,,,,,
