u,v,key,osmid,ref,name,highway,maxspeed,oneway,length,geometry,lanes,tunnel,bridge,width,access,area,service
221766387,9900518,0,41550665,,,cycleway,,False,476.292,"LINESTRING (16.4272801 48.297732, 16.4271899 48.2983083, 16.4272097 48.2984679, 16.4273143 48.2987976, 16.4273744 48.2989964, 16.427377 48.2990301, 16.4273906 48.2992048, 16.4273509 48.2993621, 16.4272983 48.2995526, 16.4272323 48.2997021, 16.4272198 48.2997475, 16.4271921 48.2998481, 16.427165 48.3000322, 16.4271653 48.3002684, 16.4271621 48.3004245, 16.4271341 48.3006367, 16.4270752 48.3009069, 16.4270462 48.3011099, 16.4270708 48.3012863, 16.4271545 48.3014319, 16.4272371 48.3015037, 16.4273228 48.3015607, 16.4275366 48.3016426, 16.427834 48.3016861)",,,,,,,
221766387,34018128,0,"[696114106, 4603051, 22619478]",,,cycleway,,False,301.02,"LINESTRING (16.4272801 48.297732, 16.427306 48.2975867, 16.4272793 48.2974159, 16.4272399 48.2972678, 16.4271737 48.2971325, 16.4271019 48.2969657, 16.4270989 48.2968395, 16.4270434 48.2967314, 16.4270207 48.2966387, 16.4270146 48.2964184, 16.4269259 48.2963023, 16.4266935 48.2959983, 16.4266826 48.2959557, 16.4266566 48.2958543, 16.4266466 48.2955859, 16.4266113 48.2953974, 16.4265438 48.2951085)",,,,,,,
223613872,1205052775,0,"[104446209, 104446178, 104446210, 111203269, 806944965, 104446150, 104446201]",,,"['cycleway', 'path']",,False,64.007,"LINESTRING (16.3832217 48.2400228, 16.3832002 48.2401175, 16.3831804 48.2402043, 16.3831605 48.2402288, 16.3830738 48.2403355, 16.3830159 48.2404041, 16.3829077 48.2405018, 16.3828697 48.2405363)",,yes,,,,,
223653122,782985355,0,20818944,,Rigolettogasse,cycleway,,False,4.754,"LINESTRING (16.3491314 48.1427848, 16.3491914 48.1427698)",,,,,,,
223659192,293354409,0,26745360,,Liesingbachbegleitweg,cycleway,,False,554.714,"LINESTRING (16.3800538 48.1403989, 16.3798388 48.1404172, 16.379702 48.1405093, 16.3794966 48.1407139, 16.3792946 48.1408759, 16.3789921 48.1409913, 16.3786482 48.1410914, 16.3784256 48.1412003, 16.3780892 48.141426, 16.3779278 48.141502, 16.3771407 48.1417386, 16.375856 48.1423055, 16.375394 48.1423626, 16.375219 48.1423677, 16.374986 48.1423726, 16.3747092 48.1424016, 16.3744606 48.1424359, 16.3741565 48.1424992, 16.3736114 48.142614)",,,,,,,
223662674,802267211,0,27575532,,,cycleway,,False,10.457,"LINESTRING (16.3877586 48.1381884, 16.3877885 48.1382803)",,,,,,,
223667631,802276416,0,125515214,,,cycleway,,False,23.360999999999997,"LINESTRING (16.3505153 48.1504043, 16.3504923 48.1503417, 16.3506988 48.1502945)",,,,,,,
224378307,139718222,0,20882799,,Audorfgasse,cycleway,,False,188.478,"LINESTRING (16.385355 48.2721796, 16.3850444 48.2721518, 16.3847625 48.2721546, 16.3844806 48.2721361, 16.3840815 48.2720446, 16.3835906 48.2719437, 16.3831285 48.2718227, 16.3829382 48.2717303)",,,,,,,
224378307,130071060,0,20882799,,Audorfgasse,cycleway,,False,46.696,"LINESTRING (16.385355 48.2721796, 16.3857966 48.2723981, 16.3858511 48.2724377)",,,,,,,
224378307,1917415266,0,20883257,,,cycleway,,False,243.77900000000002,"LINESTRING (16.385355 48.2721796, 16.3851392 48.2718971, 16.3849553 48.2716565, 16.3846858 48.2709662, 16.3843971 48.2701658, 16.3843663 48.2700998)",,,,,,,
224380423,71477657,0,"[24532072, 24532073, 20883157]",,,cycleway,,False,192.90700000000004,"LINESTRING (16.3767707 48.2686648, 16.3766719 48.2685432, 16.3765703 48.2684963, 16.3764475 48.2684659, 16.3763359 48.2684802, 16.3762339 48.2685192, 16.3760035 48.2686402, 16.3758972 48.2686854, 16.3757001 48.2686993, 16.3755607 48.2687065, 16.3752844 48.2686564, 16.3751594 48.2686607, 16.3749039 48.2687225, 16.3744693 48.2688445)",,,,,,,
224390635,6172736510,0,"[25454085, 22981499, 25454077]",,,cycleway,,False,110.97,"LINESTRING (16.3911659 48.2855247, 16.3911549 48.2855851, 16.391073 48.2856704, 16.3907672 48.2859443, 16.3901906 48.2862566)",,,yes,5,,,
224390635,224390641,0,29311586,,Graedenerweg,cycleway,,False,206.70600000000002,"LINESTRING (16.3911659 48.2855247, 16.3912766 48.2854888, 16.391612 48.2853003, 16.3917335 48.2852167, 16.3918495 48.2851369, 16.3922026 48.2847692, 16.3925086 48.2844505, 16.3929163 48.2841003)",,,,,,,
224390635,247741343,0,37605206,,,cycleway,,False,205.657,"LINESTRING (16.3911659 48.2855247, 16.3908007 48.2854216, 16.3905319 48.2852651, 16.3900115 48.2851661, 16.3890751 48.2849617, 16.3886165 48.2848311)",,,,,,,
224390641,92482708,0,"[10594496, 29311585, 696387691]",,,cycleway,,False,612.5120000000002,"LINESTRING (16.3929163 48.2841003, 16.3930292 48.2840597, 16.3934456 48.2839098, 16.3942367 48.2837085, 16.3948862 48.2835695, 16.3956271 48.2833882, 16.3959367 48.2832894, 16.3960426 48.2833014, 16.3963068 48.2833066, 16.3967014 48.2833292, 16.3971121 48.2833297, 16.3972973 48.2833478, 16.3978425 48.2834011, 16.3986546 48.2833987, 16.3987299 48.2833856, 16.399042 48.2833314, 16.3993776 48.2832511, 16.3996593 48.2832333, 16.3999248 48.2832717, 16.4000529 48.2833213, 16.4001977 48.2834493, 16.4004003 48.2836934, 16.400471 48.283793)",,,,5,,,
224390641,224390635,0,29311586,,Graedenerweg,cycleway,,False,206.706,"LINESTRING (16.3929163 48.2841003, 16.3925086 48.2844505, 16.3922026 48.2847692, 16.3918495 48.2851369, 16.3917335 48.2852167, 16.391612 48.2853003, 16.3912766 48.2854888, 16.3911659 48.2855247)",,,,,,,
224390641,415785109,0,29311593,,Graedenerweg,cycleway,,False,309.846,"LINESTRING (16.3929163 48.2841003, 16.3933741 48.2836342, 16.393583 48.2833879, 16.3937926 48.2831156, 16.3940401 48.2827138, 16.3942494 48.2822847, 16.3944227 48.2818271, 16.3944986 48.281548)",,,,,,,
224396799,301386737,0,11416097,,,cycleway,,False,68.882,"LINESTRING (16.3779998 48.2644791, 16.378172 48.2642571, 16.3784331 48.2639309)",,,,,,,
224396799,1917415266,0,"[696392333, 696392334, 181317423, 216478865, 24532083, 24532084, 29254197, 216478869]",,Teslagasse,cycleway,,False,871.0169999999999,"LINESTRING (16.3779998 48.2644791, 16.3783166 48.2645897, 16.3783762 48.2646105, 16.3786536 48.2647123, 16.3789213 48.2647913, 16.3789995 48.2648045, 16.3790755 48.2648173, 16.3795219 48.2648228, 16.379744 48.2649022, 16.3821299 48.2667752, 16.3823699 48.2669746, 16.3824176 48.2670222, 16.3824486 48.26706, 16.3824762 48.2671135, 16.3827011 48.2674172, 16.3830547 48.267771, 16.3832482 48.2679221, 16.3835375 48.2681388, 16.3840471 48.2684977, 16.3843693 48.2687774, 16.3844811 48.268905, 16.3846833 48.2692699, 16.3847948 48.2693813, 16.3848193 48.2694644, 16.3847833 48.2697291, 16.384818 48.2699964, 16.3843663 48.2700998)",,,yes,,,,
224396799,71477657,0,34110681,,,cycleway,,False,551.4119999999999,"LINESTRING (16.3779998 48.2644791, 16.3778188 48.2647062, 16.3775679 48.2650209, 16.3755809 48.2675133, 16.375349 48.2677887, 16.3752241 48.2679371, 16.3751644 48.2680108, 16.3745497 48.2687734, 16.3744693 48.2688445)",,,,,,,
224589694,3631811510,0,178556698,,Franklinstraße,cycleway,,False,150.654,"LINESTRING (16.4051158 48.2537755, 16.404086 48.2541687, 16.4033506 48.2544495)",,,,,,,
225932455,2001913064,0,409878304,,,cycleway,,False,67.522,"LINESTRING (16.4149496 48.2828681, 16.4148882 48.2829378, 16.4149672 48.2831022, 16.415109 48.2833972, 16.4150963 48.2834405)",,,,,,,
225937301,344547494,0,30986981,,,cycleway,,False,165.37,"LINESTRING (16.4030621 48.2737552, 16.4032696 48.2737075, 16.4035598 48.2736407, 16.4041857 48.2734743, 16.4051483 48.2732232)",,,,,,,
225937301,225937309,0,"[203854936, 360577938]",,,cycleway,,False,224.147,"LINESTRING (16.4030621 48.2737552, 16.4025684 48.2735613, 16.4024163 48.2735273, 16.4023261 48.2733855, 16.4022366 48.2732362, 16.4021898 48.2731604, 16.4020359 48.2728924, 16.401912 48.2726764, 16.4027677 48.2724506)",,,,,,,
225937301,3585067248,0,"[360577938, 83238815]",,,cycleway,,False,415.0249999999999,"LINESTRING (16.4030621 48.2737552, 16.4030472 48.2738221, 16.4030752 48.2739404, 16.4031823 48.2741155, 16.4036023 48.2748018, 16.4040521 48.2756177, 16.4041349 48.2757678, 16.4042738 48.2760197, 16.404347 48.2761525, 16.4043968 48.2762427, 16.4044617 48.2763604, 16.4048567 48.2770767, 16.4049263 48.2772243, 16.4049388 48.2772603)",,,,,,,
225937309,225937301,0,"[203854936, 360577938]",,,cycleway,,False,224.147,"LINESTRING (16.4027677 48.2724506, 16.401912 48.2726764, 16.4020359 48.2728924, 16.4021898 48.2731604, 16.4022366 48.2732362, 16.4023261 48.2733855, 16.4024163 48.2735273, 16.4025684 48.2735613, 16.4030621 48.2737552)",,,,,,,
225937309,3140558183,0,308783777,,,cycleway,,True,25.505999999999997,"LINESTRING (16.4027677 48.2724506, 16.4027463 48.2724179, 16.4027204 48.2723792, 16.4026741 48.272305, 16.4026333 48.2722394)",,,,,,,
225952612,3310997797,0,324349949,,,cycleway,,False,290.70399999999995,"LINESTRING (16.4009052 48.2696963, 16.4010394 48.2695945, 16.4015401 48.269209, 16.4021123 48.2687146, 16.4022344 48.2686575, 16.4023924 48.2685344, 16.4030911 48.2679494, 16.403132 48.267912, 16.403349 48.2677531, 16.4034207 48.2676944)",,,,,,,
225971622,690606360,0,54853341,,,cycleway,,False,9.071,"LINESTRING (16.4334988 48.2565915, 16.433389 48.2566277)",,,,,,,
226002595,4155262030,0,"[82329408, 441255873, 82329415, 21024137, 412657076, 412657112, 414374524]",,Leopoldauer Tunnel,cycleway,,False,137.616,"LINESTRING (16.4465279 48.2764957, 16.4464834 48.2765701, 16.4463419 48.2768458, 16.4462838 48.2769674, 16.446274 48.2769885, 16.4463041 48.2769944, 16.4469275 48.2771347, 16.4469705 48.2771477, 16.4469524 48.2771815, 16.4471638 48.2772273, 16.4471423 48.2772672)",,yes,,,,,
226002595,248803401,0,"[412683460, 23057586, 412683476, 412683422, 22968351]",,Kürschnergasse,"['cycleway', 'service']",30,False,192.24599999999998,"LINESTRING (16.4465279 48.2764957, 16.4464615 48.2764729, 16.4463806 48.2764464, 16.4459789 48.276325, 16.4459185 48.2762844, 16.4459023 48.2762422, 16.4459177 48.2761904, 16.4458896 48.276116, 16.4459429 48.2759958, 16.4461041 48.2756322, 16.4461435 48.2755435, 16.4454314 48.2753892)",,,,,,,
226002595,958868006,0,"[443025440, 412683467, 441255869]",,,cycleway,,False,63.919000000000004,"LINESTRING (16.4465279 48.2764957, 16.4466057 48.2765064, 16.4470073 48.2765704, 16.4472312 48.2765706, 16.4473238 48.2765216, 16.4473346 48.2765036)",,,,,,,
226037371,226037374,0,"[21030024, 300264198, 300264199]",,,cycleway,,False,125.88600000000002,"LINESTRING (16.4117104 48.2899323, 16.4113981 48.2900144, 16.4110761 48.2900696, 16.410814 48.2901146, 16.4105856 48.2900554, 16.410505 48.2898405, 16.4103792 48.2897507)",,yes,,,,,
226037374,226037371,0,"[21030024, 300264198, 300264199]",,,cycleway,,False,125.886,"LINESTRING (16.4103792 48.2897507, 16.410505 48.2898405, 16.4105856 48.2900554, 16.410814 48.2901146, 16.4110761 48.2900696, 16.4113981 48.2900144, 16.4117104 48.2899323)",,yes,,,,,
226039926,271667029,0,24990317,,,cycleway,,False,136.07500000000002,"LINESTRING (16.4246945 48.2907841, 16.424624 48.2904944, 16.4249181 48.2896965, 16.4249075 48.289588)",,,,,,,
226039926,34018125,0,305079299,,,cycleway,,False,602.441,"LINESTRING (16.4246945 48.2907841, 16.4249006 48.2907609, 16.4250592 48.2907836, 16.425236 48.2908733, 16.425354 48.2908812, 16.4260128 48.2907382, 16.4261584 48.2907496, 16.4262614 48.2907953, 16.4264004 48.290948, 16.4267817 48.2916881, 16.4267871 48.2917039, 16.4270331 48.2924203, 16.4270374 48.2929421, 16.4270597 48.2936474, 16.4271926 48.2948611, 16.4271923 48.295008)",,,,,,,
226039926,968509338,0,"[305079299, 300260645]",,,cycleway,,False,586.9470000000001,"LINESTRING (16.4246945 48.2907841, 16.4241775 48.2907319, 16.4238567 48.2906673, 16.4236778 48.2906312, 16.4225721 48.290714, 16.4223402 48.2907467, 16.4221208 48.2907553, 16.4218678 48.2906855, 16.4216068 48.2905903, 16.4211941 48.2904556, 16.420868 48.2903426, 16.4206003 48.2902569, 16.4203663 48.2901885, 16.4201454 48.2901525, 16.4196328 48.2900955, 16.4194815 48.2900936, 16.4190236 48.2900932, 16.4188445 48.2901068, 16.4184092 48.2901399, 16.4177869 48.290185, 16.4176143 48.2902119, 16.4171968 48.2902812, 16.4170402 48.2902996)",,,,,,,
226602746,3140558205,0,308783771,,Funkgasse,cycleway,,False,40.197,"LINESTRING (16.4090807 48.2804783, 16.4088887 48.2805178, 16.4086586 48.2806864)",,,,,,,
226604393,2001913058,0,24365992,,,cycleway,,False,44.182,"LINESTRING (16.4056734 48.2816139, 16.4058148 48.2815335, 16.4061488 48.281374)",,,,,,,
226615450,60834223,0,21077142,,Scheffelstraße,cycleway,,False,55.834,"LINESTRING (16.4056822 48.2506429, 16.4057087 48.2505796, 16.4054385 48.250182)",,,,,,,
226618995,226621209,0,21077743,,An der oberen Alten Donau,cycleway,,False,15.942,"LINESTRING (16.4180965 48.2460529, 16.4179969 48.2460792, 16.4179007 48.2461121)",,,,,,,
226621209,226618995,0,21077743,,An der oberen Alten Donau,cycleway,,False,15.942,"LINESTRING (16.4179007 48.2461121, 16.4179969 48.2460792, 16.4180965 48.2460529)",,,,,,,
226623413,1780485564,0,58871307,,,cycleway,,False,128.497,"LINESTRING (16.4126967 48.2481799, 16.4126758 48.2482479, 16.412573 48.2482899, 16.4120477 48.2485043, 16.4115419 48.2487108, 16.4113585 48.2487857, 16.4112755 48.2487707)",,,,,,,
232665002,3694677974,0,365454250,,Arnezhoferstraße,cycleway,7,False,11.211,"LINESTRING (16.3989036 48.2199222, 16.3988342 48.2199081, 16.3988093 48.219903, 16.3987589 48.2198927)",,,,,,,
235143192,2518621185,0,30041235,,,cycleway,,False,82.489,"LINESTRING (16.5173052 48.2260368, 16.5172358 48.2258366, 16.5170545 48.225314)",,,,,,,
239424097,392492,0,"[677351312, 4578915, 677351311]",,In der Wiesen,cycleway,,False,48.721,"LINESTRING (16.3161218 48.1429074, 16.316192 48.142909, 16.3162431 48.1429102, 16.3165398 48.1429734, 16.3166607 48.1429983, 16.316713 48.143009, 16.3167539 48.1430169)",,,,,,,
242693479,92483458,0,"[696351596, 22620709]",,,cycleway,,False,44.913,"LINESTRING (16.4111097 48.2905211, 16.4113592 48.2905277, 16.4117157 48.2905442)",,,,,,,
242703617,247741343,0,"[300264225, 172495198, 37605188, 300264228, 182413880, 20884120, 696387695, 300264210, 131891091, 696387700, 696387699, 20883958, 696387703, 26317368, 300264219, 300264222]",,Kretschmerweg,cycleway,,False,1672.5830000000005,"LINESTRING (16.3703157 48.281139, 16.3703635 48.2811225, 16.3704227 48.2811081, 16.3705363 48.2810866, 16.3708005 48.2810381, 16.3710727 48.2809962, 16.371645 48.2809195, 16.3719146 48.2808933, 16.3723448 48.2808791, 16.3727115 48.2808703, 16.3728661 48.2808627, 16.3729833 48.280855, 16.3732412 48.2808396, 16.3733182 48.280837, 16.3733968 48.2808364, 16.3735667 48.2808416, 16.3736494 48.2808485, 16.3737566 48.2808532, 16.3740247 48.2808674, 16.3742334 48.2808786, 16.374483 48.2808882, 16.3746142 48.280889, 16.3747262 48.2808873, 16.3747933 48.2808864, 16.3748496 48.2808886, 16.3749106 48.2808972, 16.375032 48.2809213, 16.3750976 48.2809317, 16.3751597 48.2809378, 16.3752318 48.2809414, 16.3752888 48.2809417, 16.3756657 48.2809222, 16.3756911 48.2809191, 16.3757595 48.2809077, 16.375785 48.2809044, 16.3758436 48.2809045, 16.375895 48.2809099, 16.3759592 48.2809224, 16.3764233 48.2802171, 16.3765275 48.2800398, 16.3768705 48.2795467, 16.3775751 48.2799139, 16.3781543 48.2803312, 16.3784911 48.2805754, 16.3786852 48.2807161, 16.3789392 48.2809003, 16.379809 48.2814807, 16.3799637 48.2815559, 16.3800771 48.2815607, 16.3801938 48.2815489, 16.3817375 48.28185, 16.3821238 48.2819403, 16.382181 48.2819537, 16.3822925 48.2820133, 16.3826274 48.282237, 16.3828724 48.2823925, 16.3831325 48.2825576, 16.3835055 48.2828327, 16.3840786 48.2832553, 16.3842293 48.2833601, 16.3844166 48.2834904, 16.3846465 48.2836503, 16.3848331 48.2838006, 16.3849285 48.2838762, 16.3853536 48.2840105, 16.3854197 48.2840113, 16.3855187 48.2840124, 16.3856548 48.284012, 16.3866043 48.2843942, 16.3884207 48.2847886, 16.3886165 48.2848311)",,yes,,,,,
242703617,254042349,0,158062614,,,cycleway,,False,53.096999999999994,"LINESTRING (16.3703157 48.281139, 16.3702377 48.2811827, 16.3701769 48.2812138, 16.3700993 48.281297, 16.3699962 48.2815485)",,,,,,,
242703617,2495257108,0,"[179041416, 179041412, 22633184]",,,cycleway,,False,56.418000000000006,"LINESTRING (16.3703157 48.281139, 16.3702712 48.2811253, 16.3701997 48.2810917, 16.3701201 48.2810633, 16.3700102 48.2810349, 16.3699977 48.2810163, 16.370003 48.2809929, 16.3700153 48.2809449, 16.3700206 48.2809005, 16.3700047 48.2808502, 16.3699542 48.2807675)",,,yes,,,,
243478485,15733763,0,37300070,,,cycleway,,False,75.875,"LINESTRING (16.3604135 48.2782747, 16.3603089 48.2789535)",,,,,,,
243478768,301388614,0,37300069,,,cycleway,,False,237.29700000000003,"LINESTRING (16.3709515 48.2660471, 16.3701174 48.2669344, 16.3699926 48.2670451, 16.3688983 48.2676533)",,,,,,,
243478768,15733782,0,133603901,,,cycleway,,False,147.84099999999998,"LINESTRING (16.3709515 48.2660471, 16.370979 48.26619, 16.3712656 48.2670558, 16.371322 48.267248, 16.3713055 48.2673505)",,,,,,,
243478768,321816779,0,"[206457532, 206457533]",,,cycleway,,False,1449.8349999999998,"LINESTRING (16.3709515 48.2660471, 16.371038 48.26583, 16.371196 48.2654427, 16.371391 48.265077, 16.3714123 48.2650395, 16.3722452 48.2640666, 16.37362 48.262278, 16.3753779 48.2602973, 16.3762171 48.2592976, 16.3764104 48.2590674, 16.3774531 48.257788, 16.3778163 48.2573424, 16.3783815 48.2568217, 16.3787922 48.256491, 16.3788901 48.2564122, 16.3791181 48.25623, 16.3792965 48.2560746, 16.3794534 48.2559086, 16.3799865 48.255317, 16.3805477 48.2547359)",,,,,,,
243478779,243478811,0,22698252,,,cycleway,,False,153.72000000000003,"LINESTRING (16.3688047 48.271739, 16.3686261 48.271832, 16.3673063 48.2726153, 16.3672258 48.2726051)",,,,,,,
243478779,15733765,0,"[133603904, 22698247]",,Rechter Uferbegleitweg,cycleway,,False,1263.9740000000004,"LINESTRING (16.3688047 48.271739, 16.3678015 48.2729277, 16.3673925 48.2733833, 16.367087 48.2736102, 16.3665855 48.2738907, 16.3662154 48.2741297, 16.3658771 48.2744086, 16.3654535 48.2748591, 16.3650447 48.2753088, 16.364393 48.276117, 16.3633583 48.277493, 16.3630756 48.2779744, 16.3628267 48.2782669, 16.3613294 48.2798824, 16.3614723 48.2793353, 16.3615403 48.2789482, 16.3616641 48.2785522, 16.361793 48.278144)",,,,,,,
243478779,15733718,0,133603904,,Rechter Uferbegleitweg,cycleway,,False,727.6999999999999,"LINESTRING (16.3688047 48.271739, 16.3702297 48.2699897, 16.3707639 48.269402, 16.3721623 48.2676811, 16.372871 48.266809, 16.3733686 48.2659512)",,,,,,,
243478811,243478779,0,22698252,,,cycleway,,False,153.72000000000003,"LINESTRING (16.3672258 48.2726051, 16.3673063 48.2726153, 16.3686261 48.271832, 16.3688047 48.271739)",,,,,,,
243478811,71478010,0,206457535,,,cycleway,,False,623.4950000000001,"LINESTRING (16.3672258 48.2726051, 16.3673458 48.2724606, 16.3675111 48.2722616, 16.3685354 48.2708716, 16.3686774 48.2706994, 16.3702169 48.2688049, 16.3704789 48.2684587, 16.3705147 48.2684133, 16.3710934 48.2676798, 16.3711275 48.2676366)",,,,,,,
243478811,15733771,0,206457535,,,cycleway,,False,321.53700000000003,"LINESTRING (16.3672258 48.2726051, 16.3669246 48.2729519, 16.366475 48.27334, 16.3661394 48.2735135, 16.3651281 48.2740363, 16.3648651 48.2741876, 16.3645882 48.2743765, 16.3642426 48.2746671)",,,,,,,
243479224,15733802,0,"[27449576, 231693732]",,,cycleway,,False,240.361,"LINESTRING (16.3790886 48.2552353, 16.3791906 48.2552014, 16.3795644 48.2549721, 16.379926 48.2545928, 16.3801486 48.2543825, 16.3803558 48.2542637, 16.3807494 48.2540811, 16.3810815 48.2539423, 16.3814463 48.2538066)",,,,,,,
243479569,247737805,0,22698291,,,cycleway,,False,115.95700000000001,"LINESTRING (16.388722 48.2482923, 16.3887781 48.2481972, 16.3895734 48.2474198)",,,,,,,
243479569,321817091,0,"[22698291, 22698276, 22698278]",,,cycleway,,False,233.18900000000002,"LINESTRING (16.388722 48.2482923, 16.3887125 48.2484819, 16.3886106 48.2486354, 16.3881633 48.2490914, 16.3880613 48.2491955, 16.3876407 48.2494698, 16.3872634 48.2496453, 16.3869315 48.2497538, 16.3867425 48.2497493)",,,,,,,
243479569,243479639,0,187319401,,,cycleway,,False,55.306,"LINESTRING (16.388722 48.2482923, 16.388511 48.2483355, 16.3881239 48.2483806, 16.3880259 48.2483926, 16.3879926 48.2483898)",,,,,,,
243479569,443740997,0,187319401,,,cycleway,,False,77.331,"LINESTRING (16.388722 48.2482923, 16.3888874 48.2482281, 16.3894697 48.2478131)",,,,,,,
243479573,383740897,0,"[22698291, 22698292]",,,cycleway,,False,83.993,"LINESTRING (16.3913534 48.2453152, 16.3913432 48.245097, 16.3913486 48.244985, 16.3913208 48.2445604)",,,,,,,
243479573,1176077780,0,22698291,,,cycleway,,False,245.40099999999995,"LINESTRING (16.3913534 48.2453152, 16.3912932 48.245672, 16.3912335 48.245781, 16.3909587 48.2460964, 16.3906369 48.2464131, 16.3901594 48.246927, 16.3899409 48.2470565, 16.3897938 48.2472143)",,,,,,,
243479573,243479590,0,22698295,,,cycleway,,False,92.145,"LINESTRING (16.3913534 48.2453152, 16.3915348 48.2450545, 16.3917464 48.2448177, 16.3918172 48.2447749, 16.3919257 48.2447639, 16.3919798 48.2447662, 16.3921193 48.2447684)",,,,,,,
243479578,383740897,0,22698292,,,cycleway,,False,21.855,"LINESTRING (16.3912815 48.2443656, 16.3913208 48.2445604)",,,,,,,
243479578,247737797,0,24986674,,,cycleway,,False,41.101,"LINESTRING (16.3912815 48.2443656, 16.3917634 48.244549)",,,,,,,
243479578,1171091215,0,22698297,,,cycleway,,False,49.296,"LINESTRING (16.3912815 48.2443656, 16.3911665 48.2439941, 16.3911471 48.2439314)",,,,,,,
243479590,243479573,0,22698295,,,cycleway,,False,92.14500000000001,"LINESTRING (16.3921193 48.2447684, 16.3919798 48.2447662, 16.3919257 48.2447639, 16.3918172 48.2447749, 16.3917464 48.2448177, 16.3915348 48.2450545, 16.3913534 48.2453152)",,,,,,,
243479590,243479896,0,22698348,,,cycleway,,False,105.86099999999999,"LINESTRING (16.3921193 48.2447684, 16.3921969 48.2446646, 16.3924164 48.2445297, 16.3928989 48.2442026, 16.3930957 48.2440812)",,,,,,,
243479590,247737797,0,24986674,,,cycleway,,False,37.149,"LINESTRING (16.3921193 48.2447684, 16.3920653 48.2446835, 16.3917634 48.244549)",,,,,,,
243479590,651362399,0,"[62147400, 187319385, 105209214]",,Georg-Danzer-Steg,cycleway,,False,305.176,"LINESTRING (16.3921193 48.2447684, 16.3923254 48.2448688, 16.3923525 48.244882, 16.3928791 48.2451026, 16.3932479 48.2452667, 16.3935919 48.2454559, 16.3937553 48.245556, 16.3939029 48.2456578, 16.3942901 48.2459501, 16.3945268 48.2461473, 16.3947361 48.2460325, 16.3948046 48.2459912, 16.3949231 48.2459197, 16.395152 48.2457028)",,,yes,,,,
243479597,301390004,0,442804984,,,cycleway,,False,14.556,"LINESTRING (16.391084 48.2437037, 16.3910686 48.2435732)",,,,,,,
243479597,247737659,0,22698327,,,cycleway,,False,83.178,"LINESTRING (16.391084 48.2437037, 16.3908567 48.2436843, 16.3906882 48.2436922, 16.3905328 48.2437257, 16.3903545 48.2437896, 16.3902174 48.2439068, 16.3901392 48.2439811)",,,,,,,
243479597,1171091215,0,442804977,,,cycleway,,False,25.747,"LINESTRING (16.391084 48.2437037, 16.3911189 48.2438296, 16.3911471 48.2439314)",,,,,,,
243479639,1170706728,0,187319401,,,cycleway,,False,20.067,"LINESTRING (16.3879926 48.2483898, 16.3877226 48.2484054)",,,,,,,
243479639,247737804,0,22981234,,,cycleway,,False,168.50799999999998,"LINESTRING (16.3879926 48.2483898, 16.3880435 48.2483242, 16.3884127 48.2480586, 16.3885243 48.2479786, 16.3889277 48.2475385, 16.3893353 48.2471735)",,,,,,,
243479639,243479569,0,187319401,,,cycleway,,False,55.306,"LINESTRING (16.3879926 48.2483898, 16.3880259 48.2483926, 16.3881239 48.2483806, 16.388511 48.2483355, 16.388722 48.2482923)",,,,,,,
243479762,383740908,0,222281943,,,cycleway,,False,33.935,"LINESTRING (16.3898932 48.2447797, 16.3903288 48.2446849)",,,,,,,
243479762,247737659,0,22698319,,,cycleway,,False,92.54599999999999,"LINESTRING (16.3898932 48.2447797, 16.3898649 48.244626, 16.3899839 48.2443372, 16.3900152 48.2441347, 16.3901392 48.2439811)",,,,,,,
243479762,71485230,0,222281943,,,cycleway,,False,64.676,"LINESTRING (16.3898932 48.2447797, 16.3896772 48.244848, 16.3893615 48.2449843, 16.3891645 48.2450953)",,,,,,,
243479896,243479590,0,22698348,,,cycleway,,False,105.86099999999999,"LINESTRING (16.3930957 48.2440812, 16.3928989 48.2442026, 16.3924164 48.2445297, 16.3921969 48.2446646, 16.3921193 48.2447684)",,,,,,,
243479896,1980375416,0,133749411,,Rechter Uferbegleitweg,cycleway,,False,418.32599999999996,"LINESTRING (16.3930957 48.2440812, 16.3926052 48.2446659, 16.3923852 48.2449653, 16.392325 48.245126, 16.392176 48.2452987, 16.391896 48.2454966, 16.3915667 48.2458695, 16.3914388 48.2460029, 16.3909148 48.2465661, 16.3905357 48.246972, 16.3902139 48.2472989)",,,,,,,
243479896,443740992,0,133749411,,Rechter Uferbegleitweg,cycleway,,False,286.405,"LINESTRING (16.3930957 48.2440812, 16.3941879 48.242713, 16.3946786 48.242058, 16.3948131 48.2417778)",,,,,,,
243479947,71490886,0,133749423,,,cycleway,,False,26.49,"LINESTRING (16.4011005 48.2345173, 16.4009449 48.2347318)",,,,,,,
243479947,1176107819,0,22698354,,,cycleway,,False,180.018,"LINESTRING (16.4011005 48.2345173, 16.4011163 48.2343217, 16.4012395 48.2340495, 16.4013956 48.2338872, 16.4016912 48.2336301, 16.4022725 48.2331431)",,,,,,,
243479947,71490900,0,133749423,,,cycleway,,False,217.393,"LINESTRING (16.4011005 48.2345173, 16.4013628 48.2342814, 16.4014576 48.2341736, 16.4016721 48.2340459, 16.40216 48.23384, 16.4024337 48.2336557, 16.4026962 48.2333781, 16.4029176 48.2330356)",,,,,,,
243480002,1277482789,0,22698354,,,cycleway,,False,26.393,"LINESTRING (16.4054218 48.2311398, 16.4056635 48.2309654)",,,,,,,
