u,v,key,osmid,highway,oneway,length,geometry,name
1772198783,1772198798,0,165675360,footway,False,135.732,"LINESTRING (106.8702668 47.8897161, 106.8720174 47.8900508)",
1772198785,1772198776,0,165675360,footway,False,175.053,"LINESTRING (106.9025892 47.8897656, 106.9002886 47.8894518)",
1772198785,7622253904,0,165675360,footway,False,444.296,"LINESTRING (106.9025892 47.8897656, 106.9084308 47.8905539)",
1772198794,5566433353,0,165675360,footway,False,92.682,"LINESTRING (106.8903788 47.8899104, 106.8891568 47.890063)",
1772198794,5566433332,0,165675360,footway,False,53.952,"LINESTRING (106.8903788 47.8899104, 106.8910874 47.8898122)",
1772198798,1772198783,0,165675360,footway,False,135.732,"LINESTRING (106.8720174 47.8900508, 106.8702668 47.8897161)",
1772198798,1772198804,0,165675360,footway,False,105.032,"LINESTRING (106.8720174 47.8900508, 106.8733884 47.8902677)",
1772198802,2499035379,0,165675360,footway,False,133.131,"LINESTRING (106.8883705 47.8901537, 106.886604 47.8903279)",
1772198802,5566433353,0,165675360,footway,False,59.49,"LINESTRING (106.8883705 47.8901537, 106.8891568 47.890063)",
1772198804,1772198798,0,165675360,footway,False,105.032,"LINESTRING (106.8733884 47.8902677, 106.8720174 47.8900508)",
1772198804,1772198805,0,165675360,footway,False,112.3,"LINESTRING (106.8733884 47.8902677, 106.8748719 47.8904421)",
1772198805,1772198804,0,165675360,footway,False,112.3,"LINESTRING (106.8748719 47.8904421, 106.8733884 47.8902677)",
1772198805,1772198806,0,165675360,footway,False,42.507,"LINESTRING (106.8748719 47.8904421, 106.8754356 47.8904992)",
1772198806,1772198805,0,165675360,footway,False,42.507,"LINESTRING (106.8754356 47.8904992, 106.8748719 47.8904421)",
1772198806,1772198808,0,165675360,footway,False,59.751,"LINESTRING (106.8754356 47.8904992, 106.87623 47.8905699)",
1772198807,2499035383,0,165675360,footway,False,108.77,"LINESTRING (106.8850221 47.8904787, 106.8835723 47.8905871)",
1772198807,2499035379,0,165675360,footway,False,119.136,"LINESTRING (106.8850221 47.8904787, 106.886604 47.8903279)",
1772198808,1772198806,0,165675360,footway,False,59.751,"LINESTRING (106.87623 47.8905699, 106.8754356 47.8904992)",
1772198808,1772198810,0,165675360,footway,False,125.823,"LINESTRING (106.87623 47.8905699, 106.8779104 47.8906736)",
1772198809,1772198817,0,165675360,footway,False,137.894,"LINESTRING (106.8822408 47.8906703, 106.8803922 47.8907066)",
1772198809,5566433355,0,165675360,footway,False,13.087,"LINESTRING (106.8822408 47.8906703, 106.8824157 47.8906604)",
1772198810,1772198808,0,165675360,footway,False,125.823,"LINESTRING (106.8779104 47.8906736, 106.87623 47.8905699)",
1772198810,1772198813,0,165675360,footway,False,47.178,"LINESTRING (106.8779104 47.8906736, 106.8785431 47.8906783)",
1772198812,7622253904,0,165675360,footway,False,70.026,"LINESTRING (106.9093515 47.8906782, 106.9084308 47.8905539)",
1772198812,1772198818,0,165675360,footway,False,5.76,"LINESTRING (106.9093515 47.8906782, 106.9094161 47.8907066)",
1772198813,1772198810,0,165675360,footway,False,47.178,"LINESTRING (106.8785431 47.8906783, 106.8779104 47.8906736)",
1772198813,1772198815,0,165675360,footway,False,34.176,"LINESTRING (106.8785431 47.8906783, 106.8790001 47.8907019)",
1772198815,1772198813,0,165675360,footway,False,34.176,"LINESTRING (106.8790001 47.8907019, 106.8785431 47.8906783)",
1772198815,1772198817,0,165675360,footway,False,103.798,"LINESTRING (106.8790001 47.8907019, 106.8803922 47.8907066)",
1772198817,1772198815,0,165675360,footway,False,103.798,"LINESTRING (106.8803922 47.8907066, 106.8790001 47.8907019)",
1772198817,1772198809,0,165675360,footway,False,137.894,"LINESTRING (106.8803922 47.8907066, 106.8822408 47.8906703)",
1772198818,1772198812,0,165675360,footway,False,5.76,"LINESTRING (106.9094161 47.8907066, 106.9093515 47.8906782)",
1772198818,1772198820,0,165675360,footway,False,4.543,"LINESTRING (106.9094161 47.8907066, 106.9094285 47.8907466)",
1772198820,1772198818,0,165675360,footway,False,4.543,"LINESTRING (106.9094285 47.8907466, 106.9094161 47.8907066)",
1772198820,1772198827,0,165675360,footway,False,9.086,"LINESTRING (106.9094285 47.8907466, 106.9094037 47.8908266)",
1772198827,1772198820,0,165675360,footway,False,9.086,"LINESTRING (106.9094037 47.8908266, 106.9094285 47.8907466)",
1772198827,480748138,0,165675360,footway,False,8.411,"LINESTRING (106.9094037 47.8908266, 106.9095147 47.8908401)",
2499035379,1772198807,0,165675360,footway,False,119.136,"LINESTRING (106.886604 47.8903279, 106.8850221 47.8904787)",
2499035379,1772198802,0,165675360,footway,False,133.131,"LINESTRING (106.886604 47.8903279, 106.8883705 47.8901537)",
2499035383,5566433355,0,165675360,footway,False,86.622,"LINESTRING (106.8835723 47.8905871, 106.8824157 47.8906604)",
2499035383,1772198807,0,165675360,footway,False,108.77,"LINESTRING (106.8835723 47.8905871, 106.8850221 47.8904787)",
5566433332,1772198794,0,165675360,footway,False,53.952,"LINESTRING (106.8910874 47.8898122, 106.8903788 47.8899104)",
5566433332,1772198782,0,165675360,footway,False,61.693,"LINESTRING (106.8910874 47.8898122, 106.891894 47.8896886)",
5566433353,1772198802,0,165675360,footway,False,59.49,"LINESTRING (106.8891568 47.890063, 106.8883705 47.8901537)",
5566433353,1772198794,0,165675360,footway,False,92.682,"LINESTRING (106.8891568 47.890063, 106.8903788 47.8899104)",
5566433355,1772198809,0,165675360,footway,False,13.087,"LINESTRING (106.8824157 47.8906604, 106.8822408 47.8906703)",
5566433355,2499035383,0,165675360,footway,False,86.622,"LINESTRING (106.8824157 47.8906604, 106.8835723 47.8905871)",
7622160534,1772198776,0,808241004,footway,False,29.454,"LINESTRING (106.9002295 47.8897137, 106.9002886 47.8894518)",
7622253904,1772198785,0,165675360,footway,False,444.296,"LINESTRING (106.9084308 47.8905539, 106.9025892 47.8897656)",
7622253904,1772198812,0,165675360,footway,False,70.026,"LINESTRING (106.9084308 47.8905539, 106.9093515 47.8906782)",
