u,v,key,osmid,name,highway,maxspeed,oneway,length,geometry,access,service,lanes,tunnel
2921518612,2490559803,0,241409484,,residential,20,False,12.946,"LINESTRING (106.9317059 47.9143792, 106.9318358 47.9144565)",,,,
2921518613,1477522550,0,241409484,,residential,20,False,18.176,"LINESTRING (106.9311748 47.9143343, 106.9311547 47.9141714)",,,,
2921518613,2921518612,0,241409484,,residential,20,False,39.895,"LINESTRING (106.9311748 47.9143343, 106.9317059 47.9143792)",,,,
3148657423,1776770702,0,166194521,,residential,20,False,15.811,"LINESTRING (106.9318184 47.9174849, 106.9316811 47.9173765)",,,,
3148657423,1776770735,0,166194521,,residential,20,False,14.648,"LINESTRING (106.9318184 47.9174849, 106.9318143 47.9176166)",,,,
3148658769,3148658770,0,309514997,,residential,20,False,76.258,"LINESTRING (106.9382714 47.9106825, 106.9392925 47.9106391)",,,,
3148658770,3148658769,0,309514997,,residential,20,False,76.258,"LINESTRING (106.9392925 47.9106391, 106.9382714 47.9106825)",,,,
3148694485,3148694486,0,309519204,,residential,20,False,7.342,"LINESTRING (106.8940476 47.9281306, 106.8940771 47.9280676)",,,,
3148694485,2084990372,0,309519204,,residential,20,False,6.702,"LINESTRING (106.8940476 47.9281306, 106.8940391 47.9281906)",,,,
3148694486,3148694487,0,309519204,,residential,20,False,14.89,"LINESTRING (106.8940771 47.9280676, 106.8941817 47.9279535)",,,,
3148694486,3148694485,0,309519204,,residential,20,False,7.342,"LINESTRING (106.8940771 47.9280676, 106.8940476 47.9281306)",,,,
3148694487,3148694488,0,309519204,,residential,20,False,23.608,"LINESTRING (106.8941817 47.9279535, 106.8943587 47.9277774)",,,,
3148694487,3148694486,0,309519204,,residential,20,False,14.89,"LINESTRING (106.8941817 47.9279535, 106.8940771 47.9280676)",,,,
3148694488,3148694490,0,309519204,,residential,20,False,52.197,"LINESTRING (106.8943587 47.9277774, 106.8945525 47.9273263)",,,,
3148694488,3148694487,0,309519204,,residential,20,False,23.608,"LINESTRING (106.8943587 47.9277774, 106.8941817 47.9279535)",,,,
3148694490,3148694491,0,309519204,,residential,20,False,21.252,"LINESTRING (106.8945525 47.9273263, 106.8946377 47.9271439)",,,,
3148694490,3148694488,0,309519204,,residential,20,False,52.197,"LINESTRING (106.8945525 47.9273263, 106.8943587 47.9277774)",,,,
3148694491,3148694492,0,309519204,,residential,20,False,20.312,"LINESTRING (106.8946377 47.9271439, 106.8946672 47.9269623)",,,,
3148694491,3148694490,0,309519204,,residential,20,False,21.252,"LINESTRING (106.8946377 47.9271439, 106.8945525 47.9273263)",,,,
3148694492,2084990251,0,309519204,,residential,20,False,27.295,"LINESTRING (106.8946672 47.9269623, 106.8945278 47.9267353)",,,,
3148694492,3148694491,0,309519204,,residential,20,False,20.312,"LINESTRING (106.8946672 47.9269623, 106.8946377 47.9271439)",,,,
3891486828,2533551624,0,385817188,,residential,20,False,147.102,"LINESTRING (106.8691463 47.9127813, 106.8671944 47.9125851)",,,,
3891884525,3891884526,0,385851998,Сургуулиуд руу ордог зам,residential,20,False,27.648,"LINESTRING (106.850832 47.9166796, 106.8508541 47.9164314)",,,,
3891884525,1268520420,0,385851998,Сургуулиуд руу ордог зам,residential,20,False,18.35,"LINESTRING (106.850832 47.9166796, 106.8507786 47.9168407)",,,,
3891884526,3891884527,0,385851998,Сургуулиуд руу ордог зам,residential,20,False,50.316,"LINESTRING (106.8508541 47.9164314, 106.8509032 47.9159801)",,,,
3891884526,3891884525,0,385851998,Сургуулиуд руу ордог зам,residential,20,False,27.648,"LINESTRING (106.8508541 47.9164314, 106.850832 47.9166796)",,,,
3891884527,3891884526,0,385851998,Сургуулиуд руу ордог зам,residential,20,False,50.316,"LINESTRING (106.8509032 47.9159801, 106.8508541 47.9164314)",,,,
3891885675,3891885676,0,385852179,Зогсоол орох зам,residential,20,False,12.377,"LINESTRING (106.8544994 47.9161578, 106.8543372 47.9161339)",,,,
3891885676,3891885677,0,385852179,Зогсоол орох зам,residential,20,False,14.198,"LINESTRING (106.8543372 47.9161339, 106.8541494 47.9161124)",,,,
3891885676,3891885675,0,385852179,Зогсоол орох зам,residential,20,False,12.377,"LINESTRING (106.8543372 47.9161339, 106.8544994 47.9161578)",,,,
3891885677,3891885678,0,385852179,Зогсоол орох зам,residential,20,False,42.276,"LINESTRING (106.8541494 47.9161124, 106.8535861 47.9160675)",,,,
3891885677,3891885676,0,385852179,Зогсоол орох зам,residential,20,False,14.198,"LINESTRING (106.8541494 47.9161124, 106.8543372 47.9161339)",,,,
3891885678,3891885679,0,385852179,Зогсоол орох зам,residential,20,False,9.289,"LINESTRING (106.8535861 47.9160675, 106.8534681 47.9160944)",,,,
3891885678,3891885677,0,385852179,Зогсоол орох зам,residential,20,False,42.276,"LINESTRING (106.8535861 47.9160675, 106.8541494 47.9161124)",,,,
3891885679,3891885680,0,385852179,Зогсоол орох зам,residential,20,False,3.001,"LINESTRING (106.8534681 47.9160944, 106.8534359 47.9161106)",,,,
3891885679,3891885678,0,385852179,Зогсоол орох зам,residential,20,False,9.289,"LINESTRING (106.8534681 47.9160944, 106.8535861 47.9160675)",,,,
3891885680,3891885681,0,385852179,Зогсоол орох зам,residential,20,False,40.385,"LINESTRING (106.8534359 47.9161106, 106.853342 47.9164683)",,,,
3891885680,3891885679,0,385852179,Зогсоол орох зам,residential,20,False,3.001,"LINESTRING (106.8534359 47.9161106, 106.8534681 47.9160944)",,,,
3891885681,3891885680,0,385852179,Зогсоол орох зам,residential,20,False,40.385,"LINESTRING (106.853342 47.9164683, 106.8534359 47.9161106)",,,,
3894619141,3894619142,0,386123636,,service,20,False,52.323,"LINESTRING (106.8812639 47.9113063, 106.881246 47.9108359)",,,,
3894619142,3894619141,0,386123636,,service,20,False,52.323,"LINESTRING (106.881246 47.9108359, 106.8812639 47.9113063)",,,,
3894622389,3896098357,0,386123798,,residential,20,False,38.262,"LINESTRING (106.878183 47.9113623, 106.8786955 47.9113424)",,,,
3894622389,3913959803,0,386123934,,residential,20,False,34.448,"LINESTRING (106.878183 47.9113623, 106.8781836 47.9116721)",,,2,
3894623534,3913959561,0,386123934,,residential,20,False,6.894,"LINESTRING (106.877995 47.9126613, 106.8779953 47.9125993)",,,2,
3894623535,6603984798,0,386123934,,residential,20,False,2.0,"LINESTRING (106.8779855 47.9121538, 106.8779947 47.9121369)",,,2,
3894623535,3913959561,0,386123934,,residential,20,False,49.543,"LINESTRING (106.8779855 47.9121538, 106.8779953 47.9125993)",,,2,
3894623536,3913959800,0,386123934,,residential,20,False,19.56,"LINESTRING (106.8781713 47.9120433, 106.8781868 47.9118677)",,,2,
3894623536,6603984797,0,386123934,,residential,20,False,1.949,"LINESTRING (106.8781713 47.9120433, 106.8781613 47.9120595)",,,2,
3894625358,3913955991,0,386124207,,residential,20,False,8.33,"LINESTRING (106.8800062 47.9126391, 106.8800082 47.9125642)",,,,
3894625359,3913959821,0,386124207,,residential,20,False,17.443,"LINESTRING (106.8800453 47.9113018, 106.8800383 47.9114586)",,,,
3894625644,3913959821,0,386124207,,residential,20,False,99.258,"LINESTRING (106.880014 47.9123511, 106.8800383 47.9114586)",,,,
3894625644,3913955991,0,386124207,,residential,20,False,23.7,"LINESTRING (106.880014 47.9123511, 106.8800082 47.9125642)",,,,
3894625644,3913954899,0,386124250,,unclassified,20,False,79.828,"LINESTRING (106.880014 47.9123511, 106.881083 47.9123064)",,,,
3894625645,3913954899,0,386124250,,unclassified,20,False,76.4,"LINESTRING (106.8821061 47.9122636, 106.881083 47.9123064)",,,,
3896098357,3894622389,0,386123798,,residential,20,False,38.262,"LINESTRING (106.8786955 47.9113424, 106.878183 47.9113623)",,,,
3896098357,3913938907,0,386123798,,residential,20,False,19.008,"LINESTRING (106.8786955 47.9113424, 106.8789499 47.9113304)",,,,
3906443886,3906443887,0,387345559,,residential,20,False,27.565,"LINESTRING (106.9418485 47.9254186, 106.9422182 47.9254276)",,,,
3906443887,3906443888,0,387345559,,residential,20,False,66.042,"LINESTRING (106.9422182 47.9254276, 106.9430926 47.9253305)",,,,
3906443887,3906443886,0,387345559,,residential,20,False,27.565,"LINESTRING (106.9422182 47.9254276, 106.9418485 47.9254186)",,,,
3906443888,3906443889,0,387345559,,residential,20,False,19.984,"LINESTRING (106.9430926 47.9253305, 106.9433072 47.9252227)",,,,
3906443888,3906443887,0,387345559,,residential,20,False,66.042,"LINESTRING (106.9430926 47.9253305, 106.9422182 47.9254276)",,,,
3906443889,3906443890,0,387345559,,residential,20,False,53.184,"LINESTRING (106.9433072 47.9252227, 106.9440072 47.9251292)",,,,
3906443889,3906443888,0,387345559,,residential,20,False,19.984,"LINESTRING (106.9433072 47.9252227, 106.9430926 47.9253305)",,,,
3906443890,3906443891,0,387345559,,residential,20,False,16.073,"LINESTRING (106.9440072 47.9251292, 106.9441682 47.925033)",,,,
3906443890,3906443889,0,387345559,,residential,20,False,53.184,"LINESTRING (106.9440072 47.9251292, 106.9433072 47.9252227)",,,,
3906443891,3906443892,0,387345559,,residential,20,False,13.57,"LINESTRING (106.9441682 47.925033, 106.9443367 47.9249867)",,,,
3906443891,3906443890,0,387345559,,residential,20,False,16.073,"LINESTRING (106.9441682 47.925033, 106.9440072 47.9251292)",,,,
3906443892,5492447166,0,387345559,,residential,20,False,28.577,"LINESTRING (106.9443367 47.9249867, 106.9443961 47.9252406)",,,,
3906443892,3906443891,0,387345559,,residential,20,False,13.57,"LINESTRING (106.9443367 47.9249867, 106.9441682 47.925033)",,,,
3906475260,3906475261,0,387350318,,residential,20,False,51.944,"LINESTRING (106.9432946 47.9264241, 106.9429345 47.9260241)",,,,
3906475261,3906475262,0,387350318,,residential,20,False,14.163,"LINESTRING (106.9429345 47.9260241, 106.9429881 47.9259019)",,,,
3906475261,3906475260,0,387350318,,residential,20,False,51.944,"LINESTRING (106.9429345 47.9260241, 106.9432946 47.9264241)",,,,
3906475262,3906475263,0,387350318,,residential,20,False,28.458,"LINESTRING (106.9429881 47.9259019, 106.9432593 47.9257217)",,,,
3906475262,3906475261,0,387350318,,residential,20,False,14.163,"LINESTRING (106.9429881 47.9259019, 106.9429345 47.9260241)",,,,
3906475263,3906475264,0,387350318,,residential,20,False,21.245,"LINESTRING (106.9432593 47.9257217, 106.9435004 47.9256197)",,,,
3906475263,3906475262,0,387350318,,residential,20,False,28.458,"LINESTRING (106.9432593 47.9257217, 106.9429881 47.9259019)",,,,
3906475264,3906475265,0,387350318,,residential,20,False,39.796,"LINESTRING (106.9435004 47.9256197, 106.9440288 47.9255676)",,,,
3906475264,3906475263,0,387350318,,residential,20,False,21.245,"LINESTRING (106.9435004 47.9256197, 106.9432593 47.9257217)",,,,
3906475265,3906475264,0,387350318,,residential,20,False,39.796,"LINESTRING (106.9440288 47.9255676, 106.9435004 47.9256197)",,,,
3906544504,4694965234,0,475794357,,residential,20,False,11.359,"LINESTRING (106.9424615 47.9230637, 106.9426109 47.923084)",,,,
3906544505,5476955058,0,387356423,,residential,20,False,139.861,"LINESTRING (106.9428565 47.9231174, 106.9447123 47.9229291)",,,,
3906544505,4694965235,0,387356423,,residential,20,False,6.956,"LINESTRING (106.9428565 47.9231174, 106.942765 47.923105)",,,,
3906544506,5474913621,0,387356423,,residential,20,False,7.23,"LINESTRING (106.9448681 47.9229844, 106.9448927 47.9230473)",,,,
3906544506,5491233105,0,387356423,,residential,20,False,4.751,"LINESTRING (106.9448681 47.9229844, 106.9448357 47.9229476)",,,,
3910234405,3910234406,0,387790591,,residential,20,False,36.801,"LINESTRING (106.9428725 47.9213808, 106.9433661 47.9213916)",,,,
3910234406,3910425897,0,387790591,,residential,20,False,13.808,"LINESTRING (106.9433661 47.9213916, 106.9435485 47.9213697)",,,,
3910234406,3910234405,0,387790591,,residential,20,False,36.801,"LINESTRING (106.9433661 47.9213916, 106.9428725 47.9213808)",,,,
3910234407,3910425330,0,387790591,,residential,20,False,32.923,"LINESTRING (106.945072 47.9211867, 106.9446371 47.9212389)",,,,
3910234753,3910234853,0,387790578,,residential,20,False,48.86,"LINESTRING (106.9423313 47.9235903, 106.9429777 47.9235165)",,,,
3910234754,3910406950,0,387790578,,residential,20,False,52.824,"LINESTRING (106.943122 47.9235, 106.9438227 47.9234279)",,,,
3910234754,3910234853,0,387790578,,residential,20,False,10.908,"LINESTRING (106.943122 47.9235, 106.9429777 47.9235165)",,,,
3910234755,5477425953,0,387790578,,residential,20,False,2.398,"LINESTRING (106.9447635 47.9233311, 106.9447317 47.9233344)",,,,
3910234842,3910234843,0,534905870,,residential,20,False,36.247,"LINESTRING (106.9419808 47.9248823, 106.9424654 47.9248538)",,,,
3910234843,3910234844,0,534905870,,residential,20,False,31.845,"LINESTRING (106.9424654 47.9248538, 106.9428811 47.9247873)",,,,
3910234843,3910234842,0,534905870,,residential,20,False,36.247,"LINESTRING (106.9424654 47.9248538, 106.9419808 47.9248823)",,,,
3910234844,3910234845,0,387790621,,residential,20,False,28.814,"LINESTRING (106.9428811 47.9247873, 106.9428328 47.9245302)",,,,
3910234844,3910234843,0,534905870,,residential,20,False,31.845,"LINESTRING (106.9428811 47.9247873, 106.9424654 47.9248538)",,,,
3910234845,3910234846,0,387790621,,residential,20,False,7.158,"LINESTRING (106.9428328 47.9245302, 106.9427497 47.9244979)",,,,
3910234845,3910234844,0,387790621,,residential,20,False,28.814,"LINESTRING (106.9428328 47.9245302, 106.9428811 47.9247873)",,,,
3910234846,3910234847,0,387790621,,residential,20,False,53.389,"LINESTRING (106.9427497 47.9244979, 106.9426706 47.9240207)",,,,
3910234846,3910234845,0,387790621,,residential,20,False,7.158,"LINESTRING (106.9427497 47.9244979, 106.9428328 47.9245302)",,,,
3910234847,3910234848,0,387790621,,residential,20,False,4.111,"LINESTRING (106.9426706 47.9240207, 106.9427068 47.9239928)",,,,
3910234847,3910234846,0,387790621,,residential,20,False,53.389,"LINESTRING (106.9426706 47.9240207, 106.9427497 47.9244979)",,,,
3910234848,3910234849,0,387790621,,residential,20,False,5.021,"LINESTRING (106.9427068 47.9239928, 106.9427269 47.9239497)",,,,
3910234848,3910234847,0,387790621,,residential,20,False,4.111,"LINESTRING (106.9427068 47.9239928, 106.9426706 47.9240207)",,,,
3910234849,3910234850,0,387790621,,residential,20,False,10.245,"LINESTRING (106.9427269 47.9239497, 106.9427135 47.923858)",,,,
3910234849,3910234848,0,387790621,,residential,20,False,5.021,"LINESTRING (106.9427269 47.9239497, 106.9427068 47.9239928)",,,,
3910234850,3910234851,0,387790621,,residential,20,False,20.094,"LINESTRING (106.9427135 47.923858, 106.9429696 47.9238014)",,,,
3910234850,3910234849,0,387790621,,residential,20,False,10.245,"LINESTRING (106.9427135 47.923858, 106.9427269 47.9239497)",,,,
3910234851,3910234852,0,387790621,,residential,20,False,2.621,"LINESTRING (106.9429696 47.9238014, 106.9429938 47.9237843)",,,,
3910234851,3910234850,0,387790621,,residential,20,False,20.094,"LINESTRING (106.9429696 47.9238014, 106.9427135 47.923858)",,,,
3910234852,3910234853,0,387790621,,residential,20,False,29.802,"LINESTRING (106.9429938 47.9237843, 106.9429777 47.9235165)",,,,
3910234852,3910234851,0,387790621,,residential,20,False,2.621,"LINESTRING (106.9429938 47.9237843, 106.9429696 47.9238014)",,,,
3910234853,3910234754,0,387790578,,residential,20,False,10.908,"LINESTRING (106.9429777 47.9235165, 106.943122 47.9235)",,,,
3910234853,3910234753,0,387790578,,residential,20,False,48.86,"LINESTRING (106.9429777 47.9235165, 106.9423313 47.9235903)",,,,
3910234853,3910234852,0,387790621,,residential,20,False,29.802,"LINESTRING (106.9429777 47.9235165, 106.9429938 47.9237843)",,,,
3910406944,3910422991,0,387808445,,residential,20,False,153.207,"LINESTRING (106.9454942 47.9243397, 106.9475286 47.92414)",,,,
3910406950,5477425956,0,387790578,,residential,20,False,13.705,"LINESTRING (106.9438227 47.9234279, 106.9440045 47.9234092)",,,,
3910406950,3910234754,0,387790578,,residential,20,False,52.824,"LINESTRING (106.9438227 47.9234279, 106.943122 47.9235)",,,,
3910422991,3910406944,0,387808445,,residential,20,False,153.207,"LINESTRING (106.9475286 47.92414, 106.9454942 47.9243397)",,,,
3910425330,3910234407,0,387790591,,residential,20,False,32.923,"LINESTRING (106.9446371 47.9212389, 106.945072 47.9211867)",,,,
3910425330,3910425897,0,387790591,,residential,20,False,82.413,"LINESTRING (106.9446371 47.9212389, 106.9435485 47.9213697)",,,,
3910425897,3910425330,0,387790591,,residential,20,False,82.413,"LINESTRING (106.9435485 47.9213697, 106.9446371 47.9212389)",,,,
3910425897,3910234406,0,387790591,,residential,20,False,13.808,"LINESTRING (106.9435485 47.9213697, 106.9433661 47.9213916)",,,,
3913796444,3913796445,0,388164738,,residential,20,False,19.004,"LINESTRING (106.9274045 47.935641, 106.9276275 47.935724)",,,,
3913796444,2086204972,0,388164738,,residential,20,False,51.575,"LINESTRING (106.9274045 47.935641, 106.9267943 47.9354219)",,,,
3913796445,3913796446,0,388164738,,residential,20,False,55.657,"LINESTRING (106.9276275 47.935724, 106.9283743 47.9357382)",,,,
3913796445,3913796444,0,388164738,,residential,20,False,19.004,"LINESTRING (106.9276275 47.935724, 106.9274045 47.935641)",,,,
3913796446,3913796447,0,388164738,,residential,20,False,15.824,"LINESTRING (106.9283743 47.9357382, 106.9285866 47.9357429)",,,,
3913796446,3913796445,0,388164738,,residential,20,False,55.657,"LINESTRING (106.9283743 47.9357382, 106.9276275 47.935724)",,,,
3913796447,3913796448,0,388164738,,residential,20,False,11.894,"LINESTRING (106.9285866 47.9357429, 106.9287459 47.9357358)",,,,
3913796447,3913796446,0,388164738,,residential,20,False,15.824,"LINESTRING (106.9285866 47.9357429, 106.9283743 47.9357382)",,,,
3913796448,3913796449,0,388164738,,residential,20,False,39.971,"LINESTRING (106.9287459 47.9357358, 106.9288123 47.9353791)",,,,
3913796448,3913796447,0,388164738,,residential,20,False,11.894,"LINESTRING (106.9287459 47.9357358, 106.9285866 47.9357429)",,,,
3913796449,3913796450,0,388164738,,residential,20,False,32.974,"LINESTRING (106.9288123 47.9353791, 106.9292547 47.9353696)",,,,
3913796449,3913796448,0,388164738,,residential,20,False,39.971,"LINESTRING (106.9288123 47.9353791, 106.9287459 47.9357358)",,,,
3913796450,3913796449,0,388164738,,residential,20,False,32.974,"LINESTRING (106.9292547 47.9353696, 106.9288123 47.9353791)",,,,
3913938907,3896098357,0,386123798,,residential,20,False,19.008,"LINESTRING (106.8789499 47.9113304, 106.8786955 47.9113424)",,,,
3913938907,3913959303,0,386123798,,residential,20,False,23.675,"LINESTRING (106.8789499 47.9113304, 106.8792668 47.9113158)",,,,
3913954899,3894625645,0,386124250,,unclassified,20,False,76.4,"LINESTRING (106.881083 47.9123064, 106.8821061 47.9122636)",,,,
3913954899,3894625644,0,386124250,,unclassified,20,False,79.828,"LINESTRING (106.881083 47.9123064, 106.880014 47.9123511)",,,,
3913955991,3894625644,0,386124207,,residential,20,False,23.7,"LINESTRING (106.8800082 47.9125642, 106.880014 47.9123511)",,,,
3913955991,3894625358,0,386124207,,residential,20,False,8.33,"LINESTRING (106.8800082 47.9125642, 106.8800062 47.9126391)",,,,
3913959303,3913938907,0,386123798,,residential,20,False,23.675,"LINESTRING (106.8792668 47.9113158, 106.8789499 47.9113304)",,,,
3913959303,1731667209,0,386123798,,residential,20,False,10.512,"LINESTRING (106.8792668 47.9113158, 106.8794077 47.9113116)",,,,
3913959561,3894623535,0,386123934,,residential,20,False,49.543,"LINESTRING (106.8779953 47.9125993, 106.8779855 47.9121538)",,,2,
3913959561,3894623534,0,386123934,,residential,20,False,6.894,"LINESTRING (106.8779953 47.9125993, 106.877995 47.9126613)",,,2,
3913959800,3913959803,0,386123934,,residential,20,False,21.751,"LINESTRING (106.8781868 47.9118677, 106.8781836 47.9116721)",,,2,
3913959800,3894623536,0,386123934,,residential,20,False,19.56,"LINESTRING (106.8781868 47.9118677, 106.8781713 47.9120433)",,,2,
3913959803,3894622389,0,386123934,,residential,20,False,34.448,"LINESTRING (106.8781836 47.9116721, 106.878183 47.9113623)",,,2,
3913959803,3913959800,0,386123934,,residential,20,False,21.751,"LINESTRING (106.8781836 47.9116721, 106.8781868 47.9118677)",,,2,
3913959821,3894625359,0,386124207,,residential,20,False,17.443,"LINESTRING (106.8800383 47.9114586, 106.8800453 47.9113018)",,,,
3913959821,3894625644,0,386124207,,residential,20,False,99.258,"LINESTRING (106.8800383 47.9114586, 106.880014 47.9123511)",,,,
3918420981,2498061699,0,388672558,,service,30,False,25.468,"LINESTRING (106.9133643 47.9257771, 106.9132089 47.9259811)",,,,
3918420982,2863521964,0,388672558,,service,30,False,13.371,"LINESTRING (106.9127602 47.926528, 106.9127214 47.9266454)",,,,
3918420982,6558148780,0,388672558,,service,30,False,14.243,"LINESTRING (106.9127602 47.926528, 106.9128363 47.9264105)",,,,
3918420983,2863521964,0,388672558,,service,30,False,54.098,"LINESTRING (106.9120062 47.9265616, 106.9127214 47.9266454)",,,,
4119194412,4119194413,0,410055481,,residential,20,False,15.217,"LINESTRING (106.9339141 47.9158856, 106.9337102 47.9158784)",,,,
4119194412,1710976264,0,410055481,,residential,20,False,25.186,"LINESTRING (106.9339141 47.9158856, 106.9339041 47.916112)",,,,
4119194413,4119194414,0,410055481,,residential,20,False,29.389,"LINESTRING (106.9337102 47.9158784, 106.933721 47.9156142)",,,,
4119194413,4119194412,0,410055481,,residential,20,False,15.217,"LINESTRING (106.9337102 47.9158784, 106.9339141 47.9158856)",,,,
4119194414,4119194415,0,410055481,,residential,20,False,12.145,"LINESTRING (106.933721 47.9156142, 106.9335681 47.9155764)",,,,
4119194414,4119194413,0,410055481,,residential,20,False,29.389,"LINESTRING (106.933721 47.9156142, 106.9337102 47.9158784)",,,,
4119194415,1776774436,0,410055481,,residential,20,False,37.283,"LINESTRING (106.9335681 47.9155764, 106.933589 47.9152414)",,,,
4119194415,4119194414,0,410055481,,residential,20,False,12.145,"LINESTRING (106.9335681 47.9155764, 106.933721 47.9156142)",,,,
4119263456,4119263457,0,410061254,,residential,20,False,32.118,"LINESTRING (106.9342533 47.9158696, 106.9346833 47.915889)",,,,
4119263457,4119263456,0,410061254,,residential,20,False,32.118,"LINESTRING (106.9346833 47.915889, 106.9342533 47.9158696)",,,,
4140019998,4140019999,0,412621105,,service,20,False,32.429,"LINESTRING (106.9093013 47.9137748, 106.9097331 47.9138108)",destination,,,
4140019998,4296330936,0,412621105,,service,20,False,50.415,"LINESTRING (106.9093013 47.9137748, 106.9092074 47.9142238)",destination,,,
4140019999,4140019998,0,412621105,,service,20,False,32.429,"LINESTRING (106.9097331 47.9138108, 106.9093013 47.9137748)",destination,,,
4252002996,4504322435,0,441875949,,residential,20,False,13.001,"LINESTRING (106.9462182 47.9033533, 106.9463924 47.9033591)",,,2,
4296330936,4140019998,0,412621105,,service,20,False,50.415,"LINESTRING (106.9092074 47.9142238, 106.9093013 47.9137748)",destination,,,
4296330936,947443904,0,412621105,,service,20,False,12.834,"LINESTRING (106.9092074 47.9142238, 106.9091835 47.9143381)",destination,,,
4336508176,4336508177,0,435752666,34A,residential,20,False,68.887,"LINESTRING (106.8309241 47.9140033, 106.8318449 47.9140572)",,,,
4336508177,4336553622,0,435752666,34A,residential,20,False,6.792,"LINESTRING (106.8318449 47.9140572, 106.8318313 47.9141176)",,,,
4336508177,4336508176,0,435752666,34A,residential,20,False,68.887,"LINESTRING (106.8318449 47.9140572, 106.8309241 47.9140033)",,,,
4336508177,4336508179,0,435752667,Garage,residential,20,False,41.094,"LINESTRING (106.8318449 47.9140572, 106.8319468 47.913694)",,,,
4336508178,4336553622,0,435752666,34A,residential,20,False,65.582,"LINESTRING (106.8317001 47.9147008, 106.8318313 47.9141176)",,,,
4336508179,4336508177,0,435752667,Garage,residential,20,False,41.094,"LINESTRING (106.8319468 47.913694, 106.8318449 47.9140572)",,,,
4336508181,4336508182,0,435752669,,residential,20,False,8.243,"LINESTRING (106.8309224 47.9144158, 106.831033 47.9144166)",,,,
4336508182,4336508181,0,435752669,,residential,20,False,8.243,"LINESTRING (106.831033 47.9144166, 106.8309224 47.9144158)",,,,
4336553622,4336508178,0,435752666,34A,residential,20,False,65.582,"LINESTRING (106.8318313 47.9141176, 106.8317001 47.9147008)",,,,
4336553622,4336508177,0,435752666,34A,residential,20,False,6.792,"LINESTRING (106.8318313 47.9141176, 106.8318449 47.9140572)",,,,
4336553622,4336553623,0,435758174,,residential,20,False,42.846,"LINESTRING (106.8318313 47.9141176, 106.8324023 47.9141624)",,,,
4336553623,4336553624,0,435758174,,residential,20,False,5.636,"LINESTRING (106.8324023 47.9141624, 106.8323943 47.9142128)",,,,
4336553623,4336553622,0,435758174,,residential,20,False,42.846,"LINESTRING (106.8324023 47.9141624, 106.8318313 47.9141176)",,,,
4336553624,4336553625,0,435758174,,residential,20,False,26.882,"LINESTRING (106.8323943 47.9142128, 106.8327507 47.91425)",,,,
4336553624,4336553623,0,435758174,,residential,20,False,5.636,"LINESTRING (106.8323943 47.9142128, 106.8324023 47.9141624)",,,,
4336553625,4336553624,0,435758174,,residential,20,False,26.882,"LINESTRING (106.8327507 47.91425, 106.8323943 47.9142128)",,,,
4336553626,4336553627,0,435758175,,residential,20,False,77.353,"LINESTRING (106.833443 47.9156264, 106.8335862 47.9149374)",,,,
4336553627,4336553628,0,435758175,,residential,20,False,29.211,"LINESTRING (106.8335862 47.9149374, 106.8331982 47.9149002)",,,,
4336553627,4336553626,0,435758175,,residential,20,False,77.353,"LINESTRING (106.8335862 47.9149374, 106.833443 47.9156264)",,,,
4336553628,4336553629,0,435758175,,residential,20,False,13.041,"LINESTRING (106.8331982 47.9149002, 106.833214 47.9147834)",,,,
4336553628,4336553627,0,435758175,,residential,20,False,29.211,"LINESTRING (106.8331982 47.9149002, 106.8335862 47.9149374)",,,,
4336553629,4336553628,0,435758175,,residential,20,False,13.041,"LINESTRING (106.833214 47.9147834, 106.8331982 47.9149002)",,,,
4336553630,4336553631,0,435758176,,residential,20,False,38.416,"LINESTRING (106.8339208 47.9158077, 106.8343292 47.9155969)",,,,
4336553631,4336553632,0,435758176,,residential,20,False,50.707,"LINESTRING (106.8343292 47.9155969, 106.8350078 47.91563)",,,,
4336553631,4336553630,0,435758176,,residential,20,False,38.416,"LINESTRING (106.8343292 47.9155969, 106.8339208 47.9158077)",,,,
4336553632,4336553633,0,435758176,,residential,20,False,18.413,"LINESTRING (106.8350078 47.91563, 106.8352533 47.9156486)",,,,
4336553632,4336553631,0,435758176,,residential,20,False,50.707,"LINESTRING (106.8350078 47.91563, 106.8343292 47.9155969)",,,,
4336553633,4336553634,0,435758176,,residential,20,False,29.069,"LINESTRING (106.8352533 47.9156486, 106.835186 47.9159061)",,,,
4336553633,4336553632,0,435758176,,residential,20,False,18.413,"LINESTRING (106.8352533 47.9156486, 106.8350078 47.91563)",,,,
4336553634,4336553635,0,435758176,,residential,20,False,18.488,"LINESTRING (106.835186 47.9159061, 106.8349405 47.9158822)",,,,
4336553634,4336553633,0,435758176,,residential,20,False,29.069,"LINESTRING (106.835186 47.9159061, 106.8352533 47.9156486)",,,,
4336553635,4336553634,0,435758176,,residential,20,False,18.488,"LINESTRING (106.8349405 47.9158822, 106.835186 47.9159061)",,,,
4336553636,4336553637,0,435758177,,residential,20,False,51.675,"LINESTRING (106.8377526 47.9153272, 106.8370627 47.9152807)",,,,
4336553637,4336553636,0,435758177,,residential,20,False,51.675,"LINESTRING (106.8370627 47.9152807, 106.8377526 47.9153272)",,,,
4336553637,6291759503,0,435758178,,residential,20,False,11.276,"LINESTRING (106.8370627 47.9152807, 106.8369123 47.9152696)",,,,
4336553637,4336553638,0,698299944,,service,20,False,85.5,"LINESTRING (106.8370627 47.9152807, 106.8369371 47.916045)",,,,
