y,x,osmid,geometry
47.8901537,106.8883705,1772198802,POINT (106.8883705 47.8901537)
47.8902677,106.8733884,1772198804,POINT (106.8733884 47.8902677)
47.8904421,106.8748719,1772198805,POINT (106.8748719 47.8904421)
47.8904992,106.8754356,1772198806,POINT (106.8754356 47.8904992)
47.8904787,106.8850221,1772198807,POINT (106.8850221 47.8904787)
47.8905699,106.87623,1772198808,POINT (106.87623 47.8905699)
47.8906703,106.8822408,1772198809,POINT (106.8822408 47.8906703)
47.8906736,106.8779104,1772198810,POINT (106.8779104 47.8906736)
47.8906782,106.9093515,1772198812,POINT (106.9093515 47.8906782)
47.8906783,106.8785431,1772198813,POINT (106.8785431 47.8906783)
47.8907019,106.8790001,1772198815,POINT (106.8790001 47.8907019)
47.8907066,106.8803922,1772198817,POINT (106.8803922 47.8907066)
47.8907066,106.9094161,1772198818,POINT (106.9094161 47.8907066)
47.8907466,106.9094285,1772198820,POINT (106.9094285 47.8907466)
47.8908266,106.9094037,1772198827,POINT (106.9094037 47.8908266)
47.8903279,106.886604,2499035379,POINT (106.886604 47.8903279)
47.8905871,106.8835723,2499035383,POINT (106.8835723 47.8905871)
47.8898122,106.8910874,5566433332,POINT (106.8910874 47.8898122)
47.890063,106.8891568,5566433353,POINT (106.8891568 47.890063)
47.8906604,106.8824157,5566433355,POINT (106.8824157 47.8906604)
47.8897137,106.9002295,7622160534,POINT (106.9002295 47.8897137)
47.8905539,106.9084308,7622253904,POINT (106.9084308 47.8905539)
