u,v,key,osmid,highway,oneway,length,geometry,tunnel,bridge,name,maxspeed,lanes,service,access,ref
6652939924,6652939930,0,708021352,service,False,24.096,"LINESTRING (69.34976380000001 41.2955323, 69.34994399999999 41.2953631)",,,,20,20,,,
6652939924,6652939923,0,708021352,service,False,95.85,"LINESTRING (69.34976380000001 41.2955323, 69.3505552 41.2961564)",,,,20,20,,,
6652939925,6652939927,0,708021352,service,False,96.145,"LINESTRING (69.35015540000001 41.2952012, 69.3509693 41.2958125)",,,,20,20,,,
6652939925,6652939930,0,708021352,service,False,25.219,"LINESTRING (69.35015540000001 41.2952012, 69.34994399999999 41.2953631)",,,,20,20,,,
6652939925,6652939928,0,708021353,service,False,18.779,"LINESTRING (69.35015540000001 41.2952012, 69.35032099999999 41.295087)",,,,20,2,,,
6652939927,6652939923,0,708021351,service,False,51.566,"LINESTRING (69.3509693 41.2958125, 69.3505552 41.2961564)",,,,20,2,,,
6652939927,6652939929,0,708021351,service,False,21.132,"LINESTRING (69.3509693 41.2958125, 69.3510464 41.2956315)",,,,20,2,,,
6652939927,6652939925,0,708021352,service,False,96.145,"LINESTRING (69.3509693 41.2958125, 69.35015540000001 41.2952012)",,,,20,20,,,
6652939928,6652939929,0,708021353,service,False,85.664,"LINESTRING (69.35032099999999 41.295087, 69.3510464 41.2956315)",,,,20,2,,,
6652939928,6652939925,0,708021353,service,False,18.779,"LINESTRING (69.35032099999999 41.295087, 69.35015540000001 41.2952012)",,,,20,2,,,
6652939929,6652939927,0,708021351,service,False,21.132,"LINESTRING (69.3510464 41.2956315, 69.3509693 41.2958125)",,,,20,2,,,
6652939929,6652939914,0,708021351,service,False,9.366,"LINESTRING (69.3510464 41.2956315, 69.3511549 41.2956527)",,,,20,2,,,
6652939929,6652939928,0,708021353,service,False,85.664,"LINESTRING (69.3510464 41.2956315, 69.35032099999999 41.295087)",,,,20,2,,,
6652939930,6652939925,0,708021352,service,False,25.219,"LINESTRING (69.34994399999999 41.2953631, 69.35015540000001 41.2952012)",,,,20,20,,,
6652939930,6652939924,0,708021352,service,False,24.096,"LINESTRING (69.34994399999999 41.2953631, 69.34976380000001 41.2955323)",,,,20,20,,,
6652939930,6652939912,0,708021354,service,False,32.383,"LINESTRING (69.34994399999999 41.2953631, 69.349676 41.2951527)",,,,20,2,,,
6657004278,6652480853,0,707983780,service,False,64.792,"LINESTRING (69.3557292 41.2969572, 69.3552064 41.2965268)",,,,20,2,,,
6657004278,6652480852,0,707983780,service,False,10.209,"LINESTRING (69.3557292 41.2969572, 69.3558455 41.2969854)",,,,20,2,,,
6774982670,6627282065,0,705402419,service,False,15.044,"LINESTRING (69.1959074 41.2839977, 69.1960874 41.2840007)",,,,30,2,,,
6774982670,6627282064,0,705402419,service,False,88.734,"LINESTRING (69.1959074 41.2839977, 69.1948457 41.2839802)",,,,30,2,,,
6879472965,2617713932,0,256075054,service,False,87.035,"LINESTRING (69.2112496 41.3684734, 69.2102072 41.3684474)",,,,30,,,,
6879472965,4315323822,0,256075054,service,False,96.519,"LINESTRING (69.2112496 41.3684734, 69.2124062 41.368468)",,,,30,,,,
6879512486,6879512490,0,256075054,service,False,23.45,"LINESTRING (69.21410090000001 41.3684611, 69.2138199 41.3684631)",,,,30,,,,
6879512486,6087355829,0,256075054,service,False,33.915,"LINESTRING (69.21410090000001 41.3684611, 69.21450729999999 41.3684583)",,,,30,,,,
6879512490,4315323822,0,256075054,service,False,117.973,"LINESTRING (69.2138199 41.3684631, 69.2124062 41.368468)",,,,30,,,,
6879512490,6879512486,0,256075054,service,False,23.45,"LINESTRING (69.2138199 41.3684631, 69.21410090000001 41.3684611)",,,,30,,,,
6893302011,5267632014,0,544776169,service,False,29.956,"LINESTRING (69.3293358 41.3306848, 69.3295565 41.3308972)",,,,20,,,,
6893302011,5265850995,0,544776169,service,False,13.106,"LINESTRING (69.3293358 41.3306848, 69.3292392 41.3305919)",,,,20,,,,
6909292852,2868326048,0,635132686,service,True,5.965,"LINESTRING (69.22979789999999 41.3170826, 69.2298613 41.3170579)",,,,5,,,,
6909292853,6909292852,0,635132686,service,True,26.531,"LINESTRING (69.229544 41.317226, 69.22979789999999 41.3170826)",,,,5,,,,
6909292854,5992077972,0,635132686,service,True,2.405,"LINESTRING (69.229539 41.3172681, 69.229534 41.3172468)",,,,5,,,,
6955109540,1644112380,0,151585130,living_street,False,6.665,"LINESTRING (69.3748137 41.3608912, 69.3748563 41.3608405)",,,Оромбахш,30,1,,,
