u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,ref,width,tunnel,bridge,est_width,access
3105890467,1338584621,0,305893221,,,path,,False,7.279,"LINESTRING (9.113017899999999 48.7298878, 9.113032 48.7299526)",,,,,,
3105890488,1338584628,0,486395529,,,path,,False,29.83,"LINESTRING (9.1125702 48.7300956, 9.1125025 48.7300459, 9.112439800000001 48.7299994, 9.112397899999999 48.7299683, 9.112326400000001 48.7299445, 9.1122595 48.7299368)",,,,,,
3140160613,251058792,0,"[642276769, 308750590]",,Blaumeisenweg,path,,False,224.77100000000002,"LINESTRING (9.113644600000001 48.8048651, 9.113745 48.8049375, 9.113863800000001 48.8050589, 9.1138485 48.8050916, 9.113838899999999 48.8051425, 9.113775800000001 48.8052849, 9.113751499999999 48.8053944, 9.1137295 48.8054723, 9.1137213 48.8055563, 9.113696300000001 48.8056654, 9.113665299999999 48.8057133, 9.113641100000001 48.805752, 9.1136011 48.8057914, 9.1134603 48.8059691, 9.113421199999999 48.8060719, 9.113417999999999 48.8061862, 9.1134244 48.8062282, 9.113427400000001 48.8062814, 9.1134167 48.8064254, 9.113381499999999 48.8065148, 9.1133036 48.8066768, 9.113247299999999 48.8067661)",,2.6,,,,
3144531869,246825850,0,"[25595505, 179872164, 33895830]",,,"['path', 'service']",,False,127.669,"LINESTRING (9.091726 48.7560241, 9.0917943 48.7560032, 9.091874799999999 48.7559929, 9.0919825 48.7559413, 9.0920217 48.7558818, 9.0920574 48.7558472, 9.092120400000001 48.7558182, 9.092116499999999 48.7557997, 9.0920866 48.7557515, 9.092059900000001 48.7556844, 9.0918458 48.7555856, 9.0917537 48.7555744, 9.0917336 48.7555574, 9.0914965 48.755493, 9.0913231 48.7554239, 9.091230100000001 48.7553437)",,2.3,,,,
3146661262,246647403,0,"[309328768, 368761448]",,,"['cycleway', 'path']",,False,95.64999999999999,"LINESTRING (9.1664335 48.7797136, 9.166461699999999 48.7795899, 9.1666478 48.77931, 9.1668345 48.7790325, 9.166866499999999 48.7789824, 9.1669751 48.7789795)",,3,,,,
3164344771,260351709,0,"[340187481, 461133489, 340190497]",,,path,,False,643.7130000000001,"LINESTRING (9.2678464 48.7616329, 9.269205899999999 48.7600058, 9.2697898 48.7592925, 9.2703948 48.7585526, 9.270518300000001 48.7583888, 9.2706339 48.7582114, 9.2707055 48.7579887, 9.2707917 48.7575789, 9.270815300000001 48.7573397, 9.2708134 48.7572581, 9.270785699999999 48.7571944, 9.270721999999999 48.7571397, 9.270649799999999 48.7571047, 9.2705579 48.7570696, 9.2703829 48.7570406, 9.270147 48.7570328, 9.269634099999999 48.7570392, 9.269538799999999 48.7570246)",,,,,2.5,
3210020769,1621899412,0,314934333,,,path,,False,16.659,"LINESTRING (9.1718403 48.7752234, 9.171912000000001 48.7751762, 9.1719214 48.7750934)",,,,,,
3210020769,3771682678,0,548401697,3,Theodor-Heuss-Straße,primary,40,True,37.038,"LINESTRING (9.1718403 48.7752234, 9.171896500000001 48.7752875, 9.172061899999999 48.7754491, 9.172120899999999 48.7755001)",B 27a,,,,,
3210020775,18240910,0,361287364,,,path,,False,20.224,"LINESTRING (9.1715961 48.7753695, 9.171557200000001 48.7754317, 9.171500399999999 48.7753922, 9.1714766 48.7753341)",,,,,,
3210020775,18240910,1,103892493,,Theodor-Heuss-Straße,primary_link,40,True,9.602,"LINESTRING (9.1715961 48.7753695, 9.1715602 48.7753584, 9.1714766 48.7753341)",B 27a,,,,,
3286090653,2261983591,0,483122012,,,path,,False,472.50399999999996,"LINESTRING (9.180822900000001 48.7904182, 9.1808348 48.7903924, 9.180824700000001 48.7901327, 9.1808044 48.7900944, 9.180737000000001 48.7900722, 9.1807523 48.789922, 9.1807591 48.7898638, 9.1807021 48.7893124, 9.1806935 48.7890711, 9.180683200000001 48.7889045, 9.1806704 48.7887505, 9.1806664 48.7887069, 9.1806985 48.7886447, 9.1805614 48.7881664, 9.180416900000001 48.7876623, 9.1803925 48.7876159, 9.180341800000001 48.7874105, 9.1803176 48.787367, 9.1802642 48.7872695, 9.180240400000001 48.7871984, 9.180065300000001 48.7865811, 9.180050400000001 48.7865263, 9.180026099999999 48.7863882, 9.1798813 48.7863365, 9.1799008 48.7863115)",,3,,,,
3286090658,3768622436,0,327369502,,,path,,False,41.044000000000004,"LINESTRING (9.180918200000001 48.7907921, 9.1810458 48.7907869, 9.1812807 48.7907795, 9.181477900000001 48.7907763)",,,,,,
3387410098,283556429,0,25992464,,,path,,False,125.288,"LINESTRING (9.172898500000001 48.7336407, 9.172319399999999 48.7336523, 9.1720404 48.7336584, 9.1715549 48.733667, 9.171226000000001 48.7336697, 9.1711908 48.7336695)",,,,,,
3416619698,69168402,0,9240905,,,path,,False,101.384,"LINESTRING (9.115535100000001 48.7372603, 9.115487999999999 48.7373291, 9.1153935 48.7374626, 9.115310300000001 48.7375759, 9.115186899999999 48.7376882, 9.1150605 48.7377859, 9.1147457 48.7379968)",,3.5,,,,
3416619719,246645536,0,334598182,,,path,,False,3.837,"LINESTRING (9.115216 48.7383031, 9.1151784 48.7382791)",,3.5,,yes,,
3447411547,3447411550,0,135889077,,,path,,False,82.393,"LINESTRING (9.185850200000001 48.7911852, 9.1858374 48.7911935, 9.185608200000001 48.791343, 9.185335 48.7915198, 9.1850512 48.7917067)",,5,,,,
3447411550,3447411547,0,135889077,,,path,,False,82.393,"LINESTRING (9.1850512 48.7917067, 9.185335 48.7915198, 9.185608200000001 48.791343, 9.1858374 48.7911935, 9.185850200000001 48.7911852)",,5,,,,
3447411552,3659319009,0,337674601,,,path,,False,9.477,"LINESTRING (9.184903500000001 48.7918092, 9.184808 48.7918667)",,5,,,,
3456645905,3456645907,0,132263527,,,path,,False,19.603,"LINESTRING (9.1730695 48.7992378, 9.173333 48.7992687)",,,,,,
3456645905,4423936173,0,132263527,,,path,,False,148.89600000000002,"LINESTRING (9.1730695 48.7992378, 9.172214 48.7991626, 9.1714334 48.7990813, 9.1710584 48.799043)",,,,,,
3456645905,1826093659,0,338556896,,,path,,False,35.076,"LINESTRING (9.1730695 48.7992378, 9.1730667 48.7992533, 9.173050699999999 48.7993414, 9.173032600000001 48.7994405, 9.1730125 48.799551)",,,,,,
3458364277,310798909,0,43025158,,,path,,False,1.126,"LINESTRING (9.175460299999999 48.7993734, 9.1754452 48.7993715)",,,,,,
3458364277,3458364278,0,43025158,,,path,,False,2.853,"LINESTRING (9.175460299999999 48.7993734, 9.1754985 48.7993784)",,,,,,
3458364278,3458364277,0,43025158,,,path,,False,2.853,"LINESTRING (9.1754985 48.7993784, 9.175460299999999 48.7993734)",,,,,,
3458364278,3458364279,0,43025158,,,path,,False,2.03,"LINESTRING (9.1754985 48.7993784, 9.1755257 48.7993819)",,,,,,
3458364279,3458364278,0,43025158,,,path,,False,2.03,"LINESTRING (9.1755257 48.7993819, 9.1754985 48.7993784)",,,,,,
3458364279,3022275622,0,43025158,,,path,,False,6.491,"LINESTRING (9.1755257 48.7993819, 9.175614299999999 48.7993805)",,,,,,
3460660831,338442159,0,"[338908352, 78736119]",,"['Sophie-Döhring-Straße', 'Thekla-Kauffmann-Weg']",path,,False,173.92399999999998,"LINESTRING (9.2391097 48.819783, 9.238339099999999 48.8197556, 9.2379201 48.8197559, 9.2378135 48.8197627, 9.2376062 48.8197901, 9.2372991 48.8198384, 9.2372315 48.8198425, 9.2369664 48.819833, 9.236907199999999 48.8198306, 9.2368424 48.8198279, 9.236750300000001 48.8198197)",,3,,,,
3462151963,264499127,0,24738345,,Irisweg,path,,False,44.643,"LINESTRING (9.2494388 48.8180311, 9.2492065 48.8184023)",,3.3,,,,
3474501972,1827345190,0,"[231995331, 231995333, 231995334, 231995338, 25745194, 231995339, 231995341, 231995342, 231995344, 231995345, 236780375, 236781469]",,,path,,False,1515.5000000000007,"LINESTRING (9.253993100000001 48.7767925, 9.254906699999999 48.7762886, 9.2551501 48.7761544, 9.2557454 48.7757823, 9.2561924 48.7754847, 9.2565378 48.7752262, 9.2571463 48.7747298, 9.2575319 48.7743492, 9.257628199999999 48.7742803, 9.257778399999999 48.7741036, 9.2579099 48.7739339, 9.2580315 48.7737422, 9.258079 48.7736367, 9.258121900000001 48.7735094, 9.258164300000001 48.773366, 9.258204900000001 48.7731437, 9.2583363 48.7724649, 9.258388200000001 48.7722597, 9.2583894 48.7721597, 9.258365599999999 48.7720746, 9.2583231 48.7720015, 9.2582936 48.7719768, 9.258250500000001 48.7719629, 9.258194400000001 48.7718877, 9.258156400000001 48.7718617, 9.258051500000001 48.771842, 9.2580469 48.771798, 9.258029000000001 48.7717635, 9.257987699999999 48.7717225, 9.2578403 48.7716391, 9.257585499999999 48.7715313, 9.257376300000001 48.7714624, 9.2569283 48.7713351, 9.2568666 48.7713386, 9.2568184 48.7713475, 9.256727100000001 48.771322, 9.2566145 48.7712891, 9.2565984 48.7712608, 9.2565448 48.7712273, 9.254734300000001 48.7707058, 9.2546967 48.7707005, 9.2546243 48.7707005, 9.2545787 48.7707058, 9.254453 48.7706669, 9.254307799999999 48.7706245, 9.2542461 48.7705661, 9.2538044 48.7704154, 9.252154000000001 48.7699527, 9.2516444 48.7698077, 9.2515666 48.7697901, 9.2514968 48.7697812, 9.2514352 48.7697812, 9.251381500000001 48.7697865, 9.251344 48.7697971, 9.2512407 48.7697678, 9.2511267 48.7697353, 9.251124000000001 48.7697105, 9.2510999 48.769684, 9.251080999999999 48.7696649, 9.2507056 48.769562, 9.2506679 48.7695606, 9.250625100000001 48.769562, 9.250592899999999 48.7695673, 9.2505278 48.7695454, 9.2504399 48.7695128, 9.2503916 48.7694669, 9.250346 48.7694386, 9.250238899999999 48.7694047, 9.2488923 48.7690055, 9.2485999 48.7689461, 9.2485216 48.7689282, 9.248355099999999 48.7688848, 9.2479054 48.7687703)",,,,yes,2.4,
3474501972,2387475576,0,"[230219987, 98843781]",,,path,,False,510.72299999999996,"LINESTRING (9.253993100000001 48.7767925, 9.253938 48.7768229, 9.253859800000001 48.7768664, 9.253837900000001 48.776901, 9.2526394 48.7775576, 9.252220599999999 48.7777941, 9.2521757 48.7778073, 9.2520624 48.7778224, 9.2519717 48.7778463, 9.251790700000001 48.7779061, 9.2516818 48.7779563, 9.251625499999999 48.7779818, 9.251644300000001 48.7780153, 9.2516389 48.7780312, 9.251613600000001 48.778059, 9.251573199999999 48.7780831, 9.250968 48.7783653, 9.250456099999999 48.778617, 9.2501914 48.7787205, 9.249833600000001 48.7788346, 9.2496124 48.7789218, 9.249437 48.7789759, 9.249322599999999 48.7790038, 9.2489621 48.7790942, 9.248855600000001 48.7791253, 9.248714 48.779097, 9.248518199999999 48.7791418, 9.2484454 48.7791537, 9.248257000000001 48.7791459)",,,,,,
3474501972,485297142,0,"[340235320, 340235321]",,,path,,False,372.20900000000006,"LINESTRING (9.253993100000001 48.7767925, 9.253816499999999 48.7766462, 9.2534866 48.7763713, 9.253318800000001 48.7762309, 9.2532145 48.7761621, 9.253132900000001 48.776133, 9.253030900000001 48.7761203, 9.252798500000001 48.7761539, 9.2525581 48.7761965, 9.252470799999999 48.776183, 9.2524602 48.7761252, 9.252419099999999 48.7760031, 9.2523669 48.7759521, 9.2522898 48.7759144, 9.2520922 48.7759093, 9.251666699999999 48.7759137, 9.2508166 48.7758705, 9.2499132 48.7758316, 9.2498243 48.7758257, 9.249749599999999 48.7757974, 9.249708500000001 48.7757814)",,,,,"['3.2', '2.4']",
3475609502,1182983483,0,"[299389568, 120991586, 299389571, 299389598, 340398199, 360912568, 299389562, 340341854, 115428479]",,König-Karls-Brücke,path,,False,438.59100000000007,"LINESTRING (9.2103723 48.7979683, 9.2103074 48.7980478, 9.2101466 48.798203, 9.210086199999999 48.7982532, 9.2100756 48.7982619, 9.2100276 48.7983036, 9.2099615 48.7983843, 9.209914299999999 48.7984366, 9.209886300000001 48.7984812, 9.2098776 48.7985395, 9.209879300000001 48.7986126, 9.209887699999999 48.7986662, 9.2098935 48.7987353, 9.209920500000001 48.7988019, 9.2099429 48.7988411, 9.209959599999999 48.7988685, 9.2099859 48.7989023, 9.2100118 48.7989287, 9.2100721 48.7989774, 9.210141200000001 48.7990189, 9.210483200000001 48.7992046, 9.2107762 48.7993551, 9.2110466 48.7994845, 9.2111049 48.7995022, 9.2111208 48.7995182, 9.211514599999999 48.7996652, 9.211951300000001 48.7998258, 9.212313200000001 48.7999701, 9.2123489 48.799985, 9.212413400000001 48.8000207, 9.2126112 48.80012, 9.212733500000001 48.800157, 9.212863199999999 48.8001708, 9.2129124 48.8002077, 9.2129615 48.8002415, 9.2130068 48.8002725, 9.2129709 48.8002978, 9.213037999999999 48.8003357, 9.2130826 48.8003639, 9.2131101 48.8003812, 9.2131104 48.8004439, 9.213157799999999 48.8004732, 9.213174 48.800485, 9.213199400000001 48.8004989, 9.2132468 48.8005291, 9.2132626 48.8006465)",,"['4', '5', '6.5']",,yes,,
3475609502,21097732,0,"[360369064, 386104030]",,,path,,False,113.45700000000001,"LINESTRING (9.2103723 48.7979683, 9.210423 48.7978581, 9.2104268 48.7978235, 9.2104 48.7977811, 9.2103061 48.7977554, 9.210198200000001 48.7977382, 9.210122500000001 48.7977228, 9.2100768 48.7977289, 9.2099805 48.797781, 9.2098054 48.7978771, 9.2094732 48.7980312, 9.209409300000001 48.7980452, 9.209322999999999 48.7980528)",,4,,,,
3475609502,3811451394,0,"[619142649, 4005988, 377750933, 340337551]",,,path,,False,3506.599999999999,"LINESTRING (9.2103723 48.7979683, 9.210467100000001 48.797963, 9.2105949 48.7979044, 9.2107388 48.7978129, 9.2108141 48.7977742, 9.21097 48.7976872, 9.2111649 48.7976137, 9.2113906 48.7975631, 9.211686 48.7975203, 9.2119944 48.7974963, 9.212111200000001 48.7975218, 9.2122511 48.7975321, 9.2123749 48.79751, 9.2125541 48.7974813, 9.2127795 48.7974614, 9.212905599999999 48.7974718, 9.213001999999999 48.7975103, 9.213055199999999 48.7975374, 9.213223899999999 48.7974003, 9.213280299999999 48.7973544, 9.2135617 48.7971256, 9.213834800000001 48.7967788, 9.214221 48.7963207, 9.2147237 48.7958527, 9.215503500000001 48.7951071, 9.216237599999999 48.794333, 9.216806800000001 48.7937106, 9.217594500000001 48.7928217, 9.2184445 48.7919521, 9.219292299999999 48.7912551, 9.220254000000001 48.7905918, 9.22109 48.7900737, 9.221108600000001 48.7900633, 9.2219531 48.7895694, 9.2219876 48.7895322, 9.222051 48.7894958, 9.222110000000001 48.7894892, 9.2224827 48.7892804, 9.223554999999999 48.7887059, 9.224275799999999 48.7883252, 9.224693800000001 48.7880444, 9.2257576 48.7874964, 9.227519900000001 48.7866037, 9.227684200000001 48.7865205, 9.2285471 48.7861166, 9.2292252 48.7858621, 9.2297659 48.7856303, 9.233682399999999 48.7836144, 9.2338775 48.7835128, 9.234009500000001 48.7834554, 9.235845599999999 48.7824963, 9.2367951 48.7819982, 9.236839099999999 48.7819701, 9.238043599999999 48.7813574, 9.2384957 48.7810992, 9.239167399999999 48.7807034, 9.2398177 48.7802802, 9.2405665 48.7797609, 9.2421369 48.7786719, 9.244007099999999 48.7773924, 9.2442224 48.7772792, 9.244756799999999 48.7769982)",,3,,,"['2.3', '3', '2']",
3495023462,687903731,0,342518938,,,path,,False,166.173,"LINESTRING (9.1161128 48.721637, 9.1169516 48.7230252)",,2.7,,,,
3495023462,51274374,0,6173144,,Schwefelbaum,path,,False,98.366,"LINESTRING (9.1161128 48.721637, 9.116285 48.7216318, 9.1165219 48.7216179, 9.1167322 48.7216105, 9.116811999999999 48.7216046, 9.1168532 48.7215948, 9.116871400000001 48.7215711, 9.1168645 48.72154, 9.1167479 48.7213993, 9.116672100000001 48.7212894, 9.116646100000001 48.7212381)",,2.5,,,,
3495023462,51274122,0,6173144,,Schwefelbaum,path,,False,492.14200000000005,"LINESTRING (9.1161128 48.721637, 9.115989000000001 48.7216423, 9.114792599999999 48.7216798, 9.1141284 48.721771, 9.1134792 48.7219368, 9.1133867 48.7219594, 9.1133138 48.7219796, 9.1131887 48.722028, 9.1129789 48.7220781, 9.112479 48.7221582, 9.112008700000001 48.7222397, 9.1114981 48.7222899, 9.110401599999999 48.7223099, 9.110251699999999 48.7223191, 9.1097149 48.7223825, 9.109644100000001 48.7223829, 9.109558 48.7223834)",,2.5,,,,
3495291399,60101170,0,413789853,,,path,,False,9.082,"LINESTRING (9.0856868 48.8061762, 9.085808 48.8061935)",,,,,,
3495291402,3495291403,0,342553152,,,path,,False,19.109,"LINESTRING (9.0860769 48.8062504, 9.0858171 48.8062664)",,,,,,
3495291402,60101170,0,413789853,,,path,,False,20.684,"LINESTRING (9.0860769 48.8062504, 9.085808 48.8061935)",,,,,,
3495291402,365670605,0,"[413789853, 8038911]",,,path,,False,578.8090000000001,"LINESTRING (9.0860769 48.8062504, 9.0862243 48.806268, 9.086449099999999 48.8062689, 9.086517199999999 48.8062692, 9.086880600000001 48.8062818, 9.087166 48.8062852, 9.087566000000001 48.8062932, 9.0879516 48.8062991, 9.088139099999999 48.806297, 9.0885476 48.8063033, 9.088767000000001 48.8063108, 9.089162099999999 48.8063286, 9.089192499999999 48.8063306, 9.0892929 48.8063394, 9.089400700000001 48.8063738, 9.089481299999999 48.8063783, 9.0895261 48.8063765, 9.0897191 48.8063602, 9.0900903 48.8063268, 9.0903256 48.8063135, 9.090756799999999 48.8063087, 9.0909247 48.8062976, 9.091146500000001 48.8062917, 9.091478499999999 48.8062724, 9.0915608 48.8062704, 9.0915956 48.8062696, 9.091877500000001 48.8062703, 9.092290999999999 48.8062752, 9.0923672 48.806276, 9.092912699999999 48.8062824, 9.093331600000001 48.8062873, 9.0935568 48.8062899, 9.093871 48.8062936, 9.0939538 48.8062955)",,3,,,,
3495291403,60101170,0,124383891,,,path,,False,8.133,"LINESTRING (9.0858171 48.8062664, 9.085808 48.8061935)",,,,,,
3495291403,3495291405,0,342553152,,,path,,False,8.728,"LINESTRING (9.0858171 48.8062664, 9.085704700000001 48.8062925)",,,,,,
3495291403,3495291402,0,342553152,,,path,,False,19.109,"LINESTRING (9.0858171 48.8062664, 9.0860769 48.8062504)",,,,,,
3495291403,705549016,0,124383891,,,path,,False,1020.1819999999997,"LINESTRING (9.0858171 48.8062664, 9.085829 48.806361, 9.085845600000001 48.8064998, 9.085850499999999 48.8065407, 9.0859535 48.8067442, 9.086054900000001 48.8069213, 9.086132299999999 48.80707, 9.086657300000001 48.8080783, 9.0867472 48.8082718, 9.086831500000001 48.8084654, 9.0869084 48.8086591, 9.087141799999999 48.8091289, 9.087322800000001 48.8094425, 9.0875156 48.8097345, 9.0875029 48.8097973, 9.0875454 48.8098645, 9.0875693 48.8099331, 9.0875865 48.8099956, 9.087601100000001 48.8101322, 9.087590499999999 48.8101751, 9.087554000000001 48.8102376, 9.087505200000001 48.810281, 9.0873879 48.8103853, 9.0868383 48.8108662, 9.086435 48.81124, 9.0863473 48.8113272, 9.0862526 48.811442, 9.0861795 48.8115665, 9.0861239 48.8116796, 9.0860936 48.8117782, 9.0860749 48.8118478, 9.086069200000001 48.81193, 9.086080600000001 48.811992, 9.0861091 48.8120526, 9.0861742 48.8121274, 9.0862073 48.8121604, 9.0864172 48.8123694, 9.086588300000001 48.8125499, 9.086802499999999 48.8127738, 9.0868304 48.8128078, 9.0868667 48.8128574, 9.0869506 48.8130302, 9.087047 48.8133019, 9.087102399999999 48.8135602, 9.087119400000001 48.813644, 9.0871356 48.8137243, 9.0871697 48.8138841, 9.0871963 48.8140216, 9.087172300000001 48.814193, 9.0871704 48.8142912, 9.0872037 48.8143811, 9.087255499999999 48.8144686, 9.0873515 48.8145426, 9.0873758 48.8145788, 9.0872838 48.8146396, 9.087205300000001 48.8146979)",,,,,,
3495291405,3495291403,0,342553152,,,path,,False,8.728,"LINESTRING (9.085704700000001 48.8062925, 9.0858171 48.8062664)",,,,,,
3525605627,2339350139,0,554984887,,,path,,False,7.337,"LINESTRING (9.1592869 48.762785, 9.159196700000001 48.7627564)",,,,,,
3548349464,428589192,0,444910369,,,path,,False,7.831,"LINESTRING (9.189003100000001 48.8070829, 9.188983199999999 48.8071521)",,2.2,,,,
3550358527,3679335374,0,"[363805765, 619158053, 619158054, 349084808, 349084797]",,,path,,False,364.03700000000003,"LINESTRING (9.2171182 48.7985443, 9.2170399 48.7984816, 9.2175124 48.7982117, 9.2184332 48.7976775, 9.2194711 48.7970867, 9.219516 48.7970629, 9.2204634 48.7965229, 9.220536600000001 48.7964838, 9.220708399999999 48.7963955)",,"['2.4', '3.5']",,,,
3555029864,2453034892,0,237395728,,,path,,False,9.882,"LINESTRING (9.2040056 48.8178911, 9.2039086 48.8178293)",,3,,,,
3555029864,5606405481,0,"[237395729, 364962718]",,,path,,False,57.477999999999994,"LINESTRING (9.2040056 48.8178911, 9.2039794 48.8179078, 9.203919600000001 48.8178678, 9.203890700000001 48.8178906, 9.2038555 48.8179156, 9.203905300000001 48.8179444, 9.2038723 48.8179687, 9.2038458 48.817987, 9.203801500000001 48.8179593, 9.2037572 48.8179926, 9.203646000000001 48.8180775, 9.2035923 48.818113, 9.2035556 48.8181183)",,"['3', '2']",,,,
3555029864,3024094064,0,373624487,,,path,,False,295.728,"LINESTRING (9.2040056 48.8178911, 9.204212500000001 48.8180337, 9.204329899999999 48.8181181, 9.2046119 48.8182919, 9.2048576 48.8184396, 9.204973499999999 48.818499, 9.205091599999999 48.8185694, 9.2053729 48.8187304, 9.205741400000001 48.8189106, 9.2060298 48.8190479, 9.2063731 48.8192033, 9.2071451 48.8195523)",,3.5,,,,
3588107898,2335271974,0,"[224734884, 352872732, 510227582]",,,path,,False,141.78300000000002,"LINESTRING (9.1711188 48.7812179, 9.1710899 48.7811944, 9.170920000000001 48.7810486, 9.1708251 48.7809808, 9.1707226 48.7809076, 9.170509300000001 48.7804359, 9.170493 48.7802693, 9.170489699999999 48.7802359, 9.170458500000001 48.7802003, 9.1704259 48.7801528, 9.170438600000001 48.7800699)",,,,,,
3594569096,3603201026,0,"[273520536, 353636225, 372720346]",3,Tübinger Straße,residential,30,False,141.277,"LINESTRING (9.1733242 48.7709831, 9.173293599999999 48.7709517, 9.1732383 48.770895, 9.1731985 48.7708542, 9.1731278 48.7707817, 9.1731058 48.7707591, 9.1730926 48.7707456, 9.172981999999999 48.7706322, 9.172879999999999 48.7705311, 9.1728614 48.7705085, 9.1727828 48.7704131, 9.1727583 48.7703795, 9.172640700000001 48.7702322, 9.1725618 48.7701335, 9.172400100000001 48.7699311, 9.172362400000001 48.7698835)",,"['10', '6']",,,,
3613476786,3613521846,0,355811180,,,path,,False,5.572,"LINESTRING (9.214288099999999 48.8186749, 9.2142385 48.8186369)",,,,,,
3613476786,496410638,0,"[40823611, 397374299, 355811179, 397374295]",,,path,,False,521.661,"LINESTRING (9.214288099999999 48.8186749, 9.214438299999999 48.8186095, 9.2145802 48.8185678, 9.2149141 48.8184822, 9.2152323 48.8184091, 9.215475 48.8183411, 9.215590300000001 48.8183005, 9.215976599999999 48.8181477, 9.216364199999999 48.8180232, 9.2168595 48.8178534, 9.2169876 48.8177971, 9.2171732 48.8177161, 9.2173763 48.8176138, 9.217514100000001 48.8175147, 9.2176206 48.8174184, 9.217725 48.8173182, 9.2178129 48.8172111, 9.2178807 48.8171249, 9.217931999999999 48.8170379, 9.2179842 48.8168999, 9.218020900000001 48.816782, 9.218041100000001 48.8166403, 9.218038 48.8164903, 9.218002200000001 48.8163542, 9.2179559 48.8162274, 9.2178658 48.8160733, 9.2177778 48.8159553, 9.217716899999999 48.8158795, 9.2176385 48.8157966, 9.2175558 48.8157295, 9.217445700000001 48.8156407, 9.2173689 48.8155829, 9.2172515 48.8154915)",,"['4', '3', '2.5']",,,,
3613476786,267273584,0,355811179,,,path,,False,14.232,"LINESTRING (9.214288099999999 48.8186749, 9.214184899999999 48.8187137, 9.2141299 48.8186796)",,3,,,,
3613521846,3613476786,0,355811180,,,path,,False,5.572,"LINESTRING (9.2142385 48.8186369, 9.214288099999999 48.8186749)",,,,,,
3613521846,1525459296,0,355811181,,,path,,False,7.703,"LINESTRING (9.2142385 48.8186369, 9.214321699999999 48.8185945)",,,,,,
3613521846,267273584,0,355811181,,,path,,False,9.275,"LINESTRING (9.2142385 48.8186369, 9.2141822 48.8186563, 9.2141299 48.8186796)",,,,,,
3616170811,1858947776,0,356115509,,,path,,False,31.327,"LINESTRING (9.2033855 48.8174954, 9.2034821 48.8174979, 9.2036102 48.8174915, 9.203724299999999 48.8174658, 9.203799 48.8174433)",,,,,,
3616170811,1299639377,0,383719833,,,path,,False,23.871,"LINESTRING (9.2033855 48.8174954, 9.2035003 48.8175821, 9.2036122 48.8176492)",,3.5,,,,
3616170811,3870326224,0,383719833,,,path,,False,503.98299999999995,"LINESTRING (9.2033855 48.8174954, 9.2032925 48.8174376, 9.203205799999999 48.8173607, 9.203125399999999 48.8172655, 9.2030438 48.8171442, 9.203003900000001 48.8170236, 9.2029777 48.8169339, 9.2029759 48.8167754, 9.2029841 48.816704, 9.203011800000001 48.8165162, 9.2031428 48.8162509, 9.203364499999999 48.8159718, 9.203634900000001 48.8156118, 9.203791900000001 48.815396, 9.203926900000001 48.8151644, 9.204032 48.8148997, 9.204084099999999 48.8146721, 9.204102499999999 48.8144302, 9.2041009 48.8143287, 9.2040977 48.8142155, 9.204084999999999 48.8141205, 9.204028299999999 48.8138485, 9.203937700000001 48.8135815, 9.2038045 48.8133104, 9.203747999999999 48.813212)",,3.5,,,,
3616189151,342886145,0,365393222,,,path,,False,567.9580000000001,"LINESTRING (9.1354071 48.8122958, 9.1349631 48.8123893, 9.1347927 48.8124014, 9.134690000000001 48.812396, 9.134589999999999 48.812401, 9.133072200000001 48.8126774, 9.1311152 48.8130316, 9.130581299999999 48.8131786, 9.130065099999999 48.8133866, 9.1296371 48.8135845, 9.129200900000001 48.8138226, 9.1288163 48.8140292, 9.128526300000001 48.814187, 9.1284001 48.8142573)",,2.8,,,,
3621954165,54193648,0,356790317,,,path,,False,400.19599999999997,"LINESTRING (9.2203409 48.6988557, 9.2202576 48.6988555, 9.2202571 48.6987911, 9.2202249 48.6987344, 9.2202483 48.6984802, 9.2202962 48.6981971, 9.220403900000001 48.6978707, 9.2204663 48.6977182, 9.2205937 48.6974757, 9.220636799999999 48.697331, 9.220679499999999 48.6972533, 9.219975099999999 48.6970779, 9.219810300000001 48.6970412, 9.2195538 48.697017, 9.219143000000001 48.6970097, 9.2184914 48.6969978, 9.218187199999999 48.6969878, 9.2180348 48.6969931, 9.217861299999999 48.6970009)",,2.2,,,,
3623066574,1679647175,0,356909269,,,path,,False,14.373,"LINESTRING (9.169098399999999 48.7378754, 9.1690492 48.7378783, 9.168903500000001 48.737889)",,,,,,
3625612458,589015026,0,5410995,,,path,,False,182.57999999999998,"LINESTRING (9.1830383 48.8301357, 9.182699599999999 48.8300783, 9.182247 48.8299838, 9.1820199 48.8299537, 9.1805939 48.8298313)",,,,,,
3627729775,2235201939,0,"[43029136, 357546210, 36860346, 21644686]",,Stresemannstraße,path,,False,325.899,"LINESTRING (9.1815824 48.8089236, 9.1814111 48.808898, 9.1813603 48.8088774, 9.1806868 48.8086607, 9.1804758 48.8085852, 9.1802663 48.8085042, 9.180168099999999 48.8084521, 9.1801374 48.8084339, 9.179964399999999 48.8083302, 9.179911199999999 48.8083022, 9.1798322 48.8082745, 9.1792637 48.8081005, 9.178596199999999 48.8078919, 9.178216300000001 48.8077762, 9.177942399999999 48.8076743, 9.177667400000001 48.8075608)",,"['4', '3']",,,,
