u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,ref,tunnel,width,bridge,est_width,access
266195266,3848856370,0,23196856,,,path,,False,4.58,"LINESTRING (9.113061 48.8075323, 9.1130461 48.8075723)",,,2,,,
266197196,3065910332,0,395673609,,,path,,False,9.701,"LINESTRING (9.1018702 48.8040957, 9.101753199999999 48.8041366)",,,,,,
266197501,684538371,0,25120480,,,path,,False,12.974,"LINESTRING (9.095869499999999 48.7983045, 9.0957594 48.7982131)",,,,,,
266197501,7119201972,0,25120480,,,path,,False,195.031,"LINESTRING (9.095869499999999 48.7983045, 9.097343499999999 48.7997652)",,,,,,
266281541,1210693920,0,42400553,,Schwellenäckerweg,path,,False,13.634,"LINESTRING (9.2278731 48.738999, 9.2277951 48.7388877)",,,4,,,
266281541,1360526143,0,42400553,,Schwellenäckerweg,path,,False,10.979,"LINESTRING (9.2278731 48.738999, 9.227868900000001 48.7390977)",,,4,,,
266281549,1341221667,0,42400553,,Schwellenäckerweg,path,,False,57.412,"LINESTRING (9.2280298 48.7385598, 9.2277276 48.7380835)",,,4,,,
266281549,1210693910,0,42400553,,Schwellenäckerweg,path,,False,28.075,"LINESTRING (9.2280298 48.7385598, 9.2278433 48.7387803)",,,4,,,
266700350,769429544,0,24526884,,,path,,False,21.535,"LINESTRING (9.1415016 48.7745398, 9.141486199999999 48.7747332)",,,1.8,,,
266700431,769429544,0,24526884,,,path,,False,7.128,"LINESTRING (9.141439699999999 48.7747895, 9.141486199999999 48.7747332)",,,1.8,,,
266924735,1420077094,0,761704107,,,path,,False,5.681,"LINESTRING (9.097453700000001 48.8205283, 9.0974921 48.8204839)",,,3,,,
266924735,3868700714,0,761704107,,,path,,False,41.528,"LINESTRING (9.097453700000001 48.8205283, 9.0972005 48.8208625)",,,3,,,
267174270,3606785215,0,121138710,,,path,,False,3.822,"LINESTRING (9.2346564 48.8113903, 9.234647799999999 48.8114242)",,,3,,,
267174270,3606785214,0,355057597,,,path,,False,36.512,"LINESTRING (9.2346564 48.8113903, 9.2347635 48.8110696)",,,,,,
267176665,267176666,0,24574477,,,path,,False,20.046,"LINESTRING (9.234824100000001 48.8109134, 9.2349417 48.8107506)",,,,,,
267176665,1516011755,0,24574477,,,path,,False,7.247,"LINESTRING (9.234824100000001 48.8109134, 9.234784400000001 48.8109731)",,,,,,
267176666,267176667,0,24574477,,,path,,False,15.795,"LINESTRING (9.2349417 48.8107506, 9.235022900000001 48.810619)",,,,,,
267176666,267176665,0,24574477,,,path,,False,20.046,"LINESTRING (9.2349417 48.8107506, 9.234824100000001 48.8109134)",,,,,,
267176667,1259352777,0,24574477,,,path,,False,16.651,"LINESTRING (9.235022900000001 48.810619, 9.2350721 48.8104728)",,,,,,
267176667,267176666,0,24574477,,,path,,False,15.795,"LINESTRING (9.235022900000001 48.810619, 9.2349417 48.8107506)",,,,,,
267176668,267176669,0,24574477,,,path,,False,10.765,"LINESTRING (9.235102100000001 48.8100735, 9.2351001 48.8099767)",,,,,,
267176668,1259352861,0,24574477,,,path,,False,22.544,"LINESTRING (9.235102100000001 48.8100735, 9.235113699999999 48.8102761)",,,,,,
267176669,267176670,0,24574477,,,path,,False,37.055,"LINESTRING (9.2351001 48.8099767, 9.2349692 48.8096548)",,,,,,
267176669,267176668,0,24574477,,,path,,False,10.765,"LINESTRING (9.2351001 48.8099767, 9.235102100000001 48.8100735)",,,,,,
267176670,267176671,0,24574477,,,path,,False,10.546,"LINESTRING (9.2349692 48.8096548, 9.234955299999999 48.8095604)",,,,,,
267176670,267176669,0,24574477,,,path,,False,37.055,"LINESTRING (9.2349692 48.8096548, 9.2351001 48.8099767)",,,,,,
267176671,2604868505,0,24574477,,,path,,False,8.33,"LINESTRING (9.234955299999999 48.8095604, 9.2349616 48.8094856)",,,,,,
267176671,267176670,0,24574477,,,path,,False,10.546,"LINESTRING (9.234955299999999 48.8095604, 9.2349692 48.8096548)",,,,,,
267177487,267177488,0,121138710,,,path,,False,5.238,"LINESTRING (9.2344951 48.8120132, 9.234553500000001 48.811986)",,,3,,,
267177488,5864414192,0,121138710,,,path,,False,1.278,"LINESTRING (9.234553500000001 48.811986, 9.2345708 48.8119845)",,,3,,,
267177488,267177487,0,121138710,,,path,,False,5.238,"LINESTRING (9.234553500000001 48.811986, 9.2344951 48.8120132)",,,3,,,
267177489,6071310883,0,121138710,,,path,,False,6.663,"LINESTRING (9.2348734 48.8119407, 9.234935500000001 48.8118969)",,,3,,,
267177489,1516011836,0,121138710,,,path,,False,6.398,"LINESTRING (9.2348734 48.8119407, 9.2347942 48.811965)",,,3,,,
267177490,6071310882,0,121138710,,,path,,False,5.045,"LINESTRING (9.234961699999999 48.8118529, 9.2349677 48.8118077)",,,3,,,
267177490,6071310883,0,121138710,,,path,,False,5.255,"LINESTRING (9.234961699999999 48.8118529, 9.234935500000001 48.8118969)",,,3,,,
267177491,267177492,0,121138710,,,path,,False,7.141,"LINESTRING (9.2349459 48.8117524, 9.2348979 48.8116965)",,,3,,,
267177491,6071310882,0,121138710,,,path,,False,6.353,"LINESTRING (9.2349459 48.8117524, 9.2349677 48.8118077)",,,3,,,
267177492,267177494,0,121138710,,,path,,False,13.218,"LINESTRING (9.2348979 48.8116965, 9.2347749 48.8116095)",,,3,,,
267177492,267177491,0,121138710,,,path,,False,7.141,"LINESTRING (9.2348979 48.8116965, 9.2349459 48.8117524)",,,3,,,
267177494,6071310880,0,121138710,,,path,,False,8.326,"LINESTRING (9.2347749 48.8116095, 9.234692799999999 48.8115577)",,,3,,,
267177494,267177492,0,121138710,,,path,,False,13.218,"LINESTRING (9.2347749 48.8116095, 9.2348979 48.8116965)",,,3,,,
267177495,2927151362,0,121138710,,,path,,False,3.748,"LINESTRING (9.234656899999999 48.8115191, 9.2346395 48.8114874)",,,3,,,
267177495,6071310880,0,121138710,,,path,,False,5.033,"LINESTRING (9.234656899999999 48.8115191, 9.234692799999999 48.8115577)",,,3,,,
267177496,3606785215,0,121138710,,,path,,False,3.46,"LINESTRING (9.2346401 48.8114549, 9.234647799999999 48.8114242)",,,3,,,
267177496,2927151362,0,121138710,,,path,,False,3.614,"LINESTRING (9.2346401 48.8114549, 9.2346395 48.8114874)",,,3,,,
267200804,59721114,0,153455325,,,path,,False,10.837,"LINESTRING (9.1793511 48.8437097, 9.1792034 48.8437027)",,,2,,,
267200804,1254559340,0,153455325,,,path,,False,6.333,"LINESTRING (9.1793511 48.8437097, 9.179437399999999 48.8437139)",,,2,,,
267200811,1254559340,0,153455325,,,path,,False,5.511,"LINESTRING (9.1795045 48.8436914, 9.179437399999999 48.8437139)",,,2,,,
267200811,267200846,0,153455325,,,path,,False,14.748,"LINESTRING (9.1795045 48.8436914, 9.179653500000001 48.8436021)",,,2,,,
267200846,267200811,0,153455325,,,path,,False,14.748,"LINESTRING (9.179653500000001 48.8436021, 9.1795045 48.8436914)",,,2,,,
267200846,59721113,0,153455325,,,path,,False,9.891,"LINESTRING (9.179653500000001 48.8436021, 9.1797541 48.8435427)",,,2,,,
267277354,1535393327,0,36862676,,,path,,False,9.676,"LINESTRING (9.1877981 48.8088344, 9.187671099999999 48.8088104)",,,2.5,,,
267540460,3840413687,0,24611478,,,track,,False,64.524,"LINESTRING (9.0921381 48.8184085, 9.091300199999999 48.8182287)",,,,,,
267540460,3840413688,0,80949505,,,track,,False,46.715,"LINESTRING (9.0921381 48.8184085, 9.0920839 48.8188271)",,,,,,
267540461,64758659,0,80949505,,,track,,False,41.447,"LINESTRING (9.0920302 48.8192425, 9.0922456 48.8195872)",,,,,,
267540461,3840413688,0,80949505,,,track,,False,46.357,"LINESTRING (9.0920302 48.8192425, 9.0920839 48.8188271)",,,,,,
267933620,429595977,0,21131164,,,path,,False,6.442,"LINESTRING (9.183221 48.8045985, 9.183194800000001 48.8045432)",,,3,,,
267944467,2882132959,0,36860346,,,path,,False,6.025,"LINESTRING (9.176369599999999 48.8067784, 9.176316699999999 48.8067369)",,,3,,,
267944467,2882132962,0,36860346,,,path,,False,6.034,"LINESTRING (9.176369599999999 48.8067784, 9.176422499999999 48.80682)",,,3,,,
267970835,1826093627,0,24653235,,Julius-Bissier-Weg,path,,False,19.818,"LINESTRING (9.173510200000001 48.801865, 9.173780600000001 48.8018583)",,,2.5,,,
267970835,428580798,0,36860346,,,path,,False,29.991,"LINESTRING (9.173510200000001 48.801865, 9.173616900000001 48.8021254)",,,3,,,
267970835,2846210544,0,338556901,,,path,,False,4.648,"LINESTRING (9.173510200000001 48.801865, 9.1734951 48.8018244)",,,,,,
267970836,2846205819,0,24653235,,Julius-Bissier-Weg,path,,False,14.863,"LINESTRING (9.1746797 48.8021612, 9.174873099999999 48.8022017)",,,2.5,,,
267970836,2846205812,0,24653235,,Julius-Bissier-Weg,path,,False,8.561,"LINESTRING (9.1746797 48.8021612, 9.174572899999999 48.8021299)",,,2.5,,,
267970837,267970838,0,24653235,,Julius-Bissier-Weg,path,,False,50.647,"LINESTRING (9.1750606 48.8022311, 9.175751999999999 48.8022396)",,,2.5,,,
267970837,2846205819,0,24653235,,Julius-Bissier-Weg,path,,False,14.116,"LINESTRING (9.1750606 48.8022311, 9.174873099999999 48.8022017)",,,2.5,,,
267970838,1297250961,0,24653235,,Julius-Bissier-Weg,path,,False,25.724,"LINESTRING (9.175751999999999 48.8022396, 9.176088399999999 48.8021731)",,,2.5,,,
267970838,267970837,0,24653235,,Julius-Bissier-Weg,path,,False,50.647,"LINESTRING (9.175751999999999 48.8022396, 9.1750606 48.8022311)",,,2.5,,,
267970839,152622237,0,24653235,,Julius-Bissier-Weg,path,,False,22.474,"LINESTRING (9.1770604 48.8018052, 9.1771794 48.8016189)",,,2.5,,,
267970839,1297251060,0,24653235,,Julius-Bissier-Weg,path,,False,20.751,"LINESTRING (9.1770604 48.8018052, 9.1768813 48.8019498)",,,2.5,,,
267981041,267981042,0,24654597,,,path,,False,47.904,"LINESTRING (9.182474900000001 48.8039442, 9.1831257 48.803901)",,,3,,,
267981041,38901913,0,24654597,,,path,,False,9.233,"LINESTRING (9.182474900000001 48.8039442, 9.182356 48.8039718)",,,3,,,
267981042,227304724,0,21131164,,,path,,False,318.404,"LINESTRING (9.1831257 48.803901, 9.1827837 48.8010464)",,,3,,,
267981042,429595982,0,21131164,,,path,,False,36.979,"LINESTRING (9.1831257 48.803901, 9.1832867 48.8042162)",,,3,,,
267981042,267981041,0,24654597,,,path,,False,47.904,"LINESTRING (9.1831257 48.803901, 9.182474900000001 48.8039442)",,,3,,,
267981707,4423762214,0,135893526,,,path,,False,12.994,"LINESTRING (9.183859200000001 48.8042659, 9.18385 48.8041492)",,,2.7,,,
268011589,1826093659,0,343546737,,,path,,False,8.215,"LINESTRING (9.172901400000001 48.7995409, 9.1730125 48.799551)",,,,,,
268011589,1826093682,0,343546737,,,path,,False,13.092,"LINESTRING (9.172901400000001 48.7995409, 9.172723299999999 48.7995309)",,,,,,
268020230,1794615389,0,24653235,,Julius-Bissier-Weg,path,,False,22.611,"LINESTRING (9.1764592 48.8020835, 9.1767474 48.8020106)",,,2.5,,,
268020230,1297250961,0,24653235,,Julius-Bissier-Weg,path,,False,28.927,"LINESTRING (9.1764592 48.8020835, 9.176088399999999 48.8021731)",,,2.5,,,
268110824,619525143,0,375975473,,,path,,False,11.749,"LINESTRING (9.181915699999999 48.8102876, 9.1817826 48.8103466)",,,3,,,
268110824,3793129750,0,375975473,,,path,,False,7.79,"LINESTRING (9.181915699999999 48.8102876, 9.1820024 48.810247)",,,3,,,
268187926,268187966,0,24674183,,,path,,False,81.023,"LINESTRING (9.0907652 48.7176982, 9.089660800000001 48.7177017)",,,,,,
268187966,268187967,0,24674183,,,path,,False,26.566,"LINESTRING (9.089660800000001 48.7177017, 9.089298700000001 48.7176995)",,,,,,
268187966,268187926,0,24674183,,,path,,False,81.023,"LINESTRING (9.089660800000001 48.7177017, 9.0907652 48.7176982)",,,,,,
268187967,268187968,0,24674183,,,path,,False,12.565,"LINESTRING (9.089298700000001 48.7176995, 9.0891755 48.717621)",,,,,,
268187967,268187966,0,24674183,,,path,,False,26.566,"LINESTRING (9.089298700000001 48.7176995, 9.089660800000001 48.7177017)",,,,,,
268187968,268187970,0,24674183,,,path,,False,39.279,"LINESTRING (9.0891755 48.717621, 9.088640099999999 48.7176201)",,,,,,
268187968,268187967,0,24674183,,,path,,False,12.565,"LINESTRING (9.0891755 48.717621, 9.089298700000001 48.7176995)",,,,,,
268187970,3652948132,0,24674183,,,path,,False,53.719,"LINESTRING (9.088640099999999 48.7176201, 9.0879586 48.7177968)",,,,,,
268187970,268187968,0,24674183,,,path,,False,39.279,"LINESTRING (9.088640099999999 48.7176201, 9.0891755 48.717621)",,,,,,
268187972,3652948132,0,24674183,,,path,,False,4.396,"LINESTRING (9.0879051 48.7178146, 9.0879586 48.7177968)",,,,,,
268590923,243536943,0,143832671,,,path,,False,5.76,"LINESTRING (9.165128899999999 48.7204798, 9.165198800000001 48.7204562)",,,,,,
268591906,268591907,0,24425902,,,service,30,True,6.183,"LINESTRING (9.1768132 48.7729385, 9.1768128 48.7729941)",,,,,,
268591907,1332658346,0,24425902,,,service,30,True,5.369,"LINESTRING (9.1768128 48.7729941, 9.176842300000001 48.7730383)",,,,,,
268591907,3653295885,0,360782417,,,path,,False,4.494,"LINESTRING (9.1768128 48.7729941, 9.1767524 48.7730011)",,,,,,
268853150,2375288075,0,33818905,,,path,,False,4.95,"LINESTRING (9.233836699999999 48.8122999, 9.233791999999999 48.8122665)",,,3,,,
268986866,3513391896,0,233704656,,,path,,False,8.357,"LINESTRING (9.126117300000001 48.7378535, 9.126212900000001 48.7378944)",,,4,,,
268986866,263277198,0,344593554,1,Böblinger Straße,secondary,50,True,5.962,"LINESTRING (9.126117300000001 48.7378535, 9.1260642 48.7378129)",L 1192,,,,,
269321664,2072494219,0,24787037,,Gehrenwald,path,,False,12.499,"LINESTRING (9.2631067 48.7890401, 9.262965299999999 48.7889772)",,,,,,
269321664,269441794,0,24787037,,Gehrenwald,path,,False,25.249,"LINESTRING (9.2631067 48.7890401, 9.2633811 48.7891775)",,,,,,
269321665,269443457,0,24787037,,Gehrenwald,path,,False,45.975,"LINESTRING (9.262440399999999 48.7888061, 9.261914000000001 48.788581)",,,,,,
269321665,1037089649,0,24787037,,Gehrenwald,path,,False,29.303,"LINESTRING (9.262440399999999 48.7888061, 9.2628024 48.7889182)",,,,,,
269385765,3885556012,0,360790702,,Wilhelm-Keil-Weg,path,,False,7.947,"LINESTRING (9.1829444 48.7768896, 9.182903899999999 48.7768233)",,,3,,,
269385765,1393831402,0,360790702,,Wilhelm-Keil-Weg,path,,False,8.593,"LINESTRING (9.1829444 48.7768896, 9.182997800000001 48.7769584)",,,3,,,
269385766,3653387394,0,26747176,,Wilhelm-Hoffmann-Steg,path,,False,7.397,"LINESTRING (9.183320200000001 48.7767818, 9.1834112 48.776753)",,,8,,,
269385766,3653387401,0,26747176,,Wilhelm-Hoffmann-Steg,path,,False,7.697,"LINESTRING (9.183320200000001 48.7767818, 9.183224900000001 48.7768109)",,,8,,,
269385775,698867521,0,26747176,,Wilhelm-Hoffmann-Steg,path,,False,5.128,"LINESTRING (9.1837391 48.776652, 9.1838028 48.7766329)",,,8,,,
269385775,698867522,0,26747176,,Wilhelm-Hoffmann-Steg,path,,False,4.566,"LINESTRING (9.1837391 48.776652, 9.1836828 48.7766696)",,,8,,,
269441794,269321664,0,24787037,,Gehrenwald,path,,False,25.249,"LINESTRING (9.2633811 48.7891775, 9.2631067 48.7890401)",,,,,,
269441794,269442286,0,24787037,,Gehrenwald,path,,False,17.502,"LINESTRING (9.2633811 48.7891775, 9.263571000000001 48.789273)",,,,,,
269442286,269441794,0,24787037,,Gehrenwald,path,,False,17.502,"LINESTRING (9.263571000000001 48.789273, 9.2633811 48.7891775)",,,,,,
269442286,2072494227,0,24787037,,Gehrenwald,path,,False,3.841,"LINESTRING (9.263571000000001 48.789273, 9.263621000000001 48.7892834)",,,,,,
269443457,269443458,0,24787037,,Gehrenwald,path,,False,14.615,"LINESTRING (9.261914000000001 48.788581, 9.2617476 48.7885085)",,,,,,
269443457,269321665,0,24787037,,Gehrenwald,path,,False,45.975,"LINESTRING (9.261914000000001 48.788581, 9.262440399999999 48.7888061)",,,,,,
269443458,2072495296,0,24787037,,Gehrenwald,path,,False,14.693,"LINESTRING (9.2617476 48.7885085, 9.261550099999999 48.7885315)",,,,,,
269443458,269443457,0,24787037,,Gehrenwald,path,,False,14.615,"LINESTRING (9.2617476 48.7885085, 9.261914000000001 48.788581)",,,,,,
269561324,243879249,0,360765250,,Robert-Leicht-Straße,path,,False,16.24,"LINESTRING (9.111478699999999 48.7446547, 9.1116203 48.744767)",,,,,,
269602936,3653151032,0,360765252,,,path,,False,29.356,"LINESTRING (9.1113575 48.7451503, 9.1115295 48.7449119)",,,2.2,,,
269602944,3653151032,0,42063045,,Robert-Leicht-Straße,path,,False,13.857,"LINESTRING (9.111613 48.7448001, 9.1115295 48.7449119)",,,,,,
269602944,243879249,0,42063045,,Robert-Leicht-Straße,path,,False,3.719,"LINESTRING (9.111613 48.7448001, 9.1116203 48.744767)",,,,,,
269602945,3729318276,0,23484176,,,path,,False,6.26,"LINESTRING (9.103972199999999 48.7426296, 9.103949099999999 48.7425754)",,,3,,,
269602945,246828016,0,23484176,,,path,,False,23.933,"LINESTRING (9.103972199999999 48.7426296, 9.1041097 48.7428248)",,,3,,,
269602949,494654967,0,9240905,,,path,,False,23.929,"LINESTRING (9.113095899999999 48.7374039, 9.1129582 48.7372088)",,,3.5,,,
269602949,765871347,0,9240905,,,path,,False,19.474,"LINESTRING (9.113095899999999 48.7374039, 9.113274499999999 48.7375335)",,,3.5,,,
269602949,263679715,0,160014809,,,path,,False,12.404,"LINESTRING (9.113095899999999 48.7374039, 9.112974100000001 48.7374813)",,,,,,
269692807,2449072300,0,236947502,,,path,,False,44.034,"LINESTRING (9.1797056 48.8332659, 9.1798214 48.8336545)",,,2,,,
269772101,3667526337,0,362442931,,,path,,False,3.085,"LINESTRING (9.1286343 48.7311451, 9.1286433 48.7311722)",,,,,,
269772102,3667526326,0,23560283,,,path,,False,15.171,"LINESTRING (9.1285255 48.7307809, 9.1284828 48.7306474)",,,3.5,,,
269772141,1552089877,0,23559996,,,path,,False,5.969,"LINESTRING (9.1193063 48.7331373, 9.1193875 48.7331336)",,,,,,
269776957,7813099552,0,27418993,,,path,,False,4.018,"LINESTRING (9.0914181 48.8205206, 9.0914708 48.8205105)",,,,,,
269776957,269776958,0,102314774,,,path,,False,44.544,"LINESTRING (9.0914181 48.8205206, 9.090862400000001 48.8206837)",,,,,,
269776958,269776959,0,102314774,,,path,,False,144.934,"LINESTRING (9.090862400000001 48.8206837, 9.089036999999999 48.8211881)",,,,,,
269776958,269776957,0,102314774,,,path,,False,44.544,"LINESTRING (9.090862400000001 48.8206837, 9.0914181 48.8205206)",,,,,,
269776959,3840433572,0,102314774,,,path,,False,17.652,"LINESTRING (9.089036999999999 48.8211881, 9.088813399999999 48.8212475)",,,,,,
269776959,269776958,0,102314774,,,path,,False,144.934,"LINESTRING (9.089036999999999 48.8211881, 9.090862400000001 48.8206837)",,,,,,
269776961,283044043,0,102314774,,,path,,False,32.277,"LINESTRING (9.0849046 48.822053, 9.084486 48.8221441)",,,,,,
269776961,3840433570,0,102314774,,,path,,False,79.561,"LINESTRING (9.0849046 48.822053, 9.085941500000001 48.8218388)",,,,,,
269777111,7813099551,0,27418993,,,path,,False,3.15,"LINESTRING (9.091863500000001 48.8204081, 9.091821700000001 48.8204148)",,,,,,
269777111,260685698,0,27418995,,,path,,False,48.084,"LINESTRING (9.091863500000001 48.8204081, 9.0924739 48.8202485)",,,,,,
269783942,2449069611,0,163941747,,,path,,False,6.483,"LINESTRING (9.1796919 48.831507, 9.179691399999999 48.8314487)",,,,,,
269783942,38997003,0,163941747,,,path,,False,8.187,"LINESTRING (9.1796919 48.831507, 9.179720400000001 48.8315782)",,,,,,
269783943,269783946,0,163941747,,,path,,False,15.864,"LINESTRING (9.179764 48.8313079, 9.1798959 48.8311947)",,,,,,
269783943,2449069610,0,163941747,,,path,,False,9.445,"LINESTRING (9.179764 48.8313079, 9.179710500000001 48.8313852)",,,,,,
269783946,3671900109,0,163941747,,,path,,False,10.859,"LINESTRING (9.1798959 48.8311947, 9.179929599999999 48.8310996)",,,,,,
269783946,269783943,0,163941747,,,path,,False,15.864,"LINESTRING (9.1798959 48.8311947, 9.179764 48.8313079)",,,,,,
269783947,269783948,0,236947346,,,path,,False,11.921,"LINESTRING (9.1797209 48.8308338, 9.1795738 48.8307878)",,,,,,
269783947,2449069598,0,236947346,,,path,,False,9.643,"LINESTRING (9.1797209 48.8308338, 9.1798269 48.8308853)",,,,,,
269783948,2449069591,0,104739952,,,path,,False,8.353,"LINESTRING (9.1795738 48.8307878, 9.179670099999999 48.8307475)",,,,,,
269783948,3784402097,0,236947346,,,path,,False,9.338,"LINESTRING (9.1795738 48.8307878, 9.179448900000001 48.8307707)",,,,,,
269783948,269783947,0,236947346,,,path,,False,11.921,"LINESTRING (9.1795738 48.8307878, 9.1797209 48.8308338)",,,,,,
269783949,2449069594,0,35133352,,,path,,False,8.204,"LINESTRING (9.179226099999999 48.8307069, 9.179266200000001 48.8307758)",,,2.2,,,
269783949,409083430,0,236947346,,,path,,False,8.443,"LINESTRING (9.179226099999999 48.8307069, 9.1791556 48.8306468)",,,,,,
269783949,2449069592,0,236947346,,,path,,False,8.407,"LINESTRING (9.179226099999999 48.8307069, 9.1793219 48.8307486)",,,,,,
269789268,269789269,0,189264000,,,path,,False,99.51,"LINESTRING (9.1033063 48.8224621, 9.101963 48.8223255)",,,,,,
269789268,1999074438,0,189264000,,,path,,False,9.64,"LINESTRING (9.1033063 48.8224621, 9.1034025 48.8225213)",,,,,,
269789269,269789270,0,189264000,,,path,,False,142.184,"LINESTRING (9.101963 48.8223255, 9.1000327 48.8221846)",,,,,,
269789269,269789268,0,189264000,,,path,,False,99.51,"LINESTRING (9.101963 48.8223255, 9.1033063 48.8224621)",,,,,,
269789270,2996634585,0,24833936,,,path,,False,227.418,"LINESTRING (9.1000327 48.8221846, 9.0969272 48.8221366)",,,,,,
269789270,929224227,0,189264000,,,path,,False,65.886,"LINESTRING (9.1000327 48.8221846, 9.100013799999999 48.822777)",,,,,,
269789270,269789269,0,189264000,,,path,,False,142.184,"LINESTRING (9.1000327 48.8221846, 9.101963 48.8223255)",,,,,,
269789271,929224227,0,189264000,,,path,,False,16.852,"LINESTRING (9.1001368 48.8229051, 9.100013799999999 48.822777)",,,,,,
269789282,842422463,0,24833936,,,path,,False,3.147,"LINESTRING (9.0967994 48.822113, 9.096760400000001 48.8221011)",,,,,,
269789282,2996634585,0,24833936,,,path,,False,9.717,"LINESTRING (9.0967994 48.822113, 9.0969272 48.8221366)",,,,,,
269789283,842422463,0,24833936,,,path,,False,7.543,"LINESTRING (9.0966609 48.8220835, 9.096760400000001 48.8221011)",,,,,,
269789283,269789284,0,24833937,,,path,,False,36.62,"LINESTRING (9.0966609 48.8220835, 9.0961608 48.8220899)",,,,yes,,
269789284,269789283,0,24833937,,,path,,False,36.62,"LINESTRING (9.0961608 48.8220899, 9.0966609 48.8220835)",,,,yes,,
269789284,269789285,0,24833940,,,path,,False,6.905,"LINESTRING (9.0961608 48.8220899, 9.0960704 48.8221076)",,,,,,
269789285,269789286,0,24833940,,,path,,False,11.689,"LINESTRING (9.0960704 48.8221076, 9.0959874 48.8221974)",,,,,,
269789285,269789284,0,24833940,,,path,,False,6.905,"LINESTRING (9.0960704 48.8221076, 9.0961608 48.8220899)",,,,,,
269789286,2996634586,0,24833940,,,path,,False,9.12,"LINESTRING (9.0959874 48.8221974, 9.0958746 48.8221626)",,,,,,
269789286,269789285,0,24833940,,,path,,False,11.689,"LINESTRING (9.0959874 48.8221974, 9.0960704 48.8221076)",,,,,,
269789380,283055786,0,24036940,,,path,,False,5.798,"LINESTRING (9.0931091 48.820816, 9.0930321 48.8208282)",,,,,,
269789444,271188243,0,24956109,,,path,,False,13.741,"LINESTRING (9.0968333 48.8219323, 9.0969342 48.8218281)",,,,,,
269789444,271188213,0,24956109,,,path,,False,4.645,"LINESTRING (9.0968333 48.8219323, 9.0968967 48.8219307)",,,,,,
269869742,6064301126,0,645004996,,Morellenweg,path,,False,33.051,"LINESTRING (9.193221899999999 48.8407678, 9.192862399999999 48.8409477)",,,6,,,
269869742,6066503261,0,645004996,,Morellenweg,path,,False,25.771,"LINESTRING (9.193221899999999 48.8407678, 9.193464799999999 48.8406)",,,6,,,
269869743,428647658,0,36867392,,Hohlgrabenäcker,path,,False,62.332,"LINESTRING (9.1916613 48.8415025, 9.1909302 48.8417901)",,,3.5,,,
269869743,428648533,0,36867392,,Hohlgrabenäcker,path,,False,16.607,"LINESTRING (9.1916613 48.8415025, 9.191848 48.8414176)",,,3.5,,,
269869744,428643644,0,36867392,,Hohlgrabenäcker,path,,False,43.857,"LINESTRING (9.1890684 48.8424935, 9.188535699999999 48.8426742)",,,3.5,,,
269869744,3817568879,0,36867392,,Hohlgrabenäcker,path,,False,16.614,"LINESTRING (9.1890684 48.8424935, 9.189266399999999 48.8424204)",,,3.5,,,
269869745,245971028,0,36867392,,Hohlgrabenäcker,path,,False,17.151,"LINESTRING (9.1883096 48.8426866, 9.1880858 48.8426408)",,,3.5,,,
269869745,428643644,0,36867392,,Hohlgrabenäcker,path,,False,16.604,"LINESTRING (9.1883096 48.8426866, 9.188535699999999 48.8426742)",,,3.5,,,
269870594,1596835551,0,35165354,,,path,,False,26.774,"LINESTRING (9.194940000000001 48.8278134, 9.195088999999999 48.8275935)",,,3.5,,,
269870594,3261296545,0,35165354,,,path,,False,17.074,"LINESTRING (9.194940000000001 48.8278134, 9.194863700000001 48.8279585)",,,3.5,,,
269872164,245971013,0,440625715,,,path,,False,42.935,"LINESTRING (9.1783641 48.8424432, 9.177944399999999 48.8421734)",,,,,,
269872164,4383838689,0,440625715,,,path,,False,91.906,"LINESTRING (9.1783641 48.8424432, 9.179263600000001 48.84302)",,,,,,
270165327,250379596,0,23164979,,Ernsthaldenstraße,service,,False,27.708,"LINESTRING (9.1196761 48.7282147, 9.1193232 48.7283036)",,,3,,,
270183094,510590487,0,331094431,,,path,,False,34.342,"LINESTRING (9.117782699999999 48.7209185, 9.117358400000001 48.721049)",,,2,,,
270183094,3853178346,0,331094431,,,path,,False,36.24,"LINESTRING (9.117782699999999 48.7209185, 9.1182301 48.7207803)",,,2,,,
270183098,3853224723,0,6173144,,Schwefelbaum,path,,False,37.737,"LINESTRING (9.112479 48.7221582, 9.1129789 48.7220781)",,,2.5,,,
270183098,3499068465,0,6173144,,Schwefelbaum,path,,False,35.67,"LINESTRING (9.112479 48.7221582, 9.112008700000001 48.7222397)",,,2.5,,,
270184661,2172344656,0,672854615,,,path,,False,37.079,"LINESTRING (9.123766699999999 48.7166678, 9.123261400000001 48.7166746)",,,2.4,,,
270184661,2172281105,0,672854615,,,path,,False,3.986,"LINESTRING (9.123766699999999 48.7166678, 9.1237716 48.7167035)",,,2.4,,,
270184662,6300657689,0,672854615,,,path,,False,24.132,"LINESTRING (9.124196700000001 48.7167113, 9.1238679 48.7167175)",,,2.4,,,
270184662,2172344659,0,672854615,,,path,,False,22.65,"LINESTRING (9.124196700000001 48.7167113, 9.1245049 48.7166994)",,,2.4,,,
270184663,6300780579,0,672854615,,,path,,False,7.32,"LINESTRING (9.125526199999999 48.7166399, 9.125426900000001 48.7166463)",,,2.4,,,
270262556,351898090,0,31481679,,,path,,False,50.662,"LINESTRING (9.164612 48.7973074, 9.1640277 48.7970636)",,,3,,,
