u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,ref,tunnel,width,bridge,est_width,access
1159425502,2449069582,0,436140402,,,path,,False,4.574,"LINESTRING (9.179558699999999 48.8299604, 9.179506999999999 48.8299835)",,,3.5,,,
1161150934,3771294021,0,25204988,,,path,,False,14.368,"LINESTRING (9.229051 48.8397607, 9.229216900000001 48.8398298)",,,2.1,,,
1161150934,1161419157,0,25204988,,,path,,False,36.072,"LINESTRING (9.229051 48.8397607, 9.2286196 48.8396038)",,,2.1,,,
1161221044,59721057,0,188026829,,,path,,False,39.318,"LINESTRING (9.2123297 48.8471242, 9.211864200000001 48.8469476)",,,2.3,,,
1161221044,59721056,0,188026829,,,path,,False,23.08,"LINESTRING (9.2123297 48.8471242, 9.212619200000001 48.8472066)",,,2.3,,,
1161221080,59721047,0,188026829,,,path,,False,68.251,"LINESTRING (9.220879099999999 48.8474079, 9.2199645 48.8475283)",,,2.3,,,
1161221080,59721046,0,188026829,,,path,,False,25.14,"LINESTRING (9.220879099999999 48.8474079, 9.221204 48.8473344)",,,2.3,,,
1161221102,59721058,0,188026829,,,path,,False,35.031,"LINESTRING (9.2108586 48.8464531, 9.2112485 48.8466359)",,,2.3,,,
1161221102,1986471547,0,188026830,,,path,,False,10.735,"LINESTRING (9.2108586 48.8464531, 9.210734800000001 48.8464013)",,,2.2,,,
1161221513,5984798727,0,23076569,,,path,,False,7.336,"LINESTRING (9.2215349 48.8474033, 9.22157 48.8474651)",,,4,,,
1161221513,1986471551,0,340629397,,,path,,False,18.8,"LINESTRING (9.2215349 48.8474033, 9.2212943 48.847344)",,,3,,,
1161221609,59721052,0,188026829,,,path,,False,24.754,"LINESTRING (9.216203999999999 48.8476358, 9.2158696 48.8476021)",,,2.3,,,
1161221609,59721051,0,188026829,,,path,,False,44.285,"LINESTRING (9.216203999999999 48.8476358, 9.216805900000001 48.8476774)",,,2.3,,,
1161419157,1161150934,0,25204988,,,path,,False,36.072,"LINESTRING (9.2286196 48.8396038, 9.229051 48.8397607)",,,2.1,,,
1161419157,18353267,0,25204988,,,path,,False,33.478,"LINESTRING (9.2286196 48.8396038, 9.228203799999999 48.8394783)",,,2.1,,,
1161419391,3628839897,0,25204988,,,path,,False,30.843,"LINESTRING (9.227657199999999 48.8393518, 9.228056199999999 48.8394411)",,,2.1,,,
1161419391,18353266,0,25204988,,,path,,False,44.99,"LINESTRING (9.227657199999999 48.8393518, 9.2270615 48.8392519)",,,2.1,,,
1161452668,247693923,0,25160377,,Josefstraße,path,,False,20.066,"LINESTRING (9.169256499999999 48.7495481, 9.169356799999999 48.7493802)",,,,,,
1161452668,286036809,0,25160377,,Josefstraße,path,,False,8.254,"LINESTRING (9.169256499999999 48.7495481, 9.169200500000001 48.7496125)",,,,,,
1161452704,258509711,0,24439219,,,path,,False,12.699,"LINESTRING (9.162054700000001 48.7462066, 9.1619048 48.7461494)",,,3,,,
1161452704,258509710,0,24439219,,,path,,False,44.41,"LINESTRING (9.162054700000001 48.7462066, 9.162547500000001 48.7464388)",,,3,,,
1161452816,286036809,0,25160377,,Josefstraße,path,,False,3.603,"LINESTRING (9.1691571 48.7496277, 9.169200500000001 48.7496125)",,,,,,
1161452816,247693922,0,25160377,,Josefstraße,path,,False,5.528,"LINESTRING (9.1691571 48.7496277, 9.1690817 48.749628)",,,,,,
1162390056,2283150536,0,176846657,,,path,,False,8.328,"LINESTRING (9.1800427 48.8105296, 9.1799322 48.8105473)",,,,,,
1162390056,3793130358,0,176846657,,,path,,False,10.462,"LINESTRING (9.1800427 48.8105296, 9.1801815 48.8105073)",,,,,,
1163829490,20966950,0,4005989,,,path,,False,19.991,"LINESTRING (9.197208099999999 48.793182, 9.197447500000001 48.7932683)",,,4.5,,,
1163829490,20966962,0,4005989,,,path,,False,17.3,"LINESTRING (9.197208099999999 48.793182, 9.1969859 48.7931293)",,,4.5,,,
1163829619,20966998,0,3998623,,,path,,False,11.448,"LINESTRING (9.1969016 48.7928066, 9.196944999999999 48.7929055)",,,2.5,,,
1163829619,20967009,0,3998623,,,path,,False,10.832,"LINESTRING (9.1969016 48.7928066, 9.196839799999999 48.7927181)",,,2.5,,,
1163829693,20966962,0,3998623,,,path,,False,12.076,"LINESTRING (9.196986300000001 48.7930207, 9.1969859 48.7931293)",,,2.5,,,
1163829693,20966998,0,3998623,,,path,,False,13.162,"LINESTRING (9.196986300000001 48.7930207, 9.196944999999999 48.7929055)",,,2.5,,,
1163941025,277049231,0,25421008,,,path,,False,24.899,"LINESTRING (9.205053899999999 48.7950393, 9.205058899999999 48.7952632)",,,3,,,
1163941025,277049230,0,25421008,,,path,,False,15.727,"LINESTRING (9.205053899999999 48.7950393, 9.2050444 48.794898)",,,3,,,
1163941437,277049242,0,25421009,,,path,,False,7.197,"LINESTRING (9.2051751 48.7955632, 9.2051248 48.7956188)",,,3,,,
1163941437,1163941933,0,25421009,,,path,,False,7.641,"LINESTRING (9.2051751 48.7955632, 9.205212299999999 48.795499)",,,3,,,
1163941721,1163941915,0,25421005,,,path,,False,10.024,"LINESTRING (9.2062422 48.7949862, 9.2063636 48.7950278)",,,2.5,,,
1163941721,1163942172,0,25421005,,,path,,False,11.454,"LINESTRING (9.2062422 48.7949862, 9.2060958 48.79495)",,,2.5,,,
1163941799,1163941974,0,358211811,,,path,,False,11.514,"LINESTRING (9.205502900000001 48.7950343, 9.2053548 48.795069)",,,3,,,
1163941799,3679132567,0,358211811,,,path,,False,12.327,"LINESTRING (9.205502900000001 48.7950343, 9.2056567 48.7949893)",,,3,,,
1163941858,277049241,0,25421009,,,path,,False,10.47,"LINESTRING (9.2053139 48.7952898, 9.2052709 48.7953796)",,,3,,,
1163941858,277049240,0,25421009,,,path,,False,7.192,"LINESTRING (9.2053139 48.7952898, 9.2053291 48.7952259)",,,3,,,
1163941915,277049225,0,25421005,,,path,,False,9.039,"LINESTRING (9.2063636 48.7950278, 9.2064843 48.7950109)",,,2.5,,,
1163941915,1163941721,0,25421005,,,path,,False,10.024,"LINESTRING (9.2063636 48.7950278, 9.2062422 48.7949862)",,,2.5,,,
1163941928,2360590556,0,360882042,,,path,,False,10.848,"LINESTRING (9.2042269 48.7956479, 9.204121900000001 48.7957167)",,,2.5,,,
1163941928,2360590559,0,360882042,,,path,,False,12.649,"LINESTRING (9.2042269 48.7956479, 9.204315100000001 48.7955501)",,,2.5,,,
1163941933,1163941437,0,25421009,,,path,,False,7.641,"LINESTRING (9.205212299999999 48.795499, 9.2051751 48.7955632)",,,3,,,
1163941933,277049241,0,25421009,,,path,,False,13.953,"LINESTRING (9.205212299999999 48.795499, 9.2052709 48.7953796)",,,3,,,
1163941974,277049213,0,358211811,,,path,,False,4.52,"LINESTRING (9.2053548 48.795069, 9.205297699999999 48.7950844)",,,3,,,
1163941974,1163941799,0,358211811,,,path,,False,11.514,"LINESTRING (9.2053548 48.795069, 9.205502900000001 48.7950343)",,,3,,,
1163942172,1163941721,0,25421005,,,path,,False,11.454,"LINESTRING (9.2060958 48.79495, 9.2062422 48.7949862)",,,2.5,,,
1163942172,277049224,0,25421005,,,path,,False,11.571,"LINESTRING (9.2060958 48.79495, 9.2059379 48.7949471)",,,2.5,,,
1165363219,1165363266,0,78581495,,,path,,False,6.79,"LINESTRING (9.1700911 48.7738365, 9.1700348 48.773885)",,,,,,
1165363219,922003526,0,78581495,,,path,,False,5.675,"LINESTRING (9.1700911 48.7738365, 9.1701476 48.7738016)",,,,,,
1165363229,5564291108,0,100840046,,,path,,False,5.925,"LINESTRING (9.1696632 48.7736523, 9.1695902 48.7736294)",,,,,,
1165363229,1165363262,0,100840046,,,path,,False,17.187,"LINESTRING (9.1696632 48.7736523, 9.169880600000001 48.7737103)",,,,,,
1165363256,3728377887,0,78581495,,,path,,False,0.826,"LINESTRING (9.170352100000001 48.7737309, 9.1703416 48.7737336)",,,,,,
1165363262,1165363229,0,100840046,,,path,,False,17.187,"LINESTRING (9.169880600000001 48.7737103, 9.1696632 48.7736523)",,,,,,
1165363262,922003526,0,100840046,,,path,,False,22.043,"LINESTRING (9.169880600000001 48.7737103, 9.1701476 48.7738016)",,,,,,
1165363266,922003528,0,78581495,,,path,,False,9.689,"LINESTRING (9.1700348 48.773885, 9.1699476 48.7739505)",,,,,,
1165363266,1165363219,0,78581495,,,path,,False,6.79,"LINESTRING (9.1700348 48.773885, 9.1700911 48.7738365)",,,,,,
1176950987,1600004752,0,101940912,,,path,,False,8.53,"LINESTRING (9.235328300000001 48.7988713, 9.235235899999999 48.798918)",,,2,,,
1176950987,3681042075,0,101940912,,,path,,False,7.321,"LINESTRING (9.235328300000001 48.7988713, 9.2354071 48.7988308)",,,2,,,
1176950994,1176951114,0,101940912,,,path,,False,11.952,"LINESTRING (9.2356289 48.7987566, 9.2354839 48.7988059)",,,2,,,
1176950994,3681042074,0,193561505,,,path,,False,11.462,"LINESTRING (9.2356289 48.7987566, 9.235776899999999 48.7987231)",,,2.5,,,
1176950994,1176950997,0,193561505,,,path,,False,4.736,"LINESTRING (9.2356289 48.7987566, 9.2355666 48.7987452)",,,2.5,,,
1176950997,1176950994,0,193561505,,,path,,False,4.736,"LINESTRING (9.2355666 48.7987452, 9.2356289 48.7987566)",,,2.5,,,
1176950997,1176951118,0,193561505,,,path,,False,5.872,"LINESTRING (9.2355666 48.7987452, 9.2355 48.7987158)",,,2.5,,,
1176951004,1176951085,0,193561505,,,path,,False,6.669,"LINESTRING (9.2358624 48.7986859, 9.2359265 48.7986433)",,,2.5,,,
1176951004,3681042074,0,193561505,,,path,,False,7.505,"LINESTRING (9.2358624 48.7986859, 9.235776899999999 48.7987231)",,,2.5,,,
1176951085,3681042072,0,193561505,,,path,,False,4.211,"LINESTRING (9.2359265 48.7986433, 9.235957000000001 48.7986112)",,,2.5,,,
1176951085,1176951004,0,193561505,,,path,,False,6.669,"LINESTRING (9.2359265 48.7986433, 9.2358624 48.7986859)",,,2.5,,,
1176951098,3681042071,0,193561505,,,path,,False,3.916,"LINESTRING (9.235976300000001 48.7985692, 9.235971899999999 48.7985341)",,,2.5,,,
1176951098,3681042072,0,193561505,,,path,,False,4.879,"LINESTRING (9.235976300000001 48.7985692, 9.235957000000001 48.7986112)",,,2.5,,,
1176951114,3681042075,0,101940912,,,path,,False,6.27,"LINESTRING (9.2354839 48.7988059, 9.2354071 48.7988308)",,,2,,,
1176951114,1176950994,0,101940912,,,path,,False,11.952,"LINESTRING (9.2354839 48.7988059, 9.2356289 48.7987566)",,,2,,,
1176951118,1176950997,0,193561505,,,path,,False,5.872,"LINESTRING (9.2355 48.7987158, 9.2355666 48.7987452)",,,2.5,,,
1176951118,2040729655,0,193561505,,,path,,False,8.743,"LINESTRING (9.2355 48.7987158, 9.235432400000001 48.798651)",,,2.5,,,
1177111401,3141301486,0,308837522,,,path,,False,9.641,"LINESTRING (9.0986549 48.8010567, 9.098575800000001 48.8009874)",,,,,,
1177111520,1177112034,0,308909104,,,path,,False,15.102,"LINESTRING (9.098414500000001 48.8008078, 9.0982881 48.8007005)",,,,,,
1177111520,3141301486,0,308909104,,,path,,False,23.203,"LINESTRING (9.098414500000001 48.8008078, 9.098575800000001 48.8009874)",,,,,,
1177174401,60100637,0,23517434,,,path,,False,42.11,"LINESTRING (9.1002999 48.8040533, 9.100830999999999 48.8041984)",,,2.5,,,
1177174401,60100636,0,23517434,,,path,,False,25.416,"LINESTRING (9.1002999 48.8040533, 9.099979299999999 48.8039658)",,,2.5,,,
1177486673,1341253766,0,101997471,,,path,,False,9.221,"LINESTRING (9.187090100000001 48.7814203, 9.187138300000001 48.7814969)",,,,,,
1177486673,417284652,0,101997471,,,path,,False,14.267,"LINESTRING (9.187090100000001 48.7814203, 9.1870327 48.7812977)",,,,,,
1177490944,86162577,0,101997471,,,path,,False,5.336,"LINESTRING (9.1871293 48.7816011, 9.1871656 48.7816427)",,,,,,
1177490944,3705941558,0,101997471,,,path,,False,4.328,"LINESTRING (9.1871293 48.7816011, 9.1871206 48.7815626)",,,,,,
1177573462,1104262641,0,24311172,,,path,,False,4.238,"LINESTRING (9.0908198 48.7388731, 9.0908689 48.738853)",,,,,,
1177690862,3500564861,0,43905408,,,path,,False,2.262,"LINESTRING (9.1359002 48.8118374, 9.1358867 48.8118191)",,,3,,,
1177690862,3500564862,0,43905408,,,path,,False,3.541,"LINESTRING (9.1359002 48.8118374, 9.1359476 48.8118437)",,,3,,,
1177690866,558338978,0,43905408,,,path,,False,24.238,"LINESTRING (9.140758399999999 48.8105059, 9.140477499999999 48.8106212)",,,3,,,
1177690866,1901244597,0,43905408,,,path,,False,25.583,"LINESTRING (9.140758399999999 48.8105059, 9.1410628 48.810393)",,,3,,,
1177690910,1177690916,0,43905408,,,path,,False,58.772,"LINESTRING (9.1369255 48.8116255, 9.136167199999999 48.8117987)",,,3,,,
1177690910,558338950,0,43905408,,,path,,False,89.516,"LINESTRING (9.1369255 48.8116255, 9.138054 48.811316)",,,3,,,
1177690916,3500564862,0,43905408,,,path,,False,16.841,"LINESTRING (9.136167199999999 48.8117987, 9.1359476 48.8118437)",,,3,,,
1177690916,1177690910,0,43905408,,,path,,False,58.772,"LINESTRING (9.136167199999999 48.8117987, 9.1369255 48.8116255)",,,3,,,
1178877851,5298294437,0,26370875,,,path,,False,7.328,"LINESTRING (9.147804199999999 48.8034633, 9.1477044 48.8034586)",,,,,,
1178877851,5298411557,0,26370875,,,path,,False,8.855,"LINESTRING (9.147804199999999 48.8034633, 9.147888 48.8035207)",,,,,,
1178877851,6078427569,0,26483560,,,path,,False,6.256,"LINESTRING (9.147804199999999 48.8034633, 9.147888200000001 48.8034735)",,,,,,
1181442412,4150512102,0,8038911,,,path,,False,14.25,"LINESTRING (9.0895261 48.8063765, 9.0897191 48.8063602)",,,3,,,
1181442412,1448935269,0,8038911,,,path,,False,3.287,"LINESTRING (9.0895261 48.8063765, 9.089481299999999 48.8063783)",,,3,,,
1181442528,1282126026,0,8038911,,,path,,False,20.645,"LINESTRING (9.0915956 48.8062696, 9.091877500000001 48.8062703)",,,3,,,
1181442528,2983549819,0,8038911,,,path,,False,2.55,"LINESTRING (9.0915956 48.8062696, 9.0915608 48.8062704)",,,3,,,
1182906070,3654632160,0,360922354,,,path,,False,11.023,"LINESTRING (9.215408699999999 48.7997308, 9.215290899999999 48.7997925)",,,,,,
1182906075,1182983465,0,115428479,,,path,,False,5.461,"LINESTRING (9.2129124 48.8002077, 9.212863199999999 48.8001708)",,,,yes,,
1182906075,137945131,0,360912568,,,path,,False,5.202,"LINESTRING (9.2129124 48.8002077, 9.2129615 48.8002415)",,,,yes,,
1182906112,3654632160,0,360922354,,,path,,False,8.302,"LINESTRING (9.215197399999999 48.7998347, 9.215290899999999 48.7997925)",,,,,,
1182939449,3699311386,0,299389571,,König-Karls-Brücke,path,,False,24.48,"LINESTRING (9.2107762 48.7993551, 9.2110466 48.7994845)",,,6.5,yes,,
1182939449,59720803,0,299389571,,König-Karls-Brücke,path,,False,27.214,"LINESTRING (9.2107762 48.7993551, 9.210483200000001 48.7992046)",,,6.5,yes,,
1182939453,1182939455,0,299389571,,König-Karls-Brücke,path,,False,36.633,"LINESTRING (9.211514599999999 48.7996652, 9.211951300000001 48.7998258)",,,6.5,yes,,
1182939453,3476216631,0,299389571,,König-Karls-Brücke,path,,False,33.153,"LINESTRING (9.211514599999999 48.7996652, 9.2111208 48.7995182)",,,6.5,yes,,
1182939455,3033743483,0,299389571,,König-Karls-Brücke,path,,False,30.985,"LINESTRING (9.211951300000001 48.7998258, 9.212313200000001 48.7999701)",,,6.5,yes,,
1182939455,1182939453,0,299389571,,König-Karls-Brücke,path,,False,36.633,"LINESTRING (9.211951300000001 48.7998258, 9.211514599999999 48.7996652)",,,6.5,yes,,
1182939482,3736799287,0,340398199,,,path,,False,4.223,"LINESTRING (9.209959599999999 48.7988685, 9.2099859 48.7989023)",,,4,,,
1182939482,21097767,0,340398199,,,path,,False,3.283,"LINESTRING (9.209959599999999 48.7988685, 9.2099429 48.7988411)",,,4,,,
1182960176,1182960205,0,360912568,,,path,,False,4.528,"LINESTRING (9.213037999999999 48.8003357, 9.2130826 48.8003639)",,,,yes,,
1182960176,1304206290,0,360912568,,,path,,False,6.474,"LINESTRING (9.213037999999999 48.8003357, 9.2129709 48.8002978)",,,,yes,,
1182960205,1304206333,0,360912568,,,path,,False,2.785,"LINESTRING (9.2130826 48.8003639, 9.2131101 48.8003812)",,,,yes,,
1182960205,1182960176,0,360912568,,,path,,False,4.528,"LINESTRING (9.2130826 48.8003639, 9.213037999999999 48.8003357)",,,,yes,,
1182983436,59720806,0,120991586,,,path,,False,6.171,"LINESTRING (9.212413400000001 48.8000207, 9.2123489 48.799985)",,,5,yes,,
1182983436,1182983463,0,299389568,,,path,,False,18.216,"LINESTRING (9.212413400000001 48.8000207, 9.2126112 48.80012)",,,,yes,,
1182983463,1182983478,0,299389568,,,path,,False,9.857,"LINESTRING (9.2126112 48.80012, 9.212733500000001 48.800157)",,,,yes,,
1182983463,1182983436,0,299389568,,,path,,False,18.216,"LINESTRING (9.2126112 48.80012, 9.212413400000001 48.8000207)",,,,yes,,
1182983465,1182906075,0,115428479,,,path,,False,5.461,"LINESTRING (9.212863199999999 48.8001708, 9.2129124 48.8002077)",,,,yes,,
1182983465,1182983478,0,299389568,,,path,,False,9.623,"LINESTRING (9.212863199999999 48.8001708, 9.212733500000001 48.800157)",,,,yes,,
1182983478,1182983465,0,299389568,,,path,,False,9.623,"LINESTRING (9.212733500000001 48.800157, 9.212863199999999 48.8001708)",,,,yes,,
1182983478,1182983463,0,299389568,,,path,,False,9.857,"LINESTRING (9.212733500000001 48.800157, 9.2126112 48.80012)",,,,yes,,
1183788055,1385852046,0,379963502,,,path,,False,20.97,"LINESTRING (9.234097800000001 48.7381653, 9.2343508 48.7380774)",,,2.5,,,
1183788055,266006841,0,379963502,,,path,,False,32.566,"LINESTRING (9.234097800000001 48.7381653, 9.2336899 48.7382811)",,,2.5,,,
1183788087,279988022,0,379963502,,,path,,False,6.799,"LINESTRING (9.2345273 48.7380028, 9.234602900000001 48.7379674)",,,2.5,,,
1183788087,1385852046,0,379963502,,,path,,False,15.373,"LINESTRING (9.2345273 48.7380028, 9.2343508 48.7380774)",,,2.5,,,
1183788088,450174841,0,583877388,,,path,,False,6.647,"LINESTRING (9.233079 48.7380194, 9.2330465 48.7380752)",,,,,,
1183788088,5581851285,0,583877388,,,path,,False,3.683,"LINESTRING (9.233079 48.7380194, 9.2330807 48.7379863)",,,,,,
1183788095,1089278639,0,237106045,,,path,,False,7.724,"LINESTRING (9.234686099999999 48.7379601, 9.23479 48.7379487)",,,3,,,
1183788095,279988022,0,379963502,,,path,,False,6.155,"LINESTRING (9.234686099999999 48.7379601, 9.234602900000001 48.7379674)",,,2.5,,,
1189918180,4342633031,0,436386557,,,path,,False,6.746,"LINESTRING (9.1422949 48.8077085, 9.142371499999999 48.8076748)",,,,,,
1208065594,2449069591,0,104739952,,,path,,False,14.942,"LINESTRING (9.179874099999999 48.8307427, 9.179670099999999 48.8307475)",,,,,,
1208065594,599727343,0,104739952,,,path,,False,16.805,"LINESTRING (9.179874099999999 48.8307427, 9.180103000000001 48.8307543)",,,,,,
1210693853,1210693910,0,42400553,,Schwellenäckerweg,path,,False,5.746,"LINESTRING (9.2277851 48.7388149, 9.2278433 48.7387803)",,,4,,,
1210693853,6231307140,0,42400553,,Schwellenäckerweg,path,,False,3.982,"LINESTRING (9.2277851 48.7388149, 9.227778000000001 48.7388504)",,,4,,,
1210693910,266281549,0,42400553,,Schwellenäckerweg,path,,False,28.075,"LINESTRING (9.2278433 48.7387803, 9.2280298 48.7385598)",,,4,,,
1210693910,1210693853,0,42400553,,Schwellenäckerweg,path,,False,5.746,"LINESTRING (9.2278433 48.7387803, 9.2277851 48.7388149)",,,4,,,
1210693920,6231307140,0,42400553,,Schwellenäckerweg,path,,False,4.333,"LINESTRING (9.2277951 48.7388877, 9.227778000000001 48.7388504)",,,4,,,
1210693920,266281541,0,42400553,,Schwellenäckerweg,path,,False,13.634,"LINESTRING (9.2277951 48.7388877, 9.2278731 48.738999)",,,4,,,
1211003969,1211004080,0,25557090,,,path,,False,20.106,"LINESTRING (9.1420715 48.7192975, 9.1417983 48.7193119)",,,,,,
1211003969,1211004267,0,25557090,,,path,,False,23.157,"LINESTRING (9.1420715 48.7192975, 9.142382899999999 48.7192634)",,,,,,
1211004009,1211004061,0,25557090,,,path,,False,17.992,"LINESTRING (9.140841200000001 48.7191338, 9.140651800000001 48.719031)",,,,,,
1211004009,1211004261,0,25557090,,,path,,False,19.068,"LINESTRING (9.140841200000001 48.7191338, 9.1410658 48.7192201)",,,,,,
1211004061,1211004203,0,25557090,,,path,,False,28.784,"LINESTRING (9.140651800000001 48.719031, 9.1403769 48.7188463)",,,,,,
1211004061,1211004009,0,25557090,,,path,,False,17.992,"LINESTRING (9.140651800000001 48.719031, 9.140841200000001 48.7191338)",,,,,,
1211004080,1211004114,0,25557090,,,path,,False,14.885,"LINESTRING (9.1417983 48.7193119, 9.1415954 48.719313)",,,,,,
1211004080,1211003969,0,25557090,,,path,,False,20.106,"LINESTRING (9.1417983 48.7193119, 9.1420715 48.7192975)",,,,,,
1211004114,1211004224,0,25557090,,,path,,False,19.368,"LINESTRING (9.1415954 48.719313, 9.1413356 48.719282)",,,,,,
1211004114,1211004080,0,25557090,,,path,,False,14.885,"LINESTRING (9.1415954 48.719313, 9.1417983 48.7193119)",,,,,,
1211004192,1354362928,0,25557090,,,path,,False,29.081,"LINESTRING (9.143651200000001 48.7190658, 9.1432705 48.7191387)",,,,,,
1211004203,26240203,0,25557090,,,path,,False,27.497,"LINESTRING (9.1403769 48.7188463, 9.1401127 48.7186709)",,,,,,
1211004203,1211004061,0,25557090,,,path,,False,28.784,"LINESTRING (9.1403769 48.7188463, 9.140651800000001 48.719031)",,,,,,
1211004214,1354362930,0,25557090,,,path,,False,22.176,"LINESTRING (9.142976600000001 48.7191869, 9.142681100000001 48.7192289)",,,,,,
1211004214,1354362928,0,25557090,,,path,,False,22.217,"LINESTRING (9.142976600000001 48.7191869, 9.1432705 48.7191387)",,,,,,
1211004224,1211004261,0,25557090,,,path,,False,20.955,"LINESTRING (9.1413356 48.719282, 9.1410658 48.7192201)",,,,,,
1211004224,1211004114,0,25557090,,,path,,False,19.368,"LINESTRING (9.1413356 48.719282, 9.1415954 48.719313)",,,,,,
1211004261,1211004009,0,25557090,,,path,,False,19.068,"LINESTRING (9.1410658 48.7192201, 9.140841200000001 48.7191338)",,,,,,
1211004261,1211004224,0,25557090,,,path,,False,20.955,"LINESTRING (9.1410658 48.7192201, 9.1413356 48.719282)",,,,,,
1211004267,1211003969,0,25557090,,,path,,False,23.157,"LINESTRING (9.142382899999999 48.7192634, 9.1420715 48.7192975)",,,,,,
1211004267,1354362930,0,25557090,,,path,,False,22.21,"LINESTRING (9.142382899999999 48.7192634, 9.142681100000001 48.7192289)",,,,,,
1211143786,1665493929,0,290422760,,,path,,False,8.003,"LINESTRING (9.2241585 48.8393105, 9.224248899999999 48.839351)",,,,,,
1211143786,2397302677,0,290422760,,,path,,False,12.227,"LINESTRING (9.2241585 48.8393105, 9.224037900000001 48.8392344)",,,,,,
1211143796,2397302677,0,290422760,,,path,,False,11.848,"LINESTRING (9.223946400000001 48.8391465, 9.224037900000001 48.8392344)",,,,,,
1211143796,1211143806,0,290422760,,,path,,False,11.385,"LINESTRING (9.223946400000001 48.8391465, 9.223899400000001 48.8390489)",,,,,,
1211143806,1211143796,0,290422760,,,path,,False,11.385,"LINESTRING (9.223899400000001 48.8390489, 9.223946400000001 48.8391465)",,,,,,
1211143806,4128758961,0,290422760,,,path,,False,8.288,"LINESTRING (9.223899400000001 48.8390489, 9.223881499999999 48.8389753)",,,,,,
1212642876,7506069869,0,6169181,,,path,,False,5.503,"LINESTRING (9.1122649 48.7173147, 9.112339800000001 48.7173174)",,,3.5,,,
1218657052,2195643585,0,105832278,,,path,,False,6.934,"LINESTRING (9.154200400000001 48.8095466, 9.1542388 48.8096036)",,,,,,
1218657052,2195643584,0,105832278,,,path,,False,13.013,"LINESTRING (9.154200400000001 48.8095466, 9.154140999999999 48.8094363)",,,,,,
1218657055,1218657058,0,105832278,,,path,,False,3.055,"LINESTRING (9.154357600000001 48.80966, 9.1543946 48.8096727)",,,,,,
1218657055,3876422594,0,105832278,,,path,,False,4.266,"LINESTRING (9.154357600000001 48.80966, 9.1543017 48.8096492)",,,,,,
1218657058,3876422596,0,105832278,,,path,,False,5.785,"LINESTRING (9.1543946 48.8096727, 9.1544577 48.809704)",,,,,,
1218657058,1218657055,0,105832278,,,path,,False,3.055,"LINESTRING (9.1543946 48.8096727, 9.154357600000001 48.80966)",,,,,,
1230360249,1104262646,0,107011079,,,path,,False,10.959,"LINESTRING (9.092786500000001 48.73856, 9.092924200000001 48.7385217)",,,,,,
1230360249,5870485866,0,107011079,,,path,,False,2.746,"LINESTRING (9.092786500000001 48.73856, 9.0927898 48.7385846)",,,,,,
1230360300,1230360401,0,107011079,,,path,,False,7.829,"LINESTRING (9.0932052 48.7385169, 9.093109200000001 48.7385477)",,,,,,
1230360300,1104262647,0,328158950,,,path,,False,11.962,"LINESTRING (9.0932052 48.7385169, 9.093283700000001 48.7386112)",,,,,,
1230360300,1230360616,0,328158951,,,path,,False,81.48,"LINESTRING (9.0932052 48.7385169, 9.0941961 48.7381854)",,,,,,
1230360401,1230360300,0,107011079,,,path,,False,7.829,"LINESTRING (9.093109200000001 48.7385477, 9.0932052 48.7385169)",,,,,,
1230360401,5870485871,0,107011079,,,path,,False,2.574,"LINESTRING (9.093109200000001 48.7385477, 9.0930748 48.7385523)",,,,,,
1230360616,1230360300,0,328158951,,,path,,False,81.48,"LINESTRING (9.0941961 48.7381854, 9.0932052 48.7385169)",,,,,,
1230360616,1230361396,0,328158951,,,path,,False,60.431,"LINESTRING (9.0941961 48.7381854, 9.094932200000001 48.7379411)",,,,,,
1230360687,1230361396,0,328158951,,,path,,False,53.082,"LINESTRING (9.0955674 48.7377122, 9.094932200000001 48.7379411)",,,,,,
1230360687,1718440869,0,328158951,,,path,,False,38.449,"LINESTRING (9.0955674 48.7377122, 9.095996599999999 48.7375136)",,,,,,
1230360726,4033315109,0,328158950,,,path,,False,6.449,"LINESTRING (9.0933127 48.738667, 9.0933055 48.7387248)",,,,,,
1230360726,1104262647,0,328158950,,,path,,False,6.559,"LINESTRING (9.0933127 48.738667, 9.093283700000001 48.7386112)",,,,,,
1230360896,5363483604,0,328158946,,,path,,False,9.418,"LINESTRING (9.0930739 48.7389375, 9.0929796 48.73888)",,,3,,,
1230360896,1104262651,0,328158950,,,path,,False,11.461,"LINESTRING (9.0930739 48.7389375, 9.093188899999999 48.7388677)",,,,,,
1230360896,3652903552,0,360733219,,,path,,False,10.114,"LINESTRING (9.0930739 48.7389375, 9.0931728 48.7390009)",,,3,,,
1230361097,5870485867,0,107011079,,,path,,False,3.466,"LINESTRING (9.092774800000001 48.738644, 9.092786500000001 48.7386138)",,,,,,
1230361097,5870485868,0,107011079,,,path,,False,3.491,"LINESTRING (9.092774800000001 48.738644, 9.092742899999999 48.7386673)",,,,,,
1230361222,4033311272,0,107011079,,,path,,False,5.905,"LINESTRING (9.0929992 48.7384971, 9.0930429 48.7385417)",,,,,,
1230361222,1104262646,0,107011079,,,path,,False,6.143,"LINESTRING (9.0929992 48.7384971, 9.092924200000001 48.7385217)",,,,,,
1230361396,1230360616,0,328158951,,,path,,False,60.431,"LINESTRING (9.094932200000001 48.7379411, 9.0941961 48.7381854)",,,,,,
